FI;PERSO;ETP_PU;ETP_PH;ETP_AS;ETP_HU;ETP_PC;ETP_PC_EXT;ETP_PC_PA_EXT;ETP_PA;ETP_PA_EXT;ETP_AUTRES;BOR;AN;RS;FI_EJ;EFFSALPLH;EFFSALPLF;EFFSALPAH;EFFSALPAF;EFFLIBPLH;EFFLIBPLF;EFFLIBPAH;EFFLIBPAF;ETPSALH;ETPSALF;ETPSAL_TOT_PUBLIC;ETP_PACT;EFFSAL;ETPSAL;EFFLIB;totetp1
830100459;M2130;;;;;;;;;;;Q20;2024;CLINIQUE SAINT MICHEL;830000212;;;;;;;4;;;;;;;;4;
830100459;M2150;;;;;;;;;;;Q20;2024;CLINIQUE SAINT MICHEL;830000212;;;;;;2;;;;;;;;;2;
830100459;M3040;;;;;;;;;;;Q20;2024;CLINIQUE SAINT MICHEL;830000212;;;;1;;;;;;0.13;;;1;0.13;;0.13
830100459;M3050;;;;;;;;;;;Q20;2024;CLINIQUE SAINT MICHEL;830000212;;;1;1;;;;;0.7;0.8;;;2;1.5;;1.5
830100459;M9999;;;;;;;;;;;Q20;2024;CLINIQUE SAINT MICHEL;830000212;;;1;2;42;18;37;12;0.7;0.93;;;3;1.63;109;1.63
830100475;M1020;;;;;;;;;;;Q20;2024;HOPITAL PRIVE TOULON HYERES SAINT ROCH;830000238;;;;;;;2;2;;;;;;;4;
830100475;M1030;;;;;;;;;;;Q20;2024;HOPITAL PRIVE TOULON HYERES SAINT ROCH;830000238;;;;;2;3;1;;;;;;;;6;
830100475;M1040;;;;;;;;;;;Q20;2024;HOPITAL PRIVE TOULON HYERES SAINT ROCH;830000238;;;;;;;1;;;;;;;;1;
830100475;M1090;;;;;;;;;;;Q20;2024;HOPITAL PRIVE TOULON HYERES SAINT ROCH;830000238;;;;;;;4;1;;;;;;;5;
830100475;M1150;;;;;;;;;;;Q20;2024;HOPITAL PRIVE TOULON HYERES SAINT ROCH;830000238;;;;;;;1;;;;;;;;1;
830100475;M1160;;;;;;;;;;;Q20;2024;HOPITAL PRIVE TOULON HYERES SAINT ROCH;830000238;;;;;;;12;4;;;;;;;16;
830100475;M1180;;;;;;;;;;;Q20;2024;HOPITAL PRIVE TOULON HYERES SAINT ROCH;830000238;;;;;;;2;;;;;;;;2;
830100475;M1190;;;;;;;;;;;Q20;2024;HOPITAL PRIVE TOULON HYERES SAINT ROCH;830000238;;;;;1;;;;;;;;;;1;
830100475;M2020;;;;;;;;;;;Q20;2024;HOPITAL PRIVE TOULON HYERES SAINT ROCH;830000238;;;;;;;2;;;;;;;;2;
830100475;M2030;;;;;;;;;;;Q20;2024;HOPITAL PRIVE TOULON HYERES SAINT ROCH;830000238;;;;;10;;4;;;;;;;;14;
830100475;M2040;;;;;;;;;;;Q20;2024;HOPITAL PRIVE TOULON HYERES SAINT ROCH;830000238;;;;;2;;;;;;;;;;2;
830100475;M2070;;;;;;;;;;;Q20;2024;HOPITAL PRIVE TOULON HYERES SAINT ROCH;830000238;;;;;;;4;2;;;;;;;6;
830100475;M2080;;;;;;;;;;;Q20;2024;HOPITAL PRIVE TOULON HYERES SAINT ROCH;830000238;;;;;;;2;;;;;;;;2;
830100475;M3011;;;;;;;;;;;Q20;2024;HOPITAL PRIVE TOULON HYERES SAINT ROCH;830000238;;;;;;;1;2;;;;;;;3;
830100475;M3030;;;;;;;;;;;Q20;2024;HOPITAL PRIVE TOULON HYERES SAINT ROCH;830000238;;;;;;;1;;;;;;;;1;
830100475;M3040;;;;;;;;;;;Q20;2024;HOPITAL PRIVE TOULON HYERES SAINT ROCH;830000238;;;1;;;;;;;0.5;;;1;0.5;;0.5
830100475;M3050;;;;;;;;;;;Q20;2024;HOPITAL PRIVE TOULON HYERES SAINT ROCH;830000238;;1;;;;;;;;1;;;1;1;;1
830100475;M9999;;;;;;;;;;;Q20;2024;HOPITAL PRIVE TOULON HYERES SAINT ROCH;830000238;;1;1;;15;3;37;11;;1.5;;;2;1.5;66;1.5
830100558;M1010;;;;;;;;;;;Q20;2024;HOPITAL RENEE SABRAN HYERES;690781810;;1;;1;;;;;0.03;1.61;;;2;1.64;;1.64
830100558;M1020;;;;;;;;;;;Q20;2024;HOPITAL RENEE SABRAN HYERES;690781810;;;;;;;;;;0.02;;;;0.02;;0.02
830100558;M1030;;;;;;;;;;;Q20;2024;HOPITAL RENEE SABRAN HYERES;690781810;;2;;1;;;;;0;2.29;;;3;2.29;;2.29
830100558;M1070;;;;;;;;;;;Q20;2024;HOPITAL RENEE SABRAN HYERES;690781810;;;;;;;;;0.01;0.1;;;;0.11;;0.11
830100558;M1100;;;;;;;;;;;Q20;2024;HOPITAL RENEE SABRAN HYERES;690781810;;;;;;;;;0.01;0.03;;;;0.04;;0.04
830100558;M1120;;;;;;;;;;;Q20;2024;HOPITAL RENEE SABRAN HYERES;690781810;;;;1;;;;;;0.07;;;1;0.07;;0.07
830100558;M1140;;;;;;;;;;;Q20;2024;HOPITAL RENEE SABRAN HYERES;690781810;1;;;1;;;;;1;0.81;;;2;1.81;;1.81
830100558;M1150;;;;;;;;;;;Q20;2024;HOPITAL RENEE SABRAN HYERES;690781810;1;;1;;;;;;1.8;;;;2;1.8;;1.8
830100558;M1160;;;;;;;;;;;Q20;2024;HOPITAL RENEE SABRAN HYERES;690781810;;;;1;;;;;;0.6;;;1;0.6;;0.6
830100558;M1180;;;;;;;;;;;Q20;2024;HOPITAL RENEE SABRAN HYERES;690781810;2;2;;1;;;;;2;2.5;;;5;4.5;;4.5
830100558;M1190;;;;;;;;;;;Q20;2024;HOPITAL RENEE SABRAN HYERES;690781810;;;1;;;;;;0.09;;;;1;0.09;;0.09
830100558;M1320;;;;;;;;;;;Q20;2024;HOPITAL RENEE SABRAN HYERES;690781810;;1;;;;;;;;1;;;1;1;;1
830100558;M1330;;;;;;;;;;;Q20;2024;HOPITAL RENEE SABRAN HYERES;690781810;;;;;;;;;0.05;0.1;;;;0.15;;0.15
830100558;M1340;;;;;;;;;;;Q20;2024;HOPITAL RENEE SABRAN HYERES;690781810;;;;;;;;;0.05;0;;;;0.05;;0.05
830100558;M2030;;;;;;;;;;;Q20;2024;HOPITAL RENEE SABRAN HYERES;690781810;5;;;;;;;;5;;;;5;5;;5
830100558;M2080;;;;;;;;;;;Q20;2024;HOPITAL RENEE SABRAN HYERES;690781810;;;1;;;;;;0.2;;;;1;0.2;;0.2
830100558;M3020;;;;;;;;;;;Q20;2024;HOPITAL RENEE SABRAN HYERES;690781810;;;;1;;;;;;0.1;;;1;0.1;;0.1
830100558;M3040;;;;;;;;;;;Q20;2024;HOPITAL RENEE SABRAN HYERES;690781810;;;;;;;;;0.16;0.15;;;;0.31;;0.31
830100558;M3050;;;;;;;;;;;Q20;2024;HOPITAL RENEE SABRAN HYERES;690781810;2;;;2;;;;;2.13;0.69;;;4;2.82;;2.82
830100558;M3060;;;;;;;;;;;Q20;2024;HOPITAL RENEE SABRAN HYERES;690781810;;;;;;;;;;0.03;;;;0.03;;0.03
830100558;M3070;;;;;;;;;;;Q20;2024;HOPITAL RENEE SABRAN HYERES;690781810;1;1;;6;;;;;1.24;3.35;;;8;4.59;;4.59
830100558;M9999;0.17;20.17;0.2;0.56;;4.39;;;1.73;;Q20;2024;HOPITAL RENEE SABRAN HYERES;690781810;12;7;3;15;;;;;13.77;13.45;27.22;;37;27.22;;27.22
830100574;M1010;;;;;;;;;;;Q20;2024;HOP INSTRUC DES ARMEES SAINTE ANNE;750821092;2;4;4;3;;;;;2.5;4.1;;;13;6.6;;6.6
830100574;M1020;;;;;;;;;;;Q20;2024;HOP INSTRUC DES ARMEES SAINTE ANNE;750821092;;1;;;;;;;;1;;;1;1;;1
830100574;M1030;;;;;;;;;;;Q20;2024;HOP INSTRUC DES ARMEES SAINTE ANNE;750821092;17;5;5;2;;;;;15.2;5.1;;;29;20.3;;20.3
830100574;M1040;;;;;;;;;;;Q20;2024;HOP INSTRUC DES ARMEES SAINTE ANNE;750821092;5;1;1;;;;;;4.5;1;;;7;5.5;;5.5
830100574;M1050;;;;;;;;;;;Q20;2024;HOP INSTRUC DES ARMEES SAINTE ANNE;750821092;1;2;;;;;;;1.5;2.1;;;3;3.6;;3.6
830100574;M1090;;;;;;;;;;;Q20;2024;HOP INSTRUC DES ARMEES SAINTE ANNE;750821092;;5;1;;;;;;0.1;4.3;;;6;4.4;;4.4
830100574;M1100;;;;;;;;;;;Q20;2024;HOP INSTRUC DES ARMEES SAINTE ANNE;750821092;6;5;;1;;;;;4.6;4.4;;;12;9;;9
830100574;M1120;;;;;;;;;;;Q20;2024;HOP INSTRUC DES ARMEES SAINTE ANNE;750821092;3;5;1;;;;;;2.6;5;;;9;7.6;;7.6
830100574;M1130;;;;;;;;;;;Q20;2024;HOP INSTRUC DES ARMEES SAINTE ANNE;750821092;3;1;;;;;;;3;1;;;4;4;;4
830100574;M1150;;;;;;;;;;;Q20;2024;HOP INSTRUC DES ARMEES SAINTE ANNE;750821092;3;;1;;;;;;2.3;;;;4;2.3;;2.3
830100574;M1160;;;;;;;;;;;Q20;2024;HOP INSTRUC DES ARMEES SAINTE ANNE;750821092;4;5;4;;;;;;5.8;5;;;13;10.8;;10.8
830100574;M1200;;;;;;;;;;;Q20;2024;HOP INSTRUC DES ARMEES SAINTE ANNE;750821092;6;;6;3;;;;;6.7;1.5;;;15;8.2;;8.2
830100574;M1210;;;;;;;;;;;Q20;2024;HOP INSTRUC DES ARMEES SAINTE ANNE;750821092;2;1;;;;;;;2;1;;;3;3;;3
830100574;M1340;;;;;;;;;;;Q20;2024;HOP INSTRUC DES ARMEES SAINTE ANNE;750821092;4;3;4;6;;;;;5;4.9;;;17;9.9;;9.9
830100574;M2020;;;;;;;;;;;Q20;2024;HOP INSTRUC DES ARMEES SAINTE ANNE;750821092;1;2;;;;;;;1;2;;;3;3;;3
830100574;M2030;;;;;;;;;;;Q20;2024;HOP INSTRUC DES ARMEES SAINTE ANNE;750821092;5;1;3;;;;;;4.8;1;;;9;5.8;;5.8
830100574;M2060;;;;;;;;;;;Q20;2024;HOP INSTRUC DES ARMEES SAINTE ANNE;750821092;6;2;2;;;;;;4.9;1.6;;;10;6.5;;6.5
830100574;M2070;;;;;;;;;;;Q20;2024;HOP INSTRUC DES ARMEES SAINTE ANNE;750821092;2;2;1;;;;;;1.6;1.3;;;5;2.9;;2.9
830100574;M2080;;;;;;;;;;;Q20;2024;HOP INSTRUC DES ARMEES SAINTE ANNE;750821092;3;2;2;1;;;;;2.9;1.4;;;8;4.3;;4.3
830100574;M2100;;;;;;;;;;;Q20;2024;HOP INSTRUC DES ARMEES SAINTE ANNE;750821092;4;;4;;;;;;3.2;0.9;;;8;4.1;;4.1
830100574;M2120;;;;;;;;;;;Q20;2024;HOP INSTRUC DES ARMEES SAINTE ANNE;750821092;7;3;2;4;;;;;5.1;3.3;;;16;8.4;;8.4
830100574;M2140;;;;;;;;;;;Q20;2024;HOP INSTRUC DES ARMEES SAINTE ANNE;750821092;4;1;1;;;;;;3.2;1;;;6;4.2;;4.2
830100574;M3011;;;;;;;;;;;Q20;2024;HOP INSTRUC DES ARMEES SAINTE ANNE;750821092;2;3;;;;;;;1.3;3;;;5;4.3;;4.3
830100574;M3012;;;;;;;;;;;Q20;2024;HOP INSTRUC DES ARMEES SAINTE ANNE;750821092;;3;1;;;;;;0.1;3.1;;;4;3.2;;3.2
830100574;M3020;;;;;;;;;;;Q20;2024;HOP INSTRUC DES ARMEES SAINTE ANNE;750821092;1;3;;;;;;;0.5;3;;;4;3.5;;3.5
830100574;M3030;;;;;;;;;;;Q20;2024;HOP INSTRUC DES ARMEES SAINTE ANNE;750821092;1;1;1;2;;;;;1;1;;;5;2;;2
830100574;M3040;;;;;;;;;;;Q20;2024;HOP INSTRUC DES ARMEES SAINTE ANNE;750821092;;;;1;;;;;;0.1;;;1;0.1;;0.1
830100574;M3050;;;;;;;;;;;Q20;2024;HOP INSTRUC DES ARMEES SAINTE ANNE;750821092;;8;1;1;;;;;;6.4;;;10;6.4;;6.4
830100574;M9999;11.2;143.7;;;;;;;;;Q20;2024;HOP INSTRUC DES ARMEES SAINTE ANNE;750821092;92;69;45;24;;;;;85.4;69.5;154.9;;230;154.9;;154.9
830100582;M1170;;;;;;;;;;;Q20;2024;CENTRE DE RADIOTHERAPIE SAINT LOUIS;750721334;4;5;0;2;;;;;4;4.28;;;11;8.28;;8.28
830100582;M9999;;;;;;;;;;;Q20;2024;CENTRE DE RADIOTHERAPIE SAINT LOUIS;750721334;4;5;0;2;;;;;4;4.28;;;11;8.28;;8.28
830100608;M1010;;;;;;;;;;;Q20;2024;CHITS CH GEORGE SAND;830100616;4;6;1;10;;;;;3.17;12.13;;;21;15.3;;15.3
830100608;M1030;;;;;;;;;;;Q20;2024;CHITS CH GEORGE SAND;830100616;;;;1;;;;;;0.9;;;1;0.9;;0.9
830100608;M1040;;;;;;;;;;;Q20;2024;CHITS CH GEORGE SAND;830100616;;;1;;;;;;0.4;;;;1;0.4;;0.4
830100608;M1070;;;;;;;;;;;Q20;2024;CHITS CH GEORGE SAND;830100616;;;;1;;;;;;0.3;;;1;0.3;;0.3
830100608;M1090;;;;;;;;;;;Q20;2024;CHITS CH GEORGE SAND;830100616;;;1;;;;;;0.1;;;;1;0.1;;0.1
830100608;M1100;;;;;;;;;;;Q20;2024;CHITS CH GEORGE SAND;830100616;1;5;;2;;;;;1;6.77;;;8;7.77;;7.77
830100608;M1120;;;;;;;;;;;Q20;2024;CHITS CH GEORGE SAND;830100616;;;;1;;;;;0.1;0.03;;;1;0.13;;0.13
830100608;M1140;;;;;;;;;;;Q20;2024;CHITS CH GEORGE SAND;830100616;1;3;2;2;;;;;0.51;0.88;;;8;1.39;;1.39
830100608;M1150;;;;;;;;;;;Q20;2024;CHITS CH GEORGE SAND;830100616;1;;;;;;;;0.2;;;;1;0.2;;0.2
830100608;M1160;;;;;;;;;;;Q20;2024;CHITS CH GEORGE SAND;830100616;;;2;;;;;;0.2;;;;2;0.2;;0.2
830100608;M1180;;;;;;;;;;;Q20;2024;CHITS CH GEORGE SAND;830100616;;1;1;;;;;;0.55;1;;;2;1.55;;1.55
830100608;M1320;;;;;;;;;;;Q20;2024;CHITS CH GEORGE SAND;830100616;1;;;;;;;;0.17;;;;1;0.17;;0.17
830100608;M2050;;;;;;;;;;;Q20;2024;CHITS CH GEORGE SAND;830100616;;;2;3;;;;;0.7;0.88;;;5;1.58;;1.58
830100608;M2070;;;;;;;;;;;Q20;2024;CHITS CH GEORGE SAND;830100616;;;;1;;;;;0.09;0.15;;;1;0.24;;0.24
830100608;M3020;;;;;;;;;;;Q20;2024;CHITS CH GEORGE SAND;830100616;3;8;1;2;;;;;3.78;9.19;;;14;12.97;;12.97
830100608;M3050;;;;;;;;;;;Q20;2024;CHITS CH GEORGE SAND;830100616;;2;;;;;;;;1.57;;;2;1.57;;1.57
830100608;M9999;;32.2;0.83;;3.12;;1.95;5;1.67;;Q20;2024;CHITS CH GEORGE SAND;830100616;11;25;11;23;;;;;10.97;33.8;44.77;;70;44.77;;44.77
830100624;M1010;;;;;;;;;;;Q20;2024;CTRE MED ET READAP DES MTS TOULONNAIS;920030913;1;1;0;1;;;;;2.18;2.95;;;3;5.13;;5.13
830100624;M1070;;;;;;;;;;;Q20;2024;CTRE MED ET READAP DES MTS TOULONNAIS;920030913;1;;;;;;;;1;;;;1;1;;1
830100624;M1180;;;;;;;;;;;Q20;2024;CTRE MED ET READAP DES MTS TOULONNAIS;920030913;3;1;0;0;;;;;2.36;0.14;;;4;2.5;;2.5
830100624;M1320;;;;;;;;;;;Q20;2024;CTRE MED ET READAP DES MTS TOULONNAIS;920030913;;1;;1;;;;;;1.58;;;2;1.58;;1.58
830100624;M3050;;;;;;;;;;;Q20;2024;CTRE MED ET READAP DES MTS TOULONNAIS;920030913;0;1;0;0;;;;;0.09;1.04;;;1;1.13;;1.13
830100624;M9999;;;;;;;;;;;Q20;2024;CTRE MED ET READAP DES MTS TOULONNAIS;920030913;5;4;0;2;;;;;5.63;5.71;;;11;11.34;;11.34
830100632;M1180;;;;;;;;;;;Q20;2024;INST REEDUC FONCT POMPONIANA OLBIA;250002284;;;4;2;;;;;4.16;1.37;;;6;5.53;;5.53
830100632;M3050;;;;;;;;;;;Q20;2024;INST REEDUC FONCT POMPONIANA OLBIA;250002284;;;;3;;;;;;0.99;;;3;0.99;;0.99
830100632;M9999;;;;;;;;;;;Q20;2024;INST REEDUC FONCT POMPONIANA OLBIA;250002284;;;4;5;;;;;4.16;2.36;;;9;6.52;;6.52
830100681;M1180;;;;;;;;;;;Q20;2024;CENTRE SSR MGEN PIERRE CHEVALIER;750005068;3;2;;2;;;;;3.38;3.11;;;7;6.49;;6.49
830100681;M1320;;;;;;;;;;;Q20;2024;CENTRE SSR MGEN PIERRE CHEVALIER;750005068;;3;;1;;;;;;3.83;;;4;3.83;;3.83
830100681;M3040;;;;;;;;;;;Q20;2024;CENTRE SSR MGEN PIERRE CHEVALIER;750005068;;;;1;;;;;;0.2;;;1;0.2;;0.2
830100681;M3050;;;;;;;;;;;Q20;2024;CENTRE SSR MGEN PIERRE CHEVALIER;750005068;;1;2;1;;;;;0.21;1;;;4;1.21;;1.21
830100681;M9999;;;;;;;;;;;Q20;2024;CENTRE SSR MGEN PIERRE CHEVALIER;750005068;3;6;2;5;;;;;3.59;8.14;;;16;11.73;;11.73
830100756;M1010;;;;;;;;;;;Q20;2024;CENTRE DE SOINS LES COLLINES DU REVEST;920030269;2;2;0;1;;;;;0.44;3.09;;;5;3.53;;3.53
830100756;M3020;;;;;;;;;;;Q20;2024;CENTRE DE SOINS LES COLLINES DU REVEST;920030269;;1;1;2;;;1;;2.52;1.59;;;4;4.11;1;4.11
830100756;M3050;;;;;;;;;;;Q20;2024;CENTRE DE SOINS LES COLLINES DU REVEST;920030269;0;1;0;0;;;;;0.11;1.03;;;1;1.14;;1.14
830100756;M9999;;;;;;;;;;;Q20;2024;CENTRE DE SOINS LES COLLINES DU REVEST;920030269;2;4;1;3;;;1;;3.07;5.71;;;10;8.78;1;8.78
830100764;M1010;;;;;;;;;;;Q20;2024;INSTITUT MEDICALISE DE MAR VIVO;440052041;;3;1;;;;;;0.5;3;;;4;3.5;;3.5
830100764;M1040;;;;;;;;;;;Q20;2024;INSTITUT MEDICALISE DE MAR VIVO;440052041;;;;;;;1;;;;;;;;1;
830100764;M1050;;;;;;;;;;;Q20;2024;INSTITUT MEDICALISE DE MAR VIVO;440052041;;;;;;;1;;;;;;;;1;
830100764;M1090;;;;;;;;;;;Q20;2024;INSTITUT MEDICALISE DE MAR VIVO;440052041;;;;;;;1;;;;;;;;1;
830100764;M1120;;;;;;;;;;;Q20;2024;INSTITUT MEDICALISE DE MAR VIVO;440052041;;;;;;;1;;;;;;;;1;
830100764;M1150;;;;;;;;;;;Q20;2024;INSTITUT MEDICALISE DE MAR VIVO;440052041;;;;;;;1;;;;;;;;1;
830100764;M1160;;;;;;;;;;;Q20;2024;INSTITUT MEDICALISE DE MAR VIVO;440052041;;;;;;;1;;;;;;;;1;
830100764;M1320;;;;;;;;;;;Q20;2024;INSTITUT MEDICALISE DE MAR VIVO;440052041;;2;;1;;;;;;2.8;;;3;2.8;;2.8
830100764;M3050;;;;;;;;;;;Q20;2024;INSTITUT MEDICALISE DE MAR VIVO;440052041;;1;;1;;;;;;1.68;;;2;1.68;;1.68
830100764;M9999;;;;;;;;;;;Q20;2024;INSTITUT MEDICALISE DE MAR VIVO;440052041;;6;1;2;;;6;;0.5;7.48;;;9;7.98;6;7.98
830100806;M1010;;;;;;;;;;;Q20;2024;CTRE REED FONCT DU BESSILLON;920030269;1;4;0;0;;;;;2.91;2.84;;;5;5.75;;5.75
830100806;M1040;;;;;;;;;;;Q20;2024;CTRE REED FONCT DU BESSILLON;920030269;;;;;;;1;;;;;;;;1;
830100806;M1180;;;;;;;;;;;Q20;2024;CTRE REED FONCT DU BESSILLON;920030269;0;1;0;0;;;;;0.14;0.8;;;1;0.94;;0.94
830100806;M3050;;;;;;;;;;;Q20;2024;CTRE REED FONCT DU BESSILLON;920030269;0;1;0;0;;;;;0.1;0.97;;;1;1.07;;1.07
830100806;M9999;;;;;;;;;;;Q20;2024;CTRE REED FONCT DU BESSILLON;920030269;1;6;0;0;;;1;;3.15;4.61;;;7;7.76;1;7.76
830100814;M1010;;;;;;;;;;;Q20;2024;CLINIQUE HELIADES SANTE;920030269;2;;;;;;;;0.8;1.12;;;2;1.92;;1.92
830100814;M1180;;;;;;;;;;;Q20;2024;CLINIQUE HELIADES SANTE;920030269;0;1;2;1;;;;;1.24;1.18;;;4;2.42;;2.42
830100814;M1320;;;;;;;;;;;Q20;2024;CLINIQUE HELIADES SANTE;920030269;;1;;1;;;;;;2.12;;;2;2.12;;2.12
830100814;M3050;;;;;;;;;;;Q20;2024;CLINIQUE HELIADES SANTE;920030269;0;1;0;0;;;;;0;1.1;;;1;1.1;;1.1
830100814;M9999;;;;;;;;;;;Q20;2024;CLINIQUE HELIADES SANTE;920030269;2;3;2;2;;;;;2.04;5.52;;;9;7.56;;7.56
830100855;M1010;;;;;;;;;;;Q20;2024;CENTRE DE GERONTOLOGIE SAINT FRANCOIS;830000493;2;2;;1;;;;;2;2.6;;;5;4.6;;4.6
830100855;M1040;;;;;;;;;;;Q20;2024;CENTRE DE GERONTOLOGIE SAINT FRANCOIS;830000493;;;;;;;2;;;;;;;;2;
830100855;M1110;;;;;;;;;;;Q20;2024;CENTRE DE GERONTOLOGIE SAINT FRANCOIS;830000493;;;;;;;1;;;;;;;;1;
830100855;M1120;;;;;;;;;;;Q20;2024;CENTRE DE GERONTOLOGIE SAINT FRANCOIS;830000493;;;;;;;2;;;;;;;;2;
830100855;M1160;;;;;;;;;;;Q20;2024;CENTRE DE GERONTOLOGIE SAINT FRANCOIS;830000493;;;;;;;1;;;;;;;;1;
830100855;M1200;;;;;;;;;;;Q20;2024;CENTRE DE GERONTOLOGIE SAINT FRANCOIS;830000493;;;;;;;1;;;;;;;;1;
830100855;M1320;;;;;;;;;;;Q20;2024;CENTRE DE GERONTOLOGIE SAINT FRANCOIS;830000493;1;2;;1;;;;;1;2.53;;;4;3.53;;3.53
830100855;M3020;;;;;;;;;;;Q20;2024;CENTRE DE GERONTOLOGIE SAINT FRANCOIS;830000493;;;;;;;1;1;;;;;;;2;
830100855;M3040;;;;;;;;;;;Q20;2024;CENTRE DE GERONTOLOGIE SAINT FRANCOIS;830000493;;;;1;;;;;;0.1;;;1;0.1;;0.1
830100855;M9999;;;;;;;;;;;Q20;2024;CENTRE DE GERONTOLOGIE SAINT FRANCOIS;830000493;3;4;;3;;;8;1;3;5.23;;;10;8.23;9;8.23
830101408;M1010;;;;;;;;;;;Q20;2024;CLINIQUE SAINTE THERESE;830000659;;;3;6;;;;;3.14;1.4;;;9;4.54;;4.54
830101408;M1040;;;;;;;;;;;Q20;2024;CLINIQUE SAINTE THERESE;830000659;;;;;;;1;;;;;;;;1;
830101408;M1180;;;;;;;;;;;Q20;2024;CLINIQUE SAINTE THERESE;830000659;;;;;;;1;;;;;;;;1;
830101408;M1320;;;;;;;;;;;Q20;2024;CLINIQUE SAINTE THERESE;830000659;1;1;;;;;1;;1;1;;;2;2;1;2
830101408;M3020;;;;;;;;;;;Q20;2024;CLINIQUE SAINTE THERESE;830000659;;;;;;;1;;;;;;;;1;
830101408;M3050;;;;;;;;;;;Q20;2024;CLINIQUE SAINTE THERESE;830000659;;;;1;;;;;;0.96;;;1;0.96;;0.96
830101408;M9999;;;;;;;;;;;Q20;2024;CLINIQUE SAINTE THERESE;830000659;1;1;3;7;;;4;;4.14;3.36;;;12;7.5;4;7.5
830200507;M1010;;;;;;;;;;;Q20;2024;ETABLISSEMENT DE SANTE JEAN LACHENAUD;830013678;1;3;;;;;;;1;3;;;4;4;;4
830200507;M1040;;;;;;;;;;;Q20;2024;ETABLISSEMENT DE SANTE JEAN LACHENAUD;830013678;;;1;;;;;;0.09;;;;1;0.09;;0.09
830200507;M1180;;;;;;;;;;;Q20;2024;ETABLISSEMENT DE SANTE JEAN LACHENAUD;830013678;;1;;;;;;;;0.1;;;1;0.1;;0.1
830200507;M1320;;;;;;;;;;;Q20;2024;ETABLISSEMENT DE SANTE JEAN LACHENAUD;830013678;;;;1;;;;;;0.8;;;1;0.8;;0.8
830200507;M3050;;;;;;;;;;;Q20;2024;ETABLISSEMENT DE SANTE JEAN LACHENAUD;830013678;;;1;;;;;;0.7;;;;1;0.7;;0.7
830200507;M9999;;;;;;;;;;;Q20;2024;ETABLISSEMENT DE SANTE JEAN LACHENAUD;830013678;1;4;2;1;;;;;1.79;3.9;;;8;5.69;;5.69
830200515;M3020;;;;;;;;;;;Q20;2024;CLINIQUE LES TROIS SOLLIES;830001012;;;1;;;;3;1;0.2;0.15;;;1;0.35;4;0.35
830200515;M3050;;;;;;;;;;;Q20;2024;CLINIQUE LES TROIS SOLLIES;830001012;;;1;;;;;;0.6;;;;1;0.6;;0.6
830200515;M3070;;;;;;;;;;;Q20;2024;CLINIQUE LES TROIS SOLLIES;830001012;;;;;;;1;;;;;;;;1;
830200515;M9999;;;;;;;;;;;Q20;2024;CLINIQUE LES TROIS SOLLIES;830001012;;;2;;;;4;1;0.8;0.15;;;2;0.95;5;0.95
830200523;M1010;;;;;;;;;;;Q20;2024;POLYCLINIQUE MUTUALISTE MALARTIC;830210084;;;;2;;;;;;1.41;;;2;1.41;;1.41
830200523;M1030;;;;;;;;;;;Q20;2024;POLYCLINIQUE MUTUALISTE MALARTIC;830210084;;;3;1;1;;1;1;2.5;0.8;;;4;3.3;3;3.3
830200523;M1040;;;;;;;;;;;Q20;2024;POLYCLINIQUE MUTUALISTE MALARTIC;830210084;;;1;;;;2;;0.69;;;;1;0.69;2;0.69
830200523;M1050;;;;;;;;;;;Q20;2024;POLYCLINIQUE MUTUALISTE MALARTIC;830210084;1;;;2;;;;;1;0.86;;;3;1.86;;1.86
830200523;M1070;;;;;;;;;;;Q20;2024;POLYCLINIQUE MUTUALISTE MALARTIC;830210084;;;;1;;;;;;0.61;;;1;0.61;;0.61
830200523;M1090;;;;;;;;;;;Q20;2024;POLYCLINIQUE MUTUALISTE MALARTIC;830210084;1;;2;1;;;;;2.6;0.9;;;4;3.5;;3.5
830200523;M1100;;;;;;;;;;;Q20;2024;POLYCLINIQUE MUTUALISTE MALARTIC;830210084;2;;1;;;;;;2.5;;;;3;2.5;;2.5
830200523;M1120;;;;;;;;;;;Q20;2024;POLYCLINIQUE MUTUALISTE MALARTIC;830210084;;;;;;;1;1;;;;;;;2;
830200523;M1150;;;;;;;;;;;Q20;2024;POLYCLINIQUE MUTUALISTE MALARTIC;830210084;;;;;;;;1;;;;;;;1;
830200523;M1160;;;;;;;;;;;Q20;2024;POLYCLINIQUE MUTUALISTE MALARTIC;830210084;;2;1;1;;;1;;0.46;2.9;;;4;3.36;1;3.36
830200523;M1190;;;;;;;;;;;Q20;2024;POLYCLINIQUE MUTUALISTE MALARTIC;830210084;;;1;;;;;;0.23;;;;1;0.23;;0.23
830200523;M1200;;;;;;;;;;;Q20;2024;POLYCLINIQUE MUTUALISTE MALARTIC;830210084;1;;;0;;;1;1;1;;;;1;1;2;1
830200523;M1340;;;;;;;;;;;Q20;2024;POLYCLINIQUE MUTUALISTE MALARTIC;830210084;1;2;1;1;;;1;;1.73;2.35;;;5;4.08;1;4.08
830200523;M2020;;;;;;;;;;;Q20;2024;POLYCLINIQUE MUTUALISTE MALARTIC;830210084;;;2;;;;;;0.7;;;;2;0.7;;0.7
830200523;M2030;;;;;;;;;;;Q20;2024;POLYCLINIQUE MUTUALISTE MALARTIC;830210084;1;2;;;;;;;1;2;;;3;3;;3
