BOR;AN;FI;RS;FI_EJ;SMUR;GEN;SAIS;PED;ANT;FIAUTOR;ANTSAIS;SAMU;AMBLCE;VEHLEG;MOYAER;MOYMAR;SORTER1;SORTER2;dtTIH;SORAER1;SORAER2;SORMAR;SORTIES;SORTNM;PATDC;PATLSP;PATTSP;PATTRANM;TRAN;TRAN18;TRAN80;TRANSIEG;TRANAUT;APP;APR15;APD;APMIN;DR;DRM;DRMSAS;DRMLIB;REF;REF_TERR;REF_PED;REF_PSY;REF_GER;REF_AUT;NRML;NBLIB;NBSAL;NBINFLIB;NBINFSAL;NBMED;NBINF;CAR;SAMUSDIS
SMURSAMU;2024;730000031;CHMS - SITE CHAMBERY MCO;730000015;1;1;1;0;0;;0;1;4;3;1;0;1513;471;913;171;155;0;3223;624;191;7;87;336;1060;154;164;894;166;258862;7623;246197;229754;165813;161816;99183;41499;1;2;1;0;0;0;0;107;0;0;0;107;0;1575;0
SMURSAMU;2024;730000080;CH DE SAINT JEAN DE MAURIENNE;730780103;1;1;0;0;0;;0;0;;;;;280;9;0;;;;289;68;27;;28;0;189;20;37;118;71;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;730000098;CHMS - SITE AIX GRAND PORT;730000015;1;1;0;0;0;;0;0;1;1;0;0;862;231;0;10;1;0;1104;354;98;5;67;181;518;54;109;76;442;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;730000247;CH DE BOURG ST MAURICE;730780525;1;1;0;0;0;;0;0;1;1;;;222;8;;;;;230;47;19;;19;4;183;11;6;146;37;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;730000262;CH D'ALBERTVILLE;730002839;1;1;0;0;0;;0;0;;1;;;527;31;0;0;0;0;558;167;77;0;32;105;360;29;38;267;93;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;730010477;ANTENNE SMUR MODANE;730780103;1;0;0;0;1;730780103;0;0;;;;;111;1;0;589;8;0;709;116;37;;65;;593;96;30;306;287;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;730012176;ANTENNE SMUR COURCHEVEL;730002839;1;0;0;0;1;730002839;1;0;;;2;;0;0;0;453;15;0;468;24;7;0;13;0;429;28;5;144;285;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;730012440;ANTENNE SMUR MOUTIERS;730002839;1;0;0;0;1;730002839;0;0;;1;;;453;97;0;0;0;0;550;163;38;3;20;92;290;37;27;205;85;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;740000237;CH ANNECY-GENEVOIS SITE ANNECY;740781133;1;1;0;0;0;;0;1;3;3;0;0;3107;644;28;17;8;0;3804;1808;337;0;611;860;1316;95;211;1289;27;434000;;434000;379196;278239;227330;126756;88359;0;;;;;;0;58;0;0;0;58;0;3058;1
SMURSAMU;2024;740000302;CH ANNECY-GENEVOIS SITE ST JULIEN EN G;740781133;1;1;0;0;0;;0;0;1;1;0;0;964;49;0;2;0;0;1015;384;129;9;79;167;582;57;51;502;80;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;740000328;HOPITAUX DU LEMAN;740790381;1;1;0;0;0;;0;0;;2;;;1203;24;13;;;;1240;814;106;6;163;406;429;55;51;311;118;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;740015581;ANTENNE SMUR MEYTHET;740781133;1;0;0;0;1;740781133;1;0;0;1;1;0;8;0;0;567;30;0;605;93;57;0;10;26;482;54;11;253;229;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;740781141;CH ALPES LEMAN;740790258;1;1;0;0;0;;0;0;2;3;0;0;1950;129;35;0;0;0;2114;1472;183;6;287;698;609;72;60;390;219;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;740781166;HOPITAUX DU MONT BLANC SITE CHAMONIX;740001839;1;0;0;0;1;740001839;0;0;;;;;148;0;;640;;;788;68;28;;40;;720;;;501;219;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;740781224;HOPITAUX DU MONT BLANC SITE SALLANCHES;740001839;1;1;0;0;0;;0;0;;2;;;927;67;14;;;;1008;213;133;80;;;705;;;545;160;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;750100018;GHU APHP CUP SITE HOTEL DIEU;750712184;1;1;0;0;0;;0;0;1;;;;1863;174;;;;;2037;1103;130;13;62;851;771;21;122;2;769;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;750100042;GHU APHP NUP SITE LARIBOISIERE;750712184;1;1;0;0;0;;0;0;1;0;0;0;2364;153;0;0;0;0;2517;1305;185;12;124;925;1071;23;143;578;493;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;750100125;GHU APHP SUN SITE PITIE SALPETRIERE;750712184;1;1;0;0;0;750100125;0;0;2;;;;3101;482;;;;;3583;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;750100208;GHU CUP SITE NECKER ENFANTS MALADES;750712184;1;1;0;1;0;;0;1;7;5;2;0;6815;2601;439;0;6;0;9861;3919;509;17;352;2515;2828;899;377;517;2311;760697;136452;556385;423409;466329;296723;158387;82829;1;2;1;1;0;0;0;0;0;0;0;0;0;2312;0
SMURSAMU;2024;750803454;GHU APHP NUP SITE ROBERT DEBRE;750712184;1;0;0;1;0;;0;0;2;0;0;0;479;685;0;0;6;0;1170;297;7;0;74;182;825;825;0;248;577;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;760000018;CH DIEPPE;760780023;1;1;0;0;0;;0;0;;3;;;858;4;1;;;;863;655;146;174;28;307;464;28;45;350;114;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;760000158;HOPITAL CHARLES NICOLLE CHU ROUEN;760780239;1;1;0;0;0;;0;1;4;4;1;;4132;1820;616;153;335;;7056;2131;511;11;220;1389;3553;354;543;2908;645;480642;1162;476910;427969;263679;258860;82700;44675;1;2;1;0;0;0;1;0;0;0;0;0;0;2440;0
SMURSAMU;2024;760000364;CHI DU PAYS DES HAUTES FALAISES FECAMP;760780734;1;1;0;0;0;;0;0;2;0;1;0;1030;;;;;;1030;;92;;102;;836;;;566;270;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;760000372;CH LILLEBONNE CHI CAUX VALLEE DE SEINE;760780742;1;1;0;0;0;;0;0;0;3;0;0;970;;;;;;970;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;760000463;CH LES FEUGRAIS CHI ELBEUF;760024042;1;1;0;0;0;;0;0;;2;;;1124;78;;;;;1202;214;159;5;50;;910;65;418;639;271;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;760026252;ANTENNE DE SMUR EU CH DIEPPE;760780023;1;0;0;0;1;760780023;0;0;;2;;;529;15;0;;;;544;415;73;102;29;211;234;14;26;109;125;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;760805770;HOPITAL JACQUES MONOD CH LE HAVRE;760780726;1;1;0;0;0;;0;1;5;3;1;1;4278;823;517;36;32;5;5691;1439;308;36;566;521;3233;300;569;2483;750;400679;9603;391076;325219;272298;255181;172434;65675;1;2;0;0;0;1;1;0;0;0;0;0;0;1080;0
SMURSAMU;2024;770000131;CH DE COULOMMIERS;770021145;1;1;0;0;0;;0;0;1;1;;;792;33;0;6;0;0;831;242;69;4;25;144;477;33;171;330;147;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;770000149;CH SUD SEINE ET MARNE FONTAINEBLEAU;770021152;1;1;0;0;0;;0;0;1;2;0;;908;0;0;2;;;910;397;81;11;55;239;514;45;167;271;243;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;770000156;CH DE MELUN SITE SANTEPOLE;770110054;1;1;0;0;0;;0;1;4;3;0;0;3347;1417;35;79;46;0;4924;1605;326;16;196;796;3179;416;840;1516;1663;522162;9278;493438;305932;272998;250670;91348;52919;0;;;;;;0;0;0;0;0;0;0;4800;0
SMURSAMU;2024;770000164;CH SUD SEINE ET MARNE SITE MONTEREAU;770021152;1;1;0;0;0;;0;0;;1;;;654;;;;;;654;306;83;4;62;157;357;26;70;186;171;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;770000172;CH DE PROVINS LEON BINET;770110070;1;1;0;0;0;;0;0;4;0;0;0;884;348;;1;2;0;1235;361;103;6;41;200;547;65;115;324;223;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;770000214;CH SUD SEINE ET MARNE SITE DE NEMOURS;770021152;1;1;0;0;0;;0;0;0;2;0;0;520;3;43;1;2;;569;274;64;4;60;143;418;26;187;251;167;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;770000446;CH DE MEAUX SITE SAINT FARON;770021145;1;1;0;0;0;;0;0;3;1;;;2267;465;0;15;1;0;2748;931;223;9;112;587;2013;151;497;1242;771;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;770019032;GHEF MARNE LA VALLEE SITE JOSSIGNY;770021145;1;1;0;0;0;;0;0;3;2;;;2976;599;0;14;1;0;3590;1126;293;20;147;666;2831;295;719;1924;907;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;780000287;CH FRANCOIS QUESNAY MANTES;780110011;1;1;0;0;0;;0;0;1;1;0;0;1177;3;0;3;0;0;1183;412;29;2;151;382;976;100;182;976;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;780000311;CHI POISSY ST GERMAIN SITE DE POISSY;780001236;1;1;0;0;0;;0;0;2;4;0;0;3601;978;0;3;1;0;4583;1934;536;15;315;1030;4583;138;301;1675;2908;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;780000329;CH DE RAMBOUILLET;780110052;1;1;0;0;0;;0;0;1;1;0;0;659;29;0;4;0;0;692;242;76;3;34;128;423;28;88;213;210;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;780800256;CH DE VERSAILLES SITE ANDRE MIGNOT;780110078;1;1;0;0;0;;0;1;6;3;0;;4121;1393;0;4;11;0;5529;1834;505;31;447;851;2291;255;404;1304;987;915736;50052;786884;453503;686802;313578;179587;99551;0;;;;;;0;0;0;0;0;0;0;602;0
SMURSAMU;2024;790000087;CENTRE HOSPITALIER DE NIORT;790000012;1;1;0;0;0;;0;1;2;3;0;0;1939;588;11;26;93;0;2657;815;150;105;46;514;1632;103;222;1451;181;229961;;212564;185762;139761;118545;69519;54129;1;2;1;1;1;1;0;5;;;;5;;1024;0
SMURSAMU;2024;790019848;SITE HOSPITALIER FAYE L'ABBESSE;790006654;1;1;0;0;0;;0;0;2;3;;;1064;213;111;;;;1388;327;216;6;99;6;770;74;60;525;245;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;800000143;CH ABBEVILLE;800000028;1;1;0;0;0;;0;0;1;3;;;1680;101;84;;;;1865;866;168;12;138;497;931;52;211;730;201;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;800000226;CH DOULLENS;800000069;1;1;0;0;0;;0;0;0;1;0;0;675;7;;;;;682;;72;79;;;682;;;63;426;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;800000390;CH CHIMR MONTDIDIER;800000085;1;1;0;0;0;;0;0;1;1;0;0;786;6;0;0;0;0;792;534;77;0;61;396;264;18;36;48;216;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;800000432;CH PÉRONNE;800000093;1;1;0;0;0;;0;0;0;1;0;0;878;0;0;;;;878;101;77;3;58;271;777;61;92;271;506;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;800006124;CHU AMIENS SUD;800000044;1;1;0;1;0;;0;1;4;3;1;0;3233;414;967;261;600;0;5475;1435;274;21;263;936;2153;254;274;1894;259;454853;75744;370680;361442;170385;150315;72847;41537;1;1;1;0;0;1;0;0;;;;0;;4795;0
SMURSAMU;2024;810000505;CH ALBI;810000331;1;1;0;0;0;;0;1;2;3;0;0;1239;304;248;;;;1791;450;158;2;76;220;617;34;99;304;313;172421;;172123;168579;161378;124009;52552;35440;0;;0;0;0;0;1;0;0;0;0;0;0;4678;0
SMURSAMU;2024;810000521;CHIC CASTRES MAZAMET SITE AUTAN;810000380;1;1;0;0;0;;0;0;4;3;;;971;283;150;;;;1404;380;103;4;33;221;812;53;146;601;211;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;810000562;CH LAVAUR SITE GUIRAUD;810000455;1;1;0;0;0;;0;0;1;;;;655;71;2;0;0;0;728;395;54;11;71;259;234;22;28;64;170;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;820000032;CH MONTAUBAN;820000016;1;1;0;0;0;;0;1;1;2;0;0;788;208;253;0;0;0;1249;431;156;0;23;224;374;21;37;159;215;240180;6006;225511;198379;186493;131901;54592;27379;0;;;;;;1;0;0;0;0;0;0;4687;1
SMURSAMU;2024;820000883;CHI CASTELSARRASIN MOISSAC SITE MOISSA;820004950;1;1;0;0;0;;0;0;;2;;;400;34;0;0;0;0;434;242;64;0;9;166;164;21;17;11;153;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;830000279;CH JEAN MARCEL DE BRIGNOLES;830100517;1;1;0;0;0;;0;0;1;1;;;1299;12;182;;;;1493;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;830000287;CH LA DRACENIE DE DRAGUIGNAN;830100525;1;1;0;0;0;;0;0;0;2;;;1040;47;780;;;;1867;527;104;7;101;289;844;63;117;674;170;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;830000295;CH DE HYERES MARIE JOSEE TREFFOT;830100533;1;1;0;0;0;;0;0;;2;;;1355;15;;;;;1370;786;136;84;;497;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;830000311;CHI DE FREJUS SAINT RAPHAEL;830100566;1;1;0;0;0;;0;0;;2;;;1301;14;;;;;1315;1301;114;9;88;404;1054;73;196;946;108;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;830000337;CENTRE HOSPITALIER DE SAINT TROPEZ;830100590;1;1;0;0;0;;0;0;2;;;;933;15;2;0;0;0;950;492;96;5;61;276;790;47;131;459;331;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;830000345;CHITS CH SAINTE MUSSE;830100616;1;1;0;0;0;830100616;0;1;5;5;1;;3389;915;853;400;169;31;5757;2992;392;27;374;1966;1611;117;254;814;797;678081;;506416;422908;403831;261009;142359;82100;0;;;;;;0;10;;;;10;;1413;0
SMURSAMU;2024;830100608;CHITS CH GEORGE SAND;830100616;1;0;0;0;1;830100616;0;0;1;1;;;884;113;;;;;997;590;86;8;158;338;294;17;56;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;840000392;CENTRE HOSPITALIER DE CARPENTRAS;840000046;1;1;0;0;0;;0;0;;2;;;1020;1;;;;;1021;585;103;;140;;778;69;140;540;238;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;840000418;CHI DE CAVAILLON LAURIS;840004659;1;1;0;0;0;;0;0;;2;;;1257;3;;;;;1260;905;180;1;208;530;879;96;243;536;343;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;840000483;CH LOUIS GIORGI D'ORANGE;840000087;1;1;0;0;0;;0;0;;;;;1768;16;;;;;1784;725;188;3;131;403;331;18;49;160;171;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;840000491;CHI SITE DE PERTUIS;130041916;1;0;0;0;1;130041916;0;0;1;1;;;707;60;;;;;767;431;81;5;52;252;326;23;59;273;53;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;840001861;CH D'AVIGNON HENRI DUFFAUT;840006597;1;1;0;0;0;;0;1;5;3;1;0;2092;1223;189;89;326;;3919;1016;126;128;762;;1877;218;464;1186;691;203510;8136;195374;;203510;106617;53936;36973;0;;;;;;0;;;;;;;4524;1
SMURSAMU;2024;840006480;SMUR CH ORANGE SITE VAISON;840000087;1;0;0;0;1;840000087;0;0;;;;;1139;20;;;;;1159;421;119;2;50;250;191;7;41;19;172;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;840019228;CH AVIGNON ANTENNE SMUR D'APT;840006597;1;0;0;0;1;840006597;0;0;;1;;;313;99;;;;;412;198;56;;56;;293;29;77;194;99;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;850000142;CHD SITE LA ROCHE SUR YON;850000019;1;1;0;0;0;;0;1;2;4;1;;1722;620;103;160;34;;2639;1170;278;3;146;743;1612;175;118;1240;372;421193;5353;403711;367377;305738;245653;81868;74447;0;;;;;;1;6;14;0;0;20;0;3396;0
SMURSAMU;2024;850000175;CH LVO - SITE DE CHALLANS;850009010;1;1;0;0;0;;0;0;;2;;;397;19;291;;;;707;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;850000209;CHD-SITE DE LUCON;850000019;1;0;0;0;1;850000019;0;0;;1;;;313;10;;;;;323;125;32;0;13;80;172;11;22;87;85;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;850000225;CHD - SITE DE MONTAIGU;850000019;1;0;0;0;1;850000019;0;0;;1;;;152;2;;;;;154;39;5;0;1;33;54;6;5;19;35;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;850000241;CENTRE HOSPITALIER COTE DE LUMIÈRE;850000084;1;1;0;0;0;;0;0;1;1;0;0;584;40;;;;;624;356;73;3;43;237;230;16;33;113;117;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;850009630;CH FONTENAY SITE POLE SANTE SUD VENDEE;850000035;1;1;0;0;0;;0;0;0;2;0;0;454;26;0;;;;480;450;41;;29;367;368;25;45;222;146;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;860000025;CHU DE POITIERS - SITE CHATELLERAULT;860014208;1;1;0;0;0;;0;0;;1;;;594;;;;;;594;594;80;;70;262;537;63;74;460;77;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;860000033;CHU DE POITIERS - SITE DE LOUDUN;860014208;1;1;0;0;0;;0;0;;1;;;233;;;;;;233;233;57;;25;127;155;28;48;46;109;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;860000058;CHU DE POITIERS - SITE DE MONTMORILLON;860014208;1;1;0;0;0;;0;0;;1;;;221;;;;;;221;42;45;;17;;148;17;35;140;8;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;860000223;CHU LA MILETRIE;860014208;1;1;0;1;0;;0;1;4;2;1;;2782;1332;189;177;320;;4800;683;291;;127;265;2103;234;299;2074;29;231456;2450;227997;216310;190542;124556;59610;56910;1;2;1;1;1;1;0;9;;;;9;;376;0
SMURSAMU;2024;870000064;C H U DUPUYTREN LIMOGES;870000015;1;1;0;0;0;;0;1;3;5;1;0;2505;1195;133;234;268;0;4335;961;280;24;114;477;2056;353;393;1952;104;226157;16789;209368;194792;113730;90354;59058;35377;1;2;1;1;1;1;0;2;;;;2;;352;0
SMURSAMU;2024;870010998;CHU LIMOGES - ANTENNE SMUR ST YRIEIX;870000015;1;0;0;0;1;870000015;0;0;0;1;0;0;197;17;0;0;0;0;214;132;42;0;12;68;84;16;38;48;36;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;870017647;CHU LIMOGES - ANTENNE SMUR ST JUNIEN;870000015;1;0;0;0;1;870000015;0;0;;1;;;408;28;1;;;;437;156;53;3;14;76;281;39;72;176;105;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;880000021;CHI E.DURKHEIM - PLATEAU DE LA JUSTICE;880007059;1;1;0;0;0;;0;1;1;2;0;0;1066;305;281;;;;1652;294;184;5;38;294;1094;73;184;640;454;253639;4826;244282;231015;113278;87093;22185;19818;0;;;;;;1;0;0;0;0;0;0;921;1
SMURSAMU;2024;880000047;CHI HMV - SITE SAINT DIE DES VOSGES;880009147;1;1;0;0;0;;0;0;;1;;;449;57;1;;0;;507;249;96;2;14;137;336;19;121;258;78;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;880000054;CHI L'OUEST VOSGIEN SITE NEUFCHATEAU;880007299;1;1;0;0;0;;0;0;0;1;0;0;337;29;346;;;;712;188;63;1;10;125;158;;;104;54;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;880000062;CENTRE HOSPITALIER DE REMIREMONT;880780093;1;1;0;0;0;;0;0;0;1;0;0;405;58;200;0;0;0;663;147;45;0;28;74;193;10;22;112;81;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;880000070;CHI DE L'OUEST VOSGIEN SITE DE VITTEL;880007299;1;0;0;0;1;880007299;0;0;0;1;0;0;347;27;38;;;;412;214;88;0;2;124;131;;;20;111;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;880007752;CHI HMV - ANTENNE SMUR;880009147;1;0;0;0;1;880009147;0;0;;1;;;196;9;;;;;205;196;30;1;4;;162;11;41;21;141;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;890975527;CH AUXERRE;890000037;1;1;0;0;0;;0;1;1;2;1;;1003;242;11;184;307;;1747;1002;362;26;114;467;1187;88;196;804;383;217376;1265;211485;196342;99576;63790;433;15788;1;2;0;0;0;1;1;5;;;;5;;964;0
SMURSAMU;2024;890975535;CH AVALLON;890000409;1;1;0;0;0;;0;0;;1;;;307;15;;;31;;353;48;37;7;4;58;365;24;59;292;73;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;890975543;CH JOIGNY;890000417;1;1;0;0;0;;0;0;1;2;;;671;257;5;;;;933;427;76;15;134;202;555;81;118;343;212;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;890975550;CH SENS;890970569;1;1;0;0;0;;0;0;1;2;0;0;970;225;;10;2;;1207;977;105;0;0;470;1;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;890975568;CENTRE HOSPITALIER DU TONNERROIS;890000433;1;1;0;0;0;;0;0;0;1;0;0;249;22;;;;;271;17;11;3;3;;136;0;0;71;65;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;900003039;HNFC SITE TREVENANS;900000365;1;1;0;0;0;;0;0;2;2;0;0;3552;106;378;;;;4036;2345;274;339;1732;;1207;96;278;1164;43;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;910000272;CH D ARPAJON;910110014;1;1;0;0;0;;0;0;;2;;;1234;44;;3;3;;1284;686;139;107;3;437;602;38;103;160;442;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;910000298;CENTRE HOSPITALIER DE LONGJUMEAU;910110055;1;1;0;0;0;;0;0;0;2;0;0;1536;28;;;1;;1565;712;168;8;102;434;1263;77;224;349;914;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;910000306;CH D ORSAY;910110055;1;1;0;0;0;;0;0;;2;;;501;16;;;;;517;234;53;;31;140;268;;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;910000314;CH SUD FRANCILIEN;910002773;1;1;0;0;0;;;1;4;4;0;0;2624;1847;54;8;58;0;4591;1403;280;61;116;708;1229;83;187;772;457;494436;37237;406479;231126;282712;279483;161920;85342;0;;;;;;0;0;0;0;0;0;0;2698;1
SMURSAMU;2024;910001973;CH DOURDAN ETAMPES SITE ETAMPES;910019447;1;1;0;0;0;;0;0;0;2;0;0;757;20;0;2;6;0;785;398;99;6;32;261;352;28;172;172;180;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;910018423;CENTRE HOSPITALIER DE JUVISY SUR ORGE;910110055;1;1;0;0;0;;0;0;0;1;0;0;1653;19;;2;;;1674;868;176;22;146;524;762;71;103;42;720;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;910026780;HOPITAL PARIS-SACLAY;910110055;1;1;0;0;0;;0;0;;2;;;694;29;;;;;723;279;69;;50;149;415;;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;920100021;GHU APHP UPS SITE ANTOINE BECLERE;750712184;1;0;0;1;0;;0;0;3;0;0;0;266;1252;0;0;6;0;1524;101;5;18;25;55;165;165;0;30;135;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;920100039;GHU APHP NUP SITE BEAUJON;750712184;1;1;0;0;0;;0;0;3;1;;;1892;1164;;;;;3056;830;155;9;130;561;1103;122;172;359;744;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;920100047;GHU APHP NUP SITE LOUIS MOURIER;750712184;1;0;0;0;1;920100039;0;0;1;0;0;0;461;195;0;;;;656;203;40;0;40;123;421;63;139;186;235;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;920100054;GHU APHP UPS SITE RAYMOND POINCARE;750712184;1;1;0;0;0;;0;1;5;2;0;0;3028;1564;450;0;0;0;5042;1575;273;10;196;1043;1641;148;302;51;1590;591126;151075;420150;384881;298061;217701;161865;88584;0;;;;;;0;0;;;;0;;832;0
SMURSAMU;2024;930000286;GHI LE RAINCY MONTFERMEIL;930021480;1;1;0;0;0;;0;0;2;;;;1879;39;;;;;1918;1046;174;19;132;667;782;39;136;343;439;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;930000328;CH GENERAL DELAFONTAINE;930110051;1;1;0;0;0;;0;0;3;;;;1776;558;10;;;;2344;1007;149;2;105;751;957;72;95;362;595;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;930000336;CHI ROBERT BALLANGER;930110069;1;1;0;0;0;;0;0;3;0;0;0;1655;566;0;4;0;0;2225;736;162;18;78;478;1489;128;345;1010;479;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;930100037;GHU APHP HU PSSD SITE AVICENNE;750712184;1;1;0;1;0;;0;1;7;1;;;4970;2282;;;0;;7252;2702;397;17;348;1885;2279;371;290;523;1756;684065;99182;544873;469098;410371;289252;190578;98674;0;;0;0;0;0;0;0;;;;0;;986;0
SMURSAMU;2024;940000599;CHI LUCIE ET RAYMOND AUBRAC;940110042;1;1;0;0;0;;0;0;2;0;0;0;1342;270;0;0;0;0;1612;428;108;7;31;282;925;75;183;540;385;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;940100027;GHU APHP HM SITE HENRI MONDOR;750712184;1;1;0;0;0;;0;1;5;1;1;0;5945;2007;68;;;;8020;2822;521;13;221;2088;3341;265;629;1346;1995;453894;84993;349174;328224;277959;193964;139501;79408;0;;;;;;0;0;;;;0;;1006;0
SMURSAMU;2024;950000307;CH VICTOR DUPOUY;950110015;1;1;0;0;0;;0;0;2;;;;2957;276;;;;;3233;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;950000315;HOPITAL NOVO SITE BEAUMONT SUR OISE;950110080;1;1;0;0;0;;0;0;2;0;0;0;1381;59;0;0;0;0;1440;227;90;12;172;484;1052;200;482;484;568;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;950000323;GHEM SIMONE VEIL SITE EAUBONNE;950013870;1;1;0;0;0;;0;0;4;1;0;0;2834;485;0;8;0;0;3327;2241;186;21;255;1779;2366;150;560;1777;589;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;950000331;CH GENERAL DE GONESSE;950110049;1;1;0;0;0;;0;0;2;0;0;0;3101;439;0;6;1;0;3547;1844;204;40;247;1353;1257;97;185;889;368;;;;;;;;;;;;;;;;;;;;;;;
