BOR;AN;FI;RS;FI_EJ;URG;REG;SAO;ACC;PASSU;dt80;dt18;dtMCO;dtMCO80;dtMCO18;dtLS;dtLS80;dtLS18;dtHAD;dtHAD80;dtHAD18;dtEXT;dtEXT80;dtEXT18;dtHOSP;dtTRANS;LIT_UHCD;JLI_UHCD;SEJ_UHCD;SEJ0_UHCD;JOU_UHCD;ACCSPE_PED;ACCSPE_PSY;ACCSPE_GER;ACCSPE_AUT;STAP;RMM;IMPL_SMUR_SITE;CONVURG24;FICONV;OUV_SEMAINE;AMPL_SEMAINE;OUV_SAM;AMPL_SAM;OUV_DIMFERIE;AMPL_DIMFERIE
URGENCES2;2024;610000069;CENTRE HOSPITALIER D'ARGENTAN;610780090;GEN;1;1;IAO;17249;2832;8895;6766;;;;;;;;;;;;6766;;6;2190;4106;2687;1508;1;0;0;0;1;1;;;;;;;;;
URGENCES2;2024;610000077;CH MARGUERITE DE LORRAINE-MORTAGNE;610780124;AMU;;;;7468;;;;;;;;;;;;;;;1806;;2;730;665;138;570;;;;;;;;;;;;;;;
URGENCES2;2024;610000077;CH MARGUERITE DE LORRAINE-MORTAGNE;610780124;GEN;2;1;IAO;7110;1273;1052;1552;605;6;1;1;0;0;0;0;372;101;3;1925;;2;730;664;138;569;0;0;0;0;0;0;;;610000051;;24;;24;;24
URGENCES2;2024;610000119;CH JACQUES MONOD - FLERS;610780165;GEN;1;1;IAO;32464;3816;10996;3239;698;1278;233;39;0;0;0;0;505;154;13;3977;;6;2196;5333;2717;2927;1;1;1;0;1;1;;;;;;;;;
URGENCES2;2024;610780116;CHIC DES ANDAINES - LA FERTE MACE;610790594;GEN;3;1;IAO;10620;1878;1307;1220;669;0;1;0;0;0;0;0;354;116;5;1575;;3;1098;1433;465;1109;0;0;0;0;1;1;;;;;;;;;
URGENCES2;2024;620000034;CH ARRAS;620100057;GEN;3;1;IAOMAO;45782;6033;4309;8280;2941;76;80;12;29;;;;690;87;12;9050;;8;2928;11027;6016;5242;1;1;1;1;1;1;;;;;;;;;
URGENCES2;2024;620000224;CH BETHUNE;620100651;GEN;3;1;IAO;48889;5259;10510;13231;2819;1183;288;215;0;;;;2063;518;69;15582;;6;2190;2947;2614;333;0;0;0;0;1;1;;;;;;;;;
URGENCES2;2024;620000257;CH LENS;620100685;GEN;3;1;IAO;57260;5573;6994;14539;3686;319;;;;;;;;;;14539;;10;3650;6878;2200;5244;1;0;0;0;1;0;;;;;;;;;
URGENCES2;2024;620000257;CH LENS;620100685;PED;3;0;;17287;;;;;;;;;;;;;;;2536;;;;0;0;0;;;;;;;;;;;;;;;
URGENCES2;2024;620000323;CH CALAIS;620101337;GEN;3;1;IAO;38280;4042;2269;4405;1567;41;529;9;58;0;0;0;496;74;15;5430;;12;4392;6296;1241;6002;1;1;0;0;1;1;;;;;;;;;
URGENCES2;2024;620000323;CH CALAIS;620101337;PED;3;1;IAO;14140;;;;;;;;;;;;;;;2026;;2;732;252;208;45;;;;;;;;;;;;;;;
URGENCES2;2024;620000349;CH REGION DE ST OMER;620101360;GEN;2;1;IAO;46280;4687;12473;;;;;;;;;;;;;;;11;4026;5151;521;5483;1;1;0;1;1;0;;;;;;;;;
URGENCES2;2024;620000653;CH BOULOGNE-SUR-MER;620103440;GEN;3;1;IAO;57616;5969;8953;9744;2541;303;618;10;30;;;;239;40;7;10601;;10;3650;5320;2274;3291;1;0;0;0;0;1;;;;;;;;;
URGENCES2;2024;620000653;CH BOULOGNE-SUR-MER;620103440;PED;;1;IAO;8427;;;;;;;;;;;;;;;1670;;4;1460;150;111;40;;;;;;;;;;;;;;;
URGENCES2;2024;620003202;CH ARRONDISSEMENT DE MONTREUIL;620103432;GEN;;1;IAO;35906;5377;7200;;;;;;;;;;;;;;;6;2196;3907;1044;2980;;;;;1;;;;;;;;;;
URGENCES2;2024;620003350;HOPITAL DE RIAUMONT;620001834;GEN;1;1;IAO;19828;2544;3481;;;;;;;;;;;;;;;7;2562;2373;991;1474;;;;;0;1;;;;;;;;;
URGENCES2;2024;620003376;POLYCLINIQUE MED CHIR D'HENIN-BEAUMONT;620001834;GEN;;;;31535;3790;3568;;;;;;;;;;;;;;;6;;4846;2158;2909;;;;;;;;;;;;;;;
URGENCES2;2024;620025346;POLYCLINIQUE DE LA  CLARENCE;620001834;GEN;;1;IAO;29924;3121;5563;;;;;;;;;;;;;;;7;2562;2682;1090;1720;0;0;0;0;;1;;;;;;;;;
URGENCES2;2024;620100735;CLINIQUE ANNE ARTOIS;620000265;GEN;1;1;IAO;15501;1551;13950;;;;;;;;;;;;;;;6;2196;369;198;174;0;0;1;0;1;1;;;;;;;;;
URGENCES2;2024;630000404;HOPITAL GABRIEL MONTPIED - CHU63;630780989;GEN;2;1;IAO;52075;7110;1822;13281;4140;148;594;7;11;;;;1168;293;22;15043;;20;7320;7738;1607;6932;0;1;0;1;0;1;;;;;;;;;
URGENCES2;2024;630000412;CH D'AMBERT;630780997;GEN;1;1;IAOMAO;11379;1483;2130;682;331;3;184;127;0;0;0;0;233;68;1;1099;;4;;1296;276;1303;0;0;0;0;0;0;;;;;;;;;
URGENCES2;2024;630000420;CH PAUL ARDIER ISSOIRE;630781003;GEN;3;1;IAO;17801;2534;2931;3578;1392;33;;;;;;;421;74;36;3999;;2;732;1288;906;394;0;0;0;0;0;0;;;;;;;;;
URGENCES2;2024;630000438;CH DE RIOM;630781011;GEN;3;1;IAO;18920;3546;1250;;;;;;;;;;;;;;;10;3650;1929;384;2136;0;0;0;0;1;1;;;;;;;;;
URGENCES2;2024;630000446;CH DE THIERS;630781029;GEN;3;1;IAOMAO;14105;2459;1457;3201;1301;15;132;5;0;0;0;0;323;62;18;3656;;4;1460;2100;318;1835;0;0;0;0;1;0;;;;;;;;;
URGENCES2;2024;630780211;POLE SANTE REPUBLIQUE;630000107;GEN;3;1;IAO;11406;602;656;1170;333;10;;;;;;;6;;;1176;;2;732;958;859;102;0;0;1;0;1;1;;;;;;;;;
URGENCES2;2024;630781268;HOPITAL ESTAING - CHU63;630780989;PED;3;1;IAO;28578;;;;;;;;;;;;;;;2857;;6;2070;1103;374;803;;;;;;;;;;;;;;;
URGENCES2;2024;640000162;CH COTE BASQUE;640780417;GEN;1;1;IAOMAO;60427;6655;17832;21404;4878;4291;198;2;21;0;0;0;;;;21602;;8;2928;8008;3431;5209;1;0;0;0;1;1;;;;;;;;;
URGENCES2;2024;640000402;CENTRE HOSPITALIER D'ORTHEZ;640780813;GEN;3;0;;12341;2705;1891;3018;928;2;0;0;0;0;0;0;300;8;0;3318;;4;1464;2797;2128;1721;0;0;0;0;0;0;;;;;;;;;
URGENCES2;2024;640000410;CENTRE HOSPITALIER OLORON;640780821;GEN;3;1;IAO;12521;2972;1951;3446;1757;96;2;2;0;;;;14;5;1;3462;;4;1464;2023;683;1560;;;;;0;0;;;;;;;;;
URGENCES2;2024;640000600;CENTRE HOSPITALIER DE PAU;640781290;GEN;3;1;IAO;65052;7606;21773;10292;3136;1876;;;;;;;;;;10292;;13;4758;10512;5111;5893;1;0;0;0;1;1;;;;;;;;;
URGENCES2;2024;640017646;CENTRE HOSPITALIER DE SAINT-PALAIS;640017638;GEN;1;1;IAO;10460;1460;1985;2428;1142;38;;;;;;;100;27;16;2528;;4;1460;1306;469;1143;0;0;0;0;0;0;;;;;;;;;
URGENCES2;2024;640018206;CLINIQUE BELHARRA;640012209;GEN;2;1;IAO;18427;1861;2233;3045;;;;;;;;;;;;3045;;4;1460;4590;3552;1212;;;;;1;1;;;;;;;;;
URGENCES2;2024;640780490;CAPIO CLINIQUE AGUILERA;640000212;GEN;;1;IAO;23026;2604;3108;2443;;;;;;;;;;;;2443;;4;1464;2891;2135;802;;;;;1;1;;;;;;;;;
URGENCES2;2024;640780748;POLYCLINIQUE CÔTE BASQUE SUD;640000360;GEN;2;1;IAO;13907;1963;2161;4690;1424;121;;;;;;;45;12;16;4735;;5;1825;4661;3228;1516;0;0;0;0;1;1;;;;;;;;;
URGENCES2;2024;640780946;POLYCLINIQUE PAU PYRENEES SITE NAVARRE;640000469;GEN;3;1;IAO;14297;;602;1576;;17;;;;;;;567;;5;2143;;5;1825;744;593;152;0;0;0;0;1;1;;;;;;;;;
URGENCES2;2024;650000045;CH TARBES LOURDES SITE LOURDES;650783160;GEN;;1;IAO;21868;3092;3410;148;42;6;38;30;0;;;;246;58;8;432;;6;;3230;1617;1700;;;;;1;1;;;;;;;;;
URGENCES2;2024;650000052;CH BAGNERES DE BIGORRE;650780166;GEN;2;0;;3437;319;530;99;;;;;;;;;246;;;345;;2;730;318;318;0;0;0;0;0;1;0;;;;;;;;;
URGENCES2;2024;650000417;CH TARBES LOURDES GESPE SITE TARBES;650783160;GEN;;1;IAOMAO;51938;6539;13844;7275;2076;1365;85;60;0;;;;1516;332;72;8876;;4;1460;6797;4273;2746;;;;;1;1;;;;;;;;;
URGENCES2;2024;650784218;CMC HOPITAUX DE LANNEMEZAN;650780174;GEN;1;;IAO;15093;2059;2825;2146;755;124;650;47;17;;;;519;108;47;3315;;2;732;1413;823;602;0;0;0;0;1;1;;;;;;;;;
URGENCES2;2024;660000084;CH PERPIGNAN;660780180;GEN;1;1;IAO;58293;6874;6514;13434;3760;305;25;17;0;27;4;0;0;0;0;13486;;11;4026;3519;1731;2016;;;;;;;;;;;;;;;
URGENCES2;2024;660000084;CH PERPIGNAN;660780180;PED;1;1;IAO;23718;;;;;;;;;;;;;;;4081;;5;1830;1683;931;773;;;;;;;;;;;;;;;
URGENCES2;2024;660780628;CL DU VALLESPIR CERET;660000282;GEN;3;1;IAO;10914;1326;1669;1426;529;13;;;;;;;;;;1426;;2;732;526;443;83;0;0;0;0;1;1;;;;;;;;;
URGENCES2;2024;660780776;CL ST MICHEL PRADES;660000399;GEN;3;1;IAO;9046;1628;1266;634;274;8;;;;;;;325;195;4;959;;2;730;95;70;26;0;0;0;0;1;1;;;;;;;;;
URGENCES2;2024;660780784;CL ST PIERRE PERPIGNAN;660000407;GEN;2;1;IAO;22396;2471;2346;3633;925;43;;;;;;;894;334;14;4527;;4;730;1564;1179;388;0;0;0;0;1;1;;;;;;;;;
URGENCES2;2024;660790387;POLYCL MEDIPOLE ST ROCH CABESTANY;660790379;GEN;2;1;IAO;33577;3284;5620;3068;801;53;0;0;0;32;9;0;679;315;4;3779;;10;3650;500;429;76;0;0;0;0;1;1;;;;;;;;;
URGENCES2;2024;670000025;HOPITAL CIVIL / NOUVEL HOPITAL CIVIL;670780055;GEN;3;1;IAOMAO;33729;4914;723;5854;1315;5;153;10;2;0;0;0;2362;1087;11;8369;;9;3285;16689;5593;15803;1;0;0;0;1;1;;;;;;;;;
URGENCES2;2024;670000157;CENTRE HOSPITALIER DE HAGUENAU;670780337;GEN;3;1;IAO;51388;5750;14477;10347;3317;1013;212;165;0;;;;711;361;0;11270;;14;5124;5639;700;7185;1;1;0;1;1;0;;;;;;;;;
URGENCES2;2024;670000165;CH SAINTE-CATHERINE DE SAVERNE;670780345;GEN;3;1;IAO;26407;3025;8884;6141;1400;660;0;;;0;;;1272;430;58;7413;;4;1464;3656;1042;2910;1;;;;1;1;;;;;;;;;
URGENCES2;2024;670000272;CH INTERCOMMUNAL DE LA LAUTER;670780543;GEN;3;1;IAO;11357;1625;1922;2496;962;8;6;3;0;0;0;0;400;45;75;2902;;2;732;1170;394;825;0;0;0;0;1;1;;;;;;;;;
URGENCES2;2024;670000397;CENTRE HOSPITALIER DE SELESTAT;670017755;GEN;3;1;IAO;33406;4465;5872;6303;2321;644;0;0;0;0;0;0;1102;190;176;7405;;8;2928;2967;244;3197;1;0;0;0;1;1;;;;;;;;;
URGENCES2;2024;670018068;CLINIQUE RHENA GCS ES;670017847;GEN;3;1;IAO;45201;1599;4841;10635;604;351;;;;;;;43;3;5;10678;;8;2928;4679;3373;1373;0;0;0;1;1;1;;;;;;;;;
URGENCES2;2024;670780212;CLINIQUE SAINTE-ANNE;670014604;GEN;3;1;IAO;19261;1374;3055;6023;777;95;;;;;;;;;;6023;;5;1825;6011;4486;1538;0;0;0;0;0;0;;;;;;;;;
URGENCES2;2024;670783273;HOPITAL DE HAUTEPIERRE;670780055;GEN;;;;54553;6991;114;5306;1705;13;77;4;1;0;0;0;1711;559;4;7094;;9;3285;16569;8370;10719;1;0;0;1;1;1;;;;;;;;;
URGENCES2;2024;670783273;HOPITAL DE HAUTEPIERRE;670780055;PED;1;1;IAO;42144;;;;;;;;;;;;;;;4364;;8;2920;4364;2312;2408;;;;;;;;;;;;;;;
URGENCES2;2024;680000320;CLINIQUE DIACONAT FONDERIE;680000643;GEN;3;1;IAO;31106;;;;;;;;;;;;;;;;;4;;8852;6991;1913;0;0;0;0;1;1;;;;;;;;;
URGENCES2;2024;680000544;CENTRE HOSPITALIER D'ALTKIRCH;680020336;GEN;3;1;IAO;8329;1100;1337;904;373;3;;;;;;;;;;904;;2;732;397;391;7;0;0;0;0;1;0;;;;;;;;;
URGENCES2;2024;680000684;HOPITAL LOUIS PASTEUR;680000973;GEN;3;1;IAOMAO;76020;8614;20559;14079;3766;2596;203;71;1;;;;921;192;113;15203;;22;8052;5348;687;5626;1;1;1;0;1;1;;;;;;;;;
URGENCES2;2024;680000700;CENTRE HOSPITALIER DE GUEBWILLER;680001005;GEN;;1;IAO;13485;1385;2243;584;346;0;0;0;0;0;0;0;;;;584;;3;1095;1549;951;617;0;0;0;0;1;0;;;;;;;;;
URGENCES2;2024;680004546;HOPITAL EMILE MULLER;680020336;GEN;3;1;IAO;86492;9515;32610;15602;4029;4216;;;;;;;;;;15602;;21;7686;5491;476;7088;1;1;0;1;1;1;;;;;;;;;
URGENCES2;2024;680020096;POLE PUBLIC SAINT-LOUIS - GHRMSA;680020336;GEN;3;1;IAO;13881;1739;1511;1038;451;5;;;;;;;;;;1038;;4;1464;656;37;916;0;0;0;0;0;0;;;;;;;;;
URGENCES2;2024;690000013;CH MONTGELAS;690780036;GEN;3;;IAO;14567;1692;2228;2101;831;38;;;;;;;;;;2101;;3;1098;1483;732;862;0;1;0;0;1;1;;;;;;;;;
URGENCES2;2024;690000575;CH NORD OUEST - VILLEFRANCHE;690782222;GEN;2;1;IAOMAO;77218;7581;32895;15617;4304;3938;;;;;;;;;;15617;;20;7320;6286;1409;5420;1;0;0;0;1;1;;;;;;;;;
URGENCES2;2024;690000625;HNO DE TARARE;690782271;GEN;3;1;IAO;21642;2358;3770;3834;;;;;;;;;209;;;4043;;8;2928;3563;1128;2520;0;0;0;0;1;1;;;;;;;;;
URGENCES2;2024;690007539;HOPITAL FEMME MERE ENFANT - HCL;690781810;PED;3;1;IAO;74824;;;;;;;;;;;;;;;7054;;18;6525;4132;906;3776;;;;;;;;;;;;;;;
URGENCES2;2024;690023411;HOPITAL PRIVE JEAN MERMOZ;690000252;GEN;2;1;IAO;25131;2695;1920;1212;392;1;0;0;0;0;0;0;238;0;0;1450;;4;1460;4304;3271;1163;0;0;0;0;1;0;;;;;;;;;
URGENCES2;2024;690041132;MEDIPOLE HOPITAL MUTUALISTE;690006598;GEN;3;1;IAO;83692;8043;2072;11031;;;;;;;;;;;;11031;;11;4026;8487;4821;3810;0;0;0;1;1;1;;;;;;;;;
URGENCES2;2024;690054721;HOPITAL LES PORTES DU SUD;690054697;GEN;2;1;IAO;26485;2679;3319;;;;;;;;;;;;;;;8;2920;3918;1565;2952;0;0;0;0;0;1;;;;;;;;;
URGENCES2;2024;690780390;POLYCLINIQUE LYON NORD;690000229;GEN;3;1;IAO;15772;1815;1066;1652;;;;;;;;;124;;;1776;;5;1825;902;140;1139;0;0;0;0;1;1;;;;;;;;;
URGENCES2;2024;690780648;CLINIQUE DE LA SAUVEGARDE;690036900;GEN;;1;IAO;21176;3091;1335;1905;533;13;;;;;;;373;168;7;2278;;6;2196;3125;1479;1908;0;0;0;0;1;1;;;;;;;;;
URGENCES2;2024;690780655;HOPITAL PRIVE DE L'EST LYONNAIS (HPEL);690000377;GEN;3;1;IAO;42110;3037;7603;1085;430;10;;;;;;;93;29;0;1178;;5;1825;415;242;176;0;0;0;0;0;0;;;;;;;;;
URGENCES2;2024;690783154;HOPITAL EDOUARD HERRIOT - HCL;690781810;GEN;1;1;IAO;76356;8860;1336;13783;4539;120;2;1;0;0;0;0;1462;144;38;15247;;23;8418;6590;937;6309;0;1;1;1;1;1;;;;;;;;;
URGENCES2;2024;690784137;HOPITAL LYON SUD - HCL;690781810;GEN;3;1;IAO;35447;6247;582;7816;3057;40;26;14;;;;;634;277;2;8476;;22;8269;3712;789;4409;0;0;1;1;1;1;;;;;;;;;
URGENCES2;2024;690784152;HOPITAL CROIX-ROUSSE - HCL;690781810;GEN;3;1;IAO;39505;6964;1232;7621;3302;40;3;3;0;0;0;0;860;385;12;8484;;13;3870;6510;2381;4133;0;0;1;0;1;1;;;;;;;;;
URGENCES2;2024;690805361;CH ST JOSEPH ST LUC;690805353;GEN;3;1;IAO;39925;5857;800;8465;3175;44;;;;;;;372;69;21;8837;;14;5124;3915;289;4811;0;1;0;0;1;1;;;;;;;;;
URGENCES2;2024;690807367;POLYCLINIQUE DU BEAUJOLAIS;690003447;GEN;3;;IAO;18266;1055;2674;704;119;11;0;0;0;0;0;0;51;7;2;755;;2;730;1091;981;112;0;0;0;0;1;1;;;;;;;;;
URGENCES2;2024;700000011;GH HAUTE SAONE SITE GRAY;700004591;GEN;2;1;IAO;8011;1694;1146;1575;714;10;;1;;;;;;;;1575;;2;728;1027;245;890;;;;;0;1;;;;;;;;;
URGENCES2;2024;700000029;GH HAUTE SAONE SITE VESOUL;700004591;GEN;3;1;IAO;41784;5763;7776;10392;2777;1319;;;;;;;;;;10392;;10;3660;4440;966;4089;1;1;0;0;0;1;;;;;;;;;
URGENCES2;2024;710010067;CH DU PAYS CHAROLAIS BRIONNAIS;710780644;GEN;1;1;IAOMAO;25665;4398;5467;9062;3000;718;3;2;0;;;;;;;9065;;5;1830;2424;2422;2;;;;;1;0;;;;;;;;;
URGENCES2;2024;710010786;CH AUTUN SITE PARPAS;710781451;GEN;2;1;IAO;11360;1891;1786;141;103;0;;;;;;;744;208;36;885;;2;730;2048;736;1393;0;0;0;0;;;;;;;;;;;
URGENCES2;2024;710978263;CH WILLIAM MOREY CHALON SUR SAONE;710780958;GEN;2;1;IAO;56572;6040;14882;16531;;2672;0;0;0;0;0;0;0;0;0;16531;;8;2920;7568;3627;4128;1;0;;;1;;;;;;;;;;
URGENCES2;2024;710978289;CH LES CHANAUX MACON;710780263;GEN;;1;IAO;51362;5676;14005;12729;3879;1046;526;12;0;34;3;19;111;12;23;13400;;3;1095;1273;840;468;;;;;1;1;;;;;;;;;
URGENCES2;2024;710978313;CENTRE HOSPITALIER DE MONTCEAU;710976705;GEN;2;1;IAO;20244;4399;3497;5234;1720;65;0;0;0;0;0;0;407;31;147;5641;;6;2190;4023;2032;2057;0;0;0;0;1;0;;;;;;;;;
URGENCES2;2024;710978347;HOTEL DIEU DU CREUSOT;570010181;GEN;;1;IAO;28637;3165;6322;3288;1205;71;;;;;;;650;99;72;3938;;2;732;4550;4549;1;0;0;0;0;0;0;;;;;;;;;
URGENCES2;2024;720000033;CENTRE HOSPITALIER DU MANS;720000025;GEN;1;1;IAOMAO;65027;10823;153;15774;5379;35;8;5;;;;;1724;407;;17506;;22;8052;27130;11616;16756;0;1;0;;1;1;;;;;;;;;
URGENCES2;2024;720000033;CENTRE HOSPITALIER DU MANS;720000025;PED;2;1;IAO;30055;;;;;;;;;;;;;;;5328;;9;3294;3426;1324;2247;;;;;;;;;;;;;;;
URGENCES2;2024;720000124;CENTRE HOSPITALIER CHATEAU DU LOIR;720000066;GEN;2;0;;3914;907;491;;;;;;;;;;;;;;;3;1095;569;276;305;0;0;0;0;0;;;;;;;;;;
URGENCES2;2024;720000470;CENTRE HOSPITALIER MAMERS;610780082;GEN;2;0;;5951;1252;845;1270;607;20;65;48;0;0;0;0;172;85;4;1507;;3;1098;519;81;553;0;0;0;0;1;1;;;;;;;;;
URGENCES2;2024;720000520;CENTRE HOSPITALIER ST CALAIS;720000140;GEN;2;1;IAO;3940;807;361;0;46;0;;;;;;;;;;0;;4;1464;757;438;345;0;0;0;0;1;0;;;;;;;;;
URGENCES2;2024;720001437;CH PAUL CHAPRON;720006022;GEN;2;1;IAO;4768;868;560;698;412;0;;;;;;;192;47;11;890;;4;1460;305;27;371;0;0;0;0;1;0;;;;;;;;;
URGENCES2;2024;720016179;POLE SANTE SARTHE ET LOIR;720016724;GEN;1;;IAOMAO;9179;1740;1399;1633;971;12;0;0;0;0;0;0;214;29;24;1847;;4;1464;250;173;77;0;0;0;0;1;0;;;;;;;;;
URGENCES2;2024;720017748;CENTRE MEDICO CHIRURGICAL DU MANS;720000561;GEN;2;1;IAO;27493;4237;1047;3164;;;;;;;;;;;;3164;;7;2555;1220;72;1361;0;;;;1;1;;;;;;;;;
URGENCES2;2024;730000031;CHMS - SITE CHAMBERY MCO;730000015;GEN;;1;IAO;77768;7594;19441;20184;4758;3143;113;87;;53;6;1;;;;20350;;16;5856;5565;647;5023;;;;;;;;;;;;;;;
URGENCES2;2024;730000080;CH DE SAINT JEAN DE MAURIENNE;730780103;GEN;3;1;IAO;15042;1762;2796;4057;969;286;;;;;;;715;67;101;4772;;2;730;1888;1062;855;0;0;0;0;1;1;;;;;;;;;
URGENCES2;2024;730000098;CHMS - SITE AIX GRAND PORT;730000015;GEN;;1;IAO;18475;2921;2423;3436;1557;16;1;1;0;10;1;1;;;;3447;;6;2196;1321;147;1198;;;;;1;0;;;;;;;;;
URGENCES2;2024;730000247;CH DE BOURG ST MAURICE;730780525;GEN;3;1;IAO;17351;914;3223;2524;366;167;;;;;;;489;32;81;3013;;6;2196;1689;703;987;0;0;0;0;1;1;;;;;;;;;
URGENCES2;2024;730000262;CH D'ALBERTVILLE;730002839;GEN;3;1;IAO;31961;3237;6876;7171;1807;978;1;1;0;0;0;0;964;101;104;8136;;12;4392;2105;115;2086;0;0;0;0;1;1;;;;;;;;;
URGENCES2;2024;730004298;HOPITAL PRIVE MEDIPOLE DE SAVOIE;730010048;GEN;3;1;IAO;24257;1337;4439;1894;295;60;;;;;;;;;;1894;;6;2196;779;537;243;0;0;0;1;1;1;;;;;;;;;
URGENCES2;2024;740000237;CH ANNECY-GENEVOIS SITE ANNECY;740781133;GEN;2;1;IAOMAO;88976;8566;25133;16913;3430;2632;312;9;25;;;;562;286;35;17787;;18;6588;7681;2835;5971;1;1;0;0;1;1;;;;;;;;;
URGENCES2;2024;740000302;CH ANNECY-GENEVOIS SITE ST JULIEN EN G;740781133;GEN;2;1;IAOMAO;26602;2611;4775;3063;1062;68;3;0;2;0;0;0;106;9;3;3172;;8;2928;2552;230;2874;0;0;0;0;1;1;;;;;;;;;
URGENCES2;2024;740000328;HOPITAUX DU LEMAN;740790381;GEN;2;1;IAO;40506;3886;8575;6990;1721;1224;;;;;;;405;47;48;7395;;10;3640;4857;1426;4400;0;0;0;0;1;0;;;;;;;;;
URGENCES2;2024;740014345;HOPITAL PRIVE PAYS DE SAVOIE;740000617;GEN;3;1;IAO;29662;957;4595;;;;;;;;;;;;;;;5;;387;126;297;0;0;0;0;1;1;;;;;;;;;
URGENCES2;2024;740780424;CLINIQUE GENERALE D'ANNECY;740000120;GEN;3;1;IAO;14332;648;1957;804;;;0;;;0;;;;;;804;;4;1460;59;8;55;0;0;0;0;1;1;;;;;;;;;
URGENCES2;2024;740781141;CH ALPES LEMAN;740790258;GEN;2;1;IAO;52573;4868;17081;11396;;;0;;;0;;;85;;;11481;;21;7665;5225;2138;3563;0;0;0;0;1;1;;;;;;;;;
URGENCES2;2024;740781224;HOPITAUX DU MONT BLANC SITE SALLANCHES;740001839;GEN;;;;36446;3962;6862;8964;2291;1347;;;;;;;465;54;35;9429;;12;4392;2554;355;2547;0;0;0;0;1;1;;;;;;;;;
URGENCES2;2024;750000523;GH PARIS SITE SAINT JOSEPH;750150120;GEN;3;1;IAO;64113;9856;1112;17297;5566;121;;;;;;;1902;1296;15;19199;;8;2920;9084;4829;4294;0;1;0;0;1;1;;;;;;;;;
URGENCES2;2024;750000549;HOPITAL FONDATION A DE ROTHSCHILD;750150229;GEN;3;1;IAO;50617;3689;5909;2115;234;126;;;;;;;;;;2115;;3;1095;1255;1088;167;1;0;0;1;1;1;;;;;;;;;
URGENCES2;2024;750100018;GHU APHP CUP SITE HOTEL DIEU;750712184;GEN;3;1;IAO;21394;433;855;47;0;3;26;0;2;;;;795;15;20;868;;4;1464;720;162;566;0;1;0;0;1;1;;;;;;;;;
URGENCES2;2024;750100042;GHU APHP NUP SITE LARIBOISIERE;750712184;GEN;1;1;IAO;72570;6861;1655;3690;3051;73;22;0;0;0;0;0;481;46;11;4193;;24;8784;7911;3250;5587;0;1;1;0;1;1;;;;;;;;;
URGENCES2;2024;750100075;GHU APHP NUP SITE SAINT LOUIS;750712184;GEN;1;1;IAOMAO;40316;4647;594;5193;1595;31;;;;;;;388;46;5;5581;;7;2562;5013;2148;3661;0;0;0;0;1;1;;;;;;;;;
URGENCES2;2024;750100091;GHU APHP SUN SITE ST ANTOINE;750712184;GEN;3;1;IAO;60581;9692;95;11952;4794;7;;;;;;;527;75;5;12479;;14;5124;7148;2683;5659;0;0;0;0;1;1;;;;;;;;;
URGENCES2;2024;750100109;GHU APHP SUN SITE TROUSSEAU;750712184;PED;3;1;IAO;52944;;;;;;;;;;;;;;;6632;;8;2832;4698;2721;2055;;;;;;;;;;;;;;;
URGENCES2;2024;750100125;GHU APHP SUN SITE PITIE SALPETRIERE;750712184;GEN;3;1;IAO;67129;5948;1877;10548;3456;6;25;2;;;;;287;32;3;10860;;24;8784;3256;813;3657;0;0;0;0;1;1;;;;;;;;;
URGENCES2;2024;750100166;GHU APHP CUP SITE COCHIN PORT ROYAL;750712184;GEN;3;1;IAO;57471;5996;1579;3842;827;33;;1;1;;;;2992;1347;26;6834;;21;7686;8627;3090;6940;0;1;0;0;1;1;;;;;;;;;
URGENCES2;2024;750100208;GHU CUP SITE NECKER ENFANTS MALADES;750712184;PED;3;1;IAO;64973;;;;;;;;;;;;;;;6806;;12;4320;4266;1398;3375;;;;;;;;;;;;;;;
URGENCES2;2024;750100232;GHU APHP NUP SITE BICHAT C BERNARD;750712184;GEN;3;1;IAO;78115;9357;1581;12488;4264;124;;;;;;;216;45;11;12704;;24;;11855;3285;10449;0;0;0;0;1;1;;;;;;;;;
URGENCES2;2024;750100273;GHU APHP SUN SITE TENON;750712184;GEN;3;1;IAO;55506;4982;928;11039;3399;10;;;;;;;80;19;2;11119;;14;5124;4407;2963;1515;0;0;0;0;1;1;;;;;;;;;
URGENCES2;2024;750150237;HOPITAL CROIX SAINT SIMON;750006728;GEN;3;1;IAO;27173;2857;258;2769;841;8;;;;;;;312;72;2;3081;;2;730;1425;722;803;0;0;1;0;1;1;;;;;;;;;
URGENCES2;2024;750803447;GHU APHP CUP SITE G POMPIDOU HEGP;750712184;GEN;3;1;MAO;51505;5984;1057;5688;1502;46;;;;;;;2135;1052;26;7823;;20;7320;7045;5200;2413;0;1;0;0;1;1;;;;;;;;;
URGENCES2;2024;750803454;GHU APHP NUP SITE ROBERT DEBRE;750712184;PED;3;1;IAO;80027;;;;;;;;;;;;;;;8648;;14;5124;7265;2094;5699;;;;;;;;;;;;;;;
URGENCES2;2024;760000018;CH DIEPPE;760780023;GEN;;1;IAO;48408;8808;10520;10710;4002;1402;;;;;;;;;;10710;;3;1095;1869;236;2054;;;;;1;1;;;;;;;;;
URGENCES2;2024;760000042;CH EU;760780056;GEN;1;1;IAO;14297;628;4092;120;51;;;;;;;;;;;120;;2;730;273;82;264;0;0;0;0;0;0;;;;;;;;;
