"FI";"FI_EJ";"RS_ET";"AN";"LIT_MED";"LIT_CHI";"LIT_OBS";"LIT_MCO";"SEJHC_MED";"SEJHC_CHI";"SEJHC_OBS";"SEJHC_MCO";"JOU_MED";"JOU_CHI";"JOU_OBS";"JOU_MCO";"PLA_MED";"PLA_CHI";"PLA_OBS";"PLA_MCO";"SEJHP_MED";"SEJHP_CHI";"SEJHP_OBS";"SEJHP_MCO";"SEANCES_MED";"SPED";"UGER";"UNV";"USURV";"CAP_HC_GEN";"CAP_HC_INF";"CAP_HC_PEN";"CAP_HC_TOT";"SEJ_HTP_GEN";"SEJ_HTP_INF";"SEJ_HTP_PEN";"SEJ_HTP_TOT";"CAP_HDJ_GEN";"CAP_HDJ_INF";"CAP_HDJ_PEN";"CAP_HDJ_TOT";"VEN_HDJ_GEN";"VEN_HDJ_INF";"VEN_HDJ_PEN";"VEN_HDJ_TOT";"CAP_HDN_GEN";"CAP_HDN_INF";"CAP_HDN_TOT";"VEN_HDN_GEN";"VEN_HDN_INF";"VEN_HDN_TOT";"NB_CATTP_GEN";"NB_CATTP_INF";"NB_CATTP_TOT";"ACT_CATTP_GEN";"ACT_CATTP_INF";"ACT_CATTP_TOT";"NB_CMP_CONSULT_GEN";"NB_CMP_CONSULT_INF";"NB_CMP_CONSULT_TOT";"ACT_CMP_CONSULT_GEN";"ACT_CMP_CONSULT_INF";"ACT_CMP_CONSULT_TOT";"FIL_AMB_GEN";"FIL_AMB_INF";"FIL_AMB_PEN";"FIL_AMB_TOT";"FIL_TOT_GEN";"FIL_TOT_INF";"FIL_TOT_PEN";"FIL_TOT_TOT";"NB_USMP_1";"ACT_PEN";"NB_UHSA";"NB_SMPR";"NB_USMP_2";"LIT_SSR";"SEJHC_SSR";"JOUHC_SSR";"PLA_SSR";"JOUHP_SSR";"LIT_USLD";"ENT";"JOU_USLD";"PLATOT_HAD";"SEJ_HAD";"JOU_HAD";"FIL_HAD";"AUTGEN";"PASSU_GEN";"AUTPED";"PASSU_PED";"GEN";"PED";"ANT";"SAMU";"REA";"SEJ_REASI";"SEJ_SURV";"CPPR";"TYPE1";"SEJACC";"TYPE2";"SEJ_NEO";"TYPE3";"SEJ_REA";"TRT_HEMO_CENTRE";"SEAN_HEMO_CENTRE";"TRT_INSUFF_REN";"SEM_TRT_INSUFF_REN";"CHIMIO";"SEAN_CHIMIO";"RTH";"SEAN_RADIO";"CHIRCAR";"CARDIO_INT";"NEUROCHIR";"NEURO_INT";"GREFFE";"AMP";"PRIS";"EFFSAL_SPEMED";"EFFSAL_DT_MEDGEN";"EFFSAL_DT_URG";"EFFSAL_DT_ANESTREA";"EFFSAL_SPECHI";"EFFSAL_DT_GYNOBS";"EFFSAL_PSY";"EFFSAL_ODON";"EFFSAL_PHARMA";"EFFSAL_AUT";"EFFSAL_TOT";"EFFLIB_SPEMED";"EFFLIB_DT_MEDGEN";"EFFLIB_DT_URG";"EFFLIB_DT_ANESTREA";"EFFLIB_SPECHI";"EFFLIB_DT_GYNOBS";"EFFLIB_PSY";"EFFLIB_ODON";"EFFLIB_PHARMA";"EFFLIB_AUT";"EFFLIB_TOT";"ETPSAL_SPEMED";"ETPSAL_DT_MEDGEN";"ETPSAL_DT_URG";"ETPSAL_DT_ANESTREA";"ETPSAL_SPECHI";"ETPSAL_DT_GYNOBS";"ETPSAL_PSY";"ETPSAL_ODON";"ETPSAL_PHARMA";"ETPSAL_AUT";"ETPSAL_TOT";"EFF_INT";"ETP_INT";"EFFPNM_SAG";"EFFPNM_CAD";"EFFPNM_INFAVECSPE";"EFFPNM_INFSANSSPE";"EFFPNM_AID";"EFFPNM_ASH";"EFFPNM_PSYCHO";"EFFPNM_REEDU";"EFFPNM_SOINS";"EFFPNM_DIR";"EFFPNM_DIRSOI";"EFFPNM_AUTADM";"EFFPNM_EDU";"EFFPNM_DTSOC";"EFFPNM_PERSPHARMA";"EFFPNM_PERSLABO";"EFFPNM_PERSRADIO";"EFFPNM_AUTMEDTEC";"EFFPNM_TEC";"EFFPNM_TOT_HORS_SOINS";"EFFPNM_TOT_PNM";"ETPPNM_SAG";"ETPPNM_CAD";"ETPPNM_INFAVECSPE";"ETPPNM_INFSANSSPE";"ETPPNM_AID";"ETPPNM_ASH";"ETPPNM_PSYCHO";"ETPPNM_REEDU";"ETPPNM_SOINS";"ETPPNM_DIR";"ETPPNM_DIRSOI";"ETPPNM_AUTADM";"ETPPNM_EDU";"ETPPNM_DTSOC";"ETPPNM_PERSPHARMA";"ETPPNM_PERSLABO";"ETPPNM_PERSRADIO";"ETPPNM_AUTMEDTEC";"ETPPNM_TEC";"ETPPNM_TOT_HORS_SOINS";"ETPPNM_TOT_PNM";"BIOGENSPE";"MICROBIO";"HEMATO";"IMMUNO";"GENE";"ASSISTMED";"ANOTO";"PHARMA_A7";"PHARMA_B7";"PHARMA_C7";"PHARMA_D7";"PHARMA_E7";"PHARMA_A11";"PHARMA_A20";"PHARMA_A26";"NB_SCAN";"NB_IRM";"NB_CAM";"NB_TOMO";"NB_MAMM";"NB_LITHO";"NB_RADIO";"NB_VASC";"ACT_SCAN";"ACT_IRM";"ACT_CAM";"ACT_TOMO";"ACT_MAMM";"ACT_LITHO";"ACT_RADIO";"ACT_VASC";"SAL_INTERV";"SALTOT24";"SALAMBU";"ACT_BLOCS";"SURV_TOT";"POST_REVEIL"
"290000785";"220020739";"HÔTEL DIEU PONT-L'ABBE";"2024";92;0;0;92;5652;0;0;5652;31845;0;0;31845;8;0;0;8;3421;0;0;3421;1536;;0;;1;20;;;20;390;;;390;0;;;0;0;;;0;0;;0;0;;0;0;;0;0;;0;1;;1;231;;231;73;;;73;364;;;364;0;;0;0;0;43;475;14742;22;4924;48;28;16625;120;1640;32845;1110;1;15702;0;;1;0;0;0;0;;350;1;0;;0;0;0;;;;;;1;1536;0;0;0;0;0;0;0;0;0;61;21;17;6;2;0;2;1;1;2;69;7;0;0;0;2;0;0;0;0;0;9;47,68;13,28;15,44;5,42;1,59;0;1,2;0,6;1;2,1;55,27;7;10,71;1;11;7;139;118;53;6;15;350;3;1;88;6;5;7;6;12;0;54;177;527;0,46;12,05;6,93;134,65;112,11;45,4;4,3;13,08;328,98;3;1;79,52;4,75;4,08;5,19;4,93;11,82;0;50,74;160,95;489,93;;;;;;;;92;20;43;48;82;1;1;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;5;;;3916;1;8
"350000063";"220020739";"HÔPITAL ST THOMAS DE VILLENEUVE BAIN DE BRETAGNE";"2024";33;;;33;450;0;0;450;7514;0;0;7514;5;;;5;201;0;0;201;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;60;440;17050;0;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;0;;0;0;0;0;0;;;13;10;0;0;0;0;0;0;2;0;15;0;0;0;0;0;0;0;0;0;0;0;7,53;5,66;0;0;0;0;0;0;1,25;0;8,78;;0,5;0;6;0;32;40;24;5;10;117;8;1;18;3;2;3;0;0;0;41;74;191;0;4,27;0;25,42;36,83;18,37;3,16;6,91;94,96;2,74;0,43;11,23;2,43;2;3,12;0;0;0;9,54;29,49;124,45;;;;;;;;56;0;60;0;252;1;1;0;;;;;;;;;;;;;;;;;;;;;;
"220000566";"220021968";"CHPP SITE LAMBALLE";"2024";30;;;30;424;0;0;424;7113;0;0;7113;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;20;254;6653;0;0;30;39;10470;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;0;;0;0;0;0;0;;;5;1;0;0;0;0;0;0;2;1;8;0;0;0;0;0;0;0;0;0;0;0;3,96;0,09;0;0;0;0;0;0;1,7;0,9;6,56;2;1,81;0;7;2;27;86;27;1;5;155;5;0;35;2;2;6;0;0;0;31;79;234;0;4;0,62;24,78;76,65;27,98;0,45;2,6;137,08;4,65;0;35,23;2,41;1,86;5,76;0;0;0;32,19;80,24;217,32;;;;;;;;30;;20;30;367;1;1;0;;;;;;;;;;;;;;;;;;;;;;
"220000574";"220021968";"CHPP SITE QUINTIN";"2024";12;;;12;186;0;0;186;3561;0;0;3561;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;20;194;4547;0;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;0;;0;0;0;0;0;;;2;2;0;0;0;0;0;0;2;0;4;0;0;0;0;0;0;0;0;0;0;0;1,7;1,7;0;0;0;0;0;0;1,6;0;3,3;;;0;3;0;10;19;8;0;2;42;0;0;7;2;1;5;0;0;0;21;35;77;0;2,5;0;9,52;17,12;5,31;0,2;1,83;36,48;0;0;5,95;1,79;0,94;3,33;0;0;0;19,04;30,11;66,59;;;;;;;;10;;20;;376;1;1;0;;;;;;;;;;;;;;;;;;;;;;
"230000846";"230780066";"CH BERNARD DESPLAS BOURGANEUF";"2024";20;;;20;500;0;0;500;5953;0;0;5953;6;;;6;8;0;0;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;33;372;10505;0;0;30;25;7335;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;0;;0;0;0;0;0;;;6;2;0;0;1;1;0;0;1;1;9;0;0;0;0;0;0;0;0;0;0;0;3,07;1,5;0;0;0,4;0,4;0;0;1;0,8;5,27;7;3;0;1;0;31;52;20;1;2;107;0;1;15;2;1;3;0;4;0;31;56;163;0;0,52;0;29,22;49,2;19,22;1;2;101,16;0;1;14,5;2;1;3;0;2,46;0;26,37;49,33;150,49;;;;;;;;26;;33;30;175;1;1;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;;;;;;
"240000174";"240000042";"CH DE BELVES";"2024";10;0;0;10;209;0;0;209;2919;0;0;2919;0;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;301;7764;0;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;0;;0;0;0;0;0;;;2;2;0;0;0;0;0;0;1;0;3;3;3;0;0;0;0;0;0;0;0;3;1,21;1,21;0;0;0;0;0;0;0,63;0;1,84;;;0;1;0;11;31;17;1;3;64;1;0;7;2;1;2;0;0;0;11;23;87;0;0,74;0;6,38;18,63;11,99;0,6;2,06;40,4;0,7;0;5,41;0,78;0,29;1,5;0;0;0;9,11;17,5;57,9;;;;;;;;10;0;25;0;59;1;1;0;;;;;;;;;;;;;;;;;;;;;;
"240000414";"240000067";"CH DE DOMME";"2024";10;0;0;10;132;0;0;132;1714;0;0;1714;1;0;0;1;4;0;0;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;21;310;7147;1;52;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;0;;0;0;0;0;0;;;4;4;0;0;0;0;0;0;1;0;5;0;0;0;0;0;0;0;0;0;0;0;1,45;1,45;0;0;0;0;0;0;0,8;0;2,25;;;0;1;0;10;23;7;1;5;47;0;0;10;1;1;3;0;0;0;28;42;89;0;1;0;9,79;20,77;6,86;0,5;2,93;41,85;0;0;8,49;0,5;0,5;2,1;0;0;0;26,95;38,04;79,89;;;;;;;;10;0;21;0;87;1;1;0;;;;;;;;;;;;;;;;;;;;;;
"240000455";"240000075";"CH D'EXCIDEUIL";"2024";10;;;10;212;0;0;212;3158;0;0;3158;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;39;315;10457;2;139;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;0;;0;0;0;0;0;;;3;3;0;0;0;0;0;0;1;0;4;0;0;0;0;0;0;0;0;0;0;0;2,49;2,49;0;0;0;0;0;0;0,45;0;2,94;;;0;2;0;12;23;25;1;6;69;1;0;10;1;1;4;0;0;0;17;33;102;0;1,5;0;9,74;18,27;7,6;0,41;3,27;40,79;0,6;0;6,73;1;1;2,07;0;0;0;4,52;14,92;55,71;;;;;;;;10;39;39;150;150;1;1;0;;;;;;;;;;;;;;;;;;;;;;
"240000471";"240000109";"CH DE NONTRON";"2024";4;;;4;55;0;0;55;1472;0;0;1472;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;28;201;7222;0;0;30;19;10833;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;0;;0;0;0;0;0;;;2;2;0;0;0;0;0;0;4;0;6;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0,94;0;2,94;;;0;0;0;14;27;2;1;4;48;1;0;11;1;1;2;0;1;0;34;50;98;0;0;0;9,57;26,42;2,53;0,3;2,57;41,39;0,58;0;9,76;1;1;1,33;0;0,8;0;32,31;45,78;87,17;;;;;;;;4;0;28;30;187;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;;
"240000505";"240016055";"CH DE RIBERAC";"2024";17;;;17;296;0;0;296;3949;0;0;3949;4;;;4;41;0;0;41;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40;33;13683;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;0;;0;0;0;0;0;;;2;2;0;0;0;0;0;0;2;0;4;0;0;0;0;0;0;0;0;0;0;0;1,8;1,8;0;0;0;0;0;0;1,9;0;3,7;;;0;1;0;19;25;7;0;0;52;2;0;17;1;1;6;0;0;0;22;48;100;0;1;0;16,4;23,8;7;0;0;48,2;0,38;0;3,24;0,5;0,5;2,46;0;0;0;3,97;10,55;58,75;;;;;;;;25;;60;60;326;1;1;0;;;;;;;;;;;;;;;;;;;;;;
"250000627";"250000221";"CH PAUL NAPPEZ MORTEAU";"2024";20;0;0;20;532;0;0;532;5733;0;0;5733;5;0;0;5;24;0;0;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24;334;7087;0;0;30;44;10308;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;0;;0;0;0;0;0;;;1;0;0;0;0;0;0;0;2;1;4;0;0;0;0;0;0;0;0;0;0;0;0,75;0;0;0;0;0;0;0;0,73;0,05;1,53;;;0;2;0;11;22;7;0;2;44;0;0;11;1;1;2;0;0;0;15;29;73;0;1,92;0;10,03;19,23;6;0;2,9;40,08;0;0;10,73;0,7;0,7;1,75;0;0;0;15,22;28,4;68,48;;;;;;;;;;;;;1;1;0;;;;;;;;;;;;;;;;;;;;;;
"250000635";"250000239";"CH SAINTE CROIX BAUME LES DAMES";"2024";10;0;0;10;194;0;0;194;3260;0;0;3260;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;28;131;4545;6;377;20;8;7122;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;0;;0;0;0;0;0;;;3;3;0;0;0;0;0;0;0;0;3;12;12;0;0;0;0;0;0;0;0;12;0,61;0,61;0;0;0;0;0;0;0;0;0,61;;0,52;0;3;0;16;33;11;1;3;67;1;0;11;2;1;1;0;0;0;28;43;110;0;2,32;0;14,3;30,84;11,8;1,18;3,01;63,45;1;0;10,75;1,21;0,75;0,92;0;0;0;26,78;40,66;104,11;;;;;;;;10;0;28;20;125;1;1;0;;;;;;;;;;;;;;;;;;;;;;
"250000734";"250000452";"CHIC HAUTE COMTE SITE R SALINS MOUTHE";"2024";6;;;6;149;0;0;149;1672;0;0;1672;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;126;2345;0;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;0;;0;0;0;0;0;;;2;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0,78;0,78;0;0;0;0;0;0;0;0;0,78;;;0;0;0;8;3;2;0;0;13;0;0;1;0;0;0;0;0;0;1;2;15;0;0;0;6,6;2,28;2;0;0;10,88;0;0;0,4;0;0;0;0;0;0;0,63;1,03;11,91;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"250000726";"250000478";"CH SAINT LOUIS ORNANS";"2024";6;0;0;6;164;0;0;164;2132;0;0;2132;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;35;315;11112;5;408;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;0;;0;0;0;0;0;;;3;3;0;0;0;0;0;0;1;0;4;0;0;0;0;0;0;0;0;0;0;0;1,47;1,47;0;0;0;0;0;0;0,8;0;2,27;;;0;4;0;19;62;29;2;1;117;1;0;11;4;1;0;0;0;1;16;33;150;0;3,6;0;17,25;56,75;27,7;1,1;0,6;107;0,2;0;11,45;3,55;0,9;0;0;0;0,8;12,55;28,55;135,55;;;;;;;;6;0;35;0;0;1;1;0;;;;;;;;;;;;;;;;;;;;;;
"260000237";"260000088";"CH DE NYONS";"2024";10;;;10;93;0;0;93;1796;0;0;1796;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;25;251;8438;0;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;0;;0;0;0;0;0;;;3;3;0;0;0;0;0;0;2;0;5;8;8;0;0;0;0;0;0;0;0;8;1,56;1,56;0;0;0;0;0;0;0,51;0;2,07;;;0;2;1;14;18;7;1;5;48;1;0;11;3;2;3;0;2;0;20;40;88;0;1,08;0,94;11,19;17,29;5,41;0,2;3,5;39,61;0,4;0;5,13;1,35;0,65;1,27;0;0,63;0;14,06;22,84;62,45;;;;;;;;10;;25;;;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;;
"260000278";"260000096";"CH DE BUIS LES BARONNIES";"2024";6;;;6;133;0;0;133;1293;0;0;1293;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;19;197;5754;0;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;0;;0;0;0;0;0;;;1;1;0;0;0;0;0;0;1;0;2;6;6;0;0;0;0;0;0;0;0;6;0,12;0,12;0;0;0;0;0;0;0,3;0;0,42;;;0;1;0;8;11;13;1;5;39;1;0;9;3;1;1;0;0;0;15;29;68;0;0,7;0;6,68;7,48;8,17;0,2;3,62;26,85;0,3;0;3,7;0,92;0,22;0,25;0;0;0;12,37;17,54;44,39;;;;;;;;6;;19;;119;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;;
"260000203";"260016910";"HÔPITAUX DROME NORD - SAINT-VALLIER";"2024";20;0;0;20;538;0;0;538;6940;0;0;6940;1;;;1;15;0;0;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;30;209;8212;5;2956;;;;;;;;1;8432;0;;;;;;0;;;1;0;0;0;0;0;0;;;;;0;;0;;0;0;0;0;0;0;1;15;11;2;0;0;0;0;0;0;0;15;3;3;0;0;0;0;0;0;0;0;3;7,5;5,35;0,39;0;0;0;0;0;0;0,04;7,54;3;3,73;2;1;0;29;29;6;2;19;88;0;0;15;8;3;0;0;4;0;46;73;161;1,47;0,18;0;26,32;27,44;5,14;1,21;14,94;76,7;0;0;13,62;4,92;2,32;0;0;3,05;0;42,59;64,18;140,88;;;;;;;;;;;;;;;;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;;
"270000425";"270000102";"CH PONT-AUDEMER";"2024";50;;;50;3084;0;0;3084;16079;0;0;16079;10;;;10;525;0;0;525;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;30;280;9972;0;0;37;26;12830;;;;;1;16966;0;;1;0;0;0;0;;;1;0;0;0;0;0;0;;;;;0;;0;;0;0;0;0;0;0;1;18;10;0;0;1;0;0;0;1;0;20;0;0;0;0;0;0;0;0;0;0;0;14,08;7,84;0;0;0,6;0;0;0;1;0;16,58;6;6,25;0;11;3;92;114;38;7;14;279;0;0;58;6;4;7;0;9;0;34;114;393;0;10;0,08;84,68;107;34,28;3,41;8,91;248,36;0;0;52,24;5,29;3,76;6,79;0;8,8;0;34,34;107,46;355,82;;;;;;;;50;0;30;37;139;1;1;0;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;2;;1;267;2;6
"270000441";"270000110";"CH VERNEUIL-SUR-AVRE";"2024";34;;;34;1625;0;0;1625;10242;0;0;10242;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;30;312;8460;0;0;50;47;15314;25;208;4027;166;1;13594;0;;1;0;0;0;0;;;1;0;;0;0;0;;;;;;0;;0;;0;0;0;0;0;0;0;24;9;11;0;3;0;0;0;3;1;31;2;0;0;0;0;0;0;0;0;0;2;18,72;5,86;10,26;0;0,4;0;0;0;2,57;0,25;21,94;2;0,66;1;7;0;65;83;33;3;4;196;1;0;43;2;2;6;0;6;0;38;96;292;1,11;7,92;0;58,25;80,79;26,99;2,85;2,96;180,87;1;0;37,85;2,2;2,2;5,44;0;5,44;0;34,73;86,66;267,53;;;;;;;;34;0;30;50;354;1;1;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;;;;;;
"290000181";"290000074";"CH de Douarnenez";"2024";88;;;88;5656;0;0;5656;30877;0;0;30877;23;6;;29;1020;1953;0;2973;2309;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;38;361;11681;20;3343;;;;;;;;1;14675;0;;;;;;0;;303;1;0;;0;0;0;;;;;;1;2309;0;0;0;1;0;0;0;0;0;38;12;9;0;5;0;0;0;4;0;47;5;1;0;0;4;0;0;0;0;0;9;27,81;9,56;7,21;0;3,04;0;0;0;3,8;0;35,89;11;11,26;0;11;1;100;104;27;4;9;256;6;1;76;10;5;9;5;9;0;44;160;416;0;10,47;1;87,55;91,05;24,7;3,29;7,05;225,11;5,46;1;65,72;8,66;4,53;6,98;5,56;8,66;0;38,94;140,98;366,09;;;;;;;;88;;36;30;218;1;1;0;1;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;4;;3;3988;1;4
"290000272";"290000090";"CH CROZON";"2024";5;;;5;72;0;0;72;1629;0;0;1629;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;20;159;4594;0;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;0;;0;0;0;0;0;;;1;1;0;0;0;0;0;0;1;0;2;18;18;0;0;0;0;0;0;0;0;18;0,4;0,4;0;0;0;0;0;0;1;0;1,4;;;0;1;0;14;22;1;0;2;40;1;0;9;1;1;3;0;0;0;19;33;73;0;1;0;10,51;12,31;1;0;1,25;26,07;0,5;0;3,55;0,6;0,6;1,64;0;0;0;2,26;8,55;34,62;;;;;;;;5;;20;;150;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;;
"290000322";"290000108";"CH LESNEVEN";"2024";15;0;0;15;208;0;0;208;4140;0;0;4140;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;33;309;8078;0;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;0;;0;0;0;0;0;;;3;3;0;0;0;0;0;0;2;0;5;14;14;0;0;0;0;0;0;0;0;14;1,8;1,8;0;0;0;0;0;0;1,06;0;2,86;3;3;0;2;0;13;30;12;1;2;60;0;0;15;4;2;2;0;0;0;28;49;109;0;2;0;12,39;27,76;9,94;0,1;1,52;53,71;0;0;13,57;1,85;1,29;1,5;0;0;0;24,97;41,89;95,6;;;;;;;;15;0;33;0;263;1;1;0;;;;;;;;;;;;;;;;;;;;;;
"290000389";"290000116";"CH de Lanmeur";"2024";10;0;0;10;121;0;0;121;2780;0;0;2780;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;15;193;4904;0;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;0;;0;0;0;0;0;;;0;0;0;0;0;0;0;0;1;0;1;6;6;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;1;0;1;;;0;1;0;10;14;2;1;3;31;1;0;1;1;1;1;0;0;0;3;7;38;0;1;0;9,71;13,28;2;1;2,7;29,69;0,1;0;1;0,8;0,8;0,12;0;0;0;1;3,02;32,71;;;;;;;;10;;15;;255;1;1;0;;;;;;;;;;;;;;;;;;;;;;
"290000975";"290000546";"CHM DE ROSCOFF SITE DE PERHARIDY";"2024";3;;;3;115;0;0;115;1219;0;0;1219;2;;;2;1569;0;0;1569;5719;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;138;1286;36001;48;17163;;;;;;;;;;;;;;;;0;;;;;;;;;;1;5719;0;0;0;;0;;0;0;0;0;0;;;27;5;0;0;0;0;0;0;4;0;31;0;0;0;0;0;0;0;0;0;0;0;25,83;5;0;0;0;0;0;0;3,51;0;29,34;4;4;0;7;0;97;86;62;13;84;349;9;0;105;12;6;11;0;4;0;48;189;538;0;7,94;0;77,81;70,16;53,37;6,24;79,75;295,27;3,01;0;62,72;9,28;4,44;7,58;0;2,45;0;41,18;126,22;421,49;;;;;;;;3;;283;;356;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;;
"290001015";"290000751";"CH ST RENAN";"2024";21;;;21;370;0;0;370;6134;0;0;6134;4;;;4;302;0;0;302;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;31;269;9382;0;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;0;;0;0;0;0;0;;;5;3;0;0;0;0;1;0;1;0;7;5;5;0;0;0;0;0;0;0;0;5;3,5;2;0;0;0;0;0,4;0;0,8;0;4,7;;;0;3;1;20;23;6;2;2;57;1;0;10;2;1;0;0;0;0;22;35;92;0;2,68;0,25;19,94;22,51;6,39;1;1,75;54,52;1;0;9,4;1,2;0,8;0;0;0;0;20,72;32,32;86,84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"290000066";"290020700";"CHIC SITE DE CONCARNEAU";"2024";42;;;42;1927;0;0;1927;15577;0;0;15577;13;;;13;495;0;0;495;1681;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;34;13;12238;;;;;1;7964;0;;1;0;0;0;0;;;1;0;;0;0;0;;;;;;1;1681;0;0;0;0;0;0;0;0;0;19;5;0;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;16,88;5,34;0;0;0;0;0;0;0;0,52;17,4;1;1,45;0;5;1;59;108;22;2;15;212;0;0;28;2;1;1;0;4;1;24;60;272;0;2,82;5,1;41,99;59,61;6,3;0,31;11,14;127,27;0;0;20,92;1,18;0,52;1,67;0;3,77;0,15;27,19;54,88;182,15;;;;;;;;;;;;;;;;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;;;76;0;0
