BOR;AN;FI;RS;FI_EJ;UNI;LIT;JLI;SEJ;PAS;PAS0;JOU;pctEXT;IGC2med;SEJ80;UNIT;ETPSAL_MED;EFFLIB_MED;ETPSAL_INFSP;EFFLIB_INFSP;ETPSAL_INFNS;EFFLIB_INFNS;ETPSAL_AID;EFFLIB_AID;ETPSAL_KINE;EFFLIB_KINE;ETPSAL_APNM;EFFLIB_APNM
REA;2024;750803454;GHU APHP NUP SITE ROBERT DEBRE;750712184;USIHADU;;;364;;;7390;;;;;;;;;;;;;;;;
REA;2024;750803454;GHU APHP NUP SITE ROBERT DEBRE;750712184;USIHPED;25;8944;105;;;942;;;;;;;;;;;;;;;;
REA;2024;750803454;GHU APHP NUP SITE ROBERT DEBRE;750712184;USIPPED;28;2820;656;;;2768;;;;;;;;;;;;;;;;
REA;2024;760000018;CH DIEPPE;760780023;REAADU;10;3660;514;531;26;2343;4;34;38;;5.49;;;;23.49;;14.81;;;;4.72;
REA;2024;760000018;CH DIEPPE;760780023;SIADU;11;2806;625;;;1908;;;;;0.68;;;;8.15;;5.72;;;;1.85;
REA;2024;760000018;CH DIEPPE;760780023;SITOT;11;2806;625;;;1908;;;;;;;;;;;;;;;;
REA;2024;760000018;CH DIEPPE;760780023;USICADU;6;2196;514;;;1613;;;;;;;;;;;;;;;;
REA;2024;760000018;CH DIEPPE;760780023;USIPADU;5;610;111;;;295;;;;;;;;;;;;;;;;
REA;2024;760000158;HOPITAL CHARLES NICOLLE CHU ROUEN;760780239;AUTSIADU;39;;2532;;;12720;;;;;;;;;;;;;;;;
REA;2024;760000158;HOPITAL CHARLES NICOLLE CHU ROUEN;760780239;REAADU;62;22630;3195;3858;590;17993;23;38;121;;18.09;;;;101.3;;64.9;;;;13.8;
REA;2024;760000158;HOPITAL CHARLES NICOLLE CHU ROUEN;760780239;REAENF;10;3650;515;545;42;2673;28;;;;6.55;;12.26;;25.08;;9.22;;0.12;;12.88;
REA;2024;760000158;HOPITAL CHARLES NICOLLE CHU ROUEN;760780239;SIADU;57;;4796;;;18379;;;;;10.78;;;;63.98;;50.43;;;;8.42;
REA;2024;760000158;HOPITAL CHARLES NICOLLE CHU ROUEN;760780239;SIPED;10;;668;;;3768;;;;;;;2.69;;15.19;;8.66;;;;;
REA;2024;760000158;HOPITAL CHARLES NICOLLE CHU ROUEN;760780239;SITOT;67;;5464;;;22147;;;;;;;;;;;;;;;;
REA;2024;760000158;HOPITAL CHARLES NICOLLE CHU ROUEN;760780239;USICADU;12;;1292;;;3598;;;;;;;;;;;;;;;;
REA;2024;760000158;HOPITAL CHARLES NICOLLE CHU ROUEN;760780239;USIHPED;10;;668;;;3768;;;;;;;;;;;;;;;;
REA;2024;760000158;HOPITAL CHARLES NICOLLE CHU ROUEN;760780239;USINVADU;6;;972;;;2061;;;;;;;;;;;;;;;;
REA;2024;760000166;CLCC H BECQUEREL;760780247;SIADU;34;484;694;;;9717;;;;;0.6;0;;;49;;25.2;;1.5;;6;
REA;2024;760000166;CLCC H BECQUEREL;760780247;SITOT;34;484;694;;;9717;;;;;;;;;;;;;;;;
REA;2024;760000166;CLCC H BECQUEREL;760780247;USIHADU;30;;628;;;9465;;;;;;;;;;;;;;;;
REA;2024;760000166;CLCC H BECQUEREL;760780247;USIPADU;4;484;66;;;252;;;;;;;;;;;;;;;;
REA;2024;760000463;CH LES FEUGRAIS CHI ELBEUF;760024042;REAADU;10;2928;374;388;18;2294;17;42;22;;5.12;;;;24.05;;15.99;;;;3.11;
REA;2024;760000463;CH LES FEUGRAIS CHI ELBEUF;760024042;SIADU;6;2196;503;;;1521;;;;;3.98;;;;;;;;;;;
REA;2024;760000463;CH LES FEUGRAIS CHI ELBEUF;760024042;SITOT;6;2196;503;;;1521;;;;;;;;;;;;;;;;
REA;2024;760000463;CH LES FEUGRAIS CHI ELBEUF;760024042;USICADU;6;2196;503;;;1521;;;;;;;;;;;;;;;;
REA;2024;760021329;HOPITAL PRIVE DE L'ESTUAIRE;760000448;SIADU;12;4392;1083;;;3416;;;;;;12;;;14.85;;9.46;;;;;
REA;2024;760021329;HOPITAL PRIVE DE L'ESTUAIRE;760000448;SITOT;12;4392;1083;;;3416;;;;;;;;;;;;;;;;
REA;2024;760021329;HOPITAL PRIVE DE L'ESTUAIRE;760000448;USICADU;12;4392;1083;;;3416;;;;;;;;;;;;;;;;
REA;2024;760780619;CLINIQUE SAINT-HILAIRE;760000307;SIADU;18;6570;1720;;;5267;;;;;;22;;;18.86;;6.32;;;;0.25;1
REA;2024;760780619;CLINIQUE SAINT-HILAIRE;760000307;SITOT;18;6570;1720;;;5267;;;;;;;;;;;;;;;;
REA;2024;760780619;CLINIQUE SAINT-HILAIRE;760000307;USICADU;18;6570;1720;;;5267;;;;;;;;;;;;;;;;
REA;2024;760805770;HOPITAL JACQUES MONOD CH LE HAVRE;760780726;AUTSIADU;10;3660;533;;;3085;;;;;;;;;;;;;;;;
REA;2024;760805770;HOPITAL JACQUES MONOD CH LE HAVRE;760780726;REAADU;12;4392;547;565;30;3425;18;40;43;;5;;;;33.38;;14.76;;;;8.69;
REA;2024;760805770;HOPITAL JACQUES MONOD CH LE HAVRE;760780726;SIADU;34;11700;3199;;;8499;;;;;2.4;;;;36.3;;18.38;;;;6.39;
REA;2024;760805770;HOPITAL JACQUES MONOD CH LE HAVRE;760780726;SIPED;5;614;292;;;233;;;;;0.2;;;;5.02;;1.42;;;;1;
REA;2024;760805770;HOPITAL JACQUES MONOD CH LE HAVRE;760780726;SITOT;39;12314;3491;;;8732;;;;;;;;;;;;;;;;
REA;2024;760805770;HOPITAL JACQUES MONOD CH LE HAVRE;760780726;USICADU;12;4392;1198;;;3170;;;;;;;;;;;;;;;;
REA;2024;760805770;HOPITAL JACQUES MONOD CH LE HAVRE;760780726;USIHADU;0;720;511;;;239;;;;;;;;;;;;;;;;
REA;2024;760805770;HOPITAL JACQUES MONOD CH LE HAVRE;760780726;USIHPED;3;368;245;;;81;;;;;;;;;;;;;;;;
REA;2024;760805770;HOPITAL JACQUES MONOD CH LE HAVRE;760780726;USINVADU;6;2196;858;;;1747;;;;;;;;;;;;;;;;
REA;2024;760805770;HOPITAL JACQUES MONOD CH LE HAVRE;760780726;USIPADU;6;732;99;;;258;;;;;;;;;;;;;;;;
REA;2024;760805770;HOPITAL JACQUES MONOD CH LE HAVRE;760780726;USIPPED;2;246;47;;;152;;;;;;;;;;;;;;;;
REA;2024;770000149;CH SUD SEINE ET MARNE FONTAINEBLEAU;770021152;REAADU;12;4392;427;437;22;2316;20;32;82;;9.07;;24.42;;10.48;;12.73;;;;3.04;
REA;2024;770000149;CH SUD SEINE ET MARNE FONTAINEBLEAU;770021152;SIADU;6;2196;384;;;1773;;;;;4.85;;5.25;;;;4.02;;;;;
REA;2024;770000149;CH SUD SEINE ET MARNE FONTAINEBLEAU;770021152;SITOT;6;2196;384;;;1773;;;;;;;;;;;;;;;;
REA;2024;770000149;CH SUD SEINE ET MARNE FONTAINEBLEAU;770021152;USIPADU;6;2196;384;;;1773;;;;;;;;;;;;;;;;
REA;2024;770000156;CH DE MELUN SITE SANTEPOLE;770110054;REAADU;22;8052;1072;1114;83;5409;9;41;190;;17.8;18;;;42.15;46;31.1;33;;;1.83;0
REA;2024;770000156;CH DE MELUN SITE SANTEPOLE;770110054;SIADU;;;0;;;0;;;;;3.3;4;;;;;;;;;;
REA;2024;770000164;CH SUD SEINE ET MARNE SITE MONTEREAU;770021152;SIADU;8;2928;346;;;2778;;;;;5.91;;10.76;;28.89;;13.43;;;;2.25;
REA;2024;770000164;CH SUD SEINE ET MARNE SITE MONTEREAU;770021152;SITOT;8;2928;346;;;2778;;;;;;;;;;;;;;;;
REA;2024;770000164;CH SUD SEINE ET MARNE SITE MONTEREAU;770021152;USIPADU;8;2928;346;;;2778;;;;;;;;;;;;;;;;
REA;2024;770000172;CH DE PROVINS LEON BINET;770110070;AUTSIADU;4;;58;;;305;;;;;;;;;;;;;;;;
REA;2024;770000172;CH DE PROVINS LEON BINET;770110070;REAADU;6;2190;176;192;8;1635;4;47;48;;4.68;;;;16.83;;8.58;;;;1.7;
REA;2024;770000172;CH DE PROVINS LEON BINET;770110070;SIADU;4;;58;;;305;;;;;;;;;7.41;;5.23;;;;0.28;
REA;2024;770000172;CH DE PROVINS LEON BINET;770110070;SITOT;4;;58;;;305;;;;;;;;;;;;;;;;
REA;2024;770000446;CH DE MEAUX SITE SAINT FARON;770021145;REAADU;12;4392;414;432;27;2793;15;54;54;;5.6;;0;;35.98;;16;;;;3.72;
REA;2024;770000446;CH DE MEAUX SITE SAINT FARON;770021145;SIADU;20;7074;1259;;;5176;;;;;3.37;;;;4;;4.58;;;;0.09;
REA;2024;770000446;CH DE MEAUX SITE SAINT FARON;770021145;SITOT;20;7074;1259;;;5176;;;;;;;;;;;;;;;;
REA;2024;770000446;CH DE MEAUX SITE SAINT FARON;770021145;USICADU;6;2196;535;;;1592;;;;;;;;;;;;;;;;
REA;2024;770000446;CH DE MEAUX SITE SAINT FARON;770021145;USIHADU;8;2682;131;;;1999;;;;;;;;;;;;;;;;
REA;2024;770000446;CH DE MEAUX SITE SAINT FARON;770021145;USINVADU;6;2196;593;;;1585;;;;;;;;;;;;;;;;
REA;2024;770019032;GHEF MARNE LA VALLEE SITE JOSSIGNY;770021145;AUTSIADU;6;2190;5749;;;0;;;;;;;;;;;;;;;;
REA;2024;770019032;GHEF MARNE LA VALLEE SITE JOSSIGNY;770021145;REAADU;15;5490;1026;1052;41;5780;10;44;213;;7.09;;;;39.42;;38.42;;;;5.83;
REA;2024;770019032;GHEF MARNE LA VALLEE SITE JOSSIGNY;770021145;SIADU;22;8030;7184;;;4674;;;;;6.99;;;;18.8;;16.87;;;;1.04;
REA;2024;770019032;GHEF MARNE LA VALLEE SITE JOSSIGNY;770021145;SIPED;;;0;;;0;;;;;0.72;;;;;;;;;;;
REA;2024;770019032;GHEF MARNE LA VALLEE SITE JOSSIGNY;770021145;SITOT;22;8030;7184;;;4674;;;;;;;;;;;;;;;;
REA;2024;770019032;GHEF MARNE LA VALLEE SITE JOSSIGNY;770021145;USICADU;16;5840;1435;;;4674;;;;;;;;;;;;;;;;
REA;2024;770020477;HOP FORCILLES FONDATION COGNACQ JAY;750720468;AUTSIADU;8;2920;92;;;659;;;;;;;;;;;;;;;;
REA;2024;770020477;HOP FORCILLES FONDATION COGNACQ JAY;750720468;SIADU;8;2920;92;;;659;;;;;5;;10.6;;;;7.9;;0.6;;1.75;
REA;2024;770020477;HOP FORCILLES FONDATION COGNACQ JAY;750720468;SITOT;8;2920;92;;;659;;;;;;;;;;;;;;;;
REA;2024;770300010;HOPITAL PRIVE DE MARNE CHANTEREINE;770004299;REAADU;8;2920;1290;1294;11;12527;66;37;304;;;14;;;;;;;;2;;1
REA;2024;770300135;CLINIQUE MEDICO CHIRURG LES FONTAINES;770000289;SIADU;12;4392;992;;;3316;;;;;;10;0.25;;11.8;;7.8;;;1;2;
REA;2024;770300135;CLINIQUE MEDICO CHIRURG LES FONTAINES;770000289;SITOT;12;4392;992;;;3316;;;;;;;;;;;;;;;;
REA;2024;770300135;CLINIQUE MEDICO CHIRURG LES FONTAINES;770000289;USICADU;12;4392;992;;;3316;;;;;;;;;;;;;;;;
REA;2024;780000287;CH FRANCOIS QUESNAY MANTES;780110011;REAADU;10;3222;413;438;29;2552;8;40;49;;6.79;;;;28.81;;19.78;;0.45;;4.8;
REA;2024;780000287;CH FRANCOIS QUESNAY MANTES;780110011;SIADU;12;3590;842;;;2765;;;;;2.52;;;;8.13;;8.78;;0;;1.59;
REA;2024;780000287;CH FRANCOIS QUESNAY MANTES;780110011;SITOT;12;3590;842;;;2765;;;;;;;;;;;;;;;;
REA;2024;780000287;CH FRANCOIS QUESNAY MANTES;780110011;USICADU;6;1464;355;;;1071;;;;;;;;;;;;;;;;
REA;2024;780000287;CH FRANCOIS QUESNAY MANTES;780110011;USINVADU;6;2126;487;;;1694;;;;;;;;;;;;;;;;
REA;2024;780000295;CHI DE MEULAN LES MUREAUX;780002697;REAADU;6;2196;180;188;2;1776;7;41;55;;7;;;;16.71;;11.35;;;;;1
REA;2024;780000311;CHI POISSY ST GERMAIN SITE DE POISSY;780001236;REAADU;20;6591;695;719;56;4338;4;38;69;;8.47;;;;38.87;;22.99;;0.6;;6.63;
REA;2024;780000311;CHI POISSY ST GERMAIN SITE DE POISSY;780001236;SIADU;18;5024;1191;;;3714;;;;;3.8;;;;11.34;;6.1;;0.1;;2.2;
REA;2024;780000311;CHI POISSY ST GERMAIN SITE DE POISSY;780001236;SITOT;18;5024;1191;;;3714;;;;;;;;;;;;;;;;
REA;2024;780000311;CHI POISSY ST GERMAIN SITE DE POISSY;780001236;USICADU;12;3560;812;;;2354;;;;;;;;;;;;;;;;
REA;2024;780000311;CHI POISSY ST GERMAIN SITE DE POISSY;780001236;USINVADU;6;1464;379;;;1360;;;;;;;;;;;;;;;;
REA;2024;780000329;CH DE RAMBOUILLET;780110052;REAADU;8;2924;220;224;7;1841;8;35;35;;4.68;;;;14.03;;11.33;;0.5;;2.39;
REA;2024;780000329;CH DE RAMBOUILLET;780110052;SIADU;8;552;64;;;279;;;;;;;;;;;;;;;;
REA;2024;780000329;CH DE RAMBOUILLET;780110052;SITOT;8;552;64;;;279;;;;;;;;;;;;;;;;
REA;2024;780000329;CH DE RAMBOUILLET;780110052;USIPADU;8;552;64;;;279;;;;;;;;;;;;;;;;
REA;2024;780300075;CENTRE CARDIOLOGIQUE D EVECQUEMONT;780000485;SIADU;16;5840;1482;;;5249;;;;;;12;;;17.7;15;14.62;12;;;;
REA;2024;780300075;CENTRE CARDIOLOGIQUE D EVECQUEMONT;780000485;SITOT;16;5840;1482;;;5249;;;;;;;;;;;;;;;;
REA;2024;780300075;CENTRE CARDIOLOGIQUE D EVECQUEMONT;780000485;USICADU;16;5840;1482;;;5249;;;;;;;;;;;;;;;;
REA;2024;780300406;HOPITAL PRIVE DE PARLY II;780018032;REAADU;10;3650;674;692;10;2795;16;34;61;;;10;;;22.61;;12.2;;;;;
REA;2024;780300406;HOPITAL PRIVE DE PARLY II;780018032;SIADU;12;4380;1477;;;3194;;;;;;3;;;11.2;;3.7;;;5;;
REA;2024;780300406;HOPITAL PRIVE DE PARLY II;780018032;SITOT;12;4380;1477;;;3194;;;;;;;;;;;;;;;;
REA;2024;780300406;HOPITAL PRIVE DE PARLY II;780018032;USICADU;12;4380;1477;;;3194;;;;;;;;;;;;;;;;
REA;2024;780300414;CH PRIVE DE L EUROPE;780000675;REAADU;8;2920;238;257;10;2754;24;42;90;;;5;;;26.32;;21.97;;5;;2;
REA;2024;780300414;CH PRIVE DE L EUROPE;780000675;SIADU;10;3650;390;;;2917;;;;;;5;;;6;;4.52;;5;;;
REA;2024;780300414;CH PRIVE DE L EUROPE;780000675;SITOT;10;3650;390;;;2917;;;;;;;;;;;;;;;;
REA;2024;780300414;CH PRIVE DE L EUROPE;780000675;USICADU;10;3650;390;;;2917;;;;;;;;;;;;;;;;
REA;2024;780300422;HOPITAL PRIVE DE L OUEST PARISIEN;780002259;REAADU;11;4015;287;295;8;2983;9;45;60;;;4;;;21;;9.7;;;;2.5;
REA;2024;780800256;CH DE VERSAILLES SITE ANDRE MIGNOT;780110078;REAADU;16;5856;817;845;35;4866;10;44;122;;12.92;;;;33.5;;20.87;;;;2.87;
REA;2024;780800256;CH DE VERSAILLES SITE ANDRE MIGNOT;780110078;SIADU;38;12700;1881;;;11349;;;;;;;;;25.29;;23.52;;;;5.63;
REA;2024;780800256;CH DE VERSAILLES SITE ANDRE MIGNOT;780110078;SITOT;38;12700;1881;;;11349;;;;;;;;;;;;;;;;
REA;2024;780800256;CH DE VERSAILLES SITE ANDRE MIGNOT;780110078;USICADU;12;4392;1014;;;3056;;;;;;;;;;;;;;;;
REA;2024;780800256;CH DE VERSAILLES SITE ANDRE MIGNOT;780110078;USIHADU;18;5548;392;;;5328;;;;;;;;;;;;;;;;
REA;2024;780800256;CH DE VERSAILLES SITE ANDRE MIGNOT;780110078;USINVADU;8;2760;475;;;2965;;;;;;;;;;;;;;;;
REA;2024;790000087;CENTRE HOSPITALIER DE NIORT;790000012;REAADU;10;3660;794;809;254;3737;7;24;149;;5.78;;0.75;;28.78;;19.69;;0.5;;4.59;
REA;2024;790000087;CENTRE HOSPITALIER DE NIORT;790000012;SIADU;18;6588;1687;;;5247;;;;;13.37;;0.6;;21.87;;17.1;;0.3;;1.3;
REA;2024;790000087;CENTRE HOSPITALIER DE NIORT;790000012;SITOT;18;6588;1687;;;5247;;;;;;;;;;;;;;;;
REA;2024;790000087;CENTRE HOSPITALIER DE NIORT;790000012;USICADU;14;5124;1158;;;3913;;;;;;;;;;;;;;;;
REA;2024;790000087;CENTRE HOSPITALIER DE NIORT;790000012;USINVADU;4;1464;529;;;1334;;;;;;;;;;;;;;;;
REA;2024;800000143;CH ABBEVILLE;800000028;REAADU;8;2920;357;362;17;2112;4;45;43;;4.44;;0.5;;22.22;;12.35;;0.32;;2;
REA;2024;800000143;CH ABBEVILLE;800000028;SIADU;6;2190;531;;;1804;;;;;;;0.25;;6.86;;9.81;;;;0.53;
REA;2024;800000143;CH ABBEVILLE;800000028;SITOT;6;2190;531;;;1804;;;;;;;;;;;;;;;;
REA;2024;800000143;CH ABBEVILLE;800000028;USICADU;6;2190;531;;;1804;;;;;;;;;;;;;;;;
REA;2024;800000226;CH DOULLENS;800000069;SIADU;6;;46;;;333;;;;;;;;;;;;;;;;
REA;2024;800000226;CH DOULLENS;800000069;SITOT;6;;46;;;333;;;;;;;;;;;;;;;;
REA;2024;800000226;CH DOULLENS;800000069;USIPADU;6;;46;;;333;;;;;;;;;;;;;;;;
REA;2024;800006124;CHU AMIENS SUD;800000044;AUTSIADU;14;10644;1025;;;10250;;;;;;;;;;;;;;;;
REA;2024;800006124;CHU AMIENS SUD;800000044;REAADU;52;19032;2673;2852;103;18935;33;43;195;;24.77;;4;;137.43;;80.15;;;;7.93;
REA;2024;800006124;CHU AMIENS SUD;800000044;REAENF;8;2928;232;255;19;1287;48;;;;1.56;;2;;13.23;;7.16;;;;;
REA;2024;800006124;CHU AMIENS SUD;800000044;SIADU;78;23028;4150;;;20048;;;;;10.39;;5.31;;78.92;;63.16;;;;6.95;
REA;2024;800006124;CHU AMIENS SUD;800000044;SIPED;14;1260;149;;;666;;;;;0.3;;0.6;;10.36;;1.54;;;;5.55;
REA;2024;800006124;CHU AMIENS SUD;800000044;SITOT;92;24288;4299;;;20714;;;;;;;;;;;;;;;;
REA;2024;800006124;CHU AMIENS SUD;800000044;USICADU;14;5124;1641;;;4571;;;;;;;;;;;;;;;;
REA;2024;800006124;CHU AMIENS SUD;800000044;USIHADU;20;1800;111;;;1329;;;;;;;;;;;;;;;;
REA;2024;800006124;CHU AMIENS SUD;800000044;USIHPED;6;540;19;;;315;;;;;;;;;;;;;;;;
REA;2024;800006124;CHU AMIENS SUD;800000044;USINVADU;10;3660;1118;;;3029;;;;;;;;;;;;;;;;
REA;2024;800006124;CHU AMIENS SUD;800000044;USIPADU;20;1800;255;;;869;;;;;;;;;;;;;;;;
REA;2024;800006124;CHU AMIENS SUD;800000044;USIPPED;8;720;130;;;351;;;;;;;;;;;;;;;;
REA;2024;800009920;CLINIQUE VICTOR PAUCHET DE BUTLER;800003071;AUTSIADU;15;5475;1225;;;4127;;;;;;;;;;;;;;;;
REA;2024;800009920;CLINIQUE VICTOR PAUCHET DE BUTLER;800003071;SIADU;15;5475;1225;;;4127;;;;;;;;;12.42;;2.59;;;;;
REA;2024;800009920;CLINIQUE VICTOR PAUCHET DE BUTLER;800003071;SITOT;15;5475;1225;;;4127;;;;;;;;;;;;;;;;
REA;2024;810000224;CL CLAUDE BERNARD ALBI;810000471;AUTSIADU;8;2920;683;;;1945;;;;;;;;;;;;;;;;
REA;2024;810000224;CL CLAUDE BERNARD ALBI;810000471;REAADU;8;2920;388;401;33;2394;21;48;115;;;7;;;14.4;;8.3;;;;1;
REA;2024;810000224;CL CLAUDE BERNARD ALBI;810000471;SIADU;20;7300;1918;;;5428;;;;;;7;;;9.5;;7.2;;;;2;
REA;2024;810000224;CL CLAUDE BERNARD ALBI;810000471;SITOT;20;7300;1918;;;5428;;;;;;;;;;;;;;;;
REA;2024;810000224;CL CLAUDE BERNARD ALBI;810000471;USICADU;8;2920;1016;;;2296;;;;;;;;;;;;;;;;
REA;2024;810000224;CL CLAUDE BERNARD ALBI;810000471;USINVADU;4;1460;219;;;1187;;;;;;;;;;;;;;;;
REA;2024;810000505;CH ALBI;810000331;REAADU;8;2802;318;324;15;2259;9;38;59;;3.66;;1.5;;24.14;;17.49;;0.4;;0.95;
REA;2024;810000505;CH ALBI;810000331;SIADU;16;4590;929;;;3176;;;;;;;0.3;;12.91;;7.2;;;;2.03;
REA;2024;810000505;CH ALBI;810000331;SITOT;16;4590;929;;;3176;;;;;;;;;;;;;;;;
REA;2024;810000505;CH ALBI;810000331;USICADU;6;2196;462;;;1642;;;;;;;;;;;;;;;;
REA;2024;810000505;CH ALBI;810000331;USINVADU;6;2196;429;;;1421;;;;;;;;;;;;;;;;
REA;2024;810000505;CH ALBI;810000331;USIPADU;4;198;38;;;113;;;;;;;;;;;;;;;;
REA;2024;810000521;CHIC CASTRES MAZAMET SITE AUTAN;810000380;REAADU;10;3660;442;452;44;2413;6;40;78;;3.73;;;;25.43;;17.28;;0.3;;2.46;
REA;2024;810000521;CHIC CASTRES MAZAMET SITE AUTAN;810000380;SIADU;18;6588;1320;;;3476;;;;;2.91;;;;12.69;;12.35;;;;1.35;
REA;2024;810000521;CHIC CASTRES MAZAMET SITE AUTAN;810000380;SITOT;18;6588;1320;;;3476;;;;;;;;;;;;;;;;
REA;2024;810000521;CHIC CASTRES MAZAMET SITE AUTAN;810000380;USICADU;8;2928;611;;;1708;;;;;;;;;;;;;;;;
REA;2024;810000521;CHIC CASTRES MAZAMET SITE AUTAN;810000380;USINVADU;4;1464;318;;;672;;;;;;;;;;;;;;;;
REA;2024;810000521;CHIC CASTRES MAZAMET SITE AUTAN;810000380;USIPADU;6;2196;391;;;1096;;;;;;;;;;;;;;;;
REA;2024;820000032;CH MONTAUBAN;820000016;REAADU;8;2922;293;295;7;2513;12;42;50;;3.56;;1;;27.13;;18.57;;;;1.15;
REA;2024;820000032;CH MONTAUBAN;820000016;SIADU;12;4380;1027;;;4023;;;;;1.38;;;;15.88;;12.31;;;;1.19;
REA;2024;820000032;CH MONTAUBAN;820000016;SITOT;12;4380;1027;;;4023;;;;;;;;;;;;;;;;
REA;2024;820000032;CH MONTAUBAN;820000016;USICADU;6;2190;355;;;1456;;;;;;;;;;;;;;;;
REA;2024;820000032;CH MONTAUBAN;820000016;USINVADU;6;2190;672;;;2567;;;;;;;;;;;;;;;;
REA;2024;820000057;CL PONT DE CHAUME MONTAUBAN;820000131;REAADU;10;3650;288;304;21;2958;15;41;64;;;3;;;30.2;;20.5;;;;2.2;
REA;2024;820000057;CL PONT DE CHAUME MONTAUBAN;820000131;SIADU;8;2920;1139;;;2441;;;;;;11;;;9;;6.5;;;;2;
REA;2024;820000057;CL PONT DE CHAUME MONTAUBAN;820000131;SITOT;8;2920;1139;;;2441;;;;;;;;;;;;;;;;
REA;2024;820000057;CL PONT DE CHAUME MONTAUBAN;820000131;USICADU;8;2920;1139;;;2441;;;;;;;;;;;;;;;;
REA;2024;830000287;CH LA DRACENIE DE DRAGUIGNAN;830100525;REAADU;6;2196;269;270;4;1879;18;36;53;;2.55;;;;16.68;;13.12;;0.16;;4.26;
REA;2024;830000287;CH LA DRACENIE DE DRAGUIGNAN;830100525;SIADU;4;276;34;;;131;;;;;0.2;;;;1.61;;1.42;;;;0.4;
REA;2024;830000287;CH LA DRACENIE DE DRAGUIGNAN;830100525;SITOT;4;276;34;;;131;;;;;;;;;;;;;;;;
REA;2024;830000287;CH LA DRACENIE DE DRAGUIGNAN;830100525;USIPADU;4;276;34;;;131;;;;;;;;;;;;;;;;
REA;2024;830000311;CHI DE FREJUS SAINT RAPHAEL;830100566;REAADU;8;2928;369;376;27;2147;25;48;55;;7.41;;;;26.08;;13.6;;;;4.94;
REA;2024;830000311;CHI DE FREJUS SAINT RAPHAEL;830100566;SIADU;14;3388;844;;;2847;;;;;1;;;;6.61;;3.82;;;;3.6;
REA;2024;830000311;CHI DE FREJUS SAINT RAPHAEL;830100566;SITOT;14;3388;844;;;2847;;;;;;;;;;;;;;;;
REA;2024;830000311;CHI DE FREJUS SAINT RAPHAEL;830100566;USICADU;10;2792;755;;;2457;;;;;;;;;;;;;;;;
REA;2024;830000311;CHI DE FREJUS SAINT RAPHAEL;830100566;USIPADU;4;596;89;;;390;;;;;;;;;;;;;;;;
REA;2024;830000345;CHITS CH SAINTE MUSSE;830100616;REAADU;16;5856;936;976;64;5126;34;47;128;;10.57;;0.68;;58.13;;33.33;;2.4;;17.03;
REA;2024;830000345;CHITS CH SAINTE MUSSE;830100616;SIADU;16;5851;1666;;;4640;;;;;;;;;23.74;;10.57;;0.5;;5.29;
REA;2024;830000345;CHITS CH SAINTE MUSSE;830100616;SIPED;;;0;;;0;;;;;;;5.1;;0.75;;5.03;;0.2;;0.3;
REA;2024;830000345;CHITS CH SAINTE MUSSE;830100616;SITOT;16;5851;1666;;;4640;;;;;;;;;;;;;;;;
REA;2024;830000345;CHITS CH SAINTE MUSSE;830100616;USICADU;12;4392;1340;;;3851;;;;;;;;;;;;;;;;
REA;2024;830000345;CHITS CH SAINTE MUSSE;830100616;USINVADU;4;1459;326;;;789;;;;;;;;;;;;;;;;
REA;2024;830100319;POLYCLINIQUE LES FLEURS;830020855;REAADU;12;4392;462;475;23;3920;52;43;129;;;12;0;;24.27;;9.73;;;;1;
REA;2024;830100319;POLYCLINIQUE LES FLEURS;830020855;SIADU;8;2928;872;;;2488;;;;;;;;;;;;;;;;
REA;2024;830100319;POLYCLINIQUE LES FLEURS;830020855;SITOT;8;2928;872;;;2488;;;;;;;;;;;;;;;;
REA;2024;830100319;POLYCLINIQUE LES FLEURS;830020855;USICADU;8;2928;872;;;2488;;;;;;;;;;;;;;;;
REA;2024;830100574;HOP INSTRUC DES ARMEES SAINTE ANNE;750821092;REAADU;8;2920;565;631;114;3008;22;45;59;;5;;0.7;;33;;7;;0.8;;2;
REA;2024;830100574;HOP INSTRUC DES ARMEES SAINTE ANNE;750821092;SIADU;15;5475;1089;;;4265;;;;;2;;1;;12;;13;;;;2;
REA;2024;830100574;HOP INSTRUC DES ARMEES SAINTE ANNE;750821092;SITOT;15;5475;1089;;;4265;;;;;;;;;;;;;;;;
REA;2024;830100574;HOP INSTRUC DES ARMEES SAINTE ANNE;750821092;USICADU;8;2920;576;;;2286;;;;;;;;;;;;;;;;
REA;2024;830100574;HOP INSTRUC DES ARMEES SAINTE ANNE;750821092;USINVADU;1;365;25;;;33;;;;;;;;;;;;;;;;
REA;2024;830100574;HOP INSTRUC DES ARMEES SAINTE ANNE;750821092;USIPADU;6;2190;488;;;1946;;;;;;;;;;;;;;;;
REA;2024;840001861;CH D'AVIGNON HENRI DUFFAUT;840006597;REAADU;16;5856;804;822;69;5242;18;45;62;;13.31;;;;50.18;;33.98;;1.4;;13.14;
REA;2024;840001861;CH D'AVIGNON HENRI DUFFAUT;840006597;SIADU;20;7320;2418;;;5768;;;;;5.17;;;;23.13;;14.44;;;;8.03;
REA;2024;840001861;CH D'AVIGNON HENRI DUFFAUT;840006597;SITOT;20;7320;2418;;;5768;;;;;;;;;;;;;;;;
REA;2024;840001861;CH D'AVIGNON HENRI DUFFAUT;840006597;USICADU;12;4392;1806;;;3814;;;;;;;;;;;;;;;;
