BOR;AN;FI;RS;FI_EJ;DIM_A1;DIM_A2;DIM_A3;DIM_A4;DIM_A5;DIM_A6;DIM_A7;DIM_A8;DIM_A9;DIM_A10;DIM_A11;DIM_A12;DIM_A13;DIM_A14;DIM_A15;DIM_A16;DIM_A17;DIM_A26;DIM_A27;DIM_A18;DIM_A19;DIM_A20;DIM_A28;DIM_A29;DIM_A30;DIM_A21;DIM_A22;DIM_A23;DIM_A24;DIM_A31;DIM_A25;DIM_A32
INFOMED;2024;770000149;CH SUD SEINE ET MARNE FONTAINEBLEAU;770021152;;1;;;1;;;1;;;1;;0;0;0;0;0;;;1;1;0;0;0;0;1;;;3;;0.3;
INFOMED;2024;770000156;CH DE MELUN SITE SANTEPOLE;770110054;0;0;1;;;;0;1;0;1;0;0;0;0;0;0;0;;;0;;;;;;1;0;;7.5;;0.9;
INFOMED;2024;770000164;CH SUD SEINE ET MARNE SITE MONTEREAU;770021152;;1;;;1;;;1;;;1;;0;0;0;0;0;;;1;1;0;0;0;0;1;0;;3;3;0.26;0.26
INFOMED;2024;770000172;CH DE PROVINS LEON BINET;770110070;;;1;;;;;;1;;1;;0;0;0;1;1;0;0;1;0;1;1;1;1;0;0;;1.8;1.8;0;0
INFOMED;2024;770000180;CH DE BRIE COMTE ROBERT;770110054;0;0;1;;;;0;1;0;0;0;0;0;0;0;0;0;;;0;;;;;;1;0;;0.5;;0.1;
INFOMED;2024;770000214;CH SUD SEINE ET MARNE SITE DE NEMOURS;770021152;;1;;;1;;;1;;;1;;0;0;0;0;0;;;1;1;0;0;0;0;0;0;;3;3;0.26;0.26
INFOMED;2024;770000420;CTR READAPT FONCT ELLEN POIDATZ;770700029;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;1;0;1;0;0;0;1;0;;0.4;;0.15;
INFOMED;2024;770000446;CH DE MEAUX SITE SAINT FARON;770021145;;1;;;;;;;;1;;;0;0;0;0;0;0;0;1;1;1;1;0;1;1;1;770021145;6.97;;1;1
INFOMED;2024;770016160;UNITE AUTODIALYSE AURA SANTEPOLE;940026677;0;0;1;;;;0;0;1;;;;1;1;0;0;0;1;1;1;;1;0;1;1;0;0;;;;;
INFOMED;2024;770016467;CLINIQUE DES PAYS DE MEAUX;920030269;;;;;;;;1;;;;;0;0;0;0;0;0;0;1;1;1;1;0;1;0;1;920030269;0.3;0.3;0.1;
INFOMED;2024;770016475;HAD DE L'EST FRANCILIEN 77;440052041;;;;;1;;;;;;;;0;0;0;0;0;0;1;1;1;1;1;1;1;0;0;;0.5;0.5;;
INFOMED;2024;770016491;CLINIQUE SOLIS DE MONTEVRAIN;770016483;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;;;;
INFOMED;2024;770019032;GHEF MARNE LA VALLEE SITE JOSSIGNY;770021145;;1;;;;;;;;1;;;0;0;0;0;0;0;0;1;1;1;1;0;1;1;;;8;8;1;1
INFOMED;2024;770020055;CENTRE NEPHROCARE MARNE LA VALLEE;770000271;;;1;;;;;;;;;;0;0;1;1;1;1;0;0;0;0;0;0;0;0;1;690780499;0.15;;0.01;
INFOMED;2024;770020477;HOP FORCILLES FONDATION COGNACQ JAY;750720468;;;1;;;;;;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;3;;1;
INFOMED;2024;770021186;GCS HAD REGION DE MELUN - ACTIVITE;770021160;;;;1;;;;;;;;;1;1;1;1;1;;;;;;;;;;;;;;;
INFOMED;2024;770021251;HAD NORD SEINE ET MARNE;440052041;;;;;1;;;;;;;;0;0;0;0;0;0;1;1;1;1;1;1;1;0;0;;1;1;;
INFOMED;2024;770023042;ANNEXE COULOMMIERS LRS DAF;750814030;;;;;;;1;;;;;;0;0;0;1;1;0;0;0;;;;;;1;1;020000303;1;1;0;0
INFOMED;2024;770150027;CLINIQUE FSEF NEUFMOUTIERS EN BRIE;750720575;0;0;0;0;0;0;;1;;0;1;0;0;0;0;0;0;0;0;;;;;;;;;;1.1;;0;
INFOMED;2024;770150043;BTP RESIDENCE MEDICO SOCIALES;750034589;;;;;;;1;;;;;;0;0;1;1;1;0;0;0;;;;;;;0;;;;;
INFOMED;2024;770300010;HOPITAL PRIVE DE MARNE CHANTEREINE;770004299;0;0;1;;;;;;;;;;0;0;0;0;0;0;0;0;;;;;;1;1;;1.8;;0.3;
INFOMED;2024;770300135;CLINIQUE MEDICO CHIRURG LES FONTAINES;770000289;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1.8;;0.63;
INFOMED;2024;770300143;CLINIQUE SAINT JEAN L ERMITAGE;770000362;;1;;;;;;;;;;;1;1;1;1;1;0;0;0;0;1;0;0;0;1;0;;1.61;;0;
INFOMED;2024;770300218;INSTITUT DE READAPTATION SERRIS;440052041;;;;;;;1;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;;0.1;
INFOMED;2024;770300259;CLINIQUE LES TROIS SOLEILS;770000347;0;0;0;0;0;0;1;0;0;0;;0;0;0;1;1;1;0;0;0;0;0;0;0;0;1;0;;0.94;0;0.05;0
INFOMED;2024;770310027;CLINIQUE PSYCHIATRIQ DE L ANGE GARDIEN;770000388;;;;;;;;;;0;1;0;0;0;0;1;1;0;0;1;0;1;0;0;0;0;0;;0.4;0.4;0.05;0.05
INFOMED;2024;770420024;ESSR LE PRIEURE;930027347;;;;;;;;1;;;;;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;0.93;;;
INFOMED;2024;770510055;MAISON HOSPITALIERE CHANTEMERLE;750719270;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;;0.2;0.2;0.07;0.07
INFOMED;2024;770700011;CENTRE DE READAPTATION DE COUBERT;930027347;;;;;;1;;;1;;;;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;2.66;;;
INFOMED;2024;770701225;CENTRE DE REEDUCATION LE BRASSET;750721334;;;;;;;;;1;;;;0;0;0;1;1;0;0;;;;;;;;0;;0.22;;;
INFOMED;2024;770790707;CLINIQUE DE TOURNAN;770000719;;;1;;;;;;;;;;1;1;1;1;1;0;0;1;0;1;0;0;0;0;0;;1;;0.09;
INFOMED;2024;770803708;UNITE DE DIALYSE AURA MEAUX;940026677;0;0;1;;;;0;0;1;;;;1;1;0;0;0;1;1;1;0;1;0;1;1;0;0;;;;;
INFOMED;2024;770803989;CTRE READAPTATION CARDIAQUE DE LA BRIE;770000925;;;;;;;0;0;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0.2;;0.23;
INFOMED;2024;770813400;CLINIQUE MEDICO CHIRURGICALE ST FARON;770001014;1;;;;;;;;;;;;1;0;1;1;1;;;0;;;;;;;0;;1;;0.2;
INFOMED;2024;780000287;CH FRANCOIS QUESNAY MANTES;780110011;0;1;0;;;;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;;7.6;5.6;0.7;
INFOMED;2024;780000295;CHI DE MEULAN LES MUREAUX;780002697;1;0;0;;;;0;1;0;0;1;0;0;0;0;0;0;;;0;0;0;0;0;0;1;0;;4;3;0.06;
INFOMED;2024;780000303;CENTRE HOSPITALIER DE PLAISIR;780024113;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;1;1;0;1;0;;;;;;1;0;;1.8;1.8;0.1;0.1
INFOMED;2024;780000311;CHI POISSY ST GERMAIN SITE DE POISSY;780001236;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;1;1;1;0;1;1;1;0;;8.2;8.2;1;
INFOMED;2024;780000329;CH DE RAMBOUILLET;780110052;0;1;0;;;;;;;;;;0;0;0;0;0;;;1;1;;;;;0;0;;5.74;5.74;0.9;0.9
INFOMED;2024;780000352;HOPITAL DU VESINET CENTRE;780110094;;;;;;;1;;;;;;0;0;0;0;0;;;0;0;0;;;;1;1;;2;;;
INFOMED;2024;780000378;CH LOCAL DE HOUDAN;780130027;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.19;;0.05;
INFOMED;2024;780000386;CH DE LA MAULDRE SITE SAINT LOUIS;780021788;0;0;1;;;;0;0;1;;;;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;;;0.2;
INFOMED;2024;780000402;CHS JEAN MARTIN CHARCOT;780024113;;;;;;;;;;1;0;0;0;0;0;1;;;;;;;;;;;;;0.5;0.5;0.05;0.05
INFOMED;2024;780000410;CHS THEOPHILE ROUSSEL;780140059;;;;;;;;;;1;0;0;0;0;0;0;0;0;0;1;1;1;0;1;1;1;0;;2;2;;
INFOMED;2024;780001657;HOPITAL PEDIATRIE REEDUCATION BULLION;780530010;;;;;;;0;1;0;;;;0;0;0;1;1;0;0;1;1;1;0;1;1;0;0;;0.8;0.8;0.1;0.1
INFOMED;2024;780004529;HAD KORIAN YVELINES SUD INICEA;310021233;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;;1;;1;
INFOMED;2024;780008298;CLINIQUE SAINT REMY;920030269;;;;;;;;1;;;;;0;0;0;0;0;0;0;1;1;1;1;0;1;0;1;920030269;0.3;;0.1;
INFOMED;2024;780018727;CLINIQUE SAINT GERMAIN;780018719;0;1;1;;;;;1;1;;;;0;0;0;0;0;;;1;0;0;0;1;0;1;0;;0.8;0.8;0.4;0.4
INFOMED;2024;780020111;ASSOCIATION ARISSE;780020111;;;;;;;;;;1;;;0;0;1;1;;0;0;0;1;1;0;1;1;0;;;;;;
INFOMED;2024;780022737;POLYCLINIQUE DE MAISONS LAFFITTE;780000675;0;1;0;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0.25;;0.03;
INFOMED;2024;780022760;CLINIQUE SSR - LE GRAND PARC INICEA;310021258;;;;;;;;1;;;;;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;;0.3;0.3;0.1;0
INFOMED;2024;780023545;HAD LEOPOLD BELLAN;750720609;;;;0;0;1;;;;;;;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;;0.33;;0.09;
INFOMED;2024;780023909;HDJ CTRE AUBERGENVILLOIS PSY AMBUL;780025441;;;;;;;;;;;1;;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;;;;;
INFOMED;2024;780140018;INSTITUT MGEN DE LA VERRIERE;750005068;1;;;;;;1;;;1;;;0;0;0;0;0;0;0;0;;;;;;;0;;1.86;;0;
INFOMED;2024;780140042;CLINIQUE D YVELINES;780017455;;;;;;;;;;;1;;0;0;0;0;0;1;1;1;0;0;0;0;1;0;0;;0.25;;0.05;
INFOMED;2024;780140075;CENTRE SPECIALISE GILBERT RABY;750721391;;;;;;;;1;;;1;;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;;0.6;;0.06;
INFOMED;2024;780150017;CTR DE SOINS ET READAPTATION CESSRIN;750005068;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;;;1;1;0;0;0;0;0;0;;1;;0;
INFOMED;2024;780150066;HOPITAL LA PORTE VERTE;780808614;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;0;0;;2.98;2.98;0.99;0.99
INFOMED;2024;780300075;CENTRE CARDIOLOGIQUE D EVECQUEMONT;780000485;;;1;;;;;;1;;;;0;0;0;0;0;0;0;;;;;;;1;1;;1.06;;0.07;
INFOMED;2024;780300083;CLINIQUE MEDICALE DE GOUSSONVILLE;920030269;;;;;;;;1;;;;;0;0;0;0;0;0;0;1;1;1;1;0;1;0;1;920030269;0.3;;0.1;
INFOMED;2024;780300109;CLINIQUE VAL DE SEINE A LOUVECIENNE;780000519;;;;;;;;1;;;;;0;0;0;0;0;1;1;;;;;;;;0;;;;;
INFOMED;2024;780300125;CLINIQUE DE LA REGION MANTAISE;780000535;0;0;1;;;;;;;;;;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;;1.06;1;0.07;0
INFOMED;2024;780300208;CLINIQUE SAINT LOUIS;780000576;;1;;;;;;1;;;;;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;950300202;0.5;0.5;0.25;0.25
INFOMED;2024;780300323;HOPITAL PRIVE FRANCISCAINES;780003679;0;0;1;;;;;;;;;;0;0;0;0;0;0;0;1;1;0;1;0;;1;0;;2;;0.98;0
INFOMED;2024;780300406;HOPITAL PRIVE DE PARLY II;780018032;;1;;;1;;;1;;;1;;;0;0;0;0;;;0;;;;;;0;0;;2.3;2.3;0.25;0.25
INFOMED;2024;780300414;CH PRIVE DE L EUROPE;780000675;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;3;3;0.12;0.12
INFOMED;2024;780300422;HOPITAL PRIVE DE L OUEST PARISIEN;780002259;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;3;3;0.25;0.25
INFOMED;2024;780300455;CH PRIVE DU MONTGARDE;780000717;;1;;;;;;;;;;;0;0;0;0;0;;;0;0;0;;;;1;1;;1;;0.07;
INFOMED;2024;780310025;CLINIQUE VILLA DES PAGES;920030269;;;;;;;;;;;1;;0;0;0;0;0;0;0;1;1;1;1;0;1;0;1;920030269;0.3;;0.1;
INFOMED;2024;780420022;SSR LE CERRSY;930027347;;;;;;;1;;;;;;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;0.88;;;
INFOMED;2024;780630026;CENTRE PEDIATRIQUE DES COTES;750803900;;1;;;;;;1;;;;;;;0;0;0;0;0;0;0;1;1;1;0;0;0;;0.53;;0.12;
INFOMED;2024;780800256;CH DE VERSAILLES SITE ANDRE MIGNOT;780110078;0;1;0;;;;0;1;0;1;0;0;0;0;0;0;0;;;0;0;0;0;0;0;1;0;;;;2;
INFOMED;2024;780825816;FONDATION MALLET SITE RICHEBOURG;780003638;;;;;;;0;1;0;;;;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;;0.39;;;
INFOMED;2024;790000087;CENTRE HOSPITALIER DE NIORT;790000012;0;0;1;0;1;0;0;1;0;1;0;0;0;0;0;0;0;1;1;1;1;1;0;1;1;0;0;;8.9;7.9;3.88;2
INFOMED;2024;790000111;CH HAUT VAL SEVRE & MELLOIS - ST MAIX.;790019491;1;;;1;;;1;;;;;;0;0;0;0;0;;0;0;1;0;0;0;0;0;1;790000087;0.7;;0.05;
INFOMED;2024;790000137;CH HAUT VAL SEVRE & MELLOIS - MELLE;790019491;1;;;1;1;;1;;;;;;1;1;1;1;1;0;0;0;1;0;0;0;0;;1;790000087;0.1;;0.05;
INFOMED;2024;790000186;MRC PARSAY - BREUIL/CHIZE;790000178;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0.5;0;0.3;0
INFOMED;2024;790000681;MELIORIS LE GRAND FEU;790002497;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;;1.8;0;0;0
INFOMED;2024;790007306;AURA POITOU-CH - NIORT;860000348;0;1;0;;;;;;;;;;0;0;0;0;0;0;0;0;;;;;;1;0;;0.01;;0;
INFOMED;2024;790008064;MELIORIS LE LOGIS DES FRANCS;790002497;0;0;0;0;0;0;;;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;;;0.5;0.1;0.05;0
INFOMED;2024;790009948;POLYCLINIQUE D'INKERMANN;790001242;0;1;0;;;;0;1;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;2;2;0.2;0.2
INFOMED;2024;790016794;AURA POITOU-CHARENTES - PARTHENAY;860000348;0;1;0;;;;;;;;;;0;0;0;0;0;0;0;0;;;;;;1;0;;0.01;;0;
INFOMED;2024;790019848;SITE HOSPITALIER FAYE L'ABBESSE;790006654;;;1;;;;;;1;;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;3.99;;1;
INFOMED;2024;790020853;HOPITAL DE JOUR RAMSAY SANTE;750068413;;;;;;;;;;;1;;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;;0.1;0.1;0.1;0.1
INFOMED;2024;800000143;CH ABBEVILLE;800000028;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;1;0;1;0;1;1;0;0;;4.8;;1.38;
INFOMED;2024;800000150;SSR PCP ALBERT;800002982;;;;;;;;;1;;;;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;;1;1;0.1;
INFOMED;2024;800000184;CH ALBERT;800000036;;1;;;1;;;1;;1;;;0;0;1;1;1;0;0;0;0;0;;;;1;1;800000200;0.5;0.5;0.2;0.2
INFOMED;2024;800000200;CH CORBIE;800000051;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;1;1;1;800000044;1.63;;0.18;
INFOMED;2024;800000226;CH DOULLENS;800000069;;1;;;1;;;1;;;;;0;0;0;0;0;0;0;1;1;1;1;1;0;1;1;620103440;2.5;;0.1;
INFOMED;2024;800000275;CH HAM;800000077;;;1;1;;;;1;;0;0;0;0;0;0;0;0;;;1;1;1;0;1;1;1;0;;0.43;;0.2;
INFOMED;2024;800000390;CH CHIMR MONTDIDIER;800000085;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;1;0;;1;0;0;;1.97;;0.5;
INFOMED;2024;800000432;CH PÉRONNE;800000093;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;1;1;020000162;2.97;2.97;0;
INFOMED;2024;800000440;CH CHIMR ROYE;800000085;;;1;;;1;;;1;;;1;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;;0;0;0;0
INFOMED;2024;800000457;ET PUBLIC DE SANTÉ MENTALE DE LA SOMME;800000119;;;;;;;;;;1;;;0;0;0;0;0;0;0;1;1;1;1;1;1;0;0;;2.16;;0.95;
INFOMED;2024;800000507;CH CHIBS SAINT-VALERY-SUR-SOMME;800000135;;;1;;;;;;1;;;;;;;;;0;0;;1;1;;;;1;1;800000028;0.8;;0.1;
INFOMED;2024;800000523;HAD ASS BOVES;800000853;;;;;;1;;;;;;;0;0;0;1;1;0;0;1;1;0;1;1;1;0;0;;1;1;0.86;0.86
INFOMED;2024;800002503;SA SAINTE-ISABELLE;800001141;0;1;0;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;1.5;1.5;0.23;0.23
INFOMED;2024;800006124;CHU AMIENS SUD;800000044;;;1;;;;;;1;;;;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;;20.9;;2.8;2.2
INFOMED;2024;800008989;SSR AQUENNES VILLERS-BRETONNEUX;800002941;;;;;;;;1;;;;;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;;0.5;;0;
INFOMED;2024;800009466;POLYCLINIQUE DE PICARDIE;800002982;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;2;0;0.12;0
INFOMED;2024;800009920;CLINIQUE VICTOR PAUCHET DE BUTLER;800003071;;;1;;;;;;1;;;;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;;6.58;5.58;0.7;0.7
INFOMED;2024;800012528;SSR PAUCHET CORBIE;800003071;;;;;;;0;0;1;;;;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;;1;;0.16;
INFOMED;2024;800013179;CLINIQUE DE L'EUROPE;800013138;;;1;;;;;;;;;;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;;1.61;;0.11;
INFOMED;2024;800015489;HAD CH ALBERT;800000036;;1;;;1;;;1;;1;;;0;0;1;1;1;;;0;;;;;;1;1;800000200;;;;
INFOMED;2024;800015729;SAS DE CARDIOLOGIES ET URGENCES;800015679;0;0;1;;;;;;;;;;1;0;1;1;1;0;0;1;1;0;0;0;0;1;0;;2.2;;0.1;
INFOMED;2024;800016727;SSR PAUCHET AMIENS;800003071;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;;0.5;0.4;0.23;0.11
INFOMED;2024;800018228;CLINIQUE DU CAMPUS PSYCHIATRIQUE;920039682;;;;;;;;;;;1;;0;0;0;0;0;0;0;1;1;1;1;0;1;0;1;920030269;0.3;;0.1;
INFOMED;2024;800021818;CENTRE PSYPRO AMIENS;690052147;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0.2;;;
INFOMED;2024;810000158;SSR LE REFUGE PROTESTANT MAZAMET;240000265;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0.1;0.1
INFOMED;2024;810000224;CL CLAUDE BERNARD ALBI;810000471;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;;3.3;3.3;0.4;
INFOMED;2024;810000232;CMRF ALBI;810099903;;;;;;;;1;;;;;0;0;0;1;1;0;1;1;1;1;1;0;1;1;0;;1.07;1.07;;
INFOMED;2024;810000448;POLYCLI FILIERIS STE BARBE CARMAUX;750050759;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;1;1;1;0;0;0;0;1;810000505;1.65;1.65;0.15;0.15
INFOMED;2024;810000505;CH ALBI;810000331;;;1;;;1;;;;;;;0;0;0;0;0;0;1;1;1;1;1;1;1;0;0;;6.22;4.92;2;0.75
INFOMED;2024;810000513;CH GAILLAC;810000349;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;1;0;1;810000331;0.85;0.6;0.1;0.05
INFOMED;2024;810000521;CHIC CASTRES MAZAMET SITE AUTAN;810000380;;;1;;;;1;;;;;;0;0;0;0;1;0;1;1;1;0;0;1;1;1;0;;7.67;4.94;1.4;1.3
INFOMED;2024;810000539;CH GRAULHET;810000398;;;1;;;;;;1;;;;0;0;0;0;0;0;1;1;0;0;1;1;1;0;1;810000331;0.4;0.4;0.1;0.05
INFOMED;2024;810000547;CHIC CASTRES MAZAMET SITE MAZAMET;810000380;;;;;;;;1;;;;;0;0;0;0;1;;;1;1;0;0;1;1;1;0;;;;;
INFOMED;2024;810000562;CH LAVAUR SITE GUIRAUD;810000455;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;1;1;1;1;1;1;0;0;;;;;
INFOMED;2024;810003954;CRPA VALENCE D'ALBIGEOIS;810099903;;;;;;;;1;;;;;0;0;0;1;1;0;1;1;1;1;1;0;1;1;0;;0.61;0.61;;
INFOMED;2024;810007989;HAD KORIAN PAYS D'OVALIE;310025010;;;;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
INFOMED;2024;810099838;CHIC CASTRES MAZAMET SITE MONGES CASTR;810000380;;;;;;;;1;;;;;0;0;0;0;1;;;1;1;0;0;1;1;1;0;;;;;
INFOMED;2024;810100008;FONDATION BON SAUVEUR D'ALBY;810100008;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;;2.25;;1;
INFOMED;2024;810101170;CL TOULOUSE LAUTREC ALBI;810101162;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;;3.16;;;
INFOMED;2024;810101444;POLYCLINIQUE DU SIDOBRE CASTRES;810000992;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;1;;3.14;;0.2;
INFOMED;2024;820000032;CH MONTAUBAN;820000016;;;1;;;1;1;;;1;;;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;;5.83;;1;
INFOMED;2024;820000040;CL CROIX ST MICHEL DR BOYE MONTAUBAN;820000081;;;1;;;;;;;;;;0;0;1;1;1;1;1;1;1;0;0;1;0;0;0;;2;;0.3;
INFOMED;2024;820000057;CL PONT DE CHAUME MONTAUBAN;820000131;;1;;;;;;1;;;;;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;;3.5;3.5;0.4;0.4
INFOMED;2024;820000065;CL DU DR HONORE CAVE MONTAUBAN;820000156;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;0;0;;1.5;1.5;0.34;0.34
INFOMED;2024;820000412;CL DE LONGUES AYGUES NEGREPELISSE;820000560;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;1;0;;1;;0;
INFOMED;2024;820000420;CH TURENNE NEGREPELISSE;820000206;;;;;;;1;0;0;;;;1;1;1;1;1;0;0;0;;;;;;0;1;;;;;
INFOMED;2024;820000461;CH DES DEUX RIVES VALENCE D'AGEN;820000248;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;820000032;0.07;0.07;0.1;0.1
INFOMED;2024;820000883;CHI CASTELSARRASIN MOISSAC SITE MOISSA;820004950;;;1;;;1;1;;;;;;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;820000016;1;1;0.4;0.4
INFOMED;2024;820002350;CTRE MIDI GASCOGNE BEAUMONT DE LOMAGNE;820000578;;;;;;;;;;;;;0;0;;;;0;1;0;;;;;;;0;;0.4;;0.01;
INFOMED;2024;820003218;CL SSR LA PINEDE ST NAUPHARY;820008142;;;;;;;0;;1;;;;0;0;0;1;1;0;1;1;0;1;1;0;0;0;0;;0.9;0.9;0;0
INFOMED;2024;830000279;CH JEAN MARCEL DE BRIGNOLES;830100517;;1;;;;;;1;;;;;1;0;0;0;1;0;0;;0;0;0;0;0;0;0;;1.98;1;1;1
INFOMED;2024;830000287;CH LA DRACENIE DE DRAGUIGNAN;830100525;1;0;0;;;;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;;5.25;4.25;1.57;0.87
INFOMED;2024;830000295;CH DE HYERES MARIE JOSEE TREFFOT;830100533;;;1;;;;;;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;3;3;0.2;0.2
INFOMED;2024;830000303;HOPITAL LEON BERARD;830100541;;;;;;;;;1;;;;0;0;0;0;0;0;0;1;1;1;1;1;1;0;0;;0.99;0.59;0.19;0.17
INFOMED;2024;830000311;CHI DE FREJUS SAINT RAPHAEL;830100566;;1;;;;;1;;;1;;;0;0;0;0;0;0;0;1;1;0;;;;0;1;830000337;5.08;;0.9;
INFOMED;2024;830000337;CENTRE HOSPITALIER DE SAINT TROPEZ;830100590;0;0;1;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;830000311;1;;0.12;
INFOMED;2024;830000345;CHITS CH SAINTE MUSSE;830100616;1;;;;;;1;;;1;;;0;0;0;0;0;;;;;;;;;1;0;;9.77;;0.83;0.83
INFOMED;2024;830000600;CHS PIERREFEU DU VAR HENRI GUERIN;830101200;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;1;;0;;1;1
INFOMED;2024;830003877;CLINIQUE LA BASTIDE;920030921;;;;;;;;;;;1;;0;0;0;0;0;0;0;1;1;1;1;0;1;0;1;920030269;0.3;;0.1;
INFOMED;2024;830012548;AVODD CENTRE D'HEMODIALYSE HYERES;830002119;;;1;;;;;;;;;;0;0;0;1;0;;;0;0;0;0;;;0;1;;0.25;;0.01;
INFOMED;2024;830012589;ADIVA CTRE D'HEMODIALYSE SEYNE SUR MER;830003695;;;1;;;;;;;;;;0;0;0;0;0;0;0;0;;;;;;0;1;830100434;2;2;0.25;0.25
