BOR;AN;FI;RS;FI_EJ;DIS;PART;NB_SECT;NB_DIF;INT;CAP_HTP;CAP_PFT;CAP_AAT;CAP_ACP;CAP_CCU;JLI_HTP;CAP_HDJ;CAP_HDN;NB_AT;SEJ_HTP;JOU_HTP;JOU_PFT;JOU_AAT;JOU_ACP;JOU_CCU;VEN_HDJ;VEN_HDN;VEN_AT;NB_CMP_SEUL;NB_CONSULT_SEUL;NB_CATTP;ACT_CMP_SEUL;ACT_CONSULT_SEUL;ACT_CATTP;ACT_AD;ACT_EMS;ACT_UHS;ACT_EME;FIL_TOT;FIL_AMB;EFFLIB_PKT;ETPSAL_PKT;EFFLIB_MED;ETPSAL_MED;GAR_SEN;AST_SEN;EFFLIB_PNM;ETPSAL_PNM;ETP_INF;ETP_AID;ETP_PSY;ETP_REE;ETP_EDU
PSY;2024;760026674;CLINIQUE OCEANE;750035578;TOT;0;;;0;90;;;;;32850;15;;;783;31365;;;;;2578;;;;;;;;;;;;;921;;5;0.2;;;;;;36.2;27.4;6.1;2.4;;1
PSY;2024;760035147;CLINIQUE DES BOUCLES DE LA SEINE;760035139;GEN;;;;;30;;;62;10;10980;;;;484;20188;;;13096;2262;;;;;;;;;;;;;;585;;3;;;1.72;1;1;;65.26;27.36;17.73;4.03;4.47;3.41
PSY;2024;760035147;CLINIQUE DES BOUCLES DE LA SEINE;760035139;TOT;0;;;0;30;;;62;10;10980;;;;484;20188;;;13096;2262;;;;;;;;;;;;;;585;;3;;;1.72;;;;65.26;27.36;17.73;4.03;4.47;3.41
PSY;2024;760780288;HOPITAL PRIVE DE JOUR MGEN;750005068;GEN;;;;;;;;;;;40;;;;;;;;;8365;;;;1;;;710;;;;;;294;163;;3.5;;;0;0;;15.8;9;;3.4;;3.4
PSY;2024;760780288;HOPITAL PRIVE DE JOUR MGEN;750005068;TOT;0;;;0;;;;;;;40;;;;;;;;;8365;;;;1;;;710;;;;;;294;163;;3.5;;;;;;15.8;9;;3.4;;3.4
PSY;2024;760781070;CENTRE PIERRE JANET CH LE HAVRE;760780726;GEN;;5;;;169;20;4;0;6;61854;169;0;0;2887;62852;5329;704;0;2109;15959;0;;14;4;4;58373;1359;8899;3862;605;2640;0;10002;8178;;19.96;;1.87;;;;411.98;260.52;60.74;21.95;1.67;8.94
PSY;2024;760781070;CENTRE PIERRE JANET CH LE HAVRE;760780726;INF;;2;;;8;0;;;;2928;39;0;0;154;2434;0;;;0;2210;0;0;8;1;5;27004;722;2047;6;0;1882;55;5375;5050;;12.22;;0.8;;;;96.92;34.72;8.64;13.3;4.63;21.65
PSY;2024;760781070;CENTRE PIERRE JANET CH LE HAVRE;760780726;PEN;;;;;0;;;;;;0;;0;0;0;;;;;0;;0;;;;;;;;;;;871;871;;;;;;;;6.6;1.6;;5;;
PSY;2024;760781070;CENTRE PIERRE JANET CH LE HAVRE;760780726;TOT;1;;3;1;177;20;4;0;6;64782;208;0;0;3041;65286;5329;704;0;2109;18169;0;0;22;5;9;85377;2081;10946;3868;605;4522;55;15824;13687;;32.18;;2.67;;;;515.5;296.84;69.38;40.25;6.3;30.59
PSY;2024;760783563;INSTITUT DE JOUR ALFRED BINET;760919373;INF;;;;;;;;;;;15;;;;;;;;;2351;;;;;;;;;;;;;22;;;0.2;;;;;;9.87;0.8;;0.24;0.53;5.58
PSY;2024;760783563;INSTITUT DE JOUR ALFRED BINET;760919373;TOT;0;;;0;;;;;;;15;;;;;;;;;2351;;;;;;;;;;;;;22;;;0.2;;;;;;9.87;0.8;;0.24;0.53;5.58
PSY;2024;760800938;CENTRE DE JOUR WINNICOTT CH DIEPPE;760780023;INF;;1;;;;;;;;;18;;;;;;;;;3904;;;;;;;;;;35;0;1;74;48;;0.7;;;;;;47.57;11.37;0.54;11.57;2.97;13.81
PSY;2024;760800938;CENTRE DE JOUR WINNICOTT CH DIEPPE;760780023;TOT;1;;;0;;;;;;;18;;;;;;;;;3904;;;;;;;;;;35;0;1;74;48;;0.7;;;;;;47.57;11.37;0.54;11.57;2.97;13.81
PSY;2024;760805770;HOPITAL JACQUES MONOD CH LE HAVRE;760780726;GEN;;0;;;;;;;;;;;;0;0;0;0;0;0;;0;0;;2;;;52;0;0;0;1190;0;785;785;;0.2;;;;;;3.31;3.31;;;;
PSY;2024;760805770;HOPITAL JACQUES MONOD CH LE HAVRE;760780726;INF;;2;;;;;;;;;4;;;0;0;0;;;0;358;0;0;1;2;;25;1;;;;4622;;1359;1339;;;;;;;;8.71;4.44;;0.18;0.7;2.4
PSY;2024;760805770;HOPITAL JACQUES MONOD CH LE HAVRE;760780726;PEN;;;;;;;;;;;;;;0;0;;;;;;;0;;;;;;;;;;;0;0;;2.8;;1.86;;;;18.46;14.16;;;;
PSY;2024;760805770;HOPITAL JACQUES MONOD CH LE HAVRE;760780726;TOT;1;;1;0;;;;;;;4;;;0;0;0;0;0;0;358;0;0;1;4;;25;53;0;0;0;5812;0;2137;2117;;3;;1.86;;;;30.48;21.91;;0.18;0.7;2.4
PSY;2024;770000131;CH DE COULOMMIERS;770021145;GEN;;2;;;44;;6;;;15159;12;;;512;13432;;1727;;;1362;;;3;2;1;9669;54;2233;2351;;4090;;1764;;;2;;3.24;1;0;;64.41;49.57;5.63;4.71;1;3.5
PSY;2024;770000131;CH DE COULOMMIERS;770021145;INF;;1;;;;;;;;;10;;;;;;;;;312;;;4;1;2;11990;3388;2871;;;522;;1354;;;2.7;;;0;0;;40.04;4.33;0.67;15.63;8.72;10.69
PSY;2024;770000131;CH DE COULOMMIERS;770021145;TOT;1;;;0;44;;6;;;15159;22;;;512;13432;;1727;;;1674;;;7;3;3;21659;3442;5104;2351;;4612;;3101;;;4.7;;3.24;;;;104.45;53.9;6.3;20.34;9.72;14.19
PSY;2024;770000156;CH DE MELUN SITE SANTEPOLE;770110054;GEN;;4;;;81;2;;;22;29646;31;;0;1030;34415;458;;;10653;1237;;0;4;;3;17092;;2892;;;2036;;2701;1951;0;20.83;;;1;1;;236.14;109.07;53.22;28.64;9.58;
PSY;2024;770000156;CH DE MELUN SITE SANTEPOLE;770110054;INF;;6;;;;;;;;;23;;;;;;;;;2400;;;6;;1;11838;;1750;;;;;1323;1252;;;;;;;;;;;;;
PSY;2024;770000156;CH DE MELUN SITE SANTEPOLE;770110054;TOT;1;;6;1;81;2;;;22;29646;54;;0;1030;34415;458;;;10653;3637;;0;10;;4;28930;;4642;;;2036;;4024;3203;0;20.83;;;;;;236.14;109.07;53.22;28.64;9.58;
PSY;2024;770000172;CH DE PROVINS LEON BINET;770110070;GEN;;1;;;25;;6;;;9125;10;;;358;6582;;1721;;;4698;;;1;1;1;7785;1209;471;3629;304;21;;1420;;;6.13;;;1;1;;51.47;31.66;8.43;2.45;0.22;0.88
PSY;2024;770000172;CH DE PROVINS LEON BINET;770110070;TOT;1;;0;0;25;;6;;;9125;10;;;358;6582;;1721;;;4698;;;1;1;1;7785;1209;471;3629;304;21;;1420;;;6.13;;;;;;51.47;31.66;8.43;2.45;0.22;0.88
PSY;2024;770000214;CH SUD SEINE ET MARNE SITE DE NEMOURS;770021152;GEN;;2;;;35;5;;;;12775;15;;;625;13774;1220;;;;1348;;;3;1;3;19868;1741;3836;1008;11162;3382;0;3546;3089;;8.46;;;;;;91.61;55;19.77;8.1;1.1;7.65
PSY;2024;770000214;CH SUD SEINE ET MARNE SITE DE NEMOURS;770021152;INF;;1;;;;;;;;;28;;;;;;;;;2227;;;3;1;3;10702;445;4851;26;5;272;67;1372;1275;;;;;;;;46.23;17.67;;13.38;7.04;8.14
PSY;2024;770000214;CH SUD SEINE ET MARNE SITE DE NEMOURS;770021152;TOT;1;;2;0;35;5;;;;12775;43;;;625;13774;1220;;;;3575;;;6;2;6;30570;2186;8687;1034;11167;3654;67;4815;4274;;8.46;;;;;;137.84;72.67;19.77;21.48;8.14;15.79
PSY;2024;770000446;CH DE MEAUX SITE SAINT FARON;770021145;GEN;;3;;;79;7;;;;28835;31;10;;948;27190;2304;;;;3560;146;;5;4;2;16625;1883;5324;743;;145;;2629;2288;;15.11;;5;1;0;;138.83;86.99;37.24;9.48;;5.12
PSY;2024;770000446;CH DE MEAUX SITE SAINT FARON;770021145;INF;;1;;;;;;;;;18;;;;;;;;;2686;;;8;1;1;7934;1343;762;;;;;1035;1022;;1;;1;0;0;;42.96;9.77;0;14.31;9.15;9.73
PSY;2024;770000446;CH DE MEAUX SITE SAINT FARON;770021145;TOT;1;;1;1;79;7;;;;28835;49;10;;948;27190;2304;;;;6246;146;;13;5;3;24559;3226;6086;743;;145;;3637;3284;;16.11;;6;;;;181.79;96.76;37.24;23.79;9.15;14.85
PSY;2024;770006138;CLINIQUE PSY PAYS DE SEINE INICEA;770020113;GEN;;2;;;106;;;;;38690;39;;;900;36997;;;;;12021;;;;;;;;;;;;;727;;5;;1;1;0;0;3;93.35;26.62;19.49;4.26;2;6.09
PSY;2024;770006138;CLINIQUE PSY PAYS DE SEINE INICEA;770020113;INF;;1;;;14;;;;;5110;;;;75;4090;;;;;;;;;;;;;;;;;;75;;;1.75;;;0;0;2;14.8;10.2;4.1;1.3;0.5;1.4
PSY;2024;770006138;CLINIQUE PSY PAYS DE SEINE INICEA;770020113;TOT;1;;;0;120;;;;;43800;39;;;975;41087;;;;;12021;;;;;;;;;;;;;972;;5;1.75;1;1;;;5;108.15;36.82;23.59;5.56;2.5;7.49
PSY;2024;770019032;GHEF MARNE LA VALLEE SITE JOSSIGNY;770021145;GEN;;4;;;115;;9;;;41975;100;;;1844;39330;;1103;;;13222;;;5;3;;40203;226;;1324;;336;;6006;5601;;14.7;;2.05;1;0;;161.67;114.77;31.65;9.4;;5.85
PSY;2024;770019032;GHEF MARNE LA VALLEE SITE JOSSIGNY;770021145;INF;;1;;;;;;;;;40;;;;;;;;;3617;;;10;3;4;38543;1186;1937;;;3395;;3337;3302;;11.72;;;0;0;;107.67;18.88;1.93;32.92;24.65;29.29
PSY;2024;770019032;GHEF MARNE LA VALLEE SITE JOSSIGNY;770021145;TOT;1;;;0;115;;9;;;41975;140;;;1844;39330;;1103;;;16839;;;15;6;4;78746;1412;1937;1324;;3731;;9272;8840;;26.42;;2.05;;;;269.34;133.65;33.58;42.32;24.65;35.14
PSY;2024;770150027;CLINIQUE FSEF NEUFMOUTIERS EN BRIE;750720575;INF;;;;;56;;;;;11268;15;;;368;7716;;;;;2072;;;1;1;1;493;113;428;48;;217;491;491;;;5.5;;;1;1;;61.92;40.53;1;6.1;1;3.78
PSY;2024;770150027;CLINIQUE FSEF NEUFMOUTIERS EN BRIE;750720575;TOT;0;;;0;56;;;;;11268;15;;;368;7716;;;;;2072;;;1;1;1;493;113;428;48;;217;491;491;;;5.5;;;;;;61.92;40.53;1;6.1;1;3.78
PSY;2024;770310027;CLINIQUE PSYCHIATRIQ DE L ANGE GARDIEN;770000388;GEN;;;;;232;;;;;84912;15;;;1462;63761;;;;;1605;;;;;;;;;;;;;942;;8;0.35;;0.31;0;0;;55.47;27.11;19.26;2.91;0.74;5.45
PSY;2024;770310027;CLINIQUE PSYCHIATRIQ DE L ANGE GARDIEN;770000388;TOT;0;;;0;232;;;;;84912;15;;;1462;63761;;;;;1605;;;;;;;;;;;;;942;;8;0.35;;0.31;;;;55.47;27.11;19.26;2.91;0.74;5.45
PSY;2024;770510055;MAISON HOSPITALIERE CHANTEMERLE;750719270;GEN;;;;;55;0;0;20;0;22350;25;0;0;216;14370;0;0;306;0;32;;;;;;;;;;;;;229;0;;3.97;;0.1;0;1;;29.31;15.43;7.42;2.13;2.13;2.2
PSY;2024;770510055;MAISON HOSPITALIERE CHANTEMERLE;750719270;TOT;0;;;0;55;0;0;20;0;22350;25;0;0;216;14370;0;0;306;0;32;;;;;;;;;;;;;229;0;;3.97;;0.1;;;;29.31;15.43;7.42;2.13;2.13;2.2
PSY;2024;780000287;CH FRANCOIS QUESNAY MANTES;780110011;GEN;;2;;;50;0;8;0;6;20496;25;0;1;834;12531;;1118;;1240;2983;;990;2;1;1;7778;600;583;509;14;1648;;1949;1418;;7.7;;0.3;;;;99.28;57.8;19.94;6.04;1.44;2.41
PSY;2024;780000287;CH FRANCOIS QUESNAY MANTES;780110011;INF;;1;;;;;;;;;15;;1;;;;;;;2835;;544;1;;1;5635;;544;;;;;621;605;;1.6;;0.5;;;;41.21;6.64;3.57;10.65;3.9;8.3
PSY;2024;780000287;CH FRANCOIS QUESNAY MANTES;780110011;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.45;;;;3.67;3.47;0;1;0;0
PSY;2024;780000287;CH FRANCOIS QUESNAY MANTES;780110011;TOT;1;;6;1;50;0;8;0;6;20496;40;0;2;834;12531;;1118;;1240;5818;;1534;3;1;2;13413;600;1127;509;14;1648;;2570;2023;;9.3;;1.25;;;;144.16;67.91;23.51;17.69;5.34;10.71
PSY;2024;780000303;CENTRE HOSPITALIER DE PLAISIR;780024113;GEN;;;;;;;;;;;10;;;;;;;;;1598;;;;;;;;;;;;;155;;;0.9;0;;;;;14.39;4;4.5;2.41;2.88;0
PSY;2024;780000303;CENTRE HOSPITALIER DE PLAISIR;780024113;TOT;0;;;0;;;;;;;10;;;;;;;;;1598;;;;;;;;;;;;;155;;;0.9;0;;;;;14.39;4;4.5;2.41;2.88;0
PSY;2024;780000311;CHI POISSY ST GERMAIN SITE DE POISSY;780001236;GEN;;2;;;48;4;3;;;12444;29;;1;1248;11702;1426;1098;;;3197;;703;4;4;1;14421;2338;1765;724;126;5263;;3167;2528;;7.08;;;1;0;;66.69;23.42;11.45;2.21;1.21;2.76
PSY;2024;780000311;CHI POISSY ST GERMAIN SITE DE POISSY;780001236;INF;;1;;;;;;;;;20;;;;;;;;;1884;;;4;1;3;12727;443;1416;;;;;1000;1000;;3.38;;;0;0;;43.21;15.09;1;8.98;7.21;4.84
PSY;2024;780000311;CHI POISSY ST GERMAIN SITE DE POISSY;780001236;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.4;;1.58;;;;9.2;4.98;0.8;1.16;;
PSY;2024;780000311;CHI POISSY ST GERMAIN SITE DE POISSY;780001236;TOT;1;;1;0;48;4;3;;;12444;49;;1;1248;11702;1426;1098;;;5081;;703;8;5;4;27148;2781;3181;724;126;5263;;4083;3528;;10.86;;1.58;;;;119.1;43.49;13.25;12.35;8.42;7.6
PSY;2024;780000337;CHI POISSY ST GERMAIN SITE ST GERMAIN;780001236;GEN;;1;;;57;;2;;;17180;;;1;498;8421;;121;;;5612;;703;1;0;1;8591;;803;386;;630;;1061;641;;3.65;;;1;0;;66.42;29.84;14.73;4.63;;
PSY;2024;780000337;CHI POISSY ST GERMAIN SITE ST GERMAIN;780001236;TOT;1;;1;0;57;;2;;;17180;;;1;498;8421;;121;;;5612;;703;1;0;1;8591;;803;386;;630;;1061;641;;3.65;;;;;;66.42;29.84;14.73;4.63;;
PSY;2024;780000402;CHS JEAN MARTIN CHARCOT;780024113;GEN;;5;;;100;0;0;;;36500;71;5;;840;29931;;1477;;;11572;0;;8;7;5;39147;5230;3287;5272;189;5566;23;5877;5208;;38.37;;4.97;;;;310.47;142.7;52.22;34.99;12.47;24.93
PSY;2024;780000402;CHS JEAN MARTIN CHARCOT;780024113;INF;;2;;;8;;;;;2920;79;;;70;1167;;;;;10444;;;5;1;4;18173;2494;2168;1073;;600;1;2303;2055;;10.77;;1.6;;;;137.92;60.26;12.16;18.65;19.06;15.32
PSY;2024;780000402;CHS JEAN MARTIN CHARCOT;780024113;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8758;;;;1697;1686;;2.77;;;;;;11.71;6.87;0;2;0;0.6
PSY;2024;780000402;CHS JEAN MARTIN CHARCOT;780024113;TOT;1;;17;1;108;0;0;;;39420;150;5;;910;31098;;1477;;;22016;0;;13;8;9;57320;7724;5455;15103;189;6166;24;10044;8793;;51.91;;6.57;;;;460.1;209.83;64.38;55.64;31.53;40.85
PSY;2024;780000410;CHS THEOPHILE ROUSSEL;780140059;GEN;;3;;;61;;;8;;25185;40;0;;843;22576;;;1997;;4792;0;;4;10;1;18730;1354;2301;629;664;11;0;2557;2007;0;13.16;0;2.04;1;1;;163.91;82.9;29.98;10.49;6.72;5.89
PSY;2024;780000410;CHS THEOPHILE ROUSSEL;780140059;INF;;1;;;17;;;;;5547;39;0;;189;3965;;;;;3401;0;;3;7;1;13488;811;69;40;36;0;199;1423;1219;0;10.7;0;1.8;1;1;;113.78;32.8;12.29;17.6;8.37;27.9
PSY;2024;780000410;CHS THEOPHILE ROUSSEL;780140059;TOT;1;;2;0;78;;;8;;30732;79;0;;1032;26541;;;1997;;8193;0;;7;17;2;32218;2165;2370;669;700;11;199;3948;3195;0;23.86;0;3.84;;;;277.69;115.7;42.27;28.09;15.09;33.79
PSY;2024;780000428;CHI MEULAN (SITE DE BECHEVILLE);780002697;GEN;;2;;;70;;;;;25620;15;;0;591;21247;;;;;1934;;;3;1;1;15015;1152;1026;;;;;2106;1949;;14.65;;;;;142;138.43;67.2;28.47;5.86;2;1
PSY;2024;780000428;CHI MEULAN (SITE DE BECHEVILLE);780002697;INF;;1;;;9;;;;;3294;15;;0;0;0;;;;;868;;;2;;1;7963;;1289;;;;;571;546;;1.75;;;;;30;28.39;4;;6.03;4.25;7.02
PSY;2024;780000428;CHI MEULAN (SITE DE BECHEVILLE);780002697;TOT;1;;1;0;79;;;;;28914;30;;0;591;21247;;;;;2802;;;5;1;2;22978;1152;2315;;;;;2677;2495;;16.4;;;;;172;166.82;71.2;28.47;11.89;6.25;8.02
PSY;2024;780020111;ASSOCIATION ARISSE;780020111;INF;;;;;;;;;;;48;;;;;;;;;7405;;;1;;;6133;;;;;;;427;427;;1.4;;;;;0;25.49;0.85;0;6.05;3.33;15.26
PSY;2024;780020111;ASSOCIATION ARISSE;780020111;TOT;0;;;0;;;;;;;48;;;;;;;;;7405;;;1;;;6133;;;;;;;427;427;;1.4;;;;;0;25.49;0.85;0;6.05;3.33;15.26
PSY;2024;780023909;HDJ CTRE AUBERGENVILLOIS PSY AMBUL;780025441;GEN;;;;;;;;;;;20;;;;;;;;;3881;;;;;;;;;;;;;152;;;1.53;;;;;;8.49;3.5;;1.6;;
PSY;2024;780023909;HDJ CTRE AUBERGENVILLOIS PSY AMBUL;780025441;INF;;;;;;;;;;;20;;;;;;;;;13;;;;;;;;;;;;;2;;;0.07;;;;;;0.91;0.7;;;;
PSY;2024;780023909;HDJ CTRE AUBERGENVILLOIS PSY AMBUL;780025441;TOT;0;;;0;;;;;;;40;;;;;;;;;3894;;;;;;;;;;;;;154;;;1.6;;;;;;9.4;4.2;;1.6;;
PSY;2024;780140018;INSTITUT MGEN DE LA VERRIERE;750005068;GEN;;1;;;70;;;;;25620;42;;;572;20744;;;;0;3262;;;1;1;;9468;286;;;;;;1366;921;;12.08;;1.85;0;1;;114.96;52.08;27.71;4.34;7.81;10.28
PSY;2024;780140018;INSTITUT MGEN DE LA VERRIERE;750005068;INF;;0;;;40;;;;20;14640;7;;;182;3891;;;;3710;825;;;0;0;;;;;;;;;177;47;;6.38;;0.02;0;1;;63.9;25.36;10.28;6.36;6.97;10.53
PSY;2024;780140018;INSTITUT MGEN DE LA VERRIERE;750005068;TOT;1;;1;0;110;;;;20;40260;49;;;754;24635;;;;3710;4087;;;1;1;;9468;286;;;;;;1526;958;;18.46;;1.87;;;;178.86;77.44;37.99;10.7;14.78;20.81
PSY;2024;780140042;CLINIQUE D YVELINES;780017455;GEN;;;;;138;;;;12;54609;12;;;1560;49955;;;;4654;2253;;;;;;;;;;;;;1453;;9;2.12;1;;0;1;2;95.27;27.57;16.4;2.75;1.32;1.66
PSY;2024;780140042;CLINIQUE D YVELINES;780017455;TOT;0;;;0;138;;;;12;54609;12;;;1560;49955;;;;4654;2253;;;;;;;;;;;;;1453;;9;2.12;1;;;;2;95.27;27.57;16.4;2.75;1.32;1.66
PSY;2024;780140075;CENTRE SPECIALISE GILBERT RABY;750721391;GEN;;;;;50;0;0;0;0;18250;5;0;0;386;13298;;;;;1197;;;;;;;;;;;;;386;;0;0.78;0;4.2;1;1;0;45.51;24.03;1;4.13;2.8;3.66
PSY;2024;780140075;CENTRE SPECIALISE GILBERT RABY;750721391;TOT;0;;;0;50;0;0;0;0;18250;5;0;0;386;13298;;;;;1197;;;;;;;;;;;;;386;;0;0.78;0;4.2;;;0;45.51;24.03;1;4.13;2.8;3.66
PSY;2024;780170049;HDJ POUR ENFANTS ASOIMEEP;780009528;INF;;1;;;;;;;;;29;;;;;;;;;3902;;;;;;;;;;;;;30;;;0.99;;;0;0;;17.01;3.55;0;0.99;1.2;11.27
PSY;2024;780170049;HDJ POUR ENFANTS ASOIMEEP;780009528;TOT;1;;;0;;;;;;;29;;;;;;;;;3902;;;;;;;;;;;;;30;;;0.99;;;;;;17.01;3.55;0;0.99;1.2;11.27
PSY;2024;780170056;HDJ L ENVOL;780825097;INF;;;;;;;;;;;22;;;;;;;;;2523;;;;;;;;;;;;;39;;;0.45;;;0;0;;20.85;3;0;1.9;1.2;11
PSY;2024;780170056;HDJ L ENVOL;780825097;TOT;0;;;0;;;;;;;22;;;;;;;;;2523;;;;;;;;;;;;;39;;;0.45;;;;;;20.85;3;0;1.9;1.2;11
PSY;2024;780310025;CLINIQUE VILLA DES PAGES;920030269;GEN;;;;;59;;;;;21594;10;;;430;11581;;;;;1895;;;;;;;;;;;;;338;;2;5.2;;1;0;0;;58.51;24.27;13.56;3.45;3;1.1
PSY;2024;780310025;CLINIQUE VILLA DES PAGES;920030269;TOT;0;;;0;59;;;;;21594;10;;;430;11581;;;;;1895;;;;;;;;;;;;;338;;2;5.2;;1;;;;58.51;24.27;13.56;3.45;3;1.1
PSY;2024;780800256;CH DE VERSAILLES SITE ANDRE MIGNOT;780110078;GEN;;1;;;45;;;;;16427;8;;;1591;14163;;;;;1682;;;1;9;;14227;2581;;766;32;5649;;5004;4163;;16.1;;3.02;1;0;;114.97;58.49;29.86;6.58;0.6;2.05
PSY;2024;780800256;CH DE VERSAILLES SITE ANDRE MIGNOT;780110078;INF;;1;;;4;;;;;1464;8;;;55;1225;;;;;298;;;2;7;1;12403;3011;783;37;1;1806;5;1807;1717;;11.06;;3.44;;;;64.48;21.42;2.96;18.06;7.14;8.65
PSY;2024;780800256;CH DE VERSAILLES SITE ANDRE MIGNOT;780110078;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.2;;;;;;;;;;;
PSY;2024;780800256;CH DE VERSAILLES SITE ANDRE MIGNOT;780110078;TOT;1;;16;1;49;;;;;17891;16;;;1646;15388;;;;;1980;;;3;16;1;26630;5592;783;803;33;7455;5;6699;5793;;27.36;;6.46;;;;179.45;79.91;32.82;24.64;7.74;10.7
PSY;2024;790000087;CENTRE HOSPITALIER DE NIORT;790000012;GEN;;3;;;102;6;8;;10;37230;47;;;940;35580;1251;2150;;2981;5132;;;1;18;1;6863;5730;1026;181;114;2636;;2931;1555;;15;;8.85;0;1;;328.96;172.28;54.29;20.46;4.66;17.21
PSY;2024;790000087;CENTRE HOSPITALIER DE NIORT;790000012;INF;;1;;;12;;;;;4380;33;;;227;2671;;;;;1646;;;1;3;;252;67;;188;24;;;323;45;;3.48;;;0;1;;82.7;44.58;2.02;12.59;6.46;6.19
PSY;2024;790000087;CENTRE HOSPITALIER DE NIORT;790000012;PEN;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;0.2;;;;;;;;;;;
PSY;2024;790000087;CENTRE HOSPITALIER DE NIORT;790000012;TOT;1;;;1;114;6;8;;10;41610;80;;;1167;38251;1251;2150;;2981;6778;;;2;21;1;7115;5797;1026;369;138;2636;;3034;1595;;18.68;;8.85;;;;411.66;216.86;56.31;33.05;11.12;23.4
PSY;2024;790003537;SITE HOSPITALIER DE THOUARS;790006654;GEN;;2;;;37;;;;;13542;;;;389;13695;;;;;;;;;;;;;;;;;;270;;;1.4;;0.77;;;;85.29;29.36;28.3;1.3;2.83;4.83
PSY;2024;790003537;SITE HOSPITALIER DE THOUARS;790006654;INF;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;59;;;;;;;;;;;;;;
PSY;2024;790003537;SITE HOSPITALIER DE THOUARS;790006654;TOT;1;;0;0;37;;;;;13542;;;;389;13695;;;;;;;;;;;;;;;;;;329;;;1.4;;0.77;;;;85.29;29.36;28.3;1.3;2.83;4.83
PSY;2024;790007694;PSY. ADULTES - HOP DE JOUR MALADRY;790006654;GEN;;2;;;;;;;;;44;;;;;;;;;6901;;;2;1;1;19785;38;4403;3470;99;1080;0;3316;3020;;1.74;;;0;0;;57.29;28.12;0.04;6.34;1.5;8.6
PSY;2024;790007694;PSY. ADULTES - HOP DE JOUR MALADRY;790006654;INF;;2;;;;;;;;;20;;;;;;;;;2285;;;2;;1;7089;0;1338;518;6;41;79;672;560;;1;;;0;0;;38.39;15.91;0;8.16;2.02;6.56
PSY;2024;790007694;PSY. ADULTES - HOP DE JOUR MALADRY;790006654;TOT;1;;1;0;;;;;;;64;;;;;;;;;9186;;;4;1;2;26874;38;5741;3988;105;1121;79;3887;3483;;2.74;;;;;;95.68;44.03;0.04;14.5;3.52;15.16
PSY;2024;790012355;CEAA - CTRE EXPERTISE AUTISME ADULTES;790000012;GEN;;;;;8;;5;;;2928;31;;;33;2436;;485;;;806;;;15;1;2;31697;99;2683;1867;844;158;;5924;5822;;1;;1;;;;64.05;29.82;15.89;5;0.05;4.7
PSY;2024;790012355;CEAA - CTRE EXPERTISE AUTISME ADULTES;790000012;INF;;;;;;;;;;;;;;;;;;;;;;;5;1;;16887;75;;149;17;692;54;2220;2220;;;;;;;;5.74;5.2;;0.24;;0.3
PSY;2024;790012355;CEAA - CTRE EXPERTISE AUTISME ADULTES;790000012;TOT;0;;;0;8;;5;;;2928;31;;;33;2436;;485;;;806;;;20;2;2;48584;174;2683;2016;861;850;54;8083;7981;;1;;1;;;;69.79;35.02;15.89;5.24;0.05;5
PSY;2024;790020853;HOPITAL DE JOUR RAMSAY SANTE;750068413;GEN;;;;;;;;;;;12;;;;;;;;;547;;;;;;;;;;;;;64;;1;1;;;0;0;;3;3;;;;
PSY;2024;790020853;HOPITAL DE JOUR RAMSAY SANTE;750068413;TOT;0;;;0;;;;;;;12;;;;;;;;;547;;;;;;;;;;;;;64;;1;1;;;;;;3;3;;;;
PSY;2024;800000143;CH ABBEVILLE;800000028;GEN;;2;;;60;;;;;21900;12;;;1093;16547;;;;;2128;;;2;2;1;18403;2890;1527;1686;599;1281;;3271;3197;;7.87;;0.2;;;;85.16;56.13;1.38;10.27;2;4.8
PSY;2024;800000143;CH ABBEVILLE;800000028;INF;;1;;;;;;;;;15;;;;;;;;;1197;;;2;1;1;6213;3940;1652;98;18;484;549;944;936;;2.82;;;;;;43.39;11.59;;7.57;6.91;9.67
PSY;2024;800000143;CH ABBEVILLE;800000028;TOT;1;;;0;60;;;;;21900;27;;;1093;16547;;;;;3325;;;4;3;2;24616;6830;3179;1784;617;1765;549;4162;4090;;10.69;;0.2;;;;128.55;67.72;1.38;17.84;8.91;14.47
PSY;2024;800000390;CH CHIMR MONTDIDIER;800000085;GEN;;1;;;;;;;;;15;;;;;;;;;1970;;;1;;1;2220;;786;1991;99;3;0;481;394;0;0.9;0;2.52;;;0;44.89;20.93;8.08;3.4;0.49;1.8
PSY;2024;800000390;CH CHIMR MONTDIDIER;800000085;TOT;1;;0;0;;;;;;;15;;;;;;;;;1970;;;1;;1;2220;;786;1991;99;3;0;481;394;0;0.9;0;2.52;;;0;44.89;20.93;8.08;3.4;0.49;1.8
