BOR;AN;FI;RS;FI_EJ;PSY_A45;PSY_A46;PSY_B45;PSY_B46;PSY_C45;PSY_C46;PSY_D45;PSY_D46;PSY_E45;PSY_E46;PSY_C22;PSY_C23;PSY_C24;PSY_C25;PSY_C26;PSY_C27;PSY_C28;PSY_D22;PSY_D23;PSY_D24;PSY_D25;PSY_D26;PSY_D27;PSY_D28;PSY_E22;PSY_E23;PSY_E24;PSY_E25;PSY_E26;PSY_E27;PSY_E28;PSY_A38;PSY_B38;PSY_A41;PSY_B41;PSY_A42;PSY_B42;PSY_A43;PSY_A44;PSY_A47;PSY_B47;PSY_A48;PSY_B48;PSY_A49;PSY_B49
PSY2;2024;690036108;CENTRE AMBULATOIRE LYON;690036090;;;;;;;;;;;;;;;;;;9351;;;;;;;;;;;;;;0;;0;;0;;0;0;0;;0;;0;
PSY2;2024;690041488;ADDIPSY;690041488;;;;;;;;;;;;;;;;;;12555;;;;;;;;;;;;;;0;;0;;0;;0;0;0;;0;;0;
PSY2;2024;690041579;CENTRE AMBULATOIRE VILLEFRANCHE;690044052;;;;;;;;;;;;;;;;;;5828;;;;;;;;;;;;;;0;;0;;0;;0;0;0;;0;;0;
PSY2;2024;690043393;C2RBP LYON METROPOLE;690043385;;;;;;;;;;;;;;;;;;7083;;;;;;;20;;;;;;;0;;0;;0;;0;0;0;;0;;0;
PSY2;2024;690044623;CENTRE PSYPRO LYON;690042593;;;;;;;;;;;;;;;;;;14833;;;;;;;;;;;;;;0;;0;;0;;0;0;0;;0;;0;
PSY2;2024;690051347;IEAJA LYON;690045117;0;0;0;0;0;0;0;0;0;0;15467;0;0;0;0;0;0;1169;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0;;0;0;1;3;0;0;0;
PSY2;2024;690780093;HOP INSTRUC DES ARMEES DESGENETTES;750821092;;;;;;;;;;;;;;;;;;1966;;;;;;;4651;;;;;;;0;;0;;0;;0;0;0;;0;;0;
PSY2;2024;690780507;CLINIQUE MEDICALE DE CHAMPVERT;920031721;;;;;;;;;;;66234;;;;;;;5610;;;;;;;;;;;;;;0;;0;;0;;0;0;0;;0;;0;
PSY2;2024;690780515;CLINIQUE VILLA DES ROSES;690000294;;;;;;;;;;;21880;;;;;;;9076;;;;;;;;;;;;;;0;;0;;;;0;0;0;;0;;0;
PSY2;2024;690780523;CLINIQUE LA CHAVANNERIE;920031739;;;;;;;;;;;18463;;;;;;;4114;;;;;;;;;;;;;;0;;0;;0;;0;0;0;;0;;0;
PSY2;2024;690780549;CLINIQUE LYON LUMIERE;920030269;;;;;;;;;;;58630;;;;;;;2591;;;;;;;;;;;;;;0;;0;;0;;0;0;0;;0;;0;
PSY2;2024;690781745;CLINIQUE SAINT VINCENT DE PAUL LYON;690000542;;;;;;;;;;;43805;;;;;;;7837;;;;;;;578;;;;;;;0;;0;;0;;0;0;0;;0;;0;
PSY2;2024;690782081;CTRE DE SANTÉ MENTALE HJ MGEN;750005068;;;;;;;;;;;;;;;;;;5949;;;;;;;;;;;;;;0;;0;;0;;0;0;0;;0;;0;
PSY2;2024;690782172;SANTE MENTALE ET COMMUNAUTES;690782172;;;;;;;;;;;9668;;;;;;;2540;;;;;;;5354;;;;;;;0;;0;;0;;0;0;0;;0;;0;
PSY2;2024;690796727;FONDATION ARHM;690796727;;;;;;;;;;;34046;11980;3855;0;0;22038;7824;17670;824;204;0;0;1602;703;152132;2969;1324;0;0;4393;1550;0;;0;;0;;0;0;1;;1;;1;
PSY2;2024;700780075;CHS ST REMY ET NFC SITE SAINT REMY;700004096;;;;;;;;;;;57360;3124;277;48;40;5002;1893;11480;153;;;;76;;100986;221;25;;;160;78;1;0.53;0;;0;;0;0;1;8;1;6;1;
PSY2;2024;710015587;CLINIQUE LE GOUZ;750060246;;;;;;;;;;;4833;;;;;;;1726;;;;;;;;;;;;;;0;;0;;0;;0;0;0;;0;;0;
PSY2;2024;710780818;CLINIQUE VAL DRACY;710000233;;;;;;;;;;;24094;;;;;4526;4655;5583;;;;;;;;;;;;;;0;;0;;0;;0;0;1;1;1;2;0;
PSY2;2024;710978230;EPSM 71;710781329;;;;;;6;145;145;2201;542;47629;5142;3440;0;274;12191;7095;18574;27;24;0;0;55;0;124509;603;162;0;8;1217;734;1;;0;;0;;0;0;1;2;1;9;1;1039
PSY2;2024;710978289;CH LES CHANAUX MACON;710780263;;;;;;;;;;;9958;4017;891;;;9980;2687;;;;;;;;477;;;;;;;1;2;0;;0;;0;0;1;2;1;3;0;
PSY2;2024;720000041;EPSM DE LA SARTHE;720000058;0;0;0;0;3;2;96;91;3532;1039;50575;6015;5286;21;106;12342;7820;9295;342;20;0;0;255;278;184879;1853;890;16;40;2069;1826;;;0;;0;;;0;1;5;1;12;;
PSY2;2024;720017748;CENTRE MEDICO CHIRURGICAL DU MANS;720000561;;;;;;;;;;;22962;;;;;;;2340;;;;;;;;;;;;;;0;;0;;0;;0;0;;;;;0;
PSY2;2024;720018100;CLINIQUE FSEF SABLE SUR SARTHE;750720575;;;;;;;;;;;24854;;;;;;;1973;;;;;;;62;;;;;;;0;;0;;0;;0;0;1;1;0;;0;
PSY2;2024;730000304;CHS DE LA SAVOIE;730780582;;;;;;;;;2149;1074;37318;1995;1207;10;179;9719;8859;5689;;;;;;;140036;218;95;0;10;1127;1155;1;2.5;0;;0;;0;0;1;2;1;8;1;
PSY2;2024;730007978;CLINIQUE MEDICALE LE SERMAY;730011731;;;;;;;;;;;41658;;;;;;;8872;;;;;;;;;;;;;;0;;0;;0;;0;0;0;;0;;;
PSY2;2024;740000583;EPSM 74;740785035;;;;;;;;;1295;91;16439;3173;1189;0;172;12252;4571;12308;39;0;0;0;120;3;82144;475;61;9;41;885;309;1;2.83;1;;0;;0;0;1;5;1;6;1;884
PSY2;2024;740013412;UNITE D'HOSPIT PSYCHIATRIQUE ADULTE;740781133;;;;;;;;;966;977;14563;1362;1087;4;2;5981;1083;5952;5;;;;62;21;51917;247;40;;1;928;287;1;1;0;;0;;0;0;1;3;1;5;1;
PSY2;2024;740016670;CENTRE ANNECIEN DE PSY AMBULATOIRE;690044938;;;;;;;;;;;;;;;;;;3049;;;;;;;;;;;;;;0;;0;;0;;0;0;0;;0;;0;
PSY2;2024;740780184;CLINIQUE PSYCHIATRIQUE PARASSY;920030269;;;;;;;;;;;26768;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;0;0;;0;;0;
PSY2;2024;740781026;CLINIQUE DES VALLEES;740000211;;;;;;;;;;;38314;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;0;1;1;1;1;0;
PSY2;2024;740781034;CLINIQUE REGINA;920030905;;;;;;;;;;;24578;;;;;;;9815;;;;;;;;;;;;;;0;;0;;0;;0;0;0;;0;;0;
PSY2;2024;750000499;CH SAINTE ANNE;750062036;;;2288;1124;;;434;383;8303;5554;153346;57052;5448;125;358;71297;54590;36107;2133;276;;;1935;933;602302;10322;1241;19;56;11260;5403;0;;0;;1;25.6;0;0;0;;;;0;
PSY2;2024;750006538;CMP CATTP ADULTE REPUBLIQUE;940016819;;;;;;;;;;;48385;7388;2446;;;9299;8903;;;;;;;;248776;2098;0;;;126;1547;0;;0;;0;;0;0;1;1;1;6;1;175
PSY2;2024;750007528;HOPITAL DE JOUR GRANGE BATELIERE;750804940;;;;;;;;;;;11232;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;0;1;1;0;;0;
PSY2;2024;750007668;ESPACE DE TRAITEMENT ET READAPTATION;750719270;;;;;;;;;;;5597;;;;;;;24913;;;;;;;385;;;;;;;0;;0;;0;;0;0;0;;0;;0;
PSY2;2024;750032229;HOPITAL MERE ENFANT DE L EST PARISIEN;750712341;;;;;;;;;;;4171;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;0;0;;0;;0;
PSY2;2024;750039448;CTRE ACCUEIL FAM THERAPEUTIQUE ENFANTS;750720914;;;;;;;;;3277;;15772;1610;;;;3001;1100;20395;843;9;;;503;221;91022;1636;117;;;1351;919;0;;0;;0;;0;0;0;;1;2;1;270
PSY2;2024;750052037;FONDATION SAINT JEAN DE DIEU;750052037;;;;;;;;;;;50836;2988;720;43;21;5561;1210;12117;91;51;0;0;0;0;110357;422;66;8;0;748;154;1;0.58;0;;0;;0;0;0;;;4;1;
PSY2;2024;750057028;ETB SANTE MENTALE DE PARIS MGEN;750005068;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28747;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0;;0;0;0;;0;;0;
PSY2;2024;750100018;GHU APHP CUP SITE HOTEL DIEU;750712184;;;;;;;;;;;6540;;;;;;;;;;;;;;9649;1;;;;4;2;1;11;0;;0;;0;0;0;;0;;0;
PSY2;2024;750100042;GHU APHP NUP SITE LARIBOISIERE;750712184;;;;;;;;;;;5687;215;;37;;135;15;349;;;;;3;;7200;7;;11;;24;1;1;0.1;0;;0;;0;0;0;;0;;0;
PSY2;2024;750100075;GHU APHP NUP SITE SAINT LOUIS;750712184;;;;;;;;;;;;;;;;;;;;;;;;;1821;;;;;3;2;1;0;0;;0;;0;0;;;;;0;
PSY2;2024;750100091;GHU APHP SUN SITE ST ANTOINE;750712184;;;;;;;;;;;6754;;;;;;;1355;;;;;;;12706;;;;;;;1;1.5;0;;0;;0;0;0;;0;;0;
PSY2;2024;750100109;GHU APHP SUN SITE TROUSSEAU;750712184;;;;;;;;;33;2;;;;;;;;;;;;;;;1033;;;;;;;0;;0;;0;;0;0;0;;0;;;
PSY2;2024;750100125;GHU APHP SUN SITE PITIE SALPETRIERE;750712184;;;;;;;;;1;222;24108;;;;;;;7763;;;;;;;33272;;;;;;;1;1;0;;0;;0;0;;;;;0;
PSY2;2024;750100166;GHU APHP CUP SITE COCHIN PORT ROYAL;750712184;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;;0;;0;0;;;;;0;
PSY2;2024;750100208;GHU CUP SITE NECKER ENFANTS MALADES;750712184;;;;;;;;;408;171;;;;;;;;346;;;;;;;13857;;;;;10;;1;0.5;0;;0;;0;0;;;;;0;
PSY2;2024;750100232;GHU APHP NUP SITE BICHAT C BERNARD;750712184;;;;;;;;;;;2386;;;;;111;;940;;;;;;;11717;;;;;5;4;1;1.5;0;;;;0;0;0;;0;;0;
PSY2;2024;750100273;GHU APHP SUN SITE TENON;750712184;;;;;;;;;130;144;4713;;;;;;;;;;;;;;13731;;;;;;;1;1.6;0;;0;;0;0;0;;0;;0;
PSY2;2024;750140022;CLINIQUE FSEF PARIS 13;750720575;;;;;;;;;;;9153;;;;;;;3141;;;;;;;7513;;;;;;;0;;0;;;;0;0;0;;1;2;0;
PSY2;2024;750150104;INSTITUT MUTUALISTE MONTSOURIS;750720476;;;;;;;;;;;9690;;;;;;;2635;;;;;;;23128;;;8;;;;0;;0;;0;;0;0;0;;1;8;0;
PSY2;2024;750170102;HDJ INSTITUT PAUL SIVADON;750721391;;;;;;;;;;;9086;;;;;;;28146;;;;;;;32781;;;;;;;0;;0;;0;;0;0;0;;0;;0;
PSY2;2024;750170243;HOPITAL DE JOUR GOMBAULT DARNAUD;750720922;;;;;;;;;;;130;;;;;;;11974;;;;;;;;;;;;;;0;;0;;0;;0;0;0;;0;;0;
PSY2;2024;750170268;HDJ L ETINCELLE;750721334;;;;;;;;;;;;;;;;;;2213;;;;;;;;;;;;;;0;;0;;;;0;0;1;2;0;;0;
PSY2;2024;750170490;HDJ ENTRAIDE UNION;940031339;;;;;;;;;;;0;;;;;;;2425;;;;;;;53;;;;;;;0;;0;;0;;0;0;1;1;0;;0;
PSY2;2024;750310013;CLINIQUE VILLA MONTSOURIS;920030269;;;;;;;;;;;16406;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;0;0;;0;;0;
PSY2;2024;750719361;ASSOCIATION AURORE;750719361;;;;;;;;;;;11017;;;;;;;13965;;;;;;;;;;;;;;0;;0;;0;;0;0;0;;0;;0;
PSY2;2024;750720674;ASSOCIATION CEREP;750720674;;;;;;;;;;;;;;;;;;14183;;;;;;;1476;;;;;;;;;0;;0;;0;0;;;;;;
PSY2;2024;750802985;ASSOCIATION RENE CAPITANT;750802985;;;;;;;;;;;5371;;;;;;;5605;;;;;;;5806;;;;;;;0;;0;;0;;0;0;;;;;;
PSY2;2024;750803447;GHU APHP CUP SITE G POMPIDOU HEGP;750712184;;;;;;;;;;;;;;;;;;;;;;;;;13451;;;;;46;28;1;2;0;;0;;0;0;0;;0;;0;
PSY2;2024;750803454;GHU APHP NUP SITE ROBERT DEBRE;750712184;;;;;;;;;;;4741;;;;;162;;3233;;2;;;;;50200;;;;;73;;0;;0;;0;;0;0;0;;1;1;0;
PSY2;2024;750813016;CMP EPE IDF;750001711;;;;;;;;;;;;;;;;;;;;;;;;;1066;;;;;;;;;;;;;;;;;;;;
PSY2;2024;750826141;HOPITAL DE JOUR CENTRE ETIENNE MARCEL;750825960;;;;;;;;;;;;;;;;;;7393;;;;;;;;;;;;;;0;;0;;0;;0;0;0;;0;;0;
PSY2;2024;750830580;CMP ENFANTS JOURDAN IMM;750720476;;;;;;;;;;;;;;;;;;;;;;;;;7908;;;;;;;0;;0;;0;;0;0;0;;0;;0;
PSY2;2024;760000018;CH DIEPPE;760780023;;;;;;;;;1164;;18954;715;;;;2513;441;4459;7;;;;287;152;41384;407;;;;1317;480;0;;0;;0;;0;0;1;1;1;4;1;
PSY2;2024;760000158;HOPITAL CHARLES NICOLLE CHU ROUEN;760780239;;;;;;;;;;;3028;;;;;;;;;;;;;;;;;;;;;;;0;;0;;0;0;;;;;;
PSY2;2024;760000190;CHS DU ROUVRAY SOTTEVILLE-LES-ROUEN;760780270;;;;;;;;;4210;1536;108387;18855;3584;170;5054;40559;26044;38055;1283;275;0;1;1740;746;261011;2790;438;19;237;7020;2643;1;5;1;101.51;1;30.63;0;0;1;5;1;34;1;3091
PSY2;2024;760000356;HOPITAL GUSTAVE FLAUBERT CH LE HAVRE;760780726;0;0;0;0;0;0;0;0;0;0;15849;81;0;0;0;180;111;2422;0;0;0;0;0;0;38669;78;0;0;0;491;128;0;;0;;0;;0;0;1;1;0;0;0;
PSY2;2024;760026674;CLINIQUE OCEANE;750035578;;;;;;;;;;;31365;;;;;;;2578;;;;;;;;;;;;;;0;;0;;0;;0;0;0;;0;;0;
PSY2;2024;760035147;CLINIQUE DES BOUCLES DE LA SEINE;760035139;;;;;;;;;;;35546;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;0;0;;0;;0;
PSY2;2024;760780288;HOPITAL PRIVE DE JOUR MGEN;750005068;;;;;;;;;;;;;;;;;;8365;;;;;;;710;;;;;;;0;;0;;0;;0;0;1;4;0;;0;
PSY2;2024;760781070;CENTRE PIERRE JANET CH LE HAVRE;760780726;0;0;0;0;0;0;0;0;0;0;34421;7651;103;0;74;17125;14047;15822;404;78;0;0;1795;351;107381;1066;0;0;18;2973;1081;;;0;;0;;0;0;1;2;1;6;;
PSY2;2024;760783563;INSTITUT DE JOUR ALFRED BINET;760919373;;;;;;;;;;;;;;;;;;2351;;;;;;;;;;;;;;0;;0;;0;;0;0;1;1;0;;0;
PSY2;2024;760800938;CENTRE DE JOUR WINNICOTT CH DIEPPE;760780023;;;;;;;;;;;;;;;;;;3904;;;;;;;47;;;;;;;0;;;;;;;;1;1;1;1;0;
PSY2;2024;760805770;HOPITAL JACQUES MONOD CH LE HAVRE;760780726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;358;0;0;0;0;0;0;6009;9;;;;8;14;1;;0;;0;;0;0;0;;0;;0;
PSY2;2024;770000131;CH DE COULOMMIERS;770021145;;;;;;;;;;;12990;252;40;;;1763;114;1674;0;0;;;;;37623;8;;;;1;;;;;;;;;;;;;;;
PSY2;2024;770000156;CH DE MELUN SITE SANTEPOLE;770110054;;;;;;;;;;;;2736;1909;10146;234;22635;582;;;;;;;;;;;;;;;1;;0;;0;;0;0;;;;;0;
PSY2;2024;770000172;CH DE PROVINS LEON BINET;770110070;;;;;;;;;;;6349;210;;;;1494;150;2154;30;;;;165;;10430;347;;;;823;3;1;6.13;0;;0;;0;0;;;;;1;
PSY2;2024;770000214;CH SUD SEINE ET MARNE SITE DE NEMOURS;770021152;;;;;;;;;;;8549;1491;178;41;;3084;431;1254;1;;;;1;;48611;351;24;213;;536;25;1;;0;;0;;0;0;0;;1;2;0;
PSY2;2024;770000446;CH DE MEAUX SITE SAINT FARON;770021145;;;;;;;;;;;14710;5264;400;;191;7666;1263;6246;;;;;;;34457;291;11;;;;;;;0;;0;;0;0;;;0;;1;
PSY2;2024;770006138;CLINIQUE PSY PAYS DE SEINE INICEA;770020113;;;;;;;;;;;41087;;;;;;;12021;;;;;;;;;;;;;;;;0;;0;;0;0;;;;;;
PSY2;2024;770019032;GHEF MARNE LA VALLEE SITE JOSSIGNY;770021145;;;;;;;;;;;24435;5136;;;;8322;1409;16302;391;0;;;127;18;85343;969;4;;;576;32;;;;;;;;;;;;;;
PSY2;2024;770150027;CLINIQUE FSEF NEUFMOUTIERS EN BRIE;750720575;;;;;;;;;;;7716;;;;;;;2062;;;;;;;2522;;;;;;;0;;0;;0;;0;0;1;2;0;;0;
PSY2;2024;770310027;CLINIQUE PSYCHIATRIQ DE L ANGE GARDIEN;770000388;;;;;;;;;;;63761;;;;;;;1605;;;;;;;;;;;;;;0;;0;;0;;0;0;0;;0;;0;
PSY2;2024;770510055;MAISON HOSPITALIERE CHANTEMERLE;750719270;;;;;;;;;;;14370;;;;;;;32;;;;;;;;;;;;;;0;;0;;0;;0;0;0;;0;;0;
PSY2;2024;780000287;CH FRANCOIS QUESNAY MANTES;780110011;;;;;;;;;;;9156;986;6;;20;1969;257;4917;;;;;138;;8716;86;;;;67;1;;;0;;0;;0;0;0;;1;4;;
PSY2;2024;780000303;CENTRE HOSPITALIER DE PLAISIR;780024113;;;;;;;;;;;;;;;;;;1598;;;;;;;;;;;;;;0;;0;;0;;0;0;0;;0;;0;
PSY2;2024;780000311;CHI POISSY ST GERMAIN SITE DE POISSY;780001236;;;;;;;;;617;;3581;1387;366;;;2621;655;4914;461;;;;237;;9036;180;;;;172;28;1;7.08;0;;0;;0;0;1;2;1;6;0;
PSY2;2024;780000337;CHI POISSY ST GERMAIN SITE ST GERMAIN;780001236;;;;;;;;;;;5106;721;;;22;2621;655;4914;461;;;;237;;9036;180;;;;172;28;0;;0;;0;;0;0;;;;;0;
PSY2;2024;780000402;CHS JEAN MARTIN CHARCOT;780024113;6;6;;;;;823;860;;;12205;2532;522;0;60;11239;3950;11420;14;0;0;0;138;0;85248;628;6;1;1;277;54;1;10.76;0;;1;13.93;0;0;1;4;1;8;1;20
PSY2;2024;780000410;CHS THEOPHILE ROUSSEL;780140059;;;;;;;;;;;14619;2125;245;62;13;7191;2286;8070;0;0;0;0;114;12;40444;179;0;2;0;970;99;1;0.92;0;;0;;0;0;1;2;1;6;1;
PSY2;2024;780000428;CHI MEULAN (SITE DE BECHEVILLE);780002697;;;;;;;;;;;14855;1331;77;;60;4353;447;2815;;;;;;;15369;137;;;;117;64;1;1;0;;0;;0;0;0;;1;1;0;
PSY2;2024;780020111;ASSOCIATION ARISSE;780020111;;;;;;;;;;;;;;;;;;7405;;;;;;;6133;;;;;;;0;;0;;0;;0;0;0;;0;;0;
PSY2;2024;780023909;HDJ CTRE AUBERGENVILLOIS PSY AMBUL;780025441;;;;;;;;;;;;;;;;;;3894;;;;;;;;;;;;;;0;;0;;0;;0;0;1;1;0;;0;
PSY2;2024;780140018;INSTITUT MGEN DE LA VERRIERE;750005068;;;;;;;;;;;21228;1124;25;0;0;4575;1393;3808;286;0;0;0;71;0;9567;71;0;0;0;73;23;0;;0;;0;;0;0;0;0;1;5;0;
PSY2;2024;780140042;CLINIQUE D YVELINES;780017455;;;;;;;;;;;54609;;;;;;;2253;;;;;;;;;;;;;;0;;0;;0;;0;0;0;;0;;0;
PSY2;2024;780140075;CENTRE SPECIALISE GILBERT RABY;750721391;;;;;;;;;;;13298;;;;;;;1197;;;;;;;;;;;;;;0;;0;;0;;0;0;;;;;0;
PSY2;2024;780170049;HDJ POUR ENFANTS ASOIMEEP;780009528;;;;;;;;;;;;;;;;;;3902;;;;;;;;;;;;;;0;;0;;0;;0;0;0;;0;;0;
PSY2;2024;780170056;HDJ L ENVOL;780825097;;;;;;;;;;;;;;;;;;2523;;;;;;;;;;;;;;0;;0;;0;;;0;1;1;0;;0;
PSY2;2024;780310025;CLINIQUE VILLA DES PAGES;920030269;;;;;;;;;;;11581;;;;;;;2032;;;;;;;;;;;;;;0;;0;;0;;0;0;0;;0;;0;
PSY2;2024;780800256;CH DE VERSAILLES SITE ANDRE MIGNOT;780110078;;;;;;;;;;;8451;480;;;84;3571;1233;1980;;;;;;;39989;593;;;;622;97;1;10.3;0;;0;;0;0;0;;1;2;0;
PSY2;2024;790000087;CENTRE HOSPITALIER DE NIORT;790000012;;;;;;;;;;;34011;550;343;;7;9425;297;6507;55;72;;;144;0;16674;24;;;;335;68;0;;0;;0;;0;0;1;2;1;3;;
PSY2;2024;790003537;SITE HOSPITALIER DE THOUARS;790006654;;;;;;;;;;;8980;771;;;;3368;811;;;;;;;;;;;;;;;1;2.5;0;;0;;0;0;1;1;1;3;1;
PSY2;2024;790007694;PSY. ADULTES - HOP DE JOUR MALADRY;790006654;;;;;;;;;;;;;;;;;;9166;;;;;;;38613;;;;;;;0;;0;;0;;0;0;0;;0;;0;
PSY2;2024;790012355;CEAA - CTRE EXPERTISE AUTISME ADULTES;790000012;;;;;;;119;123;802;630;2436;;;;;;;748;8;7;;;40;3;55075;42;0;;;105;1;;;;;;;;;1;2;0;;1;1654
PSY2;2024;790020853;HOPITAL DE JOUR RAMSAY SANTE;750068413;;;;;;;;;;;;;;;;;;547;;;;;;;;;;;;;;0;;0;;0;;0;0;;;;;0;
PSY2;2024;800000143;CH ABBEVILLE;800000028;;;;;;;;;;;9469;862;444;;;4419;1353;3236;54;12;;;2;20;40636;1032;45;;;238;119;1;;0;;0;;0;0;1;1;1;2;0;
PSY2;2024;800000390;CH CHIMR MONTDIDIER;800000085;;;;;;;;;;;;;;;;;;1970;;;;;;;5119;;;;;;;;;0;;0;;0;0;;;;;0;
PSY2;2024;800000457;ET PUBLIC DE SANTÉ MENTALE DE LA SOMME;800000119;0;0;0;0;0;0;0;0;530;239;43339;3143;1102;0;71;16387;2326;11575;1;6;0;0;32;0;145811;436;326;0;0;1474;236;1;2.27;0;;1;4.48;0;1;1;5;1;13;1;1223
PSY2;2024;800004111;CENTRE HENRY EY CH PERONNE;800000093;;;;;;;;;;;3780;139;0;0;0;528;95;1253;0;0;0;0;0;0;37128;159;0;0;0;0;4;1;0.86;0;;0;;0;0;1;1;1;2;0;
PSY2;2024;800018228;CLINIQUE DU CAMPUS PSYCHIATRIQUE;920039682;;;;;;;;;;;27094;;;;;;;5767;;;;;;;;;;;;;;0;;0;;0;;0;0;0;;0;;0;
PSY2;2024;800021818;CENTRE PSYPRO AMIENS;690052147;;;;;;;;;;;;;;;;;;2334;;;;;;;;;;;;;;0;;0;;0;;0;0;;;;;0;
PSY2;2024;810000562;CH LAVAUR SITE GUIRAUD;810000455;;;;;;;;;;;27383;1255;0;0;0;2530;1255;16054;48;0;0;0;100;45;49680;113;6;1;0;73;35;0;;1;;0;;0;0;0;;1;1;0;
PSY2;2024;810100008;FONDATION BON SAUVEUR D'ALBY;810100008;0;0;0;0;0;0;0;0;2377;1411;43249;9140;4056;0;2227;6402;3361;16698;68;1;0;0;176;36;81746;787;49;0;5;552;286;1;1;1;;0;;0;0;1;6;1;11;1;2339
PSY2;2024;820000032;CH MONTAUBAN;820000016;;;;;;;;;;745;18128;1726;0;0;168;5926;348;;;;;;;;32284;215;7;27;6;167;16;1;;0;;0;;0;0;0;;1;8;1;
PSY2;2024;820003911;FONDATION J BOST LOU CAMIN MONTAUBAN;240000265;;;;;;;;;;;8627;;;;;;;435;;;;;;;;;;;;;;0;;0;;0;;0;0;0;;0;;0;
PSY2;2024;820004067;PSYCHIATRIE III CAPOU CH MONTAUBAN;820000016;;;;;;;;;;;24193;248;0;0;0;1597;163;6430;;;;;1;0;60277;142;1;;10;201;60;0;;0;;0;;0;0;0;;1;5;0;
PSY2;2024;820005908;SERVICE PIJ MONTAUBAN ASEI;310781562;;;;;;;;;;;;;;;;;;;;;;;;;1288;;;;;;;0;;0;;0;;0;0;;;;;0;
PSY2;2024;830000287;CH LA DRACENIE DE DRAGUIGNAN;830100525;;;;;;;;;;;5230;14;;;;5;;3256;;100;;;1;1;12817;231;86;;;221;82;1;0.12;0;;0;;0;0;1;1;0;;0;
PSY2;2024;830000311;CHI DE FREJUS SAINT RAPHAEL;830100566;;;;;;;;;;;6580;2348;0;0;0;3190;320;7625;198;0;0;0;33;0;46452;2107;0;0;0;1021;1;1;;0;;0;;0;0;0;;1;4;1;
PSY2;2024;830000345;CHITS CH SAINTE MUSSE;830100616;;;;;;;;;;;22819;3650;600;;;6737;1223;3402;14;15;;;28;33;57994;1673;179;1;;1358;238;1;10;0;;0;;0;0;1;;1;;1;2832
PSY2;2024;830000600;CHS PIERREFEU DU VAR HENRI GUERIN;830101200;;;;;;;;;;;19232;5263;377;20;450;8197;7101;17239;119;143;;;188;201;143893;2222;642;6;8;1679;1649;1;0.2;0;;0;;0;0;1;;1;3;0;
PSY2;2024;830003877;CLINIQUE LA BASTIDE;920030921;;;;;;;;;;;24510;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;0;0;;0;;0;
PSY2;2024;830017497;CLINIQUE LE GOLFE;830004958;;;;;;;;;;;20188;;;;;;;1687;;;;;;;;;;;;;;0;;0;;0;;0;0;;;;;0;
PSY2;2024;830100442;CLINIQUE SAINT MARTIN OLLIOULES;830000204;;;;;;;;;;;29898;;;;;;;7464;;;;;;;;;;;;;;0;;0;;0;;0;0;0;;0;;0;
PSY2;2024;830100574;HOP INSTRUC DES ARMEES SAINTE ANNE;750821092;0;0;;;0;0;;;0;0;4034;;;;;;;1779;;;;;;;5028;;;;;;;1;3.8;0;;0;;0;0;0;;0;;0;
PSY2;2024;830100608;CHITS CH GEORGE SAND;830100616;;;;;;1;;112;;;10639;2420;9;;;4569;1032;3273;;;;;2;;31360;420;;1;;734;96;1;;0;;0;;0;0;1;3;1;4;0;
PSY2;2024;830100756;CENTRE DE SOINS LES COLLINES DU REVEST;920030269;;;;;;;;;;;34103;;;;;;;2779;;;;;;;;;;;;;;0;;0;;0;;0;0;0;;0;;0;
PSY2;2024;830200515;CLINIQUE LES TROIS SOLLIES;830001012;;;;;;;;;;;38209;;;;;;;5030;;;;;;;;;;;;;;0;;0;;0;;0;0;1;1;0;;0;
PSY2;2024;830215919;CLINIQUE VAL DU FENOUILLET;750071292;;;;;;;;;;;25368;;;;;;;8588;;;;;;;;;;;;;;0;;0;;0;;0;0;0;;0;;0;
PSY2;2024;840000509;CLINIQUE SAINT DIDIER;840000707;;;;;;;;;;;33290;;;;;;;2841;;;;;;;;;;;;;;0;;0;;0;;0;0;0;;0;;0;
PSY2;2024;840000541;CHS DE MONTFAVET;840000137;;;;;4;4;542;502;1921;1921;55210;18862;4274;184;779;19329;10552;19570;210;58;;;466;115;233406;1405;333;20;403;5154;2111;1;1.6;1;180;0;;0;0;1;15;1;2;0;
PSY2;2024;840018691;HJ CMP CATTP REGAIN PERTUIS;130781131;;;;;;;;;;;526;;;;;;;2120;;;;;96;93;17487;128;;;;317;103;0;;0;;0;;0;0;0;;0;;0;
