BOR;AN;FI;RS;FI_EJ;DIALY;UDM;NBUDM;PATUM;CAPA;NBPAT;SEAN;SEA_HOS;PREPLI;SEM;NVPAT;NVPERIT;DIALYSE_AA100;DIALYSE_AA101
DIALYSE;2024;760805770;HOPITAL JACQUES MONOD CH LE HAVRE;760780726;112AX;;;;2;7;508;;;;;;;
DIALYSE;2024;760805770;HOPITAL JACQUES MONOD CH LE HAVRE;760780726;112BA;;;;23;90;13320;;;;;;;
DIALYSE;2024;760805770;HOPITAL JACQUES MONOD CH LE HAVRE;760780726;112BE;;;;1;0;32;;;;;;;
DIALYSE;2024;760805770;HOPITAL JACQUES MONOD CH LE HAVRE;760780726;1130X;;;;3;6;900;;;;;;;
DIALYSE;2024;760805770;HOPITAL JACQUES MONOD CH LE HAVRE;760780726;122AX;;;;2;0;;;;81;;;;
DIALYSE;2024;760805770;HOPITAL JACQUES MONOD CH LE HAVRE;760780726;122BX;;;;1;0;;;;141;;;;
DIALYSE;2024;760805770;HOPITAL JACQUES MONOD CH LE HAVRE;760780726;TOT;1;3;;;;;1393;2;;72;13;1;1
DIALYSE;2024;760917773;ANIDER - ROUEN INNOVATION SANTE;140000852;112AX;;;;2;9;1283;;;;;;;
DIALYSE;2024;760917773;ANIDER - ROUEN INNOVATION SANTE;140000852;1130X;;;;20;86;13419;;;;;;;
DIALYSE;2024;760917773;ANIDER - ROUEN INNOVATION SANTE;140000852;1140X;;;;10;10;1530;;;;;;;
DIALYSE;2024;760917773;ANIDER - ROUEN INNOVATION SANTE;140000852;1150A;;;;8;8;2505;;;;;;;
DIALYSE;2024;760917773;ANIDER - ROUEN INNOVATION SANTE;140000852;1210;;;;;18;;;;954;;;;
DIALYSE;2024;760917773;ANIDER - ROUEN INNOVATION SANTE;140000852;121AX;;;;;11;;;;573;;;;
DIALYSE;2024;760917773;ANIDER - ROUEN INNOVATION SANTE;140000852;121CX;;;;7;7;;;;381;;;;
DIALYSE;2024;760917773;ANIDER - ROUEN INNOVATION SANTE;140000852;122AX;;;;2;;;;;277;;;;
DIALYSE;2024;760917773;ANIDER - ROUEN INNOVATION SANTE;140000852;TOT;0;;;;;;;;;;;0;1
DIALYSE;2024;760921809;CLINIQUE DE L'EUROPE;760000273;112BA;;;;30;127;18038;;;;;;;
DIALYSE;2024;760921809;CLINIQUE DE L'EUROPE;760000273;1210;;;;;15;;;;812;;;;
DIALYSE;2024;760921809;CLINIQUE DE L'EUROPE;760000273;121AX;;;;;6;;;;407;;;;
DIALYSE;2024;760921809;CLINIQUE DE L'EUROPE;760000273;121CX;;;;8;9;;;;405;;;;
DIALYSE;2024;760921809;CLINIQUE DE L'EUROPE;760000273;122AX;;;;0;0;;;;63;;;;
DIALYSE;2024;760921809;CLINIQUE DE L'EUROPE;760000273;122BX;;;;1;1;;;;144;;;;
DIALYSE;2024;760921809;CLINIQUE DE L'EUROPE;760000273;TOT;0;;;;;;1454;;;58;5;1;1
DIALYSE;2024;760921809;CLINIQUE DE L'EUROPE;760000273;VACAN;;;;1;4;272;;;;;;;
DIALYSE;2024;770000156;CH DE MELUN SITE SANTEPOLE;770110054;112AX;;;;1;0;96;;;;;;;
DIALYSE;2024;770000156;CH DE MELUN SITE SANTEPOLE;770110054;112BA;;;;16;66;8617;;;;;;;
DIALYSE;2024;770000156;CH DE MELUN SITE SANTEPOLE;770110054;1130X;;;;6;27;4177;;;;;;;
DIALYSE;2024;770000156;CH DE MELUN SITE SANTEPOLE;770110054;1150A;;;;1;0;;;;;;;;
DIALYSE;2024;770000156;CH DE MELUN SITE SANTEPOLE;770110054;1210;;;;;17;;;;;;;;
DIALYSE;2024;770000156;CH DE MELUN SITE SANTEPOLE;770110054;121AX;;;;;4;;;;;;;;
DIALYSE;2024;770000156;CH DE MELUN SITE SANTEPOLE;770110054;121CX;;;;;13;;;;;;;;
DIALYSE;2024;770000156;CH DE MELUN SITE SANTEPOLE;770110054;122AX;;;;2;1;;;;66;;;;
DIALYSE;2024;770000156;CH DE MELUN SITE SANTEPOLE;770110054;122BX;;;;;1;;;;110;;;;
DIALYSE;2024;770000156;CH DE MELUN SITE SANTEPOLE;770110054;TOT;0;;;;;;827;1;;39;6;1;1
DIALYSE;2024;770000156;CH DE MELUN SITE SANTEPOLE;770110054;VACAN;;;;;1;10;;;;;;;
DIALYSE;2024;770000446;CH DE MEAUX SITE SAINT FARON;770021145;112BA;;;;17;108;14602;;;;;;;
DIALYSE;2024;770000446;CH DE MEAUX SITE SAINT FARON;770021145;1130X;;;;1;2;329;;;;;;;
DIALYSE;2024;770000446;CH DE MEAUX SITE SAINT FARON;770021145;122AX;;;;2;;;;;6;;;;
DIALYSE;2024;770000446;CH DE MEAUX SITE SAINT FARON;770021145;TOT;0;;;;;;794;;;;;1;1
DIALYSE;2024;770001873;UNITE D AUTODIALYSE PONTAULT COMBAULT;940000060;1140X;;;;12;24;4069;;;;;;;
DIALYSE;2024;770001873;UNITE D AUTODIALYSE PONTAULT COMBAULT;940000060;TOT;0;;;;;;;;;5;;0;0
DIALYSE;2024;770016087;CENTRE DIALYSE DIAVERUM MONTEREAU;770016137;112AX;;;;1;0;106;;;;;;;
DIALYSE;2024;770016087;CENTRE DIALYSE DIAVERUM MONTEREAU;770016137;112BA;;;;19;83;15208;;;;;;;
DIALYSE;2024;770016087;CENTRE DIALYSE DIAVERUM MONTEREAU;770016137;1140X;;;;4;16;2598;;;;;;;
DIALYSE;2024;770016087;CENTRE DIALYSE DIAVERUM MONTEREAU;770016137;TOT;0;;;;;;0;2;;51;0;1;0
DIALYSE;2024;770016160;UNITE AUTODIALYSE AURA SANTEPOLE;940026677;112AX;;;;1;;151;;;;;;;
DIALYSE;2024;770016160;UNITE AUTODIALYSE AURA SANTEPOLE;940026677;1140X;;;;6;21;3107;;;;;;;
DIALYSE;2024;770016160;UNITE AUTODIALYSE AURA SANTEPOLE;940026677;TOT;0;;;;;;;;;7;;0;0
DIALYSE;2024;770016160;UNITE AUTODIALYSE AURA SANTEPOLE;940026677;VACAN;;;;;;79;;;;;;;
DIALYSE;2024;770019032;GHEF MARNE LA VALLEE SITE JOSSIGNY;770021145;TOT;0;;;;;;6252;;;;;0;0
DIALYSE;2024;770020055;CENTRE NEPHROCARE MARNE LA VALLEE;770000271;112AX;;;;4;8;2150;;;;;;;
DIALYSE;2024;770020055;CENTRE NEPHROCARE MARNE LA VALLEE;770000271;112BA;;;;30;137;18892;;;;;;;
DIALYSE;2024;770020055;CENTRE NEPHROCARE MARNE LA VALLEE;770000271;1130X;;;;16;76;12121;;;;;;;
DIALYSE;2024;770020055;CENTRE NEPHROCARE MARNE LA VALLEE;770000271;1140X;;;;12;33;3730;;;;;;;
DIALYSE;2024;770020055;CENTRE NEPHROCARE MARNE LA VALLEE;770000271;1150A;;;;7;7;1518;;;;;;;
DIALYSE;2024;770020055;CENTRE NEPHROCARE MARNE LA VALLEE;770000271;TOT;0;;;;;;;2;;43;;1;0
DIALYSE;2024;770790707;CLINIQUE DE TOURNAN;770000719;112AX;;;;1;;4;;;;;;;
DIALYSE;2024;770790707;CLINIQUE DE TOURNAN;770000719;112BA;;;;26;63;11130;;;;;;;
DIALYSE;2024;770790707;CLINIQUE DE TOURNAN;770000719;1130X;;;;16;22;5023;;;;;;;
DIALYSE;2024;770790707;CLINIQUE DE TOURNAN;770000719;1140X;;;;6;;;;;;;;;
DIALYSE;2024;770790707;CLINIQUE DE TOURNAN;770000719;1210;;;;;;;;;69;;;;
DIALYSE;2024;770790707;CLINIQUE DE TOURNAN;770000719;121CX;;;;1;;;;;69;;;;
DIALYSE;2024;770790707;CLINIQUE DE TOURNAN;770000719;TOT;0;;;;;;186;;;38;0;1;1
DIALYSE;2024;770803708;UNITE DE DIALYSE AURA MEAUX;940026677;112AX;;;;1;2;375;;;;;;;
DIALYSE;2024;770803708;UNITE DE DIALYSE AURA MEAUX;940026677;1140X;;;;6;21;2894;;;;;;;
DIALYSE;2024;770803708;UNITE DE DIALYSE AURA MEAUX;940026677;TOT;0;;;;;;;;;12;;0;0
DIALYSE;2024;770803708;UNITE DE DIALYSE AURA MEAUX;940026677;VACAN;;;;;;9;;;;;;;
DIALYSE;2024;770809028;CENTRE DIALYSE DIAVERUM AVON;770016137;1130X;;;;20;76;12004;;;;;;;
DIALYSE;2024;770809028;CENTRE DIALYSE DIAVERUM AVON;770016137;TOT;0;;;;;;0;0;;26;;0;0
DIALYSE;2024;770813426;UNITE D AUTODIALYSE PROVINS;770813418;1130X;;;;12;18;2524;;;;;;;
DIALYSE;2024;770813426;UNITE D AUTODIALYSE PROVINS;770813418;1140X;;;;6;8;1415;;;;;;;
DIALYSE;2024;770813426;UNITE D AUTODIALYSE PROVINS;770813418;TOT;0;;;;;;;2;;5;;0;0
DIALYSE;2024;770813426;UNITE D AUTODIALYSE PROVINS;770813418;VACAN;;;;1;0;44;;;;;;;
DIALYSE;2024;770813459;UNITE D AUTODIALYSE CHELLES;940000060;1140X;;;;6;21;2975;;;;;;;
DIALYSE;2024;770814986;UNITE D AUTODIALYSE COULOMMIERS;940000060;1140X;;;;6;10;1345;;;;;;;
DIALYSE;2024;780000311;CHI POISSY ST GERMAIN SITE DE POISSY;780001236;112BA;;;;14;59;8309;;;;;;;
DIALYSE;2024;780000311;CHI POISSY ST GERMAIN SITE DE POISSY;780001236;1130X;;;;8;30;4447;;;;;;;
DIALYSE;2024;780000311;CHI POISSY ST GERMAIN SITE DE POISSY;780001236;1210;;;;;5;;;;317;;;;
DIALYSE;2024;780000311;CHI POISSY ST GERMAIN SITE DE POISSY;780001236;121AX;;;;;2;;;;197;;;;
DIALYSE;2024;780000311;CHI POISSY ST GERMAIN SITE DE POISSY;780001236;121CX;;;;6;3;;;;120;;;;
DIALYSE;2024;780000311;CHI POISSY ST GERMAIN SITE DE POISSY;780001236;122AX;;;;1;;;;;28;;;;
DIALYSE;2024;780000311;CHI POISSY ST GERMAIN SITE DE POISSY;780001236;122BX;;;;1;;;;;48;;;;
DIALYSE;2024;780000311;CHI POISSY ST GERMAIN SITE DE POISSY;780001236;TOT;0;;;;;;918;2;;48;2;1;1
DIALYSE;2024;780000311;CHI POISSY ST GERMAIN SITE DE POISSY;780001236;VACAN;;;;20;;;;;;;;;
DIALYSE;2024;780000329;CH DE RAMBOUILLET;780110052;112BA;;;;9;;4880;;;;;;;
DIALYSE;2024;780000329;CH DE RAMBOUILLET;780110052;1130X;;;;8;;3607;;;;;;;
DIALYSE;2024;780000329;CH DE RAMBOUILLET;780110052;TOT;0;;;;;;160;;;24;;1;0
DIALYSE;2024;780001558;UNITE D AUTODIALYSE ADDY;780822920;1140X;;;;10;14;2027;;;;;;;
DIALYSE;2024;780001558;UNITE D AUTODIALYSE ADDY;780822920;TOT;0;;;;;;;;;2;;0;0
DIALYSE;2024;780001707;UNITE D AUTODIALYSE LES TEMPLIERS;780822920;1140X;;;;9;14;1868;;;;;;;
DIALYSE;2024;780001707;UNITE D AUTODIALYSE LES TEMPLIERS;780822920;TOT;0;;;;;;;;;2;;0;0
DIALYSE;2024;780018727;CLINIQUE SAINT GERMAIN;780018719;112AX;;;;1;0;210;;;;;;;
DIALYSE;2024;780018727;CLINIQUE SAINT GERMAIN;780018719;112BA;;;;16;186;9126;;;;;;;
DIALYSE;2024;780018727;CLINIQUE SAINT GERMAIN;780018719;1130X;;;;8;79;3830;;;;;;;
DIALYSE;2024;780018727;CLINIQUE SAINT GERMAIN;780018719;1140X;;;;6;64;2898;;;;;;;
DIALYSE;2024;780018727;CLINIQUE SAINT GERMAIN;780018719;TOT;0;;;;;;121;2;;15;;1;0
DIALYSE;2024;780150017;CTR DE SOINS ET READAPTATION CESSRIN;750005068;112AX;;;;3;0;257;;;;;;;
DIALYSE;2024;780150017;CTR DE SOINS ET READAPTATION CESSRIN;750005068;112BA;;;;16;56;8483;;;;;;;
DIALYSE;2024;780150017;CTR DE SOINS ET READAPTATION CESSRIN;750005068;1130X;;;;11;42;5635;;;;;;;
DIALYSE;2024;780150017;CTR DE SOINS ET READAPTATION CESSRIN;750005068;1150A;;;;10;9;2371;;;;;;;
DIALYSE;2024;780150017;CTR DE SOINS ET READAPTATION CESSRIN;750005068;1210;;;;;5;;;;322;;;;
DIALYSE;2024;780150017;CTR DE SOINS ET READAPTATION CESSRIN;750005068;121AX;;;;;2;;;;132;;;;
DIALYSE;2024;780150017;CTR DE SOINS ET READAPTATION CESSRIN;750005068;121CX;;;;5;3;;;;190;;;;
DIALYSE;2024;780150017;CTR DE SOINS ET READAPTATION CESSRIN;750005068;TOT;0;;;;;;40;1;;33;4;1;1
DIALYSE;2024;780300125;CLINIQUE DE LA REGION MANTAISE;780000535;112AX;;;;1;;596;;;;;;;
DIALYSE;2024;780300125;CLINIQUE DE LA REGION MANTAISE;780000535;112BA;;;;21;;11126;;;;;;;
DIALYSE;2024;780300125;CLINIQUE DE LA REGION MANTAISE;780000535;1130X;;;;12;;6018;;;;;;;
DIALYSE;2024;780300125;CLINIQUE DE LA REGION MANTAISE;780000535;1140X;;;;6;;3165;;;;;;;
DIALYSE;2024;780300125;CLINIQUE DE LA REGION MANTAISE;780000535;TOT;0;;;;;;6;2;;32;;1;0
DIALYSE;2024;780300414;CH PRIVE DE L EUROPE;780000675;112AX;;;;1;;10;;;;;;;
DIALYSE;2024;780300414;CH PRIVE DE L EUROPE;780000675;112BA;;;;20;123;10573;;;;;;;
DIALYSE;2024;780300414;CH PRIVE DE L EUROPE;780000675;1130X;;;;8;96;5171;;;;;;;
DIALYSE;2024;780300414;CH PRIVE DE L EUROPE;780000675;TOT;0;;;;;;626;;;;;1;0
DIALYSE;2024;780300422;HOPITAL PRIVE DE L OUEST PARISIEN;780002259;112AX;;;;1;0;81;;;;;;;
DIALYSE;2024;780300422;HOPITAL PRIVE DE L OUEST PARISIEN;780002259;112BA;;;;24;277;13725;;;;;;;
DIALYSE;2024;780300422;HOPITAL PRIVE DE L OUEST PARISIEN;780002259;1130X;;;;24;76;3546;;;;;;;
DIALYSE;2024;780300422;HOPITAL PRIVE DE L OUEST PARISIEN;780002259;1150A;;;;3;2;447;;;;;;;
DIALYSE;2024;780300422;HOPITAL PRIVE DE L OUEST PARISIEN;780002259;1210;;;;;4;;;;160;;;;
DIALYSE;2024;780300422;HOPITAL PRIVE DE L OUEST PARISIEN;780002259;121AX;;;;;1;;;;82;;;;
DIALYSE;2024;780300422;HOPITAL PRIVE DE L OUEST PARISIEN;780002259;121CX;;;;3;3;;;;78;;;;
DIALYSE;2024;780300422;HOPITAL PRIVE DE L OUEST PARISIEN;780002259;122AX;;;;1;0;;;;3;;;;
DIALYSE;2024;780300422;HOPITAL PRIVE DE L OUEST PARISIEN;780002259;122BX;;;;3;0;;;;10;;;;
DIALYSE;2024;780300422;HOPITAL PRIVE DE L OUEST PARISIEN;780002259;TOT;0;;;;;;330;1;;48;0;1;1
DIALYSE;2024;780300422;HOPITAL PRIVE DE L OUEST PARISIEN;780002259;VACAN;;;;1;0;0;;;;;;;
DIALYSE;2024;780808234;SERVICE DE DIALYSE A DOMICILE;780822920;1150A;;;;7;7;1557;;;;;;;
DIALYSE;2024;780808234;SERVICE DE DIALYSE A DOMICILE;780822920;TOT;0;;;;;;;;;1;;0;0
DIALYSE;2024;780822631;CENTRE AUTODIALYSE LES ARCADES;780822920;1140X;;;;10;9;1733;;;;;;;
DIALYSE;2024;780822631;CENTRE AUTODIALYSE LES ARCADES;780822920;TOT;0;;;;;;;;;4;;0;0
DIALYSE;2024;780823134;UNITE D AUTODIALYSE BEAUREGARD;780822920;1140X;;;;8;13;1897;;;;;;;
DIALYSE;2024;780823134;UNITE D AUTODIALYSE BEAUREGARD;780822920;TOT;0;;;;;;;;;1;;0;0
DIALYSE;2024;780826152;UNITE D AUTODIALYSE IMPRESSIONNISTES;780822920;1140X;;;;9;13;2022;;;;;;;
DIALYSE;2024;780826152;UNITE D AUTODIALYSE IMPRESSIONNISTES;780822920;TOT;0;;;;;;;;;1;;0;0
DIALYSE;2024;790000087;CENTRE HOSPITALIER DE NIORT;790000012;112AX;;;;2;;0;;;;;;;
DIALYSE;2024;790000087;CENTRE HOSPITALIER DE NIORT;790000012;112BA;;;;22;;12370;;;;;;;
DIALYSE;2024;790000087;CENTRE HOSPITALIER DE NIORT;790000012;122AX;;;;2;;;;;152;;;;
DIALYSE;2024;790000087;CENTRE HOSPITALIER DE NIORT;790000012;122BX;;;;0;5;;;;211;;;;
DIALYSE;2024;790000087;CENTRE HOSPITALIER DE NIORT;790000012;TOT;0;;;;;;953;;;45;8;1;1
DIALYSE;2024;790007306;AURA POITOU-CH - NIORT;860000348;1130X;;;;16;37;5116;;;;;;;
DIALYSE;2024;790007306;AURA POITOU-CH - NIORT;860000348;1140X;;;;4;1;254;;;;;;;
DIALYSE;2024;790007306;AURA POITOU-CH - NIORT;860000348;1150A;;;;4;4;1118;;;;;;;
DIALYSE;2024;790007306;AURA POITOU-CH - NIORT;860000348;1210;;;;;18;;;;837;;;;
DIALYSE;2024;790007306;AURA POITOU-CH - NIORT;860000348;121AX;;;;;9;;;;381;;;;
DIALYSE;2024;790007306;AURA POITOU-CH - NIORT;860000348;121CX;;;;9;9;;;;456;;;;
DIALYSE;2024;790007306;AURA POITOU-CH - NIORT;860000348;TOT;0;;;;;;;;;49;14;0;1
DIALYSE;2024;790016794;AURA POITOU-CHARENTES - PARTHENAY;860000348;1130X;;;;12;36;4999;;;;;;;
DIALYSE;2024;790016794;AURA POITOU-CHARENTES - PARTHENAY;860000348;TOT;0;;;;;;;;;17;;0;0
DIALYSE;2024;800002503;SA SAINTE-ISABELLE;800001141;112AX;;;;2;0;4;;;;;;;
DIALYSE;2024;800002503;SA SAINTE-ISABELLE;800001141;112BA;;;;30;136;20343;;;;;;;
DIALYSE;2024;800002503;SA SAINTE-ISABELLE;800001141;1130X;;;;8;16;1228;;;;;;;
DIALYSE;2024;800002503;SA SAINTE-ISABELLE;800001141;1140X;;;;8;0;12;;;;;;;
DIALYSE;2024;800002503;SA SAINTE-ISABELLE;800001141;TOT;0;;;;;;0;0;;39;0;1;0
DIALYSE;2024;800002503;SA SAINTE-ISABELLE;800001141;VACAN;;;;1;1;1037;;;;;;;
DIALYSE;2024;800006124;CHU AMIENS SUD;800000044;112BA;;;;32;157;18897;;;;;;;
DIALYSE;2024;800006124;CHU AMIENS SUD;800000044;112BE;;;;1;;6;;;;;;;
DIALYSE;2024;800006124;CHU AMIENS SUD;800000044;TOT;1;28;130;;;;1801;;;180;0;1;0
DIALYSE;2024;800010159;UNITE DE DIALYSE DE CORBIE;590799995;1130X;;;;8;41;6443;;;;;;;
DIALYSE;2024;800010159;UNITE DE DIALYSE DE CORBIE;590799995;1140X;;;;4;9;1174;;;;;;;
DIALYSE;2024;800010324;UNITE DE DIALYSE D'AMIENS;590799995;112AX;;;;1;;18;;;;;;;
DIALYSE;2024;800010324;UNITE DE DIALYSE D'AMIENS;590799995;1130X;;;;18;72;10600;;;;;;;
DIALYSE;2024;800010324;UNITE DE DIALYSE D'AMIENS;590799995;1140X;;;;6;13;2231;;;;;;;
DIALYSE;2024;800020281;SANTELYS DIALYSE À DOMICILE CORBIE;590799995;1150A;;;;1;1;302;;;;;;;
DIALYSE;2024;800020299;SANTELYS DIALYSE À DOMICILE AMIENS;590799995;1150A;;;;2;1;341;;;;;;;
DIALYSE;2024;800021164;SANTELYS UNITÉ DE DIALYSE DE DOULLENS;590799995;1130X;;;;8;17;2438;;;;;;;
DIALYSE;2024;800021172;SANTELYS UNITÉ DE DIALYSE DE PÉRONNE;590799995;1130X;;;;8;29;3537;;;;;;;
DIALYSE;2024;810000224;CL CLAUDE BERNARD ALBI;810000471;112AX;;;;6;6;1968;;;;;;;
DIALYSE;2024;810000224;CL CLAUDE BERNARD ALBI;810000471;112BA;;;;46;162;25046;;;;;;;
DIALYSE;2024;810000224;CL CLAUDE BERNARD ALBI;810000471;1150A;;;;1;;344;;;;;;;
DIALYSE;2024;810000224;CL CLAUDE BERNARD ALBI;810000471;122AX;;;;1;;;;;21;;;;
DIALYSE;2024;810000224;CL CLAUDE BERNARD ALBI;810000471;TOT;1;2;35;;;;44;0;;;;1;1
DIALYSE;2024;810003368;CL CLAUDE BERNARD UDM CASTRES;810000471;1130X;;;;6;25;3354;;;;;;;
DIALYSE;2024;810011197;CL CLAUDE BERNARD UAD LAVAUR;810000471;1140X;;;;6;6;868;;;;;;;
DIALYSE;2024;810012203;CL CLAUDE BERNARD UDM GAILLAC;810000471;1130X;;;;6;15;2170;;;;;;;
DIALYSE;2024;810101741;CL CLAUDE BERNARD UAD CASTRES;810000471;1140X;;;;12;22;3354;;;;;;;
DIALYSE;2024;810101758;CL CLAUDE BERNARD UAD GRAULHET;810000471;1140X;;;;6;5;685;;;;;;;
DIALYSE;2024;810102947;CL CLAUDE BERNARD UAD LESCURE;810000471;1140X;;;;12;25;3851;;;;;;;
DIALYSE;2024;820000057;CL PONT DE CHAUME MONTAUBAN;820000131;112BA;;;;33;128;20350;;;;;;;
DIALYSE;2024;820000057;CL PONT DE CHAUME MONTAUBAN;820000131;1130X;;;;8;16;2448;;;;;;;
DIALYSE;2024;820000057;CL PONT DE CHAUME MONTAUBAN;820000131;1140X;;;;12;17;2618;;;;;;;
DIALYSE;2024;820000057;CL PONT DE CHAUME MONTAUBAN;820000131;TOT;0;;;;;;671;;;57;;1;0
DIALYSE;2024;820005791;CL PONT DE CHAUME UAD CASTELSARRASIN;820000131;1140X;;;;8;12;1872;;;;;;;
DIALYSE;2024;830000287;CH LA DRACENIE DE DRAGUIGNAN;830100525;TOT;0;;;;;;101;;;;;0;0
DIALYSE;2024;830000345;CHITS CH SAINTE MUSSE;830100616;112BA;;;;20;69;9736;;;;;;;
DIALYSE;2024;830000345;CHITS CH SAINTE MUSSE;830100616;122AX;;;;1;;;;;38;;;;
DIALYSE;2024;830000345;CHITS CH SAINTE MUSSE;830100616;122BX;;;;2;;;;;42;;;;
DIALYSE;2024;830000345;CHITS CH SAINTE MUSSE;830100616;TOT;0;;;;;;1062;1;;69;10;1;1
DIALYSE;2024;830012548;AVODD CENTRE D'HEMODIALYSE HYERES;830002119;112AX;;;;4;;781;;;;;;;
DIALYSE;2024;830012548;AVODD CENTRE D'HEMODIALYSE HYERES;830002119;112BA;;;;16;58;8421;;;;;;;
DIALYSE;2024;830012548;AVODD CENTRE D'HEMODIALYSE HYERES;830002119;1130X;;;;19;53;7833;;;;;;;
DIALYSE;2024;830012548;AVODD CENTRE D'HEMODIALYSE HYERES;830002119;1140X;;;;12;24;3402;;;;;;;
DIALYSE;2024;830012548;AVODD CENTRE D'HEMODIALYSE HYERES;830002119;1150A;;;;12;13;3105;;;;;;;
DIALYSE;2024;830012548;AVODD CENTRE D'HEMODIALYSE HYERES;830002119;1210;;;;;;;;;969;;;;
DIALYSE;2024;830012548;AVODD CENTRE D'HEMODIALYSE HYERES;830002119;121AX;;;;;;;;;766;;;;
DIALYSE;2024;830012548;AVODD CENTRE D'HEMODIALYSE HYERES;830002119;121CX;;;;1;;;;;203;;;;
DIALYSE;2024;830012548;AVODD CENTRE D'HEMODIALYSE HYERES;830002119;122AX;;;;1;;;;;264;;;;
DIALYSE;2024;830012548;AVODD CENTRE D'HEMODIALYSE HYERES;830002119;TOT;0;;;;;;0;4;;;;1;1
DIALYSE;2024;830012548;AVODD CENTRE D'HEMODIALYSE HYERES;830002119;VACAN;;;;;1;165;;;;;;;
DIALYSE;2024;830012589;ADIVA CTRE D'HEMODIALYSE SEYNE SUR MER;830003695;112BA;;;;18;72;11547;;;;;;;
DIALYSE;2024;830012589;ADIVA CTRE D'HEMODIALYSE SEYNE SUR MER;830003695;1130X;;;;8;5;602;;;;;;;
DIALYSE;2024;830012589;ADIVA CTRE D'HEMODIALYSE SEYNE SUR MER;830003695;TOT;0;;;;;;;;;22;2;1;0
DIALYSE;2024;830012688;CENTRE DE NEPHROLOGIE LES FLEURS;830012639;112BA;;;;40;140;20829;;;;;;;
DIALYSE;2024;830012688;CENTRE DE NEPHROLOGIE LES FLEURS;830012639;1130X;;;;7;7;1490;;;;;;;
DIALYSE;2024;830012688;CENTRE DE NEPHROLOGIE LES FLEURS;830012639;1140X;;;;2;2;507;;;;;;;
DIALYSE;2024;830012688;CENTRE DE NEPHROLOGIE LES FLEURS;830012639;1210;;;;;13;;;;776;;;;
DIALYSE;2024;830012688;CENTRE DE NEPHROLOGIE LES FLEURS;830012639;121AX;;;;;7;;;;437;;;;
DIALYSE;2024;830012688;CENTRE DE NEPHROLOGIE LES FLEURS;830012639;121CX;;;;1;6;;;;339;;;;
DIALYSE;2024;830012688;CENTRE DE NEPHROLOGIE LES FLEURS;830012639;122AX;;;;2;0;;;;55;;;;
DIALYSE;2024;830012688;CENTRE DE NEPHROLOGIE LES FLEURS;830012639;122BX;;;;2;1;;;;10;;;;
DIALYSE;2024;830012688;CENTRE DE NEPHROLOGIE LES FLEURS;830012639;TOT;0;;;;;;0;6;;42;3;1;1
DIALYSE;2024;830012688;CENTRE DE NEPHROLOGIE LES FLEURS;830012639;VACAN;;;;1;1;221;;;;;;;
DIALYSE;2024;830013819;AVODD TOULON SITE HIA SAINTE ANNE;830002119;112AX;;;;;;109;;;;;;;
DIALYSE;2024;830013819;AVODD TOULON SITE HIA SAINTE ANNE;830002119;112BA;;;;6;25;3478;;;;;;;
DIALYSE;2024;830013819;AVODD TOULON SITE HIA SAINTE ANNE;830002119;1130X;;;;8;24;3307;;;;;;;
DIALYSE;2024;830013819;AVODD TOULON SITE HIA SAINTE ANNE;830002119;1140X;;;;1;;545;;;;;;;
DIALYSE;2024;830013819;AVODD TOULON SITE HIA SAINTE ANNE;830002119;TOT;0;;;;;;0;;;;;1;0
DIALYSE;2024;830013819;AVODD TOULON SITE HIA SAINTE ANNE;830002119;VACAN;;;;;1;102;;;;;;;
DIALYSE;2024;830015970;ADIVA CENTRE DE DIALYSE GASSIN;830003695;1130X;;;;18;35;5940;;;;;;;
DIALYSE;2024;830015970;ADIVA CENTRE DE DIALYSE GASSIN;830003695;TOT;0;;;;;;;;;8;;0;0
DIALYSE;2024;830016671;ADIVA CTRE DE DIALYSE ST JEAN TOULON;830003695;112BA;;;;7;45;3262;;;;;;;
DIALYSE;2024;830016671;ADIVA CTRE DE DIALYSE ST JEAN TOULON;830003695;1130X;;;;13;42;6718;;;;;;;
DIALYSE;2024;830016671;ADIVA CTRE DE DIALYSE ST JEAN TOULON;830003695;TOT;0;;;;;;;;;6;;1;0
DIALYSE;2024;830017505;AVODD HEMODIALYSE AMBULATOIRE FREJUS;830002119;112AX;;;;1;;118;;;;;;;
DIALYSE;2024;830017505;AVODD HEMODIALYSE AMBULATOIRE FREJUS;830002119;112BA;;;;12;58;8674;;;;;;;
DIALYSE;2024;830017505;AVODD HEMODIALYSE AMBULATOIRE FREJUS;830002119;112BE;;;;1;;32;;;;;;;
DIALYSE;2024;830017505;AVODD HEMODIALYSE AMBULATOIRE FREJUS;830002119;1130X;;;;16;43;7242;;;;;;;
DIALYSE;2024;830017505;AVODD HEMODIALYSE AMBULATOIRE FREJUS;830002119;1140X;;;;6;18;2852;;;;;;;
DIALYSE;2024;830017505;AVODD HEMODIALYSE AMBULATOIRE FREJUS;830002119;122AX;;;;1;;;;;64;;;;
DIALYSE;2024;830017505;AVODD HEMODIALYSE AMBULATOIRE FREJUS;830002119;TOT;0;;;;;;0;;;26;;1;1
DIALYSE;2024;830017505;AVODD HEMODIALYSE AMBULATOIRE FREJUS;830002119;VACAN;;;;;2;1178;;;;;;;
DIALYSE;2024;830100103;HOP PRIVE TOULON HYERES STE MARGUERITE;830000022;1130X;;;;;;4211;;;;;;;
