BOR;AN;FI;RS;FI_EJ;ORG_A1;ORG_B1;ORG_C1;ORG_A2;ORG_B2;ORG_C2;ORG_A24;ORG_B24;ORG_C24;ORG_A3;ORG_B3;ORG_C3;ORG_A6;ORG_B6;ORG_C6;ORG_A7;ORG_B7;ORG_C7;ORG_A8;ORG_B8;ORG_C8;ORG_A10;ORG_B10;ORG_C10;ORG_A11;ORG_B11;ORG_C11;ORG_A25;ORG_A26;ORG_A27;ORG_A17;ORG_A18;ORG_A19;ORG_A20;ORG_A21;ORG_A22;ORG_A23
ORG;2024;750300139;CLINIQUE DE L ALMA;750000655;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;0;;;;;;
ORG;2024;750300154;CLINIQUE TURIN;750065971;;;;;;;;;;;;;;;;2;A;;;;;41;C;;;;;1;1;1;0;;;;;;
ORG;2024;750300360;HOPITAL PRIVE DES PEUPLIERS;750026569;;;;;;;;;;;;;;;;;;;;;;10;D;C;;;;1;1;1;0;;;;;;
ORG;2024;750300493;CLINIQUE ARAGO;750000796;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;0;;;;;;
ORG;2024;750300550;CLINIQUE SAINTE GENEVIEVE;750000812;;;;;;;;;;;;;;;;1;A;;;;;12;C;;;;;0;1;2;0;;;;;;
ORG;2024;750300667;MATERNITE SAINTE FELICITE;750000838;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;1;2;0;;;;;;
ORG;2024;750300741;CLINIQUE CHIRURGICALE VICTOR HUGO;750000861;;;;;;;;;;;;;;;;;;;;;;4;C;D;;;;1;0;;0;;;;;;
ORG;2024;750300766;CLINIQUE BIZET;750056145;;;;;;;;;;;;;;;;1;A;;;;;30;C;;;;;0;0;;0;;;;;;
ORG;2024;750300774;CLINIQUE JOUVENET;750000895;;;;;;;;;;;;;;;;;;;;;;12;D;C;;;;1;0;;0;;;;;;
ORG;2024;750300840;CLINIQUE DE LA MUETTE;750000903;;;;;;;;;;;;;;;;;;;;;;7;C;D;;;;0;1;1;0;;;;;;
ORG;2024;750300857;CLINIQUE REMUSAT;750062218;0;;;0;;;0;;;0;;;0;;;0;;;0;;;28;C;;0;;;0;0;;1;1;77 SUD;;;;
ORG;2024;750300881;CLINIQUE DU TROCADERO;750000937;0;;;1;A;;0;;;0;;;0;;;0;;;0;;;20;C;;4;D;;1;1;2;0;;;;;;
ORG;2024;750300915;CLINIQUE INTERNATIONALE PARC MONCEAU;750065963;;;;;;;;;;2;C;;;;;1;G;;;;;10;C;;;;;1;0;;0;;;;;;
ORG;2024;750300931;CLINIQUE STE THERESE;750000978;;;;;;;;;;;;;;;;;;;;;;5;C;D;1;D;D;0;0;;0;;;;;;
ORG;2024;750301137;CLINIQUE CHIRURG ALLERAY LABROUSTE;750071870;;;;1;B;;;;;;;;;;;;;;;;;25;C;;;;;0;1;1;0;;;;;;
ORG;2024;750301145;CLINIQUE DU MONT LOUIS;750001042;3;C;D;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;0;;;;;;
ORG;2024;750301160;CLINIQUE MAUSSINS NOLLET;750001067;;;;;;;;;;;;;;;;1;E;;;;;14;C;E;;;;1;1;1;0;;;;;;
ORG;2024;750310013;CLINIQUE VILLA MONTSOURIS;920030269;;;;;;;;;;;;;;;;;;;;;;18;C;E;;;;0;1;2;1;1;PARIS PSYCHIATRIE ET NEUROSCIENCES;;;;
ORG;2024;750700015;HOPITAL LEOPOLD BELLAN SITE AQUEDUC;750720609;;;;;;;;;;;;;;;;;;;;;;1;D;;;;;1;0;;0;;;;;;
ORG;2024;750710782;CMP FRANCOISE MINKOWSKA;750001190;;;;;;;;;;;;;1;B;;;;;;;;;;;;;;0;0;;0;;;;;;
ORG;2024;750719361;ASSOCIATION AURORE;750719361;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;1;0;;0;;;;;;
ORG;2024;750801441;GHU APHP CUP SITE BROCA;750712184;;;;;;;;;;;;;;;;;;;;;;11;;;1;;;0;0;;;;;;;;
ORG;2024;750802316;CMP ENFANTS SOCIETE PHILANTHROPIQUE;750720492;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;;0;;;;;;
ORG;2024;750803447;GHU APHP CUP SITE G POMPIDOU HEGP;750712184;;;;;;;;;;;;;;;;;;;;;;33;C;;;;;1;1;1;;;;;;;
ORG;2024;750803454;GHU APHP NUP SITE ROBERT DEBRE;750712184;;;;;;;;;;;;;;;;;;;;;;32;C;E;8;;;1;1;2;;;;;;;
ORG;2024;750806226;HOSPITALISATION A DOMICILE APHP PARIS;750712184;;;;;;;;;;;;;;;;;;;;;;416;C;D;;;;1;0;;0;;;;;;
ORG;2024;750808578;SSR INSTITUT NATIONAL DES INVALIDES;750813032;;;;;;;;;;;;;;;;;;;;;;66;C;D;;;;0;0;;;;;;;;
ORG;2024;750814824;CTRE NEPHRO B BRAUN BUTTES CHAUMONT;920040862;;;;;;;;;;;;;;;;1;A;;;;;3;C;;;;;0;0;;0;;;;;;
ORG;2024;750825184;CENTRE DE REDUCATION LA CHATAIGNERAIE;950000760;;;;;;;;;;;;;;;;;;;;;;13;C;D;;;;1;0;;0;;;;;;
ORG;2024;750829053;CENTRE D AUTODIALYSE CLINIQUE ALMA;750000655;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;0;;;;;;
ORG;2024;750831067;DIAVERUM SAINT DENIS PARIS MONT LOUIS;690049846;;C;;;;;;;;;;;;;;;;;;;;;D;;;;;0;0;;0;;;;;;
ORG;2024;760000018;CH DIEPPE;760780023;;;;;;;;;;;;;1;B;;1;D;;1;C;;;;;;;;0;1;2;0;;;;;;
ORG;2024;760000026;CH SAINT VALERY EN CAUX;760780031;;;;;;;;;;;;;;;;;;;;;;13;C;A;;;;0;1;2;;;;;;;
ORG;2024;760000034;CH GOURNAY EN BRAY;760780049;;;;;;;;;;;;;1;B;;;;;1;D;;4;C;;;;;0;0;;;;;;;;
ORG;2024;760000042;CH EU;760780056;;;;;;;;;;;;;;;;;;;;;;9;A;C;;;;1;1;2;1;1;CAUX MARITIME;;;;
ORG;2024;760000059;CH NEUFCHATEL-EN-BRAY;760780064;;;;;;;;;;1;C;;1;B;;;;;1;D;;17;C;;1;A;;0;1;2;1;1;ROUEN COEUR DE SEINE;;;;
ORG;2024;760000133;CH HOPITAL PASTEUR VALLERY RADOT;760780213;9;C;;;;;;;;;;;2;B;;;;;1;C;;22;C;A;;;;0;1;2;1;1;ROUEN COEUR DE SEINE;;;;
ORG;2024;760000141;HOPITAL SAINT JULIEN CHU ROUEN;760780239;;;;7;C;;;;;;;;1;D;;;;;10;C;;75;C;D;;;;0;1;2;;;;;;;
ORG;2024;760000158;HOPITAL CHARLES NICOLLE CHU ROUEN;760780239;;;;7;C;;;;;;;;1;D;;;;;10;C;;75;C;D;;;;0;1;2;;;;;;;
ORG;2024;760000166;CLCC H BECQUEREL;760780247;1;;;4;;;;;;;;;2;;;;;;;;;140;;;;;;0;1;2;0;;;;;;
ORG;2024;760000174;CH YVETOT;760780254;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;;;;;;;
ORG;2024;760000182;CH DU BELVEDERE;760780262;;;;8;A;;;;;;;;1;B;;;;;1;C;;68;C;;;;;0;1;1;1;1;ROUEN COEUR DE SEINE;;;;
ORG;2024;760000190;CHS DU ROUVRAY SOTTEVILLE-LES-ROUEN;760780270;;;;;;;3;C;;;;;;;;;;;3;C;;344;A;B;;;;1;1;1;0;;;;;;
ORG;2024;760000356;HOPITAL GUSTAVE FLAUBERT CH LE HAVRE;760780726;;;;3;A;B;;;;;;;1;B;;;;;;;;;;;;;;1;1;2;;;;;;;
ORG;2024;760000364;CHI DU PAYS DES HAUTES FALAISES FECAMP;760780734;;;;;;;;;;4;C;B;;;;2;D;;;;;55;C;A;;;;0;1;1;;;;;;;
ORG;2024;760000372;CH LILLEBONNE CHI CAUX VALLEE DE SEINE;760780742;;;;5;;;;;;;;;1;;;2;;;;;;60;;;;;;1;1;2;1;1;ESTUAIRE DE LA SEINE;;;;
ORG;2024;760000380;HL SAINT-ROMAIN-DE-COLBOSC;760780759;;;;;;;;;;;;;;;;;;;;;;2;C;C;;;;0;1;2;;;;;;;
ORG;2024;760000398;HOPITAL LOCAL BOLBEC CHIC CAUX VALLEE;760780742;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;2;1;1;;;;;
ORG;2024;760000463;CH LES FEUGRAIS CHI ELBEUF;760024042;;;;3;B;D;;;;;;;4;A;B;;;;;;;;;;;;;0;1;1;0;;;;;;
ORG;2024;760000620;CENTRE SSR PA CH DARNETAL;760782227;1;;;;;;;;;;;;1;;;;;;1;;;1;;;;;;;;;;;;;;;
ORG;2024;760000802;CENTRE SSR PA CH SOTTEVILLE/ROUEN;760782425;;;;;;;;;;;;;;;;;;;1;D;;;;;;;;1;1;1;1;1;ROUEN COEUR DE SEINE;;;;
ORG;2024;760017079;CRF LA HEVE;760017038;3;C;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;;;;;;
ORG;2024;760020529;HAD DU CEDRE;760000257;;;;;;;;;;;;;;;;;;;;;;394;C;;;;;0;1;2;0;;;;;;
ORG;2024;760021329;HOPITAL PRIVE DE L'ESTUAIRE;760000448;;;;;;;;;;1;A;;;;;;;;;;;4;C;D;;;;1;1;1;0;;;;;;
ORG;2024;760023671;USLD ARCADIE BOUCICAUT CHU ROUEN;760780239;;;;7;C;;;;;;;;1;D;;;;;10;C;;75;C;D;;;;0;1;2;;;;;;;
ORG;2024;760025312;CLINIQUE MATHILDE;760000315;;;;;;;;;;;;;;;;;;;;;;50;D;;;;;0;1;1;0;;;;;;
ORG;2024;760025668;UNITE AUTODIALYSE ASSISTEE ASS ANIDER;140000852;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;0;0;;0;;;;;;
ORG;2024;760025908;UNITE AUTODIALYSE ASSISTEE ASS ANIDER;140000852;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;0;0;;0;;;;;;
ORG;2024;760026088;UDM & UNITE AUTODIALYSE ASSISTEE;140000852;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;0;0;;0;;;;;;
ORG;2024;760026674;CLINIQUE OCEANE;750035578;;;;;;;;;;;;;;;;;;;;;;12;C;D;;;;0;0;;0;;;;;;
ORG;2024;760027292;CLINIQUE MEGIVAL;760027300;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;1;1;CAUX MARITIME;;;;
ORG;2024;760028985;CENTRE DE RADIOTHÉRAPIE GUILLAUME;760040253;;;;;;;;;;;;;;;;;;;;;;8;C;D;;;;1;;;0;;;;;;
ORG;2024;760029017;CLINIQUE GUILLAUME;920030269;;;;1;C;;;;;;;;;;;;;;;;;14;D;C;;;;0;0;;0;;;;;;
ORG;2024;760034637;SSR PETIT COLMOULINS;760000448;0;;;0;;;0;;;0;;;0;;;0;;;0;;;13;C;C;0;;;0;1;1;0;;;;;;
ORG;2024;760035147;CLINIQUE DES BOUCLES DE LA SEINE;760035139;;;;;;;;;;;;;;;;;;;;;;8;C;D;;;;1;0;;0;;;;;;
ORG;2024;760035592;UNITE DIALYSE MEDICALISEE LE HAVRE;140000852;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;0;0;;0;;;;;;
ORG;2024;760035709;HAD CAUX MARITIME;440052041;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;1;1;1;CAUX MARITIME;;;;
ORG;2024;760037796;SCM DES CARDIOLOGUES DY PT COLMOULINS;760031393;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;ESTUAIRE DE LA SEINE;;;;
ORG;2024;760041368;GCS PÔLE DE SANTE CHIRURGICAL;760041350;;;;;;;;;;;;;;;;;;;;;;16;A;D;;;;0;0;;0;;;;;;
ORG;2024;760780130;SSR DU CAUX LITTORAL;330050899;;;;;;;;;;;;;;;;;;;;;;10;C;D;;;;1;1;1;1;1;CAUX MARITIME;;;;
ORG;2024;760780205;CLINIQUE SAINT ANTOINE;760000125;;;;1;D;;;;;;;;;;;2;A;B;;;;1;C;;;;;1;0;;0;;;;;;
ORG;2024;760780288;HOPITAL PRIVE DE JOUR MGEN;750005068;;;;;;;;;;;;;;;;;;;;;;10;C;;;;;0;0;;0;;;;;;
ORG;2024;760780510;CLINIQUE DU CEDRE;760000257;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;0;1;2;0;;;;;;
ORG;2024;760780619;CLINIQUE SAINT-HILAIRE;760000307;;;;4;C;;;;;;;;;;;;;;;;;1;D;;1;G;;0;0;;0;;;;;;
ORG;2024;760780692;CMPR LES HERBIERS;760025734;;;;;;;;;;;;;;;;;;;;;;10;C;;;;;0;0;;1;1;ROUEN COEUR DE SEINE;;;;
ORG;2024;760780783;CLINIQUE TOUS VENTS;760000406;;;;;;;;;;;;;;;;;;;;;;13;C;D;;;;0;0;;0;;;;;;
ORG;2024;760780791;CLINIQUE LES ORMEAUX;760000414;;;;;;;;;;;;;;;;;;;;;;32;C;;;;;0;1;2;0;;;;;;
ORG;2024;760780981;CSMR LES JONQUILLES;760027342;0;;;0;;;0;;;0;;;0;;;0;;;0;;;12;C;;2;A;B;1;1;2;0;;;;;;
ORG;2024;760781054;LADAPT SEINE MARITIME;930019484;;;;;;;;;;;;;;;;;;;;;;4;C;D;;;;0;0;;0;;;;;;
ORG;2024;760783159;CLINIQUE DES ESSARTS;760000851;0;;;0;;;0;;;0;;;0;;;0;;;0;;;25;;;0;;;1;0;;0;;;;;;
ORG;2024;760783522;HOPITAL DE BOIS-GUILLAUME CHU ROUEN;760780239;;;;7;C;;;;;;;;1;D;;;;;10;C;;75;C;D;;;;0;1;2;;;;;;;
ORG;2024;760783530;HOPITAL DE OISSEL CHU ROUEN;760780239;;;;7;C;;;;;;;;1;D;;;;;10;C;;75;C;D;;;;;1;2;;;;;;;
ORG;2024;760805770;HOPITAL JACQUES MONOD CH LE HAVRE;760780726;;;;1;D;;;;;;;;;;;0;;;0;;;0;;;;;;1;1;2;0;;;;;;
ORG;2024;760917773;ANIDER - ROUEN INNOVATION SANTE;140000852;;;;;;;;;;;;;;;;;;;;;;4;C;;;;;0;0;;0;;;;;;
ORG;2024;760920603;CSMR LA ROSERAIE;760920587;;;;;;;;;;;;;;;;;;;;;;4;C;A;;;;1;1;2;0;;;;;;
ORG;2024;760920918;CENTRE DE REEDUCATION MERIDIENNE ROUEN;760000273;;;;;;;;;;;;;;;;2;A;B;;;;;;;;;;1;1;1;0;;;;;;
ORG;2024;760921809;CLINIQUE DE L'EUROPE;760000273;;;;1;D;;;;;;;;;;;2;A;B;;;;;;;;;;1;1;1;0;;;;;;
ORG;2024;770000131;CH DE COULOMMIERS;770021145;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;;;;;;;
ORG;2024;770000149;CH SUD SEINE ET MARNE FONTAINEBLEAU;770021152;;;;;;;;;;;;;;;;1;D;;1;C;;;;;;;;0;1;1;0;;;;;;
ORG;2024;770000156;CH DE MELUN SITE SANTEPOLE;770110054;1;C;;2;D;;;;;1;D;;;;;;;;2;C;;;;;;;;0;1;1;0;;;;;;
ORG;2024;770000164;CH SUD SEINE ET MARNE SITE MONTEREAU;770021152;;;;;;;;;;;;;1;D;;;;;;;;;;;;;;0;1;1;;;;;;;
ORG;2024;770000172;CH DE PROVINS LEON BINET;770110070;;;;;;;;;;2;C;A;;;;1;D;;;;;;;;;;;;1;1;0;;;;;;
ORG;2024;770000214;CH SUD SEINE ET MARNE SITE DE NEMOURS;770021152;;;;2;C;;;;;;;;;;;1;D;;;;;;;;;;;0;1;1;;;;;;;
ORG;2024;770000420;CTR READAPT FONCT ELLEN POIDATZ;770700029;;;;2;A;;;;;;;;;;;;;;;;;1;C;;;;;0;0;;0;;;;;;
ORG;2024;770000446;CH DE MEAUX SITE SAINT FARON;770021145;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;;;;;;;
ORG;2024;770001873;UNITE D AUTODIALYSE PONTAULT COMBAULT;940000060;;;;;;;;;;;;;;;;;;;;;;3;C;D;;;;0;0;;0;;;;;;
ORG;2024;770006138;CLINIQUE PSY PAYS DE SEINE INICEA;770020113;;;;;;;;;;;;;;;;;;;;;;16;C;;;;;0;1;1;0;;;;;;
ORG;2024;770016087;CENTRE DIALYSE DIAVERUM MONTEREAU;770016137;;;;;;;;;;;;;;;;1;;;;;;;;;;;;1;0;;1;3;77 SUD;;;;
ORG;2024;770016160;UNITE AUTODIALYSE AURA SANTEPOLE;940026677;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;1;0;;0;;;;;;
ORG;2024;770016467;CLINIQUE DES PAYS DE MEAUX;920030269;;;;;;;;;;;;;;;;;;;;;;18;C;D;;;;0;1;2;0;;;;;;
ORG;2024;770016475;HAD DE L'EST FRANCILIEN 77;440052041;;;;1;D;;;;;;;;;;;;;;;;;1;;;;;;0;1;1;1;1;77 NORD;;;;
ORG;2024;770019032;GHEF MARNE LA VALLEE SITE JOSSIGNY;770021145;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;;;;;;;
ORG;2024;770020477;HOP FORCILLES FONDATION COGNACQ JAY;750720468;;;;;;;1;C;;;;;;;;;;;;;;;;;;;;1;0;;0;;;;;;
ORG;2024;770020949;INSTITUT CANCEROLOGIE SEINE ET MARNE;770027035;;;;;;;;;;;;;;;;;;;;;;2;C;;3;A;C;0;0;;1;1;77 NORD;;;;
ORG;2024;770021186;GCS HAD REGION DE MELUN - ACTIVITE;770021160;;;;;;;;;;;;;;;;;;;;;;26;C;;;;;;;;0;;;;;;
ORG;2024;770021251;HAD NORD SEINE ET MARNE;440052041;;;;1;D;;;;;;;;;;;;;;;;;1;;;;;;1;1;1;1;1;77 NORD;;;;
ORG;2024;770022473;CLINIQUE USLD FSEF NEUFMOUTIERS;750720575;;;;;;;;;;;;;;;;;;;;;;5;D;;;;;0;0;;1;1;77 NORD;;;;
ORG;2024;770023042;ANNEXE COULOMMIERS LRS DAF;750814030;;;;1;C;A;;;;;;;;;;;;;;;;2;A;;;;;0;1;1;0;;;;;;
ORG;2024;770023059;SSR POLE SANTE ORGEMONT;440056455;;;;2;C;D;;;;;;;;;;;;;;;;;;;;;;0;1;1;0;;;;;;
ORG;2024;770026706;USLD POLE SANTE DE SERRIS;440052041;;;;1;D;;;;;;;;;;;;;;;;;;;;;;;1;0;;0;;;;;;
ORG;2024;770027688;SSR LRS GHEF MEAUX;750814030;;;;1;C;A;;;;;;;;;;;;;;;;2;A;;;;;0;1;1;0;;;;;;
ORG;2024;770027696;CARRE HAUSMANN;750814030;;;;1;C;A;;;;;;;;;;;;;;;;2;A;;;;;0;0;;0;;;;;;
ORG;2024;770150027;CLINIQUE FSEF NEUFMOUTIERS EN BRIE;750720575;;;;;;;;;;;;;;;;;;;;;;19;D;;;;;1;1;1;1;1;77 NORD;;;;
ORG;2024;770300010;HOPITAL PRIVE DE MARNE CHANTEREINE;770004299;;;;;;;;;;;;;;;;;;;;;;10;C;;;;;0;1;2;0;;;;;;
ORG;2024;770300135;CLINIQUE MEDICO CHIRURG LES FONTAINES;770000289;;;;;;;;;;;;;;;;1;D;;;;;;;;;;;1;1;1;0;;;;;;
ORG;2024;770300143;CLINIQUE SAINT JEAN L ERMITAGE;770000362;;;;2;A;B;;;;;;;;;;;;;;;;;;;;;;0;1;2;0;;;;;;
ORG;2024;770300218;INSTITUT DE READAPTATION SERRIS;440052041;;;;1;D;;;;;;;;;;;;;;;;;;;;;;;1;0;;0;;;;;;
ORG;2024;770300259;CLINIQUE LES TROIS SOLEILS;770000347;0;;;2;C;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;0;;0;;;;;;
ORG;2024;770310027;CLINIQUE PSYCHIATRIQ DE L ANGE GARDIEN;770000388;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;0;;;;;;
ORG;2024;770420024;ESSR LE PRIEURE;930027347;;;;;;;;;;;;;;;;;;;;;;1;D;;;;;1;1;2;0;;;;;;
ORG;2024;770510055;MAISON HOSPITALIERE CHANTEMERLE;750719270;;;;;;;;;;;;;;;;;;;;;;2;C;;;;;0;0;;1;2;ILE DE FRANCE SUD;77 SUD;;;
ORG;2024;770700011;CENTRE DE READAPTATION DE COUBERT;930027347;;;;;;;;;;;;;;;;;;;;;;134;C;;;;;1;0;;0;;;;;;
ORG;2024;770701225;CENTRE DE REEDUCATION LE BRASSET;750721334;1;C;;;;;;;;;;;;;;;;;;;;21;C;;;;;0;0;;1;1;77 NORD;;;;
ORG;2024;770790707;CLINIQUE DE TOURNAN;770000719;;;;;;;;;;;;;;;;;;;;;;60;C;;;;;1;1;1;0;;;;;;
ORG;2024;770803708;UNITE DE DIALYSE AURA MEAUX;940026677;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;1;0;;0;;;;;;
ORG;2024;770803989;CTRE READAPTATION CARDIAQUE DE LA BRIE;770000925;;;;;;;;;;;;;;;;;;;;;;9;C;;;;;1;1;2;0;;;;;;
ORG;2024;770809028;CENTRE DIALYSE DIAVERUM AVON;770016137;;;;;;;;;;;;;;;;1;;;;;;;;;;;;1;0;;1;3;77 SUD;;;;
ORG;2024;770813400;CLINIQUE MEDICO CHIRURGICALE ST FARON;770001014;;;;;;;;;;;;;;;;1;A;;;;;28;C;;;;;0;0;;0;;;;;;
ORG;2024;770813426;UNITE D AUTODIALYSE PROVINS;770813418;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;1;2;77 SUD;PROVINS EST SEINE-ET-MARNE;;;
ORG;2024;770813459;UNITE D AUTODIALYSE CHELLES;940000060;;;;;;;;;;;;;;;;;;;;;;2;C;D;;;;0;0;;1;1;GRAND PARIS NORD EST;;;;
ORG;2024;770813814;USLD CENTRE HOSPITALIER DE JOUARRE;770021145;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;1;1;1;;;;;;;
ORG;2024;770814986;UNITE D AUTODIALYSE COULOMMIERS;940000060;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;0;0;;1;1;GRAND PARIS NORD EST;;;;
ORG;2024;780000287;CH FRANCOIS QUESNAY MANTES;780110011;;;;;;;;;;;;;1;A;;;;;;;;236;C;A;;;;1;1;2;;;;;;;
ORG;2024;780000295;CHI DE MEULAN LES MUREAUX;780002697;;;;2;B;;;;;;;;;;;;;;;;;;;;;;;0;1;1;0;;;;;;
ORG;2024;780000303;CENTRE HOSPITALIER DE PLAISIR;780024113;;;;1;A;D;;;;;;;;;;1;D;;;;;;;;;;;0;1;2;;;;;;;
ORG;2024;780000311;CHI POISSY ST GERMAIN SITE DE POISSY;780001236;;;;1;A;;;;;;;;2;B;;2;D;;2;C;;29;C;D;;;;0;1;2;0;;;;;;
ORG;2024;780000329;CH DE RAMBOUILLET;780110052;;;;5;A;;;;;;;;2;B;;;;;1;;;137;A;;;;;1;1;1;;;;;;;
ORG;2024;780000337;CHI POISSY ST GERMAIN SITE ST GERMAIN;780001236;;;;1;A;;;;;;;;2;B;;2;D;;2;C;;29;C;;;;;0;0;;0;;;;;;
ORG;2024;780000345;CH DE VERSAILLES SITE RICHAUD;780110078;1;C;;3;A;;;;;;;;;;;;;;1;C;;;;;;;;0;1;1;;;;;;;
ORG;2024;780000360;USLD GERONTOLOGIQUE DE CHEVREUSE;780130019;1;A;B;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;
ORG;2024;780000378;CH LOCAL DE HOUDAN;780130027;;;;;;;;;;;;;;;;1;D;;;;;45;C;D;;;;1;1;2;0;;;;;;
ORG;2024;780000386;CH DE LA MAULDRE SITE SAINT LOUIS;780021788;;;;2;A;A;;;;;;;;;;;;;;;;13;C;D;;;;0;1;2;;;;;;;
ORG;2024;780000402;CHS JEAN MARTIN CHARCOT;780024113;;;;1;A;D;;;;;;;;;;1;D;;;;;;;;;;;1;1;2;;;;;;;
ORG;2024;780000410;CHS THEOPHILE ROUSSEL;780140059;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;;;;;;;
ORG;2024;780000428;CHI MEULAN (SITE DE BECHEVILLE);780002697;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;1;;;;;;;
ORG;2024;780001558;UNITE D AUTODIALYSE ADDY;780822920;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;0;;;;;;
ORG;2024;780001657;HOPITAL PEDIATRIE REEDUCATION BULLION;780530010;;;;;;;;;;;;;1;B;;;;;;;;9;D;C;;;;0;0;;;;;;;;
ORG;2024;780001707;UNITE D AUTODIALYSE LES TEMPLIERS;780822920;;;;;;;;;;;;;;;;1;A;B;;;;;;;;;;1;0;;0;;;;;;
ORG;2024;780004529;HAD KORIAN YVELINES SUD INICEA;310021233;;;;;;;;;;;;;;;;;;;;;;5;D;D;0;;;0;0;;0;;;;;;
ORG;2024;780018727;CLINIQUE SAINT GERMAIN;780018719;;;;1;E;;;;;;;;;;;3;A;;;;;20;C;D;;;;1;1;2;0;;;;;;
ORG;2024;780022737;POLYCLINIQUE DE MAISONS LAFFITTE;780000675;;;;;;;;;;;;;;;;;;;;;;3;C;;;;;1;1;1;0;;;;;;
ORG;2024;780022760;CLINIQUE SSR - LE GRAND PARC INICEA;310021258;;;;1;C;;;;;;;;;;;;;;;;;17;C;;3;A;;0;1;2;0;;;;;;
ORG;2024;780023164;CENTRE DE REEDUCATION L'OISEAU BLANC;780023156;;;;;;;;;;;;;;;;1;A;;;;;;;;;;;0;1;1;0;;;;;;
ORG;2024;780023545;HAD LEOPOLD BELLAN;750720609;;;;;;;;;;;;;;;;;;;;;;129;C;D;;;;0;0;;0;;;;;;
ORG;2024;780023909;HDJ CTRE AUBERGENVILLOIS PSY AMBUL;780025441;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;;0;;;;;;
ORG;2024;780140018;INSTITUT MGEN DE LA VERRIERE;750005068;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;1;0;;0;;;;;;
ORG;2024;780140042;CLINIQUE D YVELINES;780017455;;;;;;;;;;;;;;;;;;;;;;4;C;;;;;1;1;2;1;1;YVELINES SUD;;;;
ORG;2024;780140075;CENTRE SPECIALISE GILBERT RABY;750721391;0;;;1;G;;0;;;0;;;0;;;0;;;0;;;64;D;;;;;1;1;2;1;1;YVELINES NORD;;;;
ORG;2024;780150017;CTR DE SOINS ET READAPTATION CESSRIN;750005068;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;0;;;;;;
ORG;2024;780150066;HOPITAL LA PORTE VERTE;780808614;0;;;;;;;;;;;;2;B;G;1;;;;;;45;D;C;;;;1;1;1;1;1;YVELINES SUD;;;;
ORG;2024;780170056;HDJ L ENVOL;780825097;10;C;;;;;;;;;;;;;;;;;;;;2;A;;;;;1;0;;0;;;;;;
ORG;2024;780300075;CENTRE CARDIOLOGIQUE D EVECQUEMONT;780000485;;;;1;E;;;;;;;;;;;6;A;B;;;;27;C;D;;;;1;1;2;0;;;;;;
ORG;2024;780300083;CLINIQUE MEDICALE DE GOUSSONVILLE;920030269;;;;;;;;;;;;;;;;;;;;;;28;C;D;;;;0;;;0;;;;;;
ORG;2024;780300109;CLINIQUE VAL DE SEINE A LOUVECIENNE;780000519;12;A;;;;;;;;;;;;;;;;;;;;20;A;;;;;1;1;2;0;;;;;;
ORG;2024;780300125;CLINIQUE DE LA REGION MANTAISE;780000535;;;;;;;;;;;;;;;;4;A;B;;;;34;C;D;1;C;;1;1;1;0;;;;;;
ORG;2024;780300208;CLINIQUE SAINT LOUIS;780000576;;;;;;;;;;;;;;;;;;;;;;3;C;;;;;1;1;1;1;1;YVELINES NORD;;;;
