BOR;AN;FI;RS;GRP;FI_ET;RS_ET
ST;2024;740781893;CH DE REIGNIER;02;740000401;CENTRE DE LONG SEJOUR DE REIGNIER
ST;2024;740785035;EPSM 74;02;740000583;EPSM 74
ST;2024;740790258;CH ALPES LEMAN;02;740781141;CH ALPES LEMAN
ST;2024;740790381;CHI LES HOPITAUX DU LEMAN;02;740000328;HOPITAUX DU LEMAN
ST;2024;740790381;CHI LES HOPITAUX DU LEMAN;02;740788070;USLD LA LUMIERE DU LAC THONON
ST;2024;750000655;SAS CLINIQUE DE L'ALMA;06;750829053;CENTRE D AUTODIALYSE CLINIQUE ALMA
ST;2024;750057259;SAS EURODIALYSE;06;750057267;UNITE EURODIALYSE
ST;2024;750060402;ASSOCIATION DE LA VALLEE DE LA VESUBIE;06;060025285;UAD VALLEE DE LA VESUBIE
ST;2024;750062036;GHU PARIS PSY ET NEUROSCIENCES;02;750000499;CH SAINTE ANNE
ST;2024;750062036;GHU PARIS PSY ET NEUROSCIENCES;02;750027369;CH BICHAT MAISON BLANCHE-CTRE CHRONOS
ST;2024;750062036;GHU PARIS PSY ET NEUROSCIENCES;02;930815501;GHU PARIS USLD LA ROSERAIE NEUILLY S/M
ST;2024;750065963;SAS CLINIQUE INTER PARC MONCEAU;06;750040297;UNITE D AUTODIALYSE
ST;2024;750110025;CHNO DES QUINZE-VINGTS PARIS;02;750000481;CHNO DES QUINZE VINGTS PARIS
ST;2024;750712184;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS;02;600100101;CH AP-HP LIANCOURT
ST;2024;750712184;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS;02;620100016;HOP MARITIME DE BERCK
ST;2024;750712184;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS;02;640790150;HOPITAL MARIN VILLE PARIS
ST;2024;750712184;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS;02;750041543;GHU APHP NUP SITE BRETONNEAU
ST;2024;750712184;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS;02;750100018;GHU APHP CUP SITE HOTEL DIEU
ST;2024;750712184;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS;02;750100042;GHU APHP NUP SITE LARIBOISIERE
ST;2024;750712184;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS;02;750100075;GHU APHP NUP SITE SAINT LOUIS
ST;2024;750712184;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS;02;750100083;GHU APHP SUN SITE ROTHSCHILD
ST;2024;750712184;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS;02;750100091;GHU APHP SUN SITE ST ANTOINE
ST;2024;750712184;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS;02;750100109;GHU APHP SUN SITE TROUSSEAU
ST;2024;750712184;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS;02;750100125;GHU APHP SUN SITE PITIE SALPETRIERE
ST;2024;750712184;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS;02;750100166;GHU APHP CUP SITE COCHIN PORT ROYAL
ST;2024;750712184;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS;02;750100208;GHU CUP SITE NECKER ENFANTS MALADES
ST;2024;750712184;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS;02;750100216;GHU APHP CUP SITE VAUGIRARD
ST;2024;750712184;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS;02;750100232;GHU APHP NUP SITE BICHAT C BERNARD
ST;2024;750712184;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS;02;750100273;GHU APHP SUN SITE TENON
ST;2024;750712184;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS;02;750100299;GHU APHP UPS SITE SAINTE PERINE
ST;2024;750712184;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS;02;750801441;GHU APHP CUP SITE BROCA
ST;2024;750712184;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS;02;750803447;GHU APHP CUP SITE G POMPIDOU HEGP
ST;2024;750712184;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS;02;750803454;GHU APHP NUP SITE ROBERT DEBRE
ST;2024;750712184;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS;02;750806226;HOSPITALISATION A DOMICILE APHP PARIS
ST;2024;750712184;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS;02;830100012;APHP HOPITAL SAN SALVADOUR
ST;2024;750712184;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS;02;910100015;HU HENRI MONDOR SITE CLEMENCEAU APHP
ST;2024;750712184;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS;02;910100031;GHU APHP HM SITE DUPUYTREN
ST;2024;750712184;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS;02;920100013;GHU APHP UPS SITE AMBROISE PARE
ST;2024;750712184;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS;02;920100021;GHU APHP UPS SITE ANTOINE BECLERE
ST;2024;750712184;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS;02;920100039;GHU APHP NUP SITE BEAUJON
ST;2024;750712184;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS;02;920100047;GHU APHP NUP SITE LOUIS MOURIER
ST;2024;750712184;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS;02;920100054;GHU APHP UPS SITE RAYMOND POINCARE
ST;2024;750712184;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS;02;920100062;GHU APHP CUP SITE CELTON
ST;2024;750712184;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS;02;930100011;GHU APHP HU PSSD SITE MURET
ST;2024;750712184;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS;02;930100037;GHU APHP HU PSSD SITE AVICENNE
ST;2024;750712184;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS;02;930100045;GHU APHP HU PSSD SITE JEAN VERDIER
ST;2024;750712184;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS;02;940100027;GHU APHP HM SITE HENRI MONDOR
ST;2024;750712184;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS;02;940100035;GHU APHP SUN SITE CHARLES FOIX
ST;2024;750712184;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS;02;940100043;GHU APHP UPS SITE KREMLIN BICETRE APHP
ST;2024;750712184;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS;02;940100050;GHU APHP HM SITE E ROUX
ST;2024;750712184;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS;02;940100068;GHU APHP UPS SITE PAUL BROUSSE
ST;2024;750813032;INSTITUTION NATIONALE DES INVALIDES;02;750808578;SSR INSTITUT NATIONAL DES INVALIDES
ST;2024;750813321;FONDATION CURIE;08;750160012;CLCC INSTITUT CURIE
ST;2024;750813321;FONDATION CURIE;08;910813732;CLCC DE PROTONTHERAPIE ORSAY
ST;2024;750813321;FONDATION CURIE;08;920000460;CLCC RENE HUGUENIN INSTITUT CURIE
ST;2024;750821092;SERVICE DE SANTE DES ARMEES;02;130786742;HOPITAL INSTRUCTION DES ARMEES LAVERAN
ST;2024;750821092;SERVICE DE SANTE DES ARMEES;02;290000728;HOPITAL INSTR ARMEES CLERMONT-TONNERRE
ST;2024;750821092;SERVICE DE SANTE DES ARMEES;02;330781303;HOPITAL INSTR DES ARMEES ROBERT PICQUE
ST;2024;750821092;SERVICE DE SANTE DES ARMEES;02;570000596;HOP INSTRUC DES ARMEES LEGOUEST
ST;2024;750821092;SERVICE DE SANTE DES ARMEES;02;690780093;HOP INSTRUC DES ARMEES DESGENETTES
ST;2024;750821092;SERVICE DE SANTE DES ARMEES;02;830100574;HOP INSTRUC DES ARMEES SAINTE ANNE
ST;2024;750821092;SERVICE DE SANTE DES ARMEES;02;920120011;HOPITAL INSTRUCTION DES ARMEES PERCY
ST;2024;750821092;SERVICE DE SANTE DES ARMEES;02;940120017;HOPITAL INSTRUCTION DES ARMEES BEGIN
ST;2024;760024042;CHI ELBEUF LOUVIERS VAL DE REUIL;02;270000391;CH LOUVIERS CHI ELBEUF
ST;2024;760024042;CHI ELBEUF LOUVIERS VAL DE REUIL;02;760000463;CH LES FEUGRAIS CHI ELBEUF
ST;2024;760040253;SELARL CENTRE DE RADIOTHERAPIE;08;760028985;CENTRE DE RADIOTHÉRAPIE GUILLAUME
ST;2024;760780023;CH DIEPPE;02;760000018;CH DIEPPE
ST;2024;760780023;CH DIEPPE;02;760026252;ANTENNE DE SMUR EU CH DIEPPE
ST;2024;760780023;CH DIEPPE;02;760800938;CENTRE DE JOUR WINNICOTT CH DIEPPE
ST;2024;760780031;CH SAINT VALERY EN CAUX;02;760000026;CH SAINT VALERY EN CAUX
ST;2024;760780049;CH GOURNAY EN BRAY;02;760000034;CH GOURNAY EN BRAY
ST;2024;760780056;CH EU;02;760000042;CH EU
ST;2024;760780064;CH NEUFCHATEL-EN-BRAY;02;760000059;CH NEUFCHATEL-EN-BRAY
ST;2024;760780213;CH BARENTIN;02;760000133;CH HOPITAL PASTEUR VALLERY RADOT
ST;2024;760780239;CHU ROUEN;02;760000141;HOPITAL SAINT JULIEN CHU ROUEN
ST;2024;760780239;CHU ROUEN;02;760000158;HOPITAL CHARLES NICOLLE CHU ROUEN
ST;2024;760780239;CHU ROUEN;02;760023671;USLD ARCADIE BOUCICAUT CHU ROUEN
ST;2024;760780239;CHU ROUEN;02;760783522;HOPITAL DE BOIS-GUILLAUME CHU ROUEN
ST;2024;760780239;CHU ROUEN;02;760783530;HOPITAL DE OISSEL CHU ROUEN
ST;2024;760780247;CLCC H BECQUEREL;08;760000166;CLCC H BECQUEREL
ST;2024;760780254;CH YVETOT;02;760000174;CH YVETOT
ST;2024;760780262;CH DU BELVEDERE;02;760000182;CH DU BELVEDERE
ST;2024;760780270;CHS DU ROUVRAY;02;760000190;CHS DU ROUVRAY SOTTEVILLE-LES-ROUEN
ST;2024;760780726;GROUPE HOSPITALIER DU HAVRE;02;760000356;HOPITAL GUSTAVE FLAUBERT CH LE HAVRE
ST;2024;760780726;GROUPE HOSPITALIER DU HAVRE;02;760781070;CENTRE PIERRE JANET CH LE HAVRE
ST;2024;760780726;GROUPE HOSPITALIER DU HAVRE;02;760805770;HOPITAL JACQUES MONOD CH LE HAVRE
ST;2024;760780734;CHI DU PAYS DES HAUTES FALAISES;02;760000364;CHI DU PAYS DES HAUTES FALAISES FECAMP
ST;2024;760780734;CHI DU PAYS DES HAUTES FALAISES;02;760806950;USLD DE L'EHPAD YVON LAMOUR FECAMP
ST;2024;760780742;CHI CAUX VALLEE DE SEINE;02;760000372;CH LILLEBONNE CHI CAUX VALLEE DE SEINE
ST;2024;760780742;CHI CAUX VALLEE DE SEINE;02;760000398;HOPITAL LOCAL BOLBEC CHIC CAUX VALLEE
ST;2024;760780759;CH SAINT-ROMAIN-DE-COLBOSC;02;760000380;HL SAINT-ROMAIN-DE-COLBOSC
ST;2024;760782227;CH DURECU LAVOISIER;02;760000620;CENTRE SSR PA CH DARNETAL
ST;2024;760782425;CH DU BOIS PETIT;02;760000802;CENTRE SSR PA CH SOTTEVILLE/ROUEN
ST;2024;760921429;SCM CENTRE FREDERIC JOLIOT;08;760028993;CENTRE FREDERIC JOLIOT
ST;2024;770000271;SAS NEPHROCARE MARNE LA VALLEE;06;770020055;CENTRE NEPHROCARE MARNE LA VALLEE
ST;2024;770016137;DIAVERUM MONTEREAU;06;770016087;CENTRE DIALYSE DIAVERUM MONTEREAU
ST;2024;770016137;DIAVERUM MONTEREAU;06;770809028;CENTRE DIALYSE DIAVERUM AVON
ST;2024;770021145;GRAND HOPITAL DE L'EST FRANCILIEN;02;770000131;CH DE COULOMMIERS
ST;2024;770021145;GRAND HOPITAL DE L'EST FRANCILIEN;02;770000446;CH DE MEAUX SITE SAINT FARON
ST;2024;770021145;GRAND HOPITAL DE L'EST FRANCILIEN;02;770019032;GHEF MARNE LA VALLEE SITE JOSSIGNY
ST;2024;770021145;GRAND HOPITAL DE L'EST FRANCILIEN;02;770813814;USLD CENTRE HOSPITALIER DE JOUARRE
ST;2024;770021152;CENTRE HOSPITALIER SUD SEINE ET MARNE;02;770000149;CH SUD SEINE ET MARNE FONTAINEBLEAU
ST;2024;770021152;CENTRE HOSPITALIER SUD SEINE ET MARNE;02;770000164;CH SUD SEINE ET MARNE SITE MONTEREAU
ST;2024;770021152;CENTRE HOSPITALIER SUD SEINE ET MARNE;02;770000214;CH SUD SEINE ET MARNE SITE DE NEMOURS
ST;2024;770027035;INSTITUT CANCEROLOGIE SEINE ET MARNE;08;770020949;INSTITUT CANCEROLOGIE SEINE ET MARNE
ST;2024;770110054;GRPE HOSPITALIER DU SUD ILE DE FRANCE;02;770000156;CH DE MELUN SITE SANTEPOLE
ST;2024;770110054;GRPE HOSPITALIER DU SUD ILE DE FRANCE;02;770000180;CH DE BRIE COMTE ROBERT
ST;2024;770110070;CENTRE HOSPITALIER LEON BINET PROVINS;02;770000172;CH DE PROVINS LEON BINET
ST;2024;770813418;ASSOCIATION PROVINOISE DE DIALYSE;06;770813426;UNITE D AUTODIALYSE PROVINS
ST;2024;780001236;CHI POISSY ST-GERMAIN;02;780000311;CHI POISSY ST GERMAIN SITE DE POISSY
ST;2024;780001236;CHI POISSY ST-GERMAIN;02;780000337;CHI POISSY ST GERMAIN SITE ST GERMAIN
ST;2024;780002697;CH INTERCOMM MEULAN-LES MUREAUX;02;780000295;CHI DE MEULAN LES MUREAUX
ST;2024;780002697;CH INTERCOMM MEULAN-LES MUREAUX;02;780000428;CHI MEULAN (SITE DE BECHEVILLE)
ST;2024;780002697;CH INTERCOMM MEULAN-LES MUREAUX;02;780822748;USLD CHATELAIN GUILLET
ST;2024;780021788;CENTRE HOSPITALIER DE LA MAULDRE;02;780000386;CH DE LA MAULDRE SITE SAINT LOUIS
ST;2024;780024113;CENTRE HOSPITALIER DE PLAISIR;02;780000303;CENTRE HOSPITALIER DE PLAISIR
ST;2024;780024113;CENTRE HOSPITALIER DE PLAISIR;02;780000402;CHS JEAN MARTIN CHARCOT
ST;2024;780028643;SAS ONCOLOGIE 78;08;780028676;CENTRE D'ONCOLOGIE 78
ST;2024;780110011;CH FRANCOIS QUESNAY MANTES LA JOLIE;02;780000287;CH FRANCOIS QUESNAY MANTES
ST;2024;780110052;CENTRE HOSPITALIER DE RAMBOUILLET;02;780000329;CH DE RAMBOUILLET
ST;2024;780110078;CENTRE HOSPITALIER DE VERSAILLES;02;780000345;CH DE VERSAILLES SITE RICHAUD
ST;2024;780110078;CENTRE HOSPITALIER DE VERSAILLES;02;780800256;CH DE VERSAILLES SITE ANDRE MIGNOT
ST;2024;780110094;HOPITAL DU VESINET;02;780000352;HOPITAL DU VESINET CENTRE
ST;2024;780130019;HOPITAL GERONTOLOGIQUE DE CHEVREUSE;02;780000360;USLD GERONTOLOGIQUE DE CHEVREUSE
ST;2024;780130027;HOPITAL DE HOUDAN;02;780000378;CH LOCAL DE HOUDAN
ST;2024;780140059;CH THEOPHILE ROUSSEL;02;780000410;CHS THEOPHILE ROUSSEL
ST;2024;780140059;CH THEOPHILE ROUSSEL;02;920811635;CAS POUR ADOLESCENTS DE SURESNES
ST;2024;780530010;HOPITAL DE PEDIATRIE ET DE REEDUCATION;02;780001657;HOPITAL PEDIATRIE REEDUCATION BULLION
ST;2024;780822920;ASS DIALYSE A DOMICILE (ADDY);06;780001558;UNITE D AUTODIALYSE ADDY
ST;2024;780822920;ASS DIALYSE A DOMICILE (ADDY);06;780001707;UNITE D AUTODIALYSE LES TEMPLIERS
ST;2024;780822920;ASS DIALYSE A DOMICILE (ADDY);06;780808234;SERVICE DE DIALYSE A DOMICILE
ST;2024;780822920;ASS DIALYSE A DOMICILE (ADDY);06;780822631;CENTRE AUTODIALYSE LES ARCADES
ST;2024;780822920;ASS DIALYSE A DOMICILE (ADDY);06;780823134;UNITE D AUTODIALYSE BEAUREGARD
ST;2024;780822920;ASS DIALYSE A DOMICILE (ADDY);06;780826152;UNITE D AUTODIALYSE IMPRESSIONNISTES
ST;2024;790000012;CENTRE HOSPITALIER DE NIORT;02;790000087;CENTRE HOSPITALIER DE NIORT
ST;2024;790000012;CENTRE HOSPITALIER DE NIORT;02;790012355;CEAA - CTRE EXPERTISE AUTISME ADULTES
ST;2024;790000012;CENTRE HOSPITALIER DE NIORT;02;790020960;CH NIORT- HAD SUD DEUX SEVRES
ST;2024;790000079;CENTRE HOSPITALIER DE MAULEON;02;790000145;CTRE HOSPITALIER DE MAULEON
ST;2024;790006654;CHNDS;02;790000103;SITE HOSPITALIER DE PARTHENAY
ST;2024;790006654;CHNDS;02;790003537;SITE HOSPITALIER DE THOUARS
ST;2024;790006654;CHNDS;02;790007694;PSY. ADULTES - HOP DE JOUR MALADRY
ST;2024;790006654;CHNDS;02;790019848;SITE HOSPITALIER FAYE L'ABBESSE
ST;2024;790019491;CH GH&MS HAUT VAL DE SEVRE ET MELLOIS;02;790000111;CH HAUT VAL SEVRE & MELLOIS - ST MAIX.
ST;2024;790019491;CH GH&MS HAUT VAL DE SEVRE ET MELLOIS;02;790000137;CH HAUT VAL SEVRE & MELLOIS - MELLE
ST;2024;800000028;CENTRE HOSPITALIER D'ABBEVILLE;02;800000143;CH ABBEVILLE
ST;2024;800000028;CENTRE HOSPITALIER D'ABBEVILLE;02;800006231;SSR CH ABBEVILLE
ST;2024;800000028;CENTRE HOSPITALIER D'ABBEVILLE;02;800015539;HAD CH ABBEVILLE
ST;2024;800000036;CENTRE HOSPITALIER D'ALBERT;02;800000184;CH ALBERT
ST;2024;800000036;CENTRE HOSPITALIER D'ALBERT;02;800015489;HAD CH ALBERT
ST;2024;800000044;CHU AMIENS PICARDIE;02;800000614;CHU AMIENS SAINT VICTOR
ST;2024;800000044;CHU AMIENS PICARDIE;02;800006124;CHU AMIENS SUD
ST;2024;800000044;CHU AMIENS PICARDIE;02;800016735;SSR CHU AMIENS
ST;2024;800000044;CHU AMIENS PICARDIE;02;800017253;CHU AMIENS IOP
ST;2024;800000051;CENTRE HOSPITALIER DE CORBIE;02;800000200;CH CORBIE
ST;2024;800000069;CENTRE HOSPITALIER DE DOULLENS;02;800000226;CH DOULLENS
ST;2024;800000077;CENTRE HOSPITALIER DE HAM;02;800000275;CH HAM
ST;2024;800000077;CENTRE HOSPITALIER DE HAM;02;800015588;HAD CH HAM
ST;2024;800000085;CH INTERCOMMUNAL MONTDIDIER-ROYE;02;800000390;CH CHIMR MONTDIDIER
ST;2024;800000085;CH INTERCOMMUNAL MONTDIDIER-ROYE;02;800000440;CH CHIMR ROYE
ST;2024;800000085;CH INTERCOMMUNAL MONTDIDIER-ROYE;02;800016776;HAD CHIMR MONTDIDIER
ST;2024;800000093;CENTRE HOSPITALIER DE PÉRONNE;02;800000432;CH PÉRONNE
ST;2024;800000093;CENTRE HOSPITALIER DE PÉRONNE;02;800004111;CENTRE HENRY EY CH PERONNE
ST;2024;800000093;CENTRE HOSPITALIER DE PÉRONNE;02;800004152;SSR CH PERONNE
ST;2024;800000093;CENTRE HOSPITALIER DE PÉRONNE;02;800015448;HAD CH PÉRONNE
ST;2024;800000119;ET PUBLIC DE SANTÉ MENTALE DE LA SOMME;02;800000457;ET PUBLIC DE SANTÉ MENTALE DE LA SOMME
ST;2024;800000135;CTRE HOSP INTERCOM DE LA BAIE DE SOMME;02;800000507;CH CHIBS SAINT-VALERY-SUR-SOMME
ST;2024;800010621;CTRE TRAITEMENT HAUTES ÉNERGIES;08;800010639;CTRE TRAITEMENT HAUTES ENERGIES
ST;2024;810000331;CH ALBI;02;810000505;CH ALBI
ST;2024;810000349;CH GAILLAC;02;810000513;CH GAILLAC
ST;2024;810000380;CHIC CASTRES MAZAMET;02;810000521;CHIC CASTRES MAZAMET SITE AUTAN
ST;2024;810000380;CHIC CASTRES MAZAMET;02;810000547;CHIC CASTRES MAZAMET SITE MAZAMET
ST;2024;810000380;CHIC CASTRES MAZAMET;02;810099838;CHIC CASTRES MAZAMET SITE MONGES CASTR
ST;2024;810000380;CHIC CASTRES MAZAMET;02;810100370;USLD SITE MAZAMET CHIC CASTRES MAZAMET
ST;2024;810000398;CH GRAULHET;02;810000539;CH GRAULHET
ST;2024;810000455;CH LAVAUR;02;810000562;CH LAVAUR SITE GUIRAUD
ST;2024;810000471;SAS CMCO CLAUDE BERNARD;06;810003368;CL CLAUDE BERNARD UDM CASTRES
ST;2024;810000471;SAS CMCO CLAUDE BERNARD;06;810011197;CL CLAUDE BERNARD UAD LAVAUR
ST;2024;810000471;SAS CMCO CLAUDE BERNARD;06;810012203;CL CLAUDE BERNARD UDM GAILLAC
ST;2024;810000471;SAS CMCO CLAUDE BERNARD;06;810101741;CL CLAUDE BERNARD UAD CASTRES
ST;2024;810000471;SAS CMCO CLAUDE BERNARD;06;810101758;CL CLAUDE BERNARD UAD GRAULHET
ST;2024;810000471;SAS CMCO CLAUDE BERNARD;06;810102947;CL CLAUDE BERNARD UAD LESCURE
ST;2024;820000016;CH MONTAUBAN;02;820000032;CH MONTAUBAN
ST;2024;820000016;CH MONTAUBAN;02;820004067;PSYCHIATRIE III CAPOU CH MONTAUBAN
ST;2024;820000131;SAS CL DU PONT DE CHAUME;06;820005791;CL PONT DE CHAUME UAD CASTELSARRASIN
ST;2024;820000206;CH DE NEGREPELISSE;02;820000420;CH TURENNE NEGREPELISSE
ST;2024;820000206;CH DE NEGREPELISSE;02;820000438;USLD CAUSSADE
ST;2024;820000248;CH DES DEUX RIVES;02;820000461;CH DES DEUX RIVES VALENCE D'AGEN
ST;2024;820004950;CHI CASTELSARRASIN MOISSAC;02;820000198;CHI CASTELSARRASIN MOISSAC SITE CASTE
ST;2024;820004950;CHI CASTELSARRASIN MOISSAC;02;820000883;CHI CASTELSARRASIN MOISSAC SITE MOISSA
ST;2024;820004950;CHI CASTELSARRASIN MOISSAC;02;820009611;USLD CHI CASTELSARRASIN MOISSAC
ST;2024;830002119;AVODD SITE CENTRE HAMBURGER;06;830012548;AVODD CENTRE D'HEMODIALYSE HYERES
ST;2024;830002119;AVODD SITE CENTRE HAMBURGER;06;830013819;AVODD TOULON SITE HIA SAINTE ANNE
ST;2024;830002119;AVODD SITE CENTRE HAMBURGER;06;830017505;AVODD HEMODIALYSE AMBULATOIRE FREJUS
ST;2024;830002119;AVODD SITE CENTRE HAMBURGER;06;830213617;AVODD UDM CH BRIGNOLES
ST;2024;830002119;AVODD SITE CENTRE HAMBURGER;06;830213625;AVODD UMD SAINT MICHEL
ST;2024;830003695;ASSOCIATION DE DIALYSE VAROISE;06;830012589;ADIVA CTRE D'HEMODIALYSE SEYNE SUR MER
ST;2024;830003695;ASSOCIATION DE DIALYSE VAROISE;06;830015970;ADIVA CENTRE DE DIALYSE GASSIN
ST;2024;830003695;ASSOCIATION DE DIALYSE VAROISE;06;830016671;ADIVA CTRE DE DIALYSE ST JEAN TOULON
ST;2024;830003695;ASSOCIATION DE DIALYSE VAROISE;06;830216495;ADIVA DIALYSE A DOMICILE LA GARDE
ST;2024;830012639;CENTRE DE NEPHROLOGIE LES FLEURS;06;830012688;CENTRE DE NEPHROLOGIE LES FLEURS
ST;2024;830100517;CHI DE BRIGNOLES ET LUC EN PROVENCE;02;830000279;CH JEAN MARCEL DE BRIGNOLES
ST;2024;830100517;CHI DE BRIGNOLES ET LUC EN PROVENCE;02;830206298;CH MOYEN SEJOUR LA SOURCE DE BRIGNOLES
ST;2024;830100517;CHI DE BRIGNOLES ET LUC EN PROVENCE;02;830206983;CH DEPARTEMENTAL DU VAR AU LUC
ST;2024;830100525;CH DE LA DRACENIE DE DRAGUIGNAN;02;830000287;CH LA DRACENIE DE DRAGUIGNAN
ST;2024;830100525;CH DE LA DRACENIE DE DRAGUIGNAN;02;830213989;CH DRAGUIGNAN USLD
ST;2024;830100533;CH DE HYERES MARIE JOSEE TREFFOT;02;830000295;CH DE HYERES MARIE JOSEE TREFFOT
ST;2024;830100533;CH DE HYERES MARIE JOSEE TREFFOT;02;830213856;CH HYERES SITE RIONDET
ST;2024;830100566;CHI DE FREJUS SAINT RAPHAEL;02;830000311;CHI DE FREJUS SAINT RAPHAEL
ST;2024;830100566;CHI DE FREJUS SAINT RAPHAEL;02;830009528;CHI FREJUS ST RAPAHEL GERONTO MED SSR
ST;2024;830100590;CENTRE HOSPITALIER DE SAINT TROPEZ;02;830000337;CENTRE HOSPITALIER DE SAINT TROPEZ
ST;2024;830100616;CHI TOULON LA SEYNE SUR MER;02;830000345;CHITS CH SAINTE MUSSE
ST;2024;830100616;CHI TOULON LA SEYNE SUR MER;02;830100608;CHITS CH GEORGE SAND
ST;2024;830100616;CHI TOULON LA SEYNE SUR MER;02;830202743;CHITS HOPITAL GEORGES CLEMENCEAU
ST;2024;830101200;CHS PIERREFEU DU VAR HENRI GUERIN;02;830000600;CHS PIERREFEU DU VAR HENRI GUERIN
ST;2024;840000012;CENTRE HOSPITALIER DU PAYS D'APT;02;840000343;CENTRE HOSPITALIER DU PAYS D'APT
ST;2024;840000012;CENTRE HOSPITALIER DU PAYS D'APT;02;840007579;CENTRE HOSPITALIER DU PAYS D'APT SLD
ST;2024;840000046;CENTRE HOSPITALIER DE CARPENTRAS;02;840000392;CENTRE HOSPITALIER DE CARPENTRAS
ST;2024;840000061;CENTRE HOSPITALIER DE GORDES;02;840000426;CENTRE HOSPITALIER DE GORDES
ST;2024;840000079;CENTRE HOSPITALIER ISLE SUR LA SORGUE;02;840000434;CENTRE HOSPITALIER ISLE SUR LA SORGUE
ST;2024;840000087;CH LOUIS GIORGI D'ORANGE;02;840000483;CH LOUIS GIORGI D'ORANGE
ST;2024;840000087;CH LOUIS GIORGI D'ORANGE;02;840006480;SMUR CH ORANGE SITE VAISON
ST;2024;840000103;CENTRE HOSPITALIER DE SAULT;02;840000517;CENTRE HOSPITALIER DE SAULT
ST;2024;840000111;CH VAISON LA ROMAINE;02;840000525;CH VAISON LA ROMAINE
ST;2024;840000129;CH JULES NIEL DE VALREAS;02;840000533;CH JULES NIEL DE VALREAS
ST;2024;840000137;CHS DE MONTFAVET;02;840000541;CHS DE MONTFAVET
ST;2024;840002844;ATIR;06;840011043;ATIR CENTRE D'HEMODIALYSE AVIGNON
ST;2024;840002844;ATIR;06;840012538;ATIR AUTODIAL CLOS DE L'ETANG ISLE
ST;2024;840002844;ATIR;06;840017222;ATIR CENTRE D'HEMODIALYSE CARPENTRAS
ST;2024;840002844;ATIR;06;840017461;ATIR CTRE D'HEMODIALYSE ORANGE SITE CH
ST;2024;840002844;ATIR;06;840018642;ATIR UAD APT
ST;2024;840002844;ATIR;06;840018774;ATIR UDM CAVAILLON SITE SYNERGIA LUB
ST;2024;840004659;CHI CAVAILLON LAURIS;02;840000418;CHI DE CAVAILLON LAURIS
ST;2024;840004659;CHI CAVAILLON LAURIS;02;840000558;CTRE PNEUMO ROQUEFRAICHE CHI CAVAILLON
ST;2024;840006597;CH D'AVIGNON HENRI DUFFAUT;02;840001861;CH D'AVIGNON HENRI DUFFAUT
ST;2024;840006597;CH D'AVIGNON HENRI DUFFAUT;02;840018337;CH D'AVIGNON CHIRURGIE SITE APT
ST;2024;840006597;CH D'AVIGNON HENRI DUFFAUT;02;840019228;CH AVIGNON ANTENNE SMUR D'APT
ST;2024;850000019;CHD VENDEE;02;850000142;CHD SITE LA ROCHE SUR YON
ST;2024;850000019;CHD VENDEE;02;850000209;CHD-SITE DE LUCON
ST;2024;850000019;CHD VENDEE;02;850000225;CHD - SITE DE MONTAIGU
ST;2024;850000035;CH DE FONTENAY LE COMTE;02;850000183;CH FONTENAY LE COMTE-SITE RABELAIS
ST;2024;850000035;CH DE FONTENAY LE COMTE;02;850009630;CH FONTENAY SITE POLE SANTE SUD VENDEE
