"GHT_LIBC";"GHT_CODE";"GHT_LIB";"LIT_MED";"LIT_CHI";"LIT_OBS";"LIT_MCO";"SEJHC_MED";"SEJHC_CHI";"SEJHC_OBS";"SEJHC_MCO";"JOU_MED";"JOU_CHI";"JOU_OBS";"JOU_MCO";"PLA_MED";"PLA_CHI";"PLA_OBS";"PLA_MCO";"SEJHP_MED";"SEJHP_CHI";"SEJHP_OBS";"SEJHP_MCO";"SEANCES_MED";"SPED";"UGER";"UNV";"USURV";"CAP_HC_GEN";"CAP_HC_INF";"CAP_HC_PEN";"CAP_HC_TOT";"SEJ_HTP_GEN";"SEJ_HTP_INF";"SEJ_HTP_PEN";"SEJ_HTP_TOT";"CAP_HDJ_GEN";"CAP_HDJ_INF";"CAP_HDJ_PEN";"CAP_HDJ_TOT";"VEN_HDJ_GEN";"VEN_HDJ_INF";"VEN_HDJ_PEN";"VEN_HDJ_TOT";"CAP_HDN_GEN";"CAP_HDN_INF";"CAP_HDN_TOT";"VEN_HDN_GEN";"VEN_HDN_INF";"VEN_HDN_TOT";"NB_CATTP_GEN";"NB_CATTP_INF";"NB_CATTP_TOT";"ACT_CATTP_GEN";"ACT_CATTP_INF";"ACT_CATTP_TOT";"NB_CMP_CONSULT_GEN";"NB_CMP_CONSULT_INF";"NB_CMP_CONSULT_TOT";"ACT_CMP_CONSULT_GEN";"ACT_CMP_CONSULT_INF";"ACT_CMP_CONSULT_TOT";"FIL_AMB_GEN";"FIL_AMB_INF";"FIL_AMB_PEN";"FIL_AMB_TOT";"FIL_TOT_GEN";"FIL_TOT_INF";"FIL_TOT_PEN";"FIL_TOT_TOT";"NB_USMP_1";"ACT_PEN";"NB_UHSA";"NB_SMPR";"NB_USMP_2";"LIT_SSR";"SEJHC_SSR";"JOUHC_SSR";"PLA_SSR";"JOUHP_SSR";"LIT_USLD";"ENT";"JOU_USLD";"PLATOT_HAD";"SEJ_HAD";"JOU_HAD";"FIL_HAD";"AUTGEN";"PASSU_GEN";"AUTPED";"PASSU_PED";"GEN";"PED";"ANT";"SAMU";"REA";"SEJ_REASI";"SEJ_SURV";"CPPR";"TYPE1";"SEJACC";"TYPE2";"SEJ_NEO";"TYPE3";"SEJ_REA";"TRT_HEMO_CENTRE";"SEAN_HEMO_CENTRE";"TRT_INSUFF_REN";"SEM_TRT_INSUFF_REN";"CHIMIO";"SEAN_CHIMIO";"RTH";"SEAN_RADIO";"CHIRCAR";"CARDIO_INT";"NEUROCHIR";"NEURO_INT";"GREFFE";"AMP";"PRIS";"EFFSAL_SPEMED";"EFFSAL_DT_MEDGEN";"EFFSAL_DT_URG";"EFFSAL_DT_ANESTREA";"EFFSAL_SPECHI";"EFFSAL_DT_GYNOBS";"EFFSAL_PSY";"EFFSAL_ODON";"EFFSAL_PHARMA";"EFFSAL_AUT";"EFFSAL_TOT";"EFFLIB_SPEMED";"EFFLIB_DT_MEDGEN";"EFFLIB_DT_URG";"EFFLIB_DT_ANESTREA";"EFFLIB_SPECHI";"EFFLIB_DT_GYNOBS";"EFFLIB_PSY";"EFFLIB_ODON";"EFFLIB_PHARMA";"EFFLIB_AUT";"EFFLIB_TOT";"ETPSAL_SPEMED";"ETPSAL_DT_MEDGEN";"ETPSAL_DT_URG";"ETPSAL_DT_ANESTREA";"ETPSAL_SPECHI";"ETPSAL_DT_GYNOBS";"ETPSAL_PSY";"ETPSAL_ODON";"ETPSAL_PHARMA";"ETPSAL_AUT";"ETPSAL_TOT";"EFF_INT";"ETP_INT";"EFFPNM_SAG";"EFFPNM_CAD";"EFFPNM_INFAVECSPE";"EFFPNM_INFSANSSPE";"EFFPNM_AID";"EFFPNM_ASH";"EFFPNM_PSYCHO";"EFFPNM_REEDU";"EFFPNM_SOINS";"EFFPNM_DIR";"EFFPNM_DIRSOI";"EFFPNM_AUTADM";"EFFPNM_EDU";"EFFPNM_DTSOC";"EFFPNM_PERSPHARMA";"EFFPNM_PERSLABO";"EFFPNM_PERSRADIO";"EFFPNM_AUTMEDTEC";"EFFPNM_TEC";"EFFPNM_TOT_HORS_SOINS";"EFFPNM_TOT_PNM";"ETPPNM_SAG";"ETPPNM_CAD";"ETPPNM_INFAVECSPE";"ETPPNM_INFSANSSPE";"ETPPNM_AID";"ETPPNM_ASH";"ETPPNM_PSYCHO";"ETPPNM_REEDU";"ETPPNM_SOINS";"ETPPNM_DIR";"ETPPNM_DIRSOI";"ETPPNM_AUTADM";"ETPPNM_EDU";"ETPPNM_DTSOC";"ETPPNM_PERSPHARMA";"ETPPNM_PERSLABO";"ETPPNM_PERSRADIO";"ETPPNM_AUTMEDTEC";"ETPPNM_TEC";"ETPPNM_TOT_HORS_SOINS";"ETPPNM_TOT_PNM";"PHARMA_A7";"PHARMA_B7";"PHARMA_C7";"PHARMA_D7";"PHARMA_E7";"PHARMA_A11";"PHARMA_A20";"PHARMA_A26";"NB_SCAN";"NB_IRM";"NB_CAM";"NB_TOMO";"NB_MAMM";"NB_LITHO";"NB_RADIO";"NB_VASC";"ACT_SCAN";"ACT_IRM";"ACT_CAM";"ACT_TOMO";"ACT_MAMM";"ACT_LITHO";"ACT_RADIO";"ACT_VASC";"SAL_INTERV";"SALTOT24";"SALAMBU";"ACT_BLOCS";"SURV_TOT";"POST_REVEIL";"NB_ET";"NB_CH";"NB_CHU";"NB_CHS";"NB_AUT"
"HF-14";"32114";"Somme Littoral Sud";1196;399;119;1714;60771;23409;8465;92645;379550;100825;28286;508661;133;66;6;205;21923;15868;2728;40519;65705;3;4;1;4;287;17;0;304;4138;145;0;4283;132;65;7;204;20934;5646;1381;27961;0;0;0;0;0;0;7;5;12;23131;5649;28780;25;17;42;67188;35534;102722;10893;3119;1004;14741;13146;3328;1045;17195;2;2681;0;1;1;481;4492;129029;80;15357;442;242;109443;94;1039;31937;781;5;189463;1;27912;5;1;0;1;4;8522;2388;3;0;3983;2;1180;1;170;1;18903;0;0;7;29159;1;17170;1;1;1;1;1;0;4;801;149;54;117;177;32;80;8;97;56;1219;23;4;0;0;0;0;0;0;0;0;23;571,72;113,55;40,1;96,49;112,62;21;67,26;1,76;79,21;42,03;889,07;640;644,14;121;200;347;2755;2093;771;168;233;6688;38;8;1446;192;93;117;265;210;27;1436;3739;10427;108,98;185,05;326,89;2608,63;1984,46;731,83;138,55;188,47;6272,86;35,07;6,97;1366,18;171,92;81,34;104,28;255,76;189,63;26,13;1361,84;3517,78;9790,64;1953;354;541;466;2925;12;10;1;9;8;3;2;4;2;28;6;1;1;0;0;0;1;1;1;67;12;9;94640;9;80;19;13;4;1;1
"HF-15";"32115";"Cambrésis";264;66;33;363;15621;3124;1442;20187;77374;16418;4600;98392;32;50;2;84;4193;6255;296;10744;8192;1;2;0;2;93;8;0;101;710;338;0;1048;15;16;0;31;1747;2424;0;4171;0;1;1;0;1;1;2;2;4;6607;2574;9181;4;4;8;20683;12293;32976;3665;2637;0;6256;3742;2642;0;6338;0;0;0;0;0;65;672;16522;0;0;58;63;14397;0;0;0;0;2;57785;0;0;1;0;0;0;2;957;654;0;2;915;0;0;0;0;1;8192;1;132;0;0;0;0;0;0;0;0;0;0;2;136;17;16;24;41;11;16;0;9;10;212;0;0;0;0;0;0;0;0;0;0;0;99,17;13,36;12,08;18,12;24,38;7,1;12,69;0;7,81;6,32;150,37;90;82,43;27;28;40;516;391;76;32;35;1145;6;1;215;31;17;21;27;20;2;219;542;1687;27,53;26,8;37,97;501,76;390,2;74,08;27,1;23,89;1109,33;4,46;0,33;193,06;26,28;14,16;19,09;25,53;18,4;2;187,69;476,84;1586,17;367;90;45;58;360;2;2;1;1;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;11;2;3;13860;3;25;2;2;;;
"IDF-01";"11101";"77 Nord";743;155;110;1008;40843;7915;9154;57912;220757;40629;33760;295146;101;38;3;142;13857;6586;2822;23265;28433;3;3;1;3;260;0;0;260;3304;0;0;3304;143;68;0;211;18144;6615;0;24759;10;0;10;146;0;146;3;7;10;7557;5570;13127;22;27;49;68660;64384;133044;7889;4324;0;12124;10399;5726;0;16010;1;1200;0;0;0;61;432;21886;0;0;88;56;28586;0;0;0;0;3;138059;3;41296;3;0;0;0;2;9883;2325;0;0;6904;2;1587;1;239;1;14602;1;0;3;13502;0;0;0;1;0;0;0;1;3;497;54;94;67;140;54;83;0;26;44;790;7;0;0;0;2;1;0;0;0;0;9;380,17;45,78;71,68;54,18;97,88;35,6;66,49;0;22,5;35,05;602,09;135;259,1;79;69;119;1361;956;419;140;93;3236;17;0;548;102;40;51;109;75;21;443;1366;4602;76,07;68,03;113,06;1280,37;906,4;386,41;105,36;78,29;3013,99;12,98;0,54;510,24;97,33;38,1;47,51;107,68;70,02;17,9;430,96;1295,16;4309,15;1008;263;61;0;204;3;3;1;5;4;0;0;3;0;13;0;2;0;0;0;0;0;1;0;32;5;0;36780;4;43;4;3;;;1
"IDF-02";"11102";"77 Sud";638;82;104;824;28866;5510;8847;43223;196283;22127;29598;248008;75;42;4;121;6366;7896;262;14524;20550;3;4;0;2;145;0;0;145;1655;0;0;1655;46;51;0;97;2585;4627;0;7212;0;0;0;0;0;0;6;4;10;6728;6601;13329;8;10;18;38701;22985;61686;5040;2527;0;7477;6247;2695;0;8839;2;2236;0;0;0;210;6629;66278;16;525;92;47;29472;80;485;20399;337;4;124418;2;37792;4;0;0;1;3;2229;1531;0;1;5296;2;1162;0;0;1;8617;1;110;3;7650;0;0;0;0;0;0;0;0;3;435;73;91;57;92;39;32;2;26;21;608;0;0;0;0;0;0;0;0;0;0;0;346,61;58,05;77,26;43,95;65,97;31,74;29,29;2;22,04;20,4;497,41;228;174,26;91;65;92;1152;1048;320;83;67;2918;14;2;540;60;14;57;78;45;7;268;1071;3989;90,44;61,24;89,31;1125,23;1034,77;316,08;77,62;55,39;2850,08;12,09;1,68;525,12;53,43;12,62;53,71;77,52;44,92;5,83;258,95;1033,25;3883,33;972;70;330;102;1244;4;4;3;3;3;0;0;3;0;10;0;0;0;0;0;0;0;0;0;30;7;7;27551;7;48;5;5;;;
"IDF-03";"11103";"Yvelines Nord";581;135;141;857;25165;6116;10542;41823;154514;26924;40027;221465;62;47;5;114;11931;8541;1590;22062;44421;2;3;2;3;317;53;0;370;4014;311;0;4325;109;180;0;289;18518;16363;0;34881;0;0;0;0;0;0;5;12;17;6478;9232;15710;30;35;65;69979;65945;135924;8543;5452;0;13964;10840;5908;0;16632;2;1000;0;0;0;205;858;39077;31;6338;142;49;48772;0;0;0;0;3;103403;2;35434;2;0;0;0;3;3321;709;0;1;6639;1;1027;1;520;1;8309;1;365;3;11122;2;20539;1;1;0;0;0;1;4;496;107;34;64;137;48;101;3;32;33;802;0;0;0;0;0;0;0;0;0;0;0;384,05;90,33;25,93;55,5;104,09;37,05;75,5;1,28;27,67;32,16;638,17;319;268,97;141;106;178;1453;1335;432;184;159;3988;21;6;780;186;73;63;149;64;8;606;1883;5871;130,06;99,18;165,04;1376,01;1185,69;401,3;151,01;138,49;3646,78;17,41;5,86;726,58;166,93;66,04;61,52;144,65;70,15;7,74;590,4;1791,24;5438,02;845;328;205;142;239;5;4;3;5;4;0;0;3;0;12;2;1;0;0;0;0;0;1;1;42;7;6;33490;6;58;8;5;;2;1
"IDF-04";"11104";"Yvelines Sud";548;96;73;717;29668;5095;6066;40829;162567;23693;22673;208933;49;26;4;79;10884;5330;1583;17797;19364;2;4;1;2;145;12;0;157;2431;125;0;2556;89;87;0;176;14852;10742;0;25594;5;0;5;0;0;0;5;5;10;3287;2951;6238;25;15;40;61185;36081;97266;9371;3772;1686;14586;11036;4110;1697;16898;1;90;0;1;0;407;2575;94005;89;21944;176;70;48183;0;0;0;0;2;84354;2;37703;2;0;0;1;2;2982;2287;0;0;4704;2;905;0;0;1;4880;0;0;2;10877;0;0;0;1;0;0;0;0;2;523;109;66;57;98;34;118;2;50;27;818;6;0;0;0;0;0;0;1;0;0;7;398,07;80,99;37,96;53,1;78,25;27,54;97,24;1,2;44,18;23,9;651,66;271;210,63;115;118;167;1303;1237;479;186;238;3843;34;1;788;138;57;79;114;56;22;588;1820;5663;97,9;111,65;151,59;1221,02;1153,45;466,02;140,65;190,26;3532,54;25,72;1,91;719,83;122,88;50,23;62,12;106,24;48,1;18,53;553,24;1658,57;5191,11;740;157;407;176;1502;8;7;2;5;4;2;1;1;0;13;2;2;0;0;0;0;0;1;0;18;3;0;23492;2;24;10;9;;;1
"IDF-05";"11105";"Nord Essonne";309;55;45;409;16581;2994;4026;23601;96054;15844;14729;126627;49;29;2;80;3873;2897;1582;8352;2527;3;3;2;3;77;8;0;85;611;73;0;684;45;25;0;70;7131;4997;0;12128;0;0;0;0;0;0;3;0;3;6357;0;6357;11;6;17;35314;13157;48471;3542;1468;0;5010;3673;1516;0;5189;0;0;0;0;0;80;514;23003;6;582;0;0;0;0;0;0;0;4;86749;3;31424;4;0;0;0;3;2085;346;0;0;2896;1;1306;0;0;0;0;0;0;3;2527;0;0;0;0;0;0;0;0;3;224;11;51;35;51;22;32;0;10;11;328;0;0;0;0;0;0;0;0;0;0;0;168,97;13,95;40,36;32,18;44,47;20,3;26,69;0;9,67;13,25;282,74;130;109,79;48;48;52;563;484;104;61;69;1429;8;2;305;43;11;25;51;26;35;151;646;2075;46,26;53,23;51,36;541,91;488,31;108,33;51,2;58,23;1398,83;7,52;2;294,11;37,21;10,99;23,22;50,77;27,13;33,86;157,95;633,77;2032,6;938;190;180;0;0;2;2;2;5;4;0;0;0;0;10;0;2;0;0;0;0;0;0;0;11;5;0;12170;3;17;6;6;;;
"IDF-06";"11106";"Ile de France Sud";769;157;137;1063;38707;9502;9916;58125;229622;38241;38311;306174;94;60;4;158;14413;5273;1221;20907;19649;4;2;1;3;203;12;0;215;1285;0;0;1285;39;10;25;74;5096;430;7423;12949;0;0;0;0;0;0;4;3;7;6060;722;6782;8;3;11;44250;6382;50632;3502;663;7423;11588;4412;681;7423;12516;1;23557;0;1;0;108;1082;37704;36;9454;73;37;24778;0;0;0;0;4;160105;2;41491;3;0;0;1;2;6122;1933;1;0;6804;2;1665;1;668;1;5396;1;2801;4;11129;0;0;0;1;0;0;0;1;4;523;87;73;55;114;38;33;9;27;29;735;24;0;0;1;12;3;0;0;0;0;36;431,87;77,72;54,01;51,72;96,46;30,46;33,39;7,09;26,46;23,54;622,34;285;273,43;127;93;203;1456;1241;481;83;87;3771;23;5;750;69;40;77;131;91;21;442;1609;5380;109,77;95,11;170,23;1345,07;1152,91;461,14;62,24;65,45;3461,92;19,18;3,33;674,18;61,71;36,75;71,54;123,21;81,91;16,75;418,07;1469,88;4931,8;1063;132;108;73;286;3;4;1;5;3;2;1;3;0;10;3;1;0;0;0;0;0;1;1;38;5;10;33815;10;55;6;6;;;
"IDF-07";"11107";"Hauts-de-Seine";340;24;83;447;15033;1007;6126;22166;94155;4055;22567;120777;22;9;11;42;3992;1619;2800;8411;9931;1;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;330;2728;97502;54;15743;343;229;101912;0;0;0;0;2;52482;1;25208;0;0;0;0;1;0;329;0;0;4337;2;1103;0;0;1;8942;1;0;0;0;0;0;0;0;0;0;0;0;2;304;41;44;30;69;43;6;0;17;16;412;1;0;0;0;0;0;0;0;0;0;1;178,81;32,21;19,8;18,26;42,96;27,72;3,95;0;14,83;12,66;253,75;76;60,36;101;51;85;487;785;331;51;121;2012;22;6;341;51;24;38;39;37;8;207;749;2761;89,77;41,64;52,91;394,43;718,72;280,87;38,13;93,05;1709,52;17,05;3,92;297,68;40,14;21,23;29,42;35,93;29,24;6,44;182,56;642,38;2351,9;415;0;350;325;392;6;6;0;2;2;0;0;1;0;8;0;0;0;0;0;0;0;2;0;12;3;0;10731;3;17;8;8;;;
"IDF-08";"11108";"93/95";599;99;133;831;27338;5531;10157;43026;175175;23772;43100;242047;60;37;25;122;9544;6644;3639;19827;5116;2;2;2;2;97;8;0;105;773;48;0;821;42;46;0;88;5714;4765;0;10479;0;0;0;0;0;0;3;9;12;7044;6372;13416;6;15;21;21921;47977;69898;3205;6426;0;9499;3824;6568;0;10232;0;0;0;0;0;179;1689;59890;44;14726;220;104;76429;20;75;4802;64;2;130108;2;70400;2;0;0;0;2;3557;918;0;0;6277;1;1598;1;265;0;0;0;0;2;5116;0;0;0;1;0;0;0;2;2;525;130;41;59;130;41;105;2;21;35;818;0;0;0;0;0;0;0;0;0;0;0;406,69;102,76;31,18;48,17;97,56;38,63;47,13;0,72;17,88;32,6;619,46;351;299,17;97;71;136;1055;1203;433;202;156;3353;15;0;597;111;55;47;109;57;13;503;1452;4805;83,29;67,99;122,9;994,13;1150,8;376,69;154,6;134,23;3084,63;14,54;0,12;567,97;99,96;46,54;38,18;103,14;55,41;13,4;482,5;1375,22;4459,85;831;90;179;220;135;2;2;2;4;3;0;0;1;0;8;1;2;1;0;0;0;0;1;1;26;7;2;23349;3;41;4;3;;;1
"IDF-09";"11109";"Grand Paris Nord Est";716;147;162;1025;44561;6994;11760;63315;222688;34312;46668;303668;68;41;6;115;8265;12390;1626;22281;26234;3;4;1;3;86;18;0;104;810;33;0;843;60;37;1;98;5789;6720;1;12510;0;0;0;0;0;0;5;4;9;635;2896;3531;13;12;25;22955;38872;61827;2817;3133;0;6400;3697;3307;2334;7280;1;973;0;0;1;72;655;25218;35;11649;41;26;15006;20;296;6444;207;3;189158;3;65614;2;0;0;0;3;5703;2664;0;0;8135;2;1401;1;342;1;10415;1;0;2;8169;1;5698;0;3;0;0;0;0;3;493;91;34;71;154;44;50;5;41;22;765;10;0;0;0;10;0;0;0;0;0;20;403,09;78,25;25,84;68,01;119,31;37,61;44,96;1,82;32,81;18,7;634,89;349;371,88;119;94;130;1261;1124;315;128;106;3277;0;1;673;95;43;52;135;53;13;424;1446;4723;112,16;89,72;122,83;1195,74;1092,15;313,8;100,13;93,16;3119,69;0,12;0,16;643,87;83,28;40,21;49,43;130,03;52,37;11,52;396,5;1367,28;4486,97;1109;104;84;41;53;3;3;3;5;6;0;0;2;0;12;3;0;0;0;0;0;0;1;1;40;5;4;35059;5;41;4;4;;;
"IDF-10";"11210";"Hôpitaux Paris Est Val-de-Marne";24;0;48;72;395;0;4641;5036;5087;0;14771;19858;2;0;2;4;271;0;560;831;17726;0;0;0;0;383;14;0;397;4285;0;0;4285;228;45;0;273;34603;6599;0;41202;0;0;0;0;0;0;12;10;22;26568;6139;32707;23;27;50;215964;70776;286740;13677;4430;0;18056;16141;4598;0;20675;0;0;0;0;0;249;2026;67279;154;40443;43;7;14416;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3461;1;430;0;0;1;10425;1;284;0;0;0;0;0;0;0;0;0;0;1;112;24;0;9;21;13;151;1;13;8;306;0;0;0;0;0;0;0;0;0;0;0;85,15;18,01;0;7,51;12,73;10,2;131,97;0,36;12,28;6,62;250,67;45;47,23;49;61;29;671;511;340;177;220;2058;9;2;331;174;73;18;7;6;3;277;827;2885;47,05;66;25,68;648,7;488,06;331,62;142,5;197,06;1946,67;8,79;1,47;312,4;160,6;69,68;17;5,72;4,87;2,51;272,72;786,08;2732,75;82;372;249;43;0;1;1;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0;1;0;3;2;0;3207;1;4;3;2;;;1
"IDF-11";"11111";"Confluence";542;152;134;828;27461;8767;10144;46372;160178;31826;41420;233424;98;50;8;156;11457;12513;1632;25602;30051;2;2;0;2;22;0;0;22;187;0;0;187;10;51;0;61;2504;5884;0;8388;0;0;0;0;0;0;1;4;5;332;10087;10419;2;32;34;9527;57784;67311;1323;4759;0;6082;2297;4943;0;7240;0;0;0;0;0;60;498;17317;0;0;46;18;15586;0;0;0;0;2;89290;2;73728;1;0;0;0;2;2128;1739;0;0;5867;1;1763;1;317;0;0;0;0;2;10888;1;19018;0;1;0;0;0;1;2;426;55;55;59;164;41;30;0;23;28;671;5;0;0;0;5;3;0;0;0;0;10;327,43;48,07;44,69;52,4;111,14;34,4;29,28;0;22,02;24,82;539,03;333;284,09;108;89;149;940;899;257;71;90;2603;14;2;513;68;30;38;111;72;23;353;1194;3797;102,72;88,83;153,78;977,79;962,26;259,76;71,59;83,2;2699,93;13,22;2;535,13;67,79;29,82;35,82;116,93;78,17;22,77;352,97;1224,8;3924,73;870;30;60;46;46;2;2;2;3;3;0;0;1;0;7;1;2;2;0;0;0;0;2;0;36;6;0;38820;4;33;3;2;;;1
"IDF-12";"11212";"Psy Sud Paris";4;0;0;4;20;0;0;20;265;0;0;265;7;0;0;7;1103;0;0;1103;0;0;0;0;0;589;93;44;726;3499;1331;316;5146;218;105;26;349;33178;12267;7984;53429;19;1;20;7481;1;7482;15;5;20;48759;11749;60508;73;25;98;203561;80282;283843;20617;4965;4297;29764;21774;6640;4455;32756;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;12;0;0;0;0;164;0;10;2;191;0;0;0;0;0;0;0;0;0;0;0;10,42;8,19;0;0;0;0;149,36;0;9,5;1,72;171;71;53,78;0;92;12;708;498;273;191;124;1898;13;1;363;194;80;15;0;1;2;318;907;2805;0;86,2;10,3;667,52;470,35;263,7;152,52;103,73;1754,32;13,78;1,63;350,41;170,28;70,57;13,78;0;1;2;309,87;862,75;2617,07;8;1015;0;0;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;;;4;
"IDF-13";"11113";"Sud Val d'Oise Nord Hauts-de-Seine";686;117;114;917;42979;5809;9503;58291;223329;29708;36962;289999;98;37;6;141;18353;5958;3413;27724;26048;2;3;0;3;373;17;0;390;3203;189;0;3392;214;49;0;263;27678;7955;0;35633;11;5;16;1752;297;2049;12;7;19;11077;16986;28063;24;21;45;146567;53884;200451;13476;4472;444;18338;16050;4892;444;21329;1;1503;0;0;0;334;3280;105243;35;11727;123;56;36608;40;576;6428;508;3;150579;2;49482;2;0;0;0;3;2753;1235;0;1;7333;1;893;1;115;0;0;0;0;2;14123;1;11826;2;3;0;0;0;0;3;515;121;45;60;98;27;137;20;49;18;837;10;0;0;0;7;3;0;0;0;0;17;425,94;104,14;37,73;50,58;82,79;23,77;119,85;8,26;46,2;14,52;705,27;357;316,18;133;126;115;1592;1297;495;199;179;4136;22;4;777;159;66;61;123;93;18;620;1877;6013;123,48;115,26;115,32;1538,59;1249,21;479,99;170,84;151,34;3944,03;21,58;3,39;754,85;143,84;64,26;58,28;119,86;86,88;17,5;594,59;1800,77;5744,8;908;418;344;170;727;6;6;2;5;5;0;0;2;0;14;2;2;0;0;0;0;1;2;2;34;9;0;33620;4;39;7;5;;2;
"IDF-14";"11114";"Nord Ouest Val d'Oise";496;97;100;693;21362;6033;7190;34585;132576;27150;31095;190821;29;28;3;60;5745;6796;2018;14559;27545;2;2;1;2;150;0;0;150;850;0;0;850;44;12;0;56;3942;3095;0;7037;1;0;1;60;0;60;4;5;9;4809;8526;13335;8;8;16;24386;15769;40155;4931;1664;0;6564;5266;1750;181;7124;1;532;0;0;0;270;2702;65899;43;3239;40;19;14640;0;0;0;0;3;104803;1;25127;2;1;0;1;2;2924;1063;0;0;5110;1;797;1;247;1;14236;1;0;1;13309;0;0;0;1;0;0;0;1;2;465;86;92;73;127;31;34;1;17;36;680;0;0;0;0;0;0;0;0;0;0;0;312,8;55,46;51,96;51,09;85,58;24,55;29,37;1;16,42;20,18;468,07;231;190,51;84;74;128;1129;809;468;80;107;2879;11;3;560;69;35;46;93;54;8;434;1278;4157;80,77;68,87;125,87;1095,2;804,36;462,84;58,89;92,45;2789,25;10,9;2,91;528,34;63,73;33,12;44,17;85,87;51,44;7,7;409,62;1204,68;3993,93;694;150;270;40;462;3;3;2;3;3;3;1;1;0;16;1;0;0;0;0;0;0;0;0;35;3;5;28784;4;45;7;7;;;
"IDF-15";"11115";"Paris psychiatrie et neurosciences";65;50;0;115;1947;1395;0;3342;15517;7242;0;22759;59;4;0;63;10368;786;0;11154;0;0;0;1;1;1161;74;0;1235;9933;350;0;10283;290;93;0;383;26858;8240;0;35098;20;0;20;1232;0;1232;23;10;33;77390;11108;88498;163;44;207;369202;78549;447751;44608;7401;1784;53184;52416;7801;1784;61381;1;19137;0;1;0;8;67;3227;8;1888;114;14;23306;0;0;0;0;0;0;0;0;0;0;0;0;1;1323;204;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;112;23;0;15;27;0;446;0;19;10;614;0;0;0;0;0;0;0;0;0;0;0;75,23;14,3;0;14,1;12,5;0;367,1;0;17,4;10;482,23;164;166;1;152;32;1195;677;444;359;197;3057;16;4;690;272;123;40;30;20;8;494;1574;4631;1;148,16;27,16;1165,5;660,31;430,55;283,33;163,69;2879,7;17,34;4;653,02;264,92;123,66;37,16;28,79;19,2;7,71;462,11;1494,25;4373,95;0;569;0;71;0;1;1;0;1;2;0;0;0;0;1;2;1;0;0;0;0;0;1;1;6;2;0;919;1;12;3;2;;;1
"IDF-16";"11116";"Provins Est Seine-et-Marne";111;34;14;159;6920;1991;872;9783;35588;9840;2841;48269;8;10;1;19;250;4665;155;5070;1763;1;1;0;1;31;0;0;31;358;0;0;358;10;0;0;10;4698;0;0;4698;0;0;0;0;0;0;1;0;1;471;0;471;2;0;2;8994;0;8994;0;0;0;0;1420;0;0;1420;0;0;0;0;0;56;494;17960;2;957;0;0;0;0;0;0;0;1;26645;1;9222;1;0;0;0;1;234;189;0;1;487;0;58;0;0;0;0;0;0;1;1763;0;0;0;0;0;0;0;0;1;79;0;18;15;26;16;7;0;4;5;121;0;0;0;0;0;0;0;0;0;0;0;66,67;0;17,01;13,29;18,85;10,05;6,13;0;2,8;4,02;98,47;12;16,03;12;12;20;231;175;64;3;12;529;4;0;106;7;5;6;23;20;1;84;251;780;10,49;11,52;17,54;216,52;170,99;64,23;4,04;12,67;508;4,23;0,53;104,57;6;4;5,77;20,82;20,28;1;84,79;247,99;755,99;161;25;56;0;150;1;1;1;2;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;6;0;0;9537;1;7;1;1;;;
"MAR-02";"02102";"Martinique";533;179;54;766;25096;10328;4388;39812;163023;51818;15160;230001;91;36;22;149;10254;5995;1267;17516;80347;2;4;1;2;10;0;0;10;119;0;0;119;0;0;12;12;0;0;3747;3747;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1317;0;1317;0;0;0;0;522;0;1499;2021;1;3954;0;1;1;394;3569;95344;41;9147;89;46;26791;0;0;0;0;3;74312;1;21724;2;0;0;1;3;3498;427;2;1;2108;0;508;1;112;1;28775;1;0;4;13172;3;23890;1;1;1;1;0;0;2;513;106;18;78;133;25;20;16;48;37;767;1;0;0;0;0;0;0;0;0;0;1;398,03;95,55;14,92;62,89;90,65;19,65;14,73;5,35;38,27;31,05;593,16;465;438,19;100;118;261;1484;1534;624;62;172;4355;40;2;912;69;48;87;141;160;34;861;2306;6661;98,15;107,74;244,9;1417,41;1483,69;601,01;48,58;144,94;4146,42;33,4;1,42;882,59;59,55;41,86;81,92;137,22;152,17;30,19;827,33;2205,79;6352,21;690;25;354;90;150;10;10;2;5;4;2;0;1;0;12;3;0;0;0;0;0;0;0;0;27;1;0;30299;3;32;15;8;7;;
