BOR;AN;FI;RS;FI_EJ;STRUCTURE;CONS_PSY_INT;ACT_INF_INT;CONS_MED_INT_HORSPSY;CONS_MED_INT_PSY;CONS_IDE_INT;CONS_TOT_INT;CAS_RSP_INT;FILACT_INT;dt_NOUV_INT;CONS_PSY_EXT;ACT_INF_EXT;CONS_MED_EXT_HORSPSY;CONS_MED_EXT_PSY;CONS_IDE_EXT;CONS_TOT_EXT;CAS_RSP_EXT;FILACT_EXT;dt_NOUV_EXT;CONS_PSY18;ACT_INF18;CONS_MED18_HORSPSY;CONS_MED18_PSY;CONS_IDE18;CONS_TOT18;CAS_RSP18;FILACT18;dt_NOUV18;SEJ;HOSP;CAS_RCP;EFFPL_PM;EFFPL_PMDOU;EFFPL_IDE;EFFPL_IDEDOU;EFFPL_PSY;EFFPL_PNMAUT;EFFPA_PM;EFFPA_PMDOU;EFFPA_IDE;EFFPA_IDEDOU;EFFPA_PSY;EFFPA_PNMAUT;EFFPA1_PM;EFFPA1_PMDOU;EFFPA1_IDE;EFFPA1_IDEDOU;EFFPA1_PSY;EFFPA1_PNMAUT;EFFPA2_PM;EFFPA2_PMDOU;EFFPA2_IDE;EFFPA2_IDEDOU;EFFPA2_PSY;EFFPA2_PNMAUT;EFFPA3_PM;EFFPA3_PMDOU;EFFPA3_IDE;EFFPA3_IDEDOU;EFFPA3_PSY;EFFPA3_PNMAUT;ETPSAL_PM;ETPSAL_PMDOU;ETPSAL_IDE;ETPSAL_IDEDOU;ETPSAL_PSY;ETPSAL_PNMAUT
DOULEUR;2024;780800256;CH DE VERSAILLES SITE ANDRE MIGNOT;780110078;Centre;;7;25;;4;29;;24;25;604;148;1402;104;34;2144;96;477;230;;2;3;;;3;;2;2;285;135;128;1;;1;;;1;5;;1;1;3;1;2;;;;;1;3;;1;1;1;;;;;;2;;1.9;;1.3;0.3;1.05;1.05
DOULEUR;2024;790000087;CENTRE HOSPITALIER DE NIORT;790000012;Consultation;;;6;;;6;;;;1616;2901;1919;;180;3715;73;963;309;;;;;;;;;;811;208;20;1;1;3;1;2;2;2;2;2;1;;1;;;;;;;;;;;;;2;2;2;1;;1;2.67;2.67;4.04;1.92;2;1.98
DOULEUR;2024;790019848;SITE HOSPITALIER FAYE L'ABBESSE;790006654;Consultation;1;4;35;;2;38;;;;1031;653;1408;;309;2748;138;;;;;;;;;;;;360;;66;1;;1;;;1;;;1;;2;1;;;;;;;;;;;;;;;1;;2;1;0.99;;1.25;;1.25;1.35
DOULEUR;2024;800000143;CH ABBEVILLE;800000028;Consultation;573;764;2085;12;799;3469;43;;;;;3619;;;3619;;1179;621;;;5;;;5;;4;4;562;378;25;1;;1;;1;1;2;;1;;;3;2;;;;;1;;;;;;1;;;1;;;1;1.1;;1.25;;1;1.6
DOULEUR;2024;800006124;CHU AMIENS SUD;800000044;Centre;45;0;368;11;5;429;30;;;946;0;4159;216;1006;6327;270;2174;1149;235;0;464;3;509;1211;;;;350;222;75;;;2;;1;1;3;2;1;;1;1;1;1;;;;;;;1;;;1;2;1;;;1;;1.5;0.9;2.06;;1.47;1.2
DOULEUR;2024;800009920;CLINIQUE VICTOR PAUCHET DE BUTLER;800003071;Consultation;;;302;;;302;;;;126;277;1698;;476;2300;140;790;450;;;;;;;;;;;;32;;;;;;;4;4;2;1;1;2;2;2;;;;1;;;;;1;;2;2;2;1;;1;0.8;0.8;1.8;0.8;0.3;0.59
DOULEUR;2024;810000505;CH ALBI;810000331;Consultation;43;4;200;;214;457;;71;19;582;417;933;;300;1815;104;496;277;0;0;1;;0;1;;1;1;;;;1;;1;;;1;2;;3;;1;;;;;;;;;;;;1;;2;;3;;;;0.96;;1.97;;0.38;1
DOULEUR;2024;820000032;CH MONTAUBAN;820000016;Centre;0;0;13;0;18;31;;26;25;227;0;1761;0;519;2507;;1095;362;0;0;19;0;2;21;;14;;0;0;;;;;;;;2;2;2;2;1;1;;;;;;;;;1;1;;;2;2;1;1;1;1;1.3;1.3;0.73;0.73;0.45;0.57
DOULEUR;2024;830000311;CHI DE FREJUS SAINT RAPHAEL;830100566;Consultation;5;;57;;267;329;;;;1397;;2871;;4433;8701;1010;1413;511;;;5;;2;7;;;;2907;837;12;1;1;2;2;;2;1;0;1;1;1;2;;;;;;2;;;;;;;1;;1;1;1;;1.5;0.6;2.5;2.5;0.6;1.32
DOULEUR;2024;830000337;CENTRE HOSPITALIER DE SAINT TROPEZ;830100590;Consultation;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;6;;;;;;;;1;;;;;;1;;;;;;;;;;;;;;;;;;0.1;;;;;
DOULEUR;2024;830000345;CHITS CH SAINTE MUSSE;830100616;Consultation;;;15;;;15;;14;14;;;1253;;127;1380;;885;454;;;1;;;1;;1;1;;;;3;1;1;;;;1;1;;;1;1;;;;;;;1;1;;;;;;;;;1;1;3;1.4;1;;0.86;0.5
DOULEUR;2024;830100608;CHITS CH GEORGE SAND;830100616;Consultation;;;3;;;3;;3;;;;9;;;9;;9;;;;;;;;;;;;;;;0;;;;;5;;;;;;1;;;;;;0;;;;;;4;;;;;;2.28;;;;;
DOULEUR;2024;830200523;POLYCLINIQUE MUTUALISTE MALARTIC;830210084;Consultation;27;685;;;216;243;96;;;;;1065;;;1065;;504;327;0;0;0;;0;0;0;0;0;880;400;3;0;0;1;1;0;1;4;4;4;0;1;6;0;0;0;0;0;1;4;4;1;0;0;4;0;0;3;0;1;1;1.25;1.25;3.1;1;0.5;2.3
DOULEUR;2024;830202743;CHITS HOPITAL GEORGES CLEMENCEAU;830100616;Consultation;;;;;;;;;;;;25;;397;422;;210;210;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DOULEUR;2024;840000285;POLYCLINIQUE URBAIN V;840000608;Consultation;;;;;;;;;;831;5435;5477;270;;6578;83;3474;1225;;;;;;;;;;28;40;238;0;0;;;;0;0;0;0;0;0;;;;0;0;0;;0;;;;;;;;0;0;0;;0;0;0;0;0;0
DOULEUR;2024;840000350;INSTITUT SAINTE CATHERINE;840000657;Consultation;;263;526;;263;789;52;95;77;;1204;1440;;1204;2644;;452;264;;0;0;;0;0;;0;;0;;33;1;1;1;;;2;2;2;0;;1;0;0;;0;;1;0;1;1;0;;0;0;1;1;0;;0;0;1.67;1.67;1;;0.16;0.57
DOULEUR;2024;840001861;CH D'AVIGNON HENRI DUFFAUT;840006597;Centre;;52;609;;;609;;;;;2433;1678;;;1678;;;;;;;;;;;;;741;142;;1;;15;;;20;;;4;;2;8;;;;;;1;;;;;;2;;;4;;2;5;1.42;;4.53;;1.26;4.42
DOULEUR;2024;850000142;CHD SITE LA ROCHE SUR YON;850000019;Centre;63;;158;1;58;280;;;;1915;4599;8026;235;3594;13770;75;;1510;;;;;;;;;;2580;1059;75;6;;2;;;;6;;10;;4;;0;;1;;1;;3;;1;;1;;3;;8;;2;;5.81;;8.1;;1.46;
DOULEUR;2024;850000175;CH LVO - SITE DE CHALLANS;850009010;Consultation;;;;;;;;;;;;679;;;679;;577;318;;;;;;;;;;;;;;;;;;;;;1;;1;;;;;;;;;;;;;;;;1;;1;;;;0.9;;0.13;
DOULEUR;2024;850000209;CHD-SITE DE LUCON;850000019;Consultation;;;;;;;;;;;;;;;;;;;;;;;;;;;;406;143;;0;;;;;;1;;;;;;;;;;;;1;;;;;;;;;;;;0.2;;;;;
DOULEUR;2024;850000225;CHD - SITE DE MONTAIGU;850000019;Consultation;;;;;;;;;;;;;;;;;;;;;;;;;;;;789;418;;1;;;;;;1;;;;;;;;;;;;;;;;;;1;;;;;;0.6;;;;;
DOULEUR;2024;850000241;CENTRE HOSPITALIER COTE DE LUMIÈRE;850000084;Consultation;;;;;;;;;;272;;487;;340;1099;;440;347;;;;;;;;;;482;209;;1;;;;;;1;;2;2;1;4;;;;;;;;;;;1;;1;;2;2;;4;0.63;;1.26;1.26;0.35;0.79
DOULEUR;2024;850000647;CH DES COLLINES VENDEENNES;850025867;Consultation;;;;;;;;;;;;234;;;234;;174;;;;;;;;;;;208;75;;;;;;;;1;;1;;1;1;1;;;;;;;;1;;1;1;;;;;;;0.04;;0.36;;0.25;0.4
DOULEUR;2024;850009630;CH FONTENAY SITE POLE SANTE SUD VENDEE;850000035;Consultation;;;;;;;;;;303;266;665;;266;1234;;446;;;;;;;;;;;333;130;;;;;;;;1;;;;;;;;;;;;;;;;;;1;;;;;;0.74;;0.75;;;0.2
DOULEUR;2024;860000223;CHU LA MILETRIE;860014208;Centre;46;;159;4;;209;;50;15;1143;266;5600;619;;7362;180;2487;1079;;;236;;;236;;102;75;3754;925;150;3;3;2;1;1;5;2;1;4;1;0;2;1;;0;0;0;0;;;0;0;0;0;1;1;4;1;0;2;3.62;3.5;4.2;2.38;0.96;3.35
DOULEUR;2024;870000064;C H U DUPUYTREN LIMOGES;870000015;Centre;;;;15;;15;232;;;560;1226;2532;1045;279;4416;;1925;479;40;;117;;;157;25;78;49;816;316;355;1;;1;;1;2;5;;0;;0;0;3;;0;;0;0;1;;0;;0;0;1;;0;;0;0;2.34;;1;;1;1.67
DOULEUR;2024;870000288;CLINIQUE FRANCOIS CHENIEUX;870017415;Centre;96;2543;;;145;241;;;;92;;3238;;968;4298;120;1483;636;;;;;;;;;;2704;1055;40;1;1;3;1;;1;1;1;1;1;2;;;;;;;;;;1;1;2;;1;1;;;;;0.6;0.6;3.2;1.2;0.4;1
DOULEUR;2024;870014859;HOPITAL DE LA MERE ET DE L'ENFANT;870000015;Centre;;;163;;;163;;84;;;;120;;336;456;;218;49;;;;;;;;;;;;140;;;1;;0;0;;;0;;1;0;;;0;;0;0;;;0;;0;0;;;0;;1;0;;;0.6;;0.29;0
DOULEUR;2024;880000054;CHI L'OUEST VOSGIEN SITE NEUFCHATEAU;880007299;Consultation;0;;;0;995;995;;;;0;1193;76;0;75;151;;57;22;0;;;0;0;0;;;;;;0;;;1;1;0;;1;1;;1;0;1;1;1;;;;1;;;;;;;;;;1;;;0.1;0.05;1;1.5;0;0.05
DOULEUR;2024;880006663;CHI E.DURKHEIM-MAISON DE SANTE ST JEAN;880007059;Consultation;0;0;161;0;28;189;0;61;3;1019;0;1897;0;943;3859;234;940;262;0;0;0;0;0;0;0;0;0;;;38;;;;;;;4;;2;;2;2;1;;1;;;1;2;;;;;;1;;1;;2;1;1.4;;1;;1;0.67
DOULEUR;2024;890975527;CH AUXERRE;890000037;Consultation;;;;;;;;;;217;618;621;;618;1456;;346;90;4;;;;;4;;1;;62;30;;;;3;;;2;1;;1;;1;;1;;;;;;;;;;;;;;1;;1;;0.6;;3.26;;0.8;1.92
DOULEUR;2024;890975550;CH SENS;890970569;Consultation;3;348;90;0;37;130;90;127;90;283;278;721;0;445;1449;7;461;242;0;0;0;0;0;0;0;0;0;32;24;7;3;1;;;;;;;1;;1;1;;;;;1;;;;;;;;;;1;;;1;1.08;0.88;0.86;;0.15;0.86
DOULEUR;2024;900003039;HNFC SITE TREVENANS;900000365;Centre;;6;75;0;53;128;49;73;57;529;544;2492;0;2000;5021;475;1368;602;;;82;;;82;4;72;60;1301;369;449;0;0;3;3;0;0;4;2;4;1;2;1;1;;2;;;;2;2;;;;;1;0;2;1;2;1;0.9;0.7;4.7;3.5;1;0.5
DOULEUR;2024;910001973;CH DOURDAN ETAMPES SITE ETAMPES;910019447;Consultation;;;;;;;;;;40;;510;;;550;;181;64;;;;;;;;;;45;22;;;;;;;;1;;;;;;;;;;;;1;;;;;;;;;;;;0.28;;;;;
DOULEUR;2024;910009919;CTRE REEDUCATION FONCTIONNELLE EVRY;910009869;Consultation;;;;;;;;;;216;;;;;216;36;1200;36;;;;;;;;;;;36;36;;;;;;;1;1;1;;1;7;;;1;;1;7;;;;;;;1;1;;;;;0.5;0.5;0.1;;0.07;0.35
DOULEUR;2024;910020254;CH SUD FRANCILIEN SITE JEAN JAURES;910002773;Consultation;0;112;84;0;33;117;0;0;0;261;421;949;0;495;1705;18;562;149;0;0;0;0;7;7;0;0;1;;;18;;;1;;;;1;;;;;;;;;;;;;;;;;;1;;;;;;0.5;;1;;;
DOULEUR;2024;920000460;CLCC RENE HUGUENIN INSTITUT CURIE;750813321;Consultation;;;;;;;;;;21;40;1112;135;0;1268;0;;309;;;;;;;;;;0;4;18;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;1.8;1.8;1;1;;1
DOULEUR;2024;920000650;HOPITAL FOCH;920150059;Centre;0;3315;285;;;285;;;;1410;0;4330;;2305;8045;;1965;604;;;;;;;;;;650;238;108;2;;;;;3;15;;7;;5;2;3;;1;;2;;8;;1;;2;;4;;5;;1;2;6.54;;4.44;;1.43;4.2
DOULEUR;2024;920100013;GHU APHP UPS SITE AMBROISE PARE;750712184;Centre;0;539;178;354;539;1071;25;178;145;415;2270;875;3675;2304;7269;240;2520;840;;;;;;;;12;10;634;426;193;0;0;2;0;0;3;14;7;0;0;1;0;4;;;;;;7;4;;;;;3;3;;;1;;3.77;1.79;2;;0.67;3
DOULEUR;2024;920100021;GHU APHP UPS SITE ANTOINE BECLERE;750712184;Consultation;;;;;620;620;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;1;;;;;;0.5;;;
DOULEUR;2024;920100039;GHU APHP NUP SITE BEAUJON;750712184;Consultation;;;;;;;;;;154;0;808;0;0;962;;510;209;;;;;;;;;;;;0;2;2;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;1.2;1.2;0;0;0.25;0
DOULEUR;2024;920100054;GHU APHP UPS SITE RAYMOND POINCARE;750712184;Consultation;;425;18;;;18;40;;;510;;1372;;691;2573;240;;;;;;;;;;;;1070;452;10;;;2;;;1;8;8;;;1;1;;;;;;1;4;4;;;;;4;4;;;1;;2;2;2;;0.8;1.2
DOULEUR;2024;920120011;HOPITAL INSTRUCTION DES ARMEES PERCY;750821092;Consultation;;;28;;203;231;;;;32;;435;;127;594;;233;51;;;;;;;;;;;;47;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.5;1;1;;;
DOULEUR;2024;920300753;CMC AMBROISE PARE HARTMANN SITE 25;920810736;Consultation;11;218;44;50;167;272;45;194;134;109;;4900;188;;5197;35;1836;1760;119;218;4944;238;161;5462;80;1860;1894;254;154;78;1;1;;;;;1;1;3;1;1;2;;;;;;;;;1;;;1;1;1;2;1;1;1;1.6;1.6;1.6;0.8;0.2;0.4
DOULEUR;2024;930000336;CHI ROBERT BALLANGER;930110069;Consultation;;66;100;0;90;190;6;;;1214;24;1746;0;56;3016;46;1112;326;;4;16;0;0;16;10;4;;0;0;12;1;;1;;1;0;6;;;;1;2;6;;;;;;0;;;;;;0;;;;1;2;1.75;;1;;1.5;1.21
DOULEUR;2024;930100037;GHU APHP HU PSSD SITE AVICENNE;750712184;Consultation;;20;;;20;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.1;;
DOULEUR;2024;940000573;CHI DE CRETEIL;940110018;Consultation;;262;;;262;262;;;;214;89;180;;89;483;73;142;101;214;351;180;;351;745;73;142;101;;;;;;1;1;;1;1;1;;;1;;;;;;;;;;;;;;1;1;;;1;;1;1;1;1;1;1
DOULEUR;2024;940000649;HOPITAL SAINT CAMILLE;940150014;Consultation;;;470;;;470;;102;;1054;156;4334;;156;5544;150;1240;332;;;;;;;;;;;;10;;;;;;;3;1;1;;2;3;;;;;;1;;;;;;;3;1;1;;2;2;0.6;0.3;0.84;;1.5;0.91
DOULEUR;2024;940000664;INSTITUT GUSTAVE ROUSSY;940160013;Centre;1156;1388;1827;396;2325;5704;125;1077;687;785;1127;1687;492;1286;4250;22;1628;857;155;31;147;100;24;426;0;60;46;626;273;1128;3;3;6;;;;5;1;;;;9;2;;;;;;1;;;;;;2;1;;;;9;5.23;3.79;5.99;;;3.37
DOULEUR;2024;940100027;GHU APHP HM SITE HENRI MONDOR;750712184;Consultation;;8;521;;42;563;52;12;11;360;141;3116;;298;3774;166;1991;1696;;;;;;;;;;454;409;17;4;2;2;1;;2;1;;1;;1;1;;;1;;;;;;;;;;1;;;;1;1;4.7;2;2.1;1;0.9;2.5
DOULEUR;2024;940100043;GHU APHP UPS SITE KREMLIN BICETRE APHP;750712184;Centre;10;2103;2127;1;2038;4176;;;;612;369;2148;457;1632;4849;155;1743;310;;;15;;;15;;;9;343;82;;2;2;2;2;1;1;4;1;1;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;1;1;1;0;0;3;2.4;2.8;2.8;1;1
DOULEUR;2024;940100068;GHU APHP UPS SITE PAUL BROUSSE;750712184;Consultation;;;117;;;117;;;;;;28;;;28;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;1;;;;;;;;;;;;0.2;;;;;
DOULEUR;2024;950000307;CH VICTOR DUPOUY;950110015;Consultation;;206;;;;;;;;34;62;3487;;62;3583;73;1903;516;;;36;;;36;;;;119;63;20;1;1;0;;0;2;2;1;0;;1;1;0;0;0;;0;0;0;0;0;;0;0;2;1;0;;1;1;1.67;1.6;0;;0.42;1.34
DOULEUR;2024;950000331;CH GENERAL DE GONESSE;950110049;Consultation;;;76;;;76;;;;276;508;1129;0;13;1418;41;797;406;;;;;;;;;;0;0;31;5;1;1;1;;1;;;;;1;;;;;;;;;;;;;;;;;;1;;1;0.9;1;1;0.4;0.5
DOULEUR;2024;950000364;CH NOVO SITE RENE DUBOS;950110080;Consultation;;;;;;;;;;766;313;1805;146;307;3024;354;592;133;1;1;2;;;3;1;2;1;280;159;11;1;;2;;1;1;1;;0;;0;0;;;;;;;;;;;;;1;;;;;;1.66;;1.09;;0.5;0.44
DOULEUR;2024;970100442;C.H.U. DE POINTE-A-PITRE/ABYMES;970100228;Consultation;43;2;175;0;867;1085;227;175;175;601;95;1287;0;53;1941;85;535;171;1;0;2;0;10;13;2;1;0;0;0;21;1;1;3;2;;1;1;0;0;0;1;;;;;;;;;;;;;;1;;;;1;;1.8;1;3;2;0.9;1
DOULEUR;2024;970211215;CHU DE MARTINIQUE SITE P.ZOBDA QUITMAN;970211207;Centre;;;;;;;;;;199;209;702;2214;;3115;;;;;;;;;;;;;;;;3;4;2;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;3.6;3.6;1.5;;1;1
DOULEUR;2024;970400024;CHU SITE FELIX GUYON (SAINT DENIS);970408589;Consultation;1;;274;;6;281;;149;71;259;;1589;;213;2061;;618;317;9;;58;;21;88;;32;13;148;33;41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.5;0.7;1.49;;0.5;1.06
DOULEUR;2024;970400065;CH OUEST REUNION;970421038;Consultation;;;;;;;;;;285;;1266;0;;1551;170;478;136;1;;9;;;10;;6;4;;;170;;;0;0;;1;3;1;;;1;1;;;;;;;1;;;;;;2;1;;;1;1;1.2;0.4;;;0.5;1.5
DOULEUR;2024;970400081;CHU SITE SUD (SAINT LOUIS);970408589;Centre;;;;;;;;;;;846;2825;;;2825;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.58;;1;1;0.49;1
DOULEUR;2024;970462081;CLINIQUE LES ORCHIDEES;970400255;Consultation;;;;;;;;;;;;;;;;;;;;;;;;;;;;508;137;;;;;;;;1;;;;;;;;;;;;;;;;;;1;;;;;;0.5;;;;;
DOULEUR;2024;970462107;CLINIQUE STE-CLOTILDE;970400305;Centre;499;665;757;;;1256;400;870;757;279;;1035;;;1314;;870;611;2;;;;;2;;;;926;417;400;1;0;1;1;1;0;2;2;1;0;0;3;1;1;1;0;0;0;0;0;0;0;0;3;1;1;0;0;0;0;2;1;1.2;1;1;1
