BOR;AN;FI;RS;FI_EJ;LIT_MED;JLI_MED;SEJHC_MED;SEJ0_MED;JOU_MED;LIT_CHI;JLI_CHI;SEJHC_CHI;SEJ0_CHI;JOU_CHI;LIT_OBS;JLI_OBS;SEJHC_OBS;SEJ0_OBS;JOU_OBS;LIT_MCO;JLI_MCO;SEJHC_MCO;SEJ0_MCO;JOU_MCO;PLA_MED;SEJHP_MED;PLAN_MED;SEJN_MED;SEA_MED;PLA_CHI;SEJHP_CHI;PLA_OBS;SEJHP_OBS;PLAN_OBS;SEJN_OBS;PLA_MCO;SEJHP_MCO;PLAN_MCO;SEJN_MCO;SEA_MCO
MCO;2024;750831067;DIAVERUM SAINT DENIS PARIS MONT LOUIS;690049846;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;16013;;0;;0;;;;0;;;16013
MCO;2024;760000018;CH DIEPPE;760780023;199;73094;11042;687;66180;45;16468;3137;277;12357;25;9764;1539;250;5414;269;99326;15718;1214;83951;36;4005;0;0;14650;8;3463;;;0;0;44;7468;0;0;14650
MCO;2024;760000042;CH EU;760780056;17;6205;664;49;5922;;;0;0;0;;;0;0;0;17;6205;664;49;5922;1;7;;;51;;0;;0;;;1;7;;;51
MCO;2024;760000059;CH NEUFCHATEL-EN-BRAY;760780064;15;585;53;0;461;;;0;0;0;;;0;0;0;15;585;53;0;461;;0;;;0;;0;;0;;;;0;;;0
MCO;2024;760000141;HOPITAL SAINT JULIEN CHU ROUEN;760780239;112;40880;4402;1216;30706;;;0;0;0;;;0;0;0;112;40880;4402;1216;30706;5;4361;;;213;0;;;0;;;5;4361;;;213
MCO;2024;760000158;HOPITAL CHARLES NICOLLE CHU ROUEN;760780239;660;235220;50255;12865;228305;456;164830;17239;480;104317;83;30295;6168;1673;21556;1199;430345;73662;15018;354178;77;26678;;;25997;72;17144;2;623;;;151;44445;;;25997
MCO;2024;760000166;CLCC H BECQUEREL;760780247;102;35448;3454;382;30128;22;8030;824;67;3969;0;;0;0;0;124;43478;4278;449;34097;46;5056;0;;75904;8;2663;0;0;;;54;7719;0;;75904
MCO;2024;760000174;CH YVETOT;760780254;15;5475;321;0;4362;;;0;0;0;;;0;0;0;15;5475;321;0;4362;;0;;;27;;0;;0;;;;0;;;27
MCO;2024;760000182;CH DU BELVEDERE;760780262;12;4392;586;3;2999;6;2196;2484;3;8375;45;16470;2207;125;8508;63;23058;5277;131;19882;0;0;;;154;7;552;4;1357;;;11;1909;;;154
MCO;2024;760000356;HOPITAL GUSTAVE FLAUBERT CH LE HAVRE;760780726;35;10805;393;4;9107;0;0;0;0;0;0;0;0;0;0;35;10805;393;4;9107;10;3394;0;0;122;0;0;0;0;0;0;10;3394;0;0;122
MCO;2024;760000364;CHI DU PAYS DES HAUTES FALAISES FECAMP;760780734;111;40626;5119;860;32577;;;0;0;0;17;6222;584;0;2109;128;46848;5703;860;34686;12;420;;;975;;0;;314;;;12;734;;;975
MCO;2024;760000372;CH LILLEBONNE CHI CAUX VALLEE DE SEINE;760780742;52;18980;3412;628;19219;6;2190;296;26;402;18;6570;719;69;2522;76;27740;4427;723;22143;8;1016;;;2317;;0;2;238;;;10;1254;;;2317
MCO;2024;760000463;CH LES FEUGRAIS CHI ELBEUF;760024042;185;65995;13545;3186;57968;56;19796;4673;316;23075;36;13076;2413;106;9064;277;98867;20631;3608;90107;17;3197;;;17853;20;2919;3;928;;;40;7044;;;17853
MCO;2024;760021329;HOPITAL PRIVE DE L'ESTUAIRE;760000448;109;39894;6851;1207;31348;91;33306;4716;160;13962;19;6954;755;13;3331;219;80154;12322;1380;48641;17;469;;;29582;59;16967;0;13;;;76;17449;;;29582
MCO;2024;760025312;CLINIQUE MATHILDE;760000315;24;8760;1386;22;10067;100;36500;5128;19;12402;59;21535;2555;0;11090;183;66795;9069;41;33559;24;4;;;9906;91;26610;1;70;;;116;26684;;;9906
MCO;2024;760027292;CLINIQUE MEGIVAL;760027300;20;7300;607;29;2690;90;32850;1004;10;2187;;;0;0;0;110;40150;1611;39;4877;5;283;;;1356;25;5775;;0;;;30;6058;;;1356
MCO;2024;760041368;GCS PÔLE DE SANTE CHIRURGICAL;760041350;;;0;0;0;14;4060;660;54;1940;;;0;0;0;14;4060;660;54;1940;;0;;;0;10;1908;;0;;;10;1908;;;0
MCO;2024;760780205;CLINIQUE SAINT ANTOINE;760000125;;;0;0;0;30;10410;1079;2;2319;;;0;0;0;30;10410;1079;2;2319;;0;;;3;31;4153;;0;;;31;4153;;;3
MCO;2024;760780510;CLINIQUE DU CEDRE;760000257;21;7686;2144;420;7194;133;48678;4974;19;14447;;;0;0;0;154;56364;7118;439;21641;5;101;;;2696;43;13491;;0;;;48;13592;;;2696
MCO;2024;760780619;CLINIQUE SAINT-HILAIRE;760000307;74;25427;7157;1613;20279;76;26270;4858;73;12429;;;0;0;0;150;51697;12015;1686;32708;28;916;3;354;5900;28;15262;;0;;;56;16178;3;354;5900
MCO;2024;760780668;CLINIQUE HEMERA;760000331;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;1;5;;;10247;23;7076;;0;;;24;7081;;;10247
MCO;2024;760780783;CLINIQUE TOUS VENTS;760000406;10;3650;78;1;656;10;3650;590;12;1851;;;0;0;0;20;7300;668;13;2507;;0;;;65;16;2609;;0;;;16;2609;;;65
MCO;2024;760780791;CLINIQUE LES ORMEAUX;760000414;19;6935;3191;1820;6683;27;9855;2346;12;5194;;;0;0;0;46;16790;5537;1832;11877;4;1;;;3996;21;4999;;0;;;25;5000;;;3996
MCO;2024;760783035;HOPITAL CROIX ROUGE BOIS-GUILLAUME;750721334;13;4745;378;4;3460;;;0;0;0;;;0;0;0;13;4745;378;4;3460;;0;;;8520;;0;;0;;;;0;;;8520
MCO;2024;760783159;CLINIQUE DES ESSARTS;760000851;20;7300;1059;6;4781;0;0;0;0;0;0;0;0;0;0;20;7300;1059;6;4781;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0
MCO;2024;760783522;HOPITAL DE BOIS-GUILLAUME CHU ROUEN;760780239;86;30240;3066;120;25063;;;0;0;0;;;0;0;0;86;30240;3066;120;25063;18;6649;;;13503;0;0;;0;;;18;6649;;;13503
MCO;2024;760805770;HOPITAL JACQUES MONOD CH LE HAVRE;760780726;440;154252;24434;4941;134569;103;36921;6130;165;30911;55;19848;4002;552;16263;598;211021;34566;5658;181743;58;5639;3;496;29074;28;6435;4;176;;;90;12250;3;496;29074
MCO;2024;760921809;CLINIQUE DE L'EUROPE;760000273;32;11712;2420;58;12827;132;48312;4519;206;15925;;;0;0;0;164;60024;6939;264;28752;4;1330;;;19034;49;11681;;0;;;53;13011;;;19034
MCO;2024;770000131;CH DE COULOMMIERS;770021145;144;52020;6437;839;45620;24;8450;1035;29;6694;15;5475;999;37;3156;183;65945;8471;905;55470;10;1102;;;2721;10;1980;1;219;;;21;3301;;;2721
MCO;2024;770000149;CH SUD SEINE ET MARNE FONTAINEBLEAU;770021152;129;47085;6660;549;40280;30;10950;2555;505;8158;20;7300;2692;539;8232;179;65335;11907;1593;56670;31;2073;;;6001;22;5286;3;9;;;56;7368;;;6001
MCO;2024;770000156;CH DE MELUN SITE SANTEPOLE;770110054;282;97692;14639;1435;89091;30;10980;1744;137;8289;69;25254;4948;669;18219;381;133926;21331;2241;115599;23;2937;;;17804;10;658;0;249;;;33;3844;;;17804
MCO;2024;770000164;CH SUD SEINE ET MARNE SITE MONTEREAU;770021152;106;38796;4106;468;34805;22;8052;1211;68;5680;15;5490;1207;221;3147;143;52338;6524;757;43632;11;154;;;1147;10;1952;1;4;;;22;2110;;;1147
MCO;2024;770000172;CH DE PROVINS LEON BINET;770110070;111;40150;6920;1874;35588;34;12410;1991;33;9840;14;5110;872;140;2841;159;57670;9783;2047;48269;8;250;1;87;2285;10;4665;1;155;;;19;5070;1;87;2285
MCO;2024;770000180;CH DE BRIE COMTE ROBERT;770110054;30;10980;528;6;9050;;;0;0;0;;;0;0;0;30;10980;528;6;9050;;0;;;0;;0;;0;;;;0;;;0
MCO;2024;770000214;CH SUD SEINE ET MARNE SITE DE NEMOURS;770021152;91;33306;2933;262;23057;;;;0;;0;;0;0;0;91;33306;2933;262;23057;10;1202;;;222;;0;;0;;;10;1202;;;222
MCO;2024;770000446;CH DE MEAUX SITE SAINT FARON;770021145;298;103227;12429;1543;82352;70;26767;3705;81;18189;48;17520;3498;79;14965;416;147514;19632;1703;115506;21;4769;;;21853;10;2604;1;1179;;;32;8552;;;21853
MCO;2024;770019032;GHEF MARNE LA VALLEE SITE JOSSIGNY;770021145;301;106419;21977;8025;92785;61;20345;3175;91;15746;47;17155;4657;189;15639;409;143919;29809;8305;124170;70;7986;;;8613;18;2002;1;1424;;;89;11412;;;8613
MCO;2024;770020477;HOP FORCILLES FONDATION COGNACQ JAY;750720468;125;40626;2723;16;25703;;;0;0;0;;;0;0;0;125;40626;2723;16;25703;17;6135;;;17933;;0;;0;;;17;6135;;;17933
MCO;2024;770300010;HOPITAL PRIVE DE MARNE CHANTEREINE;770004299;76;27740;4596;1738;26006;36;13140;1615;25;6192;;;0;0;0;112;40880;6211;1763;32198;;0;;;2467;23;7995;;0;;;23;7995;;;2467
MCO;2024;770300135;CLINIQUE MEDICO CHIRURG LES FONTAINES;770000289;68;24888;2500;50;14545;38;13908;2176;46;7486;;;0;0;0;106;38796;4676;96;22031;5;195;;;59;20;6088;;0;;;25;6283;;;59
MCO;2024;770300143;CLINIQUE SAINT JEAN L ERMITAGE;770000362;7;2555;22;0;161;45;16425;3282;150;10282;0;0;0;0;0;52;18980;3304;150;10443;0;0;;;5572;50;14828;;0;;;50;14828;;;5572
MCO;2024;770790707;CLINIQUE DE TOURNAN;770000719;24;8760;1479;409;7439;31;13315;1296;13;3579;22;8030;464;9;1698;77;30105;3239;431;12716;24;7;;;12642;27;6657;22;89;;;73;6753;;;12642
MCO;2024;770813400;CLINIQUE MEDICO CHIRURGICALE ST FARON;770001014;;0;22;1;62;29;10585;1417;23;2992;0;;0;0;0;29;10585;1439;24;3054;0;0;;;951;30;10284;;0;;;30;10284;;;951
MCO;2024;780000287;CH FRANCOIS QUESNAY MANTES;780110011;219;65060;9536;1489;57959;44;14570;1799;293;7544;36;12624;3461;580;10906;299;92254;14796;2362;76409;23;2352;;;7732;15;4208;0;0;;;38;6560;;;7732
MCO;2024;780000295;CHI DE MEULAN LES MUREAUX;780002697;66;24156;2603;122;18212;40;14640;1327;95;6885;15;5490;994;50;3668;121;44286;4924;267;28765;5;1333;;;404;7;1415;1;72;;;13;2820;;;404
MCO;2024;780000303;CENTRE HOSPITALIER DE PLAISIR;780024113;52;19023;1153;4;15060;;;0;0;0;;;0;0;0;52;19023;1153;4;15060;5;531;;;0;;0;;0;;;5;531;;;0
MCO;2024;780000311;CHI POISSY ST GERMAIN SITE DE POISSY;780001236;296;87376;13026;1100;78343;51;16832;2990;726;12495;90;28338;6087;474;25453;437;132546;22103;2300;116291;21;7016;;;22448;10;812;4;1318;;;35;9146;;;22448
MCO;2024;780000329;CH DE RAMBOUILLET;780110052;123;44897;6165;372;39740;20;7295;1165;15;5914;24;8610;2092;91;7418;167;60802;9422;478;53072;19;4089;;;11920;10;1643;1;467;;;30;6199;;;11920
MCO;2024;780000337;CHI POISSY ST GERMAIN SITE ST GERMAIN;780001236;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;11;595;;;21514;15;2106;0;200;;;26;2901;;;21514
MCO;2024;780000345;CH DE VERSAILLES SITE RICHAUD;780110078;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;3;277;;;24;;0;;0;;;3;277;;;24
MCO;2024;780000378;CH LOCAL DE HOUDAN;780130027;10;3369;227;4;2992;0;0;0;0;0;0;0;0;0;0;10;3369;227;4;2992;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MCO;2024;780000386;CH DE LA MAULDRE SITE SAINT LOUIS;780021788;0;468;29;0;371;;;0;0;0;;;0;0;0;0;468;29;0;371;;0;;;0;;0;;0;;;;0;;;0
MCO;2024;780000428;CHI MEULAN (SITE DE BECHEVILLE);780002697;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;2;635;;;0;;0;;0;;;2;635;;;0
MCO;2024;780018727;CLINIQUE SAINT GERMAIN;780018719;16;5840;1038;1;5397;17;5321;898;29;1926;17;6205;438;6;1887;50;17366;2374;36;9210;0;16;0;0;16125;30;5865;0;0;0;0;30;5881;0;0;16125
MCO;2024;780022737;POLYCLINIQUE DE MAISONS LAFFITTE;780000675;60;21900;2195;23;18088;;;0;0;0;;;0;0;0;60;21900;2195;23;18088;0;1;;;62;;0;;0;;;0;1;;;62
MCO;2024;780140018;INSTITUT MGEN DE LA VERRIERE;750005068;45;16470;838;16;11221;;;0;0;0;;;0;0;0;45;16470;838;16;11221;;0;;;0;;0;;0;;;;0;;;0
MCO;2024;780150017;CTR DE SOINS ET READAPTATION CESSRIN;750005068;2;61;12;0;61;0;0;0;0;0;0;0;0;0;0;2;61;12;0;61;;0;;;14375;;0;;0;;;;0;;;14375
MCO;2024;780150066;HOPITAL LA PORTE VERTE;780808614;135;49410;5049;120;45198;;;0;0;0;;;0;0;0;135;49410;5049;120;45198;5;657;;;1801;;0;;0;;;5;657;;;1801
MCO;2024;780300075;CENTRE CARDIOLOGIQUE D EVECQUEMONT;780000485;94;34310;4147;82;17862;;;0;0;0;;;0;0;0;94;34310;4147;82;17862;9;541;;;33;;0;;0;;;9;541;;;33
MCO;2024;780300125;CLINIQUE DE LA REGION MANTAISE;780000535;6;2052;251;1;1714;32;10944;1898;58;7042;;;0;0;0;38;12996;2149;59;8756;13;6766;;;20415;14;4087;;0;;;27;10853;;;20415
MCO;2024;780300208;CLINIQUE SAINT LOUIS;780000576;20;5875;1113;494;1184;32;10120;1341;10;3972;;;0;0;0;52;15995;2454;504;5156;5;335;;;213;41;9254;;0;;;46;9589;;;213
MCO;2024;780300323;HOPITAL PRIVE FRANCISCAINES;780003679;25;9150;1139;175;2917;86;31476;4876;47;15227;17;6222;840;10;3249;128;46848;6855;232;21393;;37;;;817;33;15110;;0;;;33;15147;;;817
MCO;2024;780300406;HOPITAL PRIVE DE PARLY II;780018032;61;22265;4027;1253;14553;79;28835;3375;45;13226;24;8760;953;28;3943;164;59860;8355;1326;31722;0;54;;;164;41;14414;0;2;;;41;14470;;;164
MCO;2024;780300414;CH PRIVE DE L EUROPE;780000675;71;25915;2073;53;21338;32;11680;2801;71;9273;;;0;0;0;103;37595;4874;124;30611;4;424;;;21372;49;15681;;0;;;53;16105;;;21372
MCO;2024;780300422;HOPITAL PRIVE DE L OUEST PARISIEN;780002259;38;13870;3214;349;18451;57;21900;3781;35;14213;20;6935;793;25;3279;115;42705;7788;409;35943;1;302;;;21758;60;21924;4;57;;;65;22283;;;21758
MCO;2024;780300455;CH PRIVE DU MONTGARDE;780000717;23;8418;959;41;7707;29;9873;922;15;2429;;;0;0;0;52;18291;1881;56;10136;4;2142;;;200;29;10235;;0;;;33;12377;;;200
MCO;2024;780630026;CENTRE PEDIATRIQUE DES COTES;750803900;1;365;19;0;164;;;0;0;0;;;0;0;0;1;365;19;0;164;8;1623;;;0;0;0;0;0;;;8;1623;;;0
MCO;2024;780800256;CH DE VERSAILLES SITE ANDRE MIGNOT;780110078;363;120974;22094;2746;104404;76;24256;3930;166;17779;49;17865;3974;79;15255;488;163095;29998;2991;137438;22;5987;4;708;12555;16;3687;3;1116;;;41;10790;4;708;12555
MCO;2024;790000087;CENTRE HOSPITALIER DE NIORT;790000012;339;118602;21566;4071;105527;94;34873;4293;72;24422;47;17202;2481;215;9230;480;170677;28340;4358;139179;51;3786;;;48721;25;4260;3;398;;;79;8444;;;48721
MCO;2024;790000111;CH HAUT VAL SEVRE & MELLOIS - ST MAIX.;790019491;20;7320;395;2;5498;;;0;0;0;;;0;0;0;20;7320;395;2;5498;;0;;;0;;0;;0;;;;0;;;0
MCO;2024;790000137;CH HAUT VAL SEVRE & MELLOIS - MELLE;790019491;12;4392;249;1;4176;;;0;0;0;;;0;0;0;12;4392;249;1;4176;;0;;;0;;0;;0;;;;0;;;0
MCO;2024;790003537;SITE HOSPITALIER DE THOUARS;790006654;6;2196;231;1;1565;;;0;0;0;;;0;0;0;6;2196;231;1;1565;;0;;;0;;0;;0;;;;0;;;0
MCO;2024;790009948;POLYCLINIQUE D'INKERMANN;790001242;47;15903;3763;1118;10784;51;18615;3423;217;9210;0;0;0;0;0;98;34518;7186;1335;19994;4;1194;;;405;30;8268;0;0;0;0;34;9462;0;0;405
MCO;2024;790019848;SITE HOSPITALIER FAYE L'ABBESSE;790006654;114;41724;8551;2352;46387;40;14614;2444;40;10911;16;5856;762;10;3250;170;62194;11757;2402;60548;9;1841;;;2742;10;2098;1;333;;;20;4272;;;2742
MCO;2024;800000143;CH ABBEVILLE;800000028;241;89595;12202;638;80540;44;16282;3347;504;13376;25;9150;1264;106;4471;310;115027;16813;1248;98387;29;3116;;;5412;13;2779;1;56;;;43;5951;;;5412
MCO;2024;800000184;CH ALBERT;800000036;20;7300;676;43;4964;;;0;0;0;;;0;0;0;20;7300;676;43;4964;;0;;;20;;0;;0;;;;0;;;20
MCO;2024;800000200;CH CORBIE;800000051;18;6570;582;10;6131;;;0;0;0;;;0;0;0;18;6570;582;10;6131;1;208;;;123;;0;;0;;;1;208;;;123
MCO;2024;800000226;CH DOULLENS;800000069;48;17520;2831;204;14889;;;0;0;0;;;0;0;0;48;17520;2831;204;14889;10;1717;;;1495;;0;;0;;;10;1717;;;1495
MCO;2024;800000275;CH HAM;800000077;28;9882;533;10;6123;0;0;0;0;0;0;0;0;0;0;28;9882;533;10;6123;5;437;;;6;0;0;0;0;;;5;437;;;6
MCO;2024;800000390;CH CHIMR MONTDIDIER;800000085;35;12775;2035;443;11933;0;0;0;0;0;0;0;0;0;0;35;12775;2035;443;11933;2;45;0;0;348;0;0;0;0;0;0;2;45;0;0;348
MCO;2024;800000432;CH PÉRONNE;800000093;33;12078;2764;426;13723;15;5490;559;30;3160;0;0;0;0;0;48;17568;3323;456;16883;5;479;0;0;361;5;947;0;105;0;0;10;1531;0;0;361
MCO;2024;800000440;CH CHIMR ROYE;800000085;10;3650;227;0;2728;;;0;0;0;;;0;0;0;10;3650;227;0;2728;;0;;;0;;0;;0;;;;0;;;0
MCO;2024;800000507;CH CHIBS SAINT-VALERY-SUR-SOMME;800000135;24;8784;366;3;6571;;;0;0;0;;;0;0;0;24;8784;366;3;6571;;0;;;6;;0;;0;;;;0;;;6
MCO;2024;800000614;CHU AMIENS SAINT VICTOR;800000044;17;6222;248;5;5260;;;0;0;0;;;0;0;0;17;6222;248;5;5260;3;294;;;38;;0;;0;;;3;294;;;38
MCO;2024;800002503;SA SAINTE-ISABELLE;800001141;6;2190;201;6;887;72;18720;1968;57;4387;;;0;0;0;78;20910;2169;63;5274;;0;;;22082;39;7432;;0;;;39;7432;;;22082
MCO;2024;800006124;CHU AMIENS SUD;800000044;661;236748;32521;2365;206698;308;108906;17834;1366;77801;64;23424;5992;1467;19203;1033;369078;56347;5198;303702;75;15231;;;71897;35;6114;4;2478;;;114;23823;;;71897
MCO;2024;800009466;POLYCLINIQUE DE PICARDIE;800002982;0;0;950;0;2373;167;60955;2689;0;8913;0;0;0;0;0;167;60955;3639;0;11286;0;5608;0;;0;55;5437;0;0;0;0;55;11045;0;0;0
MCO;2024;800009920;CLINIQUE VICTOR PAUCHET DE BUTLER;800003071;64;23360;3705;17;24209;97;35405;5388;209;17208;61;22265;3095;36;12141;222;81030;12188;262;53558;15;2535;6;890;1106;61;15408;5;50;;;81;17993;6;890;1106
MCO;2024;800013179;CLINIQUE DE L'EUROPE;800013138;36;13176;2374;122;7799;;;0;0;0;;;0;0;0;36;13176;2374;122;7799;9;4194;;;14944;;0;;0;;;9;4194;;;14944
MCO;2024;800015729;SAS DE CARDIOLOGIES ET URGENCES;800015679;38;13870;4884;1534;9100;;;0;0;0;;;0;0;0;38;13870;4884;1534;9100;15;1592;;;65;;0;;0;;;15;1592;;;65
MCO;2024;800017253;CHU AMIENS IOP;800000044;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;0;10;3723;;0;;;10;3723;;;0
MCO;2024;800018491;IOP SOPP AMIENS;800018483;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;0;14;6295;;0;;;14;6295;;;0
MCO;2024;810000224;CL CLAUDE BERNARD ALBI;810000471;95;38275;8650;936;36888;27;9855;2101;0;7761;3;1095;247;144;262;125;49225;10998;1080;44911;9;7653;;;33509;10;3136;1;5;;;20;10794;;;33509
MCO;2024;810000448;POLYCLI FILIERIS STE BARBE CARMAUX;750050759;29;10614;638;5;7523;;;0;0;0;;;0;0;0;29;10614;638;5;7523;;0;;;1;;0;;0;;;;0;;;1
MCO;2024;810000505;CH ALBI;810000331;172;56593;8546;1072;44518;50;16499;2917;68;14129;24;8784;1456;49;6293;246;81876;12919;1189;64940;10;1396;;;10759;8;3593;1;335;;;19;5324;;;10759
MCO;2024;810000513;CH GAILLAC;810000349;30;10535;577;2;9623;;;0;0;0;;;0;0;0;30;10535;577;2;9623;;0;;;50;;0;;0;;;;0;;;50
MCO;2024;810000521;CHIC CASTRES MAZAMET SITE AUTAN;810000380;220;82520;10925;1169;66723;78;28548;4566;373;19322;25;9150;1720;441;5283;323;120218;17211;1983;91328;16;1349;0;0;5281;19;4867;0;0;0;0;35;6216;0;0;5281
MCO;2024;810000539;CH GRAULHET;810000398;18;5963;233;0;5622;;;0;0;0;;;0;0;0;18;5963;233;0;5622;;0;;;2;;0;;0;;;;0;;;2
MCO;2024;810000562;CH LAVAUR SITE GUIRAUD;810000455;48;14482;1797;147;10616;0;0;0;0;0;17;6222;944;179;2857;65;20704;2741;326;13473;7;786;0;0;263;5;1417;0;0;0;0;12;2203;0;0;263
MCO;2024;810101170;CL TOULOUSE LAUTREC ALBI;810101162;6;2190;232;0;1117;66;24090;3098;101;7800;;;0;0;0;72;26280;3330;101;8917;;0;;;380;39;9708;;0;;;39;9708;;;380
MCO;2024;810101444;POLYCLINIQUE DU SIDOBRE CASTRES;810000992;42;15330;2539;737;9249;107;39055;3123;172;10052;0;0;0;0;0;149;54385;5662;909;19301;3;196;;;2031;16;7043;;0;;;19;7239;;;2031
MCO;2024;820000032;CH MONTAUBAN;820000016;152;56648;10945;1921;49918;40;13261;2220;63;10852;21;7668;1566;271;4902;213;77577;14731;2255;65672;29;2180;0;0;6644;8;2064;0;0;0;0;37;4244;0;0;6644
MCO;2024;820000040;CL CROIX ST MICHEL DR BOYE MONTAUBAN;820000081;16;5840;2113;81;11349;51;18615;807;121;2242;15;5475;792;47;2640;82;29930;3712;249;16231;14;3679;;;654;9;2529;1;309;;;24;6517;;;654
MCO;2024;820000057;CL PONT DE CHAUME MONTAUBAN;820000131;97;35405;6046;397;29232;72;26280;4660;174;17215;;;;;;169;61685;10706;571;46447;15;5614;;;28411;23;5471;;;;;38;11085;;;28411
MCO;2024;820000065;CL DU DR HONORE CAVE MONTAUBAN;820000156;;;0;0;0;33;12078;554;24;672;;;0;0;0;33;12078;554;24;672;;0;;;0;3;11859;;0;;;3;11859;;;0
MCO;2024;820000883;CHI CASTELSARRASIN MOISSAC SITE MOISSA;820004950;42;15330;1416;197;9474;24;8760;727;118;3824;;;0;0;0;66;24090;2143;315;13298;1;374;;;219;1;479;;0;;;2;853;;;219
MCO;2024;830000279;CH JEAN MARCEL DE BRIGNOLES;830100517;69;25254;6823;1634;25922;28;10248;1417;33;7289;15;5490;739;41;2675;112;40992;8979;1708;35886;8;1361;;;1263;14;1659;;176;;;22;3196;;;1263
MCO;2024;830000287;CH LA DRACENIE DE DRAGUIGNAN;830100525;152;54072;5981;183;47143;28;10248;1998;40;8558;23;8418;1325;63;4642;203;72738;9304;286;60343;24;2349;1;10;5809;10;1584;2;769;;;36;4702;1;10;5809
MCO;2024;830000295;CH DE HYERES MARIE JOSEE TREFFOT;830100533;163;59688;12104;3285;56566;21;7686;1270;40;5562;20;6206;1146;197;3723;204;73580;14520;3522;65851;3;491;;;584;9;3548;;0;;;12;4039;;;584
MCO;2024;830000311;CHI DE FREJUS SAINT RAPHAEL;830100566;211;76276;10997;885;69669;49;17934;2791;46;13913;18;6588;1757;62;6672;278;100798;15545;993;90254;30;4741;1;131;9090;13;1511;2;905;;;45;7157;1;131;9090
MCO;2024;830000337;CENTRE HOSPITALIER DE SAINT TROPEZ;830100590;38;13870;2602;440;12703;0;0;0;0;0;15;5475;528;51;1942;53;19345;3130;491;14645;4;56;0;0;1208;0;0;4;90;0;0;8;146;0;0;1208
MCO;2024;830000345;CHITS CH SAINTE MUSSE;830100616;345;127831;25785;5499;109542;141;47497;9591;515;40794;57;20834;4723;483;16868;543;196162;40099;6497;167204;45;2977;;;28330;25;5708;0;116;;;70;8801;;;28330
MCO;2024;830100103;HOP PRIVE TOULON HYERES STE MARGUERITE;830000022;;;802;1;4520;;;727;79;1607;;;0;0;0;;;1529;80;6127;;0;;;6448;;4888;;0;;;;4888;;;6448
MCO;2024;830100251;CLINIQUE DU CAP D'OR;830000063;52;18980;1851;18;11643;39;14235;2162;18;5068;0;0;0;0;0;91;33215;4013;36;16711;4;0;0;0;3927;25;8023;0;0;0;0;29;8023;0;0;3927
MCO;2024;830100319;POLYCLINIQUE LES FLEURS;830020855;90;32940;6761;867;22156;61;22326;3875;65;15217;;;0;0;0;151;55266;10636;932;37373;12;3573;;;159;32;6548;;0;;;44;10121;;;159
MCO;2024;830100327;CLINIQUE LES LAURIERS;830000105;;;0;0;0;41;15006;1320;22;2779;;;0;0;0;41;15006;1320;22;2779;;0;;;153;30;9437;;0;;;30;9437;;;153
MCO;2024;830100368;CLINIQUE CHIR DU GOLFE DE ST TROPEZ;830000147;;;0;0;0;59;21535;1381;77;4621;;;0;0;0;59;21535;1381;77;4621;;0;;;130;18;4213;;0;;;18;4213;;;130
MCO;2024;830100392;POLYCLINIQUE NOTRE DAME;830000154;24;8784;2283;86;7499;42;15372;1939;108;5222;;;0;0;0;66;24156;4222;194;12721;;0;;;460;36;9286;;0;;;36;9286;;;460
MCO;2024;830100418;CLINIQUE NOTRE DAME DE LA MERCI;830000170;;;0;0;0;21;7035;1122;0;2713;;;0;0;0;21;7035;1122;0;2713;;0;;;2;16;5878;;0;;;16;5878;;;2
MCO;2024;830100434;HOPITAL PRIVE TOULON HYERES SAINT JEAN;830000196;27;9855;2938;6;15859;48;17520;2312;0;6554;27;9855;2652;1464;5078;102;37230;7902;1470;27491;4;2;;;8778;40;30788;0;0;;;44;30790;;;8778
MCO;2024;830100459;CLINIQUE SAINT MICHEL;830000212;1;366;111;1;659;57;20862;2640;183;5186;0;0;0;0;0;58;21228;2751;184;5845;0;0;;;276;82;17075;0;0;;;82;17075;;;276
MCO;2024;830100475;HOPITAL PRIVE TOULON HYERES SAINT ROCH;830000238;;;0;0;0;64;23360;2024;64;6896;;;0;0;0;64;23360;2024;64;6896;;0;;;54;26;4962;;0;;;26;4962;;;54
MCO;2024;830100558;HOPITAL RENEE SABRAN HYERES;690781810;22;7740;667;1;3278;45;12773;1789;149;5440;;;0;0;0;67;20513;2456;150;8718;7;1348;;;97;6;227;;0;;;13;1575;;;97
MCO;2024;830100574;HOP INSTRUC DES ARMEES SAINTE ANNE;750821092;138;50370;10245;1272;42289;85;31025;4383;27;30362;0;0;0;0;0;223;81395;14628;1299;72651;39;530;0;0;16476;15;4375;0;0;0;0;54;4905;0;0;16476
MCO;2024;830100608;CHITS CH GEORGE SAND;830100616;109;38993;6444;2180;37385;;;0;0;0;;;0;0;0;109;38993;6444;2180;37385;10;1620;;;1430;;0;;352;;;10;1972;;;1430
