date,service,lits_total,lits_occupes,lits_disponibles,taux_occupation,personnel_total,personnel_disponible,personnel_occupe
2024-09-26,Neurologie,100,76,24,76.0,180,159,150
2024-09-26,Maladies Infectieuses,80,49,31,62.2,140,124,116
2024-09-26,Pédiatrie,60,33,27,55.1,120,105,89
2024-09-26,Réanimation,104,87,17,83.8,312,290,251
2024-09-27,Urgences,50,47,3,95.9,150,135,117
2024-09-27,Cardiologie,120,90,30,75.2,200,189,167
2024-09-27,Neurologie,100,73,27,73.6,180,156,144
2024-09-27,Maladies Infectieuses,80,51,29,64.8,140,131,106
2024-09-27,Pédiatrie,60,37,23,63.1,120,102,86
2024-09-27,Réanimation,104,91,13,87.7,312,275,251
2024-09-28,Urgences,50,50,0,101.9,150,130,113
2024-09-28,Cardiologie,120,96,24,80.1,200,170,137
2024-09-28,Neurologie,100,78,22,78.2,180,166,152
2024-09-28,Maladies Infectieuses,80,53,27,66.9,140,127,96
2024-09-28,Pédiatrie,60,32,28,54.9,120,113,84
2024-09-28,Réanimation,104,81,23,78.3,312,290,231
2024-09-29,Urgences,50,50,0,100.8,150,130,111
2024-09-29,Cardiologie,120,88,32,73.7,200,176,130
2024-09-29,Neurologie,100,67,33,68.0,180,165,147
2024-09-29,Maladies Infectieuses,80,44,36,55.6,140,132,95
2024-09-29,Pédiatrie,60,35,25,58.6,120,108,90
2024-09-29,Réanimation,104,78,26,75.7,312,287,206
2024-09-30,Urgences,50,47,3,94.1,150,140,118
2024-09-30,Cardiologie,120,76,44,63.6,200,185,141
2024-09-30,Neurologie,100,70,30,71.0,180,159,128
2024-09-30,Maladies Infectieuses,80,50,30,62.7,140,130,101
2024-09-30,Pédiatrie,60,31,29,53.0,120,103,74
2024-09-30,Réanimation,104,84,20,81.0,312,284,234
2024-10-01,Urgences,50,53,0,107.8,150,131,95
2024-10-01,Cardiologie,120,104,16,87.2,200,173,130
2024-10-01,Neurologie,100,80,20,80.5,180,155,123
2024-10-01,Maladies Infectieuses,80,59,21,74.6,140,131,122
2024-10-01,Pédiatrie,60,38,22,64.9,120,111,87
2024-10-01,Réanimation,104,96,8,92.7,312,279,239
2024-10-02,Urgences,50,48,2,97.2,150,138,96
2024-10-02,Cardiologie,120,109,11,91.0,200,189,170
2024-10-02,Neurologie,100,78,22,79.0,180,170,125
2024-10-02,Maladies Infectieuses,80,55,25,69.5,140,127,95
2024-10-02,Pédiatrie,60,36,24,60.2,120,109,92
2024-10-02,Réanimation,104,109,0,104.9,312,285,229
2024-10-03,Urgences,50,53,0,106.8,150,127,106
2024-10-03,Cardiologie,120,99,21,83.1,200,175,126
2024-10-03,Neurologie,100,76,24,76.7,180,161,130
2024-10-03,Maladies Infectieuses,80,61,19,76.6,140,129,116
2024-10-03,Pédiatrie,60,38,22,64.6,120,108,95
2024-10-03,Réanimation,104,99,5,95.6,312,279,264
2024-10-04,Urgences,50,47,3,95.5,150,137,104
2024-10-04,Cardiologie,120,97,23,81.1,200,187,175
2024-10-04,Neurologie,100,78,22,78.9,180,165,141
2024-10-04,Maladies Infectieuses,80,59,21,74.4,140,122,112
2024-10-04,Pédiatrie,60,39,21,65.5,120,113,93
2024-10-04,Réanimation,104,92,12,88.9,312,296,214
2024-10-05,Urgences,50,54,0,108.6,150,129,92
2024-10-05,Cardiologie,120,107,13,89.5,200,187,158
2024-10-05,Neurologie,100,76,24,76.6,180,154,124
2024-10-05,Maladies Infectieuses,80,65,15,81.8,140,125,99
2024-10-05,Pédiatrie,60,37,23,62.0,120,112,93
2024-10-05,Réanimation,104,104,0,100.8,312,287,257
2024-10-06,Urgences,50,53,0,106.4,150,130,103
2024-10-06,Cardiologie,120,92,28,76.9,200,174,152
2024-10-06,Neurologie,100,74,26,74.2,180,164,121
2024-10-06,Maladies Infectieuses,80,62,18,78.0,140,120,105
2024-10-06,Pédiatrie,60,41,19,68.4,120,110,90
2024-10-06,Réanimation,104,96,8,92.8,312,274,259
2024-10-07,Urgences,50,48,2,96.7,150,127,117
2024-10-07,Cardiologie,120,100,20,83.8,200,177,135
2024-10-07,Neurologie,100,81,19,81.0,180,168,150
2024-10-07,Maladies Infectieuses,80,52,28,65.6,140,126,108
2024-10-07,Pédiatrie,60,36,24,61.1,120,108,81
2024-10-07,Réanimation,104,94,10,90.8,312,289,208
2024-10-08,Urgences,50,52,0,104.7,150,136,99
2024-10-08,Cardiologie,120,106,14,89.1,200,175,130
2024-10-08,Neurologie,100,88,12,88.9,180,167,125
2024-10-08,Maladies Infectieuses,80,52,28,66.0,140,123,112
2024-10-08,Pédiatrie,60,37,23,62.9,120,109,77
2024-10-08,Réanimation,104,98,6,94.5,312,277,209
2024-10-09,Urgences,50,54,0,109.4,150,140,109
2024-10-09,Cardiologie,120,116,4,97.3,200,188,149
2024-10-09,Neurologie,100,85,15,85.9,180,158,122
2024-10-09,Maladies Infectieuses,80,64,16,80.7,140,132,92
2024-10-09,Pédiatrie,60,43,17,72.7,120,103,85
2024-10-09,Réanimation,104,97,7,93.4,312,270,249
2024-10-10,Urgences,50,51,0,102.5,150,133,105
2024-10-10,Cardiologie,120,102,18,85.7,200,178,152
2024-10-10,Neurologie,100,91,9,91.7,180,165,145
2024-10-10,Maladies Infectieuses,80,56,24,71.2,140,128,120
2024-10-10,Pédiatrie,60,38,22,64.9,120,103,95
2024-10-10,Réanimation,104,106,0,102.2,312,266,217
2024-10-11,Urgences,50,51,0,102.9,150,132,103
2024-10-11,Cardiologie,120,90,30,75.0,200,172,147
2024-10-11,Neurologie,100,81,19,81.7,180,167,139
2024-10-11,Maladies Infectieuses,80,55,25,69.8,140,122,97
2024-10-11,Pédiatrie,60,42,18,70.3,120,103,74
2024-10-11,Réanimation,104,109,0,105.3,312,296,242
2024-10-12,Urgences,50,53,0,106.1,150,128,112
2024-10-12,Cardiologie,120,95,25,79.5,200,175,129
2024-10-12,Neurologie,100,70,30,70.6,180,165,154
2024-10-12,Maladies Infectieuses,80,57,23,71.3,140,127,120
2024-10-12,Pédiatrie,60,38,22,64.4,120,111,97
2024-10-12,Réanimation,104,102,2,98.2,312,279,197
2024-10-13,Urgences,50,50,0,100.4,150,133,111
2024-10-13,Cardiologie,120,107,13,89.6,200,171,143
2024-10-13,Neurologie,100,72,28,72.7,180,162,132
2024-10-13,Maladies Infectieuses,80,56,24,70.2,140,124,111
2024-10-13,Pédiatrie,60,43,17,73.0,120,110,101
2024-10-13,Réanimation,104,93,11,89.5,312,275,194
2024-10-14,Urgences,50,53,0,107.2,150,128,107
2024-10-14,Cardiologie,120,107,13,89.2,200,173,160
2024-10-14,Neurologie,100,77,23,77.4,180,159,114
2024-10-14,Maladies Infectieuses,80,56,24,70.3,140,122,107
2024-10-14,Pédiatrie,60,40,20,67.4,120,111,99
2024-10-14,Réanimation,104,86,18,83.6,312,283,238
2024-10-15,Urgences,50,55,0,110.0,150,130,93
2024-10-15,Cardiologie,120,103,17,85.9,200,177,142
2024-10-15,Neurologie,100,77,23,77.5,180,154,127
2024-10-15,Maladies Infectieuses,80,61,19,77.0,140,126,117
2024-10-15,Pédiatrie,60,39,21,65.1,120,105,77
2024-10-15,Réanimation,104,95,9,92.2,312,292,213
2024-10-16,Urgences,50,54,0,109.3,150,136,112
2024-10-16,Cardiologie,120,98,22,82.1,200,178,144
2024-10-16,Neurologie,100,78,22,78.2,180,159,132
2024-10-16,Maladies Infectieuses,80,52,28,65.0,140,131,122
2024-10-16,Pédiatrie,60,37,23,62.8,120,105,85
2024-10-16,Réanimation,104,103,1,99.9,312,294,212
2024-10-17,Urgences,50,53,0,107.3,150,129,102
2024-10-17,Cardiologie,120,86,34,72.2,200,179,143
2024-10-17,Neurologie,100,86,14,86.2,180,160,135
2024-10-17,Maladies Infectieuses,80,51,29,64.4,140,121,110
2024-10-17,Pédiatrie,60,40,20,66.9,120,110,89
2024-10-17,Réanimation,104,108,0,104.6,312,272,227
2024-10-18,Urgences,50,48,2,97.5,150,139,109
2024-10-18,Cardiologie,120,99,21,83.3,200,187,167
2024-10-18,Neurologie,100,74,26,74.2,180,163,152
2024-10-18,Maladies Infectieuses,80,56,24,71.0,140,123,112
2024-10-18,Pédiatrie,60,42,18,70.4,120,102,87
2024-10-18,Réanimation,104,97,7,93.3,312,275,238
2024-10-19,Urgences,50,52,0,104.4,150,138,102
2024-10-19,Cardiologie,120,93,27,77.6,200,174,125
2024-10-19,Neurologie,100,77,23,77.2,180,155,145
2024-10-19,Maladies Infectieuses,80,59,21,73.8,140,132,125
2024-10-19,Pédiatrie,60,40,20,66.7,120,106,95
2024-10-19,Réanimation,104,103,1,99.3,312,268,209
2024-10-20,Urgences,50,50,0,101.4,150,139,130
2024-10-20,Cardiologie,120,107,13,90.0,200,170,142
2024-10-20,Neurologie,100,85,15,85.5,180,155,116
2024-10-20,Maladies Infectieuses,80,55,25,69.3,140,132,105
2024-10-20,Pédiatrie,60,38,22,64.6,120,113,99
2024-10-20,Réanimation,104,90,14,86.9,312,274,234
2024-10-21,Urgences,50,54,0,109.0,150,136,102
2024-10-21,Cardiologie,120,104,16,87.0,200,175,153
2024-10-21,Neurologie,100,70,30,70.3,180,167,122
2024-10-21,Maladies Infectieuses,80,54,26,68.2,140,121,86
2024-10-21,Pédiatrie,60,37,23,61.9,120,106,90
2024-10-21,Réanimation,104,95,9,91.6,312,278,200
2024-10-22,Urgences,50,52,0,105.2,150,135,127
2024-10-22,Cardiologie,120,99,21,82.9,200,184,151
2024-10-22,Neurologie,100,76,24,76.5,180,167,127
2024-10-22,Maladies Infectieuses,80,60,20,75.2,140,123,104
2024-10-22,Pédiatrie,60,38,22,63.9,120,103,82
2024-10-22,Réanimation,104,103,1,99.8,312,287,252
2024-10-23,Urgences,50,55,0,110.0,150,128,111
2024-10-23,Cardiologie,120,97,23,81.2,200,179,126
2024-10-23,Neurologie,100,69,31,69.6,180,154,114
2024-10-23,Maladies Infectieuses,80,60,20,76.0,140,128,102
2024-10-23,Pédiatrie,60,38,22,64.4,120,113,94
2024-10-23,Réanimation,104,97,7,93.4,312,285,261
2024-10-24,Urgences,50,52,0,105.4,150,130,123
2024-10-24,Cardiologie,120,105,15,87.9,200,181,168
2024-10-24,Neurologie,100,74,26,74.4,180,155,126
2024-10-24,Maladies Infectieuses,80,57,23,72.2,140,131,119
2024-10-24,Pédiatrie,60,41,19,68.9,120,104,98
2024-10-24,Réanimation,104,101,3,97.5,312,275,256
2024-10-25,Urgences,50,52,0,105.5,150,139,116
2024-10-25,Cardiologie,120,105,15,87.7,200,186,161
2024-10-25,Neurologie,100,80,20,80.1,180,169,155
2024-10-25,Maladies Infectieuses,80,57,23,71.9,140,122,107
2024-10-25,Pédiatrie,60,40,20,67.2,120,103,95
2024-10-25,Réanimation,104,97,7,93.7,312,279,207
2024-10-26,Urgences,50,54,0,109.2,150,135,123
2024-10-26,Cardiologie,120,104,16,86.7,200,186,135
2024-10-26,Neurologie,100,82,18,82.0,180,155,139
2024-10-26,Maladies Infectieuses,80,62,18,77.6,140,132,122
2024-10-26,Pédiatrie,60,38,22,63.8,120,107,98
2024-10-26,Réanimation,104,102,2,98.2,312,292,271
2024-10-27,Urgences,50,51,0,103.8,150,139,122
2024-10-27,Cardiologie,120,96,24,80.5,200,175,138
2024-10-27,Neurologie,100,76,24,76.9,180,154,131
2024-10-27,Maladies Infectieuses,80,58,22,73.2,140,132,93
2024-10-27,Pédiatrie,60,40,20,67.7,120,110,82
2024-10-27,Réanimation,104,110,0,106.7,312,294,244
2024-10-28,Urgences,50,52,0,104.2,150,130,107
2024-10-28,Cardiologie,120,95,25,79.2,200,172,163
2024-10-28,Neurologie,100,78,22,78.2,180,161,114
2024-10-28,Maladies Infectieuses,80,64,16,80.8,140,132,92
2024-10-28,Pédiatrie,60,35,25,59.8,120,111,94
2024-10-28,Réanimation,104,109,0,105.6,312,278,261
2024-10-29,Urgences,50,55,0,110.0,150,138,101
2024-10-29,Cardiologie,120,102,18,85.6,200,188,162
2024-10-29,Neurologie,100,82,18,82.4,180,166,156
2024-10-29,Maladies Infectieuses,80,56,24,71.2,140,122,96
2024-10-29,Pédiatrie,60,46,14,76.9,120,108,93
2024-10-29,Réanimation,104,104,0,100.5,312,295,278
2024-10-30,Urgences,50,53,0,107.2,150,137,120
2024-10-30,Cardiologie,120,99,21,82.6,200,185,145
2024-10-30,Neurologie,100,75,25,75.8,180,162,127
2024-10-30,Maladies Infectieuses,80,58,22,73.5,140,130,101
2024-10-30,Pédiatrie,60,43,17,73.0,120,104,76
2024-10-30,Réanimation,104,100,4,97.0,312,293,261
2024-10-31,Urgences,50,55,0,110.0,150,134,124
2024-10-31,Cardiologie,120,112,8,93.9,200,171,138
2024-10-31,Neurologie,100,77,23,77.6,180,159,129
2024-10-31,Maladies Infectieuses,80,53,27,66.8,140,127,89
2024-10-31,Pédiatrie,60,41,19,69.9,120,108,75
2024-10-31,Réanimation,104,95,9,91.7,312,294,233
2024-11-01,Urgences,50,55,0,110.0,150,132,109
2024-11-01,Cardiologie,120,91,29,76.4,200,171,151
2024-11-01,Neurologie,100,82,18,82.5,180,153,108
2024-11-01,Maladies Infectieuses,80,61,19,76.4,140,127,104
2024-11-01,Pédiatrie,60,36,24,61.6,120,108,102
2024-11-01,Réanimation,104,96,8,92.9,312,290,257
2024-11-02,Urgences,50,55,0,110.0,150,142,100
2024-11-02,Cardiologie,120,100,20,83.5,200,181,145
2024-11-02,Neurologie,100,69,31,70.0,180,157,146
2024-11-02,Maladies Infectieuses,80,53,27,66.9,140,124,97
2024-11-02,Pédiatrie,60,47,13,79.5,120,102,76
2024-11-02,Réanimation,104,100,4,96.5,312,269,208
2024-11-03,Urgences,50,50,0,101.8,150,135,126
2024-11-03,Cardiologie,120,93,27,78.2,200,187,145
2024-11-03,Neurologie,100,79,21,79.4,180,157,131
2024-11-03,Maladies Infectieuses,80,56,24,71.0,140,122,98
2024-11-03,Pédiatrie,60,41,19,70.0,120,113,94
2024-11-03,Réanimation,104,91,13,87.6,312,281,211
2024-11-04,Urgences,50,52,0,105.9,150,140,105
2024-11-04,Cardiologie,120,97,23,81.0,200,178,137
2024-11-04,Neurologie,100,78,22,78.6,180,161,127
2024-11-04,Maladies Infectieuses,80,58,22,73.7,140,128,117
2024-11-04,Pédiatrie,60,40,20,68.1,120,108,85
2024-11-04,Réanimation,104,106,0,102.9,312,288,252
2024-11-05,Urgences,50,54,0,109.1,150,137,121
2024-11-05,Cardiologie,120,101,19,84.5,200,189,172
2024-11-05,Neurologie,100,85,15,85.7,180,159,113
2024-11-05,Maladies Infectieuses,80,47,33,59.0,140,126,115
2024-11-05,Pédiatrie,60,39,21,66.4,120,106,77
2024-11-05,Réanimation,104,103,1,99.8,312,266,190
2024-11-06,Urgences,50,50,0,100.9,150,141,127
2024-11-06,Cardiologie,120,99,21,82.8,200,184,152
2024-11-06,Neurologie,100,75,25,75.6,180,168,150
2024-11-06,Maladies Infectieuses,80,61,19,76.5,140,120,112
2024-11-06,Pédiatrie,60,43,17,73.1,120,108,86
2024-11-06,Réanimation,104,93,11,90.2,312,289,266
2024-11-07,Urgences,50,53,0,107.5,150,132,115
2024-11-07,Cardiologie,120,95,25,79.6,200,172,121
2024-11-07,Neurologie,100,77,23,77.8,180,154,131
2024-11-07,Maladies Infectieuses,80,54,26,67.7,140,119,107
2024-11-07,Pédiatrie,60,45,15,76.3,120,113,94
2024-11-07,Réanimation,104,97,7,93.5,312,291,230
2024-11-08,Urgences,50,51,0,103.5,150,140,119
2024-11-08,Cardiologie,120,112,8,93.5,200,187,164
2024-11-08,Neurologie,100,81,19,81.5,180,161,113
2024-11-08,Maladies Infectieuses,80,53,27,67.5,140,127,108
2024-11-08,Pédiatrie,60,35,25,58.6,120,106,95
2024-11-08,Réanimation,104,100,4,96.8,312,293,208
2024-11-09,Urgences,50,53,0,106.8,150,139,106
2024-11-09,Cardiologie,120,98,22,82.1,200,178,158
2024-11-09,Neurologie,100,78,22,78.0,180,164,139
2024-11-09,Maladies Infectieuses,80,61,19,77.2,140,121,105
2024-11-09,Pédiatrie,60,41,19,69.7,120,105,96
2024-11-09,Réanimation,104,93,11,89.5,312,288,225
2024-11-10,Urgences,50,50,0,101.7,150,128,114
2024-11-10,Cardiologie,120,116,4,97.1,200,186,134
2024-11-10,Neurologie,100,76,24,76.2,180,162,149
2024-11-10,Maladies Infectieuses,80,62,18,78.2,140,132,121
2024-11-10,Pédiatrie,60,39,21,65.5,120,102,93
2024-11-10,Réanimation,104,99,5,96.0,312,278,229
2024-11-11,Urgences,50,53,0,107.2,150,135,112
2024-11-11,Cardiologie,120,98,22,82.1,200,182,139
2024-11-11,Neurologie,100,81,19,81.6,180,166,117
2024-11-11,Maladies Infectieuses,80,59,21,73.8,140,126,103
2024-11-11,Pédiatrie,60,42,18,71.0,120,113,98
2024-11-11,Réanimation,104,102,2,98.1,312,282,258
2024-11-12,Urgences,50,55,0,110.0,150,130,95
2024-11-12,Cardiologie,120,109,11,91.2,200,184,161
2024-11-12,Neurologie,100,82,18,82.5,180,159,149
2024-11-12,Maladies Infectieuses,80,58,22,72.9,140,120,103
2024-11-12,Pédiatrie,60,44,16,73.7,120,109,89
2024-11-12,Réanimation,104,97,7,93.8,312,276,236
2024-11-13,Urgences,50,52,0,105.7,150,129,119
2024-11-13,Cardiologie,120,98,22,82.4,200,176,130
2024-11-13,Neurologie,100,79,21,80.0,180,165,118
2024-11-13,Maladies Infectieuses,80,65,15,81.5,140,123,106
2024-11-13,Pédiatrie,60,40,20,67.9,120,104,97
2024-11-13,Réanimation,104,101,3,97.8,312,272,207
2024-11-14,Urgences,50,55,0,110.0,150,134,103
2024-11-14,Cardiologie,120,107,13,89.6,200,178,162
2024-11-14,Neurologie,100,80,20,80.6,180,169,153
2024-11-14,Maladies Infectieuses,80,59,21,75.0,140,122,93
2024-11-14,Pédiatrie,60,46,14,77.6,120,102,79
2024-11-14,Réanimation,104,98,6,95.0,312,290,235
2024-11-15,Urgences,50,49,1,98.1,150,137,110
2024-11-15,Cardiologie,120,109,11,91.5,200,178,149
2024-11-15,Neurologie,100,73,27,73.1,180,163,148
2024-11-15,Maladies Infectieuses,80,57,23,71.6,140,122,114
2024-11-15,Pédiatrie,60,34,26,58.1,120,104,91
2024-11-15,Réanimation,104,101,3,97.7,312,295,210
2024-11-16,Urgences,50,53,0,106.1,150,132,103
2024-11-16,Cardiologie,120,105,15,87.7,200,183,128
2024-11-16,Neurologie,100,74,26,74.8,180,153,145
2024-11-16,Maladies Infectieuses,80,63,17,79.3,140,120,97
2024-11-16,Pédiatrie,60,35,25,60.0,120,102,85
2024-11-16,Réanimation,104,100,4,96.3,312,294,250
2024-11-17,Urgences,50,54,0,109.2,150,132,97
2024-11-17,Cardiologie,120,101,19,85.0,200,172,153
2024-11-17,Neurologie,100,81,19,82.0,180,160,139
2024-11-17,Maladies Infectieuses,80,58,22,72.7,140,130,91
2024-11-17,Pédiatrie,60,40,20,66.8,120,112,88
2024-11-17,Réanimation,104,107,0,103.2,312,268,210
2024-11-18,Urgences,50,55,0,110.0,150,131,122
2024-11-18,Cardiologie,120,97,23,80.9,200,170,148
2024-11-18,Neurologie,100,83,17,83.0,180,159,126
2024-11-18,Maladies Infectieuses,80,57,23,71.9,140,121,92
2024-11-18,Pédiatrie,60,38,22,64.2,120,109,76
2024-11-18,Réanimation,104,100,4,97.0,312,284,231
2024-11-19,Urgences,50,53,0,106.6,150,132,110
2024-11-19,Cardiologie,120,107,13,89.9,200,171,121
2024-11-19,Neurologie,100,82,18,82.3,180,161,152
2024-11-19,Maladies Infectieuses,80,62,18,78.0,140,129,119
2024-11-19,Pédiatrie,60,42,18,70.1,120,112,97
2024-11-19,Réanimation,104,109,0,105.5,312,267,203
2024-11-20,Urgences,50,45,5,91.7,150,133,124
2024-11-20,Cardiologie,120,88,32,73.9,200,183,131
2024-11-20,Neurologie,100,68,32,68.8,180,157,116
2024-11-20,Maladies Infectieuses,80,58,22,73.6,140,123,96
2024-11-20,Pédiatrie,60,37,23,61.7,120,105,83
2024-11-20,Réanimation,104,86,18,83.4,312,269,246
2024-11-21,Urgences,50,42,8,85.3,150,138,123
2024-11-21,Cardiologie,120,86,34,72.1,200,182,151
2024-11-21,Neurologie,100,76,24,76.5,180,156,129
2024-11-21,Maladies Infectieuses,80,53,27,67.2,140,127,117
2024-11-21,Pédiatrie,60,37,23,63.1,120,108,80
2024-11-21,Réanimation,104,94,10,91.2,312,268,191
2024-11-22,Urgences,50,47,3,94.3,150,134,125
2024-11-22,Cardiologie,120,89,31,75.0,200,170,144
2024-11-22,Neurologie,100,77,23,77.3,180,163,116
2024-11-22,Maladies Infectieuses,80,53,27,66.9,140,129,98
2024-11-22,Pédiatrie,60,34,26,58.2,120,110,98
2024-11-22,Réanimation,104,88,16,84.8,312,266,191
2024-11-23,Urgences,50,48,2,96.6,150,136,128
2024-11-23,Cardiologie,120,92,28,76.7,200,176,138
2024-11-23,Neurologie,100,70,30,70.7,180,168,155
2024-11-23,Maladies Infectieuses,80,53,27,67.2,140,123,112
2024-11-23,Pédiatrie,60,38,22,63.6,120,104,89
2024-11-23,Réanimation,104,94,10,91.0,312,289,217
2024-11-24,Urgences,50,41,9,83.1,150,129,97
2024-11-24,Cardiologie,120,91,29,76.6,200,179,160
2024-11-24,Neurologie,100,67,33,67.9,180,158,118
2024-11-24,Maladies Infectieuses,80,51,29,64.9,140,131,94
2024-11-24,Pédiatrie,60,36,24,60.8,120,112,98
2024-11-24,Réanimation,104,84,20,81.4,312,265,198
2024-11-25,Urgences,50,46,4,92.3,150,135,112
2024-11-25,Cardiologie,120,87,33,73.3,200,172,130
2024-11-25,Neurologie,100,77,23,78.0,180,166,156
2024-11-25,Maladies Infectieuses,80,55,25,70.0,140,132,125
2024-11-25,Pédiatrie,60,36,24,60.5,120,106,94
2024-11-25,Réanimation,104,86,18,83.5,312,280,245
2024-11-26,Urgences,50,47,3,95.9,150,131,107
2024-11-26,Cardiologie,120,93,27,77.5,200,185,133
2024-11-26,Neurologie,100,71,29,71.6,180,154,142
2024-11-26,Maladies Infectieuses,80,47,33,59.9,140,126,95
2024-11-26,Pédiatrie,60,32,28,54.4,120,111,80
2024-11-26,Réanimation,104,86,18,83.2,312,283,202
2024-11-27,Urgences,50,44,6,89.9,150,132,106
2024-11-27,Cardiologie,120,81,39,68.2,200,179,151
2024-11-27,Neurologie,100,66,34,66.1,180,162,144
2024-11-27,Maladies Infectieuses,80,51,29,64.5,140,128,90
2024-11-27,Pédiatrie,60,32,28,54.0,120,103,78
2024-11-27,Réanimation,104,72,32,69.4,312,286,271
2024-11-28,Urgences,50,49,1,98.0,150,138,122
2024-11-28,Cardiologie,120,91,29,76.1,200,172,134
2024-11-28,Neurologie,100,80,20,80.7,180,168,136
2024-11-28,Maladies Infectieuses,80,53,27,66.5,140,132,120
2024-11-28,Pédiatrie,60,34,26,58.0,120,108,90
2024-11-28,Réanimation,104,91,13,88.3,312,275,198
2024-11-29,Urgences,50,45,5,91.9,150,136,120
2024-11-29,Cardiologie,120,85,35,71.7,200,183,152
2024-11-29,Neurologie,100,76,24,76.1,180,164,128
2024-11-29,Maladies Infectieuses,80,48,32,60.9,140,124,105
2024-11-29,Pédiatrie,60,40,20,67.3,120,109,77
2024-11-29,Réanimation,104,91,13,88.2,312,274,211
2024-11-30,Urgences,50,43,7,86.4,150,130,112
2024-11-30,Cardiologie,120,90,30,75.3,200,185,165
2024-11-30,Neurologie,100,77,23,77.1,180,168,148
2024-11-30,Maladies Infectieuses,80,53,27,67.4,140,122,86
2024-11-30,Pédiatrie,60,29,31,49.9,120,102,74
2024-11-30,Réanimation,104,94,10,90.5,312,277,200
2024-12-01,Urgences,50,46,4,92.4,150,139,116
2024-12-01,Cardiologie,120,85,35,71.1,200,171,130
2024-12-01,Neurologie,100,67,33,67.7,180,157,118
2024-12-01,Maladies Infectieuses,80,47,33,59.0,140,119,105
2024-12-01,Pédiatrie,60,37,23,62.2,120,105,91
2024-12-01,Réanimation,104,83,21,80.4,312,293,251
2024-12-02,Urgences,50,49,1,99.7,150,139,120
2024-12-02,Cardiologie,120,88,32,73.9,200,183,139
2024-12-02,Neurologie,100,70,30,70.0,180,155,141
2024-12-02,Maladies Infectieuses,80,53,27,66.6,140,123,115
2024-12-02,Pédiatrie,60,30,30,50.5,120,102,77
2024-12-02,Réanimation,104,85,19,82.3,312,266,207
2024-12-03,Urgences,50,42,8,85.8,150,128,96
2024-12-03,Cardiologie,120,96,24,80.2,200,180,147
2024-12-03,Neurologie,100,74,26,74.2,180,159,142
2024-12-03,Maladies Infectieuses,80,56,24,70.5,140,120,92
2024-12-03,Pédiatrie,60,31,29,53.2,120,109,80
2024-12-03,Réanimation,104,91,13,87.6,312,280,216
2024-12-04,Urgences,50,48,2,97.5,150,130,103
2024-12-04,Cardiologie,120,87,33,72.7,200,189,161
2024-12-04,Neurologie,100,64,36,64.1,180,155,108
2024-12-04,Maladies Infectieuses,80,56,24,70.3,140,130,113
2024-12-04,Pédiatrie,60,29,31,50.0,120,106,93
2024-12-04,Réanimation,104,91,13,88.2,312,272,245
2024-12-05,Urgences,50,46,4,93.5,150,139,130
2024-12-05,Cardiologie,120,98,22,82.2,200,177,134
2024-12-05,Neurologie,100,72,28,72.6,180,157,136
2024-12-05,Maladies Infectieuses,80,51,29,64.4,140,132,119
2024-12-05,Pédiatrie,60,36,24,61.2,120,109,86
2024-12-05,Réanimation,104,92,12,88.7,312,270,209
2024-12-06,Urgences,50,45,5,90.7,150,136,113
2024-12-06,Cardiologie,120,82,38,68.5,200,179,135
2024-12-06,Neurologie,100,69,31,69.1,180,161,149
2024-12-06,Maladies Infectieuses,80,54,26,67.7,140,125,103
2024-12-06,Pédiatrie,60,33,27,55.3,120,111,95
2024-12-06,Réanimation,104,87,17,84.5,312,289,269
2024-12-07,Urgences,50,44,6,89.2,150,134,126
2024-12-07,Cardiologie,120,85,35,71.0,200,176,148
2024-12-07,Neurologie,100,70,30,70.0,180,158,145
2024-12-07,Maladies Infectieuses,80,49,31,62.0,140,124,99
2024-12-07,Pédiatrie,60,41,19,69.8,120,111,102
2024-12-07,Réanimation,104,87,17,84.4,312,293,251
2024-12-08,Urgences,50,47,3,95.9,150,134,122
2024-12-08,Cardiologie,120,86,34,72.5,200,180,154
2024-12-08,Neurologie,100,66,34,66.8,180,164,117
2024-12-08,Maladies Infectieuses,80,52,28,65.5,140,132,96
2024-12-08,Pédiatrie,60,37,23,63.1,120,106,74
2024-12-08,Réanimation,104,94,10,91.1,312,282,252
2024-12-09,Urgences,50,45,5,90.4,150,135,113
2024-12-09,Cardiologie,120,95,25,79.6,200,185,172
2024-12-09,Neurologie,100,71,29,71.2,180,160,123
2024-12-09,Maladies Infectieuses,80,45,35,57.5,140,126,109
2024-12-09,Pédiatrie,60,33,27,55.1,120,104,86
2024-12-09,Réanimation,104,79,25,76.2,312,295,275
2024-12-10,Urgences,50,55,0,110.0,150,132,101
2024-12-10,Cardiologie,120,105,15,88.2,200,189,179
2024-12-10,Neurologie,100,83,17,83.1,180,170,124
2024-12-10,Maladies Infectieuses,80,83,0,104.1,140,124,115
2024-12-10,Pédiatrie,60,47,13,79.6,120,104,92
2024-12-10,Réanimation,104,107,0,103.2,312,279,244
2024-12-11,Urgences,50,55,0,110.0,150,129,98
2024-12-11,Cardiologie,120,106,14,88.4,200,180,147
2024-12-11,Neurologie,100,80,20,80.5,180,157,137
2024-12-11,Maladies Infectieuses,80,82,0,102.9,140,120,91
2024-12-11,Pédiatrie,60,58,2,97.2,120,102,76
2024-12-11,Réanimation,104,101,3,97.5,312,269,211
2024-12-12,Urgences,50,55,0,110.0,150,141,124
2024-12-12,Cardiologie,120,108,12,90.2,200,177,137
