BOR;AN;FI;RS;FI_EJ;DIALY;UDM;NBUDM;PATUM;CAPA;NBPAT;SEAN;SEA_HOS;PREPLI;SEM;NVPAT;NVPERIT
DIALYSE;2022;750200024;CENTRE HD DP AURA PARIS PLAISANCE;940026677;1150A;;;;75;75;21065;;;;;
DIALYSE;2022;750200024;CENTRE HD DP AURA PARIS PLAISANCE;940026677;1210;;;;;289;;;;14021;;
DIALYSE;2022;750200024;CENTRE HD DP AURA PARIS PLAISANCE;940026677;121AX;;;;;136;;;;6640;;
DIALYSE;2022;750200024;CENTRE HD DP AURA PARIS PLAISANCE;940026677;121CX;;;;153;153;;;;7381;;
DIALYSE;2022;750200024;CENTRE HD DP AURA PARIS PLAISANCE;940026677;TOT;0;;;;;;;;;130;117
DIALYSE;2022;750200024;CENTRE HD DP AURA PARIS PLAISANCE;940026677;VACAN;;;;;;12;;;;;
DIALYSE;2022;750300139;CLINIQUE DE L ALMA;750000655;112BA;;;;20;88;13664;;;;;
DIALYSE;2022;750300139;CLINIQUE DE L ALMA;750000655;TOT;0;;;;;;0;1;;30;
DIALYSE;2022;750300154;CLINIQUE TURIN;750065971;112BA;;;;24;151;21376;;;;;
DIALYSE;2022;750300154;CLINIQUE TURIN;750065971;1130X;;;;8;48;6501;;;;;
DIALYSE;2022;750300154;CLINIQUE TURIN;750065971;121CX;;;;1;0;;;;0;;
DIALYSE;2022;750300154;CLINIQUE TURIN;750065971;122AX;;;;1;0;;;;0;;
DIALYSE;2022;750300154;CLINIQUE TURIN;750065971;122BX;;;;1;0;;;;0;;
DIALYSE;2022;750300154;CLINIQUE TURIN;750065971;TOT;0;;;;;;196;;;54;
DIALYSE;2022;750300915;CLINIQUE INTERNATIONALE PARC MONCEAU;750065963;112AX;;;;3;10;824;;;;;
DIALYSE;2022;750300915;CLINIQUE INTERNATIONALE PARC MONCEAU;750065963;112BA;;;;14;86;13681;;;;;
DIALYSE;2022;750300915;CLINIQUE INTERNATIONALE PARC MONCEAU;750065963;1130X;;;;8;20;2892;;;;;
DIALYSE;2022;750300915;CLINIQUE INTERNATIONALE PARC MONCEAU;750065963;TOT;0;;;;;;129;0;;5;0
DIALYSE;2022;750803447;HU PARIS OUEST SITE G POMPIDOU APHP;750712184;112BA;;;;8;22;3128;;;;;
DIALYSE;2022;750803447;HU PARIS OUEST SITE G POMPIDOU APHP;750712184;1210;;;;;6;;;;1508;;
DIALYSE;2022;750803447;HU PARIS OUEST SITE G POMPIDOU APHP;750712184;121AX;;;;;2;;;;832;;
DIALYSE;2022;750803447;HU PARIS OUEST SITE G POMPIDOU APHP;750712184;121CX;;;;1;4;;;;676;;
DIALYSE;2022;750803447;HU PARIS OUEST SITE G POMPIDOU APHP;750712184;122AX;;;;1;1;;;;11;;
DIALYSE;2022;750803447;HU PARIS OUEST SITE G POMPIDOU APHP;750712184;122BX;;;;4;6;;;;343;;
DIALYSE;2022;750803447;HU PARIS OUEST SITE G POMPIDOU APHP;750712184;TOT;0;;;;;;1126;;;84;10
DIALYSE;2022;750803454;HU ROBERT DEBRE APHP;750712184;112BA;;;;1;2;697;;;;;
DIALYSE;2022;750803454;HU ROBERT DEBRE APHP;750712184;112BE;;;;8;26;3001;;;;;
DIALYSE;2022;750803454;HU ROBERT DEBRE APHP;750712184;1210;;;;;4;;;;165;;
DIALYSE;2022;750803454;HU ROBERT DEBRE APHP;750712184;121CX;;;;7;4;;;;165;;
DIALYSE;2022;750803454;HU ROBERT DEBRE APHP;750712184;122AX;;;;4;1;;;;2;;
DIALYSE;2022;750803454;HU ROBERT DEBRE APHP;750712184;122BX;;;;4;4;;;;345;;
DIALYSE;2022;750803454;HU ROBERT DEBRE APHP;750712184;TOT;0;;;;;;380;0;;12;1
DIALYSE;2022;750814824;UNITE DIALYSE BUTTES CHAUMONT-ANDRA;920036407;112AX;;;;1;;133;;;;;
DIALYSE;2022;750814824;UNITE DIALYSE BUTTES CHAUMONT-ANDRA;920036407;1130X;;;;15;81;11326;;;;;
DIALYSE;2022;750814824;UNITE DIALYSE BUTTES CHAUMONT-ANDRA;920036407;1140X;;;;12;20;2641;;;;;
DIALYSE;2022;750814824;UNITE DIALYSE BUTTES CHAUMONT-ANDRA;920036407;1150E;;;;1;0;0;;;;;
DIALYSE;2022;750814824;UNITE DIALYSE BUTTES CHAUMONT-ANDRA;920036407;TOT;0;;;;;;;;;31;
DIALYSE;2022;750829053;CENTRE D AUTODIALYSE CLINIQUE ALMA;750000655;1130X;;;;8;16;2479;;;;;
DIALYSE;2022;750829053;CENTRE D AUTODIALYSE CLINIQUE ALMA;750000655;1140X;;;;6;10;1363;;;;;
DIALYSE;2022;750829053;CENTRE D AUTODIALYSE CLINIQUE ALMA;750000655;TOT;0;;;;;;0;1;;10;
DIALYSE;2022;750831067;CENTRE DIAVERUM PARIS MONT LOUIS;690049846;1130X;;;;25;120;17199;;;;;
DIALYSE;2022;750831067;CENTRE DIAVERUM PARIS MONT LOUIS;690049846;TOT;0;;;;;;0;;;30;
DIALYSE;2022;760000018;CH DIEPPE;760780023;112AX;;;;1;;35;;;;;
DIALYSE;2022;760000018;CH DIEPPE;760780023;112BA;;;;16;58;8916;;;;;
DIALYSE;2022;760000018;CH DIEPPE;760780023;1150A;;;;1;2;;;;;;
DIALYSE;2022;760000018;CH DIEPPE;760780023;1210;;;;;13;;;;435;;
DIALYSE;2022;760000018;CH DIEPPE;760780023;121AX;;;;;11;;;;356;;
DIALYSE;2022;760000018;CH DIEPPE;760780023;121CX;;;;1;2;;;;79;;
DIALYSE;2022;760000018;CH DIEPPE;760780023;122AX;;;;1;6;;;;15;;
DIALYSE;2022;760000018;CH DIEPPE;760780023;122BX;;;;1;0;;;;22;;
DIALYSE;2022;760000018;CH DIEPPE;760780023;TOT;0;;;;;;616;1;;24;7
DIALYSE;2022;760000018;CH DIEPPE;760780023;VACAN;;;;1;;;;;;;
DIALYSE;2022;760000158;HOPITAL CHARLES NICOLLE CHU ROUEN;760780239;112BE;;;;6;;1092;;;;;
DIALYSE;2022;760000158;HOPITAL CHARLES NICOLLE CHU ROUEN;760780239;TOT;0;;;;;;874;;;;
DIALYSE;2022;760000463;CH LES FEUGRAIS CHI ELBEUF;760024042;112BA;;;;14;61;8616;;;;;
DIALYSE;2022;760000463;CH LES FEUGRAIS CHI ELBEUF;760024042;1130X;;;;8;30;4754;;;;;
DIALYSE;2022;760000463;CH LES FEUGRAIS CHI ELBEUF;760024042;1210;;;;;5;;;;623;;
DIALYSE;2022;760000463;CH LES FEUGRAIS CHI ELBEUF;760024042;121AX;;;;;;;;;383;;
DIALYSE;2022;760000463;CH LES FEUGRAIS CHI ELBEUF;760024042;121CX;;;;7;5;;;;240;;
DIALYSE;2022;760000463;CH LES FEUGRAIS CHI ELBEUF;760024042;122AX;;;;3;;;;;33;;
DIALYSE;2022;760000463;CH LES FEUGRAIS CHI ELBEUF;760024042;122BX;;;;2;2;;;;120;;
DIALYSE;2022;760000463;CH LES FEUGRAIS CHI ELBEUF;760024042;TOT;0;;;;;;616;2;;57;6
DIALYSE;2022;760000463;CH LES FEUGRAIS CHI ELBEUF;760024042;VACAN;;;;2;;;;;;;
DIALYSE;2022;760021329;HOPITAL PRIVE DE L'ESTUAIRE;760000448;112AX;;;;1;;0;;;;;
DIALYSE;2022;760021329;HOPITAL PRIVE DE L'ESTUAIRE;760000448;112BA;;;;32;132;20857;;;;;
DIALYSE;2022;760021329;HOPITAL PRIVE DE L'ESTUAIRE;760000448;1150A;;;;1;;;;;;;
DIALYSE;2022;760021329;HOPITAL PRIVE DE L'ESTUAIRE;760000448;122AX;;;;2;1;;;;189;;
DIALYSE;2022;760021329;HOPITAL PRIVE DE L'ESTUAIRE;760000448;122BX;;;;0;1;;;;;;
DIALYSE;2022;760021329;HOPITAL PRIVE DE L'ESTUAIRE;760000448;TOT;0;;;;;;1514;;;66;10
DIALYSE;2022;760025619;UNITE AUTODIALYSE ASSISTEE - ANIDER;140000852;1140X;;;;10;0;0;;;;;
DIALYSE;2022;760025668;UNITE AUTODIALYSE ASSISTEE ASS ANIDER;140000852;1140X;;;;10;16;2454;;;;;
DIALYSE;2022;760025668;UNITE AUTODIALYSE ASSISTEE ASS ANIDER;140000852;1210;;;;;12;;;;608;;
DIALYSE;2022;760025668;UNITE AUTODIALYSE ASSISTEE ASS ANIDER;140000852;121AX;;;;;7;;;;368;;
DIALYSE;2022;760025668;UNITE AUTODIALYSE ASSISTEE ASS ANIDER;140000852;121CX;;;;5;5;;;;240;;
DIALYSE;2022;760025668;UNITE AUTODIALYSE ASSISTEE ASS ANIDER;140000852;TOT;0;;;;;;;;;;
DIALYSE;2022;760025718;UNITE AUTODIALYSE ASSISTEE ASS ANIDER;140000852;1140X;;;;5;4;621;;;;;
DIALYSE;2022;760025809;UNITE AUTODIALYSE ASSISTEE - ANIDER;140000852;1140X;;;;10;24;3694;;;;;
DIALYSE;2022;760025858;UNITE AUTODIALYSE ASSISTEE ASS ANIDER;140000852;1140X;;;;10;15;2299;;;;;
DIALYSE;2022;760025908;UNITE AUTODIALYSE ASSISTEE ASS ANIDER;140000852;1140X;;;;15;33;5091;;;;;
DIALYSE;2022;760025908;UNITE AUTODIALYSE ASSISTEE ASS ANIDER;140000852;1210;;;;;9;;;;475;;
DIALYSE;2022;760025908;UNITE AUTODIALYSE ASSISTEE ASS ANIDER;140000852;121AX;;;;;5;;;;271;;
DIALYSE;2022;760025908;UNITE AUTODIALYSE ASSISTEE ASS ANIDER;140000852;121CX;;;;4;4;;;;204;;
DIALYSE;2022;760025908;UNITE AUTODIALYSE ASSISTEE ASS ANIDER;140000852;TOT;0;;;;;;;;;;
DIALYSE;2022;760026088;UDM & UNITE AUTODIALYSE ASSISTEE;140000852;1130X;;;;12;38;5995;;;;;
DIALYSE;2022;760026088;UDM & UNITE AUTODIALYSE ASSISTEE;140000852;1150A;;;;2;2;483;;;;;
DIALYSE;2022;760026088;UDM & UNITE AUTODIALYSE ASSISTEE;140000852;1210;;;;;10;;;;492;;
DIALYSE;2022;760026088;UDM & UNITE AUTODIALYSE ASSISTEE;140000852;121AX;;;;;8;;;;411;;
DIALYSE;2022;760026088;UDM & UNITE AUTODIALYSE ASSISTEE;140000852;121CX;;;;2;2;;;;81;;
DIALYSE;2022;760026088;UDM & UNITE AUTODIALYSE ASSISTEE;140000852;TOT;0;;;;;;;;;;
DIALYSE;2022;760026138;UDM BOIS GUILLAUME - ANIDER;140000852;1130X;;;;10;29;4571;;;;;
DIALYSE;2022;760035592;UNITE DIALYSE MEDICALISEE LE HAVRE;140000852;1130X;;;;20;56;8767;;;;;
DIALYSE;2022;760035592;UNITE DIALYSE MEDICALISEE LE HAVRE;140000852;1150A;;;;1;1;227;;;;;
DIALYSE;2022;760035592;UNITE DIALYSE MEDICALISEE LE HAVRE;140000852;1210;;;;;25;;;;1283;;
DIALYSE;2022;760035592;UNITE DIALYSE MEDICALISEE LE HAVRE;140000852;121AX;;;;;17;;;;887;;
DIALYSE;2022;760035592;UNITE DIALYSE MEDICALISEE LE HAVRE;140000852;121CX;;;;8;8;;;;396;;
DIALYSE;2022;760035592;UNITE DIALYSE MEDICALISEE LE HAVRE;140000852;TOT;0;;;;;;;;;;
DIALYSE;2022;760780668;CLINIQUE HEMERA PAYS DE CAUX;760000331;1130X;;;;18;43;7985;;;;;
DIALYSE;2022;760780668;CLINIQUE HEMERA PAYS DE CAUX;760000331;TOT;0;;;;;;0;0;;10;0
DIALYSE;2022;760780668;CLINIQUE HEMERA PAYS DE CAUX;760000331;VACAN;;;;0;0;153;;;;;
DIALYSE;2022;760783035;HOPITAL-HAD DE BOIS-GUILLAUME;750721334;112BA;;;;16;78;8313;;;;;
DIALYSE;2022;760783035;HOPITAL-HAD DE BOIS-GUILLAUME;750721334;TOT;0;;;;;;223;;;;
DIALYSE;2022;760783522;HOPITAL DE BOIS-GUILLAUME CHU ROUEN;760780239;112BA;;;;27;;12434;;;;;
DIALYSE;2022;760783522;HOPITAL DE BOIS-GUILLAUME CHU ROUEN;760780239;122BX;;;;2;;;;;100;;
DIALYSE;2022;760783522;HOPITAL DE BOIS-GUILLAUME CHU ROUEN;760780239;TOT;0;;;;;;923;3;;;
DIALYSE;2022;760805770;HOPITAL JACQUES MONOD CH LE HAVRE;760780726;112AX;;;;2;2;558;;;;;
DIALYSE;2022;760805770;HOPITAL JACQUES MONOD CH LE HAVRE;760780726;112BA;;;;14;246;11983;;;;;
DIALYSE;2022;760805770;HOPITAL JACQUES MONOD CH LE HAVRE;760780726;1130X;;;;12;95;891;;;;;
DIALYSE;2022;760805770;HOPITAL JACQUES MONOD CH LE HAVRE;760780726;122AX;;;;2;6;;;;45;;
DIALYSE;2022;760805770;HOPITAL JACQUES MONOD CH LE HAVRE;760780726;122BX;;;;14;;;;;153;;
DIALYSE;2022;760805770;HOPITAL JACQUES MONOD CH LE HAVRE;760780726;TOT;1;3;40;;;;1346;2;;86;7
DIALYSE;2022;760805770;HOPITAL JACQUES MONOD CH LE HAVRE;760780726;VACAN;;;;2;0;;;;;;
DIALYSE;2022;760917773;UNITE AUTODIALYSE ASSISTEE ASS ANIDER;140000852;112AX;;;;2;;583;;;;;
DIALYSE;2022;760917773;UNITE AUTODIALYSE ASSISTEE ASS ANIDER;140000852;1130X;;;;14;48;7425;;;;;
DIALYSE;2022;760917773;UNITE AUTODIALYSE ASSISTEE ASS ANIDER;140000852;1140X;;;;10;9;1473;;;;;
DIALYSE;2022;760917773;UNITE AUTODIALYSE ASSISTEE ASS ANIDER;140000852;1150A;;;;5;5;1376;;;;;
DIALYSE;2022;760917773;UNITE AUTODIALYSE ASSISTEE ASS ANIDER;140000852;1210;;;;;17;;;;914;;
DIALYSE;2022;760917773;UNITE AUTODIALYSE ASSISTEE ASS ANIDER;140000852;121AX;;;;;13;;;;690;;
DIALYSE;2022;760917773;UNITE AUTODIALYSE ASSISTEE ASS ANIDER;140000852;121CX;;;;4;4;;;;224;;
DIALYSE;2022;760917773;UNITE AUTODIALYSE ASSISTEE ASS ANIDER;140000852;122AX;;;;2;;;;;61;;
DIALYSE;2022;760917773;UNITE AUTODIALYSE ASSISTEE ASS ANIDER;140000852;TOT;0;;;;;;;;;;
DIALYSE;2022;760921809;CLINIQUE DE L'EUROPE ROUEN;760000273;112BA;;;;48;130;17484;;;;;
DIALYSE;2022;760921809;CLINIQUE DE L'EUROPE ROUEN;760000273;1210;;;;;;;;;784;;
DIALYSE;2022;760921809;CLINIQUE DE L'EUROPE ROUEN;760000273;121AX;;;;;;;;;463;;
DIALYSE;2022;760921809;CLINIQUE DE L'EUROPE ROUEN;760000273;121CX;;;;0;;;;;321;;
DIALYSE;2022;760921809;CLINIQUE DE L'EUROPE ROUEN;760000273;122AX;;;;0;;;;;98;;
DIALYSE;2022;760921809;CLINIQUE DE L'EUROPE ROUEN;760000273;122BX;;;;1;16;;;;100;;
DIALYSE;2022;760921809;CLINIQUE DE L'EUROPE ROUEN;760000273;TOT;0;;;;;;1179;;;37;7
DIALYSE;2022;770000156;CH DE MELUN SITE SANTEPOLE;770110054;112AX;;;;1;;250;;;;;
DIALYSE;2022;770000156;CH DE MELUN SITE SANTEPOLE;770110054;112BA;;;;16;65;8752;;;;;
DIALYSE;2022;770000156;CH DE MELUN SITE SANTEPOLE;770110054;1130X;;;;6;28;4075;;;;;
DIALYSE;2022;770000156;CH DE MELUN SITE SANTEPOLE;770110054;1150A;;;;1;1;;;;;;
DIALYSE;2022;770000156;CH DE MELUN SITE SANTEPOLE;770110054;122AX;;;;2;;;;;73;;
DIALYSE;2022;770000156;CH DE MELUN SITE SANTEPOLE;770110054;122BX;;;;0;1;;;;80;;
DIALYSE;2022;770000156;CH DE MELUN SITE SANTEPOLE;770110054;TOT;0;;;;;;720;1;;50;7
DIALYSE;2022;770000446;CH DE MEAUX SITE SAINT FARON;770021145;112AX;;;;2;;0;;;;;
DIALYSE;2022;770000446;CH DE MEAUX SITE SAINT FARON;770021145;112BA;;;;15;111;15086;;;;;
DIALYSE;2022;770000446;CH DE MEAUX SITE SAINT FARON;770021145;1130X;;;;2;6;774;;;;;
DIALYSE;2022;770000446;CH DE MEAUX SITE SAINT FARON;770021145;122AX;;;;2;;;;;35;;
DIALYSE;2022;770000446;CH DE MEAUX SITE SAINT FARON;770021145;TOT;0;;;;;;624;;;;
DIALYSE;2022;770001873;UNITE D AUTODIALYSE PONTAULT COMBAULT;940000060;1140X;;;;12;63;2509;;;;;
DIALYSE;2022;770001873;UNITE D AUTODIALYSE PONTAULT COMBAULT;940000060;TOT;0;;;;;;;;;2;
DIALYSE;2022;770016087;CENTRE DIALYSE DIAVERUM MONTEREAU;770016137;112BA;;;;21;84;14378;;;;;
DIALYSE;2022;770016087;CENTRE DIALYSE DIAVERUM MONTEREAU;770016137;1140X;;;;21;0;228;;;;;
DIALYSE;2022;770016087;CENTRE DIALYSE DIAVERUM MONTEREAU;770016137;TOT;0;;;;;;0;2;;70;
DIALYSE;2022;770016087;CENTRE DIALYSE DIAVERUM MONTEREAU;770016137;VACAN;;;;1;0;;;;;;
DIALYSE;2022;770016160;UNITE AUTODIALYSE AURA SANTEPOLE;940026677;1140X;;;;6;21;2613;;;;;
DIALYSE;2022;770016160;UNITE AUTODIALYSE AURA SANTEPOLE;940026677;TOT;0;;;;;;;;;5;
DIALYSE;2022;770016160;UNITE AUTODIALYSE AURA SANTEPOLE;940026677;VACAN;;;;;;71;;;;;
DIALYSE;2022;770019032;GHEF MARNE LA VALLEE SITE JOSSIGNY;770021145;TOT;0;;;;;;235;;;;
DIALYSE;2022;770020055;CENTRE NEPHROCARE MARNE LA VALLEE;770000271;112AX;;;;4;7;1000;;;;;
DIALYSE;2022;770020055;CENTRE NEPHROCARE MARNE LA VALLEE;770000271;112BA;;;;34;120;18834;;;;;
DIALYSE;2022;770020055;CENTRE NEPHROCARE MARNE LA VALLEE;770000271;1130X;;;;8;88;14049;;;;;
DIALYSE;2022;770020055;CENTRE NEPHROCARE MARNE LA VALLEE;770000271;1140X;;;;6;24;3018;;;;;
DIALYSE;2022;770020055;CENTRE NEPHROCARE MARNE LA VALLEE;770000271;1150A;;;;3;3;427;;;;;
DIALYSE;2022;770020055;CENTRE NEPHROCARE MARNE LA VALLEE;770000271;TOT;0;;;;;;0;2;;37;0
DIALYSE;2022;770790707;CLINIQUE DE TOURNAN;770000719;112BA;;;;20;78;11790;;;;;
DIALYSE;2022;770790707;CLINIQUE DE TOURNAN;770000719;1130X;;;;16;16;1879;;;;;
DIALYSE;2022;770790707;CLINIQUE DE TOURNAN;770000719;1210;;;;;;;;;69;;
DIALYSE;2022;770790707;CLINIQUE DE TOURNAN;770000719;121CX;;;;2;;;;;69;;
DIALYSE;2022;770790707;CLINIQUE DE TOURNAN;770000719;TOT;0;;;;;;125;;;28;0
DIALYSE;2022;770803708;UNITE DE DIALYSE AURA MEAUX;940026677;1140X;;;;6;19;3054;;;;;
DIALYSE;2022;770803708;UNITE DE DIALYSE AURA MEAUX;940026677;TOT;0;;;;;;;;;6;
DIALYSE;2022;770803708;UNITE DE DIALYSE AURA MEAUX;940026677;VACAN;;;;;;81;;;;;
DIALYSE;2022;770809028;CENTRE DIALYSE DIAVERUM AVON;770016137;1130X;;;;17;63;9825;;;;;
DIALYSE;2022;770809028;CENTRE DIALYSE DIAVERUM AVON;770016137;1140X;;;;;48;2089;;;;;
DIALYSE;2022;770809028;CENTRE DIALYSE DIAVERUM AVON;770016137;TOT;0;;;;;;0;0;;43;
DIALYSE;2022;770809028;CENTRE DIALYSE DIAVERUM AVON;770016137;VACAN;;;;2;2;;;;;;
DIALYSE;2022;770813426;UNITE D AUTODIALYSE PROVINS;770813418;1130X;;;;12;15;2069;;;;;
DIALYSE;2022;770813426;UNITE D AUTODIALYSE PROVINS;770813418;1140X;;;;6;12;1889;;;;;
DIALYSE;2022;770813426;UNITE D AUTODIALYSE PROVINS;770813418;TOT;0;;;;;;;;;7;
DIALYSE;2022;770813426;UNITE D AUTODIALYSE PROVINS;770813418;VACAN;;;;1;;55;;;;;
DIALYSE;2022;770813459;UNITE D AUTODIALYSE CHELLES;940000060;1140X;;;;6;16;1745;;;;;
DIALYSE;2022;770813459;UNITE D AUTODIALYSE CHELLES;940000060;TOT;0;;;;;;;;;6;
DIALYSE;2022;770814986;UNITE D AUTODIALYSE COULOMMIERS;940000060;1140X;;;;6;8;1400;;;;;
DIALYSE;2022;780000311;CHI POISSY ST GERMAIN SITE DE POISSY;780001236;112BA;;;;14;57;8000;;;;;
DIALYSE;2022;780000311;CHI POISSY ST GERMAIN SITE DE POISSY;780001236;1130X;;;;8;30;4116;;;;;
DIALYSE;2022;780000311;CHI POISSY ST GERMAIN SITE DE POISSY;780001236;1210;;;;;4;;;;180;;
DIALYSE;2022;780000311;CHI POISSY ST GERMAIN SITE DE POISSY;780001236;121AX;;;;;3;;;;128;;
DIALYSE;2022;780000311;CHI POISSY ST GERMAIN SITE DE POISSY;780001236;121CX;;;;1;1;;;;52;;
DIALYSE;2022;780000311;CHI POISSY ST GERMAIN SITE DE POISSY;780001236;122AX;;;;1;;;;;16;;
DIALYSE;2022;780000311;CHI POISSY ST GERMAIN SITE DE POISSY;780001236;122BX;;;;1;1;;;;77;;
DIALYSE;2022;780000311;CHI POISSY ST GERMAIN SITE DE POISSY;780001236;TOT;0;;;;;;615;2;;40;2
DIALYSE;2022;780000329;CH DE RAMBOUILLET;780110052;112BA;;;;9;39;5919;;;;;
DIALYSE;2022;780000329;CH DE RAMBOUILLET;780110052;1130X;;;;8;25;2698;;;;;
DIALYSE;2022;780000329;CH DE RAMBOUILLET;780110052;TOT;0;;;;;;65;;;17;
DIALYSE;2022;780001558;UNITE D AUTODIALYSE ADDY;780822920;1140X;;;;10;14;2324;;;;;
DIALYSE;2022;780001558;UNITE D AUTODIALYSE ADDY;780822920;TOT;0;;;;;;;;;2;
DIALYSE;2022;780001707;UNITE D AUTODIALYSE LES TEMPLIERS;780822920;1140X;;;;9;10;1867;;;;;
DIALYSE;2022;780001707;UNITE D AUTODIALYSE LES TEMPLIERS;780822920;TOT;0;;;;;;;;;3;
DIALYSE;2022;780018727;CLINIQUE SAINT GERMAIN;780018719;112AX;;;;1;;18;;;;;
DIALYSE;2022;780018727;CLINIQUE SAINT GERMAIN;780018719;112BA;;;;16;64;9366;;;;;
DIALYSE;2022;780018727;CLINIQUE SAINT GERMAIN;780018719;1130X;;;;6;14;1814;;;;;
DIALYSE;2022;780018727;CLINIQUE SAINT GERMAIN;780018719;1140X;;;;8;19;730;;;;;
DIALYSE;2022;780018727;CLINIQUE SAINT GERMAIN;780018719;TOT;0;;;;;;37;2;;43;0
DIALYSE;2022;780150017;CTR DE SOINS ET READAPTATION CESSRIN;750005068;112AX;;;;2;2;275;;;;;
DIALYSE;2022;780150017;CTR DE SOINS ET READAPTATION CESSRIN;750005068;112BA;;;;16;52;7848;;;;;
DIALYSE;2022;780150017;CTR DE SOINS ET READAPTATION CESSRIN;750005068;1130X;;;;11;39;5408;;;;;
DIALYSE;2022;780150017;CTR DE SOINS ET READAPTATION CESSRIN;750005068;1150A;;;;8;9;2753;;;;;
DIALYSE;2022;780150017;CTR DE SOINS ET READAPTATION CESSRIN;750005068;TOT;0;;;;;;64;1;;28;0
DIALYSE;2022;780300125;CLINIQUE DE LA REGION MANTAISE;780000535;112BA;;;;18;67;10162;;;;;
DIALYSE;2022;780300125;CLINIQUE DE LA REGION MANTAISE;780000535;1130X;;;;12;42;6689;;;;;
DIALYSE;2022;780300125;CLINIQUE DE LA REGION MANTAISE;780000535;1140X;;;;6;16;2577;;;;;
DIALYSE;2022;780300125;CLINIQUE DE LA REGION MANTAISE;780000535;TOT;0;;;;;;20;2;;30;
DIALYSE;2022;780300414;CH PRIVE DE L EUROPE;780000675;112AX;;;;1;;6;;;;;
DIALYSE;2022;780300414;CH PRIVE DE L EUROPE;780000675;112BA;;;;20;;10790;;;;;
DIALYSE;2022;780300414;CH PRIVE DE L EUROPE;780000675;1130X;;;;8;;5740;;;;;
DIALYSE;2022;780300414;CH PRIVE DE L EUROPE;780000675;TOT;0;;;;;;819;;;97;0
DIALYSE;2022;780300414;CH PRIVE DE L EUROPE;780000675;VACAN;;;;3;;;;;;;
DIALYSE;2022;780300422;HOPITAL PRIVE DE L OUEST PARISIEN;780002259;112AX;;;;1;2;83;;;;;
DIALYSE;2022;780300422;HOPITAL PRIVE DE L OUEST PARISIEN;780002259;112BA;;;;24;275;13285;;;;;
DIALYSE;2022;780300422;HOPITAL PRIVE DE L OUEST PARISIEN;780002259;1130X;;;;27;68;3302;;;;;
DIALYSE;2022;780300422;HOPITAL PRIVE DE L OUEST PARISIEN;780002259;1150A;;;;1;3;96;;;;;
DIALYSE;2022;780300422;HOPITAL PRIVE DE L OUEST PARISIEN;780002259;1210;;;;;4;;;;336;;
DIALYSE;2022;780300422;HOPITAL PRIVE DE L OUEST PARISIEN;780002259;121AX;;;;;0;;;;130;;
DIALYSE;2022;780300422;HOPITAL PRIVE DE L OUEST PARISIEN;780002259;121CX;;;;4;4;;;;206;;
DIALYSE;2022;780300422;HOPITAL PRIVE DE L OUEST PARISIEN;780002259;122AX;;;;1;0;;;;7;;
DIALYSE;2022;780300422;HOPITAL PRIVE DE L OUEST PARISIEN;780002259;122BX;;;;1;0;;;;0;;
DIALYSE;2022;780300422;HOPITAL PRIVE DE L OUEST PARISIEN;780002259;TOT;0;;;;;;523;1;;40;1
DIALYSE;2022;780300422;HOPITAL PRIVE DE L OUEST PARISIEN;780002259;VACAN;;;;1;0;0;;;;;
DIALYSE;2022;780808234;SERVICE DE DIALYSE A DOMICILE;780822920;1150A;;;;8;8;1592;;;;;
DIALYSE;2022;780808234;SERVICE DE DIALYSE A DOMICILE;780822920;TOT;0;;;;;;;;;5;
DIALYSE;2022;780822631;CENTRE AUTODIALYSE LES ARCADES;780822920;1140X;;;;10;10;1529;;;;;
DIALYSE;2022;780822631;CENTRE AUTODIALYSE LES ARCADES;780822920;TOT;0;;;;;;;;;3;
DIALYSE;2022;780823134;UNITE D AUTODIALYSE BEAUREGARD;780822920;1140X;;;;8;14;2025;;;;;
DIALYSE;2022;780823134;UNITE D AUTODIALYSE BEAUREGARD;780822920;TOT;0;;;;;;;;;2;
DIALYSE;2022;780826152;UNITE D AUTODIALYSE IMPRESSIONNISTES;780822920;1140X;;;;9;12;2057;;;;;
DIALYSE;2022;780826152;UNITE D AUTODIALYSE IMPRESSIONNISTES;780822920;TOT;0;;;;;;;;;3;
DIALYSE;2022;790000087;CENTRE HOSPITALIER DE NIORT;790000012;112AX;;;;2;;49;;;;;
DIALYSE;2022;790000087;CENTRE HOSPITALIER DE NIORT;790000012;112BA;;;;22;;12290;;;;;
DIALYSE;2022;790000087;CENTRE HOSPITALIER DE NIORT;790000012;122AX;;;;2;;;;;142;;
DIALYSE;2022;790000087;CENTRE HOSPITALIER DE NIORT;790000012;122BX;;;;0;1;;;;215;;
DIALYSE;2022;790000087;CENTRE HOSPITALIER DE NIORT;790000012;TOT;0;;;;;;1123;;;25;4
DIALYSE;2022;790007306;AURA POITOU-CH - NIORT;860000348;1130X;;;;12;35;4947;;;;;
DIALYSE;2022;790007306;AURA POITOU-CH - NIORT;860000348;1140X;;;;4;2;509;;;;;
DIALYSE;2022;790007306;AURA POITOU-CH - NIORT;860000348;1150A;;;;5;5;1307;;;;;
DIALYSE;2022;790007306;AURA POITOU-CH - NIORT;860000348;1210;;;;;13;;;;834;;
DIALYSE;2022;790007306;AURA POITOU-CH - NIORT;860000348;121AX;;;;;5;;;;373;;
DIALYSE;2022;790007306;AURA POITOU-CH - NIORT;860000348;121CX;;;;8;8;;;;461;;
