BOR;AN;FI;RS;FI_EJ;SMUR;GEN;SAIS;PED;ANT;FIAUTOR;ANTSAIS;SAMU;HMED;HIDE;HAMB;AMBLCE;VEHLEG;MOYAER;MOYMAR;SORTER1;SORTER2;dtTIH;SORAER1;SORAER2;SORMAR;SORTIES;SORTNM;PATDC;PATLSP;PATTSP;PATTRANM;TRAN;TRAN18;TRAN80;TRANSIEG;TRANAUT;APP;APR15;APD;APMIN;DR;DRM;DRMLIB;HMR;HMRAMU;HMRAM;ARM;NRML;NBLIB;NBSAL;CAR;SAMUSDIS
SMURSAMU;2022;740000237;CH ANNECY-GENEVOIS SITE ANNECY;740781133;1;1;0;0;0;;0;1;336;336;336;3;2;0;0;3286;681;2;21;7;0;3997;1760;417;0;618;725;1547;137;223;1507;40;420599;24517;396082;336131;240019;233426;121739;461;226;235;855;0;53;0;5506;1
SMURSAMU;2022;740000302;CH ANNECY-GENEVOIS SITE ST JULIEN EN G;740781133;1;1;0;0;0;;0;0;168;168;168;1;1;0;0;981;40;0;0;0;0;1021;390;129;0;63;198;591;86;52;472;119;;;;;;;;;;;;;;;;
SMURSAMU;2022;740000328;HOPITAUX DU LEMAN;740790381;1;1;0;0;0;;0;0;168;168;;;2;;;1094;41;;;;;1135;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2022;740015581;ANTENNE SMUR MEYTHET;740781133;1;0;0;0;1;740781133;1;0;74;74;0;0;1;1;0;14;0;0;653;45;0;712;90;53;0;15;22;577;83;8;331;246;;;;;;;;;;;;;;;;
SMURSAMU;2022;740781141;CH ALPES LEMAN;740790258;1;1;0;0;0;;0;0;252;187;283;1;2;0;0;1982;216;;0;;;2198;1440;260;341;341;723;675;220;292;504;171;;;;;;;;;;;;;;;;
SMURSAMU;2022;740781166;HOPITAUX DU MONT BLANC SITE CHAMONIX;740001839;1;0;0;0;1;740001839;0;0;182;82;0;0;1;0;0;145;2;;560;;;707;64;33;11;;;636;;;482;154;;;;;;;;;;;;;;;;
SMURSAMU;2022;740781224;HOPITAUX DU MONT BLANC SITE SALLANCHES;740001839;1;1;0;0;0;;0;0;231;168;0;0;2;0;0;984;54;11;;;;1049;243;131;112;;;736;;;579;157;;;;;;;;;;;;;;;;
SMURSAMU;2022;750100018;HU PARIS CENTRE SITE HOTEL DIEU APHP;750712184;1;1;0;0;0;;0;0;168;168;168;1;0;0;0;1895;226;0;0;0;0;2121;1156;114;6;6;824;751;17;114;0;751;;;;;;;;;;;;;;;;
SMURSAMU;2022;750100042;HU SAINT LOUIS SITE LARIBOISIERE APHP;750712184;1;1;0;0;0;;0;0;168;168;168;1;;;;2330;134;;;;;2464;1333;209;11;110;965;1133;38;235;506;627;;;;;;;;;;;;;;;;
SMURSAMU;2022;750100125;HU PITIE SALPETRIERE APHP;750712184;1;1;0;0;0;;0;0;170;252;171;2;;;;3841;427;;;;;4268;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2022;750100208;HU NECKER ENFANTS MALADES APHP;750712184;1;1;0;1;0;;0;1;762;747;762;6;4;1;0;5974;2681;446;0;5;0;9106;3666;447;24;327;2131;2253;300;459;240;2013;788338;156883;555655;428030;464618;304112;80715;932;596;336;1667;0;0;0;417;1
SMURSAMU;2022;750803454;HU ROBERT DEBRE APHP;750712184;1;0;0;1;0;;0;0;230;170;170;2;0;0;0;633;794;0;2;0;;1429;346;5;0;65;276;287;287;0;145;142;;;;;;;;;;;;;;;;
SMURSAMU;2022;760000018;CH DIEPPE;760780023;1;1;0;0;0;;0;0;168;177;175;;5;;;980;7;;;;;987;808;172;239;67;330;476;35;61;371;105;;;;;;;;;;;;;;;;
SMURSAMU;2022;760000158;HOPITAL CHARLES NICOLLE CHU ROUEN;760780239;1;1;0;0;0;;0;1;491;565;616;4;4;1;;4412;1892;533;186;379;0;7402;2328;611;25;228;1464;3771;399;547;3113;658;496796;1638;486278;405059;278433;272867;90256;677;411;266;804;1;;;5209;0
SMURSAMU;2022;760000364;CHI DU PAYS DES HAUTES FALAISES FECAMP;760780734;1;1;0;0;0;;0;0;168;177;172;;2;;;1094;;;;;;1094;209;137;;72;;884;52;117;609;275;;;;;;;;;;;;;;;;
SMURSAMU;2022;760000372;CH LILLEBONNE CHI CAUX VALLEE DE SEINE;760780742;1;1;0;0;0;;0;0;168;168;168;0;3;0;0;955;;;;;;955;184;73;;113;2;773;101;175;425;348;;;;;;;;;;;;;;;;
SMURSAMU;2022;760000463;CH LES FEUGRAIS CHI ELBEUF;760024042;1;1;0;0;0;;0;0;216;228;228;;2;;;1247;97;;;;;1344;247;184;5;58;0;1000;147;205;740;260;;;;;;;;;;;;;;;;
SMURSAMU;2022;760026252;ANTENNE DE SMUR EU CH DIEPPE;760780023;1;0;0;0;1;760780023;0;0;168;177;0;;2;;;681;22;;;;;703;477;103;129;23;219;324;20;52;163;161;;;;;;;;;;;;;;;;
SMURSAMU;2022;760805770;HOPITAL JACQUES MONOD CH LE HAVRE;760780726;1;1;0;0;0;;0;1;336;560;560;5;3;1;1;4084;1143;452;35;89;25;5828;1127;365;34;704;24;3213;319;623;2481;732;347024;12185;334839;272111;222163;208742;120204;336;168;168;752;1;0;;1423;0
SMURSAMU;2022;770000131;CH DE COULOMMIERS;770021145;1;1;0;0;0;;0;0;168;168;168;1;1;0;0;902;15;0;14;0;0;931;533;124;9;30;370;575;0;0;273;302;;;;;;;;;;;;;;;;
SMURSAMU;2022;770000149;CH SUD SEINE ET MARNE FONTAINEBLEAU;770021152;1;1;0;0;0;;0;0;168;168;168;0;2;0;;993;2;2;5;0;;1002;433;110;12;52;245;569;37;147;283;286;;;;;;;;;;;;;;;;
SMURSAMU;2022;770000156;CH DE MELUN SITE SANTEPOLE;770110054;1;1;0;0;0;;0;1;406;406;406;3;3;;;3274;1282;0;40;80;;4676;1598;291;22;209;802;3082;469;802;1416;1666;524666;6308;511691;281430;277737;255058;79971;784;448;336;1092;0;0;;6450;
SMURSAMU;2022;770000164;CH SUD SEINE ET MARNE SITE MONTEREAU;770021152;1;1;0;0;0;;0;0;168;168;168;0;1;0;;766;;;;;;766;326;85;5;60;176;421;28;84;239;182;;;;;;;;;;;;;;;;
SMURSAMU;2022;770000172;CH DE PROVINS LEON BINET;770110070;1;1;0;0;0;;0;0;336;336;336;3;1;;;971;300;0;0;0;0;1271;;88;4;62;203;607;56;135;375;232;;;;;;;;;;;;;;;;
SMURSAMU;2022;770000214;CH SUD SEINE ET MARNE SITE DE NEMOURS;770021152;1;1;0;0;0;;0;0;168;168;168;0;2;0;;652;0;63;0;4;;719;548;88;3;86;371;508;42;190;338;170;;;;;;;;;;;;;;;;
SMURSAMU;2022;770000446;CH DE MEAUX SITE SAINT FARON;770021145;1;1;0;0;0;;0;0;337;337;337;2;2;0;0;2390;498;;51;51;;2990;886;198;17;228;767;1891;109;167;1312;579;;;;;;;;;;;;;;;;
SMURSAMU;2022;770019032;GHEF MARNE LA VALLEE SITE JOSSIGNY;770021145;1;1;0;0;0;;0;0;336;336;336;3;3;;;3042;631;0;18;0;0;3691;1082;270;21;222;625;1356;319;785;708;648;;;;;;;;;;;;;;;;
SMURSAMU;2022;780000287;CH FRANCOIS QUESNAY MANTES;780110011;1;1;0;0;0;;0;0;145;168;168;1;0;0;0;1072;0;0;0;0;0;1072;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2022;780000311;CHI POISSY ST GERMAIN SITE DE POISSY;780001236;1;1;0;0;0;;0;0;504;504;504;;;;;3786;846;0;7;3;0;4642;2181;589;19;395;1178;1569;148;332;759;810;;;;;;;;;;;;;;;;
SMURSAMU;2022;780000329;CH DE RAMBOUILLET;780110052;1;1;0;0;0;;0;0;168;168;168;0;1;0;0;670;14;0;7;1;;692;383;79;3;130;171;391;52;91;225;166;;;;;;;;;;;;;;;;
SMURSAMU;2022;780800256;CH DE VERSAILLES SITE ANDRE MIGNOT;780110078;1;1;0;0;0;;0;1;773;564;732;4;5;2;0;4029;1352;0;4;16;0;5401;1810;505;27;335;943;2223;250;356;1209;1014;924418;54708;787225;497226;693313;294873;111032;948;479;320;1428;0;;;796;0
SMURSAMU;2022;790000087;CENTRE HOSPITALIER DE NIORT;790000012;1;1;0;0;0;;0;1;336;252;336;2;2;0;0;2223;664;;48;160;;3095;535;292;16;194;2;1817;117;506;1594;223;199479;4213;191748;170429;108228;52147;55970;880;168;184;528;0;6;0;591;0
SMURSAMU;2022;790000103;SITE HOSPITALIER DE PARTHENAY;790006654;1;0;0;0;1;790006654;0;0;0;0;0;0;0;0;0;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2022;790003537;SITE HOSPITALIER DE THOUARS;790006654;1;0;0;0;1;790006654;0;0;0;0;0;0;0;0;0;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2022;790019848;SITE HOSPITALIER FAYE L'ABBESSE;790006654;1;1;0;0;0;;0;0;336;336;336;1;2;0;0;1195;264;0;;;;1459;719;174;5;134;406;908;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2022;800000143;CH ABBEVILLE;800000028;1;1;0;0;0;;0;0;336;336;336;1;3;;;1777;159;60;;;;1996;785;184;17;75;452;1047;102;246;821;226;;;;;;;;;;;;;;;;
SMURSAMU;2022;800000226;CH DOULLENS;800000069;1;1;0;0;0;;0;0;168;168;168;1;1;;;626;;;;;;626;229;78;0;70;237;478;57;135;101;377;;;;;;;;;;;;;;;;
SMURSAMU;2022;800000390;CH CHIMR MONTDIDIER;800000085;1;1;0;0;0;;0;0;168;168;168;1;1;0;0;785;4;0;0;0;0;789;578;86;0;95;397;243;17;32;59;184;;;;;;;;;;;;;;;;
SMURSAMU;2022;800000432;CH PÉRONNE;800000093;1;1;0;0;0;;0;0;168;117;158;1;1;0;0;877;0;0;0;0;0;877;105;82;6;56;258;772;64;86;303;469;;;;;;;;;;;;;;;;
SMURSAMU;2022;800006124;CHU AMIENS SUD;800000044;1;1;0;1;0;;0;1;779;756;756;4;3;1;;3260;425;1366;372;687;;6110;1466;293;20;191;933;2317;345;295;2119;198;395060;57661;337399;329790;166828;148936;75944;325;225;110;574;0;0;;5902;
SMURSAMU;2022;810000505;CH ALBI;810000331;1;1;0;0;0;;0;1;238;504;0;3;2;;;1324;360;383;;;;2067;715;171;3;71;470;596;37;98;250;346;205000;2400;180000;140000;184634;112219;41930;352;168;184;384;1;0;;6999;0
SMURSAMU;2022;810000521;CHIC CASTRES MAZAMET SITE AUTAN;810000380;1;1;0;0;0;;0;0;519;336;336;1;3;;;1169;345;;;;;1514;437;146;2;55;218;950;92;235;707;243;;;;;;;;;;;;;;;;
SMURSAMU;2022;810000562;CH LAVAUR SITE GUIRAUD;810000455;1;1;0;0;0;;0;0;168;168;168;;;;;664;49;0;0;0;0;713;403;70;1;78;259;246;12;47;72;174;;;;;;;;;;;;;;;;
SMURSAMU;2022;820000032;CH MONTAUBAN;820000016;1;1;0;0;0;;0;1;266;252;252;1;2;0;0;978;228;195;0;0;0;1401;464;154;3;37;225;525;38;62;246;279;223441;12984;203181;180204;123807;107949;36439;288;168;120;522;1;0;0;5151;1
SMURSAMU;2022;820000883;CHI CASTELSARRASIN MOISSAC SITE MOISSA;820004950;1;1;0;0;0;;0;0;115;209;45;;2;;;471;30;;;;;501;268;80;2;14;162;206;22;34;17;189;;;;;;;;;;;;;;;;
SMURSAMU;2022;830000279;CH JEAN MARCEL DE BRIGNOLES;830100517;1;1;0;0;0;;0;0;168;168;168;;;;;1187;21;206;;;;1414;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2022;830000287;CH LA DRACENIE DE DRAGUIGNAN;830100525;1;1;0;0;0;;0;0;218;35;168;2;2;0;0;1063;57;610;0;0;0;1730;491;96;6;93;276;876;59;163;610;266;;;;;;;;;;;;;;;;
SMURSAMU;2022;830000295;CH DE HYERES MARIE JOSEE TREFFOT;830100533;1;1;0;0;0;;0;0;168;168;168;;2;;;1223;20;;0;;;1243;622;140;69;2;411;621;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2022;830000311;CHI DE FREJUS SAINT RAPHAEL;830100566;1;1;0;0;0;;0;0;168;168;168;;2;;;1238;15;0;;;;1253;1102;103;9;34;300;1102;84;174;899;203;;;;;;;;;;;;;;;;
SMURSAMU;2022;830000337;CENTRE HOSPITALIER DE SAINT TROPEZ;830100590;1;1;0;0;0;;0;0;168;117;55;2;0;0;0;720;17;0;2;0;0;739;372;83;5;38;200;640;56;84;392;248;;;;;;;;;;;;;;;;
SMURSAMU;2022;830000345;CHITS CH SAINTE MUSSE;830100616;1;1;0;0;0;;0;1;396;420;504;5;5;1;;4080;1163;926;506;202;75;6952;2542;431;39;414;1599;2044;176;269;864;1180;526355;3882;495033;465579;266692;254522;81759;510;270;240;1491;0;9;;3433;0
SMURSAMU;2022;830020889;CH DE HYERES ANTENNE SMUR DU LAVANDOU;830100533;1;0;0;0;1;830100533;1;0;168;168;168;;1;;;62;1;;;;;63;44;10;6;;28;19;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2022;830100608;CHITS CH GEORGE SAND;830100616;1;0;0;0;1;830100616;0;0;70;70;70;;1;;;971;;;;;;971;604;79;12;117;396;367;18;58;37;330;;;;;;;;;;;;;;;;
SMURSAMU;2022;840000392;CENTRE HOSPITALIER DE CARPENTRAS;840000046;1;1;0;0;0;;0;0;171;171;171;;2;;;889;22;;;;;911;680;132;1;29;518;911;85;178;469;442;;;;;;;;;;;;;;;;
SMURSAMU;2022;840000418;CHI DE CAVAILLON LAURIS;840004659;1;1;0;0;0;;0;0;168;168;168;;2;;;1094;;;;;;1094;485;156;0;211;118;609;54;133;432;177;;;;;;;;;;;;;;;;
SMURSAMU;2022;840000483;CH LOUIS GIORGI D'ORANGE;840000087;1;1;0;0;0;;0;0;168;168;168;0;1;;;916;34;;;;;950;637;107;7;137;386;298;13;47;154;144;;;;;;;;;;;;;;;;
SMURSAMU;2022;840000491;CHI SITE DE PERTUIS;130041916;1;0;0;0;1;130041916;0;0;168;167;167;1;1;;;706;50;;;;;756;422;82;10;76;254;288;31;57;237;51;;;;;;;;;;;;;;;;
SMURSAMU;2022;840001861;CH D'AVIGNON HENRI DUFFAUT;840006597;1;1;0;0;0;;0;1;336;336;421;4;3;1;0;1975;1160;180;81;301;;3697;924;231;62;536;0;1250;;;1008;242;210569;0;210569;;210569;144876;78737;588;252;336;588;0;0;;3855;1
SMURSAMU;2022;840006480;SMUR CH ORANGE SITE VAISON;840000087;1;0;0;0;1;840000087;0;0;168;168;112;;;;;559;13;;;;;572;321;52;2;72;205;234;13;36;45;189;;;;;;;;;;;;;;;;
SMURSAMU;2022;840019228;CH AVIGNON ANTENNE SMUR D'APT;840006597;1;0;0;0;1;840006597;0;0;168;168;168;;1;;;1165;110;;16;;0;1291;218;71;49;;98;377;71;306;361;16;;;;;;;;;;;;;;;;
SMURSAMU;2022;850000142;CHD SITE LA ROCHE SUR YON;850000019;1;1;0;0;0;;0;1;336;336;336;2;4;1;;1852;726;139;178;47;;2942;957;233;6;91;627;1636;154;128;1296;340;382134;10401;355306;;257096;212137;121494;506;248;258;745;1;6;14;3788;0
SMURSAMU;2022;850000175;CH LVO - SITE DE CHALLANS;850009010;1;1;0;0;0;;0;0;168;168;168;;2;;;946;46;;;;;992;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2022;850000209;CHD-SITE DE LUCON;850000019;1;0;0;0;1;850000019;0;0;168;168;0;;1;;;311;15;;;;;326;180;35;4;26;115;241;34;32;107;134;;;;;;;;;;;;;;;;
SMURSAMU;2022;850000225;CHD - SITE DE MONTAIGU;850000019;1;0;0;0;1;850000019;0;0;84;84;0;;1;;;171;10;;;;;181;96;15;0;18;63;146;15;9;38;108;;;;;;;;;;;;;;;;
SMURSAMU;2022;850000241;CENTRE HOSPITALIER COTE DE LUMIÈRE;850000084;1;1;0;0;0;;0;0;168;168;168;;;0;0;670;66;0;0;0;0;736;371;89;2;28;252;299;21;41;166;133;;;;;;;;;;;;;;;;
SMURSAMU;2022;850009630;CH FONTENAY SITE POLE SANTE SUD VENDEE;850000035;1;1;0;0;0;;0;0;168;168;168;1;;;;456;21;0;;;;477;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2022;860000025;CHU DE POITIERS - SITE CHATELLERAULT;860014208;1;1;0;0;0;;0;0;168;175;175;0;1;0;0;521;;;;;;521;521;91;2;34;266;266;34;71;117;149;;;;;;;;;;;;;;;;
SMURSAMU;2022;860000033;CHU DE POITIERS - SITE DE LOUDUN;860014208;1;1;0;0;0;;0;0;168;168;168;;1;;;184;16;;;;;200;184;39;;16;129;129;8;11;29;100;;;;;;;;;;;;;;;;
SMURSAMU;2022;860000058;CHU DE POITIERS - SITE DE MONTMORILLON;860014208;1;1;0;0;0;;0;0;168;168;168;;1;;;217;;;;;;217;;38;1;8;6;164;7;28;139;25;;;;;;;;;;;;;;;;
SMURSAMU;2022;860000223;CHU LA MILETRIE;860014208;1;1;0;1;0;;0;1;616;492;538;4;2;1;0;2237;1109;205;227;473;0;4251;686;217;5;150;314;1551;167;173;1529;22;178968;2256;176044;171275;111486;105878;57819;493;277;216;672;0;11;0;787;0
SMURSAMU;2022;870000064;C H U DUPUYTREN LIMOGES;870000015;1;1;0;0;0;;0;1;376;672;672;3;3;1;;1822;867;110;293;342;;3434;586;217;7;54;308;1525;218;142;1416;109;270984;22780;246568;201182;112205;92075;59034;360;168;152;1008;0;1;0;991;0
SMURSAMU;2022;870010998;CHU LIMOGES - ANTENNE SMUR ST YRIEIX;870000015;1;0;0;0;1;870000015;0;0;70;70;1;;1;;;213;25;0;0;0;0;238;57;48;9;;;159;17;17;88;71;;;;;;;;;;;;;;;;
SMURSAMU;2022;870017647;CHU LIMOGES - ANTENNE SMUR ST JUNIEN;870000015;1;0;0;0;1;870000015;0;0;168;168;168;;1;;;412;44;;;;;456;118;42;3;5;68;290;45;69;179;111;;;;;;;;;;;;;;;;
SMURSAMU;2022;880000021;CHI E.DURKHEIM - PLATEAU DE LA JUSTICE;880007059;1;1;0;0;0;;0;1;253;420;252;1;2;0;0;969;474;214;0;0;0;1657;325;150;9;73;325;1007;70;190;566;441;255802;5292;245497;231263;111151;85062;22005;239;168;71;540;1;0;0;1930;1
SMURSAMU;2022;880000047;CHI HMV - SITE SAINT DIE DES VOSGES;880009147;1;1;0;0;0;;0;0;168;168;168;;1;;;490;56;184;;29;;759;140;112;6;16;6;348;21;98;289;59;;;;;;;;;;;;;;;;
SMURSAMU;2022;880000054;CHI L'OUEST VOSGIEN SITE NEUFCHATEAU;880007299;1;1;0;0;0;;0;0;336;416;168;;1;;;222;39;192;;;;453;111;17;2;24;66;147;9;32;113;34;;;;;;;;;;;;;;;;
SMURSAMU;2022;880000062;CENTRE HOSPITALIER DE REMIREMONT;880780093;1;1;0;0;0;;0;0;406;574;168;;1;;;495;163;158;0;0;0;816;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2022;880000070;CHI DE L'OUEST VOSGIEN SITE DE VITTEL;880007299;1;0;0;0;1;880007299;0;0;168;259;168;;1;;;334;14;42;;;;390;1999;25;6;27;5;229;17;31;106;123;;;;;;;;;;;;;;;;
SMURSAMU;2022;880007752;CHI HMV - ANTENNE SMUR;880009147;1;0;0;0;1;880009147;0;0;70;70;70;;1;;;165;10;;;;;175;117;32;;1;97;140;33;45;18;122;;;;;;;;;;;;;;;;
SMURSAMU;2022;890975527;CH AUXERRE;890000037;1;1;0;0;0;;0;1;336;504;416;1;2;1;;1136;215;3;175;354;;1883;432;162;4;53;223;908;45;241;884;24;216239;1473;208884;190074;102891;78921;17340;272;168;104;400;1;1;0;3363;0
SMURSAMU;2022;890975535;CH AVALLON;890000409;1;1;0;0;0;;0;0;168;168;0;;1;;;310;9;;;38;;357;62;45;8;9;80;277;19;79;199;78;;;;;;;;;;;;;;;;
SMURSAMU;2022;890975543;CH JOIGNY;890000417;1;1;0;0;0;;0;0;168;168;0;;;;;747;177;;;;;924;398;88;2;169;139;558;57;156;331;227;;;;;;;;;;;;;;;;
SMURSAMU;2022;890975550;CH SENS;890970569;1;1;0;0;0;;0;0;273;189;252;1;2;;;979;193;;2;;;1174;547;133;31;1;345;162;7;50;120;42;;;;;;;;;;;;;;;;
SMURSAMU;2022;890975568;CENTRE HOSPITALIER DU TONNERROIS;890000433;1;1;0;0;0;;0;0;168;168;168;;1;;;303;4;;;;;307;66;41;4;21;;232;;;171;61;;;;;;;;;;;;;;;;
SMURSAMU;2022;900003039;HNFC SITE TREVENANS;900000365;1;1;0;0;0;;0;0;336;336;336;2;2;;;3327;84;;;;;3411;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2022;910000272;CH D ARPAJON;910110014;1;1;0;0;0;;0;0;168;221;0;;2;;;1309;32;;5;1;;1347;720;148;113;0;417;624;38;109;156;468;;;;;;;;;;;;;;;;
SMURSAMU;2022;910000298;CH DES DEUX VALLEES SITE LONGJUMEAU;910110055;1;1;0;0;0;;0;0;168;168;168;0;1;0;0;1631;35;0;1;0;0;1667;791;197;14;141;413;888;67;165;348;540;;;;;;;;;;;;;;;;
SMURSAMU;2022;910000306;CH D ORSAY;910110055;1;1;0;0;0;;0;0;168;168;168;;2;;;1188;21;;;;;1209;562;115;0;70;377;632;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2022;910000314;CH SUD FRANCILIEN;910002773;1;1;0;0;0;;0;1;443;499;475;4;4;0;0;2659;1785;273;7;90;;4814;1503;278;65;102;839;1163;84;155;662;501;499648;32553;426496;287697;290502;286014;164097;892;443;449;1104;0;0;0;3664;1
SMURSAMU;2022;910001973;CH DOURDAN ETAMPES SITE ETAMPES;910019447;1;1;0;0;0;;0;0;168;168;168;;1;;;781;21;;;;;802;429;86;47;;278;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2022;910018423;CH DES DEUX VALLEES SITE JUVISY;910110055;1;1;0;0;0;;0;0;168;168;168;1;1;;;1772;5;;;;;1777;921;158;9;183;544;851;71;90;99;752;;;;;;;;;;;;;;;;
SMURSAMU;2022;920100021;HU PARIS SUD SITE ANTOINE BECLERE APHP;750712184;1;0;0;1;0;;0;0;258;213;213;3;;;;303;1395;;;11;;1709;91;14;14;12;51;317;212;;105;212;;;;;;;;;;;;;;;;
SMURSAMU;2022;920100039;HU PARIS NORD SITE BEAUJON APHP;750712184;1;1;0;0;0;;0;0;436;386;436;4;1;0;0;2293;1318;0;0;0;0;3611;1045;187;6;97;670;1296;149;211;309;987;;;;;;;;;;;;;;;;
SMURSAMU;2022;920100054;HU PARIS SITE RAYMOND POINCARE APHP;750712184;1;1;0;0;0;;0;1;604;564;792;5;2;0;0;3069;1785;204;0;5;0;5063;1642;311;1;196;984;1583;144;319;26;1557;556836;102796;429304;381603;324057;232799;92926;648;336;312;980;0;0;;697;0
SMURSAMU;2022;930000286;GHI LE RAINCY MONTFERMEIL;930021480;1;1;0;0;0;;0;0;168;168;168;2;0;0;;1834;38;;;;;1872;1034;199;27;140;609;727;56;127;349;378;;;;;;;;;;;;;;;;
SMURSAMU;2022;930000328;CH GENERAL DELAFONTAINE;930110051;1;1;0;0;0;;0;0;204;204;204;3;;;;1808;558;4;;;;2370;976;173;6;119;678;1041;97;104;414;627;;;;;;;;;;;;;;;;
SMURSAMU;2022;930000336;CHI ROBERT BALLANGER;930110069;1;1;0;0;0;;0;0;313;313;313;3;;;;1695;511;;;;;2206;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2022;930100037;HU PARIS SITE AVICENNE APHP;750712184;1;1;0;1;0;;0;1;732;732;732;7;1;;;4893;2298;;9;6;;7206;2584;424;27;324;1691;2262;446;323;509;1753;699548;98392;546681;428598;389062;282076;107922;672;336;336;1071;1;2;0;296;0
SMURSAMU;2022;940000599;CHI LUCIE ET RAYMOND AUBRAC;940110042;1;1;0;0;0;;0;0;168;168;168;2;0;;;1329;209;;;;;1538;497;149;3;36;304;826;54;142;447;379;;;;;;;;;;;;;;;;
SMURSAMU;2022;940100027;HU HENRI MONDOR SITE HENRI MONDOR APHP;750712184;1;1;0;0;0;;0;1;549;576;732;5;1;1;0;5503;1825;33;6;64;;7431;2798;539;7;234;1764;2954;248;556;1106;1848;462202;80620;357694;327290;295902;210874;88325;847;411;316;921;0;0;0;538;0
SMURSAMU;2022;950000307;CH VICTOR DUPOUY;950110015;1;1;0;0;0;;0;0;362;362;362;2;;;;3237;316;0;0;2;0;3555;1943;202;46;305;1390;1286;131;201;807;479;;;;;;;;;;;;;;;;
SMURSAMU;2022;950000315;GH CARNELLE PORTES OISE SITE BEAUMONT;950001370;1;1;0;0;0;;0;0;168;168;168;2;0;0;0;1530;78;0;11;1;0;1620;887;97;11;130;579;1233;152;310;494;739;;;;;;;;;;;;;;;;
SMURSAMU;2022;950000323;GHEM SIMONE VEIL SITE EAUBONNE;950013870;1;1;0;0;0;;0;0;336;336;336;3;1;0;0;3233;595;;2;2;3828;7660;1636;595;;2;2;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2022;950000331;CH GENERAL DE GONESSE;950110049;1;1;0;0;0;;0;0;238;238;238;2;;;;2831;224;0;3;1;0;3059;1677;165;42;231;1239;1154;133;184;819;335;;;;;;;;;;;;;;;;
SMURSAMU;2022;950000364;CH RENE DUBOS;950110080;1;1;0;1;0;;0;1;588;504;588;4;2;0;0;4019;1203;0;15;11;0;5248;2354;191;8;254;1513;1665;;;;;538272;24419;478963;291044;335274;255806;89907;868;420;448;1092;0;0;0;1030;0
SMURSAMU;2022;970100392;CENTRE HOSPITALIER DE LA BASSE -TERRE;970100178;1;1;0;0;0;;0;0;168;168;168;1;;0;0;395;267;0;;;;662;;37;20;;;475;28;99;413;62;;;;;;;;;;;;;;;;
SMURSAMU;2022;970100400;C.H. LOUIS CONSTANT FLEMING;970100186;1;1;0;0;0;;0;0;252;504;0;;1;;;170;56;98;169;67;40;600;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2022;970100442;C.H.U. DE POINTE-A-PITRE/ABYMES;970100228;1;1;0;0;0;;0;1;386;470;526;2;5;1;;3289;489;38;267;384;2;4469;855;370;15;375;95;2630;273;307;2496;134;417881;115691;257335;199778;198801;61871;9895;358;238;120;582;1;0;3;1160;0
SMURSAMU;2022;970112470;CH L CONSTANT FLEMING-ANTENNE ST BARTH;970100186;1;0;0;0;1;970100186;0;0;168;168;0;;1;;;23;0;;;194;;217;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2022;970112587;CHU - ANTENNE DE MARIE-GALANTE SMUR;970100228;1;0;0;0;1;970100228;0;0;24;6;2;;1;;;31;;;;;;31;11;11;;;;20;2;5;19;1;;;;;;;;;;;;;;;;
SMURSAMU;2022;970211215;CHU DE MARTINIQUE SITE P.ZOBDA QUITMAN;970211207;1;1;0;0;0;;0;1;336;336;336;1;4;;;4550;524;58;382;194;10;5718;2296;395;37;596;1643;2156;184;245;1973;183;425462;115281;310181;286930;144364;117714;38026;403;312;91;687;0;1;;1243;0
SMURSAMU;2022;970211223;CHU DE MARTINIQUE SITE DE TRINITE;970211207;1;1;0;0;0;;0;0;70;84;84;;1;;;673;36;11;27;3;;750;502;62;8;79;321;249;27;34;235;14;;;;;;;;;;;;;;;;
SMURSAMU;2022;970300026;CENTRE HOSPITALIER DE CAYENNE;970302022;1;1;0;0;0;;0;1;336;504;252;2;2;1;;1188;206;51;43;989;2;2479;215;136;26;4;49;1016;110;78;974;42;292400;0;292400;;40014;40014;0;168;168;0;336;0;0;0;146;0
