BOR;AN;FI;RS;FI_EJ;URG;HMED;HIDE;SAO;ACC;PASSU;dt80;dt18;dtMCO;dtMCO80;dtMCO18;dtLS;dtLS80;dtLS18;dtHAD;dtHAD80;dtHAD18;dtEXT;dtEXT80;dtEXT18;dtHOSP;LIT_UHCD;JLI_UHCD;SEJ_UHCD;SEJ0_UHCD;JOU_UHCD;STAP;RMM
URGENCES2;2022;690023411;HOPITAL PRIVE JEAN MERMOZ;690000252;GEN;264;504;1;IAO;27456;1515;3447;1336;;;0;0;0;0;0;0;224;;;;4;1456;1852;1453;428;1;1
URGENCES2;2022;690041132;MEDIPOLE HOPITAL MUTUALISTE;690006598;GEN;556;1337;1;IAO;73699;7168;2152;;;;;;;;;;;;;;11;4015;7583;3980;3757;1;1
URGENCES2;2022;690780093;HIA DESGENETTES;750821092;GEN;;;1;IAO;2085;;;;;;;;;;;;;;;;;;0;0;0;0;1
URGENCES2;2022;690780390;POLYCLINIQUE LYON NORD;690000229;GEN;217;420;1;IAO;16743;2261;2693;1309;703;;;;;;;;115;33;;;5;1825;456;85;421;1;1
URGENCES2;2022;690780416;GPE HOSP MUTUALISTE LES PORTES DU SUD;690031190;GEN;454;679;;;28923;2344;3469;;;;;;;;;;;;;;8;2920;3414;846;3181;;
URGENCES2;2022;690780648;CLINIQUE DE LA SAUVEGARDE;690036900;GEN;252;672;1;IAO;14906;1907;1148;2236;756;12;;;;;;;122;74;;;6;1102;936;375;619;1;1
URGENCES2;2022;690780655;HOPITAL PRIVE DE L'EST LYONNAIS (HPEL);690000377;GEN;252;483;1;IAO;40038;2409;7912;1021;413;13;0;0;0;0;0;0;93;27;2;;5;1825;449;274;178;1;1
URGENCES2;2022;690783154;HOPITAL EDOUARD HERRIOT - HCL;690781810;GEN;1221;1550;1;IAO;73339;8630;2257;13341;6030;218;;;;;;;1598;206;2;;25;8791;7824;1652;7849;1;1
URGENCES2;2022;690784137;HOPITAL LYON SUD - HCL;690781810;GEN;541;419;1;IAO;33806;5781;696;7899;3716;46;;;;;;;555;139;10;;22;9297;2866;808;3112;;
URGENCES2;2022;690784152;HOPITAL CROIX-ROUSSE - HCL;690781810;GEN;612;1236;1;IAO;40621;6192;2119;6963;4402;42;;;;;;;633;161;20;;12;4918;5205;1315;3899;1;1
URGENCES2;2022;690805361;CH ST JOSEPH ST LUC;690805353;GEN;504;1104;1;IAOMAO;34489;5144;589;6704;2636;22;;;;;;;1763;944;30;;14;5082;3117;108;4383;1;1
URGENCES2;2022;690807367;POLYCLINIQUE DU BEAUJOLAIS;690003447;GEN;168;310;1;IAO;19358;990;2310;963;42;17;;;;;;;29;;;;2;730;705;590;117;1;1
URGENCES2;2022;700000011;GH HAUTE SAONE SITE GRAY;700004591;GEN;168;168;1;IAO;9335;1703;1510;1939;862;17;;;;;;;;;;;2;730;1414;437;1114;1;1
URGENCES2;2022;700000029;GH HAUTE SAONE SITE VESOUL;700004591;GEN;396;672;1;IAOMAO;38800;5212;7996;10736;2808;1619;;;;;;;;;;;10;;4069;912;3520;1;1
URGENCES2;2022;710010067;CH DU PAYS CHAROLAIS BRIONNAIS;710780644;GEN;218;300;;;28544;4039;7864;8946;2987;1068;2;0;0;0;0;0;0;0;0;;5;1825;3389;2089;1396;1;0
URGENCES2;2022;710010786;CH AUTUN SITE PARPAS;710781451;GEN;336;504;;;13547;2367;2976;1439;741;102;0;0;0;;;;833;251;54;;2;730;2249;713;1763;0;0
URGENCES2;2022;710978263;CH WILLIAM MOREY CHALON SUR SAONE;710780958;GEN;396;982;1;IAOMAO;69615;6341;22757;14847;4000;2861;;;;;;;;;;;8;2920;8196;4219;4567;1;1
URGENCES2;2022;710978289;CH LES CHANAUX MACON;710780263;GEN;720;994;1;IAO;51683;5477;15085;12247;3847;1221;494;6;0;9;3;0;112;9;41;;3;1095;1164;785;380;1;1
URGENCES2;2022;710978313;CENTRE HOSPITALIER JEAN BOUVERI;710976705;GEN;284;402;1;IAO;20204;2936;3699;4433;1738;33;4;3;0;0;0;0;353;75;86;;6;2190;2258;940;1447;1;0
URGENCES2;2022;710978347;HOTEL DIEU DU CREUSOT;570010181;GEN;420;588;;;29338;3051;6995;3885;1194;80;;;;;;;895;229;95;;2;730;4025;4023;2;;0
URGENCES2;2022;720000033;CENTRE HOSPITALIER DU MANS;720000025;GEN;686;1902;1;IAOMAO;64803;11745;141;14558;5592;39;16;12;0;;;;2169;412;3;;22;8030;26470;12262;16261;1;0
URGENCES2;2022;720000033;CENTRE HOSPITALIER DU MANS;720000025;PED;343;910;1;IAO;33444;;;;;;;;;;;;;;;5616;9;3285;3549;1414;2315;;
URGENCES2;2022;720000124;CENTRE HOSPITALIER CHATEAU DU LOIR;720000066;GEN;48;168;0;;3826;780;547;;;;;;;;;;;;;;3;;348;100;265;0;0
URGENCES2;2022;720000470;CENTRE HOSPITALIER MAMERS;610780082;GEN;252;168;0;;6407;1168;1072;1202;543;32;50;34;0;1;0;0;10;3;1;;3;1095;720;89;947;1;1
URGENCES2;2022;720000520;CENTRE HOSPITALIER ST CALAIS;720000140;GEN;168;168;0;;5171;988;768;203;155;3;18;17;;;;;128;;;;4;1460;550;342;229;0;0
URGENCES2;2022;720001437;CH PAUL CHAPRON;720006022;GEN;252;215;0;;9408;1727;1341;1304;778;0;0;0;0;0;0;0;544;114;49;;4;1464;951;37;1198;1;0
URGENCES2;2022;720016179;POLE SANTE SARTHE ET LOIR;720016724;GEN;10;14;1;IAO;7335;892;1935;1128;482;55;1;1;0;;;;143;;;;0;62;62;10;52;1;1
URGENCES2;2022;720017748;CENTRE MEDICO CHIRURGICAL DU MANS;720000561;GEN;268;672;1;IAO;33310;3788;2140;3862;;;;;;;;;;;;;7;2555;2195;436;1909;1;1
URGENCES2;2022;730000031;CHMS CHAMBERY NH;730000015;GEN;571;1294;1;IAO;78439;7003;21708;20519;4659;3392;12;9;0;69;14;1;;;;;16;5840;5660;657;5109;1;1
URGENCES2;2022;730000080;CH DE SAINT JEAN DE MAURIENNE;730780103;GEN;202;336;1;IAO;15305;1756;3027;3574;968;207;;;;;;;344;34;100;;2;730;1428;679;794;1;1
URGENCES2;2022;730000098;CHMS AIX GRAND PORT;730000015;GEN;227;595;1;IAO;19412;2709;2817;3277;1444;18;5;4;0;10;3;0;;;;;6;2190;1280;154;1136;1;0
URGENCES2;2022;730000247;CH DE BOURG ST MAURICE;730780525;GEN;217;256;1;IAO;17071;852;3330;2558;327;175;;;;;;;570;30;145;;6;2190;1649;669;1084;1;1
URGENCES2;2022;730000262;CH D'ALBERTVILLE;730002839;GEN;420;658;1;IAO;31763;3207;7744;7513;1840;1167;2;1;0;0;0;0;843;118;85;;12;4380;2131;109;2192;0;1
URGENCES2;2022;730004298;HOPITAL PRIVE MEDIPOLE DE SAVOIE;730010048;GEN;240;420;1;IAO;25568;1257;5133;1855;284;88;;;;;;;;;;;6;2190;608;352;257;1;1
URGENCES2;2022;740000237;CH ANNECY-GENEVOIS SITE ANNECY;740781133;GEN;768;768;1;IAOMAO;91770;8317;26732;17103;3577;2891;227;3;6;0;0;0;676;298;34;;18;5968;7725;2768;6184;1;1
URGENCES2;2022;740000302;CH ANNECY-GENEVOIS SITE ST JULIEN EN G;740781133;GEN;288;288;1;IAO;28894;2577;5814;3366;1136;64;1;0;0;0;0;0;221;23;37;;8;2920;2217;178;2379;1;1
URGENCES2;2022;740000328;HOPITAUX DU LEMAN;740790381;GEN;426;1050;1;IAO;40490;4112;9047;6968;1836;1384;;;;;;;496;40;34;;10;3650;4056;1058;3827;0;0
URGENCES2;2022;740014345;HOPITAL PRIVE PAYS DE SAVOIE;740000617;GEN;168;504;1;IAO;43548;1069;8845;;142;218;;;;;;;;4;30;;6;2190;398;69;414;1;1
URGENCES2;2022;740780424;CLINIQUE GENERALE D'ANNECY;740000120;GEN;168;252;1;IAO;16027;671;2997;920;66;77;;;;;;;25;;;;4;1460;68;5;66;1;1
URGENCES2;2022;740781141;CH ALPES LEMAN;740790258;GEN;480;1505;1;IAO;57573;4607;20133;12209;;;;;;;;;;;;;9;3285;4995;2133;2937;1;1
URGENCES2;2022;740781224;HOPITAUX DU MONT BLANC SITE SALLANCHES;740001839;GEN;335;716;1;IAOMAO;41066;3755;8828;8549;2067;1541;;;;;;;485;54;47;;12;4380;2732;387;2959;;
URGENCES2;2022;750000523;GH PARIS SITE SAINT JOSEPH;750150120;GEN;762;1157;1;IAOMAO;62510;8952;1103;12498;4697;67;;;;;;;673;158;9;;8;2920;9403;4954;4510;1;1
URGENCES2;2022;750000549;HOPITAL FONDATION A DE ROTHSCHILD;750150229;GEN;310;396;1;IAO;37462;2801;6024;1708;170;163;;;;;;;;;;;2;730;959;915;44;1;1
URGENCES2;2022;750100018;HU PARIS CENTRE SITE HOTEL DIEU APHP;750712184;GEN;168;525;1;IAO;21693;419;670;338;34;6;;;;;;;500;10;23;;4;1460;714;257;594;1;1
URGENCES2;2022;750100042;HU SAINT LOUIS SITE LARIBOISIERE APHP;750712184;GEN;686;2084;1;IAO;91073;4669;2250;9925;2574;65;9;4;;;;;2240;436;40;;23;8540;7777;1525;8268;1;1
URGENCES2;2022;750100075;HU SAINT LOUIS SITE SAINT LOUIS APHP;750712184;GEN;500;726;1;IAO;36695;2370;534;4449;;;;;;;;;880;;;;7;2555;3726;1345;3331;1;1
URGENCES2;2022;750100091;HU EST PARISIEN SITE ST ANTOINE APHP;750712184;GEN;805;1680;1;IAO;63341;9303;1008;11075;4557;8;247;60;;;;;630;79;7;;11;4015;10930;3049;9629;1;1
URGENCES2;2022;750100109;HU EST PARISIEN SITE TROUSSEAU APHP;750712184;PED;580;995;1;IAO;56992;;;;;;;;;;;;;;;7004;6;2190;5742;2458;3498;;
URGENCES2;2022;750100125;HU PITIE SALPETRIERE APHP;750712184;GEN;652;1802;1;IAO;65285;5744;1038;3086;700;;320;47;;;;;396;35;;;24;8760;6550;513;9809;1;1
URGENCES2;2022;750100166;HU PARIS CENTRE SITE COCHIN APHP;750712184;GEN;700;1439;1;IAO;56667;6049;2508;9644;2890;138;0;0;0;0;0;0;595;75;15;;21;7665;8703;2195;8393;1;1
URGENCES2;2022;750100208;HU NECKER ENFANTS MALADES APHP;750712184;PED;604;1790;1;IAO;71388;;;;;;;;;;;;;;;7137;12;4300;4832;1996;3468;;
URGENCES2;2022;750100232;HU PARIS NORD SITE BICHAT APHP;750712184;GEN;3360;12775;1;IAO;83310;6643;1766;6018;1434;47;59;8;1;0;0;0;2661;722;36;;24;8760;12039;3047;15367;1;1
URGENCES2;2022;750100273;HU EST PARISIEN SITE TENON APHP;750712184;GEN;460;662;1;IAO;47949;5154;839;11075;2756;110;189;41;;;;;96;;;;14;5110;10127;3493;7239;1;1
URGENCES2;2022;750150237;HOPITAL DE LA CROIX SAINT SIMON;750006728;GEN;328;612;1;IAO;24845;2212;359;2219;672;13;;;;;;;280;57;4;;2;730;2224;1387;899;1;1
URGENCES2;2022;750803447;HU PARIS OUEST SITE G POMPIDOU APHP;750712184;GEN;1162;1457;1;IAO;51868;6124;1173;10216;3273;110;0;0;0;0;0;0;195;28;5;;18;5610;6845;749;8005;1;1
URGENCES2;2022;750803454;HU ROBERT DEBRE APHP;750712184;PED;950;1694;1;IAO;86936;;;;;;;;;;;;;;;8067;13;4865;7024;1942;6030;;
URGENCES2;2022;760000018;CH DIEPPE;760780023;GEN;541;647;1;IAO;49427;5577;12832;11005;2986;1402;759;32;60;;;;;;;;2;730;2482;382;2416;1;1
URGENCES2;2022;760000042;CH EU;760780056;GEN;168;168;1;IAO;21754;993;7256;321;171;0;;;;;;;;;;;2;730;307;80;331;0;
URGENCES2;2022;760000141;HOPITAL SAINT JULIEN CHU ROUEN;760780239;GEN;192;488;1;IAO;21845;2299;3914;3948;1312;106;;;;;;;;;;;5;1825;3914;2475;1703;0;1
URGENCES2;2022;760000158;HOPITAL CHARLES NICOLLE CHU ROUEN;760780239;GEN;824;2287;1;MAO;91944;12025;2460;46780;8484;628;;;;;;;;;;;16;5840;36341;21353;16188;0;1
URGENCES2;2022;760000158;HOPITAL CHARLES NICOLLE CHU ROUEN;760780239;PED;303;744;1;IAO;40499;;;;;;;;;;;;;;;7298;4;1460;7313;5649;1693;;
URGENCES2;2022;760000364;CHI DU PAYS DES HAUTES FALAISES FECAMP;760780734;GEN;168;455;1;IAO;27954;3109;7547;6839;;;;;;;;;;;;;4;1460;3244;1830;1463;0;0
URGENCES2;2022;760000372;CH LILLEBONNE CHI CAUX VALLEE DE SEINE;760780742;GEN;238;581;1;IAO;23119;1307;4964;2846;;;6;;;;;;;;;;4;1460;2294;716;1881;1;1
URGENCES2;2022;760000463;CH LES FEUGRAIS CHI ELBEUF;760024042;GEN;865;1400;1;IAO;65546;5080;23591;8627;1949;1695;1;1;0;0;0;0;824;482;47;;12;3650;5705;2670;3583;1;1
URGENCES2;2022;760021329;HOPITAL PRIVE DE L'ESTUAIRE;760000448;GEN;366;602;1;IAO;30958;2231;3693;;;;;;;;;;;;;;6;2190;1092;739;360;1;1
URGENCES2;2022;760780510;CLINIQUE DU CEDRE;760000257;GEN;556;372;1;IAO;20954;1494;4413;1078;192;31;;;;;;;51;6;1;;4;1460;351;126;252;1;
URGENCES2;2022;760780791;CLINIQUE LES ORMEAUX-VAUBAN LE HAVRE;760000414;GEN;228;467;1;IAO;24069;1066;2512;1348;203;34;;;;;;;179;22;11;;4;1460;1974;1578;410;1;1
URGENCES2;2022;760805770;HOPITAL JACQUES MONOD CH LE HAVRE;760780726;GEN;336;1272;1;IAO;46469;7325;299;13080;4564;20;;;;;;;341;67;4;;8;2920;3608;1207;2615;1;1
URGENCES2;2022;760805770;HOPITAL JACQUES MONOD CH LE HAVRE;760780726;PED;284;728;1;IAO;36923;;;;;;;;;;;;;;;5449;2;730;1356;1169;187;;
URGENCES2;2022;760921809;CLINIQUE DE L'EUROPE ROUEN;760000273;GEN;370;1395;1;IAO;42447;320;8494;2284;253;59;0;0;0;0;0;0;124;13;2;;7;2555;762;65;702;1;1
URGENCES2;2022;770000131;CH DE COULOMMIERS;770021145;GEN;386;504;1;IAO;25924;2645;3771;4921;1526;133;309;2;11;0;0;0;0;0;0;;2;730;1462;836;676;;
URGENCES2;2022;770000131;CH DE COULOMMIERS;770021145;PED;168;168;1;IAO;8612;;;;;;;;;;;;;;;501;0;0;0;0;0;;
URGENCES2;2022;770000149;CH SUD SEINE ET MARNE FONTAINEBLEAU;770021152;GEN;238;420;1;IAO;29110;2879;4382;3771;1113;110;;;;;;;;;;;6;2190;1678;561;1185;1;1
URGENCES2;2022;770000149;CH SUD SEINE ET MARNE FONTAINEBLEAU;770021152;PED;168;420;1;IAO;19117;;;;;;;;;;;;;;;1665;2;730;754;245;511;;
URGENCES2;2022;770000156;CH DE MELUN SITE SANTEPOLE;770110054;GEN;800;2324;1;IAOMAO;58148;5936;6824;9017;1907;171;725;3;65;;;;1735;46;41;;18;6570;10276;3122;8912;1;1
URGENCES2;2022;770000156;CH DE MELUN SITE SANTEPOLE;770110054;PED;336;504;1;IAO;23225;;;;;;;;;;;;;;;2114;4;1460;557;335;233;;
URGENCES2;2022;770000164;CH SUD SEINE ET MARNE SITE MONTEREAU;770021152;GEN;238;420;1;IAO;25709;2260;5206;3034;1079;28;;;;;;;;;;;4;1460;1213;529;739;0;0
URGENCES2;2022;770000172;CH DE PROVINS LEON BINET;770110070;GEN;238;420;1;MAO;28117;2752;3882;7132;1729;201;143;2;12;;;;;;;;5;1825;5202;3272;2035;;
URGENCES2;2022;770000172;CH DE PROVINS LEON BINET;770110070;PED;168;84;1;IAO;10269;;;;;;;;;;;;;;;936;1;365;53;37;19;;
URGENCES2;2022;770000214;CH SUD SEINE ET MARNE SITE DE NEMOURS;770021152;GEN;168;168;1;IAO;16282;1998;2409;1757;593;40;;;;;;;;;;;4;1460;348;48;391;1;1
URGENCES2;2022;770000446;CH DE MEAUX SITE SAINT FARON;770021145;GEN;406;756;1;IAO;41006;4183;4622;7334;2045;107;173;1;3;0;0;0;0;0;0;;12;4380;2989;854;3069;;
URGENCES2;2022;770000446;CH DE MEAUX SITE SAINT FARON;770021145;PED;164;188;1;IAO;22552;;;;;;;;;;;;;;;2224;2;730;800;265;550;;
URGENCES2;2022;770019032;GHEF MARNE LA VALLEE SITE JOSSIGNY;770021145;GEN;574;1260;1;IAO;74359;5166;20952;10470;2415;1947;1120;19;21;0;0;0;0;0;0;;12;4380;4733;1078;5012;;
URGENCES2;2022;770019032;GHEF MARNE LA VALLEE SITE JOSSIGNY;770021145;PED;0;0;;;0;;;;;;;;;;;;;;;0;0;0;1;1;0;;
URGENCES2;2022;770300010;HOPITAL PRIVE DE MARNE CHANTEREINE;770004299;GEN;294;504;1;IAO;34653;1384;7273;1055;172;10;;;;;;;;;;;4;1460;392;370;22;0;1
URGENCES2;2022;770300135;CLINIQUE MEDICO CHIRURG LES FONTAINES;770000289;GEN;252;321;1;IAO;24907;901;6007;744;159;49;;;;;;;;;;;;;0;0;0;1;1
URGENCES2;2022;770790707;CLINIQUE DE TOURNAN;770000719;GEN;168;420;1;IAO;19721;907;3967;1270;296;29;;;;;;;;;;;5;1825;1256;842;431;1;0
URGENCES2;2022;780000287;CH FRANCOIS QUESNAY MANTES;780110011;GEN;421;1008;1;IAO;35033;3757;4218;11434;1880;3838;;;;;;;;;;;8;2888;2279;81;3938;;
URGENCES2;2022;780000287;CH FRANCOIS QUESNAY MANTES;780110011;PED;213;672;1;IAO;21236;;;;;;;;;;;;;;;3673;4;1270;2025;985;1133;;
URGENCES2;2022;780000295;CHI DE MEULAN LES MUREAUX;780002697;GEN;420;553;1;IAOMAO;20281;1770;2031;2908;934;16;0;0;0;;;;;;;;8;2920;2019;191;2835;1;1
URGENCES2;2022;780000311;CHI POISSY ST GERMAIN SITE DE POISSY;780001236;GEN;644;1008;1;IAO;40167;6767;3699;7140;2849;35;;;;;;;;;;;9;3195;3891;477;4763;0;
URGENCES2;2022;780000311;CHI POISSY ST GERMAIN SITE DE POISSY;780001236;PED;258;1176;1;IAO;17654;;;;;;;;;;;;;;;2632;6;1746;1258;376;1068;;
URGENCES2;2022;780000329;CH DE RAMBOUILLET;780110052;GEN;574;840;1;IAO;26979;3524;4088;5362;1854;85;;;;;;;108;14;9;;11;4015;3725;1791;2728;1;1
URGENCES2;2022;780000329;CH DE RAMBOUILLET;780110052;PED;168;504;1;IAO;12124;;;;;;;;;;;;;;;1034;2;730;89;74;28;;
URGENCES2;2022;780022737;POLYCLINIQUE DE MAISONS LAFFITTE;780000675;GEN;168;245;1;IAO;14205;1069;4057;125;71;0;;;;;;;;;;;2;730;90;32;64;0;0
URGENCES2;2022;780300323;HOPITAL PRIVE FRANCISCAINES;780003679;GEN;168;17;1;IAO;25558;1726;6181;;;;;;;;;;;;;;4;1460;509;132;460;1;1
URGENCES2;2022;780300406;HOPITAL PRIVE DE PARLY II;780018032;GEN;168;231;1;IAO;12283;2289;1197;529;256;0;;;;;;;;;;;4;;1325;1074;255;1;1
URGENCES2;2022;780300414;CH PRIVE DE L EUROPE;780000675;GEN;168;336;;IAO;18000;2081;2382;1653;601;13;;;;;;;;;;;4;1460;844;255;691;1;1
URGENCES2;2022;780300422;HOPITAL PRIVE DE L OUEST PARISIEN;780002259;GEN;413;756;1;IAOMAO;53674;2674;9707;609;82;61;0;0;0;0;0;0;359;71;97;;8;2920;1314;337;1156;1;0
URGENCES2;2022;780300455;CH PRIVE DU MONTGARDE;780000717;GEN;168;470;1;IAO;22274;785;4158;2805;;;;;;;;;;;;;4;1460;146;42;112;1;1
URGENCES2;2022;780800256;CH DE VERSAILLES SITE ANDRE MIGNOT;780110078;GEN;1036;2148;1;IAO;58844;;;;;;;;;;;;;;;;13;;9583;2776;8404;1;1
URGENCES2;2022;780800256;CH DE VERSAILLES SITE ANDRE MIGNOT;780110078;PED;308;520;1;IAO;30182;;;;;;;;;;;;;;;;4;;2395;1218;1300;;
URGENCES2;2022;790000087;CENTRE HOSPITALIER DE NIORT;790000012;GEN;564;1260;1;IAO;61857;7144;16905;14884;2746;1864;617;120;13;36;0;7;73;343;;;12;4380;6056;2000;4691;1;1
URGENCES2;2022;790009948;POLYCLINIQUE D'INKERMANN;790001242;GEN;168;302;1;IAO;14691;1417;2778;;;;;;;;;;;;;;4;1460;1250;791;477;1;1
URGENCES2;2022;790019848;SITE HOSPITALIER FAYE L'ABBESSE;790006654;GEN;308;588;1;IAO;28130;4543;4985;;;;;;;;;;;;;;12;438;4786;1608;4427;1;1
URGENCES2;2022;800000143;CH ABBEVILLE;800000028;GEN;168;672;1;IAO;40696;5428;11227;11524;3481;1377;459;;;;;;377;;;;8;2348;1713;517;1211;1;1
URGENCES2;2022;800000226;CH DOULLENS;800000069;GEN;132;288;1;IAOMAO;13770;1593;3180;1841;739;9;0;0;0;0;0;0;516;;;;4;1460;932;435;517;1;1
URGENCES2;2022;800000390;CH CHIMR MONTDIDIER;800000085;GEN;168;336;;;15457;1711;3115;1146;691;0;12;10;0;0;0;0;0;0;0;;3;1095;1380;482;991;0;0
URGENCES2;2022;800000432;CH PÉRONNE;800000093;GEN;168;605;1;IAO;16135;2336;2686;2680;1077;24;146;81;1;70;31;0;474;108;60;;2;730;1352;384;1024;0;1
URGENCES2;2022;800006124;CHU AMIENS SUD;800000044;GEN;1075;1782;1;IAOMAO;76641;8714;2692;18034;4577;181;1;1;;;;;;;;;18;6570;6628;3423;3368;1;1
URGENCES2;2022;800006124;CHU AMIENS SUD;800000044;PED;225;730;1;IAO;28049;;;;;;;;;;;;;;;5379;8;2920;2473;904;1640;;
URGENCES2;2022;800015729;SAS DE CARDIOLOGIES ET URGENCES;800015679;GEN;240;588;1;IAO;21729;2998;2303;2293;515;33;;;;;;;3308;952;37;;7;2555;1653;1216;471;1;1
URGENCES2;2022;810000224;CL CLAUDE BERNARD;810000471;GEN;35;35;1;IAO;17358;3940;1094;3489;792;220;;;;;;;;;;;5;1825;1187;657;549;1;1
URGENCES2;2022;810000505;CH ALBI;810000331;GEN;316;1551;1;IAO;34017;5054;9639;7779;2912;1128;0;0;0;0;0;0;621;166;80;;8;2928;2067;1135;944;1;0
URGENCES2;2022;810000521;CHIC CASTRES MAZAMET SITE AUTAN;810000380;GEN;303;978;1;IAOMAO;38563;5907;9773;8186;3087;1138;19;13;;;;;845;96;66;;6;2190;2953;1079;1995;0;1
URGENCES2;2022;810000562;CH LAVAUR SITE GUIRAUD;810000455;GEN;168;420;1;IAO;15616;1974;3565;653;398;0;179;132;4;0;0;0;438;97;57;;4;1460;1076;194;997;0;1
URGENCES2;2022;810101444;POLYCL DU SIDOBRE;810000992;GEN;182;276;1;IAO;16890;3132;1592;;;;;;;;;;;;;;5;1146;1164;806;380;1;1
URGENCES2;2022;820000032;CH MONTAUBAN;820000016;GEN;406;840;1;IAO;35136;4746;8422;9146;2582;1357;177;4;2;0;0;0;0;0;0;;13;4745;4518;1273;4763;1;1
URGENCES2;2022;820000057;CL PONT DE CHAUME;820000131;GEN;240;620;1;IAO;15984;2121;1977;3739;1152;46;;;;;;;143;36;27;;6;2190;1500;238;1488;1;0
URGENCES2;2022;820000883;CHI CASTELSARRASIN MOISSAC SITE MOISSA;820004950;GEN;115;264;1;IAO;8738;1561;1734;808;531;10;1;1;;;;;433;76;63;;4;1460;715;157;629;1;1
URGENCES2;2022;830000279;CH JEAN MARCEL DE BRIGNOLES;830100517;GEN;444;500;1;IAO;42071;4267;10471;3648;1590;49;59;45;0;0;0;0;1758;300;231;;10;3650;2917;1346;1589;;
URGENCES2;2022;830000287;CH LA DRACENIE DE DRAGUIGNAN;830100525;GEN;371;630;1;IAO;34394;3504;8579;5898;1680;646;170;1;1;0;0;0;1497;565;78;;2;730;1171;506;1044;0;1
URGENCES2;2022;830000295;CH DE HYERES MARIE JOSEE TREFFOT;830100533;GEN;523;504;1;IAO;37698;;;9467;;;;;;;;;;;;;10;;5815;3525;2315;1;1
URGENCES2;2022;830000311;CHI DE FREJUS SAINT RAPHAEL;830100566;GEN;564;756;1;IAO;54679;6538;14512;10754;3234;1568;280;7;3;0;0;0;1142;227;219;;4;1460;1615;760;891;1;1
URGENCES2;2022;830000337;CENTRE HOSPITALIER DE SAINT TROPEZ;830100590;GEN;233;531;1;IAO;22604;2413;3802;1744;732;10;0;0;0;0;0;0;1457;254;127;;8;;433;425;8;1;1
URGENCES2;2022;830000345;CHITS CH SAINTE MUSSE;830100616;GEN;842;1932;1;IAOMAO;83832;8114;28967;21234;5066;3907;821;13;35;;;;863;208;142;;15;5473;10097;5688;4555;1;1
URGENCES2;2022;830100574;HIA SAINTE ANNE;750821092;GEN;1008;924;1;IAO;34329;6420;176;1853;544;9;22;0;0;0;0;0;1740;969;4;;11;4015;6366;1610;5430;1;1
URGENCES2;2022;830100608;CHITS CH GEORGE SAND;830100616;GEN;238;680;1;IAO;24034;4031;2703;4267;1775;56;136;2;;;;;441;125;9;;3;1095;3307;1852;1504;1;1
URGENCES2;2022;830200523;POLYCLINIQUE MUTUALISTE MALARTIC;830210084;GEN;168;224;1;IAO;14623;1002;2599;2016;230;58;0;0;0;0;0;0;251;35;27;;3;1095;1870;1376;514;1;1
URGENCES2;2022;840000343;CENTRE HOSPITALIER DU PAYS D'APT;840000012;GEN;168;168;1;IAO;17446;1699;4421;2168;;;10;;;0;;;157;;;;3;1095;1842;1498;362;1;1
URGENCES2;2022;840000392;CENTRE HOSPITALIER DE CARPENTRAS;840000046;GEN;420;639;1;IAO;28687;3471;4797;6232;2000;177;;;;;;;;;;;6;2190;5175;4303;1172;1;1
URGENCES2;2022;840000418;CHI DE CAVAILLON LAURIS;840004659;GEN;336;336;1;IAO;22573;2913;3585;5435;1416;647;17;11;0;0;0;0;1107;292;59;;5;1825;3808;2176;1860;1;0
URGENCES2;2022;840000483;CH LOUIS GIORGI D'ORANGE;840000087;GEN;406;1060;1;IAOMAO;30785;3580;5795;4307;1661;42;1;1;0;0;0;0;1356;357;192;;10;3650;2684;682;2351;1;1
URGENCES2;2022;840000491;CHI SITE DE PERTUIS;130041916;GEN;336;280;1;IAO;17518;2490;2844;3215;1243;89;5;;;0;;;42;18;5;;4;1455;2892;1589;1460;;
URGENCES2;2022;840000525;CH VAISON LA ROMAINE;840000111;GEN;70;420;0;;10118;1607;1806;1298;537;13;;;;;;;361;;;;4;1460;1302;405;1212;1;0
URGENCES2;2022;840000533;CH JULES NIEL DE VALREAS;840000129;GEN;168;168;0;;12047;1404;3085;1160;;;10;;;;;;410;;;;4;1460;909;343;611;1;1
URGENCES2;2022;840001861;CH D'AVIGNON HENRI DUFFAUT;840006597;GEN;1007;1753;1;IAO;107646;8122;37516;24076;4321;6572;;;;;;;1967;196;296;;6;2190;712;694;18;1;0
URGENCES2;2022;850000118;CLINIQUE SAINT CHARLES;850013244;GEN;168;336;1;IAO;16773;982;3208;1506;;;;;;;;;;;;;6;2190;930;225;831;1;0
URGENCES2;2022;850000142;CHD SITE LA ROCHE SUR YON;850000019;GEN;493;1484;1;IAO;44424;5986;7351;9811;3663;261;721;1;0;;;;1143;265;218;;13;4745;8071;3895;4433;1;1
URGENCES2;2022;850000142;CHD SITE LA ROCHE SUR YON;850000019;PED;168;270;1;IAO;14228;;;;;;;;;;;;;;;3910;0;;1203;927;277;;
URGENCES2;2022;850000175;CH LVO - SITE DE CHALLANS;850009010;GEN;354;770;1;IAO;29313;4709;4108;4999;2197;67;368;17;8;;;;;;;;3;1095;875;354;602;1;1
URGENCES2;2022;850000209;CHD-SITE DE LUCON;850000019;GEN;168;332;1;IAO;10456;2486;1372;1695;972;34;60;20;;;;;162;36;4;;;;2232;1285;1078;1;1
