BOR;AN;FI;RS;FI_EJ;DIS;PART;NB_SECT;NB_DIF;INT;CAP_HTP;CAP_PFT;CAP_AAT;CAP_ACP;CAP_CCU;CAP_HAD;JLI_HTP;CAP_HDJ;CAP_HDN;NB_AT;SEJ_HTP;JOU_HTP;JOU_PFT;JOU_AAT;JOU_ACP;JOU_CCU;JOU_HAD;JOU_ST;VEN_HDJ;VEN_HDN;VEN_AT;NB_CMP_SEUL_PA;NB_CMP_SEUL_PL;NB_CONSULT_SEUL;NB_CATTP;ACT_CMP_SEUL;ACT_CONSULT_SEUL;ACT_CATTP;ACT_AD;ACT_EMS;ACT_UHS;ACT_EME;FIL_TOT;FIL_AMB;EFFLIB_PKT;ETPSAL_PKT;EFFLIB_MED;ETPSAL_MED;GAR_SEN;AST_SEN;EFFLIB_PNM;ETPSAL_PNM;ETP_INF;ETP_AID;ETP_PSY;ETP_REE;ETP_EDU;HPLEFFLIB_PKT;HPLETPSAL_PKT;HPLEFFLIB_MED;HPLETPSAL_MED;HPLEFFLIB_PNM;HPLETPSAL_PNM;HPLETP_INF;HPLETP_AID;HPLETP_PSY;HPLETP_REE;HPLETP_EDU
PSY;2022;750826141;HOPITAL DE JOUR CENTRE ETIENNE MARCEL;750825960;INF;;;;;;;;;;;;32;;;;;;;;;;;7006;;;;;;;;;;;;;;80;;;1.7;;1;0;;;;0.84;;1.45;0;;;;;;;;;;;;
PSY;2022;750826141;HOPITAL DE JOUR CENTRE ETIENNE MARCEL;750825960;TOT;0;;;0;;;;;;;;32;;;;;;;;;;;7006;;;;;;;;;;;;;;80;;;1.7;;1;;;;;0.84;;1.45;0;;;;;;;;;;;;
PSY;2022;750827214;CMP POPINCOURT;750815607;GEN;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;3817;;;;;;;321;321;;0.25;;;0;0;;7.81;;;2.94;;1.3;;;;;;;;;;;
PSY;2022;750827214;CMP POPINCOURT;750815607;TOT;0;;;0;;;;;;;;;;;;;;;;;;;;;;;1;;;3817;;;;;;;321;321;;0.25;;;;;;7.81;;;2.94;;1.3;;;;;;;;;;;
PSY;2022;760000018;CH DIEPPE;760780023;GEN;;2;;;73;;;;;;26645;22;;;1421;23192;;;;;;;1275;;;5;;1;3;5593;16324;7247;4322;252;2646;2;4898;4680;;14.08;;;0;1;;143.36;76.9;24.56;13.96;2.62;6.79;;;;;;;;;;;
PSY;2022;760000018;CH DIEPPE;760780023;INF;;;;;;;;;;;;;;;;;;;;;;;;;;3;;1;;7958;3;;107;71;1125;66;954;954;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2022;760000018;CH DIEPPE;760780023;TOT;1;;1;0;73;;;;;;26645;22;;;1421;23192;;;;;;;1275;;;8;;2;3;13551;16327;7247;4429;323;3771;68;5852;5634;;14.08;;;;;;143.36;76.9;24.56;13.96;2.62;6.79;;;;;;;;;;;
PSY;2022;760000158;HOPITAL CHARLES NICOLLE CHU ROUEN;760780239;INF;;;;;10;;;;;;3650;;;;35;3448;;;;;;;;;;;;;;;;;;;;;45;;0;1.91;0;1.56;0;0;;17.4;11.87;2.53;;;0.5;;;;;;;;;;;
PSY;2022;760000158;HOPITAL CHARLES NICOLLE CHU ROUEN;760780239;TOT;0;;;0;10;;;;;;3650;;;;35;3448;;;;;;;;;;;;;;;;;;;;;45;;;1.91;;1.56;;;;17.4;11.87;2.53;;;0.5;;;;;;;;;;;
PSY;2022;760000190;CHS DU ROUVRAY SOTTEVILLE-LES-ROUEN;760780270;GEN;;10;;;477;33;;;12;;174329;193;;;5086;169363;1843;;;2963;;;28757;;;;17;50;7;101616;39895;2662;10728;3080;10773;1;20691;16492;;54.92;;6.88;1;0;;1000.44;530.02;233.07;44.05;21.11;33.23;;23.25;;;;707.34;336.44;206.26;12.31;6.12;16.95
PSY;2022;760000190;CHS DU ROUVRAY SOTTEVILLE-LES-ROUEN;760780270;INF;;2;;;20;78;;;;;7195;92;;;136;6270;16268;;;;;;11500;;;;16;21;13;50634;17096;13249;1699;93;3363;72;8318;8037;;23.47;;;0;0;;308.03;114.11;12.94;52.92;23.01;61.58;;2.18;;;;61.55;28.53;12.94;2.14;0.48;9.02
PSY;2022;760000190;CHS DU ROUVRAY SOTTEVILLE-LES-ROUEN;760780270;PEN;;;;;8;;;;;;2551;8;;;223;1823;;;;;;;1291;;;;0;;;;;;32803;;;;2292;2146;;8.74;;;;;;59.05;34.11;8.41;8.92;0.23;4.14;;0.55;;;;28.61;16.51;8.41;0.46;0;0
PSY;2022;760000190;CHS DU ROUVRAY SOTTEVILLE-LES-ROUEN;760780270;TOT;1;;12;1;505;111;;;12;;184075;293;;;5445;177456;18111;;;2963;;;41548;;;;33;71;20;152250;56991;15911;45230;3173;14136;73;30549;26013;;87.13;;6.88;;;;1367.52;678.24;254.42;105.89;44.35;98.95;;25.98;;;;797.5;381.48;227.61;14.91;6.6;25.97
PSY;2022;760000356;HOPITAL GUSTAVE FLAUBERT CH LE HAVRE;760780726;GEN;;6;;;35;;;;;;12775;;;;872;11461;;;;;;;;;;1;4;5;2;715;4006;407;5750;40;207;1;2611;2085;;4.61;;;0;1;;75.28;45.35;14.82;5.39;0.12;1.36;;4.49;;;;32.09;17.26;8.17;;;0.6
PSY;2022;760000356;HOPITAL GUSTAVE FLAUBERT CH LE HAVRE;760780726;INF;;3;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;2712;401;0;178;4;5;14;488;488;;;;;;;;11.92;4.62;;1.3;0.5;2.17;;;;;;;;;;;
PSY;2022;760000356;HOPITAL GUSTAVE FLAUBERT CH LE HAVRE;760780726;TOT;1;;10;0;35;;;;;;12775;;;;872;11461;;;;;;;;;;1;5;6;3;3427;4407;407;5928;44;212;15;3086;2564;;4.61;;;;;;87.2;49.97;14.82;6.69;0.62;3.53;;4.49;;;;32.09;17.26;8.17;;;0.6
PSY;2022;760026674;CLINIQUE OCEANE;750035578;GEN;;;;;90;;;;;;32850;15;;;623;25096;;;;;;;1835;;;;;;;;;;;;;;565;;;0.2;4;;;;;36.4;26.4;6;3;;1;;;;;;;;;;;
PSY;2022;760026674;CLINIQUE OCEANE;750035578;TOT;0;;;0;90;;;;;;32850;15;;;623;25096;;;;;;;1835;;;;;;;;;;;;;;696;;;0.2;4;;;;;36.4;26.4;6;3;;1;;;;;;;;;;;
PSY;2022;760035147;CLINIQUE DES BOUCLES DE LA SEINE;760035139;GEN;;;;;32;;;40;8;;11680;;;;598;21599;;;10189;3772;;;;;;;;;;;;;;;;;609;;4;;;1.5;0;0;;58.91;23.11;16.2;3.96;4.9;3.71;;;;;;;;;;;
PSY;2022;760035147;CLINIQUE DES BOUCLES DE LA SEINE;760035139;TOT;0;;;0;32;;;40;8;;11680;;;;598;21599;;;10189;3772;;;;;;;;;;;;;;;;;609;;4;;;1.5;;;;58.91;23.11;16.2;3.96;4.9;3.71;;;;;;;;;;;
PSY;2022;760780288;HOPITAL PRIVE DE JOUR MGENASS;750005068;GEN;;;;;;;;;;;;40;;;;;;;;;;;10809;;;;;1;;;548;;;;;;262;122;;3.3;;;0;0;;;8;;4.4;;3.1;;;;;;;;;;;
PSY;2022;760780288;HOPITAL PRIVE DE JOUR MGENASS;750005068;TOT;0;;;0;;;;;;;;40;;;;;;;;;;;10809;;;;;1;;;548;;;;;;262;122;;3.3;;;;;;;8;;4.4;;3.1;;;;;;;;;;;
PSY;2022;760781070;CENTRE PIERRE JANET CH LE HAVRE;760780726;GEN;;6;;;171;20;5;;6;;62415;169;0;1;1128;64836;4804;1218;;3413;;210;12323;;;;14;2;9;50712;380;7660;4191;225;3322;;8181;8014;;19.96;;1.87;0;1;;404.36;258.08;60.86;19.12;1;9.28;;10.71;;0.8;;244.75;156.65;51.66;;;4.25
PSY;2022;760781070;CENTRE PIERRE JANET CH LE HAVRE;760780726;INF;;3;;;8;40;;;;;2920;79;;;155;2609;5345;;;;;;3963;;;;9;3;9;39604;233;1528;254;33;1404;372;4799;4771;;12.22;;0.8;0;1;;158.8;58.76;8.31;23.96;11.8;28.55;;2.88;;;;24.88;10.66;6.51;0.96;;3
PSY;2022;760781070;CENTRE PIERRE JANET CH LE HAVRE;760780726;PEN;;;;;0;;;;;;;0;;;15;78;;;;;;;7;;;;1;;;3651;;;;;;;720;720;;;;;;;;2.17;0.91;;1.26;;;;;;;;;;;;;
PSY;2022;760781070;CENTRE PIERRE JANET CH LE HAVRE;760780726;TOT;1;;11;1;179;60;5;;6;;65335;248;0;1;1298;67523;10149;1218;;3413;;210;16293;;;;24;5;18;93967;613;9188;4445;258;4726;372;13402;13221;;32.18;;2.67;;;;565.33;317.75;69.17;44.34;12.8;37.83;;13.59;;0.8;;269.63;167.31;58.17;0.96;;7.25
PSY;2022;760783563;INSTITUT DE JOUR ALFRED BINET;760919373;INF;;;;;;;;;;;;15;;;;;;;;;;;2006;;;;;;;;;;;;;;23;;1;0.2;;;;;;;;;;;;;;;;;;;;;;
PSY;2022;760783563;INSTITUT DE JOUR ALFRED BINET;760919373;TOT;0;;;0;;;;;;;;15;;;;;;;;;;;2006;;;;;;;;;;;;;;23;;1;0.2;;;;;;;;;;;;;;;;;;;;;;
PSY;2022;760800938;CENTRE DE JOUR WINNICOTT CH DIEPPE;760780023;INF;;1;;;;7;;;;;;18;;;;;541;;;;;;4074;;;;;;;;;;;;;;26;;;0.36;;;0;1;;43.45;14.19;0.8;7.3;2.87;11.61;;;;;;;;;;;
PSY;2022;760800938;CENTRE DE JOUR WINNICOTT CH DIEPPE;760780023;TOT;1;;;0;;7;;;;;;18;;;;;541;;;;;;4074;;;;;;;;;;;;;;26;;;0.36;;;;;;43.45;14.19;0.8;7.3;2.87;11.61;;;;;;;;;;;
PSY;2022;760805770;HOPITAL JACQUES MONOD CH LE HAVRE;760780726;GEN;;6;;;;;;;;;;;;;;;;;;;;;;;;;1;3;;34;2;;;;678;;584;564;;0.2;;;0;1;;4;4;;;;;;;;;;;;;;;
PSY;2022;760805770;HOPITAL JACQUES MONOD CH LE HAVRE;760780726;INF;;3;;;;;;;;;;4;;;;;;;;;;;45;;;;1;2;;0;16;0;200;1;3351;;743;743;;;;;;;;3.55;1.91;;;0.23;1.42;;;;;;;;;;;
PSY;2022;760805770;HOPITAL JACQUES MONOD CH LE HAVRE;760780726;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;2.8;;1.86;;;;21.61;13.37;;4;;;;;;;;;;;;;
PSY;2022;760805770;HOPITAL JACQUES MONOD CH LE HAVRE;760780726;TOT;1;;6;0;;;;;;;;4;;;;;;;;;;;45;;;;2;5;;34;18;0;200;1;4029;;1305;1304;;3;;1.86;;;;29.16;19.28;;4;0.23;1.42;;;;;;;;;;;
PSY;2022;770000131;CH DE COULOMMIERS;770021145;GEN;;2;;;44;;6;;;10;16060;12;;;524;10766;;1553;;;740;;1354;;;;1;;1;6293;;1555;;;;;1912;1870;;8.26;;;1;0;;71.72;53.65;8.42;5.82;1;2.83;;;;;;41.06;30.97;7.42;0.67;1;1
PSY;2022;770000131;CH DE COULOMMIERS;770021145;INF;;1;;;;;;;;;;10;;;;;;;;;;;;;;;4;2;2;13354;2314;3939;;;;;1100;1100;;2.6;;;0;0;;37.36;2.9;0;17.01;8.77;8.68;;;;;;;;;;;
PSY;2022;770000131;CH DE COULOMMIERS;770021145;TOT;1;;;0;44;;6;;;10;16060;22;;;524;10766;;1553;;;740;;1354;;;;5;2;3;19647;2314;5494;;;;;3012;2970;;10.86;;;;;;109.08;56.55;8.42;22.83;9.77;11.51;;;;;;41.06;30.97;7.42;0.67;1;1
PSY;2022;770000156;CH DE MELUN SITE SANTEPOLE;770110054;GEN;;4;;;81;4;;;22;;29665;31;;;1229;25520;1120;;;6755;;;764;;;;4;;4;14247;;10;;;;;769;12;0;16.99;0;2.27;1;0;0;161.29;85.56;53.26;13.26;4.2;4.61;0;0;0;0;0;0;0;0;0;0;0
PSY;2022;770000156;CH DE MELUN SITE SANTEPOLE;770110054;INF;;6;;;;;;;;;;23;;;;;;;;;;;2641;;;;6;;1;13787;;1750;;;;;45;45;0;5.17;0;;0;0;0;40.18;12.04;0;15.27;7.63;4.24;0;0;0;0;0;0;0;0;0;0;0
PSY;2022;770000156;CH DE MELUN SITE SANTEPOLE;770110054;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.62;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PSY;2022;770000156;CH DE MELUN SITE SANTEPOLE;770110054;TOT;1;;6;1;81;4;;;22;;29665;54;;;1229;25520;1120;;;6755;;;3405;;;;10;;5;28034;;1760;;;;;814;57;0;22.78;0;2.27;;;0;201.47;97.6;53.26;28.53;11.83;8.85;0;0;0;0;0;0;0;0;0;0;0
PSY;2022;770000172;CH DE PROVINS LEON BINET;770110070;GEN;;;;;25;;6;;;;9125;10;;;254;6542;;1356;;;;;3602;;;;1;1;1;8133;1239;302;;;;;1151;1077;;6.88;;;1;1;;48.64;27.01;9.65;1.35;0.93;1.38;;;;;;;;;;;
PSY;2022;770000172;CH DE PROVINS LEON BINET;770110070;TOT;0;;;0;25;;6;;;;9125;10;;;254;6542;;1356;;;;;3602;;;;1;1;1;8133;1239;302;;;;;1151;1077;;6.88;;;;;;48.64;27.01;9.65;1.35;0.93;1.38;;;;;;;;;;;
PSY;2022;770000214;CH SUD SEINE ET MARNE SITE DE NEMOURS;770021152;GEN;;3;;;55;5;;;;;20130;15;;;589;11756;1994;;;;;0;943;;;3;;1;3;10057;1539;2697;652;1036;3316;;3277;2814;;11.72;;;;;;;61.1;19.29;14.89;7.55;3.71;;;;;;;;;;;
PSY;2022;770000214;CH SUD SEINE ET MARNE SITE DE NEMOURS;770021152;INF;;1;;;;;;;;;;28;;;0;0;0;;;;;0;2832;;;1;;1;2;10438;201;4490;2;42;712;13;1494;1395;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2022;770000214;CH SUD SEINE ET MARNE SITE DE NEMOURS;770021152;TOT;1;;3;0;55;5;;;;;20130;43;;;589;11756;1994;;;;;0;3775;;;4;;2;5;20495;1740;7187;654;1078;4028;13;4684;4143;;11.72;;;;;;;61.1;19.29;14.89;7.55;3.71;;;;;;;;;;;
PSY;2022;770000446;CH DE MEAUX SITE SAINT FARON;770021145;GEN;;3;;;82;7;;;;6;29930;31;10;;1025;26017;2483;;;;837;;1770;146;;;3;1;2;20187;1462;5124;830;20;11;;2595;2214;;18.99;;4.7;1;0;;140.84;91.08;35.62;8.88;0.83;4.43;;;;;;85.46;48.3;34.15;1.27;0;1.74
PSY;2022;770000446;CH DE MEAUX SITE SAINT FARON;770021145;INF;;1;;;;;;;;;;18;;;;;;;;;;;1365;;;2;6;2;1;11373;839;529;26;;;1;1360;1353;;1;;1;0;0;;46.99;7.48;1.42;18.35;10.57;8.17;;;;;;;;;;;
PSY;2022;770000446;CH DE MEAUX SITE SAINT FARON;770021145;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;
PSY;2022;770000446;CH DE MEAUX SITE SAINT FARON;770021145;TOT;1;;1;1;82;7;;;;6;29930;49;10;;1025;26017;2483;;;;837;;3135;146;;2;9;3;3;31560;2301;5653;856;20;11;1;3955;3597;;19.99;;6.7;;;;187.83;98.56;37.04;27.23;11.4;12.6;;;;;;85.46;48.3;34.15;1.27;0;1.74
PSY;2022;770006138;CLINIQUE PSYCHIATRIQUE PAYS DE SEINE;770020113;GEN;;2;;;106;;;;;;38690;29;;;913;35247;;;;;;;12301;;;;;;;;;;;;;;767;;5;0;1;1.2;0;0;3;125.37;26.56;15.38;5.5;1.51;4.01;4;0;1;0.6;3;109.96;22.79;12.48;2.5;0;2.01
PSY;2022;770006138;CLINIQUE PSYCHIATRIQUE PAYS DE SEINE;770020113;INF;;1;;;14;;;;;;5110;;;;104;4579;;;;;;;;;;;;;;;;;;;;;117;;0;1.6;0;0;0;0;2;15.2;10.54;4.23;1.33;1;0;0;1.6;0;0;2;15.2;10.54;4.23;1.33;1;0
PSY;2022;770006138;CLINIQUE PSYCHIATRIQUE PAYS DE SEINE;770020113;TOT;1;;;0;120;;;;;;43800;29;;;1017;39826;;;;;;;12301;;;;;;;;;;;;;;884;;5;1.6;1;1.2;;;5;140.57;37.1;19.61;6.83;2.51;4.01;4;1.6;1;0.6;5;125.16;33.33;16.71;3.83;1;2.01
PSY;2022;770019032;GHEF MARNE LA VALLEE SITE JOSSIGNY;770021145;GEN;;4;;;115;;4;;;;41975;60;;;2267;40746;;1284;;;;;8790;;;;4;4;;32342;8650;;;225;3667;;6618;6474;;18.3;;6.83;1;0;;164.64;118.25;31.17;9.42;0;5.8;;;;;;102.43;66.2;28.51;3.92;0;3.8
PSY;2022;770019032;GHEF MARNE LA VALLEE SITE JOSSIGNY;770021145;INF;;1;;;;;;;;;;40;;3;;;;;;;;;6280;;4267;1;8;3;3;27881;3138;5965;;1095;2851;1023;3109;3051;;13.69;;;0;0;;89.48;16.67;1;25.82;20.75;25.24;;;;;;;;;;;
PSY;2022;770019032;GHEF MARNE LA VALLEE SITE JOSSIGNY;770021145;TOT;1;;;0;115;;4;;;;41975;100;;3;2267;40746;;1284;;;;;15070;;4267;1;12;7;3;60223;11788;5965;;1320;6518;1023;9727;9525;;31.99;;6.83;;;;254.12;134.92;32.17;35.24;20.75;31.04;;;;;;102.43;66.2;28.51;3.92;0;3.8
PSY;2022;770150027;CLINIQUE FSEF NEUFMOUTIERS EN BRIE;750720575;INF;;;;;50;;;;;;10532;17;;;501;7832;;;;;;;3689;;;;1;1;1;567;259;471;57;1;145;455;560;341;2;3;;5.04;1;1;;56.48;39.33;1;9.52;2.78;3.85;1;2;;3.05;;48.78;36.33;1;6.26;2.28;2.91
PSY;2022;770150027;CLINIQUE FSEF NEUFMOUTIERS EN BRIE;750720575;TOT;0;;;0;50;;;;;;10532;17;;;501;7832;;;;;;;3689;;;;1;1;1;567;259;471;57;1;145;455;560;341;2;3;;5.04;;;;56.48;39.33;1;9.52;2.78;3.85;1;2;;3.05;;48.78;36.33;1;6.26;2.28;2.91
PSY;2022;770310019;CLINIQUE DU CHATEAU DE PERREUSE;770000370;GEN;;;;;108;;;;;;38313;;;;742;31501;;;;;;;;;;;;;;;;;;;;;538;;4;4;;;1;1;0;35.82;19.83;11.45;2;0.17;2.37;;;;;;;;;;;
PSY;2022;770310019;CLINIQUE DU CHATEAU DE PERREUSE;770000370;TOT;0;;;0;108;;;;;;38313;;;;742;31501;;;;;;;;;;;;;;;;;;;;;538;;4;4;;;;;;35.82;19.83;11.45;2;0.17;2.37;;;;;;;;;;;
PSY;2022;770310027;CLINIQUE PSYCHIATRIQ DE L ANGE GARDIEN;770000388;GEN;;;;;106;;;;;;33973;18;;;597;28363;;;;;;;229;;;;;;;;;;;;;;501;;4;4;;;1;0;;37.54;18.02;15.72;2;;1.8;;;;;;;;;;;
PSY;2022;770310027;CLINIQUE PSYCHIATRIQ DE L ANGE GARDIEN;770000388;TOT;0;;;0;106;;;;;;33973;18;;;597;28363;;;;;;;229;;;;;;;;;;;;;;501;;4;4;;;;;;37.54;18.02;15.72;2;;1.8;;;;;;;;;;;
PSY;2022;770510055;MAISON HOSPITALIERE CHANTEMERLE;750719270;GEN;;;;;;;;55;;;;;;;;;;;18043;;;;;;;;;;;;;;;;;;280;;;4.22;;0.54;0;1;;21.32;11.11;4.56;1.6;2.07;1.98;;;;;;;;;;;
PSY;2022;770510055;MAISON HOSPITALIERE CHANTEMERLE;750719270;TOT;0;;;0;;;;55;;;;;;;;;;;18043;;;;;;;;;;;;;;;;;;280;;;4.22;;0.54;;;;21.32;11.11;4.56;1.6;2.07;1.98;;;;;;;;;;;
PSY;2022;780000287;CH FRANCOIS QUESNAY MANTES;780110011;GEN;;2;;;50;0;8;0;6;0;17683;25;;1;754;14570;;2920;;1037;;;2655;;990;;2;1;1;11376;852;990;300;0;98;;1839;1375;;6.8;;0.3;1;1;;96.26;55.46;21.1;5.87;0.5;2.8;;3.92;;0.3;;49.5;20.24;17.39;2.1;0.5;1.68
PSY;2022;780000287;CH FRANCOIS QUESNAY MANTES;780110011;INF;;1;;;;;;;;;;15;;1;;;;;;;;;1806;;544;;1;;1;6239;;544;;;;;873;873;;0.9;;0.1;0;0;;35.33;5.96;2.59;8.87;4.05;8.06;;;;;;;;;;;
PSY;2022;780000287;CH FRANCOIS QUESNAY MANTES;780110011;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.35;;0.1;;;;4.68;3.49;;0.99;;;;;;;;;;;;;
PSY;2022;780000287;CH FRANCOIS QUESNAY MANTES;780110011;TOT;1;;6;1;50;0;8;0;6;0;17683;40;;2;754;14570;;2920;;1037;;;4461;;1534;;3;1;2;17615;852;1534;300;0;98;;2712;2248;;8.05;;0.5;;;;136.27;64.91;23.69;15.73;4.55;10.86;;3.92;;0.3;;49.5;20.24;17.39;2.1;0.5;1.68
PSY;2022;780000303;CENTRE HOSPITALIER DE PLAISIR;780024113;GEN;;;;;;;;;;;;10;;;;;;;;;;;1421;;;;;;;;;;;;;;128;;;;;2.26;;;;14.3;5.48;4.5;1.37;2.9;0;;;;;;11;4;4;1;2;0
PSY;2022;780000303;CENTRE HOSPITALIER DE PLAISIR;780024113;TOT;0;;;0;;;;;;;;10;;;;;;;;;;;1421;;;;;;;;;;;;;;128;;;;;2.26;;;;14.3;5.48;4.5;1.37;2.9;0;;;;;;11;4;4;1;2;0
PSY;2022;780000311;CHI POISSY ST GERMAIN SITE DE POISSY;780001236;GEN;;2;;;31;4;10;;;;17520;29;;;425;12809;853;1844;;;;106;4413;;;1;2;4;2;16110;1463;1873;508;25;4979;;2632;2377;;7.19;;;1;0;;100.86;46.95;9.14;9.58;1.88;1;;;;;;64.78;24.92;8.56;2.28;1.88;1
PSY;2022;780000311;CHI POISSY ST GERMAIN SITE DE POISSY;780001236;INF;;1;;;;;;;;;;20;;2;;;;;;;;4;1728;;1660;1;3;;3;18883;1103;1206;89;;163;79;1719;1719;;3.29;;0.92;0;0;;37.07;13.05;0.66;6.36;6.14;4.61;;;;;;;;;;;
PSY;2022;780000311;CHI POISSY ST GERMAIN SITE DE POISSY;780001236;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.4;;1.39;;;;8.15;4.68;0.8;0.69;0.05;;;;;;;;;;;;
PSY;2022;780000311;CHI POISSY ST GERMAIN SITE DE POISSY;780001236;TOT;1;;5;0;31;4;10;;;;17520;49;;2;425;12809;853;1844;;;;110;6141;;1660;2;5;4;5;34993;2566;3079;597;25;5142;79;1374;1273;;10.88;;2.31;;;;146.08;64.68;10.6;16.63;8.07;5.61;;;;;;64.78;24.92;8.56;2.28;1.88;1
PSY;2022;780000337;CHI POISSY ST GERMAIN SITE ST GERMAIN;780001236;GEN;;1;;;32;0;2;;;;9855;25;;1;630;9057;;365;;;;91;5241;;238;;1;1;1;8848;3479;238;1370;;355;;1497;1241;;6.09;;;1;0;;68.44;30.04;14.76;5.68;;;;;;;;44.65;16.22;12.99;2;;
PSY;2022;780000337;CHI POISSY ST GERMAIN SITE ST GERMAIN;780001236;TOT;1;;1;0;32;0;2;;;;9855;25;;1;630;9057;;365;;;;91;5241;;238;;1;1;1;8848;3479;238;1370;;355;;1497;1241;;6.09;;;;;;68.44;30.04;14.76;5.68;;;;;;;;44.65;16.22;12.99;2;;
PSY;2022;780000402;CHS JEAN MARTIN CHARCOT;780024113;GEN;;5;;;132;;6;;;;48180;71;5;;975;35109;;1309;;;;0;10560;0;;;8;7;5;53737;12408;3643;3911;238;4743;35;6959;6101;;24.3;;;0;1;;333.61;182.05;50.58;34.88;11.68;22.03;;;;;;;;;;;
PSY;2022;780000402;CHS JEAN MARTIN CHARCOT;780024113;INF;;2;;;8;;;;;;600;79;;;13;180;;;;;;8;10061;;;;5;1;4;21409;2545;3519;1155;2;522;33;2163;1895;;7.74;;1.2;;1;;117.86;52.9;3.97;19.9;16.42;11.82;;;;;;;;;;;
PSY;2022;780000402;CHS JEAN MARTIN CHARCOT;780024113;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;0;;63;6906;;;;1726;1713;;3.2;;;;;;10.8;6.01;0;2;0;0.79;;;;;;;;;;;
PSY;2022;780000402;CHS JEAN MARTIN CHARCOT;780024113;TOT;1;;17;1;140;;6;;;;48780;150;5;;988;35289;;1309;;;;8;20621;0;;;14;8;10;75146;14953;7225;11972;240;5265;68;10694;9594;;35.24;;1.2;;;;462.27;240.96;54.55;56.78;28.1;34.64;;;;;;;;;;;
PSY;2022;780000410;CHS THEOPHILE ROUSSEL;780140059;GEN;;3;;;61;;;7;;;22265;40;1;;535;20944;;;2001;;;;5447;1;;;4;10;1;23119;1231;2272;836;389;10;3;2598;2138;;10.69;;1.24;1;0;;;;;;;;;6.19;;;;;;;;;
PSY;2022;780000410;CHS THEOPHILE ROUSSEL;780140059;INF;;1;;;17;;;;;;5470;42;1;;180;3947;;;;;;;3058;0;;1;3;7;;13331;394;;32;7;69;619;1355;1194;;8.14;;1.64;1;0;;181.7;54.09;13.89;28.81;19.38;39.05;;4.45;;0.38;;64.72;29.39;13.14;2.94;1.47;8.25
PSY;2022;780000410;CHS THEOPHILE ROUSSEL;780140059;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2022;780000410;CHS THEOPHILE ROUSSEL;780140059;TOT;1;;2;0;78;;;7;;;27735;82;2;;715;24891;;;2001;;;;8505;1;;1;7;17;1;36450;1625;2272;870;396;79;622;3928;3311;;18.83;;2.88;;;;181.7;54.09;13.89;28.81;19.38;39.05;;10.64;;0.38;;64.72;29.39;13.14;2.94;1.47;8.25
PSY;2022;780000428;CHI MEULAN (SITE DE BECHEVILLE);780002697;GEN;;2;;;70;;;;;;22214;15;;1;569;22494;;;;;;;7978;;40;1;3;2;1;12148;79;554;;;;;2227;2118;7;7.96;;;1;1;57;65.02;35.22;11.65;5.35;2.17;1.76;6;5.23;;;68;72.65;35.36;22.53;0.06;0.17;3.01
PSY;2022;780000428;CHI MEULAN (SITE DE BECHEVILLE);780002697;INF;;1;;;0;;;;;;3225;15;;1;0;0;;;;;;;3389;;40;1;2;0;1;7727;0;1142;;;;;503;503;5;1.41;;;0;0;50;25.24;4.68;;6.69;3.73;6.11;;;;;5;11.67;8.72;;0.13;;1.06
PSY;2022;780000428;CHI MEULAN (SITE DE BECHEVILLE);780002697;TOT;1;;0;0;70;;;;;;25439;30;;2;569;22494;;;;;;;11367;;80;2;5;2;2;19875;79;1696;;;;;2730;2621;12;9.37;;;;;107;90.26;39.9;11.65;12.04;5.9;7.87;6;5.23;;;73;84.32;44.08;22.53;0.19;0.17;4.07
PSY;2022;780020111;ARISSE;780020111;INF;;;;;;;;;;;;44;;;;;;;;;;;6680;;;;1;;;4675;;;;;;;412;412;;1.4;;;0;0;;24.44;0.55;0;7.18;2.51;14.2;;;;;;;;;;;
PSY;2022;780020111;ARISSE;780020111;TOT;0;;;0;;;;;;;;44;;;;;;;;;;;6680;;;;1;;;4675;;;;;;;412;412;;1.4;;;;;;24.44;0.55;0;7.18;2.51;14.2;;;;;;;;;;;
PSY;2022;780023909;HDJ CTRE AUBERGENVILLOIS PSY AMBUL;780025441;GEN;;;;;;;;;;;;20;;;;;;;;;;;5702;;;;;;;;;;;;;;161;;;1.96;;;;;;7.7;5.9;;1.8;;;;;;;;;;;;;
