BOR;AN;FI;RS;FI_EJ;CANCERO_A1;CANCERO_A2;CANCERO_A3;CANCERO_A4;CANCERO_B4;CANCERO_A5;CANCERO_A6;CANCERO_B6;CANCERO_A7;CANCERO_A8;CANCERO_B8;CANCERO_C8;CANCERO_A9;CANCERO_B9;CANCERO_C9;CANCERO_A10;CANCERO_A11;CANCERO_B11;CANCERO_C11;CANCERO_D11;CANCERO_A12;CANCERO_B12;CANCERO_A13;CANCERO_A14;CANCERO_A15;CANCERO_B15;CANCERO_A16;CANCERO_B16;CANCERO_A17;CANCERO_A18;CANCERO_B17;CANCERO_D19;CANCERO_D20;CANCERO_D21;CANCERO_D22;CANCERO_D23;CANCERO_E19;CANCERO_E20;CANCERO_E21;CANCERO_E22;CANCERO_E23;CANCERO_A24;CANCERO_A25;CANCERO_A26;CANCERO_A27;CANCERO_B24;CANCERO_B25;CANCERO_B26;CANCERO_B27;CANCERO_C24;CANCERO_C25;CANCERO_C26;CANCERO_C27;CANCERO_D24;CANCERO_D26;CANCERO_D28;CANCERO_D29;CANCERO_D30;CANCERO_D31;CANCERO_D32;CANCERO_D33;CANCERO_D34;CANCERO_E24;CANCERO_E26;CANCERO_E28;CANCERO_E29;CANCERO_E30;CANCERO_E31;CANCERO_E32;CANCERO_E33;CANCERO_E34
CANCERO;2022;760028993;CENTRE FREDERIC JOLIOT;760921429;0;1;0;30829;;30829;0;;;;;;;;;;;;;;3;0;0;0;30829;0;0;0;1259;0;0;0;4.25;16.8;4;11.2;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;760780205;CLINIQUE ST ANTOINE BOIS GUILLAUME;760000125;0;0;0;475;0;307;353;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;760780510;CLINIQUE DU CEDRE;760000257;1;0;1;2584;0;1731;3545;0;1;;;;1431;0;4;1421;182;0;0;0;;;;;;;;;;;;;;;;;;;;;;;6;;;0;1239;0;0;0;0;0;0;0;0;0;;3.5;;0.25;;0.75;0;0;;5;;;;;
CANCERO;2022;760780619;CLINIQUE SAINT-HILAIRE ROUEN;760000307;1;0;1;6871;0;6269;4469;0;1;;;;6044;0;99;5824;679;0;0;0;;;;;;;;;;;;;;;;;;;;;;;25;;;0;5757;0;0;0;0;0;0;0;0;1;;12.8;11.6;1;1;0.8;0;0;;8;;;;;
CANCERO;2022;760780783;CLINIQUE TOUS VENTS LILLEBONNE;760000406;0;0;0;97;0;65;307;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;760780791;CLINIQUE LES ORMEAUX-VAUBAN LE HAVRE;760000414;1;0;1;6267;0;5459;3638;0;1;;;;5567;0;231;5300;613;0;0;0;;;;;;;;;;;;;;;;;;;;;;;21;;;0;5286;0;0;0;0;0;0;0;0;0;;13.2;6.29;0.8;1;;0;0;2;1;;;;;
CANCERO;2022;760780825;CLINIQUE DE L'ABBAYE FECAMP;760000430;0;0;0;183;0;103;306;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;760783035;HOPITAL-HAD DE BOIS-GUILLAUME;750721334;1;0;0;0;50;0;0;151;0;760000166;;;0;50;0;0;0;11;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;760783522;HOPITAL DE BOIS-GUILLAUME CHU ROUEN;760780239;1;0;0;7;0;4;21;0;1;;;;4;0;1;3;5;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;760805770;HOPITAL JACQUES MONOD CH LE HAVRE;760780726;1;0;0;7324;0;6439;6891;0;1;;;;6698;0;299;6166;752;0;14;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;760921809;CLINIQUE DE L'EUROPE ROUEN;760000273;0;0;0;519;0;135;1988;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;770000131;CH DE COULOMMIERS;770021145;1;0;0;1513;0;1382;1349;0;1;;;;1440;0;62;1327;151;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;770000149;CH SUD SEINE ET MARNE FONTAINEBLEAU;770021152;1;0;1;4587;0;4100;4706;0;1;;;;3949;0;76;3761;402;0;16;0;;;;;;;;;;;;;;;;;;;;;;30;28;;;871;4536;0;0;1;324;0;0;8276;0;3.55;;14.65;6.95;0.6;;4.59;4;0;;;;;;;
CANCERO;2022;770000156;CH DE MELUN SITE SANTEPOLE;770110054;1;0;1;2860;0;2754;1723;0;1;;;;2808;0;8;2731;342;0;1;0;;;;;;;;;;;;;;;;;;;;;;0;15;;;1;1447;0;0;0;0;0;0;1;0;2.3;2.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CANCERO;2022;770000164;CH SUD SEINE ET MARNE SITE MONTEREAU;770021152;1;0;0;1145;10;1088;680;455;1;;;;1108;10;5;1073;121;8;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;770000172;CH DE PROVINS LEON BINET;770110070;1;0;1;1876;0;1701;2223;0;0;940100027;;;1650;0;2;1611;195;0;0;0;;;;;;;;;;;;;;;;;;;;;;;2;;;0;1572;0;0;0;0;0;0;0;0;2.59;;0.63;0.5;0.44;;0.5;0;0;;;;;;;
CANCERO;2022;770000446;CH DE MEAUX SITE SAINT FARON;770021145;1;0;1;5138;0;4229;7813;0;1;;;;4698;0;408;4099;481;0;14;0;;;;;;;;;;;;;;;;;;;;;;;6;;;1;1850;0;0;0;0;0;0;1;0;1.78;;22.95;15.68;0.46;0.3;5.09;0;0;;;;;;;
CANCERO;2022;770003788;CTRE RADIOTHERAPIE SEINE ET MARNE ACT;770003739;0;1;0;76017;;17874;0;;;;;;;;;;;;;;2;;0;58143;17874;0;0;;1128;0;;0;3;13;2;7.5;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;770019032;GHEF MARNE LA VALLEE SITE JOSSIGNY;770021145;1;0;1;6166;0;5664;5040;0;1;;;;5429;0;3;5315;543;0;13;0;;;;;;;;;;;;;;;;;;;;;;18;15;8;1;726;5297;48;3;0;0;0;0;7333;598;;;22.35;18.63;1;0.06;3.68;0;0;;;;;;;
CANCERO;2022;770020477;HOP FORCILLES FONDATION COGNACQ JAY;750720468;1;1;1;20059;0;19768;2366;0;1;;;;3892;0;176;3690;501;0;0;0;;;;845;14231;943;0;0;784;0;0;3.8;3;12.6;3;4;1;;;;;;;;;805;3685;0;0;0;0;0;0;6812;0;;;;;;;;0;0;;;;;;;
CANCERO;2022;770020949;INSTITUT CANCEROLOGIE SEINE ET MARNE;770015030;0;1;0;29007;0;27745;0;0;;;;;;;;;;;;;3;0;0;1262;27745;0;0;0;1262;0;0;0;4;21;2;9;5;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;770021251;HAD NORD SEINE ET MARNE;440052041;1;0;0;0;6;0;0;103;0;770019032;;;0;6;0;0;0;4;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;770300010;HOPITAL PRIVE DE MARNE CHANTEREINE;770004299;1;0;1;2313;0;2095;1714;0;1;;;;2047;0;0;1995;229;0;0;0;;;;;;;;;;;;;;;;;;;;;;;4;;;0;2011;0;0;0;0;0;0;0;0;;;2.2;;0.4;;1.25;0;0;3;;;;;;
CANCERO;2022;770300135;CLINIQUE MEDICO CHIRURG LES FONTAINES;770000289;0;0;0;163;0;12;1236;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;770300143;CLINIQUE SAINT JEAN L ERMITAGE;770000362;1;0;0;6870;0;6281;2977;0;1;;;;6122;0;12;6076;576;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;770790707;CLINIQUE DE TOURNAN;770000719;0;0;0;142;0;58;555;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;770813400;CLINIQUE MEDICO CHIRURGICALE ST FARON;770001014;1;0;1;2159;0;1932;565;0;1;;;;1750;0;1;1744;195;0;0;0;;;;;;;;;;;;;;;;;;;;;;;13;;;0;1776;0;0;0;0;0;0;0;0;;;2;1;;;;0;0;5;;;;;;
CANCERO;2022;780000287;CH FRANCOIS QUESNAY MANTES;780110011;1;0;1;5956;0;5603;3205;0;1;;;;5605;0;38;5480;561;0;10;0;;;;;;;;;;;;;;;;;;;;;;17;15;;;438;6972;0;0;0;242;0;0;5094;0;3.11;0.39;15.03;8.75;0.6;0.24;10.08;0;0;;;;;;;
CANCERO;2022;780000295;CHI DE MEULAN LES MUREAUX;780002697;0;0;0;95;0;40;746;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;780000311;CHI POISSY ST GERMAIN SITE DE POISSY;780001236;1;0;1;5980;0;5324;5034;0;1;;;;5356;0;223;5170;678;0;7;0;;;;;;;;;;;;;;;;;;;;;;15;15;;;503;5648;0;0;0;2;0;0;3714;0;5.51;2.1;8.7;8.83;1;;12.16;0;0;;;;;;;
CANCERO;2022;780000329;CH DE RAMBOUILLET;780110052;1;0;1;2457;0;2333;1663;0;1;;;;2354;0;3;2307;279;0;0;0;;;;;;;;;;;;;;;;;;;;;;;6;;;0;2293;0;0;0;0;0;0;0;0;1.5;;3.3;2;;;;0;0;;;;;;;
CANCERO;2022;780000337;CHI POISSY ST GERMAIN SITE ST GERMAIN;780001236;1;1;0;23862;0;21890;0;0;1;;;;0;0;0;0;0;0;0;0;2;0;;877;21890;0;0;0;900;0;1;0;;;;18.08;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;780018727;CLINIQUE SAINT GERMAIN;780018719;0;0;0;387;0;203;629;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;780028676;CENTRE D'ONCOLOGIE 78;780028643;0;1;0;32843;;31374;0;;;;;;;;;;;;;;3;0;0;1469;31374;0;0;0;1021;0;0;3;4;15;1.5;7.5;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;780150066;HOPITAL LA PORTE VERTE;780808614;1;0;1;569;0;553;196;0;1;;;;569;0;2;553;87;0;0;0;;;;;;;;;;;;;;;;;;;;;;10;5;;;184;583;0;0;0;0;0;0;1851;0;1.82;1.35;3.96;7.56;0.08;0.13;3.78;0;0;;;;;;;
CANCERO;2022;780300125;CLINIQUE DE LA REGION MANTAISE;780000535;1;0;0;412;0;141;1887;0;1;;;;87;0;0;87;14;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;780300208;CLINIQUE SAINT LOUIS;780000576;0;0;0;201;0;114;382;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;780300323;HOPITAL PRIVE FRANCISCAINES;780003679;1;0;0;2023;0;1453;2422;0;1;;;;1317;0;52;1257;188;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;780300406;HOPITAL PRIVE DE PARLY II;780018032;0;0;0;1564;0;1450;475;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;780300414;CH PRIVE DE L EUROPE;780000675;1;0;1;4695;0;4328;2890;0;1;;;;4232;0;40;4158;488;0;0;0;;;;;;;;;;;;;;;;;;;;;;12;13;;;367;4078;0;0;0;0;0;0;2890;0;;;2;4;1;1;3;0;0;3;;;;;;
CANCERO;2022;780300422;HOPITAL PRIVE DE L OUEST PARISIEN;780002259;1;0;1;3706;0;3327;3284;0;1;;;;2964;0;2;2932;342;0;0;0;;;;;;;;;;;;;;;;;;;;;;0;11;0;0;0;2930;0;0;0;0;0;0;0;0;0;0;5.61;0;0;0;0.96;0;0;2;0;0;0;0;0;0
CANCERO;2022;780800256;CH DE VERSAILLES SITE ANDRE MIGNOT;780110078;1;0;1;9994;0;8557;14164;0;1;;;;9472;0;614;8471;1238;0;24;0;;;;;;;;;;;;;;;;;;;;;;20;20;;;778;7849;0;0;0;5;0;0;5968;0;6.18;;21.62;11.83;0.14;;2.07;0;0;;;;;;;
CANCERO;2022;790000087;CENTRE HOSPITALIER DE NIORT;790000012;1;1;1;32925;0;31666;10204;0;1;;;;13208;0;436;12460;1360;0;0;0;3;0;;973;17829;150;0;0;806;0;0;3.83;3.83;16.89;;;;;;;;16;23;;;579;8899;0;0;0;0;0;0;5203;0;3.61;;15.33;13.76;1.06;0.66;11.04;0;0;;;;;;;
CANCERO;2022;790009948;POLYCLINIQUE D'INKERMANN;790001242;1;0;0;635;0;356;1205;0;0;790000087;;;227;0;0;226;29;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;790019848;SITE HOSPITALIER FAYE L'ABBESSE;790006654;1;0;1;1411;0;1179;1520;0;1;;;;1088;0;0;1075;79;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;0;0;;;;;;;
CANCERO;2022;800000143;CH ABBEVILLE;800000028;1;0;0;3853;0;3525;3342;0;1;;;;3578;0;20;3493;382;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;800000226;CH DOULLENS;800000069;1;0;0;892;0;886;32;0;1;800006124;;;891;0;0;886;80;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;800000432;CH PÉRONNE;800000093;1;0;0;124;0;121;27;0;0;020000063;;;121;0;0;119;11;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;800002503;SA CLINIQUE SAINTE ISABELLE;800001141;0;0;0;406;0;170;716;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;800006124;CHU AMIENS SUD;800000044;1;1;1;42497;0;38719;31608;0;1;;;;20016;0;756;18493;2167;0;80;0;3;0;4;1246;17429;379;0;91;1245;67;2;4.13;2;19.73;;6.99;;;;;;39;56;;;1544;23000;;;392;1786;;;10567;;3.82;8.86;71.25;38.63;;;22.41;1471;;;;;;;;
CANCERO;2022;800009466;POLYCLINIQUE DE PICARDIE;800002982;0;0;0;464;0;126;2113;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;800009920;CLINIQUE VICTOR PAUCHET DE BUTLER;800003071;0;0;1;1263;0;232;4929;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;;0;0;446;0;0;0;0;0;0;4929;;;10.71;4.64;;;;0;0;5;;;;;;
CANCERO;2022;800010639;CTRE TRAITEMENT HAUTES ENERGIES;800010621;0;1;0;16926;;16926;;;;;;;;;;;;;;;2;0;;;16926;;;;1004;;;1;4.3;14;3;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;800013179;CLINIQUE DE L'EUROPE;800013138;1;0;1;11688;0;11556;837;0;1;;;;11685;0;72;11556;1272;0;0;0;;;;;;;;;;;;;;;;;;;;;;;9;;;0;11381;0;0;0;3;0;0;0;0;;;5.44;;0.39;0.49;0.85;0;0;5;;;;;;
CANCERO;2022;810000224;CL CLAUDE BERNARD;810000471;1;1;1;5869;0;5511;4022;0;1;;;;5529;0;9;5478;650;0;0;0;2;1;2;0;0;1;0;11;1;11;0;0;;;;;5;;;;;;1;;;0;5526;0;0;0;0;0;0;0;0;0;15;6.5;7.9;1.3;1.3;;0;0;2;;0;0;0;0;
CANCERO;2022;810000505;CH ALBI;810000331;1;0;1;8085;98;7739;3221;800;1;;;;7850;98;64;7590;727;17;1;0;;;;;;;;;;;;;;;;;;;;;;;8;;;0;8317;0;0;0;3;0;0;0;0;1.83;0.05;7.49;1.52;0.47;;3.05;0;0;;;;;;;
CANCERO;2022;810000521;CHIC CASTRES MAZAMET SITE AUTAN;810000380;1;0;1;3885;0;3461;5372;0;1;;;;3173;0;54;3032;343;0;3;0;;;;;;;;;;;;;;;;;;;;;;17;10;;;324;3102;0;0;1;35;0;0;3860;0;4.04;;1.54;2.68;;;;2;0;;;;;;;
CANCERO;2022;810101170;CL TOULOUSE LAUTREC;810101162;1;0;0;1142;0;629;2152;0;0;810000224;;;472;0;0;472;68;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;810101444;POLYCL DU SIDOBRE;810000992;1;0;1;406;0;238;1306;0;1;;;;161;0;0;161;40;0;0;0;;;;;;;;;;;;;;;;;;;;;;;5;;;0;86;0;0;0;0;0;0;0;0;1.2;8;1;;0.5;0.5;;0;0;1;8;1;;1;1;
CANCERO;2022;820000032;CH MONTAUBAN;820000016;1;0;0;4761;104;4381;3111;313;1;;;;4668;104;167;4322;520;21;7;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;820000040;CL CROIX ST MICHEL;820000081;0;0;0;222;0;134;453;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;820000057;CL PONT DE CHAUME;820000131;1;0;1;6174;0;5321;5989;0;1;;;;5390;0;114;5222;757;0;0;0;;;;;;;;;;;;;;;;;;;;;;14;12;;;424;5094;;0;0;0;0;0;3895;0;;;10.74;7.75;0.1;0.1;21.43;0;0;2;21;;;;;
CANCERO;2022;820000065;CL DU DR HONORE CAVE;820000156;0;0;0;237;0;203;72;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;820000883;CHI CASTELSARRASIN MOISSAC SITE MOISSA;820004950;1;0;0;0;46;0;0;149;0;820000032;;;0;46;0;0;0;10;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;820007102;GROUPE ONCORAD PONT DE CHAUME;310797519;0;1;0;22077;;20143;0;;;;;;;;;;;;;;2;;0;1934;20143;;0;;891;;;2.7;3.8;12.55;3.6;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;830000279;CH JEAN MARCEL DE BRIGNOLES;830100517;1;0;0;937;0;913;266;0;0;830100616;;;565;0;0;564;67;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;830000287;CH LA DRACENIE DE DRAGUIGNAN;830100525;1;1;1;3521;0;3207;2529;0;1;830000311;;;3270;0;123;3082;365;0;0;0;;;;0;0;0;0;0;0;0;0;;;;;;;;;;;16;10;;;531;4835;0;0;0;0;0;0;3872;0;1.75;0.94;11.44;9.42;0.29;0.4;21.55;0;0;;;;;;;
CANCERO;2022;830000295;CH DE HYERES MARIE JOSEE TREFFOT;830100533;0;0;0;50;0;26;131;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;830000311;CHI DE FREJUS SAINT RAPHAEL;830100566;1;0;1;7307;0;6855;4697;0;1;;;;7030;0;156;6746;784;0;0;0;;;;;;;;;;;;;;;;;;;;;;14;15;;;558;7727;0;0;0;2;0;0;4878;0;2.2;2.24;17.98;8.71;1;;8.09;0;0;0;0;;;;;
CANCERO;2022;830000337;CENTRE HOSPITALIER DE SAINT TROPEZ;830100590;1;0;0;968;0;953;185;0;0;830000311;;;968;0;7;980;95;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;830000345;CHITS CH SAINTE MUSSE;830100616;1;0;1;11242;0;9772;11471;0;1;;;;10281;0;483;9552;1230;0;0;0;;;;;;;;;;;;;;;;;;;;;;31;19;;;1412;10452;0;0;1;0;0;0;8886;0;3.38;;31.09;14.49;1.03;;12.62;1;0;;;;;;;
CANCERO;2022;830019600;HAD CAP DOMICILE;830000063;1;0;0;0;56;0;0;910;1;;;;0;56;0;0;0;26;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;830100103;HOP PRIVE TOULON HYERES STE MARGUERITE;830000022;1;0;1;5023;0;4534;3640;0;1;;;;4246;0;3;4124;486;0;0;0;;;;;;;;;;;;;;;;;;;;;;;30;;;0;3947;0;0;0;0;0;0;0;0;3;1;5;2;1;0.25;5;0;0;;;;;;;
CANCERO;2022;830100251;CLINIQUE DU CAP D'OR;830000063;1;0;1;3133;0;2823;1702;0;1;;;;2496;0;9;2449;303;0;0;0;;;;;;;;;;;;;;;;;;;;;;18;21;;;291;2454;0;0;0;0;0;0;2698;0;;0.9;6;5;1;1;1;0;0;2;;;;;;
CANCERO;2022;830100319;POLYCLINIQUE LES FLEURS GROUPE ELSAN;830020855;1;0;0;362;0;100;1930;0;0;830100251;;;1;0;0;1;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;830100327;CLINIQUE LES LAURIERS;830000105;1;0;0;494;0;258;733;0;0;830000311;;;112;0;0;113;17;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;830100392;POLYCLINIQUE NOTRE DAME;830000154;1;0;0;470;15;190;1191;730;0;830100251;;;150;15;0;150;35;10;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;830100418;CLINIQUE NOTRE DAME DE LA MERCI;830000170;0;0;0;225;0;152;161;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;830100434;HOPITAL PRIVE TOULON HYERES SAINT JEAN;830000196;1;0;1;6644;0;5709;5090;0;0;830100103;;;5365;0;3;5177;527;0;0;0;;;;;;;;;;;;;;;;;;;;;;;25;;;0;5111;0;0;0;0;0;0;0;0;3.8;0.5;7;2;1;1;4;0;0;0;0;;;;;
CANCERO;2022;830100459;CLINIQUE SAINT MICHEL;830000212;1;0;0;738;0;548;674;0;0;830100251;;;124;0;0;123;18;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;830100574;HIA SAINTE ANNE;750821092;1;0;1;11153;0;9631;8666;0;1;830000345;;;10325;0;611;9443;1164;0;0;0;;;;;;;;;;;;;;;;;;;;;;14;30;;;448;11475;0;0;0;6;0;0;3526;0;4;8.5;20;20;2;0.5;0;0;0;;;;;;;
CANCERO;2022;830100582;CENTRE DE RADIOTHERAPIE SAINT LOUIS;750721334;0;1;0;43190;0;41182;0;0;;;;;;;;;;;;;4;;0;2008;41182;0;0;0;2033;0;0;8.44;5;25.08;5;17.31;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;830100608;CHITS CH GEORGE SAND;830100616;1;0;0;24;0;23;21;0;1;;;;23;0;0;20;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;830200523;POLYCLINIQUE MUTUALISTE MALARTIC;830210084;1;0;0;471;0;339;617;0;0;130784127;;;38;0;0;41;8;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;840000285;POLYCLINIQUE URBAIN V;840000608;0;0;0;1127;0;552;1606;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;840000343;CENTRE HOSPITALIER DU PAYS D'APT;840000012;1;0;0;737;0;715;218;0;0;840000350;;;737;0;5;714;100;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;840000350;INSTITUT SAINTE CATHERINE;840000657;1;1;1;74006;0;72060;12505;0;1;;;;22703;0;1693;20890;2565;0;0;0;7;;1;2639;48347;465;80;0;2645;28;0;0;9.38;38.71;3.85;10.76;9;0;0;0;0;108;54;0;0;2839;23265;0;0;0;0;0;0;20090;0;10.04;;80.71;63.71;3.79;2;0;0;0;0;;0;0;1;0;2
CANCERO;2022;840000400;SYNERGIA LUBERON;840000673;0;0;0;208;0;150;184;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;840000418;CHI DE CAVAILLON LAURIS;840004659;1;0;0;608;0;602;46;0;0;840000350;;;588;0;0;588;51;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;840000467;ELSAN CLINIQUE D'ORANGE;840003651;0;0;0;246;0;72;854;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;840000483;CH LOUIS GIORGI D'ORANGE;840000087;1;0;0;450;0;392;712;0;0;840000186;;;382;0;0;377;69;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;840000525;CH VAISON LA ROMAINE;840000111;1;0;0;108;;108;108;;0;840001861;;;108;0;0;108;7;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;840001861;CH D'AVIGNON HENRI DUFFAUT;840006597;1;0;1;8880;0;7587;12573;0;1;;;;8052;0;381;7515;1025;0;2;0;;;;;;;;;;;;;;;;;;;;;;49;21;;;1486;9634;0;0;0;3;0;0;13713;0;3.79;4.43;38.07;20.46;0.95;1.4;19.53;0;0;;;;;;;
CANCERO;2022;840011340;HADAR;840003164;1;0;0;0;126;0;0;524;0;840001861;;;0;126;0;0;0;42;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;840013312;CLINIQUE RHONE DURANCE;840003685;1;0;0;984;0;318;2468;0;0;840000350;;;293;0;0;293;50;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
