BOR;AN;FI;RS;FI_EJ;PERSO;EFFSALPLH;EFFSALPLF;EFFSALPAH;EFFSALPAF;EFFLIBPLH;EFFLIBPLF;EFFLIBPAH;EFFLIBPAF;ETPSALH;ETPSALF;ETP_PU;ETP_PH;ETP_AS;ETP_HU;ETP_AT;ETP_AU;EFFSAL;ETPSAL;EFFLIB
Q20;2022;740780424;;740000120;M9999;;1;2;7;45;17;22;15;1.37;4.35;;;;;;;10;5.72;99
Q20;2022;740780986;CLINIQUE DU CHATEAU DE BON ATTRAIT;920033180;M1010;0;0;1;3;;;;;1.25;1.87;;;;;;;4;3.12;
Q20;2022;740780986;CLINIQUE DU CHATEAU DE BON ATTRAIT;920033180;M1180;;1;;;;;;;;1;;;;;;;1;1;
Q20;2022;740780986;CLINIQUE DU CHATEAU DE BON ATTRAIT;920033180;M1200;;;;;;;;1;;;;;;;;;;;1
Q20;2022;740780986;CLINIQUE DU CHATEAU DE BON ATTRAIT;920033180;M1320;1;0;0;2;;;;;1;2.4;;;;;;;3;3.4;
Q20;2022;740780986;CLINIQUE DU CHATEAU DE BON ATTRAIT;920033180;M3050;0;2;0;0;;;;;0.02;1.01;;;;;;;2;1.03;
Q20;2022;740780986;;920033180;M9999;1;3;1;5;;;;1;2.27;6.28;;;;;;;10;8.55;1
Q20;2022;740781026;CLINIQUE NOUVELLE DES VALLEES;740000211;M1010;1;;;;;;;;1.12;;;;;;;;1;1.12;
Q20;2022;740781026;CLINIQUE NOUVELLE DES VALLEES;740000211;M3020;2;;1;1;5;;0;;1.71;1.66;;;;;;;4;3.37;5
Q20;2022;740781026;CLINIQUE NOUVELLE DES VALLEES;740000211;M3050;;1;;;;;;;;1;;;;;;;1;1;
Q20;2022;740781026;;740000211;M9999;3;1;1;1;5;;0;;2.83;2.66;;;;;;;6;5.49;5
Q20;2022;740781034;CLINIQUE REGINA;920030905;M1010;;1;;;;;;;;0.4;;;;;;;1;0.4;
Q20;2022;740781034;CLINIQUE REGINA;920030905;M3020;3;1;0;1;;;;;3;0.35;;;;;;;5;3.35;
Q20;2022;740781034;CLINIQUE REGINA;920030905;M3050;0;0;0;0;;;;;0;0.25;;;;;;;0;0.25;
Q20;2022;740781034;;920030905;M9999;3;2;0;1;;;;;3;1;;;;;;;6;4;
Q20;2022;740781141;CH ALPES LEMAN;740790258;M1010;3;0;8;10;;;;;5.09;6.4;;4.65;;;5.11;1.73;21;11.49;
Q20;2022;740781141;CH ALPES LEMAN;740790258;M1030;8;6;5;12;;;;;8.15;13.39;;17.46;0.93;;1.73;1.42;31;21.54;
Q20;2022;740781141;CH ALPES LEMAN;740790258;M1031;2;;;;;;;;1.55;;;1;;;;0.55;2;1.55;
Q20;2022;740781141;CH ALPES LEMAN;740790258;M1040;2;;4;1;;;;;4.25;1.62;;3.13;;;1.74;1;7;5.87;
Q20;2022;740781141;CH ALPES LEMAN;740790258;M1050;;;;4;;;;;;0.44;;;;;0.29;0.15;4;0.44;
Q20;2022;740781141;CH ALPES LEMAN;740790258;M1070;1;2;;;;;;;1;1.88;;2.47;;;0.41;;3;2.88;
Q20;2022;740781141;CH ALPES LEMAN;740790258;M1090;2;;;2;;;;;2;1.52;;3;;;0.42;0.1;4;3.52;
Q20;2022;740781141;CH ALPES LEMAN;740790258;M1100;;;;4;;;;;0.16;3.05;;3.05;;;;0.16;4;3.21;
Q20;2022;740781141;CH ALPES LEMAN;740790258;M1110;;;4;3;;;;;1.76;1.56;;2.17;;;0.9;0.25;7;3.32;
Q20;2022;740781141;CH ALPES LEMAN;740790258;M1120;1;;0;4;;;;;2.3;1.52;;3.01;;;0.69;0.12;5;3.82;
Q20;2022;740781141;CH ALPES LEMAN;740790258;M1130;1;1;;;;;;;1;1;;;0.75;;0.41;0.84;2;2;
Q20;2022;740781141;CH ALPES LEMAN;740790258;M1140;1;1;3;9;;;;;3.3;4.82;;5.35;;;2;0.77;14;8.12;
Q20;2022;740781141;CH ALPES LEMAN;740790258;M1150;3;1;2;;;;;;3.16;2.2;;4.58;;;0.73;0.05;6;5.36;
Q20;2022;740781141;CH ALPES LEMAN;740790258;M1160;1;;;2;;;4;;1.8;2.2;;2.26;1.24;;0.16;0.34;3;4;4
Q20;2022;740781141;CH ALPES LEMAN;740790258;M1190;;1;2;2;;;;;0.16;1.55;;1;;;0.56;0.15;5;1.71;
Q20;2022;740781141;CH ALPES LEMAN;740790258;M1200;2;1;3;3;;;;;4.1;2.93;;5.85;;;0.99;0.19;9;7.03;
Q20;2022;740781141;CH ALPES LEMAN;740790258;M1210;2;1;;;;;;;2;1;;3;;;;;3;3;
Q20;2022;740781141;CH ALPES LEMAN;740790258;M1320;3;;2;2;;;;;2.63;0.87;;2.49;;;0.97;0.04;7;3.5;
Q20;2022;740781141;CH ALPES LEMAN;740790258;M1330;;;;3;;;;;;1.94;;;;;1.36;0.58;3;1.94;
Q20;2022;740781141;CH ALPES LEMAN;740790258;M1340;8;4;5;8;;;;;10.73;6.85;;14.32;;;2.41;0.85;25;17.58;
Q20;2022;740781141;CH ALPES LEMAN;740790258;M2010;;;;;;;;;0.91;;;0.91;;;;;;0.91;
Q20;2022;740781141;CH ALPES LEMAN;740790258;M2030;4;1;;;;;;;4.49;0.75;;4.49;;;0.25;0.5;5;5.24;
Q20;2022;740781141;CH ALPES LEMAN;740790258;M2040;1;;;;;;;;1;;;1;;;;;1;1;
Q20;2022;740781141;CH ALPES LEMAN;740790258;M2050;;5;1;6;;;;;;7.26;;3.76;2.9;;0.51;0.09;12;7.26;
Q20;2022;740781141;CH ALPES LEMAN;740790258;M2070;1;1;;1;;;;;0.98;1.9;;2.5;;;0.38;;3;2.88;
Q20;2022;740781141;CH ALPES LEMAN;740790258;M2100;2;1;1;1;;;;;2.27;1.03;;2.25;;;0.35;0.7;5;3.3;
Q20;2022;740781141;CH ALPES LEMAN;740790258;M2120;4;;;;;;1;;4.18;;;3.98;;;0.2;;4;4.18;1
Q20;2022;740781141;CH ALPES LEMAN;740790258;M2130;2;1;;;;;;;2.25;1.2;;2.84;;;0.61;;3;3.45;
Q20;2022;740781141;CH ALPES LEMAN;740790258;M3011;1;3;1;;;;;;1;3;;4;;;;;5;4;
Q20;2022;740781141;CH ALPES LEMAN;740790258;M3030;;2;;1;;;;;0.11;0.03;;;;;0.11;0.03;3;0.14;
Q20;2022;740781141;CH ALPES LEMAN;740790258;M3040;1;;;1;;;;;1;0.25;;1;;;0.25;;2;1.25;
Q20;2022;740781141;CH ALPES LEMAN;740790258;M3050;;3;1;5;;;;;0.88;6.3;;5.72;1.04;;0.35;0.07;9;7.18;
Q20;2022;740781141;;740790258;M9999;56;35;42;84;;;5;;74.21;78.46;;111.24;6.86;;23.89;10.68;217;152.67;5
Q20;2022;740781166;HOPITAUX DU MONT BLANC SITE CHAMONIX;740001839;M1010;1;;1;;;;;;0.85;0.91;;0.43;;;1.08;0.25;2;1.76;
Q20;2022;740781166;HOPITAUX DU MONT BLANC SITE CHAMONIX;740001839;M1320;;;;1;;;;;0.13;0.15;;;;;0.13;0.15;1;0.28;
Q20;2022;740781166;HOPITAUX DU MONT BLANC SITE CHAMONIX;740001839;M1340;;;;;;;;;0.81;0.46;;0.83;;;0.16;0.28;;1.27;
Q20;2022;740781166;;740001839;M9999;1;;1;1;;;;;1.79;1.52;;1.26;;;1.37;0.68;3;3.31;
Q20;2022;740781224;HOPITAUX DU MONT BLANC SITE SALLANCHES;740001839;M1010;;4;1;5;;;;;1.7;8.42;;4;;;2.49;3.63;10;10.12;
Q20;2022;740781224;HOPITAUX DU MONT BLANC SITE SALLANCHES;740001839;M1030;1;4;6;3;;;;;4.72;6.05;;4.83;;;3;2.94;14;10.77;
Q20;2022;740781224;HOPITAUX DU MONT BLANC SITE SALLANCHES;740001839;M1040;2;1;2;;;;1;;2.67;0.17;;1.54;;;1.16;0.14;5;2.84;1
Q20;2022;740781224;HOPITAUX DU MONT BLANC SITE SALLANCHES;740001839;M1070;;;;2;;;;;;1;;0.9;;;0.03;0.07;2;1;
Q20;2022;740781224;HOPITAUX DU MONT BLANC SITE SALLANCHES;740001839;M1090;1;3;;1;;;1;1;1.03;2.58;;1.67;;;1.91;0.03;5;3.61;2
Q20;2022;740781224;HOPITAUX DU MONT BLANC SITE SALLANCHES;740001839;M1100;1;2;;2;;;;;0.23;2.97;;2.58;;;0.1;0.52;5;3.2;
Q20;2022;740781224;HOPITAUX DU MONT BLANC SITE SALLANCHES;740001839;M1120;;;;1;;;;;;0.4;;;;;0.4;;1;0.4;
Q20;2022;740781224;HOPITAUX DU MONT BLANC SITE SALLANCHES;740001839;M1140;;5;;1;;;1;;;5.15;;4;;;0.74;0.41;6;5.15;1
Q20;2022;740781224;HOPITAUX DU MONT BLANC SITE SALLANCHES;740001839;M1160;3;1;;2;;;;;2.17;1.91;;3;;;0.48;0.6;6;4.08;
Q20;2022;740781224;HOPITAUX DU MONT BLANC SITE SALLANCHES;740001839;M1200;;;;1;;;;;;0.75;;0.75;;;;;1;0.75;
Q20;2022;740781224;HOPITAUX DU MONT BLANC SITE SALLANCHES;740001839;M1320;1;4;;1;;;;;1;4.3;;5.24;;;;0.06;6;5.3;
Q20;2022;740781224;HOPITAUX DU MONT BLANC SITE SALLANCHES;740001839;M1340;11;6;9;8;;;;;15.45;10.46;;13.95;3.01;;3.03;5.92;34;25.91;
Q20;2022;740781224;HOPITAUX DU MONT BLANC SITE SALLANCHES;740001839;M2010;2;;;;;;;;1.54;;;;;;0.26;1.28;2;1.54;
Q20;2022;740781224;HOPITAUX DU MONT BLANC SITE SALLANCHES;740001839;M2030;4;1;;;;;;1;3.82;1;;3.3;;;0.48;1.04;5;4.82;1
Q20;2022;740781224;HOPITAUX DU MONT BLANC SITE SALLANCHES;740001839;M2050;2;4;;4;;;;;2;6.38;;5.01;;;1.73;1.64;10;8.38;
Q20;2022;740781224;HOPITAUX DU MONT BLANC SITE SALLANCHES;740001839;M2070;;1;;;;;1;1;0.01;2.03;;0.93;0.8;;0.3;0.01;1;2.04;2
Q20;2022;740781224;HOPITAUX DU MONT BLANC SITE SALLANCHES;740001839;M2080;;;;;;;;;0.61;;;;;;0.13;0.48;;0.61;
Q20;2022;740781224;HOPITAUX DU MONT BLANC SITE SALLANCHES;740001839;M2100;2;;;;;;;;2;;;2;;;;;2;2;
Q20;2022;740781224;HOPITAUX DU MONT BLANC SITE SALLANCHES;740001839;M2120;1;;;;;;;;1.16;;;1;;;0.1;0.06;1;1.16;
Q20;2022;740781224;HOPITAUX DU MONT BLANC SITE SALLANCHES;740001839;M2130;;;;;;;;1;;;;;;;;;;;1
Q20;2022;740781224;HOPITAUX DU MONT BLANC SITE SALLANCHES;740001839;M3011;;;1;2;;;;;1.23;1.7;;2.6;;;0.25;0.08;3;2.93;
Q20;2022;740781224;HOPITAUX DU MONT BLANC SITE SALLANCHES;740001839;M3030;;;;;;;;1;;;;;;;;;;;1
Q20;2022;740781224;HOPITAUX DU MONT BLANC SITE SALLANCHES;740001839;M3040;;2;;;;;;;;1.07;;1;;;;0.07;2;1.07;
Q20;2022;740781224;HOPITAUX DU MONT BLANC SITE SALLANCHES;740001839;M3050;;2;;4;;;;;;5.4;;4.18;;;0.4;0.82;6;5.4;
Q20;2022;740781224;;740001839;M9999;31;40;19;37;;;4;5;41.34;61.74;;62.48;3.81;;16.99;19.8;127;103.08;9
Q20;2022;740788070;USLD LA LUMIERE DU LAC THONON;740790381;M1100;;0;;;;;;;;0.25;;;;;0.25;;0;0.25;
Q20;2022;740788070;;740790381;M9999;;0;;;;;;;;0.25;;;;;0.25;;0;0.25;
Q20;2022;740788617;CENTRE DE DIALYSE SFDTM DU MONT BLANC;920035979;M1110;;;;;;;5;3;;;;;;;;;;;8
Q20;2022;740788617;CENTRE DE DIALYSE SFDTM DU MONT BLANC;920035979;M3050;;;1;;;;;;0.8;;;;;;;;1;0.8;
Q20;2022;740788617;;920035979;M9999;;;1;;;;5;3;0.8;;;;;;;;1;0.8;8
Q20;2022;740789532;LONG SEJOUR RUMILLY;740781208;M1010;;;1;;;;;;0.6;;;0.6;;;;;1;0.6;
Q20;2022;740789532;;740781208;M9999;;;1;;;;;;0.6;;;0.6;;;;;1;0.6;
Q20;2022;740789649;AURAL UNITE DIALYSE AMBILLY;690796552;M1110;;;1;1;;;;;0.1;0.05;;;;;;;2;0.15;
Q20;2022;740789649;;690796552;M9999;;;1;1;;;;;0.1;0.05;;;;;;;2;0.15;
Q20;2022;740789821;AURAL UNITE DIALYSE METZ TESSY;690796552;M1110;;;2;3;;;;;0.22;0.34;;;;;;;5;0.56;
Q20;2022;740789821;;690796552;M9999;;;2;3;;;;;0.22;0.34;;;;;;;5;0.56;
Q20;2022;750000184;UNITE DE DIALYSE AURA SITE PELLEPORT;940026677;M1110;;;2;;;;;;0.72;0.02;;;;;;;2;0.74;
Q20;2022;750000184;UNITE DE DIALYSE AURA SITE PELLEPORT;940026677;M3050;;;;;;;;;;0.11;;;;;;;;0.11;
Q20;2022;750000184;;940026677;M9999;;;2;;;;;;0.72;0.13;;;;;;;2;0.85;
Q20;2022;750000481;CHNO DES QUINZE VINGTS PARIS;750110025;M1010;;2;;;;;;;;1.53;0.5;;0.17;;0.86;;2;1.53;
Q20;2022;750000481;CHNO DES QUINZE VINGTS PARIS;750110025;M1020;;;1;;;;;;0.5;;;;;;0.5;;1;0.5;
Q20;2022;750000481;CHNO DES QUINZE VINGTS PARIS;750110025;M1030;2;7;7;;;;;;4.7;7.15;;5.5;;;5.85;0.5;16;11.85;
Q20;2022;750000481;CHNO DES QUINZE VINGTS PARIS;750110025;M1040;;1;1;;;;;;0.93;0.5;;1.23;;;0.2;;2;1.43;
Q20;2022;750000481;CHNO DES QUINZE VINGTS PARIS;750110025;M1070;;1;;1;;;;;;1.5;;1.5;;;;;2;1.5;
Q20;2022;750000481;CHNO DES QUINZE VINGTS PARIS;750110025;M1100;1;2;;;;;;;1;2;;2;;;1;;3;3;
Q20;2022;750000481;CHNO DES QUINZE VINGTS PARIS;750110025;M1120;;;;1;;;;;;0.5;;0.5;;;;;1;0.5;
Q20;2022;750000481;CHNO DES QUINZE VINGTS PARIS;750110025;M1160;2;4;;;;;;;1.83;2.32;0.17;3.66;;;0.25;0.07;6;4.15;
Q20;2022;750000481;CHNO DES QUINZE VINGTS PARIS;750110025;M2070;24;18;38;42;;;;;31.06;28.04;3.99;20.9;18.94;1.5;12.64;1.13;122;59.1;
Q20;2022;750000481;CHNO DES QUINZE VINGTS PARIS;750110025;M3011;1;0;2;2;;;;;1.62;0.43;;1;;;1.03;0.02;5;2.05;
Q20;2022;750000481;CHNO DES QUINZE VINGTS PARIS;750110025;M3012;;1;2;4;;;;;0.23;1.76;;1;;;0.5;0.49;7;1.99;
Q20;2022;750000481;CHNO DES QUINZE VINGTS PARIS;750110025;M3020;;;1;;;;;;0.2;;;;;;0.17;0.03;1;0.2;
Q20;2022;750000481;CHNO DES QUINZE VINGTS PARIS;750110025;M3040;1;1;;;;;;;0.53;1;;1;;;0.03;0.5;2;1.53;
Q20;2022;750000481;CHNO DES QUINZE VINGTS PARIS;750110025;M3050;1;4;;;;;;;0.84;5.3;;3.33;;;2.81;;5;6.14;
Q20;2022;750000481;;750110025;M9999;32;41;52;50;;;;;43.44;52.03;4.66;41.62;19.11;1.5;25.84;2.74;175;95.47;
Q20;2022;750000499;CH SAINTE ANNE;750062036;M1010;12;14;1;4;;;;;9.2;9.55;;9.1;0.5;0.1;6.8;2.25;31;18.75;
Q20;2022;750000499;CH SAINTE ANNE;750062036;M1020;;1;2;;;;;;1.2;1;0.5;1.7;;;;;3;2.2;
Q20;2022;750000499;CH SAINTE ANNE;750062036;M1030;5;5;2;1;;;;;5;4.8;1;6.5;;0.5;1.3;0.5;13;9.8;
Q20;2022;750000499;CH SAINTE ANNE;750062036;M1050;;;;1;;;;;;1;;;;;1;;1;1;
Q20;2022;750000499;CH SAINTE ANNE;750062036;M1070;;;;1;;;;;;0.4;;;;;0.4;;1;0.4;
Q20;2022;750000499;CH SAINTE ANNE;750062036;M1120;7;17;3;5;;;;;5.85;15.8;2.5;10.5;2;3;1.75;1.9;32;21.65;
Q20;2022;750000499;CH SAINTE ANNE;750062036;M1140;;;;1;;;;;;0.5;;0.5;;;;;1;0.5;
Q20;2022;750000499;CH SAINTE ANNE;750062036;M1160;4;7;6;3;;;;;7.1;7.2;1;4.4;2;3;1.6;2.3;20;14.3;
Q20;2022;750000499;CH SAINTE ANNE;750062036;M1180;;3;;;;;;;;3;2;;1;;;;3;3;
Q20;2022;750000499;CH SAINTE ANNE;750062036;M1200;1;;;1;;;;;;;;;;;;;2;;
Q20;2022;750000499;CH SAINTE ANNE;750062036;M1320;;1;;;;;;;;0.2;;;;;;0.2;1;0.2;
Q20;2022;750000499;CH SAINTE ANNE;750062036;M2010;1;;;;;;;;0.5;;;;;0.5;;;1;0.5;
Q20;2022;750000499;CH SAINTE ANNE;750062036;M2020;6;6;2;1;;;;;2.2;2.8;;0.6;1;;2;1.4;15;5;
Q20;2022;750000499;CH SAINTE ANNE;750062036;M2060;5;1;2;;;;;;5;1;1;1;2;0.5;;1.5;8;6;
Q20;2022;750000499;CH SAINTE ANNE;750062036;M2070;1;;1;1;;;;;0.6;0.3;;;0.5;;0.4;;3;0.9;
Q20;2022;750000499;CH SAINTE ANNE;750062036;M3011;1;1;1;1;;;;;3;3;1;2;;;2;1;4;6;
Q20;2022;750000499;CH SAINTE ANNE;750062036;M3020;110;185;58;67;;;;;129.3;215.7;6.1;225.1;41;5;22.4;45.4;420;345;
Q20;2022;750000499;CH SAINTE ANNE;750062036;M3040;1;3;;;;;;;1;3;;3;;;;1;4;4;
Q20;2022;750000499;CH SAINTE ANNE;750062036;M3050;4;7;2;4;;;;;4.8;9.7;0.5;9.9;;;2.5;1.6;17;14.5;
Q20;2022;750000499;CH SAINTE ANNE;750062036;M3060;1;;;;;;;1;;;;;;;;;1;;1
Q20;2022;750000499;;750062036;M9999;159;251;80;91;;;;1;174.75;278.95;15.6;274.3;50;12.6;42.15;59.05;581;453.7;1
Q20;2022;750000507;HOPITAL SAINTE MARIE PARIS;750058844;M1010;1;1;4;7;;;;;1.22;1.32;;;;;;;13;2.54;
Q20;2022;750000507;HOPITAL SAINTE MARIE PARIS;750058844;M1180;5;1;;1;;;;;4.24;2.48;;;;;;;7;6.72;
Q20;2022;750000507;HOPITAL SAINTE MARIE PARIS;750058844;M1200;;;;1;;;;;;0.11;;;;;;;1;0.11;
Q20;2022;750000507;HOPITAL SAINTE MARIE PARIS;750058844;M1320;;4;;;;;;;;4;;;;;;;4;4;
Q20;2022;750000507;HOPITAL SAINTE MARIE PARIS;750058844;M3040;;;1;;;;;;0.25;;;;;;;;1;0.25;
Q20;2022;750000507;HOPITAL SAINTE MARIE PARIS;750058844;M3050;;1;;2;;;;;;1.74;;;;;;;3;1.74;
Q20;2022;750000507;;750058844;M9999;6;7;5;11;;;;;5.71;9.65;;;;;;;29;15.36;
Q20;2022;750000523;GH PARIS SITE SAINT JOSEPH;750150120;M1010;4;3;5;8;0;0;0;0;6.58;5.41;;;;;;;20;11.99;0
Q20;2022;750000523;GH PARIS SITE SAINT JOSEPH;750150120;M1020;4;2;1;4;0;0;0;0;4.48;3.04;;;;;;;11;7.52;0
Q20;2022;750000523;GH PARIS SITE SAINT JOSEPH;750150120;M1030;22;21;5;2;0;0;0;0;24.72;23.06;;;;;;;50;47.78;0
Q20;2022;750000523;GH PARIS SITE SAINT JOSEPH;750150120;M1040;6;10;20;17;0;0;11;10;12.12;15.98;;;;;;;53;28.1;21
Q20;2022;750000523;GH PARIS SITE SAINT JOSEPH;750150120;M1050;0;1;0;4;0;0;0;0;0;2.75;;;;;;;5;2.75;0
Q20;2022;750000523;GH PARIS SITE SAINT JOSEPH;750150120;M1070;1;4;0;5;0;0;0;0;1;5.65;;;;;;;10;6.65;0
Q20;2022;750000523;GH PARIS SITE SAINT JOSEPH;750150120;M1090;1;5;5;3;0;0;0;0;3.55;6.13;;;;;;;14;9.68;0
Q20;2022;750000523;GH PARIS SITE SAINT JOSEPH;750150120;M1100;4;2;1;1;0;0;0;0;4.71;4.01;;;;;;;8;8.72;0
Q20;2022;750000523;GH PARIS SITE SAINT JOSEPH;750150120;M1120;3;1;3;7;0;0;0;0;5.17;5.03;;;;;;;14;10.2;0
Q20;2022;750000523;GH PARIS SITE SAINT JOSEPH;750150120;M1130;3;5;2;1;0;0;0;0;5.48;5.23;;;;;;;11;10.71;0
Q20;2022;750000523;GH PARIS SITE SAINT JOSEPH;750150120;M1140;1;8;0;1;0;0;0;0;1;8.04;;;;;;;10;9.04;0
Q20;2022;750000523;GH PARIS SITE SAINT JOSEPH;750150120;M1150;6;5;3;7;0;0;0;0;7.49;5.65;;;;;;;21;13.14;0
Q20;2022;750000523;GH PARIS SITE SAINT JOSEPH;750150120;M1160;8;5;14;14;0;0;0;0;13.55;14.25;;;;;;;41;27.8;0
Q20;2022;750000523;GH PARIS SITE SAINT JOSEPH;750150120;M1180;0;0;0;0;0;0;7;3;0;0;;;;;;;0;0;10
Q20;2022;750000523;GH PARIS SITE SAINT JOSEPH;750150120;M1190;3;2;5;1;0;0;0;0;3.87;2.58;;;;;;;11;6.45;0
Q20;2022;750000523;GH PARIS SITE SAINT JOSEPH;750150120;M1340;6;7;4;15;0;0;0;0;10.98;12.15;;;;;;;32;23.13;0
Q20;2022;750000523;GH PARIS SITE SAINT JOSEPH;750150120;M2020;1;1;9;5;0;0;0;0;3.66;1.17;;;;;;;16;4.83;0
Q20;2022;750000523;GH PARIS SITE SAINT JOSEPH;750150120;M2030;6;3;4;0;0;0;0;0;9.61;2.12;;;;;;;13;11.73;0
Q20;2022;750000523;GH PARIS SITE SAINT JOSEPH;750150120;M2040;1;1;5;3;0;0;0;0;3.95;2.35;;;;;;;10;6.3;0
Q20;2022;750000523;GH PARIS SITE SAINT JOSEPH;750150120;M2050;3;8;4;16;0;0;0;0;3.67;13.32;;;;;;;31;16.99;0
Q20;2022;750000523;GH PARIS SITE SAINT JOSEPH;750150120;M2070;1;1;3;9;0;0;0;0;1.23;3.09;;;;;;;14;4.32;0
Q20;2022;750000523;GH PARIS SITE SAINT JOSEPH;750150120;M2100;6;0;3;1;0;0;7;0;8.6;0.66;;;;;;;10;9.26;7
Q20;2022;750000523;GH PARIS SITE SAINT JOSEPH;750150120;M2120;3;5;0;1;0;0;0;0;3.06;5.58;;;;;;;9;8.64;0
Q20;2022;750000523;GH PARIS SITE SAINT JOSEPH;750150120;M2130;6;3;2;1;0;0;0;0;6.58;3.66;;;;;;;12;10.24;0
Q20;2022;750000523;GH PARIS SITE SAINT JOSEPH;750150120;M3011;6;4;1;5;0;0;0;0;7.39;8.52;;;;;;;16;15.91;0
Q20;2022;750000523;GH PARIS SITE SAINT JOSEPH;750150120;M3012;1;2;1;4;0;0;0;0;1.98;3.83;;;;;;;8;5.81;0
Q20;2022;750000523;GH PARIS SITE SAINT JOSEPH;750150120;M3040;1;1;0;1;0;0;0;0;1;1.16;;;;;;;3;2.16;0
Q20;2022;750000523;GH PARIS SITE SAINT JOSEPH;750150120;M3050;1;8;0;3;0;0;0;0;0.21;10.64;;;;;;;12;10.85;0
Q20;2022;750000523;GH PARIS SITE SAINT JOSEPH;750150120;M3060;0;0;0;3;0;0;0;0;0;2.05;;;;;;;3;2.05;0
Q20;2022;750000523;GH PARIS SITE SAINT JOSEPH;750150120;M3070;0;5;0;8;0;0;0;0;2.07;6.85;;;;;;;13;8.92;0
Q20;2022;750000523;;750150120;M9999;108;123;100;150;0;0;25;13;157.71;183.96;;;;;;;481;341.67;38
Q20;2022;750000549;HOPITAL FONDATION A DE ROTHSCHILD;750150229;M1030;19;15;1;2;;;;;18.84;21.48;;;;;;;37;40.32;
Q20;2022;750000549;HOPITAL FONDATION A DE ROTHSCHILD;750150229;M1040;1;1;;1;;;;;1;1.8;;;;;;;3;2.8;
Q20;2022;750000549;HOPITAL FONDATION A DE ROTHSCHILD;750150229;M1100;3;3;;3;;;;;1.25;4.45;;;;;;;9;5.7;
Q20;2022;750000549;HOPITAL FONDATION A DE ROTHSCHILD;750150229;M1120;13;12;5;9;;;;;13.45;18.04;;;;;;;39;31.49;
Q20;2022;750000549;HOPITAL FONDATION A DE ROTHSCHILD;750150229;M1140;1;3;1;1;;;;;1.31;3.26;;;;;;;6;4.57;
Q20;2022;750000549;HOPITAL FONDATION A DE ROTHSCHILD;750150229;M1160;6;6;12;4;;;;;11.37;7.24;;;;;;;28;18.61;
Q20;2022;750000549;HOPITAL FONDATION A DE ROTHSCHILD;750150229;M1180;;;1;1;;;;;0.15;0.8;;;;;;;2;0.95;
Q20;2022;750000549;HOPITAL FONDATION A DE ROTHSCHILD;750150229;M1190;;;;;;;;;0;0.2;;;;;;;;0.2;
Q20;2022;750000549;HOPITAL FONDATION A DE ROTHSCHILD;750150229;M2020;2;;2;3;;;;;1.69;0.29;;;;;;;7;1.98;
Q20;2022;750000549;HOPITAL FONDATION A DE ROTHSCHILD;750150229;M2060;17;6;8;3;;;;;16.6;6.68;;;;;;;34;23.28;
Q20;2022;750000549;HOPITAL FONDATION A DE ROTHSCHILD;750150229;M2070;26;20;43;28;;;;;45.58;29.34;;;;;;;117;74.92;
Q20;2022;750000549;HOPITAL FONDATION A DE ROTHSCHILD;750150229;M2080;6;1;9;6;;;;;9.93;2.92;;;;;;;22;12.85;
Q20;2022;750000549;HOPITAL FONDATION A DE ROTHSCHILD;750150229;M2150;2;5;1;1;;;;;3.5;5.47;;;;;;;9;8.97;
Q20;2022;750000549;HOPITAL FONDATION A DE ROTHSCHILD;750150229;M3011;;;;1;;;;;0;0.97;;;;;;;1;0.97;
Q20;2022;750000549;HOPITAL FONDATION A DE ROTHSCHILD;750150229;M3012;;1;;;;;;;0;0.99;;;;;;;1;0.99;
Q20;2022;750000549;HOPITAL FONDATION A DE ROTHSCHILD;750150229;M3040;1;;;;;;;;1.66;0;;;;;;;1;1.66;
Q20;2022;750000549;HOPITAL FONDATION A DE ROTHSCHILD;750150229;M3050;2;6;;1;;;;;2.19;5.3;;;;;;;9;7.49;
Q20;2022;750000549;HOPITAL FONDATION A DE ROTHSCHILD;750150229;M3060;;;;;;;;;0;0.01;;;;;;;;0.01;
Q20;2022;750000549;HOPITAL FONDATION A DE ROTHSCHILD;750150229;M3070;1;1;5;2;;;;;1.85;3.24;;;;;;;9;5.09;
Q20;2022;750000549;;750150229;M9999;100;80;88;66;;;;;130.37;112.48;;;;;;;334;242.85;
Q20;2022;750003378;CLINIQUE KORIAN CANAL DE L OURCQ;310021191;M1180;;;1;;;;;;0.3;;;;;;;;1;0.3;
Q20;2022;750003378;CLINIQUE KORIAN CANAL DE L OURCQ;310021191;M1320;1;2;;;;;;;1;2;;;;;;;3;3;
Q20;2022;750003378;;310021191;M9999;1;2;1;;;;;;1.3;2;;;;;;;4;3.3;
Q20;2022;750006538;CMP CATTP ADULTE REPUBLIQUE;940016819;M1010;1;3;3;;;;;;2.9;2.28;;0.98;;;2.92;1.28;7;5.18;
Q20;2022;750006538;CMP CATTP ADULTE REPUBLIQUE;940016819;M1040;;;1;;;;;;0.2;;;;;;0.2;;1;0.2;
Q20;2022;750006538;CMP CATTP ADULTE REPUBLIQUE;940016819;M1090;;;1;;;;;;0.2;;;;;;0.2;;1;0.2;
Q20;2022;750006538;CMP CATTP ADULTE REPUBLIQUE;940016819;M1120;;;1;;;;;;0.2;;;;;;0.2;;1;0.2;
Q20;2022;750006538;CMP CATTP ADULTE REPUBLIQUE;940016819;M2070;;;;;;;;;0.18;;;;;;0.18;;;0.18;
