BOR;AN;FI;RS;FI_EJ;ORG_A1;ORG_B1;ORG_C1;ORG_A2;ORG_B2;ORG_C2;ORG_A24;ORG_B24;ORG_C24;ORG_A3;ORG_B3;ORG_C3;ORG_A6;ORG_B6;ORG_C6;ORG_A7;ORG_B7;ORG_C7;ORG_A8;ORG_B8;ORG_C8;ORG_A10;ORG_B10;ORG_C10;ORG_A11;ORG_B11;ORG_C11;ORG_A17;ORG_A18;ORG_A19;ORG_A20;ORG_A21;ORG_A22;ORG_A23
ORG;2022;800000507;CH CHIBS SAINT-VALERY-SUR-SOMME;800000135;;;;3;A;D;;;;;;;;;;;;;1;C;;1;C;;2;C;C;1;1;LITTORAL SUD;;;;
ORG;2022;800000523;HAD ASS BOVES;800000853;;;;;;;;;;;;;;;;;;;;;;30;C;A;;;;1;1;SOMME LITTORAL SUD;;;;
ORG;2022;800002503;SA CLINIQUE SAINTE ISABELLE;800001141;;;;;;;;;;;;;;;;3;A;B;;;;;;;;;;0;;;;;;
ORG;2022;800006124;CHU AMIENS SUD;800000044;;;;15;A;E;;;;;;;3;E;B;1;E;;4;C;A;723;C;D;;;;0;;;;;;
ORG;2022;800008989;SSR AQUENNES VILLERS-BRETONNEUX;800002941;;;;;;;;;;;;;;;;;;;;;;14;C;D;;;;0;;;;;;
ORG;2022;800009466;POLYCLINIQUE DE PICARDIE;800002982;0;;;0;;;0;;;0;;;0;;;0;;;0;;;78;C;D;0;;;0;;;;;;
ORG;2022;800009920;CLINIQUE VICTOR PAUCHET DE BUTLER;800003071;;;;2;D;C;;;;;;;2;B;;;;;;;;110;C;D;;;;0;;;;;;
ORG;2022;800012528;SSR PAUCHET CORBIE;800003071;;;;1;D;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
ORG;2022;800015489;HAD CH ALBERT;800000036;;;;1;A;;;;;1;B;;1;B;;;;;;;;;;;;;;1;1;SOMME LITTORAL SUD;;;;
ORG;2022;800015729;SAS DE CARDIOLOGIES ET URGENCES;800015679;;;;;;;;;;;;;;;;;;;;;;49;B;D;7;A;;0;;;;;;
ORG;2022;800016727;SSR PAUCHET AMIENS;800003071;;;;1;C;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
ORG;2022;800016768;HAD PAUCHET MONTDIDIER;800003071;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;OISE NORD EST (ONE);SOMME LITTORAL SUD;;;
ORG;2022;800018228;CLINIQUE DU CAMPUS PSYCHIATRIQUE;920030269;;;;;;;;;;;;;;;;;;;;;;6;C;D;;;;0;;;;;;
ORG;2022;800018491;IOP SOPP AMIENS;800018483;0;;;1;C;D;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;;;;
ORG;2022;810000158;CL DU REFUGE PROTESTANT;810100099;0;;;0;;;0;;;0;;;1;B;;0;;;0;;;3;C;;0;;;0;;;;;;
ORG;2022;810000224;CL CLAUDE BERNARD;810000471;;;;;;;;;;;;;1;;;;;;;;;49;;;;;;0;;;;;;
ORG;2022;810000232;CENTRE CMRF ALBI;810099903;;;;;;;;;;;;;;;;1;B;;;;;27;C;D;;;;0;;;;;;
ORG;2022;810000448;POLYCLINIQUE FILIERIS STE BARBE CARMAU;750050759;;;;;;;;;;1;B;;;;;;;;;;;;;;;;;0;;;;;;
ORG;2022;810000505;CH ALBI;810000331;;;;4;C;E;;;;;;;3;B;G;1;D;;;;;40;C;D;;;;1;1;TARN REVELOIS ET SAINT-PONAIS - COEUR D'OCCITANIE;;;;
ORG;2022;810000513;CH DE GAILLAC;810000349;;;;1;A;;;;;;;;;;;;;;;;;37;A;C;;;;;;;;;;
ORG;2022;810000539;CH GRAULHET;810000398;;;;2;A;D;;;;;;;;;;1;D;;;;;12;C;A;1;B;;;;;;;;
ORG;2022;810000547;CHIC CASTRES MAZAMET SITE MAZAMET;810000380;;;;2;C;A;;;;;;;2;B;G;1;D;;;;;270;C;D;;;;;;;;;;
ORG;2022;810000562;CH LAVAUR SITE GUIRAUD;810000455;;;;3;A;;;;;;;;;;;;;;;;;33;A;B;;;;;;;;;;
ORG;2022;810003954;CENTRE CRPA VALENCE D'ALBIGEOIS;810099903;;;;;;;;;;;;;;;;1;B;;;;;15;C;D;;;;0;;;;;;
ORG;2022;810004200;CL SSR KORIAN LE CHATEAU;750056335;19;C;;;;;;;;;;;;;;;;;;;;12;D;;;;;0;;;;;;
ORG;2022;810007989;HAD KORIAN PAYS D'OVALIE;750056335;;;;;;;;;;;;;;;;;;;;;;2;;;;;;1;2;HAUTE-GARONNE ET TARN OUEST;TARN REVELOIS ET SAINT-PONAIS - COEUR D'OCCITANIE;;;
ORG;2022;810101170;CL TOULOUSE LAUTREC;810101162;;;;;;;;;;;;;;;;;;;;;;32;C;;;;;0;;;;;;
ORG;2022;810101444;POLYCL DU SIDOBRE;810000992;;;;;;;;;;;;;2;A;;2;A;;;;;10;C;;;;;0;;;;;;
ORG;2022;820000032;CH MONTAUBAN;820000016;;;;2;D;A;;;;;;;;;;1;D;;1;C;;;;;1;A;;1;1;TARN-ET-GARONNE;;;;
ORG;2022;820000057;CL PONT DE CHAUME;820000131;;;;;;;;;;;;;;;;1;A;B;;;;28;C;;;;;0;;;;;;
ORG;2022;820000065;CL DU DR HONORE CAVE;820000156;;;;1;A;;;;;;;;;;;;;;;;;16;A;;1;C;;0;;;;;;
ORG;2022;820000412;MRC CHATEAU DE LONGUES AYGUES;820000560;;;;;;;;;;;;;;;;;;;;;;3;A;B;;;;0;;;;;;
ORG;2022;820000461;CH DES DEUX RIVES;820000248;0;;;0;;;0;;;1;C;;2;A;A;0;;;0;;;7;C;C;0;;;1;1;TARN-ET-GARONNE;;;;
ORG;2022;820000883;CHI CASTELSARRASIN MOISSAC SITE MOISSA;820004950;;;;1;D;;;;;;;;;;;;;;;;;4;C;B;;;;;;;;;;
ORG;2022;820003218;CL SSR LA PINEDE;820008142;0;;;0;;;0;;;0;;;0;;;0;;;0;;;35;C;D;0;;;0;;;;;;
ORG;2022;820003911;FONDATION JOHN BOST PAVILLON LOU CAMIN;240000265;1;C;;;;;;;;;;;1;E;;;;;;;;;;;;;;0;;;;;;
ORG;2022;820005908;SERVICE PIJ MONTAUBAN ASEI;310781562;;;;;;;;;;;;;;;;;;;;;;1;;;;;;0;;;;;;
ORG;2022;820007102;GROUPE ONCORAD PONT DE CHAUME;310797519;;;;;;;;;;;;;;;;;;;;;;;;;1;;;0;;;;;;
ORG;2022;830000279;CH JEAN MARCEL DE BRIGNOLES;830100517;;;;1;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2022;830000287;CH LA DRACENIE DE DRAGUIGNAN;830100525;;;;1;A;;;;;;;;1;B;;;;;4;C;;326;C;A;;;;0;;;;;;
ORG;2022;830000295;CH DE HYERES MARIE JOSEE TREFFOT;830100533;1;C;D;1;C;D;;;;;;;;;;;;;;;;523;C;D;;;;1;1;VAR;;;;
ORG;2022;830000303;HOPITAL LEON BERARD;830100541;;;;1;A;;;;;;;;;;;;;;;;;45;C;D;;;;0;;;;;;
ORG;2022;830000311;CHI DE FREJUS SAINT RAPHAEL;830100566;;;;;;;;;;2;A;;;;;;;;1;A;;160;A;;;;;0;;;;;;
ORG;2022;830000337;CENTRE HOSPITALIER DE SAINT TROPEZ;830100590;;;;1;A;;;;;;;;;;;1;D;;;;;1;C;D;;;;1;1;VAR;;;;
ORG;2022;830000345;CHITS CH SAINTE MUSSE;830100616;;;;1;A;;;;;;;;;;;1;D;;2;;;;;;;;;;;;;;;
ORG;2022;830000600;CHS PIERREFEU DU VAR HENRI GUERIN;830101200;;;;1;A;;;;;;;;3;A;B;;;;;;;21;C;A;2;C;;;;;;;;
ORG;2022;830003877;CLINIQUE LA BASTIDE;920030921;;;;;;;;;;;;;;;;;;;;;;10;C;;;;;0;;;;;;
ORG;2022;830012548;AVODD CENTRE D'HEMODIALYSE HYERES;830002119;;;;;;;;;;;;;2;B;A;3;A;;;;;12;;;;;;0;;;;;;
ORG;2022;830012589;ADIVA CTRE D'HEMODIALYSE SEYNE SUR MER;830003695;;;;;;;;;;;;;;;;2;A;A;;;;;;;;;;0;;;;;;
ORG;2022;830012688;CENTRE DE NEPHROLOGIE LES FLEURS;830012639;;;;;;;;;;;;;;;;;;;;;;2;C;C;;;;0;;;;;;
ORG;2022;830013629;CENTRE PHOCEEN DE LONG SEJOUR;130002041;;;;1;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
ORG;2022;830013819;AVODD TOULON SITE HIA SAINTE ANNE;830002119;;;;;;;;;;;;;;;;;;;;;;2;;;;;;0;;;;;;
ORG;2022;830015970;ADIVA CENTRE DE DIALYSE GASSIN;830003695;;;;;;;;;;;;;;;;2;A;A;;;;;;;;;;0;;;;;;
ORG;2022;830016556;CLINIQUE LES ESPERELS;830000451;;;;;;;;;;;;;;;;;;;;;;13;C;;;;;0;;;;;;
ORG;2022;830016671;ADIVA CTRE DE DIALYSE ST JEAN TOULON;830003695;;;;;;;;;;;;;;;;2;A;A;;;;;;;;;;0;;;;;;
ORG;2022;830017372;MOYEN SEJOUR DU COS BEAUSEJOUR;750721235;;;;;;;;;;;;;1;A;;;;;;;;;;;;;;0;;;;;;
ORG;2022;830017497;KORIAN LE GOLFE;830004958;;;;;;;;;;;;;;;;;;;;;;10;C;;;;;0;;;;;;
ORG;2022;830017505;AVODD HEMODIALYSE AMBULATOIRE FREJUS;830002119;;;;;;;;;;;;;;;;;;;;;;7;;;;;;0;;;;;;
ORG;2022;830019600;HAD CAP DOMICILE;830000063;;;;;;;;;;;;;;;;2;;;;;;;;;;;;0;;;;;;
ORG;2022;830100087;CCV DE SAINT RAPHAEL LA CHENEVIERE;920030269;;;;;;;;;;;;;;;;;;;;;;12;C;A;;;;0;;;;;;
ORG;2022;830100103;HOP PRIVE TOULON HYERES STE MARGUERITE;830000022;;;;;;;;;;;;;;;;2;A;A;;;;;;;;;;0;;;;;;
ORG;2022;830100251;CLINIQUE DU CAP D'OR;830000063;4;C;;0;;;0;;;0;;;0;;;2;A;D;0;;;70;C;;0;;;0;;;;;;
ORG;2022;830100319;POLYCLINIQUE LES FLEURS GROUPE ELSAN;830020855;;;;;;;;;;;;;;;;3;A;D;;;;2;A;C;;;;0;;;;;;
ORG;2022;830100327;CLINIQUE LES LAURIERS;830000105;0;;;0;;;0;;;0;;;0;;;0;;;0;;;27;;;0;;;0;;;;;;
ORG;2022;830100335;CLINIQUE LES OLIVIERS;920030269;;;;;;;;;;;;;;;;;;;;;;10;D;D;;;;0;;;;;;
ORG;2022;830100368;CLINIQUE CHIR DU GOLFE DE ST TROPEZ;830000147;;;;;;;;;;;;;;;;3;A;D;;;;;;;;;;0;;;;;;
ORG;2022;830100392;POLYCLINIQUE NOTRE DAME;830000154;;;;;;;;;;;;;;;;;;;;;;20;A;C;;;;1;1;VAR;;;;
ORG;2022;830100418;CLINIQUE NOTRE DAME DE LA MERCI;830000170;;;;;;;;;;;;;;;;;;;;;;15;C;D;;;;0;;;;;;
ORG;2022;830100434;HOPITAL PRIVE TOULON HYERES SAINT JEAN;830000196;;;;;;;;;;;;;;;;4;A;D;;;;4;C;D;;;;0;;;;;;
ORG;2022;830100475;HOPITAL PRIVE TOULON HYERES SAINT ROCH;830000238;;;;;;;;;;;;;;;;2;A;;;;;;;;;;;0;;;;;;
ORG;2022;830100558;HOPITAL RENEE SABRAN HYERES;690781810;;;;12;E;A;;;;;;;5;B;E;2;D;B;;;;2683;;;;;;;;;;;;
ORG;2022;830100574;HIA SAINTE ANNE;750821092;;;;;;;;;;;;;;;;1;A;;1;C;;58;E;C;;;;1;1;VAR;;;;
ORG;2022;830100624;CTRE MED ET READAP DES MTS TOULONNAIS;920030913;;;;;;;;;;;;;;;;;;;;;;89;C;A;;;;0;;;;;;
ORG;2022;830100632;INST REEDUC FONCT POMPONIANA OLBIA;250002284;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;7;VAR;;;;
ORG;2022;830100681;CENTRE SSR MGEN PIERRE CHEVALIER;750005068;;;;;;;;;;;;;1;A;;;;;;;;1;C;;;;;0;;;;;;
ORG;2022;830100756;CENTRE DE SOINS LES COLLINES DU REVEST;920030269;;;;;;;;;;;;;;;;;;;;;;22;C;D;;;;0;;;;;;
ORG;2022;830100806;CTRE REED FONCT DU BESSILLON;920030269;;;;;;;;;;;;;;;;;;;;;;20;D;C;;;;0;;;;;;
ORG;2022;830100814;CLINIQUE HELIADES SANTE;920030269;;;;;;;;;;;;;;;;;;;;;;20;C;;;;;0;;;;;;
ORG;2022;830100855;CENTRE DE GERONTOLOGIE SAINT FRANCOIS;830000493;;;;1;D;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
ORG;2022;830101408;CLINIQUE SAINTE THERESE;830000659;;;;;;;;;;;;;;;;;;;;;;11;C;A;2;E;;0;;;;;;
ORG;2022;830200515;CLINIQUE LES TROIS SOLLIES;830001012;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;0;;;;;;
ORG;2022;830200523;POLYCLINIQUE MUTUALISTE MALARTIC;830210084;;;;1;A;;;;;;;;;;;3;D;;;;;30;C;D;;;;0;;;;;;
ORG;2022;830207114;HAD SANTE ET SOLIDARITE DU VAR;830001855;;;;;;;;;;;;;1;A;D;;;;;;;100;C;D;;;;1;3;VAR;;;;
ORG;2022;830213617;AVODD UDM CH BRIGNOLES;830002119;;;;;;;;;;;;;;;;;;;;;;3;;;;;;0;;;;;;
ORG;2022;830213625;AVODD UMD SAINT MICHEL;830002119;;;;;;;;;;;;;;;;;;;;;;2;;;;;;0;;;;;;
ORG;2022;830215687;DIAVERUM DRAGUIGNAN CENTRE DE DIALYSE;830003521;;;;;;;;;;;;;;;;;;;;;;1;;;;;;0;;;;;;
ORG;2022;830215919;KORIAN VAL DU FENOUILLET;750056335;;;;;;;;;;;;;;;;;;;;;;18;C;;;;;0;;;;;;
ORG;2022;830216495;ADIVA DIALYSE A DOMICILE LA GARDE;830003695;;;;;;;;;;;;;;;;2;A;A;;;;0;;;;;;0;;;;;;
ORG;2022;840000202;CSSR LE MYLORD;130037815;;;;;;;;;;;;;;;;;;;;;;33;C;D;;;;0;;;;;;
ORG;2022;840000343;CENTRE HOSPITALIER DU PAYS D'APT;840000012;;;;2;C;;1;D;;;;;3;A;;;;;1;C;;20;C;;5;D;;1;1;VAUCLUSE;;;;
ORG;2022;840000350;INSTITUT SAINTE CATHERINE;840000657;;;;;;;;;;1;G;E;;;;;;;;;;;;;;;;0;;;;;;
ORG;2022;840000392;CENTRE HOSPITALIER DE CARPENTRAS;840000046;1;C;;;;;;;;;;;1;A;;1;D;;1;C;;13;A;B;;;;1;1;VAUCLUSE;;;;
ORG;2022;840000418;CHI DE CAVAILLON LAURIS;840004659;;;;1;D;;;;;;;;;;;1;D;;;;;;;;;;;;;;;;;
ORG;2022;840000426;CENTRE HOSPITALIER DE GORDES;840000061;0;;;1;B;;0;;;0;;;1;A;;0;;;0;;;16;C;A;0;;;;;;;;;
ORG;2022;840000434;CENTRE HOSPITALIER ISLE SUR LA SORGUE;840000079;;;;7;A;B;;;;;;;2;A;B;;;;;;;20;A;B;3;A;;;;;;;;
ORG;2022;840000483;CH LOUIS GIORGI D'ORANGE;840000087;;;;1;;D;;;;;;;;;;1;;D;;;;;;;;;;1;1;VAUCLUSE;;;;
ORG;2022;840000491;CHI SITE DE PERTUIS;130041916;;;;;;;;;;;;;;;;1;D;;;;;16;;;;;;;;;;;;
ORG;2022;840000509;CLINIQUE SAINT DIDIER;840000707;;;;;;;;;;;;;;;;;;;;;;3;C;;;;;0;;;;;;
ORG;2022;840000517;CENTRE HOSPITALIER DE SAULT;840000103;;;;;;;;;;;;;;;;;;;;;;2;A;B;;;;1;1;VAUCLUSE;;;;
ORG;2022;840000525;CH VAISON LA ROMAINE;840000111;;;;;;;;;;;;;;;;;;;4;B;C;3;C;A;;;;;;;;;;
ORG;2022;840000533;CH JULES NIEL DE VALREAS;840000129;;;;;;;;;;;;;1;A;;;;;5;C;;43;A;;;;;1;1;VAUCLUSE;;;;
ORG;2022;840000541;CHS DE MONTFAVET;840000137;;;;1;D;;;;;;;;3;A;E;;;;;;;2;C;;;;;1;1;VAUCLUSE;;;;
ORG;2022;840001861;CH D'AVIGNON HENRI DUFFAUT;840006597;;;;6;D;E;1;C;;;;;2;B;D;5;B;;1;C;;124;E;;;;;;;;;;;
ORG;2022;840011043;ATIR CENTRE D'HEMODIALYSE AVIGNON;840002844;;;;;;;;;;;;;;;;1;B;;;;;1;C;;;;;0;;;;;;
ORG;2022;840011340;HADAR;840003164;;;;;;;;;;;;;;;;;;;;;;137;;;;;;1;1;VAUCLUSE;;;;
ORG;2022;840012538;ATIR AUTODIAL CLOS DE L'ETANG ISLE;840002844;;;;;;;;;;;;;;;;1;B;;;;;1;C;;;;;0;;;;;;
ORG;2022;840013312;CLINIQUE RHONE DURANCE;840003685;;;;;;;;;;;;;;;;;;;;;;21;C;;;;;0;;;;;;
ORG;2022;840014088;KORIAN LES CYPRES;750056335;5;C;;2;C;D;2;C;C;2;C;D;2;A;D;2;A;D;1;C;D;12;C;D;;;;0;;;;;;
ORG;2022;840014849;CENTRE DE REEDUCATION DU LAVARIN;920030269;;;;;;;;;;;;;;;;;;;;;;51;C;D;;;;0;;;;;;
ORG;2022;840015200;NEPHROCARE PERTUIS AUTODIALYSE;130050545;;;;;;;;;;;;;;;;;;;;;;2;C;D;;;;0;;;;;;
ORG;2022;840017172;SYNERGIA VENTOUX;840017164;1;D;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
ORG;2022;840017222;ATIR CENTRE D'HEMODIALYSE CARPENTRAS;840002844;;;;;;;;;;;;;;;;1;B;;;;;1;C;;;;;0;;;;;;
ORG;2022;840017461;ATIR CENTRE D'HEMODIALYSE ORANGE;840002844;;;;;;;;;;;;;;;;1;B;;;;;1;C;;;;;0;;;;;;
ORG;2022;840018337;CH D'AVIGNON CHIRURGIE SITE APT;840006597;;;;1;C;;;;;;;;;;;;;;;;;;;;;;;1;1;VAUCLUSE;;;;
ORG;2022;840018774;ATIR UDM CAVAILLON SITE SYNERGIA LUB;840002844;;;;;;;;;;;;;;;;1;B;;;;;1;C;;;;;0;;;;;;
ORG;2022;850000118;CLINIQUE SAINT CHARLES;850013244;;;;;;;2;C;D;;;;;;;2;B;A;;;;;;;;;;0;;;;;;
ORG;2022;850000134;CLINIQUE CHIRURGICALE PORTE OCEANE;850013269;;;;3;D;D;;;;;;;;;;4;B;A;;;;;;;;;;0;;;;;;
ORG;2022;850000142;CHD SITE LA ROCHE SUR YON;850000019;;;;2;A;D;;;;1;C;;1;A;;1;D;;1;C;;1151;;;;;;0;;;;;;
ORG;2022;850000175;CH LVO - SITE DE CHALLANS;850009010;;;;2;D;;;;;;;;;;;1;D;;1;C;;2;C;;;;;0;;;;;;
ORG;2022;850000241;CENTRE HOSPITALIER COTE DE LUMIÈRE;850000084;;;;4;A;C;;;;;;;1;B;;1;D;;1;C;;;;;;;;;;;;;;
ORG;2022;850000357;SSR VILLA NOTRE DAME;850026378;;;;;;;;;;;;;;;;1;A;B;;;;;;;;;;0;;;;;;
ORG;2022;850000647;CH DES COLLINES VENDEENNES;850025867;;;;;;;;;;;;;;;;1;;;;;;125;;;;;;1;1;VENDÉE;;;;
ORG;2022;850002403;SSR LE CLOUSIS;750721334;;;;;;;;;;;;;;;;;;;;;;3;C;;;;;0;;;;;;
ORG;2022;850006008;HAD DE VENDEE;850005968;;;;;;;;;;;;;;;;;;;;;;7;C;D;;;;1;1;VENDÉE;;;;
ORG;2022;850009630;CH FONTENAY SITE POLE SANTE SUD VENDEE;850000035;1;D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2022;850021049;USLD LES MAISONNEES DE LUMIERE;850000084;;;;1;A;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
ORG;2022;860000017;CH HENRI LABORIT;860780048;;;;1;G;;;;;;;;1;B;;;;;;;;80;A;C;;;;;;;;;;
ORG;2022;860000033;CHU DE POITIERS - SITE DE LOUDUN;860014208;;;;;;;;;;;;;;;;1;D;;;;;3;C;;1;C;;;;;;;;
ORG;2022;860000223;CHU LA MILETRIE;860014208;;;;2;E;E;1;;;;;;;;;3;D;;1;C;;183;C;E;;;;;;;;;;
ORG;2022;860005768;AURA POITOU-CH - CHATELLERAULT;860000348;;;;;;;;;;;;;;;;;;;;;;2;C;D;;;;0;;;;;;
ORG;2022;860009208;CENTRE DE READAPTATION DU MOULIN VERT;440052041;0;;;0;;;0;;;0;;;0;;;0;;;0;;;10;;;;;;0;;;;;;
ORG;2022;860780436;LA COLLINE ENSOLEILLEE (CURE ET CONV.);870015336;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;1;1;VIENNE;;;;
ORG;2022;860782598;AURA POITOU-CHARENTES - ST BENOIT;860000348;;;;;;;;;;;;;;;;1;B;;;;;2;C;D;;;;0;;;;;;
ORG;2022;860791268;MRC KORIAN OREGON - CIVRAY;310021365;;;;;;;1;B;;;;;;;;;;;;;;;;;;;;0;;;;;;
ORG;2022;870000064;C H U DUPUYTREN LIMOGES;870000015;;;;1;;;;;;;;;;;;;;;;;;14;A;C;;;;0;;;;;;
ORG;2022;870000080;UNITE DE DIALYSE LIMOGES BUISSON;870000700;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;0;;;;;;
ORG;2022;870000098;CENTRE HOSPITALIER SAINT JUNIEN;870000023;;;;3;C;A;;;;;;;1;A;;1;;;2;C;;113;C;A;;;;;;;;;;
ORG;2022;870000171;CENTRE LA CHENAIE;870015336;2;A;;0;;;0;;;0;;;1;A;;0;;;0;;;0;;;0;;;0;;;;;;
ORG;2022;870000270;CTRE HOSPITALIER J BOUTARD ST YRIEIX;870000031;;;;2;B;A;;;;;;;3;A;B;1;D;;1;D;;1;A;;;;;;;;;;;
ORG;2022;870000288;CLINIQUE FRANCOIS CHENIEUX;870017415;;;;1;D;;;;;;;;;;;1;C;;;;;;;;;;;0;;;;;;
ORG;2022;870000411;CLINIQUE EMAILLEURS-COLOMBIER LIMOGES;870017415;;;;1;D;;;;;;;;;;;1;C;;;;;;;;;;;0;;;;;;
ORG;2022;870000601;HOPITAL DR RENE BARRIERE ST LEONARD;870014248;;;;;;;3;A;;;;;;;;1;A;;;;;;;;;;;;;;;;;
ORG;2022;870001567;HOPITAL INTERCOMMUNAL DU HAUT LIMOUSIN;870014503;;;;2;C;;;;;;;;1;B;;;;;;;;10;C;D;;;;;;;;;;
ORG;2022;870004231;H A D SANTE SERVICE LIMOUSIN LIMOGES;870004074;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;0;;;;;;
ORG;2022;870006137;CENTRE HOSPITALIER ESQUIROL;870002466;;;;2;A;;;;;;;;2;A;;;;;;;;165;C;;;;;0;;;;;;
ORG;2022;870007358;HOPITAL DE JOUR BAUDIN;870016722;;;;;;;;;;;;;;;;;;;;;;7;D;;;;;0;;;;;;
ORG;2022;870008042;USLD CHASTAINGT LIMOGES;870000015;;;;1;;;;;;;;;;;;;;;;;;14;;;;;;0;;;;;;
ORG;2022;870016631;CTRE PRISE EN CHARGE OBESITE;870016722;;;;;;;;;;;;;;;;;;;;;;4;C;D;;;;0;;;;;;
ORG;2022;880000021;CHI E.DURKHEIM - PLATEAU DE LA JUSTICE;880007059;0;;;9;C;D;0;;;0;;;0;;;0;;;8;C;D;0;;;0;;;;;;;;;
ORG;2022;880000039;CHI HMV - SITE GERARDMER;880009147;;;;1;A;;;;;;;;;;;;;;;;;2;C;;;;;;;;;;;
ORG;2022;880000054;CHI L'OUEST VOSGIEN SITE NEUFCHATEAU;880007299;;;;8;;A;;;;;;;3;B;D;;;;;;;451;C;D;;;;;;;;;;
ORG;2022;880000062;CENTRE HOSPITALIER DE REMIREMONT;880780093;;;;6;;;;;;;;;;;;;;;8;;;;;;;;;;;;;;;
ORG;2022;880000088;CENTRE HOSPITALIER DE RAVENEL;880780119;;;;3;C;A;;;;;;;1;B;;;;;;;;;;;;;;;;;;;;
ORG;2022;880000104;HOPITAL DE L'AVISON - BRUYERES;880780259;;;;1;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2022;880000112;HOPITAL LOCAL DE CHATEL-SUR-MOSELLE;880780267;;;;1;;;;;;;;;;;;;;;;;;;;;;;;1;1;LORRAINE NORD;;;;
ORG;2022;880000138;HOPITAL LOCAL VAL DU MADON MIRECOURT;880006325;;;;1;A;;;;;;;;1;B;;1;A;;1;C;;;;;;;;;;;;;;
ORG;2022;880000146;CHI HMV - SITE RAON L'ETAPE;880009147;1;A;B;1;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2022;880000179;CHI HMV - SITE FRAIZE;880009147;;;;1;A;;;;;;;;;;;;;;1;C;;;;;;;;;;;;;;
ORG;2022;880000203;HOPITAL LE THILLOT;880007786;;;;1;A;;;;;;;;;;;;;;;;;4;A;B;;;;;;;;;;
ORG;2022;880000211;CHI HMV - SITE SENONES;880009147;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
ORG;2022;880001730;CENTRE D'AUTODIALYSE DE VITTEL (ALTIR);540001112;;;;;;;;;;;;;;;;;;;;;;1;A;;;;;0;;;;;;
ORG;2022;880006721;HAD NEUFCHATEAU;750056335;0;;;;;;;;;;;;0;;;0;;;0;;;;;;;;;1;1;VOSGES;;;;
ORG;2022;880007653;CENTRE UDM ET AUTODIALYSE EPINAL;540001112;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;0;;;;;;
ORG;2022;880007752;CHI HMV - ANTENNE SMUR;880009147;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2022;880008529;HOPITAL DE JOUR ADOLESCENTS - CSPA;880008511;2;C;G;;;;;;;;;;;;;;;;;;;1;C;;1;G;;1;1;VOSGES;;;;
ORG;2022;880780507;MAISON DE REPOS ET CONVAL. LA LOUVIERE;880000237;;;;;;;;;;1;A;;1;A;;;;;;;;17;A;;;;;0;;;;;;
ORG;2022;880785548;CENTRE D'AUTODIALYSE DE ST DIE (ALTIR);540001112;;;;;;;;;;;;;;;;;;;;;;1;A;;;;;0;;;;;;
ORG;2022;880788591;POLYCLINIQUE LA LIGNE BLEUE;880780150;;;;2;A;;;;;;;;;;;;;;;;;52;A;C;;;;0;;;;;;
ORG;2022;890000169;CLINIQUE PAUL PICQUET SENS;890000151;;;;;;;;;;;;;;;;;;;;;;16;C;D;;;;0;;;;;;
ORG;2022;890000250;UNITE DE SOINS AUGUSTA PRIAULT CRF;750721334;1;D;;1;D;;0;;;0;;;0;;;0;;;0;;;2;A;;0;;;0;;;;;;
ORG;2022;890000292;CLINIQUE KORIAN SAINTE COLOMBE;750056335;;;;;;;;;;;;;;;;;;;;;;15;A;;;;;0;;;;;;
ORG;2022;890000300;AIHP CENTRE ARMANCON;890000193;;;;1;D;;;;;;;;;;;;;;;;;4;C;;;;;0;;;;;;
ORG;2022;890000318;ETAB SOINS DE SUITE LE PETIT PIEN;920030269;;;;;;;;;;;;;;;;;;;;;;23;D;;;;;0;;;;;;
ORG;2022;890002371;CLINIQUE KER YONNEC;890000722;;;;1;B;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
ORG;2022;890002389;POLYCLINIQUE STE MARGUERITE AUXERRE;890000730;;;;;;;;;;;;;;;;2;D;A;;;;16;C;D;;;;0;;;;;;
ORG;2022;890009178;HAD SUD YONNE ET BOURGOGNE NIVERNAISE;750047367;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;1;1;SUD YONNE-HAUT-NIVERNAIS;;;;
ORG;2022;890971583;USLD DU CH JOIGNY;890000417;;;;1;D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
