BOR;AN;FI;GRP;RS;FI_ET;RS_ET;FI_EJ
STB;2019;850000258;14;CENTRE HOSPITALIER G. MAZURELLE;850022518;CMP INFANTO JUVENILE;850000092
STB;2019;850000258;14;CENTRE HOSPITALIER G. MAZURELLE;850022542;HDJ INF JUV CMP CATTP LUCON;850000092
STB;2019;850000258;14;CENTRE HOSPITALIER G. MAZURELLE;850025636;CMP CATTP ADULTES PAUL VERLAINE;850000092
STB;2019;850000258;14;CENTRE HOSPITALIER G. MAZURELLE;850025644;CMP CATTP ADULTES;850000092
STB;2019;850000258;14;CENTRE HOSPITALIER G. MAZURELLE;850025941;CHS MAZURELLE - HDJ CH FONTENAY;850000092
STB;2019;850000357;09;CTRE READAPTATION VILLA NOTRE DAME;;;850026378
STB;2019;850000399;09;CENTRE SSR DE LA CHIMOTAIE;;;750005068
STB;2019;850000647;04;HOPITAL DES COLLINES VENDEENNES;850020579;USLD DES COLLINES VENDEENNES;850025867
STB;2019;850002130;09;CENTRE LES METIVES LA ROCHE SUR YON;;;850007048
STB;2019;850002395;09;CLINIQUE ST CHARLES - SITE DES ESSARTS;;;850013244
STB;2019;850002403;09;CENTRE DE MPR LE CLOUSIS;;;750721334
STB;2019;850003377;04;USLD AQUARELLE;;;850009010
STB;2019;850005224;09;CENTRE LES MÉTIVES LES SABLES D'OLONNE;;;850007048
STB;2019;850006008;09;HOPITAL A DOMICILE DE VENDEE;;;850005968
STB;2019;850009630;04;CH FONTENAY SITE POLE SANTE SUD VENDEE;;;850000035
STB;2019;850021049;04;USLD LES MAISONNEES DE LUMIERE;;;850000084
STB;2019;850021866;04;USLD CHS GEORGES MAZURELLE;;;850000092
STB;2019;850022013;04;HOP NOIRMOUTIER SSR NON SPEC. ADULTES;850000266;USLD HOPITAL LOCAL NOIRMOUTIER;850000100
STB;2019;860000017;14;CH HENRI LABORIT;860005123;CENTRE DE LA PLANCHONNERIE;860780048
STB;2019;860000017;14;CH HENRI LABORIT;860005396;LIEU ACCUEIL DES JEUNES EN INST.;860780048
STB;2019;860000017;14;CH HENRI LABORIT;860005644;CENTRE MEDICO-PSYCHO. HENRI LABORIT;860780048
STB;2019;860000017;14;CH HENRI LABORIT;860005651;CTRE MEDICO PSYCHOL. ADULTES;860780048
STB;2019;860000017;14;CH HENRI LABORIT;860005677;C.E.C.A.T.;860780048
STB;2019;860000017;14;CH HENRI LABORIT;860005701;HOP. DE JOUR + C.M.P. (INTERSECT.);860780048
STB;2019;860000017;14;CH HENRI LABORIT;860005727;C.M.P. & CTRE D'ECOUTE - ESPACE VIENNE;860780048
STB;2019;860000017;14;CH HENRI LABORIT;860005735;CENTRE MEDICO PSYCHO. PRE-MEDARD;860780048
STB;2019;860000017;14;CH HENRI LABORIT;860005743;UNITE P ENFANTS DISPHASIQUES (86I02);860780048
STB;2019;860000017;14;CH HENRI LABORIT;860010404;EXTERNAT MEDICO-PSYCHO. DE L'ENFANT;860780048
STB;2019;860000017;14;CH HENRI LABORIT;860010412;CTRE MEDICO-PSY. POUR ENFANTS ET ADOL.;860780048
STB;2019;860000017;14;CH HENRI LABORIT;860010420;CTRE MEDICO-PSY. POUR ENF. ET ADO.;860780048
STB;2019;860000017;14;CH HENRI LABORIT;860010446;CTRE MEDICO-PSY. POUR ENF. ET ADO.;860780048
STB;2019;860000017;14;CH HENRI LABORIT;860010453;CTRE MEDICO-PSY. POUR ENF. ET ADO.;860780048
STB;2019;860000017;14;CH HENRI LABORIT;860010461;ISATIS (TOXICOMANIE);860780048
STB;2019;860000017;14;CH HENRI LABORIT;860010487;PROG. REG. DE PREV. DU SUICIDE - PRS;860780048
STB;2019;860000017;14;CH HENRI LABORIT;860012657;MAISON DE REHABILITATION - POST-CURE;860780048
STB;2019;860000017;14;CH HENRI LABORIT;860780956;EXTERNAT MED-PSYCHO. ENFANT F. DOLTO;860780048
STB;2019;860000017;14;CH HENRI LABORIT;860782200;UNITE JEAN-BAPTISTE PUSSIN;860780048
STB;2019;860000017;14;CH HENRI LABORIT;860782374;CENTRE MEDICO-PSYCHO. ENFANTS ET ADO.;860780048
STB;2019;860000017;14;CH HENRI LABORIT;860782499;C.M.P.E.A. CTRE MED PSY ENF-ADO;860780048
STB;2019;860000017;14;CH HENRI LABORIT;860782549;CENTRE MEDICO-PSYCHO. G. RUESTCH;860780048
STB;2019;860000017;14;CH HENRI LABORIT;860782556;FOYER 3 LOGIS (86I01);860780048
STB;2019;860000017;14;CH HENRI LABORIT;860784594;HOPITAL DE JOUR G. RUESTCH (86G04);860780048
STB;2019;860000017;14;CH HENRI LABORIT;860785716;SMPR - CH HENRI LABORIT;860780048
STB;2019;860000017;14;CH HENRI LABORIT;860785757;CENTRE MEDICO-PSYCHOLOGIQUE;860780048
STB;2019;860000017;14;CH HENRI LABORIT;860785765;CENTRE MEDICO-PSYCHOLOGIQUE;860780048
STB;2019;860000017;14;CH HENRI LABORIT;860785773;CENTRE MEDICO-PSYCHOLOGIQUE;860780048
STB;2019;860000017;14;CH HENRI LABORIT;860785823;CENTRE MEDICO-PSYCHOL. ADULTES;860780048
STB;2019;860000017;14;CH HENRI LABORIT;860785831;CENTRE MEDICO-PSYCHOLOGIQUE;860780048
STB;2019;860000017;14;CH HENRI LABORIT;860785849;CENTRE MEDICO-PSYCHOLOGIQUE;860780048
STB;2019;860000017;14;CH HENRI LABORIT;860785856;CENTRE MEDICO-PSYCHOLOGIQUE;860780048
STB;2019;860000017;14;CH HENRI LABORIT;860786086;CENTRE MEDICO-PSYCHO. F. DOLTO;860780048
STB;2019;860000017;14;CH HENRI LABORIT;860789882;HOPITAL DE JOUR (INTERSECT.);860780048
STB;2019;860000017;14;CH HENRI LABORIT;860791169;ACC. THERAP. JOUR P. ADO. MOSAIQUE;860780048
STB;2019;860000025;04;GH NORD-VIENNE - SITE DE CHATELLERAULT;860785682;USLD LE VILLAGE - GH NORD-VIENNE;860013382
STB;2019;860000033;04;GH NORD-VIENNE - SITE DE LOUDUN;860789585;USLD (GH NORD-VIENNE) - LOUDUN;860013382
STB;2019;860000058;04;CHU - SITE DE MONTMORILLON;860785559;USLD - CHU - SITE DE MONTMORILLON;860014208
STB;2019;860000223;04;CHU LA MILETRIE;860785542;USLD - CHU - SITE DE POITIERS;860014208
STB;2019;860008929;09;H.A.D. DE POITIERS;;;860008879
STB;2019;860009208;09;C.R.F. DU MOULIN VERT - NIEUL L'ESPOIR;;;860009158
STB;2019;860010321;09;POLYCLINIQUE DE POITIERS;;;860010313
STB;2019;860011014;04;CHU - SITE DE LUSIGNAN;860000041;USLD - CHU - SITE DE LUSIGNAN;860014208
STB;2019;860011410;09;CRF VISION-AUDITION - ST BENOIT;;;860012913
STB;2019;860780311;09;CLINIQUE DE CHATELLERAULT;;;860010750
STB;2019;860780436;09;LA COLLINE ENSOLEILLEE (CURE ET CONV.);;;870015336
STB;2019;860780568;09;CLINIQUE DU FIEF DE GRIMOIRE;;;860000140
STB;2019;860790419;09;CLINIQUE ST CHARLES - MAIS. DE CONVAL.;;;860003110
STB;2019;860791268;09;MRC KORIAN OREGON - CIVRAY;;;310021365
STB;2019;860793405;09;ETS CONVALESC. P ALCOOLIQUES - PAYROUX;;;860793397
STB;2019;870000064;04;C H U DUPUYTREN LIMOGES;;;870000015
STB;2019;870000098;04;CENTRE HOSPITALIER SAINT JUNIEN;;;870000023
STB;2019;870000171;09;CENTRE LA CHENAIE;;;870015336
STB;2019;870000221;15;CLINIQUE KORIAN SAINT MAURICE;;;870000973
STB;2019;870000270;04;CTRE HOSPITALIER J BOUTARD ST YRIEIX;870005790;UNITE SOINS DE LONGUE DUREE ST YRIEIX;870000031
STB;2019;870000288;09;CLINIQUE FRANCOIS CHENIEUX;;;870017415
STB;2019;870000403;04;HOPITAL INTERCOMMUNAL DU HAUT LIMOUSIN;;;870014503
STB;2019;870000411;09;CLINIQUE EMAILLEURS-COLOMBIER LIMOGES;;;870017415
STB;2019;870000551;04;HOPITAL INTERCOMMUNAL DU HAUT LIMOUSIN;870005824;USLD HIHL BELLAC;870014503
STB;2019;870000601;04;HOPITAL DR RENE BARRIERE ST LEONARD;870008133;USLD ST LEONARD;870014248
STB;2019;870001567;04;HOPITAL INTERCOMMUNAL DU HAUT LIMOUSIN;870008141;USLD HIHL LE DORAT;870014503
STB;2019;870002516;04;CTRE HOSPITAL MOYEN SEJOUR ST JUNIEN;;;870000023
STB;2019;870003514;04;HOPITAL JEAN REBEYROL LIMOGES;870008059;USLD REBEYROL LIMOGES;870000015
STB;2019;870004231;09;H A D SANTE SERVICE LIMOUSIN LIMOGES;;;870004074
STB;2019;870005931;04;UNITE SOINS LONGUE DUREE ST JUNIEN;;;870000023
STB;2019;870006137;04;CENTRE HOSPITALIER ESQUIROL;870003019;CMP BEAUBREUIL;870002466
STB;2019;870006137;04;CENTRE HOSPITALIER ESQUIROL;870008448;CENTRE PROXI ST LEONARD - HOPITAL JOUR;870002466
STB;2019;870006137;04;CENTRE HOSPITALIER ESQUIROL;870008455;CENTRE PROXI HAUT-LIMOUSIN - HOP. JOUR;870002466
STB;2019;870006137;04;CENTRE HOSPITALIER ESQUIROL;870013919;ATELIER ACTIVITES THERAPEUTIQUES;870002466
STB;2019;870006137;04;CENTRE HOSPITALIER ESQUIROL;870015518;CENTRE PROXIMITE VAL DE VIENNE - CMP;870002466
STB;2019;870006137;04;CENTRE HOSPITALIER ESQUIROL;870015971;HOPITAL DE JOUR MOSAIQUES;870002466
STB;2019;870006137;04;CENTRE HOSPITALIER ESQUIROL;870016607;CENTRE PROXI BASSIN AREDIEN - HOP JOUR;870002466
STB;2019;870006137;04;CENTRE HOSPITALIER ESQUIROL;870016615;CENTRE PROXIMITE VAL VIENNE - HOP JOUR;870002466
STB;2019;870006137;04;CENTRE HOSPITALIER ESQUIROL;870016649;CENTRE PROXIMITE BASSIN AREDIEN - CMP;870002466
STB;2019;870006137;04;CENTRE HOSPITALIER ESQUIROL;870016656;CENTRE PATIENT AGE STE CLAIRE HOP JOUR;870002466
STB;2019;870006137;04;CENTRE HOSPITALIER ESQUIROL;870017332;CENTRE PROXIMITE VAN GOGH HOPITAL JOUR;870002466
STB;2019;870006137;04;CENTRE HOSPITALIER ESQUIROL;870017670;CENTRE PROXIMITE VAN GOGH - CMP;870002466
STB;2019;870006137;04;CENTRE HOSPITALIER ESQUIROL;870017688;CENTRE DU PATIENT AGE STE-CLAIRE - CMP;870002466
STB;2019;870006137;04;CENTRE HOSPITALIER ESQUIROL;870017696;CENTRE PROXIMITE HAUT-LIMOUSIN - CMP;870002466
STB;2019;870006137;04;CENTRE HOSPITALIER ESQUIROL;870017704;CENTRE PROXIMITE SAINT-LEONARD - CMP;870002466
STB;2019;870006137;04;CENTRE HOSPITALIER ESQUIROL;870017712;UNITE DE SOINS INTENSIFS DU SOIR;870002466
STB;2019;870007358;09;HOPITAL DE JOUR BAUDIN;;;870016722
STB;2019;870008042;04;USLD CHASTAINGT LIMOGES;;;870000015
STB;2019;870010998;04;CHU LIMOGES - ANTENNE SMUR ST YRIEIX;;;870000015
STB;2019;870014859;04;HOPITAL DE LA MERE ET DE L'ENFANT;;;870000015
STB;2019;870016631;09;CTRE PRISE EN CHARGE OBESITE;;;870016722
STB;2019;870017647;04;CHU LIMOGES - ANTENNE SMUR ST JUNIEN;;;870000015
STB;2019;880000021;04;CHI E.DURKHEIM - PLATEAU DE LA JUSTICE;;;880007059
STB;2019;880000039;04;CH DE GERARDMER CLAUDIUS REGAUD;880787692;USLD LEA ANDRE;880780069
STB;2019;880000047;04;CENTRE HOSPITALIER DE SAINT-DIE;;;880780077
STB;2019;880000054;04;CHI L'OUEST VOSGIEN SITE NEUFCHATEAU;;;880007299
STB;2019;880000062;04;CENTRE HOSPITALIER DE REMIREMONT;;;880780093
STB;2019;880000070;04;CHI DE L'OUEST VOSGIEN SITE DE VITTEL;880788773;USLD DU CHI OUEST VOSGIEN A VITTEL;880007299
STB;2019;880000088;14;CENTRE HOSPITALIER DE RAVENEL;880003488;CMPPA/CATTP/HOP JR-MAIS SANTE ST JEAN;880780119
STB;2019;880000088;14;CENTRE HOSPITALIER DE RAVENEL;880005269;CMP POUR ADOLESCENTS EPINAL;880780119
STB;2019;880000088;14;CENTRE HOSPITALIER DE RAVENEL;880006242;CMP/PLAC. FAMIL. THERAP. ENFANTS;880780119
STB;2019;880000088;14;CENTRE HOSPITALIER DE RAVENEL;880006267;HOP JOUR ENFANTS SAINT-DIE;880780119
STB;2019;880000088;14;CENTRE HOSPITALIER DE RAVENEL;880006283;CATTP POUR ADULTES D'EPINAL;880780119
STB;2019;880000088;14;CENTRE HOSPITALIER DE RAVENEL;880006374;APP THERAPEUTIQUES + PL DE NUIT EPINAL;880780119
STB;2019;880000088;14;CENTRE HOSPITALIER DE RAVENEL;880006416;HOP. DE JOUR/CMP;880780119
STB;2019;880000088;14;CENTRE HOSPITALIER DE RAVENEL;880006424;CMP POUR ENFANTS DE NEUFCHATEAU;880780119
STB;2019;880000088;14;CENTRE HOSPITALIER DE RAVENEL;880784012;CMP PA/CATTP PA/CMP ADULTES REMIREMONT;880780119
STB;2019;880000088;14;CENTRE HOSPITALIER DE RAVENEL;880784210;CMP/SERV PLACEMT FAMIL THERAP ADULTES;880780119
STB;2019;880000088;14;CENTRE HOSPITALIER DE RAVENEL;880784434;HOPITAL DE JOUR POUR ADULTES D'EPINAL;880780119
STB;2019;880000088;14;CENTRE HOSPITALIER DE RAVENEL;880784442;HOP DE JOUR AD -LA ROCHE D'ARMA-;880780119
STB;2019;880000088;14;CENTRE HOSPITALIER DE RAVENEL;880784459;HOP. DE JOUR ADULTES/CATTP SAINT-DIE;880780119
STB;2019;880000088;14;CENTRE HOSPITALIER DE RAVENEL;880785134;HOPITAL DE JOUR POUR ENFANTS D'EPINAL;880780119
STB;2019;880000088;14;CENTRE HOSPITALIER DE RAVENEL;880785290;HOP JOUR/CMP ENFANTS REMIREMONT;880780119
STB;2019;880000088;14;CENTRE HOSPITALIER DE RAVENEL;880785423;HOP DE JOUR ADULTES A NEUFCHATEAU;880780119
STB;2019;880000088;14;CENTRE HOSPITALIER DE RAVENEL;880785688;HOPITAL DE JOUR/CMP ADULTES DE VITTEL;880780119
STB;2019;880000088;14;CENTRE HOSPITALIER DE RAVENEL;880785704;CMP POUR ADULTES DE NEUFCHATEAU;880780119
STB;2019;880000088;14;CENTRE HOSPITALIER DE RAVENEL;880785720;CMP ADULTES ET CMPPA DE SAINT DIE;880780119
STB;2019;880000088;14;CENTRE HOSPITALIER DE RAVENEL;880785738;CMP PR ENFANTS A SAINT-DIE;880780119
STB;2019;880000104;04;HOPITAL DE L'AVISON - BRUYERES;880789409;USLD DE L'HOPITAL LOCAL DE BRUYERES;880780259
STB;2019;880000112;04;HOPITAL LOCAL DE CHATEL-SUR-MOSELLE;;;880780267
STB;2019;880000138;04;HOPITAL LOCAL VAL DU MADON MIRECOURT;;;880006325
STB;2019;880000146;04;CHI DES 5 VALLEES SITE DE RAON L ETAPE;;;880008230
STB;2019;880000153;04;HOPITAL DE BUSSANG;;;880007786
STB;2019;880000179;04;HOPITAL LOCAL DE FRAIZE;;;880780325
STB;2019;880000187;04;HOPITAL LOCAL DE LAMARCHE;;;880780333
STB;2019;880000203;04;HOPITAL LE THILLOT;;;880007786
STB;2019;880000211;04;CHI DES 5 VALLEES SITE DE SENIONES;;;880008230
STB;2019;880000336;04;CHI E. DURKHEIM - SITE DE GOLBEY;880785621;USLD DU CHI E. DURKHEIM-SITE DE GOLBEY;880007059
STB;2019;880006606;09;HAD KORIAN PAYS DES IMAGES;;;750056335
STB;2019;880006663;04;CHI E.DURKHEIM-MAISON DE SANTE ST JEAN;;;880007059
STB;2019;880006721;09;HAD KORIAN PAYS DE LA PLAINE;;;750056335
STB;2019;880007752;04;CH ST DIE - ANTENNE SMUR GERARDMER;;;880780077
STB;2019;880780465;09;MAISON D'ENFANTS -LA COMBE- - SENONES;;;540019726
STB;2019;880780507;09;MAISON DE REPOS ET CONVAL. LA LOUVIERE;;;880000237
STB;2019;880786637;04;USLD DU CENTRE HOSPITALIER REMIREMONT;;;880780093
STB;2019;880786645;04;USLD DU CENTRE HOSPITALIER DE ST-DIE;;;880780077
STB;2019;880788591;09;POLYCLINIQUE LA LIGNE BLEUE;;;880780150
STB;2019;890000169;09;CLINIQUE PAUL PICQUET SENS;;;890000151
STB;2019;890000250;09;UNITE DE SOINS AUGUSTA PRIAULT CRF;;;750721334
STB;2019;890000292;09;CLINIQUE SAINTE- COLOMBE;;;890006315
STB;2019;890000300;09;AIHP CENTRE ARMANCON;;;890000193
STB;2019;890000318;09;ETAB SOINS DE SUITE LE PETIT PIEN;;;920030269
STB;2019;890000326;15;MAISON REPOS ET CONV. BOISSEAUX;;;890008105
STB;2019;890002298;15;CLINIQUE DE REGENNES;;;890000672
STB;2019;890002371;15;CLINIQUE KER YONNEC;;;890000722
STB;2019;890002389;09;POLYCLINIQUE STE MARGUERITE AUXERRE;;;890000730
STB;2019;890009178;09;HAD SUD YONNE;;;750047367
STB;2019;890971583;04;USLD DU CH JOIGNY;;;890000417
STB;2019;890973258;04;MOYEN SEJOUR CH SENS;;;890970569
STB;2019;890975501;04;HL R BONNION VILLENEUVE-SUR-YONNE;;;890000466
STB;2019;890975519;04;CTRE HOSPITALIER SPECIALISE AUXERRE;890001779;UNITE D'HOSPI. PSYE ADULTES -HENRI EY-;890000052
STB;2019;890975519;04;CTRE HOSPITALIER SPECIALISE AUXERRE;890005598;CENTRE RENOIR CATTP ALZHEIMER;890000052
STB;2019;890975519;04;CTRE HOSPITALIER SPECIALISE AUXERRE;890005689;CENTRE ACCUEIL ET SOINS ADOLESCENTS;890000052
STB;2019;890975519;04;CTRE HOSPITALIER SPECIALISE AUXERRE;890007792;CENTRE MEDICO-PSYCHOLOGIQUE BLÉNEAU;890000052
STB;2019;890975519;04;CTRE HOSPITALIER SPECIALISE AUXERRE;890007800;CENTRE MEDICO-PSYCHOLOGIQUE CHARNY;890000052
STB;2019;890975519;04;CTRE HOSPITALIER SPECIALISE AUXERRE;890007826;CENTRE ACCUEIL ET SOINS ADOLESCENTS;890000052
STB;2019;890975519;04;CTRE HOSPITALIER SPECIALISE AUXERRE;890007834;HOPITAL DE JOUR;890000052
STB;2019;890975519;04;CTRE HOSPITALIER SPECIALISE AUXERRE;890007842;UNITE PSYCHIAT. DE JOUR LA ROSERAIE;890000052
STB;2019;890975519;04;CTRE HOSPITALIER SPECIALISE AUXERRE;890008303;UNITE DE JOUR DE PEDO PSYCHIATRIE;890000052
STB;2019;890975519;04;CTRE HOSPITALIER SPECIALISE AUXERRE;890009806;MAISON DES ADOLESCENTS;890000052
STB;2019;890975519;04;CTRE HOSPITALIER SPECIALISE AUXERRE;890009814;MAISON DES ADOLESCENTS;890000052
STB;2019;890975519;04;CTRE HOSPITALIER SPECIALISE AUXERRE;890009822;UNITE HOSPITALISATION COMPLETE L DAVID;890000052
STB;2019;890975519;04;CTRE HOSPITALIER SPECIALISE AUXERRE;890009830;UNITE HOSPITALISATION DE JOUR V MAGNAN;890000052
STB;2019;890975519;04;CTRE HOSPITALIER SPECIALISE AUXERRE;890009848;CMP AUXERRE ADULTES;890000052
STB;2019;890975519;04;CTRE HOSPITALIER SPECIALISE AUXERRE;890009855;CMP DE SENS ENFANTS;890000052
STB;2019;890975519;04;CTRE HOSPITALIER SPECIALISE AUXERRE;890971005;PSYCHIATRIE INFANTO JUVENILE H. J.;890000052
STB;2019;890975519;04;CTRE HOSPITALIER SPECIALISE AUXERRE;890971021;C.M.P. AVALLON;890000052
STB;2019;890975519;04;CTRE HOSPITALIER SPECIALISE AUXERRE;890971047;CMP JOIGNY;890000052
STB;2019;890975519;04;CTRE HOSPITALIER SPECIALISE AUXERRE;890971054;C.M.P. SENS;890000052
STB;2019;890975519;04;CTRE HOSPITALIER SPECIALISE AUXERRE;890971062;C.M.P. TOUCY;890000052
STB;2019;890975519;04;CTRE HOSPITALIER SPECIALISE AUXERRE;890971070;C.M.P. TONNERRE;890000052
STB;2019;890975519;04;CTRE HOSPITALIER SPECIALISE AUXERRE;890971591;C.M.P. ST FLORENTIN;890000052
STB;2019;890975519;04;CTRE HOSPITALIER SPECIALISE AUXERRE;890973365;C.M.P. AUXERRE;890000052
STB;2019;890975527;04;CH AUXERRE;890971492;USLD AUXERRE CENTRE HOSPITALIER;890000037
STB;2019;890975535;04;CH AVALLON;;;890000409
STB;2019;890975543;04;CH JOIGNY;;;890000417
STB;2019;890975550;04;CH SENS;;;890970569
STB;2019;890975568;04;CENTRE HOSPITALIER DU TONNERROIS;;;890000433
STB;2019;900000035;09;HOPITAL PRIVE DE LA MIOTTE;;;900003880
STB;2019;900000647;04;CHSLD LE CHENOIS;;;900004698
STB;2019;900002429;15;ANNEXE PIERRE ENGEL AHBFC;900002478;HJ CMP CATTP ADULTES BOURGOGNE BELFORT;700004096
STB;2019;900002429;15;ANNEXE PIERRE ENGEL AHBFC;900002569;CMP CATTP ENFANTS AHBFC;700004096
STB;2019;900003039;04;HNFC SITE TREVENANS;;;900000365
STB;2019;900003070;04;SSR SITE PIERRE ENGEL HNFC BAVILLIERS;;;900000365
STB;2019;910000272;04;CH D ARPAJON;910811728;USLD CH ARPAJON;910110014
STB;2019;910000280;04;CH DOURDAN ETAMPES SITE DOURDAN;910810647;USLD CH SUD ESSONNE SITE DOURDAN;910019447
STB;2019;910000298;04;CH DES DEUX VALLEES SITE LONGJUMEAU;;;910110055
STB;2019;910000306;04;CH D ORSAY;;;910110055
STB;2019;910000314;04;CH SUD FRANCILIEN;;;910002773
STB;2019;910000330;14;CHS BARTHELEMY DURAND;910002286;APPARTEMENT THERAPEUTIQUE LONGJUMEAU;910140029
STB;2019;910000330;14;CHS BARTHELEMY DURAND;910006329;HDJ MOSAIQUE;910140029
STB;2019;910000330;14;CHS BARTHELEMY DURAND;910007228;CMP ETAMPES;910140029
STB;2019;910000330;14;CHS BARTHELEMY DURAND;910007269;CMP BRETIGNY;910140029
STB;2019;910000330;14;CHS BARTHELEMY DURAND;910007319;CATTP LEBLANC;910140029
STB;2019;910000330;14;CHS BARTHELEMY DURAND;910007418;CATTP MARES YVON 91G05;910140029
STB;2019;910000330;14;CHS BARTHELEMY DURAND;910007459;CATTP LE PATIO;910140029
STB;2019;910000330;14;CHS BARTHELEMY DURAND;910007509;SAFT SAVIGNY;910140029
STB;2019;910000330;14;CHS BARTHELEMY DURAND;910007558;CATTP L ANCRE;910140029
STB;2019;910000330;14;CHS BARTHELEMY DURAND;910008739;SAFT RUE DE PARIS ETAMPES;910140029
STB;2019;910000330;14;CHS BARTHELEMY DURAND;910009299;HDJ DE SAVIGNY SUR ORGE;910140029
STB;2019;910000330;14;CHS BARTHELEMY DURAND;910010198;HDJ POUR ADO DE L ESSONNE;910140029
STB;2019;910000330;14;CHS BARTHELEMY DURAND;910012509;CMP IMAGERIE 91I02;910140029
STB;2019;910000330;14;CHS BARTHELEMY DURAND;910012558;CATTP LA TERRASSE 91I05;910140029
STB;2019;910000330;14;CHS BARTHELEMY DURAND;910012608;CMP CHILLY MAZARIN;910140029
STB;2019;910000330;14;CHS BARTHELEMY DURAND;910012699;CATTP POUR ADOLESCENTS 91I01;910140029
STB;2019;910000330;14;CHS BARTHELEMY DURAND;910012749;CMP MARIE CURIE;910140029
STB;2019;910000330;14;CHS BARTHELEMY DURAND;910012988;HDJ ROSSAYS;910140029
STB;2019;910000330;14;CHS BARTHELEMY DURAND;910014059;CMP ETAMPES;910140029
STB;2019;910000330;14;CHS BARTHELEMY DURAND;910018902;CENTRE INTERSECTORIEL ACCUEIL ET CRISE;910140029
STB;2019;910000330;14;CHS BARTHELEMY DURAND;910018910;EPS BARTHELEMY DURAND STE GENEVIEVE;910140029
STB;2019;910000330;14;CHS BARTHELEMY DURAND;910021393;HDJ IMRE HERMANN;910140029
STB;2019;910000330;14;CHS BARTHELEMY DURAND;910022771;CMP CATTP ARPAJON;910140029
STB;2019;910000330;14;CHS BARTHELEMY DURAND;910022839;CMP ANTENNE PRELUDE 91I02;910140029
STB;2019;910000330;14;CHS BARTHELEMY DURAND;910023035;EQUIPE MOBILE DIAPSY 91;910140029
STB;2019;910000330;14;CHS BARTHELEMY DURAND;910140060;HDJ LES MARES YVON;910140029
STB;2019;910000330;14;CHS BARTHELEMY DURAND;910807973;CATTP ETINCELLE;910140029
STB;2019;910000330;14;CHS BARTHELEMY DURAND;910807981;CMP DE LA FERTE ALAIS;910140029
STB;2019;910000330;14;CHS BARTHELEMY DURAND;910807999;CMP DE MILLY LA FORET;910140029
STB;2019;910000330;14;CHS BARTHELEMY DURAND;910808047;CMP DE MENNECY;910140029
STB;2019;910000330;14;CHS BARTHELEMY DURAND;910808070;CMP D EGLY;910140029
STB;2019;910000330;14;CHS BARTHELEMY DURAND;910808096;UNITE THERAPIE FAMILIALE 91Z01;910140029
STB;2019;910000330;14;CHS BARTHELEMY DURAND;910808104;CMP LES SOURCES;910140029
STB;2019;910000330;14;CHS BARTHELEMY DURAND;910808112;CMP 91G07 DE SAVIGNY SUR ORGE;910140029
STB;2019;910000330;14;CHS BARTHELEMY DURAND;910808120;CMP DE GRIGNY;910140029
STB;2019;910000330;14;CHS BARTHELEMY DURAND;910808138;CMP DE MORSANG SUR ORGE;910140029
STB;2019;910000330;14;CHS BARTHELEMY DURAND;910808146;CMP JUIVISY SUR ORGE;910140029
STB;2019;910000330;14;CHS BARTHELEMY DURAND;910808278;CMP 91I01 DE LONGPONT SUR ORGE;910140029
STB;2019;910000330;14;CHS BARTHELEMY DURAND;910808294;CMP 91I01 DE DOURDAN;910140029
STB;2019;910000330;14;CHS BARTHELEMY DURAND;910808344;CMP DE ST MICHEL SUR ORGE;910140029
STB;2019;910000330;14;CHS BARTHELEMY DURAND;910808443;CMP DE LIMOURS;910140029
STB;2019;910000330;14;CHS BARTHELEMY DURAND;910808450;CMP 91G05 SAINTE GENEVIEVE;910140029
STB;2019;910000330;14;CHS BARTHELEMY DURAND;910808492;CMP DE SAVIGNY SUR ORGE;910140029
STB;2019;910000330;14;CHS BARTHELEMY DURAND;910810605;HDJ LA TRAVERSIERE ETAMPES;910140029
STB;2019;910000330;14;CHS BARTHELEMY DURAND;910811132;CMP LA FERTE ALAIS;910140029
STB;2019;910000330;14;CHS BARTHELEMY DURAND;910811157;CMP CATTP DE DOURDAN;910140029
STB;2019;910000330;14;CHS BARTHELEMY DURAND;910811181;CMP PIERRE BROSSOLETTE;910140029
STB;2019;910001973;04;CH DOURDAN ETAMPES SITE ETAMPES;910806363;USLD CHES SITE ETAMPES;910019447
STB;2019;910008028;09;ANGIO SCE INTERCLINQUE IMAGERIE-MASSY;;;910001221
STB;2019;910009919;09;CTRE REEDUCATION FONCTIONNELLE EVRY;;;910009869
STB;2019;910015965;09;CLINIQUE LE MOULIN DE VIRY;;;920030269
STB;2019;910018423;04;CH DES DEUX VALLEES SITE JUVISY;;;910110055
STB;2019;910020254;04;CH SUD FRANCILIEN SITE JEAN JAURES;910000678;CTRE DE READAPT A CALMETTE DE YERRES;910002773
STB;2019;910020254;04;CH SUD FRANCILIEN SITE JEAN JAURES;910007608;CMP DE VIGNEUX SUR SEINE;910002773
STB;2019;910020254;04;CH SUD FRANCILIEN SITE JEAN JAURES;910007699;CMP CARNOT;910002773
STB;2019;910020254;04;CH SUD FRANCILIEN SITE JEAN JAURES;910007749;CMP DE BRUNOY;910002773
STB;2019;910020254;04;CH SUD FRANCILIEN SITE JEAN JAURES;910018076;SMPR STE GENEVIEVE DES BOIS;910002773
STB;2019;910020254;04;CH SUD FRANCILIEN SITE JEAN JAURES;910019009;HDJ CAMINO;910002773
