BOR;AN;FI;GRP;RS;FI_ET;RS_ET
ST;2019;750062036;02;GHU PARIS PSY ET NEUROSCIENCES;750000499;CH SAINTE ANNE
ST;2019;750062036;02;GHU PARIS PSY ET NEUROSCIENCES;930815501;USLD LA ROSERAIE MAISON BLANCHE
ST;2019;750110025;02;CHNO DES QUINZE-VINGTS PARIS;750000481;CHNO DES QUINZE VINGTS PARIS
ST;2019;750712184;02;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS;600100101;CH AP-HP LIANCOURT
ST;2019;750712184;02;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS;620100016;HOP MARITIME DE BERCK
ST;2019;750712184;02;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS;640790150;HOPITAL MARIN VILLE PARIS
ST;2019;750712184;02;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS;750041543;HU PARIS NORD SITE BRETONNEAU APHP
ST;2019;750712184;02;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS;750100018;HU PARIS CENTRE SITE HOTEL DIEU APHP
ST;2019;750712184;02;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS;750100042;HU SAINT LOUIS SITE LARIBOISIERE APHP
ST;2019;750712184;02;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS;750100075;HU SAINT LOUIS SITE SAINT LOUIS APHP
ST;2019;750712184;02;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS;750100083;HU EST PARISIEN SITE ROTHSCHILD APHP
ST;2019;750712184;02;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS;750100091;HU EST PARISIEN SITE ST ANTOINE APHP
ST;2019;750712184;02;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS;750100109;HU EST PARISIEN SITE TROUSSEAU APHP
ST;2019;750712184;02;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS;750100125;HU PITIE SALPETRIERE APHP
ST;2019;750712184;02;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS;750100166;HU PARIS CENTRE SITE COCHIN APHP
ST;2019;750712184;02;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS;750100208;HU NECKER ENFANTS MALADES APHP
ST;2019;750712184;02;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS;750100216;HU PARIS OUEST SITE VAUGIRARD APHP
ST;2019;750712184;02;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS;750100232;HU PARIS NORD SITE BICHAT APHP
ST;2019;750712184;02;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS;750100273;HU EST PARISIEN SITE TENON APHP
ST;2019;750712184;02;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS;750100299;HU PARIS IDF SITE SAINTE PERINE APHP
ST;2019;750712184;02;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS;750801441;HU PARIS CENTRE SITE BROCA APHP
ST;2019;750712184;02;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS;750803447;HU PARIS OUEST SITE G POMPIDOU APHP
ST;2019;750712184;02;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS;750803454;HU ROBERT DEBRE APHP
ST;2019;750712184;02;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS;750806226;HOSPITALISATION A DOMICILE APHP PARIS
ST;2019;750712184;02;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS;830100012;APHP HOPITAL SAN SALVADOUR
ST;2019;750712184;02;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS;910100015;HU HENRI MONDOR SITE CLEMENCEAU APHP
ST;2019;750712184;02;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS;910100023;HU HENRI MONDOR SITE JOFFRE APHP
ST;2019;750712184;02;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS;920100013;HU OUEST SITE AMBROISE PARE APHP
ST;2019;750712184;02;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS;920100021;HU PARIS SUD SITE ANTOINE BECLERE APHP
ST;2019;750712184;02;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS;920100039;HU PARIS NORD SITE BEAUJON APHP
ST;2019;750712184;02;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS;920100047;HU PARIS NORD SITE LOUIS MOURIER APHP
ST;2019;750712184;02;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS;920100054;HU PARIS SITE RAYMOND POINCARE APHP
ST;2019;750712184;02;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS;920100062;HU PARIS OUEST SITE CELTON APHP
ST;2019;750712184;02;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS;930100011;HU PARIS SSTDENIS SITE MURET APHP
ST;2019;750712184;02;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS;930100037;HU PARIS SITE AVICENNE APHP
ST;2019;750712184;02;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS;930100045;HU PARIS SITE JEAN VERDIER APHP
ST;2019;750712184;02;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS;940100027;HU HENRI MONDOR SITE HENRI MONDOR APHP
ST;2019;750712184;02;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS;940100035;HU PITIE SALPETRIERE- CHARLE FOIX APHP
ST;2019;750712184;02;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS;940100043;HU PARIS SUD SITE KREMLIN BICETRE APHP
ST;2019;750712184;02;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS;940100050;HU HENRI MONDOR SITE E ROUX APHP
ST;2019;750712184;02;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS;940100068;HU PARIS SUD SITE PAUL BROUSSE APHP
ST;2019;750806853;06;AURA;750000184;UNITE DE DIALYSE AURA SITE PELLEPORT
ST;2019;750806853;06;AURA;750009318;UNITE DE DIALYSE SITE AURA BICHAT
ST;2019;750806853;06;AURA;750200024;CENTRE HD DP AURA PARIS PLAISANCE
ST;2019;750806853;06;AURA;770016160;UNITE AUTODIALYSE AURA SANTEPOLE
ST;2019;750806853;06;AURA;770803708;UNITE DE DIALYSE AURA MEAUX
ST;2019;750806853;06;AURA;910814144;UNITE DE DIALYSE AURA CORBEIL
ST;2019;750806853;06;AURA;920025210;UNITE DE DIALYSE AURA ISSY MOULINEAUX
ST;2019;750806853;06;AURA;930813910;UNITE DE DIALYSE AURA MONTREUIL
ST;2019;750806853;06;AURA;930815618;CENTRE DE DIALYSE AURA SAINT OUEN
ST;2019;750806853;06;AURA;950808949;UNITE DE DIALYSE AURA PONTOISE
ST;2019;750813321;08;FONDATION CURIE;750160012;CLCC INSTITUT CURIE
ST;2019;750813321;08;FONDATION CURIE;910813732;CLCC DE PROTONTHERAPIE ORSAY
ST;2019;750813321;08;FONDATION CURIE;920000460;CLCC RENE HUGUENIN INSTITUT CURIE
ST;2019;750821092;02;SERVICE DE SANTE DES ARMEES;130786742;HIA LAVERAN
ST;2019;750821092;02;SERVICE DE SANTE DES ARMEES;290000728;HOPITAL INSTRUCTION DES ARMEES
ST;2019;750821092;02;SERVICE DE SANTE DES ARMEES;330781303;HIA ROBERT PICQUE
ST;2019;750821092;02;SERVICE DE SANTE DES ARMEES;570000596;HIA LEGOUEST
ST;2019;750821092;02;SERVICE DE SANTE DES ARMEES;690780093;HIA DESGENETTES
ST;2019;750821092;02;SERVICE DE SANTE DES ARMEES;830100574;HIA SAINTE ANNE
ST;2019;750821092;02;SERVICE DE SANTE DES ARMEES;920120011;HIA PERCY
ST;2019;750821092;02;SERVICE DE SANTE DES ARMEES;940120017;HIA BEGIN
ST;2019;750831059;06;DIAVERUM PARIS;750047318;CENTRE DIAVERUM PARIS SAINT MAUR
ST;2019;750831059;06;DIAVERUM PARIS;750831067;CENTRE DIAVERUM PARIS MONT LOUIS
ST;2019;760012039;08;SCM GRH;760028985;CENTRE GUILLAUME LE CONQUERANT SCM GRH
ST;2019;760024042;02;CHI ELBEUF-LOUVIERS VAL DE REUIL;270000391;CH LOUVIERS CHI ELBEUF
ST;2019;760024042;02;CHI ELBEUF-LOUVIERS VAL DE REUIL;760000463;CH LES FEUGRAIS CHI ELBEUF
ST;2019;760780023;02;CH DIEPPE;760000018;CH DIEPPE
ST;2019;760780023;02;CH DIEPPE;760026252;ANTENNE DE SMUR EU CH DIEPPE
ST;2019;760780023;02;CH DIEPPE;760800938;CENTRE DE JOUR WINNICOTT CH DIEPPE
ST;2019;760780031;02;HL SAINT-VALERY-EN-CAUX;760000026;HL SAINT-VALERY-EN-CAUX
ST;2019;760780049;02;HL GOURNAY-EN-BRAY;760000034;HL GOURNAY-EN-BRAY
ST;2019;760780056;02;CH EU;760000042;CH EU
ST;2019;760780064;02;CH NEUFCHATEL-EN-BRAY;760000059;CH NEUFCHATEL-EN-BRAY
ST;2019;760780213;02;CENTRE HOSPITALIER DE L'AUSTREBERTHE;760000133;CH HOPITAL PASTEUR VALLERY RADOT
ST;2019;760780239;02;CHU ROUEN;760000141;HOPITAL SAINT JULIEN CHU ROUEN
ST;2019;760780239;02;CHU ROUEN;760000158;HOPITAL CHARLES NICOLLE CHU ROUEN
ST;2019;760780239;02;CHU ROUEN;760023671;USLD ARCADIE BOUCICAUT CHU ROUEN
ST;2019;760780239;02;CHU ROUEN;760783522;HOPITAL DE BOIS-GUILLAUME CHU ROUEN
ST;2019;760780239;02;CHU ROUEN;760783530;HOPITAL DE OISSEL CHU ROUEN
ST;2019;760780247;08;CRLCC HENRI BECQUEREL ROUEN;760000166;CRLCC HENRI BECQUEREL ROUEN
ST;2019;760780254;02;HL YVETOT;760000174;HL YVETOT
ST;2019;760780262;02;CH DU BELVEDERE MONT-SAINT-AIGNAN;760000182;CH DU BELVEDERE MONT-SAINT-AIGNAN
ST;2019;760780270;02;CHS DU ROUVRAY SOTTEVILLE-LES-ROUEN;760000190;CHS DU ROUVRAY SOTTEVILLE-LES-ROUEN
ST;2019;760780726;02;GHH LE HAVRE;760000356;HOPITAL GUSTAVE FLAUBERT CH LE HAVRE
ST;2019;760780726;02;GHH LE HAVRE;760781070;CENTRE PIERRE JANET CH LE HAVRE
ST;2019;760780726;02;GHH LE HAVRE;760805770;HOPITAL JACQUES MONOD CH LE HAVRE
ST;2019;760780734;02;CHI DU PAYS DES HAUTES FALAISES;760000364;CHI DU PAYS DES HAUTES FALAISES FECAMP
ST;2019;760780734;02;CHI DU PAYS DES HAUTES FALAISES;760806950;USLD DE L'EHPAD YVON LAMOUR FECAMP
ST;2019;760780742;02;CHI CAUX VALLEE DE SEINE;760000372;CH LILLEBONNE CHI CAUX VALLEE DE SEINE
ST;2019;760780742;02;CHI CAUX VALLEE DE SEINE;760000398;HOPITAL LOCAL BOLBEC CHIC CAUX VALLEE
ST;2019;760780759;02;HL SAINT-ROMAIN-DE-COLBOSC;760000380;HL SAINT-ROMAIN-DE-COLBOSC
ST;2019;760782227;02;CH DURECU LAVOISIER DARNETAL;760000620;CENTRE SSR PA CH DARNETAL
ST;2019;760782425;02;CH DU BOIS PETIT SOTTEVILLE LES ROUEN;760000802;CENTRE SSR PA CH SOTTEVILLE/ROUEN
ST;2019;760921429;08;SCM CENTRE FREDERIC JOLIOT;760028993;CENTRE FREDERIC JOLIOT
ST;2019;770000271;06;SAS NEPHROCARE MARNE LA VALLEE;770020055;CENTRE NEPHROCARE MARNE LA VALLEE
ST;2019;770015030;08;INSTITUT CANCEROLOGIE SEINE ET MARNE;770020949;INSTITUT CANCEROLOGIE SEINE ET MARNE
ST;2019;770016137;06;SA DIAVERUM MONTEREAU;770016087;CENTRE DIALYSE DIAVERUM MONTEREAU
ST;2019;770021145;02;GRAND HOPITAL DE L'EST FRANCILIEN;770000131;CH DE COULOMMIERS
ST;2019;770021145;02;GRAND HOPITAL DE L'EST FRANCILIEN;770000446;CH DE MEAUX SITE SAINT FARON
ST;2019;770021145;02;GRAND HOPITAL DE L'EST FRANCILIEN;770019032;GHEF MARNE LA VALLEE SITE JOSSIGNY
ST;2019;770021145;02;GRAND HOPITAL DE L'EST FRANCILIEN;770813814;USLD CENTRE HOSPITALIER DE JOUARRE
ST;2019;770021145;02;GRAND HOPITAL DE L'EST FRANCILIEN;770814622;ANNEXE SSR D'ORGEMONT
ST;2019;770021152;02;CENTRE HOSPITALIER SUD SEINE ET MARNE;770000149;CH DE FONTAINEBLEAU
ST;2019;770021152;02;CENTRE HOSPITALIER SUD SEINE ET MARNE;770000164;CH SUD SEINE ET MARNE SITE MONTEREAU
ST;2019;770021152;02;CENTRE HOSPITALIER SUD SEINE ET MARNE;770000214;CH DE NEMOURS
ST;2019;770110054;02;GRPE HOSPITALIER DU SUD ILE DE FRANCE;770000156;CH DE MELUN SITE SANTEPOLE
ST;2019;770110054;02;GRPE HOSPITALIER DU SUD ILE DE FRANCE;770000180;CH DE BRIE COMTE ROBERT
ST;2019;770110070;02;CENTRE HOSPITALIER LEON BINET PROVINS;770000172;CH DE PROVINS LEON BINET
ST;2019;770813418;06;ASSOCIATION PROVINOISE DE DIALYSE;770813426;UNITE D AUTODIALYSE PROVINS
ST;2019;780001236;02;CHI POISSY ST-GERMAIN;780000311;CHI POISSY ST GERMAIN SITE DE POISSY
ST;2019;780001236;02;CHI POISSY ST-GERMAIN;780000337;CHI POISSY ST GERMAIN SITE ST GERMAIN
ST;2019;780002010;06;CTRE D'HEMODIALYSE DE MANTES-LA-JOLIE;780017802;CENTRE D HEMODIALYSE MANTES LA JOLIE
ST;2019;780002697;02;CH INTERCOMM MEULAN-LES MUREAUX;780000295;CHI DE MEULAN LES MUREAUX
ST;2019;780002697;02;CH INTERCOMM MEULAN-LES MUREAUX;780000428;CHI MEULAN (SITE DE BECHEVILLE)
ST;2019;780002697;02;CH INTERCOMM MEULAN-LES MUREAUX;780822748;USLD CHATELAIN GUILLET
ST;2019;780021788;02;CENTRE HOSPITALIER DE LA MAULDRE;780000386;CH DE LA MAULDRE SITE SAINT LOUIS
ST;2019;780024113;02;CENTRE HOSPITALIER DE PLAISIR;780000303;CENTRE HOSPITALIER DE PLAISIR
ST;2019;780024113;02;CENTRE HOSPITALIER DE PLAISIR;780000402;CHS JEAN MARTIN CHARCOT
ST;2019;780024857;08;CENTRE RADIOLOGIE TRAITEMENT TUMEURS;780022646;CTRE RADIOLOGIE ET TRAITEMENT TUMEURS
ST;2019;780110011;02;CH FRANCOIS QUESNAY MANTES LA JOLIE;780000287;CH FRANCOIS QUESNAY MANTES
ST;2019;780110052;02;CENTRE HOSPITALIER DE RAMBOUILLET;780000329;CH DE RAMBOUILLET
ST;2019;780110078;02;CENTRE HOSPITALIER DE VERSAILLES;780000345;CH DE VERSAILLES SITE RICHAUD
ST;2019;780110078;02;CENTRE HOSPITALIER DE VERSAILLES;780800256;CH DE VERSAILLES SITE ANDRE MIGNOT
ST;2019;780110094;02;HOPITAL DU VESINET;780000352;HOPITAL DU VESINET CENTRE
ST;2019;780130019;02;HOPITAL GERONTOLOGIQUE DE CHEVREUSE;780000360;USLD GERONTOLOGIQUE DE CHEVREUSE
ST;2019;780130027;02;HOPITAL DE HOUDAN;780000378;CH LOCAL DE HOUDAN
ST;2019;780140059;02;CH THEOPHILE ROUSSEL;780000410;CHS THEOPHILE ROUSSEL
ST;2019;780140059;02;CH THEOPHILE ROUSSEL;920811635;CAS POUR ADOLESCENTS DE SURESNES
ST;2019;780530010;02;HOPITAL DE PEDIATRIE ET DE REEDUCATION;780001657;HOPITAL PEDIATRIE REEDUCATION BULLION
ST;2019;780822920;06;ASS DIALYSE A DOMICILE (ADDY);780001558;UNITE D AUTODIALYSE ADDY
ST;2019;780822920;06;ASS DIALYSE A DOMICILE (ADDY);780001707;UNITE D AUTODIALYSE LES TEMPLIERS
ST;2019;780822920;06;ASS DIALYSE A DOMICILE (ADDY);780808234;SERVICE DE DIALYSE A DOMICILE
ST;2019;780822920;06;ASS DIALYSE A DOMICILE (ADDY);780822631;CENTRE AUTODIALYSE LES ARCADES
ST;2019;780822920;06;ASS DIALYSE A DOMICILE (ADDY);780823134;UNITE D AUTODIALYSE BEAUREGARD
ST;2019;780822920;06;ASS DIALYSE A DOMICILE (ADDY);780826152;UNITE D AUTODIALYSE IMPRESSIONNISTES
ST;2019;790000012;02;CENTRE HOSPITALIER DE NIORT;790000087;CENTRE HOSPITALIER DE NIORT
ST;2019;790000012;02;CENTRE HOSPITALIER DE NIORT;790012355;CEAA - CTRE EXPERTISE AUTISME ADULTES
ST;2019;790000079;02;CENTRE HOSPITALIER DE MAULEON;790000145;CTRE HOSPITALIER DE MAULEON
ST;2019;790006654;02;CTRE HOSPIT. NORD DEUX-SEVRES;790000103;SITE HOSPITALIER DE PARTHENAY
ST;2019;790006654;02;CTRE HOSPIT. NORD DEUX-SEVRES;790003537;SITE HOSPITALIER DE THOUARS
ST;2019;790006654;02;CTRE HOSPIT. NORD DEUX-SEVRES;790007694;PSY. ADULTES - HOP DE JOUR MALADRY
ST;2019;790006654;02;CTRE HOSPIT. NORD DEUX-SEVRES;790019848;SITE HOSPITALIER FAYE L'ABBESSE
ST;2019;790019491;02;CH GH&MS HAUT VAL DE SEVRE ET MELLOIS;790000111;CH HAUT VAL SEVRE & MELLOIS - ST MAIX.
ST;2019;790019491;02;CH GH&MS HAUT VAL DE SEVRE ET MELLOIS;790000137;CH HAUT VAL SEVRE & MELLOIS - MELLE
ST;2019;800000028;02;CENTRE HOSPITALIER D'ABBEVILLE;800000143;CH ABBEVILLE
ST;2019;800000028;02;CENTRE HOSPITALIER D'ABBEVILLE;800006231;SSR CH ABBEVILLE
ST;2019;800000028;02;CENTRE HOSPITALIER D'ABBEVILLE;800015539;HAD CH ABBEVILLE
ST;2019;800000036;02;CENTRE HOSPITALIER D'ALBERT;800000184;CH ALBERT
ST;2019;800000036;02;CENTRE HOSPITALIER D'ALBERT;800015489;HAD CH ALBERT
ST;2019;800000044;02;CHU AMIENS PICARDIE;800000192;CHU AMIENS NORD
ST;2019;800000044;02;CHU AMIENS PICARDIE;800000614;CHU AMIENS SAINT VICTOR
ST;2019;800000044;02;CHU AMIENS PICARDIE;800006124;CHU AMIENS SALOUËL
ST;2019;800000044;02;CHU AMIENS PICARDIE;800016735;SSR CHU AMIENS
ST;2019;800000044;02;CHU AMIENS PICARDIE;800017253;CHU AMIENS IOP
ST;2019;800000051;02;CENTRE HOSPITALIER DE CORBIE;800000200;CH CORBIE
ST;2019;800000069;02;CENTRE HOSPITALIER DE DOULLENS;800000226;CH DOULLENS
ST;2019;800000077;02;CENTRE HOSPITALIER DE HAM;800000275;CH HAM
ST;2019;800000077;02;CENTRE HOSPITALIER DE HAM;800015588;HAD CH HAM
ST;2019;800000085;02;CH INTERCOMMUNAL MONTDIDIER-ROYE;800000390;CH CHIMR MONTDIDIER
ST;2019;800000085;02;CH INTERCOMMUNAL MONTDIDIER-ROYE;800000440;CH CHIMR ROYE
ST;2019;800000085;02;CH INTERCOMMUNAL MONTDIDIER-ROYE;800009417;USLD CHIMR ROYE
ST;2019;800000085;02;CH INTERCOMMUNAL MONTDIDIER-ROYE;800016776;HAD CHIMR MONTDIDIER
ST;2019;800000093;02;CENTRE HOSPITALIER DE PÉRONNE;800000432;CH PÉRONNE
ST;2019;800000093;02;CENTRE HOSPITALIER DE PÉRONNE;800004111;CENTRE HENRY EY CH PERONNE
ST;2019;800000093;02;CENTRE HOSPITALIER DE PÉRONNE;800004152;SSR CH PERONNE
ST;2019;800000093;02;CENTRE HOSPITALIER DE PÉRONNE;800015448;HAD CH PÉRONNE
ST;2019;800000119;02;CHS PHILIPPE PINEL;800000457;CHS PINEL DURY
ST;2019;800000135;02;CTRE HOSP INTERCOM DE LA BAIE DE SOMME;800000507;CH CHIBS SAINT-VALERY-SUR-SOMME
ST;2019;800010621;08;CTRE TRAITEMENT HAUTES ÉNERGIES;800010639;CTRE TRAITEMENT HAUTES ENERGIES
ST;2019;810000331;02;CH ALBI;810000505;CH ALBI
ST;2019;810000349;02;CH GAILLAC;810000513;CH DE GAILLAC
ST;2019;810000380;02;CHIC CASTRES MAZAMET;810000521;CHI CASTRES MAZAMET SITE AUTAN CASTRES
ST;2019;810000380;02;CHIC CASTRES MAZAMET;810000547;CHI CASTRES MAZAMET SITE MAZAMET
ST;2019;810000380;02;CHIC CASTRES MAZAMET;810099838;CHI CASTRES MAZAMET SITE MONGES CASTRE
ST;2019;810000380;02;CHIC CASTRES MAZAMET;810100370;USLD SITE MAZAMET CHIC CASTRES MAZAMET
ST;2019;810000398;02;CH DE GRAULHET;810000539;CENTRE HOSPITALIER DE GRAULHET
ST;2019;810000455;02;CH LAVAUR;810000562;CENTRE HOSPITALIER DE LAVAUR
ST;2019;810000471;06;SAS CMCO CLAUDE BERNARD;810003368;CL CLAUDE BERNARD UDM CASTRES
ST;2019;810000471;06;SAS CMCO CLAUDE BERNARD;810011197;CL CLAUDE BERNARD UAD LAVAUR
ST;2019;810000471;06;SAS CMCO CLAUDE BERNARD;810101741;CL CLAUDE BERNARD UAD CASTRES
ST;2019;810000471;06;SAS CMCO CLAUDE BERNARD;810101758;CL CLAUDE BERNARD UAD GRAULHET
ST;2019;810000471;06;SAS CMCO CLAUDE BERNARD;810102947;CL CLAUDE BERNARD UAD LESCURE
ST;2019;820000016;02;CH MONTAUBAN;820000032;CH DE MONTAUBAN
ST;2019;820000016;02;CH MONTAUBAN;820004067;PSYCHIATRIE III CAPOU CH MONTAUBAN
ST;2019;820000131;06;SA CL PONT DE CHAUME;820005791;CL PONT DE CHAUME UAD CASTELSARRASIN
ST;2019;820000206;02;CH DE NEGREPELISSE;820000420;CH DE NEGREPELISSE
ST;2019;820000214;02;CH DE CAUSSADE;820000438;USLD CH CAUSSADE
ST;2019;820000248;02;CH DES DEUX RIVES;820000461;CH DES DEUX RIVES
ST;2019;820004950;02;CHI CASTELSARRASIN MOISSAC;820000198;CHI CASTELSARRASIN MOISSAC SITE CASTE
ST;2019;820004950;02;CHI CASTELSARRASIN MOISSAC;820000883;CHI CASTELSARRASIN MOISSAC SITE MOISSA
ST;2019;820004950;02;CHI CASTELSARRASIN MOISSAC;820009611;USLD CHI CASTELSARRASIN MOISSAC
ST;2019;830002119;06;AVODD SITE CENTRE HAMBURGER;830012548;AVODD CENTRE D'HEMODIALYSE HYERES
ST;2019;830002119;06;AVODD SITE CENTRE HAMBURGER;830013819;AVODD TOULON SITE HIA SAINTE ANNE
ST;2019;830002119;06;AVODD SITE CENTRE HAMBURGER;830017505;AVODD HEMODIALYSE AMBULATOIRE FREJUS
ST;2019;830002119;06;AVODD SITE CENTRE HAMBURGER;830213617;AVODD UDM CH BRIGNOLES
ST;2019;830002119;06;AVODD SITE CENTRE HAMBURGER;830213625;AVODD UMD SAINT MICHEL
ST;2019;830003521;06;CENTRE DE DIALYSE SERENA;830215687;DIAVERUM CENTRE DE DIALYSE SERENA
ST;2019;830003695;06;ASSOCIATION DE DIALYSE VAROISE;830012589;ADIVA CTRE D'HEMODIALYSE SEYNE SUR MER
ST;2019;830003695;06;ASSOCIATION DE DIALYSE VAROISE;830015970;ADIVA CENTRE DE DIALYSE GASSIN
ST;2019;830003695;06;ASSOCIATION DE DIALYSE VAROISE;830016671;ADIVA CTRE DE DIALYSE ST JEAN TOULON
ST;2019;830003695;06;ASSOCIATION DE DIALYSE VAROISE;830216495;ADIVA DIALYSE A DOMICILE LA GARDE
ST;2019;830008819;02;CH DEPARTEMENTAL DU VAR AU LUC;830206983;CH DEPART DU VAR AU LUC PRECOUMIN
ST;2019;830012639;06;CENTRE DE NEPHROLOGIE LES FLEURS;830012688;CENTRE DE NEPHROLOGIE LES FLEURS
ST;2019;830100517;02;CH JEAN MARCEL DE BRIGNOLES;830000279;CH JEAN MARCEL DE BRIGNOLES
ST;2019;830100517;02;CH JEAN MARCEL DE BRIGNOLES;830206298;CH MOYEN SEJOUR LA SOURCE DE BRIGNOLES
ST;2019;830100525;02;CH DE LA DRACENIE DE DRAGUIGNAN;830000287;CH LA DRACENIE DE DRAGUIGNAN
ST;2019;830100525;02;CH DE LA DRACENIE DE DRAGUIGNAN;830213989;CH DRAGUIGNAN USLD
ST;2019;830100533;02;CH DE HYERES MARIE JOSEE TREFFOT;830000295;CH DE HYERES MARIE JOSEE TREFFOT
ST;2019;830100533;02;CH DE HYERES MARIE JOSEE TREFFOT;830020889;CH DE HYERES ANTENNE SMUR DU LAVANDOU
ST;2019;830100533;02;CH DE HYERES MARIE JOSEE TREFFOT;830100871;MC CH HYERES SITE CLEMENCEAU
ST;2019;830100533;02;CH DE HYERES MARIE JOSEE TREFFOT;830213856;MEDECINE GERIATRIQUE DU CH HYERES
ST;2019;830100566;02;CHI DE FREJUS SAINT RAPHAEL;830000311;CHI DE FREJUS SAINT RAPHAEL
ST;2019;830100566;02;CHI DE FREJUS SAINT RAPHAEL;830009528;CHI FREJUS ST RAPAHEL GERONTO HJ SSR
ST;2019;830100590;02;CENTRE HOSPITALIER DE SAINT TROPEZ;830000337;CENTRE HOSPITALIER DE SAINT TROPEZ
ST;2019;830100616;02;CHI TOULON LA SEYNE SUR MER;830000345;CHITS CH SAINTE MUSSE
ST;2019;830100616;02;CHI TOULON LA SEYNE SUR MER;830100608;CHITS CH GEORGE SAND LA SEYNE SUR MER
ST;2019;830100616;02;CHI TOULON LA SEYNE SUR MER;830202743;CHITS HOPITAL GEORGES CLEMENCEAU
ST;2019;830101200;02;CHS PIERREFEU DU VAR HENRI GUERIN;830000600;CHS PIERREFEU DU VAR HENRI GUERIN
ST;2019;840000012;02;CENTRE HOSPITALIER DU PAYS D'APT;840000343;CENTRE HOSPITALIER DU PAYS D'APT
ST;2019;840000012;02;CENTRE HOSPITALIER DU PAYS D'APT;840007579;CENTRE HOSPITALIER DU PAYS D'APT SLD
ST;2019;840000038;02;CENTRE HOSPITALIER PASTEUR A BOLLENE;840000376;CENTRE HOSPITALIER PASTEUR A BOLLENE
ST;2019;840000046;02;CENTRE HOSPITALIER DE CARPENTRAS;840000392;CENTRE HOSPITALIER DE CARPENTRAS
ST;2019;840000061;02;CENTRE HOSPITALIER DE GORDES;840000426;CENTRE HOSPITALIER DE GORDES
ST;2019;840000079;02;CENTRE HOSPITALIER ISLE SUR LA SORGUE;840000434;CENTRE HOSPITALIER ISLE SUR LA SORGUE
ST;2019;840000087;02;CH LOUIS GIORGI D'ORANGE;840000483;CH LOUIS GIORGI D'ORANGE
ST;2019;840000087;02;CH LOUIS GIORGI D'ORANGE;840006480;SMUR CH ORANGE SITE VAISON
ST;2019;840000103;02;CENTRE HOSPITALIER DE SAULT;840000517;CENTRE HOSPITALIER DE SAULT
ST;2019;840000111;02;CH VAISON LA ROMAINE;840000525;CH VAISON LA ROMAINE
ST;2019;840000129;02;CH JULES NIEL DE VALREAS;840000533;CH JULES NIEL DE VALREAS
ST;2019;840000137;02;CHS DE MONTFAVET;840000541;CHS DE MONTFAVET
ST;2019;840002844;06;ATIR;840011043;ATIR CENTRE D'HEMODIALYSE AVIGNON
ST;2019;840002844;06;ATIR;840012538;ATIR AUTODIAL CLOS DE L'ETANG ISLE
ST;2019;840002844;06;ATIR;840017222;ATIR CENTRE D'HEMODIALYSE CARPENTRAS
ST;2019;840002844;06;ATIR;840017461;ATIR CENTRE D'HEMODIALYSE ORANGE
ST;2019;840002844;06;ATIR;840018774;ATIR CTRE HEMOD UDM CAVAILLON
ST;2019;840004659;02;CHI CAVAILLON LAURIS;840000418;CHI DE CAVAILLON LAURIS
ST;2019;840004659;02;CHI CAVAILLON LAURIS;840000558;CHI CAVAILLON CTRE PNEUMO ROQUEFRAICHE
ST;2019;840006597;02;CH D'AVIGNON HENRI DUFFAUT;840001861;CH D'AVIGNON HENRI DUFFAUT
