BOR;AN;FI;RS;FI_EJ;COVID19_A1;COVID19_A36;COVID19_A2;COVID19_A3;COVID19_A4;COVID19_A5;COVID19_B1;COVID19_B36;COVID19_B2;COVID19_B3;COVID19_B4;COVID19_B5;COVID19_C1;COVID19_C36;COVID19_C2;COVID19_C3;COVID19_C4;COVID19_C5;COVID19_D1;COVID19_D36;COVID19_D2;COVID19_D3;COVID19_E1;COVID19_E2;COVID19_E3;COVID19_E4;COVID19_E5;COVID19_A6;COVID19_A7;COVID19_A8;COVID19_A9;COVID19_A10;COVID19_A37;COVID19_A11;COVID19_A12;COVID19_A13;COVID19_A14;COVID19_A15;COVID19_A16;COVID19_A17;COVID19_A18;COVID19_A19;COVID19_B10;COVID19_B37;COVID19_B11;COVID19_B12;COVID19_B13;COVID19_B14;COVID19_B15;COVID19_B16;COVID19_B17;COVID19_B18;COVID19_B19;COVID19_C10;COVID19_C37;COVID19_C11;COVID19_C12;COVID19_C13;COVID19_C14;COVID19_C15;COVID19_C16;COVID19_C17;COVID19_C18;COVID19_C19;COVID19_D10;COVID19_D37;COVID19_D11;COVID19_D12;COVID19_D13;COVID19_D14;COVID19_D15;COVID19_D16;COVID19_D17;COVID19_D18;COVID19_D19;COVID19_E10;COVID19_E37;COVID19_E11;COVID19_E12;COVID19_E13;COVID19_E14;COVID19_E15;COVID19_E16;COVID19_E17;COVID19_E18;COVID19_E19;COVID19_F12;COVID19_F13;COVID19_F14;COVID19_F15;COVID19_F16;COVID19_F17;COVID19_A20;COVID19_A21;COVID19_A22;COVID19_A23;COVID19_B20;COVID19_B21;COVID19_B22;COVID19_B23;COVID19_C20;COVID19_C21;COVID19_C22;COVID19_C23;COVID19_D20;COVID19_D21;COVID19_D22;COVID19_D23;COVID19_A24;COVID19_A25;COVID19_A26;COVID19_A27;COVID19_A28;COVID19_A29;COVID19_A30;COVID19_A31;COVID19_B24;COVID19_B25;COVID19_B26;COVID19_B27;COVID19_B28;COVID19_B29;COVID19_B30;COVID19_B31;COVID19_C24;COVID19_C25;COVID19_C26;COVID19_C27;COVID19_C28;COVID19_C29;COVID19_C30;COVID19_C31;COVID19_D24;COVID19_D25;COVID19_D26;COVID19_D27;COVID19_D28;COVID19_D29;COVID19_D30;COVID19_D31;COVID19_A32;COVID19_A33;COVID19_A34;COVID19_A35
COVID19;2020;750150146;HOPITAL LEOPOLD BELLAN;750720609;51;avril;248;3164;;0;;;;;;;32;avril;102;2163;;0;;;;;83;350;5327;;0;;;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;;;;5.52;;;;9.62;;;;11.54;;;;10.48;;;;0;0;0;0;;;;;0;0;0;1;;;;;0;0;0;1;;;;;0;0;0;0;;;;;0;0;;
COVID19;2020;750150187;MAISON MEDICALE JEANNE GARNIER;750000143;27;mars;92;1092;0;0;0;;;;;;0;;;;;;0;;;;27;92;1092;0;0;0;;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;;;;0.5;0;;;1.5;0;;;1.5;0;;;0.25;0;;;0;0;0;0;;;;;0;0;0;0;;;;;0;0;0;0;;;;;0;0;0;0;;;;;0;0;;
COVID19;2020;750150237;HOPITAL DE LA CROIX SAINT SIMON;750006728;100;avril;445;4277;0;10;;;;;;;;;;;;;;;;;100;445;4277;0;10;;;0;3;24;avril;24;349;80;2697;1074;79;28;0;19;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;4;avril;4;131;11;495;117;11;3;0;1;;;;0;0;0;0;0;0;0;0;0;1;0;1;1;0;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;;
COVID19;2020;750150252;CLINIQUE MEDICALE EDOUARD RIST;750720575;10;avril;92;1012;0;10;0;;0;0;0;0;20;avril;178;3345;0;4;0;;0;0;30;270;4357;0;14;0;;260;0;0;;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;;;;;0.66;;;;4.46;;;;1.8;;;;0.27;;;;0;0;0;0;;;;;1;0;1;0;;;;;0;0;0;0;;;;;0;0;0;0;;;;;;;;
COVID19;2020;750150260;HOPITAL DES DIACONESSES;750006728;10;avril;74;842;0;0;0;;0;0;0;0;0;;;;0;;0;;0;0;10;74;842;0;0;;;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;0;0;0;0;;;;;0;0;0;0;;;;;0;0;0;0;;;;;0;0;0;0;;;;;0;0;;
COVID19;2020;750150344;HOPITAL PRIVE COGNACQ JAY;750720468;4;octobre;15;376;;0;;;;;;;18;avril;100;1824;;0;;;;;22;115;2200;;0;;;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;;;;1;0;0;0;0;;;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
COVID19;2020;750150377;HOPITAL HENRY DUNANT;750721334;24;;90;1448;;0;;;;;;;56;;73;2643;;0;;;;;80;163;4091;;0;;;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;0;0;0;1;;;;;1;1;1;0;;;;;0;0;0;0;;;;;1;0;0;1;;;;;0;0;;
COVID19;2020;750160012;CLCC INSTITUT CURIE;750813321;23;;343;4753;;21;;;;;;;;;;;;;;;;;23;343;4753;;21;;;;;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;7;avril;;521;30;3052;264;26;9;4;4;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;;;;;;;;17;0;9;0;7;0;3;0;5;0;3;0;;;;;;;;;1;0;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;0
COVID19;2020;750300071;CLINIQUE GEOFFROY SAINT HILAIRE;750000598;40;avril;161;1789;0;1;;;;;;;;;;;;;;;;;40;161;1789;0;1;;;;;18;avril;;237;50;3071;986;50;22;0;12;;;;;;;;;;;;;;;;;;;;;;;10;avril;;46;44;324;306;44;16;0;1;;;;;;;;;;;;0;0;0;0;1;0;;;;;;;;;;;;;;;;;0;0;0;0;0;0;1;0;1;0;1;0;1;1;1;0;1;;0;0;1;1;1;0;0;0;0;0;1;1;1;0;0;0;;
COVID19;2020;750300121;CLINIQUE SAINT JEAN DE DIEU;750063679;12;avril;27;177;1;1;;;;;;;;;;;;;;;;;12;27;177;1;1;11;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;avril;1;26;25;168;167;24;8;0;0;;;;;;;;;;;;0;0;0;0;1;0;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;;
COVID19;2020;750300139;CLINIQUE DE L ALMA;750000655;12;avril;24;229;0;;;;;;;;;;;;;;;;;;12;24;229;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;avril;0;71;19;358;201;19;17;0;5;;;;;;;;;;;;;;;;;;;6;;2.5;6.5;;3.25;;5.4;;2.7;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
COVID19;2020;750300154;CLINIQUE TURIN;750065971;24;avril;76;498;;3;;;;;;;;;;;;;;;;;24;76;498;;3;;;463;0;4;avril;4;8;8;90;90;8;2;0;1;;;;0;0;0;0;0;0;0;0;10;avril;0;471;10;1195;48;10;9;0;0;10;avril;0;246;42;1214;272;42;13;0;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
COVID19;2020;750300360;HOPITAL PRIVE DES PEUPLIERS;750026569;48;avril;107;1376;15;60;;;;;;;27;avril;39;886;;0;;;;;75;146;2262;15;60;;;;;9;avril;9;19;19;172;172;19;9;0;1;;;;;;;;;;;;;;;;;;;;;;;9;avril;8;352;63;1602;775;63;47;0;9;;;;;;;;;;;;0;1;0;1;1;0;5.8;12.83;;5.45;80;;18;;39;;12;;4;;3;;1;0;0;1;1;0;0;1;1;0;0;1;1;0;0;1;1;0;0;1;1;0;0;1;0;0;0;0;1;0;0;0;1;1;1;0
COVID19;2020;750300410;CLINIQUE JEANNE D ARC;750000770;6;mars;22;299;0;1;;;;;;;;;;;;;;;;;6;22;299;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;0;0;0;2;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;;;;;0;0;0;0;;;;;0;0;0;0;;;;;0;0;0;0;;;;;0;0;;
COVID19;2020;750300493;CLINIQUE ARAGO;750000796;6;octobre;30;173;0;;;;;;;;;;;;;;;;;;6;30;173;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.5;;;;2.5;;;;2.5;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;0;;;
COVID19;2020;750300667;MATERNITE SAINTE FELICITE;750000838;3;avril;14;65;0;0;;;;;;;;;;;;;;;;;3;14;65;0;0;;;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;;;;1;;;;1;;;;;;;;;;;;0;0;1;1;;;;;0;0;0;1;0;;;;;;;0;0;;;;;;;0;0;;;;0;0;;
COVID19;2020;750300766;CLINIQUE BIZET;750056145;15;avril;90;1265;;0;;;;;;;6;avril;20;294;;10;;;;;21;110;1559;;10;;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;7;avril;2;871;75;5587;865;75;44;0;18;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0.72;;0.72;0.32;;0.24;;0.24;;0.08;;0.24;;0.24;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0
COVID19;2020;750300774;CLINIQUE JOUVENET;750000895;4;;30;164;;;;;;;;;;;;;;;;;;;4;30;164;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COVID19;2020;750300840;CLINIQUE DE LA MUETTE;750000903;2;mars;8;29;0;;0;;;;;;0;;;;;;0;;;;2;8;29;0;;;0;;;0;;;;;;;;;;;0;;;;;;;;;;;0;;;;;;;;;;;0;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;0;0;0;0;;;;;0;0;0;0;;;;;0;0;0;0;;;;;0;0;;
COVID19;2020;750300915;CLINIQUE INTERNATIONALE PARC MONCEAU;750065963;20;avril;48;455;;1;;;;;;;;;;;;;;;;;20;48;455;;1;;;58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;avril;;256;34;632;331;34;29;0;6;;;;;;;;;;;;;;;;;;35;;20;;15;;10;;15;;8;;10;;5;;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
COVID19;2020;750300931;CLINIQUE STE THERESE;750000978;1;;8;41;;;;;;;;;;;;;;;;;;;1;8;41;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;0;0;0;0;;;;;0;0;0;0;;;;;0;0;0;0;;;;;0;0;;
COVID19;2020;750301137;CLINIQUE CHIRURG ALLERAY LABROUSTE;750001034;30;mars;98;1087;;3;;;;;;;;;;;;;;;;;30;98;1087;;3;29;0;0;0;3;mars;3;4;4;26;26;4;1;0;2;;;;0;0;0;0;0;0;0;0;8;mars;;629;4;2324;28;4;4;0;0;8;mars;;272;8;1245;51;8;4;0;1;;;;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0.5;0.16;;0.16;3.72;;0.66;;3.56;;0.5;;2;;0.3;;1;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;;1;0;0;0;0;0;0;0;0;;
COVID19;2020;750301145;CLINIQUE DU MONT LOUIS;750001042;12;avril;63;580;;2;0;;;;;;0;;;;;;0;;;;12;63;580;;2;0;1;;;0;avril;;;;;;;;;;0;;;;;;;;;;;0;;;;;;;;;;;10;avril;;201;14;963;108;14;14;0;2;0;;;;;;;;;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;;0;0;0;0;0;0;1;0;;
COVID19;2020;750301160;CLINIQUE MAUSSINS NOLLET;750001067;;;8;48;;;;;;;;;;;;;;;;;;;;8;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COVID19;2020;750310013;CLINIQUE VILLA MONTSOURIS;920030269;;;;;;;;;1;14;;;;;;;;;;;;;;1;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COVID19;2020;750801441;HU PARIS CENTRE SITE BROCA APHP;750712184;131;avril;372;6351;;0;;;;;;;50;juin;242;4049;;0;;;;;181;614;10400;;0;;;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;;;;41.21;;;;80.83;;;;99.82;;;;33.59;;;;1;1;1;1;;;;;1;1;1;0;;;;;1;1;1;0;;;;;0;0;0;0;;;;;0;1;1;0
COVID19;2020;750803447;HU PARIS OUEST SITE G POMPIDOU APHP;750712184;158;avril;1943;18694;;304;;;;;;;;;;;;;;;;;158;1943;18694;;304;;;0;26;91;avril;94;2712;343;17680;4954;335;113;1;127;;;;0;0;0;0;0;0;0;0;19;avril;9;2548;363;10017;1840;347;122;0;78;;;;618;17;2335;46;17;6;0;4;;;;0;0;0;0;0;0;0;0;1;1;0;0;0;0;250.92;;115.46;;623.44;;327.94;;262.52;;132;;67.29;;20.09;;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;;
COVID19;2020;750803454;HU ROBERT DEBRE APHP;750712184;;;1682;12231;;229;;;;;;;;;;;;;;;;;;1682;12231;;229;;;0;4;;;;0;0;0;0;0;0;0;0;;;;812;69;4395;465;69;7;35;2;;;;750;149;10625;3331;99;0;99;1;;;;0;0;0;0;0;0;0;0;;;;2395;450;15910;3669;426;1;389;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COVID19;2020;750814824;UNITE DIALYSE BUTTES CHAUMONT-ANDRA;920036407;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;240;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.5;;;1.5;;;;2;;;;0.5;;;;0;0;0;0;;;;;0;0;1;0;;;;;0;0;0;0;;;;;0;0;0;0;;;;;0;0;;
COVID19;2020;750831067;CENTRE DIAVERUM PARIS MONT LOUIS;750831059;;;0;0;;0;;;;;;;;;;;;;;;;;;0;0;;0;;;365;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;;;;;3;;;15;;;;;;;;;;;;;;;;;;;;0;0;0;1;;;;;;;;;;;;;;;;;;;;;0;0;;
COVID19;2020;760000018;CH DIEPPE;760780023;;;1338;10040;;10;;;;;;;;;39;609;;0;;;;;;1377;10649;;10;;;;;20;;;526;94;2927;893;93;46;0;14;;;;;;;;;;;;6;;;589;28;1643;85;27;18;0;0;5;;;164;4;487;14;4;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;;;;
COVID19;2020;760000026;HL SAINT-VALERY-EN-CAUX;760780031;;;;;;;;;;;;;4;décembre;1;6;;0;;;;;4;1;6;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;0;0;0;0;;;;;0;0;0;0;;;;;0;0;;
COVID19;2020;760000034;HL GOURNAY-EN-BRAY;760780049;;;;;;;;;;;;;3;novembre;31;477;;0;;;;;3;31;477;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;0;0;0;0;;;;;0;0;0;;;;;;0;0;0;0;;;;;0;;;
COVID19;2020;760000042;CH EU;760780056;4;;36;324;;0;;;;;;;4;;19;428;;0;;;;;8;55;752;;0;;;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;;;;;0;0;0;;;;;;0;0;0;;;;;;0;0;0;;;;;;;;
COVID19;2020;760000059;CH NEUFCHATEL-EN-BRAY;760780064;8;avril;74;1145;;0;;;;;;;1;avril;12;314;;0;;;;;9;86;1459;;0;;;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;;;;0.43;;;;1.47;;;;2.47;;;;0.52;;;;0;0;0;0;;;;;0;0;0;0;;;;;0;0;0;0;;;;;0;0;0;0;;;;;;;;
COVID19;2020;760000133;CH HOPITAL PASTEUR VALLERY RADOT;760780213;;;;;;;;;;;;;21;décembre;86;1011;;0;;;;;21;86;1011;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;;;;0;0;0;1;;;;;0;0;0;0;;;;;0;0;0;0;;;;;0;1;1;0
COVID19;2020;760000141;HOPITAL SAINT JULIEN CHU ROUEN;760780239;;;705;6349;;;;;;;;;;;;;;;;;;;;705;6349;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COVID19;2020;760000158;HOPITAL CHARLES NICOLLE CHU ROUEN;760780239;120;avril;6553;43959;;46;0;;;;;;0;;;;;;0;;;;120;6553;43959;;46;;;;4;63;avril;37;3000;506;20225;5285;502;174;0;81;1;octobre;;430;57;2426;261;56;0;56;0;10;novembre;2;4053;436;18357;2715;429;167;4;44;8;novembre;5;7699;514;11140;723;508;231;2;88;0;;;1009;139;5015;668;135;0;134;1;1;0;0;0;1;0;;;;;;;;;;;;;;;;;0;0;0;1;0;0;0;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;0;0;1;0;0;0;0;0;;;;
COVID19;2020;760000166;CRLCC HENRI BECQUEREL ROUEN;760780247;12;avril;319;5039;0;3;0;;;;0;;0;;;;0;;0;;;;12;319;5039;0;3;0;;0;3;0;;;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;8;avril;;538;106;8858;1420;88;25;0;8;4;avril;;172;3;559;18;3;2;0;0;0;;;0;0;0;0;0;0;0;0;;;;;;;0.18;;;;1.81;;;;0.46;;;;4.36;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1
COVID19;2020;760000174;HL YVETOT;760780254;4;décembre;73;904;;0;;;;;;;4;décembre;10;151;;0;;;;;8;83;1055;;0;;;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;;;;3;;;;7.6;;;;8.9;;;;1;;;;0;0;0;1;;;;;1;0;0;0;;;;;0;0;0;0;;;;;0;0;0;0;;;;;0;0;;
COVID19;2020;760000356;HOPITAL GUSTAVE FLAUBERT CH LE HAVRE;760780726;1;avril;6;112;;;;;;;;;23;novembre;100;1878;;7;;;;;24;106;1990;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23.17;;0;;30.74;;0;;6.97;;0;;;;;;;;;;1;1;1;1;;;;;0;1;1;0;;;;;0;0;0;0;;;;;;;;
COVID19;2020;760000364;CHI DU PAYS DES HAUTES FALAISES FECAMP;760780734;30;novembre;870;8026;;0;;;;;;;14;décembre;76;1684;;0;;;;;44;946;9710;;0;;;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;5;;;494;90;1937;489;86;51;0;13;;;;0;0;0;0;0;0;0;0;1;1;0;0;1;;1.59;;1;;4.53;;;;4.67;;;;;;;;1;0;0;1;1;0;0;1;0;0;1;1;0;0;0;1;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;
COVID19;2020;760000372;CH LILLEBONNE CHI CAUX VALLEE DE SEINE;760780742;30;octobre;394;2433;4;8;;;;;;;;;;;;;;;;;30;394;2433;4;8;;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COVID19;2020;760000398;HOPITAL LOCAL BOLBEC CHIC CAUX VALLEE;760780742;;;;;;;;;;;;;10;novembre;79;718;;0;;;;;10;79;718;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COVID19;2020;760000463;CH LES FEUGRAIS CHI ELBEUF;760024042;;;2978;18205;;1;;;;;;;;;148;2688;;0;;;;;;3126;20893;;1;;;3;;;;;427;99;3461;989;96;31;1;20;;;;;;;;;;;;;;;528;98;1627;392;97;54;1;5;;;;166;2;494;7;2;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COVID19;2020;760000620;CENTRE SSR PA CH DARNETAL;760782227;0;;;;;;0;;;;;;10;octobre;127;1998;;0;;;;;10;127;1998;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;3;;;;6;;;;2;;;;0;0;0;0;;;;;0;;1;1;;;;;0;;0;0;;;;;0;;0;0;;0;;;1;0;;
COVID19;2020;760000802;CENTRE SSR PA CH SOTTEVILLE/ROUEN;760782425;;;;;;;;;;;;;4;;53;538;;0;;;;;4;53;538;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;0;0;0;0;;;;;0;0;0;0;;;;;0;0;0;0;;;;;0;1;1;0
COVID19;2020;760017079;CENTRE DE REEDUCATION DE LA HEVE;760017038;;;;;;;;;;;;;9;;5;250;;41;;;;;9;5;250;;41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COVID19;2020;760021329;HOPITAL PRIVE DE L'ESTUAIRE;760000448;33;;397;3947;0;;;;;;;;0;;;;;;;;;;33;397;3947;0;;5;1;158;;8;mars;8;4;4;53;53;4;2;0;1;;;;;;;;;;;;4;;;1381;32;3784;123;32;15;0;1;3;;;745;13;2513;83;13;4;0;1;;;;;;;;;;;;1;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COVID19;2020;760025312;CLINIQUE MATHILDE ROUEN;760000315;7;avril;214;1234;;9;;;;;;;;;;;;;;;;;7;214;1234;;9;;;0;0;;;;3;0;35;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;1;avril;;339;6;1546;43;6;0;0;0;;;;0;0;0;0;0;0;0;0;1;;;;1;;;2.5;;1.1;6.5;;0.2;;3.5;;;;2;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;
COVID19;2020;760027292;CLINIQUE MEGIVAL;760027300;12;novembre;38;359;;0;;;;;;;8;novembre;5;67;;0;;;;;20;43;426;;0;;;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;391;0;1179;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;;;;2;;;;8;;;;8;;;;4;;;;0;0;0;0;;;;;0;0;0;0;;;;;0;0;0;0;;;;;0;0;0;0;;;;;0;0;;
COVID19;2020;760028985;CENTRE GUILLAUME LE CONQUERANT SCM GRH;760012039;0;;;;0;;;;;;;;;;;;;;;;;;0;;;0;;0;0;0;95;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
