BOR;AN;FI;RS;FI_EJ;PERSO;EFFPL;EFFPA;ETP;GAR;AST;DISU;DISHU
IMAGES_P;2020;780000386;CH DE LA MAULDRE SITE SAINT LOUIS;780021788;N4130;;1;0.25;0;0;;
IMAGES_P;2020;780001657;HOPITAL PEDIATRIE REEDUCATION BULLION;780530010;N4130;;4;0.02;;;;
IMAGES_P;2020;780008298;CLINIQUE SAINT REMY;920030269;N4130;;1;0.5;0;0;;
IMAGES_P;2020;780022646;CTRE RADIOLOGIE ET TRAITEMENT TUMEURS;780024857;M1160;;9;9;0;0;0;0
IMAGES_P;2020;780022646;CTRE RADIOLOGIE ET TRAITEMENT TUMEURS;780024857;N4130;20;3;8.25;1;1;;
IMAGES_P;2020;780022646;CTRE RADIOLOGIE ET TRAITEMENT TUMEURS;780024857;N4160;1;1;1.15;;;;
IMAGES_P;2020;780022646;CTRE RADIOLOGIE ET TRAITEMENT TUMEURS;780024857;NAUT;15;3;13.92;;;;
IMAGES_P;2020;780140018;INSTITUT MARCEL RIVIERE;750005068;M1160;;1;0.2;0;0;0;0
IMAGES_P;2020;780140018;INSTITUT MARCEL RIVIERE;750005068;N4130;;1;0.8;0;0;;
IMAGES_P;2020;780150017;CTR DE SOINS ET READAPTATION CESSRIN;750005068;M1160;0;1;0.1;0;0;0;0
IMAGES_P;2020;780150017;CTR DE SOINS ET READAPTATION CESSRIN;750005068;N4130;0;1;0.1;0;0;;
IMAGES_P;2020;780150066;HOPITAL LA PORTE VERTE;780808614;M1160;1;;1;0;0;0;0
IMAGES_P;2020;780150066;HOPITAL LA PORTE VERTE;780808614;N4130;2;;2;0;1;;
IMAGES_P;2020;780150066;HOPITAL LA PORTE VERTE;780808614;N4160;1;;0.5;;;;
IMAGES_P;2020;780300075;CENTRE CARDIOLOGIQUE D EVECQUEMONT;780000485;M1160;0;3;0.5;0;0;0;0
IMAGES_P;2020;780300075;CENTRE CARDIOLOGIQUE D EVECQUEMONT;780000485;N4130;2;1;2.2;0;0;;
IMAGES_P;2020;780300406;HOPITAL PRIVE DE PARLY II;780018032;M1160;;;;;1;0;0
IMAGES_P;2020;780300406;HOPITAL PRIVE DE PARLY II;780018032;M1210;2;;2;;0;;
IMAGES_P;2020;780300406;HOPITAL PRIVE DE PARLY II;780018032;N4130;9;0;9;0;1;;
IMAGES_P;2020;780300406;HOPITAL PRIVE DE PARLY II;780018032;N4160;2;0;2;;;;
IMAGES_P;2020;780300406;HOPITAL PRIVE DE PARLY II;780018032;NAUT;5;3;7.1;;;;
IMAGES_P;2020;780300422;HOPITAL PRIVE DE L OUEST PARISIEN;780002259;M1160;7;;7;1;1;1;1
IMAGES_P;2020;780300422;HOPITAL PRIVE DE L OUEST PARISIEN;780002259;N4130;9;1;9.8;0;1;;
IMAGES_P;2020;780300422;HOPITAL PRIVE DE L OUEST PARISIEN;780002259;N4160;1;0;1;;;;
IMAGES_P;2020;780300422;HOPITAL PRIVE DE L OUEST PARISIEN;780002259;NAUT;6;1;6.8;;;;
IMAGES_P;2020;780300455;CH PRIVE DU MONTGARDE;780000717;M1160;;7;6;0;0;0;0
IMAGES_P;2020;780300455;CH PRIVE DU MONTGARDE;780000717;N4130;11;1;12.38;0;0;;
IMAGES_P;2020;780300455;CH PRIVE DU MONTGARDE;780000717;N4160;1;;0.64;;;;
IMAGES_P;2020;780300455;CH PRIVE DU MONTGARDE;780000717;NAUT;10;1;8.35;;;;
IMAGES_P;2020;780630026;CENTRE PEDIATRIQUE DES COTES;750803900;NAUT;;1;0.85;;;;
IMAGES_P;2020;780800256;CH DE VERSAILLES SITE ANDRE MIGNOT;780110078;M1160;12;3;12.96;1;0;1;1
IMAGES_P;2020;780800256;CH DE VERSAILLES SITE ANDRE MIGNOT;780110078;M1210;3;2;4.51;0;0;;
IMAGES_P;2020;780800256;CH DE VERSAILLES SITE ANDRE MIGNOT;780110078;N4130;20;15;31.63;1;0;;
IMAGES_P;2020;780800256;CH DE VERSAILLES SITE ANDRE MIGNOT;780110078;N4160;1;3;1.79;;;;
IMAGES_P;2020;780800256;CH DE VERSAILLES SITE ANDRE MIGNOT;780110078;NAUT;24;4;24.56;;;;
IMAGES_P;2020;790000087;CENTRE HOSPITALIER DE NIORT;790000012;M1160;9;3;9.25;0;1;0;
IMAGES_P;2020;790000087;CENTRE HOSPITALIER DE NIORT;790000012;MAUT;;3;1.9;;;;
IMAGES_P;2020;790000087;CENTRE HOSPITALIER DE NIORT;790000012;N4130;32;6;36.79;1;1;;
IMAGES_P;2020;790000087;CENTRE HOSPITALIER DE NIORT;790000012;N4160;2;;1.71;;;;
IMAGES_P;2020;790000087;CENTRE HOSPITALIER DE NIORT;790000012;NAUT;19;3;21.77;;;;
IMAGES_P;2020;790019848;SITE HOSPITALIER FAYE L'ABBESSE;790006654;M1160;2;;2.57;1;0;0;0
IMAGES_P;2020;790019848;SITE HOSPITALIER FAYE L'ABBESSE;790006654;N4130;16;8;23.83;1;0;;
IMAGES_P;2020;790019848;SITE HOSPITALIER FAYE L'ABBESSE;790006654;N4160;1;;1;;;;
IMAGES_P;2020;790019848;SITE HOSPITALIER FAYE L'ABBESSE;790006654;NAUT;6;4;8.63;;;;
IMAGES_P;2020;800000143;CH ABBEVILLE;800000028;M1160;3;2;4.73;1;0;0;0
IMAGES_P;2020;800000143;CH ABBEVILLE;800000028;N4130;17;3;18.61;0;1;;
IMAGES_P;2020;800000143;CH ABBEVILLE;800000028;N4160;1;0;1;;;;
IMAGES_P;2020;800000143;CH ABBEVILLE;800000028;NAUT;4;2;4.5;;;;
IMAGES_P;2020;800000184;CH ALBERT;800000036;N4130;1;;1;0;0;;
IMAGES_P;2020;800000184;CH ALBERT;800000036;NAUT;;1;0.5;;;;
IMAGES_P;2020;800000192;CHU AMIENS NORD;800000044;M1160;0;3;0.23;1;1;1;1
IMAGES_P;2020;800000192;CHU AMIENS NORD;800000044;MAUT;;2;0.47;;;;
IMAGES_P;2020;800000192;CHU AMIENS NORD;800000044;NAUT;1;;1;;;;
IMAGES_P;2020;800000200;CH CORBIE;800000051;M1160;;3;0.53;;;;
IMAGES_P;2020;800000200;CH CORBIE;800000051;N4130;1;1;1.8;;;;
IMAGES_P;2020;800000200;CH CORBIE;800000051;NAUT;;1;0.77;;;;
IMAGES_P;2020;800000226;CH DOULLENS;800000069;M1160;;7;1.53;0;0;0;0
IMAGES_P;2020;800000226;CH DOULLENS;800000069;N4130;4;1;5.45;0;1;;
IMAGES_P;2020;800000226;CH DOULLENS;800000069;N4160;;1;0.1;;;;
IMAGES_P;2020;800000226;CH DOULLENS;800000069;NAUT;1;1;1.09;;;;
IMAGES_P;2020;800000275;CH HAM;800000077;M1160;;1;0.33;0;0;0;0
IMAGES_P;2020;800000275;CH HAM;800000077;N4130;1;1;1.25;0;0;;
IMAGES_P;2020;800000275;CH HAM;800000077;N4160;1;;0.05;;;;
IMAGES_P;2020;800000275;CH HAM;800000077;NAUT;1;1;0.13;;;;
IMAGES_P;2020;800000432;CH PÉRONNE;800000093;N4130;8;;8;0;1;;
IMAGES_P;2020;800000432;CH PÉRONNE;800000093;NAUT;3;1;3.21;;;;
IMAGES_P;2020;800000507;CH CHIBS SAINT-VALERY-SUR-SOMME;800000135;N4130;;1;0.3;0;0;;
IMAGES_P;2020;800006124;CHU AMIENS SUD;800000044;M1160;9;22;17.92;1;1;1;1
IMAGES_P;2020;800006124;CHU AMIENS SUD;800000044;M1210;4;1;2.2;1;1;;
IMAGES_P;2020;800006124;CHU AMIENS SUD;800000044;MAUT;2;25;6.33;;;;
IMAGES_P;2020;800006124;CHU AMIENS SUD;800000044;N4130;73;22;83.85;1;0;;
IMAGES_P;2020;800006124;CHU AMIENS SUD;800000044;N4160;3;1;3.8;;;;
IMAGES_P;2020;800006124;CHU AMIENS SUD;800000044;NAUT;51;11;53.6;;;;
IMAGES_P;2020;800009920;CLINIQUE VICTOR PAUCHET DE BUTLER;800003071;M1160;;7;1.4;0;1;1;1
IMAGES_P;2020;800009920;CLINIQUE VICTOR PAUCHET DE BUTLER;800003071;N4130;;4;0.25;0;0;;
IMAGES_P;2020;800009920;CLINIQUE VICTOR PAUCHET DE BUTLER;800003071;NAUT;;1;0.51;;;;
IMAGES_P;2020;800015729;SAS DE CARDIOLOGIES ET URGENCES;800015679;M1160;;9;0.5;0;1;1;1
IMAGES_P;2020;800015729;SAS DE CARDIOLOGIES ET URGENCES;800015679;N4130;6;4;8.2;1;1;;
IMAGES_P;2020;810000224;CL CLAUDE BERNARD;810000471;M1160;7;1;7.5;0;1;0;0
IMAGES_P;2020;810000224;CL CLAUDE BERNARD;810000471;M1210;7;1;7.5;0;1;;
IMAGES_P;2020;810000448;POLYCL STE BARBE;750050759;M1160;1;1;1.1;;;0;0
IMAGES_P;2020;810000448;POLYCL STE BARBE;750050759;MAUT;;1;0.4;;;;
IMAGES_P;2020;810000448;POLYCL STE BARBE;750050759;N4130;2;;2;0;0;;
IMAGES_P;2020;810000448;POLYCL STE BARBE;750050759;NAUT;1;1;1.8;;;;
IMAGES_P;2020;810000505;CH ALBI;810000331;M1160;5;0;5;0;1;0;0
IMAGES_P;2020;810000505;CH ALBI;810000331;M1210;3;0;3;0;0;;
IMAGES_P;2020;810000505;CH ALBI;810000331;MAUT;0;0;0.11;;;;
IMAGES_P;2020;810000505;CH ALBI;810000331;N4130;20;8;26.11;;;;
IMAGES_P;2020;810000505;CH ALBI;810000331;N4160;1;0;1;;;;
IMAGES_P;2020;810000505;CH ALBI;810000331;NAUT;8;5;10.25;;;;
IMAGES_P;2020;810000513;CH DE GAILLAC;810000349;M1160;0;0;0.3;;;;
IMAGES_P;2020;810000521;CHIC CASTRES MAZAMET SITE AUTAN;810000380;M1160;1;1;2.96;0;1;0;0
IMAGES_P;2020;810000521;CHIC CASTRES MAZAMET SITE AUTAN;810000380;N4130;17;;16.78;1;1;;
IMAGES_P;2020;810000521;CHIC CASTRES MAZAMET SITE AUTAN;810000380;N4160;1;;1.02;;;;
IMAGES_P;2020;810000521;CHIC CASTRES MAZAMET SITE AUTAN;810000380;NAUT;5;8;8.02;;;;
IMAGES_P;2020;810000562;CH LAVAUR;810000455;M1160;1;1;1.08;0;0;;
IMAGES_P;2020;810000562;CH LAVAUR;810000455;N4130;4;4;7.11;0;1;;
IMAGES_P;2020;810000562;CH LAVAUR;810000455;N4160;1;;0.5;;;;
IMAGES_P;2020;810000562;CH LAVAUR;810000455;NAUT;2;2;3.78;;;;
IMAGES_P;2020;820000032;CH DE MONTAUBAN;820000016;M1160;4;3;5.1;0;1;0;0
IMAGES_P;2020;820000032;CH DE MONTAUBAN;820000016;N4130;22;1;20.18;0;0;;
IMAGES_P;2020;820000032;CH DE MONTAUBAN;820000016;N4160;1;;1;;;;
IMAGES_P;2020;820000032;CH DE MONTAUBAN;820000016;NAUT;9;1;7.9;;;;
IMAGES_P;2020;820000883;CHI CASTELSARRASIN MOISSAC SITE MOISSA;820004950;M1160;1;3;2.51;0;1;0;0
IMAGES_P;2020;820000883;CHI CASTELSARRASIN MOISSAC SITE MOISSA;820004950;N4130;9;3;11.6;;;;
IMAGES_P;2020;820000883;CHI CASTELSARRASIN MOISSAC SITE MOISSA;820004950;N4160;;1;0.1;;;;
IMAGES_P;2020;820000883;CHI CASTELSARRASIN MOISSAC SITE MOISSA;820004950;NAUT;4;5;5.85;;;;
IMAGES_P;2020;820002350;CENTRE MIDI GASCOGNE;820000578;N4130;;1;0.13;0;0;;
IMAGES_P;2020;830000279;CH JEAN MARCEL DE BRIGNOLES;830100517;M1160;2;1;2.12;;;;
IMAGES_P;2020;830000279;CH JEAN MARCEL DE BRIGNOLES;830100517;N4130;8;0;8.25;;;;
IMAGES_P;2020;830000279;CH JEAN MARCEL DE BRIGNOLES;830100517;NAUT;3;5;5;;;;
IMAGES_P;2020;830000287;CH LA DRACENIE DE DRAGUIGNAN;830100525;M1160;3;2;3.86;0;1;;
IMAGES_P;2020;830000287;CH LA DRACENIE DE DRAGUIGNAN;830100525;MAUT;0;0;0.33;;;;
IMAGES_P;2020;830000287;CH LA DRACENIE DE DRAGUIGNAN;830100525;N4130;18;2;19.76;1;0;;
IMAGES_P;2020;830000287;CH LA DRACENIE DE DRAGUIGNAN;830100525;N4160;1;0;1;;;;
IMAGES_P;2020;830000287;CH LA DRACENIE DE DRAGUIGNAN;830100525;NAUT;1;2;2.02;;;;
IMAGES_P;2020;830000295;CH DE HYERES MARIE JOSEE TREFFOT;830100533;M1160;1;6;5.01;0;1;0;0
IMAGES_P;2020;830000295;CH DE HYERES MARIE JOSEE TREFFOT;830100533;N4130;14;3;15.86;0;0;;
IMAGES_P;2020;830000295;CH DE HYERES MARIE JOSEE TREFFOT;830100533;N4160;;1;0.8;;;;
IMAGES_P;2020;830000295;CH DE HYERES MARIE JOSEE TREFFOT;830100533;NAUT;3;2;4.14;;;;
IMAGES_P;2020;830000303;HOPITAL LEON BERARD;830100541;N4130;2;;2;0;0;;
IMAGES_P;2020;830000311;CHI DE FREJUS SAINT RAPHAEL;830100566;M1160;5;1;5.5;0;1;0;0
IMAGES_P;2020;830000311;CHI DE FREJUS SAINT RAPHAEL;830100566;M1210;2;;2;0;0;;
IMAGES_P;2020;830000311;CHI DE FREJUS SAINT RAPHAEL;830100566;N4130;23;7;28.38;;;;
IMAGES_P;2020;830000311;CHI DE FREJUS SAINT RAPHAEL;830100566;N4160;2;;2;;;;
IMAGES_P;2020;830000311;CHI DE FREJUS SAINT RAPHAEL;830100566;NAUT;16;1;15.3;;;;
IMAGES_P;2020;830000337;CENTRE HOSPITALIER DE SAINT TROPEZ;830100590;M1160;0;0;0;;;1;
IMAGES_P;2020;830000337;CENTRE HOSPITALIER DE SAINT TROPEZ;830100590;N4130;1;1;1.86;0;0;;
IMAGES_P;2020;830000345;CHITS CH SAINTE MUSSE;830100616;M1160;1;12;7.51;;;;
IMAGES_P;2020;830000345;CHITS CH SAINTE MUSSE;830100616;M1210;4;;4;;;;
IMAGES_P;2020;830000345;CHITS CH SAINTE MUSSE;830100616;N4130;21;30;37.2;1;0;;
IMAGES_P;2020;830000345;CHITS CH SAINTE MUSSE;830100616;N4160;;8;1.9;;;;
IMAGES_P;2020;830000345;CHITS CH SAINTE MUSSE;830100616;NAUT;10;13;15.92;;;;
IMAGES_P;2020;830100012;APHP HOPITAL SAN SALVADOUR;750712184;N4130;1;;1;0;0;;
IMAGES_P;2020;830100012;APHP HOPITAL SAN SALVADOUR;750712184;NAUT;;1;0.8;;;;
IMAGES_P;2020;830100103;HOP PRIVE TOULON HYERES STE MARGUERITE;830000022;M1160;;13;3;0;1;0;0
IMAGES_P;2020;830100103;HOP PRIVE TOULON HYERES STE MARGUERITE;830000022;N4130;3;;2.98;0;0;;
IMAGES_P;2020;830100103;HOP PRIVE TOULON HYERES STE MARGUERITE;830000022;NAUT;3;;4.21;;;;
IMAGES_P;2020;830100251;CLINIQUE DU CAP D'OR;830000063;M1160;;48;5;0;1;0;0
IMAGES_P;2020;830100251;CLINIQUE DU CAP D'OR;830000063;MAUT;;1;0.02;;;;
IMAGES_P;2020;830100251;CLINIQUE DU CAP D'OR;830000063;N4130;5;4;6.5;0;1;;
IMAGES_P;2020;830100251;CLINIQUE DU CAP D'OR;830000063;N4160;;1;0.82;;;;
IMAGES_P;2020;830100251;CLINIQUE DU CAP D'OR;830000063;NAUT;;8;6.51;;;;
IMAGES_P;2020;830100319;POLYCLINIQUE LES FLEURS;830020855;M1160;0;48;6.5;0;1;0;0
IMAGES_P;2020;830100319;POLYCLINIQUE LES FLEURS;830020855;MAUT;0;6;1;;;;
IMAGES_P;2020;830100319;POLYCLINIQUE LES FLEURS;830020855;N4130;10;2;8.5;0;1;;
IMAGES_P;2020;830100319;POLYCLINIQUE LES FLEURS;830020855;N4160;0;2;0.83;;;;
IMAGES_P;2020;830100319;POLYCLINIQUE LES FLEURS;830020855;NAUT;0;21;9.43;;;;
IMAGES_P;2020;830100392;POLYCLINIQUE NOTRE DAME;830000154;M1160;13;;13;0;1;0;0
IMAGES_P;2020;830100392;POLYCLINIQUE NOTRE DAME;830000154;N4130;;1;0.05;0;1;;
IMAGES_P;2020;830100434;HOPITAL PRIVE TOULON HYERES SAINT JEAN;830000196;M1160;;16;1;0;0;;
IMAGES_P;2020;830100434;HOPITAL PRIVE TOULON HYERES SAINT JEAN;830000196;N4130;2;;1;0;0;;
IMAGES_P;2020;830100434;HOPITAL PRIVE TOULON HYERES SAINT JEAN;830000196;NAUT;3;;1;;;;
IMAGES_P;2020;830100459;CLINIQUE SAINT MICHEL;830000212;M1160;;16;7;0;1;0;0
IMAGES_P;2020;830100459;CLINIQUE SAINT MICHEL;830000212;N4130;4;;3;0;1;;
IMAGES_P;2020;830100459;CLINIQUE SAINT MICHEL;830000212;N4160;2;;0.27;;;;
IMAGES_P;2020;830100459;CLINIQUE SAINT MICHEL;830000212;NAUT;6;;3.44;;;;
IMAGES_P;2020;830100558;HOPITAL RENEE SABRAN HYERES;690781810;M1160;;1;0.6;0;0;0;0
IMAGES_P;2020;830100558;HOPITAL RENEE SABRAN HYERES;690781810;N4130;4;1;4.09;0;1;;
IMAGES_P;2020;830100558;HOPITAL RENEE SABRAN HYERES;690781810;N4160;;;0.32;;;;
IMAGES_P;2020;830100558;HOPITAL RENEE SABRAN HYERES;690781810;NAUT;1;;1.51;;;;
IMAGES_P;2020;830100574;HIA SAINTE ANNE;750821092;M1160;6;;5.4;1;1;0;0
IMAGES_P;2020;830100574;HIA SAINTE ANNE;750821092;M1210;3;1;3.3;0;0;;
IMAGES_P;2020;830100574;HIA SAINTE ANNE;750821092;N4130;35;2;18.5;1;1;;
IMAGES_P;2020;830100574;HIA SAINTE ANNE;750821092;N4160;1;1;1;;;;
IMAGES_P;2020;830100574;HIA SAINTE ANNE;750821092;NAUT;12;0;12;;;;
IMAGES_P;2020;830100608;CHITS CH GEORGE SAND;830100616;M1160;0;4;0.33;;;;
IMAGES_P;2020;830100608;CHITS CH GEORGE SAND;830100616;N4130;8;7;11.02;1;;;
IMAGES_P;2020;830100608;CHITS CH GEORGE SAND;830100616;N4160;;1;0.1;;;;
IMAGES_P;2020;830100608;CHITS CH GEORGE SAND;830100616;NAUT;1;5;3.85;;;;
IMAGES_P;2020;830100855;CENTRE DE GERONTOLOGIE SAINT FRANCOIS;830000493;N4130;;1;0.39;0;0;;
IMAGES_P;2020;830200523;POLYCLINIQUE MUTUALISTE MALARTIC;830210084;M1160;2;2;2.91;0;1;0;0
IMAGES_P;2020;830200523;POLYCLINIQUE MUTUALISTE MALARTIC;830210084;M1210;;;;0;1;;
IMAGES_P;2020;830200523;POLYCLINIQUE MUTUALISTE MALARTIC;830210084;N4130;5;;5;0;1;;
IMAGES_P;2020;830200523;POLYCLINIQUE MUTUALISTE MALARTIC;830210084;NAUT;3;;3;;;;
IMAGES_P;2020;840000343;CENTRE HOSPITALIER DU PAYS D'APT;840000012;M1160;;3;1;0;1;0;1
IMAGES_P;2020;840000343;CENTRE HOSPITALIER DU PAYS D'APT;840000012;N4130;3;3;5.2;0;1;;
IMAGES_P;2020;840000343;CENTRE HOSPITALIER DU PAYS D'APT;840000012;NAUT;5;;5;;;;
IMAGES_P;2020;840000350;INSTITUT SAINTE CATHERINE;840000657;M1160;;33;4.53;0;0;;
IMAGES_P;2020;840000350;INSTITUT SAINTE CATHERINE;840000657;N4130;11;2;12.14;0;0;;
IMAGES_P;2020;840000350;INSTITUT SAINTE CATHERINE;840000657;N4160;1;0;1;;;;
IMAGES_P;2020;840000350;INSTITUT SAINTE CATHERINE;840000657;NAUT;5;2;6.6;;;;
IMAGES_P;2020;840000418;CHI DE CAVAILLON LAURIS;840004659;M1160;2;4;2.4;0;1;0;0
IMAGES_P;2020;840000418;CHI DE CAVAILLON LAURIS;840004659;N4130;5;2;6;;1;;
IMAGES_P;2020;840000418;CHI DE CAVAILLON LAURIS;840004659;NAUT;;2;1.65;;;;
IMAGES_P;2020;840000483;CH LOUIS GIORGI D'ORANGE;840000087;M1160;2;2;2.12;0;1;1;0
IMAGES_P;2020;840000483;CH LOUIS GIORGI D'ORANGE;840000087;N4130;10;2;10.86;0;1;;
IMAGES_P;2020;840000483;CH LOUIS GIORGI D'ORANGE;840000087;N4160;;1;0.83;;;;
IMAGES_P;2020;840000483;CH LOUIS GIORGI D'ORANGE;840000087;NAUT;6;6;8.02;;;;
IMAGES_P;2020;840000491;CHI SITE DE PERTUIS;130041916;M1160;0;1;0.2;0;1;1;1
IMAGES_P;2020;840000491;CHI SITE DE PERTUIS;130041916;N4130;2;3;4.44;0;0;;
IMAGES_P;2020;840000491;CHI SITE DE PERTUIS;130041916;N4160;;2;0.25;;;;
IMAGES_P;2020;840000491;CHI SITE DE PERTUIS;130041916;NAUT;1;4;2.21;;;;
IMAGES_P;2020;840000525;CH VAISON LA ROMAINE;840000111;N4130;3;;3;0;1;;
IMAGES_P;2020;840000533;CH JULES NIEL DE VALREAS;840000129;N4130;3;1;2.9;;;;
IMAGES_P;2020;840000533;CH JULES NIEL DE VALREAS;840000129;N4160;1;;0.2;;;;
IMAGES_P;2020;840000541;CHS DE MONTFAVET;840000137;M1160;;1;0.3;0;0;0;0
IMAGES_P;2020;840000541;CHS DE MONTFAVET;840000137;N4130;2;;2;0;0;;
IMAGES_P;2020;840000558;CHI CAVAILLON CTRE PNEUMO ROQUEFRAICHE;840004659;N4130;;1;0.4;0;0;;
IMAGES_P;2020;840001861;CH D'AVIGNON HENRI DUFFAUT;840006597;M1160;;;9.46;1;;;
IMAGES_P;2020;840001861;CH D'AVIGNON HENRI DUFFAUT;840006597;M1210;;;3.26;;;;
IMAGES_P;2020;840001861;CH D'AVIGNON HENRI DUFFAUT;840006597;N4130;;;50.5;1;;;
IMAGES_P;2020;840001861;CH D'AVIGNON HENRI DUFFAUT;840006597;N4160;;;3.31;;;;
IMAGES_P;2020;840001861;CH D'AVIGNON HENRI DUFFAUT;840006597;NAUT;;;59.85;;;;
IMAGES_P;2020;840013312;CLINIQUE RHONE DURANCE;840003685;M1160;;10;2.5;;;0;0
IMAGES_P;2020;840013312;CLINIQUE RHONE DURANCE;840003685;N4130;3;;3;;1;;
IMAGES_P;2020;840013312;CLINIQUE RHONE DURANCE;840003685;NAUT;4;;4;;;;
IMAGES_P;2020;850000142;CENTRE HOSPITALIER-SITE LA ROCHE/YON;850000019;M1160;7;9;9.82;;;1;
IMAGES_P;2020;850000142;CENTRE HOSPITALIER-SITE LA ROCHE/YON;850000019;M1210;0;2;1.32;;;;
IMAGES_P;2020;850000142;CENTRE HOSPITALIER-SITE LA ROCHE/YON;850000019;N4130;13;53;50.38;;;;
IMAGES_P;2020;850000142;CENTRE HOSPITALIER-SITE LA ROCHE/YON;850000019;N4160;;4;2.92;;;;
IMAGES_P;2020;850000142;CENTRE HOSPITALIER-SITE LA ROCHE/YON;850000019;NAUT;3;30;30.73;;;;
IMAGES_P;2020;850000175;CH LVO :SITE DE CHALLANS;850009010;M1160;;3;2.87;0;1;1;1
IMAGES_P;2020;850000175;CH LVO :SITE DE CHALLANS;850009010;N4130;9;13;18.92;0;0;;
IMAGES_P;2020;850000175;CH LVO :SITE DE CHALLANS;850009010;N4160;;1;0.6;;;;
IMAGES_P;2020;850000175;CH LVO :SITE DE CHALLANS;850009010;NAUT;6;6;10.96;;;;
IMAGES_P;2020;850000191;HOPITAL LOCAL ILE D'YEU;850000043;M1160;;1;0.04;0;0;0;0
IMAGES_P;2020;850000209;CENTRE HOSPITALIER -SITE DE LUCON;850000019;M1160;3;2;0.56;0;0;1;0
IMAGES_P;2020;850000209;CENTRE HOSPITALIER -SITE DE LUCON;850000019;N4130;2;13;13;;;;
IMAGES_P;2020;850000209;CENTRE HOSPITALIER -SITE DE LUCON;850000019;N4160;;;0.5;;;;
IMAGES_P;2020;850000209;CENTRE HOSPITALIER -SITE DE LUCON;850000019;NAUT;1;4;6.14;;;;
IMAGES_P;2020;850000225;CENTRE HOSPITALIER -SITE DE MONTAIGU;850000019;M1160;0;2;0.23;0;0;1;
IMAGES_P;2020;850000225;CENTRE HOSPITALIER -SITE DE MONTAIGU;850000019;N4130;5;2;6.36;;;;
IMAGES_P;2020;850000225;CENTRE HOSPITALIER -SITE DE MONTAIGU;850000019;N4160;;;0.39;;;;
IMAGES_P;2020;850000225;CENTRE HOSPITALIER -SITE DE MONTAIGU;850000019;NAUT;;1;0.8;;;;
IMAGES_P;2020;850000241;CENTRE HOSPITALIER COTE DE LUMIÈRE;850000084;M1160;5;0;5.08;0;1;1;0
IMAGES_P;2020;850000241;CENTRE HOSPITALIER COTE DE LUMIÈRE;850000084;M1210;0;0;0;0;1;;
IMAGES_P;2020;850000241;CENTRE HOSPITALIER COTE DE LUMIÈRE;850000084;N4130;14;6;19.58;1;0;;
IMAGES_P;2020;850000241;CENTRE HOSPITALIER COTE DE LUMIÈRE;850000084;N4160;1;0;1;;;;
IMAGES_P;2020;850000241;CENTRE HOSPITALIER COTE DE LUMIÈRE;850000084;NAUT;8;3;10.36;;;;
IMAGES_P;2020;850000258;CENTRE HOSPITALIER G. MAZURELLE;850000092;M1160;;1;0.1;0;;;
IMAGES_P;2020;850000258;CENTRE HOSPITALIER G. MAZURELLE;850000092;N4130;;1;0.91;0;0;;
IMAGES_P;2020;850000647;HOPITAL DES COLLINES VENDEENNES;850025867;M1160;;1;0.1;;0;;
IMAGES_P;2020;850000647;HOPITAL DES COLLINES VENDEENNES;850025867;N4130;1;1;1.13;;0;;
IMAGES_P;2020;850000647;HOPITAL DES COLLINES VENDEENNES;850025867;NAUT;;2;0.5;;;;
IMAGES_P;2020;860000017;CH HENRI LABORIT;860780048;N4130;;2;1.77;0;0;;
IMAGES_P;2020;860000017;CH HENRI LABORIT;860780048;NAUT;3;1;3.42;;;;
IMAGES_P;2020;860000025;GH NORD-VIENNE - SITE DE CHATELLERAULT;860013382;M1160;11;4;4.75;;;1;0
IMAGES_P;2020;860000025;GH NORD-VIENNE - SITE DE CHATELLERAULT;860013382;N4130;17;6;16.54;1;0;;
IMAGES_P;2020;860000025;GH NORD-VIENNE - SITE DE CHATELLERAULT;860013382;N4160;1;;0.75;;;;
IMAGES_P;2020;860000025;GH NORD-VIENNE - SITE DE CHATELLERAULT;860013382;NAUT;8;3;8.08;;;;
IMAGES_P;2020;860000033;GH NORD-VIENNE - SITE DE LOUDUN;860013382;M1160;1;;1;0;0;0;0
IMAGES_P;2020;860000033;GH NORD-VIENNE - SITE DE LOUDUN;860013382;N4130;5;2;6.05;0;1;;
IMAGES_P;2020;860000033;GH NORD-VIENNE - SITE DE LOUDUN;860013382;N4160;1;;0.25;;;;
IMAGES_P;2020;860000033;GH NORD-VIENNE - SITE DE LOUDUN;860013382;NAUT;2;1;2.7;;;;
IMAGES_P;2020;860000058;CHU - SITE DE MONTMORILLON;860014208;M1160;1;1;1.43;0;1;0;0
IMAGES_P;2020;860000058;CHU - SITE DE MONTMORILLON;860014208;M1210;;1;0.16;0;0;;
IMAGES_P;2020;860000058;CHU - SITE DE MONTMORILLON;860014208;N4130;8;1;6.55;0;1;;
IMAGES_P;2020;860000058;CHU - SITE DE MONTMORILLON;860014208;N4160;0;0;0.35;;;;
IMAGES_P;2020;860000058;CHU - SITE DE MONTMORILLON;860014208;NAUT;2;2;2.59;;;;
IMAGES_P;2020;860000223;CHU LA MILETRIE;860014208;M1160;22;11;21.53;1;1;1;1
IMAGES_P;2020;860000223;CHU LA MILETRIE;860014208;M1210;10;1;8.2;0;;;
IMAGES_P;2020;860000223;CHU LA MILETRIE;860014208;N4130;74;24;79.4;;;;
IMAGES_P;2020;860000223;CHU LA MILETRIE;860014208;N4160;6;0;4.37;;;;
