BOR;AN;FI;RS;FI_EJ;EQUIPIMA;NB;NBEXP;ACTET;ACTEXET;ACTEXEJ;ACTEX;ACTNUI;ACTINT
IMAGES;2020;750301137;CLINIQUE CHIRURG ALLERAY LABROUSTE;750001034;IRM;1;1;248;;;8714;;0
IMAGES;2020;750301137;CLINIQUE CHIRURG ALLERAY LABROUSTE;750001034;MAMM;1;;;;;;;
IMAGES;2020;750301137;CLINIQUE CHIRURG ALLERAY LABROUSTE;750001034;RADIO;1;1;837;;;5412;;0
IMAGES;2020;750301137;CLINIQUE CHIRURG ALLERAY LABROUSTE;750001034;SCAN;1;1;1092;;;5747;;0
IMAGES;2020;750301137;CLINIQUE CHIRURG ALLERAY LABROUSTE;750001034;VASC;2;2;2995;;;;;1
IMAGES;2020;750801441;HU PARIS CENTRE SITE BROCA APHP;750712184;RADIO;1;1;1879;;;67;;0
IMAGES;2020;750803447;HU PARIS OUEST SITE G POMPIDOU APHP;750712184;CAM;2;2;569;14;3;2226;;0
IMAGES;2020;750803447;HU PARIS OUEST SITE G POMPIDOU APHP;750712184;IRM;2;2;2197;;;4839;;0
IMAGES;2020;750803447;HU PARIS OUEST SITE G POMPIDOU APHP;750712184;MAMM;1;1;;;;1197;;
IMAGES;2020;750803447;HU PARIS OUEST SITE G POMPIDOU APHP;750712184;RADIO;10;10;44723;10;;22858;;1
IMAGES;2020;750803447;HU PARIS OUEST SITE G POMPIDOU APHP;750712184;SCAN;3;3;16631;;;10563;;1
IMAGES;2020;750803447;HU PARIS OUEST SITE G POMPIDOU APHP;750712184;TOMO;2;2;761;61;1;2324;;0
IMAGES;2020;750803447;HU PARIS OUEST SITE G POMPIDOU APHP;750712184;VASC;3;3;5103;;;389;;1
IMAGES;2020;750803447;HU PARIS OUEST SITE G POMPIDOU APHP;750712184;dtIRM2;1;1;872;;;2212;;0
IMAGES;2020;750803454;HU ROBERT DEBRE APHP;750712184;IRM;2;2;2716;10;13;2678;2;
IMAGES;2020;750803454;HU ROBERT DEBRE APHP;750712184;RADIO;3;3;18904;;;;;
IMAGES;2020;750803454;HU ROBERT DEBRE APHP;750712184;SCAN;1;1;1493;1;2;1309;32;
IMAGES;2020;750803454;HU ROBERT DEBRE APHP;750712184;dtIRM2;1;1;1597;6;4;1366;;
IMAGES;2020;750808578;SSR INSTITUT NATIONAL DES INVALIDES;750813032;RADIO;2;2;640;;;376;;0
IMAGES;2020;760000018;CH DIEPPE;760780023;IRM;2;2;721;;;3709;;0
IMAGES;2020;760000018;CH DIEPPE;760780023;MAMM;1;1;;;;1428;;
IMAGES;2020;760000018;CH DIEPPE;760780023;RADIO;2;2;8714;;;21276;623;1
IMAGES;2020;760000018;CH DIEPPE;760780023;SCAN;2;2;3588;;;12500;204;1
IMAGES;2020;760000042;CH EU;760780056;RADIO;1;1;363;0;0;4686;319;0
IMAGES;2020;760000059;CH NEUFCHATEL-EN-BRAY;760780064;RADIO;1;1;260;90;1653;;;
IMAGES;2020;760000141;HOPITAL SAINT JULIEN CHU ROUEN;760780239;RADIO;2;2;3140;;;8135;;0
IMAGES;2020;760000141;HOPITAL SAINT JULIEN CHU ROUEN;760780239;SCAN;1;1;1507;;;3223;;0
IMAGES;2020;760000158;HOPITAL CHARLES NICOLLE CHU ROUEN;760780239;IRM;4;4;5350;;;12163;;0
IMAGES;2020;760000158;HOPITAL CHARLES NICOLLE CHU ROUEN;760780239;LITHO;1;1;237;;;;;1
IMAGES;2020;760000158;HOPITAL CHARLES NICOLLE CHU ROUEN;760780239;MAMM;2;2;;;;1417;;
IMAGES;2020;760000158;HOPITAL CHARLES NICOLLE CHU ROUEN;760780239;RADIO;9;9;70059;;;46435;;1
IMAGES;2020;760000158;HOPITAL CHARLES NICOLLE CHU ROUEN;760780239;SCAN;3;3;27999;;;12242;;1
IMAGES;2020;760000158;HOPITAL CHARLES NICOLLE CHU ROUEN;760780239;VASC;3;3;3167;;;236;;1
IMAGES;2020;760000158;HOPITAL CHARLES NICOLLE CHU ROUEN;760780239;dtIRM2;1;1;1913;;;2833;;0
IMAGES;2020;760000166;CRLCC HENRI BECQUEREL ROUEN;760780247;CAM;3;3;993;;;7283;;0
IMAGES;2020;760000166;CRLCC HENRI BECQUEREL ROUEN;760780247;IRM;1;1;325;;;2292;;0
IMAGES;2020;760000166;CRLCC HENRI BECQUEREL ROUEN;760780247;MAMM;2;2;;;;3537;;
IMAGES;2020;760000166;CRLCC HENRI BECQUEREL ROUEN;760780247;RADIO;1;1;2898;;;729;;0
IMAGES;2020;760000166;CRLCC HENRI BECQUEREL ROUEN;760780247;SCAN;1;1;1416;;;5446;;0
IMAGES;2020;760000166;CRLCC HENRI BECQUEREL ROUEN;760780247;TOMO;2;2;230;;;8938;;0
IMAGES;2020;760000182;CH DU BELVEDERE MONT-SAINT-AIGNAN;760780262;RADIO;1;1;0;0;;48;;
IMAGES;2020;760000356;HOPITAL GUSTAVE FLAUBERT CH LE HAVRE;760780726;IRM;1;1;15;;;2497;;0
IMAGES;2020;760000356;HOPITAL GUSTAVE FLAUBERT CH LE HAVRE;760780726;RADIO;1;1;126;;;1009;;0
IMAGES;2020;760000356;HOPITAL GUSTAVE FLAUBERT CH LE HAVRE;760780726;SCAN;1;1;121;;;4763;;0
IMAGES;2020;760000356;HOPITAL GUSTAVE FLAUBERT CH LE HAVRE;760780726;dtIRM1;1;1;15;;;2497;;0
IMAGES;2020;760000364;CHI DU PAYS DES HAUTES FALAISES FECAMP;760780734;IRM;1;1;205;0;0;1905;0;0
IMAGES;2020;760000364;CHI DU PAYS DES HAUTES FALAISES FECAMP;760780734;RADIO;2;2;3195;80;509;11563;152;
IMAGES;2020;760000364;CHI DU PAYS DES HAUTES FALAISES FECAMP;760780734;SCAN;1;1;2691;30;110;3602;54;1
IMAGES;2020;760000372;CH LILLEBONNE CHI CAUX VALLEE DE SEINE;760780742;IRM;1;1;233;;;2202;;0
IMAGES;2020;760000372;CH LILLEBONNE CHI CAUX VALLEE DE SEINE;760780742;RADIO;1;1;1200;;;8302;139;0
IMAGES;2020;760000372;CH LILLEBONNE CHI CAUX VALLEE DE SEINE;760780742;SCAN;1;1;784;;;3093;72;0
IMAGES;2020;760000463;CH LES FEUGRAIS CHI ELBEUF;760024042;IRM;2;2;715;;;3565;0;0
IMAGES;2020;760000463;CH LES FEUGRAIS CHI ELBEUF;760024042;MAMM;1;1;;;;364;;
IMAGES;2020;760000463;CH LES FEUGRAIS CHI ELBEUF;760024042;RADIO;3;3;8168;0;0;20434;441;0
IMAGES;2020;760000463;CH LES FEUGRAIS CHI ELBEUF;760024042;SCAN;2;2;5220;0;0;13040;195;0
IMAGES;2020;760000463;CH LES FEUGRAIS CHI ELBEUF;760024042;dtIRM1;1;1;1;0;0;1368;;0
IMAGES;2020;760000463;CH LES FEUGRAIS CHI ELBEUF;760024042;dtIRM2;1;1;534;0;0;2353;;0
IMAGES;2020;760021329;HOPITAL PRIVE DE L'ESTUAIRE;760000448;IRM;1;;;;;;;
IMAGES;2020;760021329;HOPITAL PRIVE DE L'ESTUAIRE;760000448;MAMM;1;;;;;;;
IMAGES;2020;760021329;HOPITAL PRIVE DE L'ESTUAIRE;760000448;RADIO;3;;;;;;;
IMAGES;2020;760021329;HOPITAL PRIVE DE L'ESTUAIRE;760000448;SCAN;1;;;;;;;
IMAGES;2020;760021329;HOPITAL PRIVE DE L'ESTUAIRE;760000448;VASC;1;;;;;;;
IMAGES;2020;760027292;CLINIQUE MEGIVAL;760027300;IRM;1;;;;;;;0
IMAGES;2020;760027292;CLINIQUE MEGIVAL;760027300;LITHO;1;;;;;;;0
IMAGES;2020;760027292;CLINIQUE MEGIVAL;760027300;MAMM;1;;;;;;;
IMAGES;2020;760027292;CLINIQUE MEGIVAL;760027300;RADIO;1;;;;;;;0
IMAGES;2020;760027292;CLINIQUE MEGIVAL;760027300;SCAN;1;;;;;;;0
IMAGES;2020;760027292;CLINIQUE MEGIVAL;760027300;dtIRM1;1;;;;;;;0
IMAGES;2020;760028993;CENTRE FREDERIC JOLIOT;760921429;SCAN;1;1;0;;;1007;;0
IMAGES;2020;760780205;CLINIQUE ST ANTOINE BOIS GUILLAUME;760000125;MAMM;1;;;;;;;
IMAGES;2020;760780205;CLINIQUE ST ANTOINE BOIS GUILLAUME;760000125;RADIO;1;;;;;;;
IMAGES;2020;760780510;CLINIQUE DU CEDRE;760000257;IRM;2;2;18;;;;;
IMAGES;2020;760780510;CLINIQUE DU CEDRE;760000257;LITHO;1;1;19;;;;;
IMAGES;2020;760780510;CLINIQUE DU CEDRE;760000257;RADIO;3;;;;;;;
IMAGES;2020;760780510;CLINIQUE DU CEDRE;760000257;SCAN;1;1;698;;;8;1;
IMAGES;2020;760780510;CLINIQUE DU CEDRE;760000257;dtIRM1;1;;;;;;;
IMAGES;2020;760783159;CLINIQUE DES ESSARTS GRAND COURONNE;760000851;RADIO;1;1;551;;;;;0
IMAGES;2020;760783522;HOPITAL DE BOIS-GUILLAUME CHU ROUEN;760780239;RADIO;2;2;2785;;;6055;;0
IMAGES;2020;760783522;HOPITAL DE BOIS-GUILLAUME CHU ROUEN;760780239;SCAN;1;1;1646;;;5952;;0
IMAGES;2020;760783530;HOPITAL DE OISSEL CHU ROUEN;760780239;RADIO;1;1;382;;;3;;0
IMAGES;2020;760805770;HOPITAL JACQUES MONOD CH LE HAVRE;760780726;IRM;2;2;2385;;;5067;50;0
IMAGES;2020;760805770;HOPITAL JACQUES MONOD CH LE HAVRE;760780726;MAMM;1;1;;;;1409;;
IMAGES;2020;760805770;HOPITAL JACQUES MONOD CH LE HAVRE;760780726;RADIO;7;7;19505;;;15286;1089;
IMAGES;2020;760805770;HOPITAL JACQUES MONOD CH LE HAVRE;760780726;SCAN;2;2;12260;;;3018;359;1
IMAGES;2020;760805770;HOPITAL JACQUES MONOD CH LE HAVRE;760780726;TOMO;1;;;;;;;0
IMAGES;2020;760805770;HOPITAL JACQUES MONOD CH LE HAVRE;760780726;VASC;1;1;498;;;1458;;
IMAGES;2020;760805770;HOPITAL JACQUES MONOD CH LE HAVRE;760780726;dtIRM2;1;1;1595;;;2074;;
IMAGES;2020;770000131;CH DE COULOMMIERS;770021145;IRM;1;1;565;;;4042;;0
IMAGES;2020;770000131;CH DE COULOMMIERS;770021145;MAMM;1;1;;;;685;;
IMAGES;2020;770000131;CH DE COULOMMIERS;770021145;RADIO;3;3;2895;;;14466;207;0
IMAGES;2020;770000131;CH DE COULOMMIERS;770021145;SCAN;1;1;1878;;;8069;126;0
IMAGES;2020;770000149;CH DE FONTAINEBLEAU;770021152;IRM;1;1;160;;;1649;;
IMAGES;2020;770000149;CH DE FONTAINEBLEAU;770021152;MAMM;1;1;;;;1763;;
IMAGES;2020;770000149;CH DE FONTAINEBLEAU;770021152;RADIO;3;3;2976;;;15343;400;
IMAGES;2020;770000149;CH DE FONTAINEBLEAU;770021152;SCAN;1;1;1310;;;5597;80;
IMAGES;2020;770000164;CH SUD SEINE ET MARNE SITE MONTEREAU;770021152;IRM;1;1;124;;;1968;;
IMAGES;2020;770000164;CH SUD SEINE ET MARNE SITE MONTEREAU;770021152;MAMM;1;1;;;;756;;
IMAGES;2020;770000164;CH SUD SEINE ET MARNE SITE MONTEREAU;770021152;RADIO;4;4;2488;;;11882;;
IMAGES;2020;770000164;CH SUD SEINE ET MARNE SITE MONTEREAU;770021152;SCAN;1;1;1263;;;2860;;
IMAGES;2020;770000172;CH DE PROVINS LEON BINET;770110070;IRM;2;2;193;;;5298;529;
IMAGES;2020;770000172;CH DE PROVINS LEON BINET;770110070;RADIO;2;2;5413;;;14923;1616;
IMAGES;2020;770000172;CH DE PROVINS LEON BINET;770110070;SCAN;2;2;2751;;;13264;1148;
IMAGES;2020;770000214;CH DE NEMOURS;770021152;MAMM;1;1;;;;745;;
IMAGES;2020;770000214;CH DE NEMOURS;770021152;RADIO;3;3;1993;;;14389;;
IMAGES;2020;770000214;CH DE NEMOURS;770021152;SCAN;1;1;1172;;;3488;;
IMAGES;2020;770000420;CTR READAPT FONCT ELLEN POIDATZ;770700029;RADIO;1;1;782;;;;;0
IMAGES;2020;770000446;CH DE MEAUX SITE SAINT FARON;770021145;IRM;2;2;1838;;;6065;21;0
IMAGES;2020;770000446;CH DE MEAUX SITE SAINT FARON;770021145;RADIO;8;8;10308;;;35266;524;1
IMAGES;2020;770000446;CH DE MEAUX SITE SAINT FARON;770021145;SCAN;2;2;5953;;;14731;366;1
IMAGES;2020;770000446;CH DE MEAUX SITE SAINT FARON;770021145;dtIRM2;1;1;0;;;2894;;
IMAGES;2020;770019032;GHEF MARNE LA VALLEE SITE JOSSIGNY;770021145;IRM;1;1;822;;;3260;;0
IMAGES;2020;770019032;GHEF MARNE LA VALLEE SITE JOSSIGNY;770021145;MAMM;1;1;;;;378;;
IMAGES;2020;770019032;GHEF MARNE LA VALLEE SITE JOSSIGNY;770021145;RADIO;3;3;8204;;;22885;562;0
IMAGES;2020;770019032;GHEF MARNE LA VALLEE SITE JOSSIGNY;770021145;SCAN;2;2;3910;;;14686;606;1
IMAGES;2020;770300010;HOPITAL PRIVE DE MARNE CHANTEREINE;770004299;SCAN;1;1;2581;;;;;
IMAGES;2020;770300135;CLINIQUE MEDICO CHIRURG LES FONTAINES;770000289;RADIO;2;2;3530;0;0;28074;144;1
IMAGES;2020;770300135;CLINIQUE MEDICO CHIRURG LES FONTAINES;770000289;SCAN;1;1;1214;0;0;18399;6;1
IMAGES;2020;770300135;CLINIQUE MEDICO CHIRURG LES FONTAINES;770000289;VASC;2;2;1903;7;90;17;1;1
IMAGES;2020;770300259;CLINIQUE LES TROIS SOLEILS;770000347;RADIO;1;1;638;;;;;0
IMAGES;2020;770700011;CENTRE DE READAPTATION DE COUBERT;930027347;RADIO;2;2;945;;;;;0
IMAGES;2020;770790707;CLINIQUE DE TOURNAN;770000719;IRM;1;0;;;;;;
IMAGES;2020;770790707;CLINIQUE DE TOURNAN;770000719;MAMM;1;0;;;;;;
IMAGES;2020;770790707;CLINIQUE DE TOURNAN;770000719;RADIO;3;0;;;;;;
IMAGES;2020;770790707;CLINIQUE DE TOURNAN;770000719;SCAN;1;0;;;;;;
IMAGES;2020;770803989;CTRE READAPTATION CARDIAQUE DE LA BRIE;770000925;RADIO;1;1;816;;;;;
IMAGES;2020;780000287;CH FRANCOIS QUESNAY MANTES;780110011;IRM;1;1;2752;;;6978;4;0
IMAGES;2020;780000287;CH FRANCOIS QUESNAY MANTES;780110011;MAMM;1;1;;;;821;;
IMAGES;2020;780000287;CH FRANCOIS QUESNAY MANTES;780110011;RADIO;3;3;8102;;;18200;666;
IMAGES;2020;780000287;CH FRANCOIS QUESNAY MANTES;780110011;SCAN;1;1;5754;;;17816;536;1
IMAGES;2020;780000295;CHI DE MEULAN LES MUREAUX;780002697;MAMM;1;1;;;;;;
IMAGES;2020;780000295;CHI DE MEULAN LES MUREAUX;780002697;RADIO;4;4;;;;;;
IMAGES;2020;780000295;CHI DE MEULAN LES MUREAUX;780002697;SCAN;1;1;;;;;;
IMAGES;2020;780000303;CENTRE HOSPITALIER DE PLAISIR;780024113;IRM;1;1;88;7;0;801;0;
IMAGES;2020;780000303;CENTRE HOSPITALIER DE PLAISIR;780024113;RADIO;1;1;807;244;0;86;0;
IMAGES;2020;780000303;CENTRE HOSPITALIER DE PLAISIR;780024113;SCAN;1;1;347;11;0;769;0;1
IMAGES;2020;780000311;CHI POISSY ST GERMAIN SITE DE POISSY;780001236;IRM;2;2;1245;115;1376;3050;;0
IMAGES;2020;780000311;CHI POISSY ST GERMAIN SITE DE POISSY;780001236;RADIO;4;4;2179;27;;12271;;1
IMAGES;2020;780000311;CHI POISSY ST GERMAIN SITE DE POISSY;780001236;SCAN;2;2;3709;42;371;10634;;1
IMAGES;2020;780000311;CHI POISSY ST GERMAIN SITE DE POISSY;780001236;VASC;2;2;1206;70;;359;;0
IMAGES;2020;780000311;CHI POISSY ST GERMAIN SITE DE POISSY;780001236;dtIRM2;1;1;850;72;625;2090;;0
IMAGES;2020;780000329;CH DE RAMBOUILLET;780110052;IRM;1;1;329;;;3354;16;
IMAGES;2020;780000329;CH DE RAMBOUILLET;780110052;RADIO;2;2;2920;;;14852;242;
IMAGES;2020;780000329;CH DE RAMBOUILLET;780110052;SCAN;2;2;1853;;;8978;119;
IMAGES;2020;780000337;CHI POISSY ST GERMAIN SITE ST GERMAIN;780001236;MAMM;1;1;;;;647;;
IMAGES;2020;780000337;CHI POISSY ST GERMAIN SITE ST GERMAIN;780001236;RADIO;3;3;851;62;1;5048;;1
IMAGES;2020;780000337;CHI POISSY ST GERMAIN SITE ST GERMAIN;780001236;SCAN;2;2;1198;321;1829;3872;;1
IMAGES;2020;780000352;HOPITAL DU VESINET CENTRE;780110094;RADIO;2;2;1133;;;570;;0
IMAGES;2020;780000378;CH LOCAL DE HOUDAN;780130027;MAMM;1;;;;;;;
IMAGES;2020;780000378;CH LOCAL DE HOUDAN;780130027;RADIO;1;;;;;;;
IMAGES;2020;780000386;CH DE LA MAULDRE SITE SAINT LOUIS;780021788;RADIO;1;1;560;0;0;248;0;0
IMAGES;2020;780001657;HOPITAL PEDIATRIE REEDUCATION BULLION;780530010;RADIO;1;1;105;;;;;
IMAGES;2020;780008298;CLINIQUE SAINT REMY;920030269;RADIO;1;1;299;;;;;
IMAGES;2020;780022646;CTRE RADIOLOGIE ET TRAITEMENT TUMEURS;780024857;IRM;2;1;162;;;;;0
IMAGES;2020;780022646;CTRE RADIOLOGIE ET TRAITEMENT TUMEURS;780024857;SCAN;1;1;1487;;;;;0
IMAGES;2020;780022646;CTRE RADIOLOGIE ET TRAITEMENT TUMEURS;780024857;dtIRM1;1;1;;;;3837;;0
IMAGES;2020;780140018;INSTITUT MARCEL RIVIERE;750005068;RADIO;1;1;519;;;;;0
IMAGES;2020;780150017;CTR DE SOINS ET READAPTATION CESSRIN;750005068;RADIO;1;1;565;0;0;0;0;0
IMAGES;2020;780150066;HOPITAL LA PORTE VERTE;780808614;IRM;1;1;309;;;;;0
IMAGES;2020;780150066;HOPITAL LA PORTE VERTE;780808614;RADIO;1;1;2175;;;;;0
IMAGES;2020;780150066;HOPITAL LA PORTE VERTE;780808614;SCAN;1;1;2333;;;;;0
IMAGES;2020;780300075;CENTRE CARDIOLOGIQUE D EVECQUEMONT;780000485;RADIO;1;1;2467;;;;;
IMAGES;2020;780300075;CENTRE CARDIOLOGIQUE D EVECQUEMONT;780000485;SCAN;1;1;307;0;7;944;0;0
IMAGES;2020;780300208;CLINIQUE SAINT LOUIS;780000576;SCAN;1;;;;;;;
IMAGES;2020;780300323;HOPITAL PRIVE FRANCISCAINES;780003679;IRM;2;;;;;;;
IMAGES;2020;780300323;HOPITAL PRIVE FRANCISCAINES;780003679;MAMM;1;;;;;;;
IMAGES;2020;780300323;HOPITAL PRIVE FRANCISCAINES;780003679;RADIO;2;;;;;;;
IMAGES;2020;780300323;HOPITAL PRIVE FRANCISCAINES;780003679;SCAN;1;;;;;;;
IMAGES;2020;780300323;HOPITAL PRIVE FRANCISCAINES;780003679;dtIRM1;1;;;;;;;
IMAGES;2020;780300406;HOPITAL PRIVE DE PARLY II;780018032;CAM;2;2;139;;;3928;;
IMAGES;2020;780300406;HOPITAL PRIVE DE PARLY II;780018032;IRM;1;1;338;;;6405;0;
IMAGES;2020;780300406;HOPITAL PRIVE DE PARLY II;780018032;SCAN;1;1;3190;;;9073;7;
IMAGES;2020;780300406;HOPITAL PRIVE DE PARLY II;780018032;VASC;2;2;3450;;;210;;
IMAGES;2020;780300422;HOPITAL PRIVE DE L OUEST PARISIEN;780002259;IRM;2;2;144;;;12376;54;0
IMAGES;2020;780300422;HOPITAL PRIVE DE L OUEST PARISIEN;780002259;MAMM;1;;;;;;;
IMAGES;2020;780300422;HOPITAL PRIVE DE L OUEST PARISIEN;780002259;RADIO;3;;;;;;;0
IMAGES;2020;780300422;HOPITAL PRIVE DE L OUEST PARISIEN;780002259;SCAN;2;2;1465;;;29756;93;0
IMAGES;2020;780300455;CH PRIVE DU MONTGARDE;780000717;IRM;1;1;1861;;;4602;;0
IMAGES;2020;780300455;CH PRIVE DU MONTGARDE;780000717;MAMM;1;1;;;;2763;;
IMAGES;2020;780300455;CH PRIVE DU MONTGARDE;780000717;RADIO;5;5;2937;;;37840;;0
IMAGES;2020;780300455;CH PRIVE DU MONTGARDE;780000717;SCAN;1;1;5227;;;5992;;0
IMAGES;2020;780630026;CENTRE PEDIATRIQUE DES COTES;750803900;RADIO;1;1;162;;;;;0
IMAGES;2020;780800256;CH DE VERSAILLES SITE ANDRE MIGNOT;780110078;CAM;2;2;275;;;4017;0;0
IMAGES;2020;780800256;CH DE VERSAILLES SITE ANDRE MIGNOT;780110078;IRM;2;2;3799;;;4231;16;0
IMAGES;2020;780800256;CH DE VERSAILLES SITE ANDRE MIGNOT;780110078;MAMM;1;1;;;;443;;
IMAGES;2020;780800256;CH DE VERSAILLES SITE ANDRE MIGNOT;780110078;RADIO;10;10;36617;;;37748;1443;
IMAGES;2020;780800256;CH DE VERSAILLES SITE ANDRE MIGNOT;780110078;SCAN;2;2;20345;;;9682;1067;1
IMAGES;2020;780800256;CH DE VERSAILLES SITE ANDRE MIGNOT;780110078;TOMO;1;1;268;;;2608;0;0
IMAGES;2020;780800256;CH DE VERSAILLES SITE ANDRE MIGNOT;780110078;VASC;2;2;2364;0;257;0;12;1
IMAGES;2020;780800256;CH DE VERSAILLES SITE ANDRE MIGNOT;780110078;dtIRM2;1;1;1777;;;2527;;
IMAGES;2020;790000087;CENTRE HOSPITALIER DE NIORT;790000012;IRM;3;2;1808;;3784;19033;21;0
IMAGES;2020;790000087;CENTRE HOSPITALIER DE NIORT;790000012;MAMM;1;1;;;;1288;;
IMAGES;2020;790000087;CENTRE HOSPITALIER DE NIORT;790000012;RADIO;6;6;13851;;;45120;495;1
IMAGES;2020;790000087;CENTRE HOSPITALIER DE NIORT;790000012;SCAN;3;2;12689;;6171;38637;237;1
IMAGES;2020;790000087;CENTRE HOSPITALIER DE NIORT;790000012;VASC;1;1;1925;;;;9;1
IMAGES;2020;790000087;CENTRE HOSPITALIER DE NIORT;790000012;dtIRM2;1;1;605;;;6146;;0
IMAGES;2020;790009948;POLYCLINIQUE D'INKERMANN;790001242;IRM;3;;;;;;;
IMAGES;2020;790009948;POLYCLINIQUE D'INKERMANN;790001242;SCAN;2;;;;;;;
IMAGES;2020;790019848;SITE HOSPITALIER FAYE L'ABBESSE;790006654;IRM;1;1;388;3;;4053;2;0
IMAGES;2020;790019848;SITE HOSPITALIER FAYE L'ABBESSE;790006654;MAMM;1;1;;;;911;;
IMAGES;2020;790019848;SITE HOSPITALIER FAYE L'ABBESSE;790006654;RADIO;6;6;8240;23;;20670;297;0
IMAGES;2020;790019848;SITE HOSPITALIER FAYE L'ABBESSE;790006654;SCAN;2;2;4676;7;;6591;207;0
IMAGES;2020;800000143;CH ABBEVILLE;800000028;IRM;1;1;630;;;2557;4;0
IMAGES;2020;800000143;CH ABBEVILLE;800000028;LITHO;1;1;212;;;;;0
IMAGES;2020;800000143;CH ABBEVILLE;800000028;MAMM;1;1;;;;408;;
IMAGES;2020;800000143;CH ABBEVILLE;800000028;RADIO;6;6;12829;;;16680;399;0
IMAGES;2020;800000143;CH ABBEVILLE;800000028;SCAN;1;1;6883;;;6774;158;0
IMAGES;2020;800000184;CH ALBERT;800000036;RADIO;2;2;365;;;1492;;1
IMAGES;2020;800000192;CHU AMIENS NORD;800000044;RADIO;5;5;3969;;;3977;;1
IMAGES;2020;800000192;CHU AMIENS NORD;800000044;SCAN;1;1;2410;;;221;;
IMAGES;2020;800000200;CH CORBIE;800000051;RADIO;2;2;744;;;;;
IMAGES;2020;800000226;CH DOULLENS;800000069;RADIO;1;1;1406;;;6883;102;0
IMAGES;2020;800000226;CH DOULLENS;800000069;SCAN;1;1;890;;;2284;27;0
IMAGES;2020;800000275;CH HAM;800000077;RADIO;1;1;470;190;5;2690;0;0
IMAGES;2020;800000390;CH CHIMR MONTDIDIER;800000085;RADIO;1;1;1038;27;0;10099;;0
IMAGES;2020;800000390;CH CHIMR MONTDIDIER;800000085;SCAN;1;1;1807;45;0;10660;28;0
IMAGES;2020;800000432;CH PÉRONNE;800000093;RADIO;2;2;2551;89;18;10561;107;0
IMAGES;2020;800000432;CH PÉRONNE;800000093;SCAN;1;1;2981;69;55;9601;77;0
IMAGES;2020;800000507;CH CHIBS SAINT-VALERY-SUR-SOMME;800000135;RADIO;1;1;482;270;;147;;0
IMAGES;2020;800006124;CHU AMIENS SUD;800000044;CAM;3;3;711;;;3484;0;0
IMAGES;2020;800006124;CHU AMIENS SUD;800000044;IRM;3;3;4195;;5;11992;66;1
IMAGES;2020;800006124;CHU AMIENS SUD;800000044;LITHO;1;1;172;;;;;1
IMAGES;2020;800006124;CHU AMIENS SUD;800000044;MAMM;2;2;;;;3090;;
IMAGES;2020;800006124;CHU AMIENS SUD;800000044;RADIO;12;12;30351;;;56060;939;1
IMAGES;2020;800006124;CHU AMIENS SUD;800000044;SCAN;4;4;20746;;14;22007;630;1
IMAGES;2020;800006124;CHU AMIENS SUD;800000044;TOMO;1;1;464;;;3234;0;0
IMAGES;2020;800006124;CHU AMIENS SUD;800000044;VASC;5;5;5716;;;445;24;1
IMAGES;2020;800006124;CHU AMIENS SUD;800000044;dtIRM2;1;1;1214;;1;3064;;
IMAGES;2020;800009920;CLINIQUE VICTOR PAUCHET DE BUTLER;800003071;LITHO;1;;;;;;;1
IMAGES;2020;800009920;CLINIQUE VICTOR PAUCHET DE BUTLER;800003071;MAMM;1;;;;;;;
IMAGES;2020;800009920;CLINIQUE VICTOR PAUCHET DE BUTLER;800003071;RADIO;5;1;1438;;;;;1
IMAGES;2020;800009920;CLINIQUE VICTOR PAUCHET DE BUTLER;800003071;VASC;1;1;1;;;;;1
IMAGES;2020;800015729;SAS DE CARDIOLOGIES ET URGENCES;800015679;RADIO;2;2;10445;;;;230;0
IMAGES;2020;800015729;SAS DE CARDIOLOGIES ET URGENCES;800015679;VASC;2;2;2113;;;;1;1
IMAGES;2020;810000224;CL CLAUDE BERNARD;810000471;IRM;1;;;;;;;
IMAGES;2020;810000224;CL CLAUDE BERNARD;810000471;SCAN;1;1;7245;;;7856;;
IMAGES;2020;810000448;POLYCL STE BARBE;750050759;MAMM;1;1;;;;1085;;
IMAGES;2020;810000448;POLYCL STE BARBE;750050759;RADIO;2;2;360;;;7798;;0
IMAGES;2020;810000505;CH ALBI;810000331;CAM;2;2;285;;;6117;;1
IMAGES;2020;810000505;CH ALBI;810000331;IRM;2;2;463;;;1933;;0
IMAGES;2020;810000505;CH ALBI;810000331;MAMM;1;1;;;;792;;
IMAGES;2020;810000505;CH ALBI;810000331;RADIO;3;3;6139;;;18579;182;1
IMAGES;2020;810000505;CH ALBI;810000331;SCAN;1;1;7177;;;7052;262;0
IMAGES;2020;810000505;CH ALBI;810000331;TOMO;1;1;185;;;2669;1;1
IMAGES;2020;810000513;CH DE GAILLAC;810000349;RADIO;1;1;151;;;;;0
IMAGES;2020;810000521;CHIC CASTRES MAZAMET SITE AUTAN;810000380;IRM;1;0;;;;;;
IMAGES;2020;810000521;CHIC CASTRES MAZAMET SITE AUTAN;810000380;RADIO;5;5;13122;23;289;20548;516;
IMAGES;2020;810000521;CHIC CASTRES MAZAMET SITE AUTAN;810000380;SCAN;1;1;6731;11;103;5097;197;
IMAGES;2020;810000562;CH LAVAUR;810000455;MAMM;1;1;;;;799;;
IMAGES;2020;810000562;CH LAVAUR;810000455;RADIO;2;2;1560;64;83;11340;107;0
IMAGES;2020;810000562;CH LAVAUR;810000455;SCAN;1;1;1955;32;14;4967;37;0
