BOR;AN;FI;RS;FI_EJ;PERSO;EFFPLS;EFFPAS;ETPS;NBLIB
HAD_P;2020;770700011;CENTRE DE READAPTATION DE COUBERT;930027347;N2460;9;;9.79;
HAD_P;2020;770700011;CENTRE DE READAPTATION DE COUBERT;930027347;N2510;10;;10;
HAD_P;2020;770700011;CENTRE DE READAPTATION DE COUBERT;930027347;N2710;2;;2;
HAD_P;2020;770700011;CENTRE DE READAPTATION DE COUBERT;930027347;N3120;1;;1.08;
HAD_P;2020;770700011;CENTRE DE READAPTATION DE COUBERT;930027347;N9999;41;5;44.06;
HAD_P;2020;770700011;CENTRE DE READAPTATION DE COUBERT;930027347;NAUT;6;3;8.21;
HAD_P;2020;780004529;HAD YVELINES SUD;310021233;M3050;;;;102
HAD_P;2020;780004529;HAD YVELINES SUD;310021233;M9999;1;3;2.3;102
HAD_P;2020;780004529;HAD YVELINES SUD;310021233;Mcoor;1;3;2.3;
HAD_P;2020;780004529;HAD YVELINES SUD;310021233;N2120;1;;1;
HAD_P;2020;780004529;HAD YVELINES SUD;310021233;N2210;12;;12;22
HAD_P;2020;780004529;HAD YVELINES SUD;310021233;N2410;0;;;12
HAD_P;2020;780004529;HAD YVELINES SUD;310021233;N2510;14;;14;
HAD_P;2020;780004529;HAD YVELINES SUD;310021233;N2710;;2;1;
HAD_P;2020;780004529;HAD YVELINES SUD;310021233;N3120;1;;1;
HAD_P;2020;780004529;HAD YVELINES SUD;310021233;N9999;41;2;42;34
HAD_P;2020;780004529;HAD YVELINES SUD;310021233;NAUT;5;;5;
HAD_P;2020;780004529;HAD YVELINES SUD;310021233;Ncoor;8;;8;
HAD_P;2020;780023545;HAD LEOPOLD BELLAN;750720609;M3050;;1;0.25;
HAD_P;2020;780023545;HAD LEOPOLD BELLAN;750720609;M9999;;4;1.1;
HAD_P;2020;780023545;HAD LEOPOLD BELLAN;750720609;MAUT;;1;0.05;
HAD_P;2020;780023545;HAD LEOPOLD BELLAN;750720609;Mcoor;;2;0.8;
HAD_P;2020;780023545;HAD LEOPOLD BELLAN;750720609;N2120;;1;0.29;
HAD_P;2020;780023545;HAD LEOPOLD BELLAN;750720609;N2210;4;4;8.04;27
HAD_P;2020;780023545;HAD LEOPOLD BELLAN;750720609;N2410;1;1;1.68;9
HAD_P;2020;780023545;HAD LEOPOLD BELLAN;750720609;N2460;;1;0.02;
HAD_P;2020;780023545;HAD LEOPOLD BELLAN;750720609;N2510;5;1;7.7;
HAD_P;2020;780023545;HAD LEOPOLD BELLAN;750720609;N2710;;1;0.42;
HAD_P;2020;780023545;HAD LEOPOLD BELLAN;750720609;N3120;;1;0.52;
HAD_P;2020;780023545;HAD LEOPOLD BELLAN;750720609;N9999;16;15;26.76;36
HAD_P;2020;780023545;HAD LEOPOLD BELLAN;750720609;NAUT;3;5;4.98;
HAD_P;2020;780023545;HAD LEOPOLD BELLAN;750720609;Ncoor;3;;3.11;
HAD_P;2020;790000087;CENTRE HOSPITALIER DE NIORT;790000012;M9999;;2;0.96;
HAD_P;2020;790000087;CENTRE HOSPITALIER DE NIORT;790000012;Mcoor;;2;0.96;
HAD_P;2020;790000087;CENTRE HOSPITALIER DE NIORT;790000012;N2120;1;;1;
HAD_P;2020;790000087;CENTRE HOSPITALIER DE NIORT;790000012;N2210;5;;5.15;
HAD_P;2020;790000087;CENTRE HOSPITALIER DE NIORT;790000012;N2510;9;1;8.72;
HAD_P;2020;790000087;CENTRE HOSPITALIER DE NIORT;790000012;N2710;;1;0.2;
HAD_P;2020;790000087;CENTRE HOSPITALIER DE NIORT;790000012;N3120;;1;0.4;
HAD_P;2020;790000087;CENTRE HOSPITALIER DE NIORT;790000012;N9999;17;5;18.82;
HAD_P;2020;790000087;CENTRE HOSPITALIER DE NIORT;790000012;NAUT;1;2;2.35;
HAD_P;2020;790000087;CENTRE HOSPITALIER DE NIORT;790000012;Ncoor;1;;1;
HAD_P;2020;790000111;CH HAUT VAL SEVRE & MELLOIS - ST MAIX.;790019491;M9999;;2;0.8;
HAD_P;2020;790000111;CH HAUT VAL SEVRE & MELLOIS - ST MAIX.;790019491;Mcoor;;2;0.8;
HAD_P;2020;790000111;CH HAUT VAL SEVRE & MELLOIS - ST MAIX.;790019491;N2120;1;;1;
HAD_P;2020;790000111;CH HAUT VAL SEVRE & MELLOIS - ST MAIX.;790019491;N2210;4;1;4.59;
HAD_P;2020;790000111;CH HAUT VAL SEVRE & MELLOIS - ST MAIX.;790019491;N2510;16;1;13.01;
HAD_P;2020;790000111;CH HAUT VAL SEVRE & MELLOIS - ST MAIX.;790019491;N9999;22;4;20.65;
HAD_P;2020;790000111;CH HAUT VAL SEVRE & MELLOIS - ST MAIX.;790019491;NAUT;;2;1.05;
HAD_P;2020;790000111;CH HAUT VAL SEVRE & MELLOIS - ST MAIX.;790019491;Ncoor;1;;1;
HAD_P;2020;790017289;HAD NORD 79;790017271;M9999;;1;0.23;
HAD_P;2020;790017289;HAD NORD 79;790017271;Mcoor;;1;0.23;
HAD_P;2020;790017289;HAD NORD 79;790017271;N2120;;1;0.4;
HAD_P;2020;790017289;HAD NORD 79;790017271;N2710;;1;0.26;
HAD_P;2020;790017289;HAD NORD 79;790017271;N3120;;1;0.5;
HAD_P;2020;790017289;HAD NORD 79;790017271;N9999;;8;5.6;
HAD_P;2020;790017289;HAD NORD 79;790017271;Ncoor;;5;4.44;
HAD_P;2020;800000226;CH DOULLENS;800000069;M9999;;2;0.53;
HAD_P;2020;800000226;CH DOULLENS;800000069;MAUT;;1;0.1;
HAD_P;2020;800000226;CH DOULLENS;800000069;Mcoor;;1;0.43;
HAD_P;2020;800000226;CH DOULLENS;800000069;N2120;;1;0.8;
HAD_P;2020;800000226;CH DOULLENS;800000069;N2210;14;;13.92;
HAD_P;2020;800000226;CH DOULLENS;800000069;N2510;9;2;10.49;
HAD_P;2020;800000226;CH DOULLENS;800000069;N2710;;1;0.2;
HAD_P;2020;800000226;CH DOULLENS;800000069;N9999;23;7;26.76;
HAD_P;2020;800000226;CH DOULLENS;800000069;NAUT;;2;0.85;
HAD_P;2020;800000226;CH DOULLENS;800000069;Ncoor;;1;0.5;
HAD_P;2020;800000523;HAD ASS BOVES;800000853;M3050;1;;0.99;112
HAD_P;2020;800000523;HAD ASS BOVES;800000853;M9999;1;9;4.47;342
HAD_P;2020;800000523;HAD ASS BOVES;800000853;MAUT;;;;230
HAD_P;2020;800000523;HAD ASS BOVES;800000853;Mcoor;;9;3.48;
HAD_P;2020;800000523;HAD ASS BOVES;800000853;N2120;1;;1.01;
HAD_P;2020;800000523;HAD ASS BOVES;800000853;N2210;26;5;35.17;296
HAD_P;2020;800000523;HAD ASS BOVES;800000853;N2410;;1;0.55;187
HAD_P;2020;800000523;HAD ASS BOVES;800000853;N2460;1;;0.49;4
HAD_P;2020;800000523;HAD ASS BOVES;800000853;N2510;49;6;60.26;
HAD_P;2020;800000523;HAD ASS BOVES;800000853;N2710;2;;1.52;
HAD_P;2020;800000523;HAD ASS BOVES;800000853;N3120;2;;2;
HAD_P;2020;800000523;HAD ASS BOVES;800000853;N9999;111;17;126.58;530
HAD_P;2020;800000523;HAD ASS BOVES;800000853;NAUT;12;4;11.47;43
HAD_P;2020;800000523;HAD ASS BOVES;800000853;Ncoor;18;1;14.11;
HAD_P;2020;800015448;HAD CH P…RONNE;800000093;N2210;9;3;10.5;
HAD_P;2020;800015448;HAD CH P…RONNE;800000093;N2510;7;1;8;
HAD_P;2020;800015448;HAD CH P…RONNE;800000093;N3120;;;0.22;
HAD_P;2020;800015448;HAD CH P…RONNE;800000093;N9999;17;4;20.62;
HAD_P;2020;800015448;HAD CH P…RONNE;800000093;NAUT;;;0.9;
HAD_P;2020;800015448;HAD CH P…RONNE;800000093;Ncoor;1;;1;
HAD_P;2020;800015489;HAD CH ALBERT;800000036;N2210;8;;8.7;
HAD_P;2020;800015489;HAD CH ALBERT;800000036;N2510;2;2;3.8;
HAD_P;2020;800015489;HAD CH ALBERT;800000036;N9999;12;3;13.6;
HAD_P;2020;800015489;HAD CH ALBERT;800000036;NAUT;1;1;0.1;
HAD_P;2020;800015489;HAD CH ALBERT;800000036;Ncoor;1;;1;
HAD_P;2020;800015539;HAD CH ABBEVILLE;800000028;M9999;0;1;0.5;
HAD_P;2020;800015539;HAD CH ABBEVILLE;800000028;MAUT;0;1;0.5;
HAD_P;2020;800015539;HAD CH ABBEVILLE;800000028;N2120;1;0;1;
HAD_P;2020;800015539;HAD CH ABBEVILLE;800000028;N2210;9;7;14.05;
HAD_P;2020;800015539;HAD CH ABBEVILLE;800000028;N2510;10;1;10.12;
HAD_P;2020;800015539;HAD CH ABBEVILLE;800000028;N3120;0;0;0.26;
HAD_P;2020;800015539;HAD CH ABBEVILLE;800000028;N9999;21;8;26.53;
HAD_P;2020;800015539;HAD CH ABBEVILLE;800000028;NAUT;1;0;1.1;
HAD_P;2020;800015588;HAD CH HAM;800000077;M3050;;1;0.2;
HAD_P;2020;800015588;HAD CH HAM;800000077;M9999;;2;0.36;
HAD_P;2020;800015588;HAD CH HAM;800000077;Mcoor;;1;0.16;
HAD_P;2020;800015588;HAD CH HAM;800000077;N2120;1;1;0.38;
HAD_P;2020;800015588;HAD CH HAM;800000077;N2210;4;2;5.43;
HAD_P;2020;800015588;HAD CH HAM;800000077;N2510;4;5;7.75;
HAD_P;2020;800015588;HAD CH HAM;800000077;N9999;9;10;14.36;
HAD_P;2020;800015588;HAD CH HAM;800000077;Ncoor;;2;0.8;
HAD_P;2020;800016768;HAD PAUCHET MONTDIDIER;800003071;M3050;;1;0.01;37
HAD_P;2020;800016768;HAD PAUCHET MONTDIDIER;800003071;M9999;;3;0.37;37
HAD_P;2020;800016768;HAD PAUCHET MONTDIDIER;800003071;Mcoor;;2;0.36;
HAD_P;2020;800016768;HAD PAUCHET MONTDIDIER;800003071;N2120;;1;0.4;
HAD_P;2020;800016768;HAD PAUCHET MONTDIDIER;800003071;N2210;7;5;6.01;74
HAD_P;2020;800016768;HAD PAUCHET MONTDIDIER;800003071;N2510;4;3;3.81;
HAD_P;2020;800016768;HAD PAUCHET MONTDIDIER;800003071;N2710;1;;0.25;
HAD_P;2020;800016768;HAD PAUCHET MONTDIDIER;800003071;N3120;1;;0.25;
HAD_P;2020;800016768;HAD PAUCHET MONTDIDIER;800003071;N9999;21;11;13.89;74
HAD_P;2020;800016768;HAD PAUCHET MONTDIDIER;800003071;NAUT;7;;1.96;
HAD_P;2020;800016768;HAD PAUCHET MONTDIDIER;800003071;Ncoor;1;2;1.21;
HAD_P;2020;800016776;HAD CHIMR MONTDIDIER;800000085;M3050;;1;0.01;37
HAD_P;2020;800016776;HAD CHIMR MONTDIDIER;800000085;M9999;;3;0.37;37
HAD_P;2020;800016776;HAD CHIMR MONTDIDIER;800000085;Mcoor;;2;0.36;
HAD_P;2020;800016776;HAD CHIMR MONTDIDIER;800000085;N2120;;1;0.4;
HAD_P;2020;800016776;HAD CHIMR MONTDIDIER;800000085;N2210;7;5;6.01;74
HAD_P;2020;800016776;HAD CHIMR MONTDIDIER;800000085;N2510;4;3;3.81;
HAD_P;2020;800016776;HAD CHIMR MONTDIDIER;800000085;N2710;1;;0.25;
HAD_P;2020;800016776;HAD CHIMR MONTDIDIER;800000085;N3120;1;;0.25;
HAD_P;2020;800016776;HAD CHIMR MONTDIDIER;800000085;N9999;21;11;13.89;74
HAD_P;2020;800016776;HAD CHIMR MONTDIDIER;800000085;NAUT;7;;1.96;
HAD_P;2020;800016776;HAD CHIMR MONTDIDIER;800000085;Ncoor;1;2;1.21;
HAD_P;2020;810000505;CH ALBI;810000331;M9999;0;2;0.71;
HAD_P;2020;810000505;CH ALBI;810000331;MAUT;0;2;0.71;
HAD_P;2020;810000505;CH ALBI;810000331;N2120;0;1;0.25;
HAD_P;2020;810000505;CH ALBI;810000331;N2210;13;0;10.95;
HAD_P;2020;810000505;CH ALBI;810000331;N2510;4;2;4.73;
HAD_P;2020;810000505;CH ALBI;810000331;N2710;0;1;0.44;
HAD_P;2020;810000505;CH ALBI;810000331;N3120;1;1;0.59;
HAD_P;2020;810000505;CH ALBI;810000331;N9999;18;7;17.46;
HAD_P;2020;810000505;CH ALBI;810000331;NAUT;0;2;0.5;
HAD_P;2020;810007989;HAD KORIAN PAYS D'OVALIE;750056335;M3050;;1;0.03;
HAD_P;2020;810007989;HAD KORIAN PAYS D'OVALIE;750056335;M9999;;2;0.63;
HAD_P;2020;810007989;HAD KORIAN PAYS D'OVALIE;750056335;Mcoor;;1;0.6;
HAD_P;2020;810007989;HAD KORIAN PAYS D'OVALIE;750056335;N2120;1;;1;
HAD_P;2020;810007989;HAD KORIAN PAYS D'OVALIE;750056335;N2210;1;;1;
HAD_P;2020;810007989;HAD KORIAN PAYS D'OVALIE;750056335;N2510;3;3;5.4;
HAD_P;2020;810007989;HAD KORIAN PAYS D'OVALIE;750056335;N2710;;1;0.3;
HAD_P;2020;810007989;HAD KORIAN PAYS D'OVALIE;750056335;N3120;;1;0.8;
HAD_P;2020;810007989;HAD KORIAN PAYS D'OVALIE;750056335;N9999;12;5;15.5;
HAD_P;2020;810007989;HAD KORIAN PAYS D'OVALIE;750056335;NAUT;3;;3;
HAD_P;2020;810007989;HAD KORIAN PAYS D'OVALIE;750056335;Ncoor;4;;4;
HAD_P;2020;820000032;CH DE MONTAUBAN;820000016;M9999;1;;1.54;13
HAD_P;2020;820000032;CH DE MONTAUBAN;820000016;MAUT;1;;1.54;13
HAD_P;2020;820000032;CH DE MONTAUBAN;820000016;N2120;1;1;0.57;
HAD_P;2020;820000032;CH DE MONTAUBAN;820000016;N2210;4;;4.02;121
HAD_P;2020;820000032;CH DE MONTAUBAN;820000016;N2410;;;;26
HAD_P;2020;820000032;CH DE MONTAUBAN;820000016;N2510;3;;3.7;
HAD_P;2020;820000032;CH DE MONTAUBAN;820000016;N3120;1;;0.45;
HAD_P;2020;820000032;CH DE MONTAUBAN;820000016;N9999;9;1;8.74;154
HAD_P;2020;820000032;CH DE MONTAUBAN;820000016;NAUT;;;;7
HAD_P;2020;820000883;CHI CASTELSARRASIN MOISSAC SITE MOISSA;820004950;M9999;1;;1;83
HAD_P;2020;820000883;CHI CASTELSARRASIN MOISSAC SITE MOISSA;820004950;MAUT;;;;83
HAD_P;2020;820000883;CHI CASTELSARRASIN MOISSAC SITE MOISSA;820004950;Mcoor;1;;1;
HAD_P;2020;820000883;CHI CASTELSARRASIN MOISSAC SITE MOISSA;820004950;N2120;1;1;1.18;
HAD_P;2020;820000883;CHI CASTELSARRASIN MOISSAC SITE MOISSA;820004950;N2210;8;0;5.53;226
HAD_P;2020;820000883;CHI CASTELSARRASIN MOISSAC SITE MOISSA;820004950;N2410;;;;81
HAD_P;2020;820000883;CHI CASTELSARRASIN MOISSAC SITE MOISSA;820004950;N2510;5;2;5.88;
HAD_P;2020;820000883;CHI CASTELSARRASIN MOISSAC SITE MOISSA;820004950;N2710;;1;0.6;
HAD_P;2020;820000883;CHI CASTELSARRASIN MOISSAC SITE MOISSA;820004950;N3120;;1;0.5;
HAD_P;2020;820000883;CHI CASTELSARRASIN MOISSAC SITE MOISSA;820004950;N9999;15;6;15.1;320
HAD_P;2020;820000883;CHI CASTELSARRASIN MOISSAC SITE MOISSA;820004950;NAUT;1;1;1.41;13
HAD_P;2020;830012498;HOSPITALISATION A DOMICILE ST ANTOINE;830014049;M3050;;;;75
HAD_P;2020;830012498;HOSPITALISATION A DOMICILE ST ANTOINE;830014049;M9999;1;;1;75
HAD_P;2020;830012498;HOSPITALISATION A DOMICILE ST ANTOINE;830014049;Mcoor;1;;1;
HAD_P;2020;830012498;HOSPITALISATION A DOMICILE ST ANTOINE;830014049;N2210;7;;7;415
HAD_P;2020;830012498;HOSPITALISATION A DOMICILE ST ANTOINE;830014049;N2410;;;;147
HAD_P;2020;830012498;HOSPITALISATION A DOMICILE ST ANTOINE;830014049;N2510;2;;2;
HAD_P;2020;830012498;HOSPITALISATION A DOMICILE ST ANTOINE;830014049;N2710;;;;15
HAD_P;2020;830012498;HOSPITALISATION A DOMICILE ST ANTOINE;830014049;N9999;18;;18;577
HAD_P;2020;830012498;HOSPITALISATION A DOMICILE ST ANTOINE;830014049;NAUT;5;;5;
HAD_P;2020;830012498;HOSPITALISATION A DOMICILE ST ANTOINE;830014049;Ncoor;4;;4;
HAD_P;2020;830019600;HAD CAP DOMICILE;830000063;M3050;;1;0.04;
HAD_P;2020;830019600;HAD CAP DOMICILE;830000063;M9999;;3;1.44;
HAD_P;2020;830019600;HAD CAP DOMICILE;830000063;Mcoor;;2;1.4;
HAD_P;2020;830019600;HAD CAP DOMICILE;830000063;N2210;25;1;31.2;
HAD_P;2020;830019600;HAD CAP DOMICILE;830000063;N2410;;1;0.51;
HAD_P;2020;830019600;HAD CAP DOMICILE;830000063;N2510;24;;28;
HAD_P;2020;830019600;HAD CAP DOMICILE;830000063;N2710;;1;0.51;
HAD_P;2020;830019600;HAD CAP DOMICILE;830000063;N3120;1;;1;
HAD_P;2020;830019600;HAD CAP DOMICILE;830000063;N9999;58;6;69.3;
HAD_P;2020;830019600;HAD CAP DOMICILE;830000063;NAUT;6;3;6.08;
HAD_P;2020;830019600;HAD CAP DOMICILE;830000063;Ncoor;2;;2;
HAD_P;2020;830100392;POLYCLINIQUE NOTRE DAME;830000154;M9999;1;1;1.1;
HAD_P;2020;830100392;POLYCLINIQUE NOTRE DAME;830000154;Mcoor;1;1;1.1;
HAD_P;2020;830100392;POLYCLINIQUE NOTRE DAME;830000154;N2120;1;;1;
HAD_P;2020;830100392;POLYCLINIQUE NOTRE DAME;830000154;N2210;2;1;2.3;
HAD_P;2020;830100392;POLYCLINIQUE NOTRE DAME;830000154;N2510;17;3;21.01;
HAD_P;2020;830100392;POLYCLINIQUE NOTRE DAME;830000154;N2710;;1;0.5;1
HAD_P;2020;830100392;POLYCLINIQUE NOTRE DAME;830000154;N3120;;1;0.5;
HAD_P;2020;830100392;POLYCLINIQUE NOTRE DAME;830000154;N9999;29;7;34.71;1
HAD_P;2020;830100392;POLYCLINIQUE NOTRE DAME;830000154;NAUT;3;1;3.4;
HAD_P;2020;830100392;POLYCLINIQUE NOTRE DAME;830000154;Ncoor;6;;6;
HAD_P;2020;830207114;HAD SANTE ET SOLIDARITE DU VAR;830001855;M3050;1;;1;263
HAD_P;2020;830207114;HAD SANTE ET SOLIDARITE DU VAR;830001855;M9999;4;1;3.6;263
HAD_P;2020;830207114;HAD SANTE ET SOLIDARITE DU VAR;830001855;MAUT;1;;0.1;
HAD_P;2020;830207114;HAD SANTE ET SOLIDARITE DU VAR;830001855;Mcoor;2;1;2.5;
HAD_P;2020;830207114;HAD SANTE ET SOLIDARITE DU VAR;830001855;N2120;2;;1.16;
HAD_P;2020;830207114;HAD SANTE ET SOLIDARITE DU VAR;830001855;N2210;35;21;48.21;1291
HAD_P;2020;830207114;HAD SANTE ET SOLIDARITE DU VAR;830001855;N2410;;;;325
HAD_P;2020;830207114;HAD SANTE ET SOLIDARITE DU VAR;830001855;N2460;;;;4
HAD_P;2020;830207114;HAD SANTE ET SOLIDARITE DU VAR;830001855;N2510;31;62;59.41;
HAD_P;2020;830207114;HAD SANTE ET SOLIDARITE DU VAR;830001855;N2710;;;;25
HAD_P;2020;830207114;HAD SANTE ET SOLIDARITE DU VAR;830001855;N3120;4;;4;
HAD_P;2020;830207114;HAD SANTE ET SOLIDARITE DU VAR;830001855;N9999;122;87;162.32;1645
HAD_P;2020;830207114;HAD SANTE ET SOLIDARITE DU VAR;830001855;NAUT;42;4;40.96;
HAD_P;2020;830207114;HAD SANTE ET SOLIDARITE DU VAR;830001855;Ncoor;8;;8.58;
HAD_P;2020;840011340;HADAR;840003164;M3050;;1;0.6;
HAD_P;2020;840011340;HADAR;840003164;M9999;0;4;2.89;
HAD_P;2020;840011340;HADAR;840003164;Mcoor;0;3;2.29;
HAD_P;2020;840011340;HADAR;840003164;N2120;1;1;1.87;
HAD_P;2020;840011340;HADAR;840003164;N2510;;39;7.91;
HAD_P;2020;840011340;HADAR;840003164;N2710;;2;1;
HAD_P;2020;840011340;HADAR;840003164;N3120;;2;1.55;
HAD_P;2020;840011340;HADAR;840003164;N9999;8;44;16.07;
HAD_P;2020;840011340;HADAR;840003164;Ncoor;7;;3.74;
HAD_P;2020;850006008;HOPITAL A DOMICILE DE VENDEE;850005968;M3050;0;1;0.2;211
HAD_P;2020;850006008;HOPITAL A DOMICILE DE VENDEE;850005968;M9999;1;11;5.73;679
HAD_P;2020;850006008;HOPITAL A DOMICILE DE VENDEE;850005968;MAUT;0;1;0.19;468
HAD_P;2020;850006008;HOPITAL A DOMICILE DE VENDEE;850005968;Mcoor;1;9;5.34;
HAD_P;2020;850006008;HOPITAL A DOMICILE DE VENDEE;850005968;N2120;2;0;2;
HAD_P;2020;850006008;HOPITAL A DOMICILE DE VENDEE;850005968;N2210;0;0;0;747
HAD_P;2020;850006008;HOPITAL A DOMICILE DE VENDEE;850005968;N2410;0;0;0;361
HAD_P;2020;850006008;HOPITAL A DOMICILE DE VENDEE;850005968;N2460;0;0;0;9
HAD_P;2020;850006008;HOPITAL A DOMICILE DE VENDEE;850005968;N2710;1;2;1.48;7
HAD_P;2020;850006008;HOPITAL A DOMICILE DE VENDEE;850005968;N3120;0;5;2.29;
HAD_P;2020;850006008;HOPITAL A DOMICILE DE VENDEE;850005968;N9999;45;35;50.93;1266
HAD_P;2020;850006008;HOPITAL A DOMICILE DE VENDEE;850005968;NAUT;20;6;18.26;142
HAD_P;2020;850006008;HOPITAL A DOMICILE DE VENDEE;850005968;Ncoor;22;22;26.9;
HAD_P;2020;860000223;CHU LA MILETRIE;860014208;M3050;;;;40
HAD_P;2020;860000223;CHU LA MILETRIE;860014208;M9999;1;3;1.96;209
HAD_P;2020;860000223;CHU LA MILETRIE;860014208;MAUT;;;;169
HAD_P;2020;860000223;CHU LA MILETRIE;860014208;Mcoor;1;3;1.96;
HAD_P;2020;860000223;CHU LA MILETRIE;860014208;N2120;2;0;1.3;
HAD_P;2020;860000223;CHU LA MILETRIE;860014208;N2210;27;8;32.47;321
HAD_P;2020;860000223;CHU LA MILETRIE;860014208;N2410;0;0;0;45
HAD_P;2020;860000223;CHU LA MILETRIE;860014208;N2460;0;2;1;
HAD_P;2020;860000223;CHU LA MILETRIE;860014208;N2510;28;6;29.01;
HAD_P;2020;860000223;CHU LA MILETRIE;860014208;N2710;1;0;0.93;
HAD_P;2020;860000223;CHU LA MILETRIE;860014208;N3120;0;1;0.9;
HAD_P;2020;860000223;CHU LA MILETRIE;860014208;N9999;61;22;69.76;376
HAD_P;2020;860000223;CHU LA MILETRIE;860014208;NAUT;3;5;4.15;10
HAD_P;2020;860008929;H.A.D. DE POITIERS;860008879;M9999;;5;2.01;
HAD_P;2020;860008929;H.A.D. DE POITIERS;860008879;Mcoor;;5;2.01;
HAD_P;2020;860008929;H.A.D. DE POITIERS;860008879;N2120;;1;0.25;
HAD_P;2020;860008929;H.A.D. DE POITIERS;860008879;N2210;1;6;5.38;
HAD_P;2020;860008929;H.A.D. DE POITIERS;860008879;N2410;;1;0.19;
HAD_P;2020;860008929;H.A.D. DE POITIERS;860008879;N2460;;1;0.5;
HAD_P;2020;860008929;H.A.D. DE POITIERS;860008879;N2510;9;4;22.35;
HAD_P;2020;860008929;H.A.D. DE POITIERS;860008879;N2710;;2;0.34;
HAD_P;2020;860008929;H.A.D. DE POITIERS;860008879;N3120;;1;0.94;
HAD_P;2020;860008929;H.A.D. DE POITIERS;860008879;N9999;10;18;31.12;
HAD_P;2020;860008929;H.A.D. DE POITIERS;860008879;NAUT;;2;1.17;
HAD_P;2020;870003514;HOPITAL JEAN REBEYROL LIMOGES;870000015;M3050;;;;85
HAD_P;2020;870003514;HOPITAL JEAN REBEYROL LIMOGES;870000015;M9999;3;1;2;99
HAD_P;2020;870003514;HOPITAL JEAN REBEYROL LIMOGES;870000015;MAUT;2;1;1.7;14
HAD_P;2020;870003514;HOPITAL JEAN REBEYROL LIMOGES;870000015;Mcoor;1;;0.3;
HAD_P;2020;870003514;HOPITAL JEAN REBEYROL LIMOGES;870000015;N2120;1;;1;
HAD_P;2020;870003514;HOPITAL JEAN REBEYROL LIMOGES;870000015;N2210;11;2;13.09;274
HAD_P;2020;870003514;HOPITAL JEAN REBEYROL LIMOGES;870000015;N2410;;;;38
HAD_P;2020;870003514;HOPITAL JEAN REBEYROL LIMOGES;870000015;N2510;7;;6.8;
HAD_P;2020;870003514;HOPITAL JEAN REBEYROL LIMOGES;870000015;N9999;23;2;24.95;312
HAD_P;2020;870003514;HOPITAL JEAN REBEYROL LIMOGES;870000015;NAUT;4;;4.06;
HAD_P;2020;870004231;H A D SANTE SERVICE LIMOUSIN LIMOGES;870004074;M3050;0;1;0.4;
HAD_P;2020;870004231;H A D SANTE SERVICE LIMOUSIN LIMOGES;870004074;M9999;1;3;2.5;
HAD_P;2020;870004231;H A D SANTE SERVICE LIMOUSIN LIMOGES;870004074;MAUT;0;1;0.3;
HAD_P;2020;870004231;H A D SANTE SERVICE LIMOUSIN LIMOGES;870004074;Mcoor;1;1;1.8;
HAD_P;2020;870004231;H A D SANTE SERVICE LIMOUSIN LIMOGES;870004074;N2120;0;1;0.7;
HAD_P;2020;870004231;H A D SANTE SERVICE LIMOUSIN LIMOGES;870004074;N2510;22;2;23.4;
HAD_P;2020;870004231;H A D SANTE SERVICE LIMOUSIN LIMOGES;870004074;N3120;1;1;1.6;
HAD_P;2020;870004231;H A D SANTE SERVICE LIMOUSIN LIMOGES;870004074;N9999;25;29;39.9;
HAD_P;2020;870004231;H A D SANTE SERVICE LIMOUSIN LIMOGES;870004074;NAUT;0;17;9.09;
HAD_P;2020;870004231;H A D SANTE SERVICE LIMOUSIN LIMOGES;870004074;Ncoor;2;8;5.11;
HAD_P;2020;880000039;CH DE GERARDMER CLAUDIUS REGAUD;880780069;M3050;;1;0.05;80
HAD_P;2020;880000039;CH DE GERARDMER CLAUDIUS REGAUD;880780069;M9999;;5;1.85;241
HAD_P;2020;880000039;CH DE GERARDMER CLAUDIUS REGAUD;880780069;MAUT;;3;1.3;161
HAD_P;2020;880000039;CH DE GERARDMER CLAUDIUS REGAUD;880780069;Mcoor;;1;0.5;
HAD_P;2020;880000039;CH DE GERARDMER CLAUDIUS REGAUD;880780069;N2120;1;;0.5;
HAD_P;2020;880000039;CH DE GERARDMER CLAUDIUS REGAUD;880780069;N2210;;;;266
HAD_P;2020;880000039;CH DE GERARDMER CLAUDIUS REGAUD;880780069;N2410;;;;83
HAD_P;2020;880000039;CH DE GERARDMER CLAUDIUS REGAUD;880780069;N3120;1;;0.1;
HAD_P;2020;880000039;CH DE GERARDMER CLAUDIUS REGAUD;880780069;N9999;11;;8.08;349
HAD_P;2020;880000039;CH DE GERARDMER CLAUDIUS REGAUD;880780069;NAUT;2;;1.25;
HAD_P;2020;880000039;CH DE GERARDMER CLAUDIUS REGAUD;880780069;Ncoor;7;;6.23;
HAD_P;2020;880006606;HAD KORIAN PAYS DES IMAGES;750056335;M3050;;;;78
HAD_P;2020;880006606;HAD KORIAN PAYS DES IMAGES;750056335;M9999;1;1;0.6;80
HAD_P;2020;880006606;HAD KORIAN PAYS DES IMAGES;750056335;MAUT;;;;2
HAD_P;2020;880006606;HAD KORIAN PAYS DES IMAGES;750056335;Mcoor;1;1;0.6;
HAD_P;2020;880006606;HAD KORIAN PAYS DES IMAGES;750056335;N2120;1;;1;
HAD_P;2020;880006606;HAD KORIAN PAYS DES IMAGES;750056335;N2210;1;;1;213
HAD_P;2020;880006606;HAD KORIAN PAYS DES IMAGES;750056335;N2410;;;;65
