BOR;AN;FI;RS;FI_EJ;PERSO;EFFPL;EFFPA;ETP;MOD;COMSMUR
URGENCES_P;2020;850000118;CLINIQUE SAINT CHARLES;850013244;N9999;13;10;18.92;;
URGENCES_P;2020;850000118;CLINIQUE SAINT CHARLES;850013244;NINF;7;5;10.41;;0
URGENCES_P;2020;850000142;CENTRE HOSPITALIER-SITE LA ROCHE/YON;850000019;M1140;;10;1.18;;
URGENCES_P;2020;850000142;CENTRE HOSPITALIER-SITE LA ROCHE/YON;850000019;M9999;6;61;21.83;;
URGENCES_P;2020;850000142;CENTRE HOSPITALIER-SITE LA ROCHE/YON;850000019;N1220;;1;1.14;;
URGENCES_P;2020;850000142;CENTRE HOSPITALIER-SITE LA ROCHE/YON;850000019;N2120;;2;3.17;;
URGENCES_P;2020;850000142;CENTRE HOSPITALIER-SITE LA ROCHE/YON;850000019;N2500;3;45;50.02;;
URGENCES_P;2020;850000142;CENTRE HOSPITALIER-SITE LA ROCHE/YON;850000019;N9999;;115;125.89;;
URGENCES_P;2020;850000142;CENTRE HOSPITALIER-SITE LA ROCHE/YON;850000019;NINF;;60;62.89;;
URGENCES_P;2020;850000175;CH LVO :SITE DE CHALLANS;850009010;M9999;;10;7.81;3;1
URGENCES_P;2020;850000175;CH LVO :SITE DE CHALLANS;850009010;N1220;5;1;6.5;;0
URGENCES_P;2020;850000175;CH LVO :SITE DE CHALLANS;850009010;N2120;1;;1;2;1
URGENCES_P;2020;850000175;CH LVO :SITE DE CHALLANS;850009010;N2500;1;15;15.93;;
URGENCES_P;2020;850000175;CH LVO :SITE DE CHALLANS;850009010;N3120;;1;0.6;;
URGENCES_P;2020;850000175;CH LVO :SITE DE CHALLANS;850009010;N9999;14;49;57.48;;
URGENCES_P;2020;850000175;CH LVO :SITE DE CHALLANS;850009010;NINF;7;26;29.31;;0
URGENCES_P;2020;850000209;CENTRE HOSPITALIER -SITE DE LUCON;850000019;M9999;1;18;3.46;1;1
URGENCES_P;2020;850000209;CENTRE HOSPITALIER -SITE DE LUCON;850000019;N1220;1;1;1.75;;1
URGENCES_P;2020;850000209;CENTRE HOSPITALIER -SITE DE LUCON;850000019;N2120;;1;1.05;;1
URGENCES_P;2020;850000209;CENTRE HOSPITALIER -SITE DE LUCON;850000019;N2500;;10;9.96;;
URGENCES_P;2020;850000209;CENTRE HOSPITALIER -SITE DE LUCON;850000019;N9999;2;30;27.72;;
URGENCES_P;2020;850000209;CENTRE HOSPITALIER -SITE DE LUCON;850000019;NINF;1;13;12.02;;1
URGENCES_P;2020;850000225;CENTRE HOSPITALIER -SITE DE MONTAIGU;850000019;M9999;0;17;2.55;;
URGENCES_P;2020;850000225;CENTRE HOSPITALIER -SITE DE MONTAIGU;850000019;N1220;;2;1.31;;
URGENCES_P;2020;850000225;CENTRE HOSPITALIER -SITE DE MONTAIGU;850000019;N2120;;1;1;;
URGENCES_P;2020;850000225;CENTRE HOSPITALIER -SITE DE MONTAIGU;850000019;N2500;3;5;7.41;;
URGENCES_P;2020;850000225;CENTRE HOSPITALIER -SITE DE MONTAIGU;850000019;N9999;7;23;24.91;;
URGENCES_P;2020;850000225;CENTRE HOSPITALIER -SITE DE MONTAIGU;850000019;NINF;4;13;14.75;;
URGENCES_P;2020;850000241;CENTRE HOSPITALIER COTE DE LUMIÈRE;850000084;M9999;8;1;6.84;1;1
URGENCES_P;2020;850000241;CENTRE HOSPITALIER COTE DE LUMIÈRE;850000084;N1220;3;0;3;;
URGENCES_P;2020;850000241;CENTRE HOSPITALIER COTE DE LUMIÈRE;850000084;N2120;1;1;1.12;1;1
URGENCES_P;2020;850000241;CENTRE HOSPITALIER COTE DE LUMIÈRE;850000084;N2500;15;3;16.29;;
URGENCES_P;2020;850000241;CENTRE HOSPITALIER COTE DE LUMIÈRE;850000084;N9999;58;10;55.32;;
URGENCES_P;2020;850000241;CENTRE HOSPITALIER COTE DE LUMIÈRE;850000084;NINF;30;5;32.91;1;1
URGENCES_P;2020;850009630;CH FONTENAY SITE POLE SANTE SUD VENDEE;850000035;M9999;8;6;5.04;;
URGENCES_P;2020;850009630;CH FONTENAY SITE POLE SANTE SUD VENDEE;850000035;N1220;2;4;4.02;;
URGENCES_P;2020;850009630;CH FONTENAY SITE POLE SANTE SUD VENDEE;850000035;N2500;10;6;6.97;;
URGENCES_P;2020;850009630;CH FONTENAY SITE POLE SANTE SUD VENDEE;850000035;N9999;24;24;21.67;;
URGENCES_P;2020;850009630;CH FONTENAY SITE POLE SANTE SUD VENDEE;850000035;NINF;12;13;10.43;;
URGENCES_P;2020;860000025;GH NORD-VIENNE - SITE DE CHATELLERAULT;860013382;M9999;47;6;9.59;3;1
URGENCES_P;2020;860000025;GH NORD-VIENNE - SITE DE CHATELLERAULT;860013382;N1220;2;;2.26;3;1
URGENCES_P;2020;860000025;GH NORD-VIENNE - SITE DE CHATELLERAULT;860013382;N2120;3;;1.5;3;1
URGENCES_P;2020;860000025;GH NORD-VIENNE - SITE DE CHATELLERAULT;860013382;N2500;10;1;9.22;;
URGENCES_P;2020;860000025;GH NORD-VIENNE - SITE DE CHATELLERAULT;860013382;N2620;19;0;19.63;3;1
URGENCES_P;2020;860000025;GH NORD-VIENNE - SITE DE CHATELLERAULT;860013382;N9999;64;4;62.58;;
URGENCES_P;2020;860000025;GH NORD-VIENNE - SITE DE CHATELLERAULT;860013382;NINF;30;3;29.64;3;1
URGENCES_P;2020;860000058;CHU - SITE DE MONTMORILLON;860014208;M9999;14;3;4.06;3;1
URGENCES_P;2020;860000058;CHU - SITE DE MONTMORILLON;860014208;N1220;1;0;0.5;;1
URGENCES_P;2020;860000058;CHU - SITE DE MONTMORILLON;860014208;N2120;1;0;0.4;;1
URGENCES_P;2020;860000058;CHU - SITE DE MONTMORILLON;860014208;N2500;1;0;1.19;;
URGENCES_P;2020;860000058;CHU - SITE DE MONTMORILLON;860014208;N2620;0;0;0.45;;
URGENCES_P;2020;860000058;CHU - SITE DE MONTMORILLON;860014208;N3120;0;1;0.15;;
URGENCES_P;2020;860000058;CHU - SITE DE MONTMORILLON;860014208;N9999;17;4;15.06;;
URGENCES_P;2020;860000058;CHU - SITE DE MONTMORILLON;860014208;NINF;14;3;12.37;;1
URGENCES_P;2020;860000223;CHU LA MILETRIE;860014208;M1140;1;8;3.36;;0
URGENCES_P;2020;860000223;CHU LA MILETRIE;860014208;M9999;52;11;16.32;;1
URGENCES_P;2020;860000223;CHU LA MILETRIE;860014208;N1220;14;0;12.7;;0
URGENCES_P;2020;860000223;CHU LA MILETRIE;860014208;N2120;3;0;2.88;;0
URGENCES_P;2020;860000223;CHU LA MILETRIE;860014208;N2500;45;5;41.99;;
URGENCES_P;2020;860000223;CHU LA MILETRIE;860014208;N3120;0;2;1.3;;
URGENCES_P;2020;860000223;CHU LA MILETRIE;860014208;N9999;123;26;122.95;;
URGENCES_P;2020;860000223;CHU LA MILETRIE;860014208;NINF;59;18;64.08;;0
URGENCES_P;2020;860010321;POLYCLINIQUE DE POITIERS;860010313;M9999;5;;5;;
URGENCES_P;2020;860010321;POLYCLINIQUE DE POITIERS;860010313;N1220;4;;4;;
URGENCES_P;2020;860010321;POLYCLINIQUE DE POITIERS;860010313;N2120;0;1;0.5;;
URGENCES_P;2020;860010321;POLYCLINIQUE DE POITIERS;860010313;N2500;2;;2.94;;
URGENCES_P;2020;860010321;POLYCLINIQUE DE POITIERS;860010313;N2620;2;;2;;
URGENCES_P;2020;860010321;POLYCLINIQUE DE POITIERS;860010313;N9999;17;4;21.67;;
URGENCES_P;2020;860010321;POLYCLINIQUE DE POITIERS;860010313;NINF;9;3;12.23;;
URGENCES_P;2020;870000064;C H U DUPUYTREN LIMOGES;870000015;M9999;36;3;18.13;;
URGENCES_P;2020;870000064;C H U DUPUYTREN LIMOGES;870000015;N1220;2;1;2.8;;1
URGENCES_P;2020;870000064;C H U DUPUYTREN LIMOGES;870000015;N2120;2;;2.05;;1
URGENCES_P;2020;870000064;C H U DUPUYTREN LIMOGES;870000015;N2500;38;2;38.51;;
URGENCES_P;2020;870000064;C H U DUPUYTREN LIMOGES;870000015;N3120;;;0.75;;
URGENCES_P;2020;870000064;C H U DUPUYTREN LIMOGES;870000015;N9999;107;5;101.21;;
URGENCES_P;2020;870000064;C H U DUPUYTREN LIMOGES;870000015;NINF;49;2;48.69;;1
URGENCES_P;2020;870000098;CENTRE HOSPITALIER SAINT JUNIEN;870000023;M9999;5;2;5.29;3;1
URGENCES_P;2020;870000098;CENTRE HOSPITALIER SAINT JUNIEN;870000023;N1220;1;1;1.7;;
URGENCES_P;2020;870000098;CENTRE HOSPITALIER SAINT JUNIEN;870000023;N2120;1;;1;3;1
URGENCES_P;2020;870000098;CENTRE HOSPITALIER SAINT JUNIEN;870000023;N2500;10;;10.08;;
URGENCES_P;2020;870000098;CENTRE HOSPITALIER SAINT JUNIEN;870000023;N2620;2;;1.33;;
URGENCES_P;2020;870000098;CENTRE HOSPITALIER SAINT JUNIEN;870000023;N9999;28;2;27.29;;
URGENCES_P;2020;870000098;CENTRE HOSPITALIER SAINT JUNIEN;870000023;NINF;14;1;13.18;3;1
URGENCES_P;2020;870000270;CTRE HOSPITALIER J BOUTARD ST YRIEIX;870000031;M9999;1;4;4.61;3;1
URGENCES_P;2020;870000270;CTRE HOSPITALIER J BOUTARD ST YRIEIX;870000031;N2500;3;1;3.86;;
URGENCES_P;2020;870000270;CTRE HOSPITALIER J BOUTARD ST YRIEIX;870000031;N9999;12;2;13.29;;
URGENCES_P;2020;870000270;CTRE HOSPITALIER J BOUTARD ST YRIEIX;870000031;NINF;9;1;9.43;3;1
URGENCES_P;2020;870000288;CLINIQUE FRANCOIS CHENIEUX;870017415;M9999;5;;5;;
URGENCES_P;2020;870000288;CLINIQUE FRANCOIS CHENIEUX;870017415;N1220;10;;10;;
URGENCES_P;2020;870000288;CLINIQUE FRANCOIS CHENIEUX;870017415;N2120;1;;1;;
URGENCES_P;2020;870000288;CLINIQUE FRANCOIS CHENIEUX;870017415;N2500;10;;9.57;;
URGENCES_P;2020;870000288;CLINIQUE FRANCOIS CHENIEUX;870017415;N2620;1;;1;;
URGENCES_P;2020;870000288;CLINIQUE FRANCOIS CHENIEUX;870017415;N9999;44;3;46.98;;
URGENCES_P;2020;870000288;CLINIQUE FRANCOIS CHENIEUX;870017415;NINF;22;3;25.41;;
URGENCES_P;2020;870014859;HOPITAL DE LA MERE ET DE L'ENFANT;870000015;M1140;4;0;2.2;;0
URGENCES_P;2020;870014859;HOPITAL DE LA MERE ET DE L'ENFANT;870000015;M9999;18;0;2.48;;0
URGENCES_P;2020;870014859;HOPITAL DE LA MERE ET DE L'ENFANT;870000015;N1220;;1;0.8;;0
URGENCES_P;2020;870014859;HOPITAL DE LA MERE ET DE L'ENFANT;870000015;N2120;1;;0.46;;
URGENCES_P;2020;870014859;HOPITAL DE LA MERE ET DE L'ENFANT;870000015;N2500;11;4;13.67;;
URGENCES_P;2020;870014859;HOPITAL DE LA MERE ET DE L'ENFANT;870000015;N9999;31;14;40.66;;
URGENCES_P;2020;870014859;HOPITAL DE LA MERE ET DE L'ENFANT;870000015;NINF;12;9;19.14;;0
URGENCES_P;2020;880000021;CHI E.DURKHEIM - PLATEAU DE LA JUSTICE;880007059;M9999;13;2;14.55;2;1
URGENCES_P;2020;880000021;CHI E.DURKHEIM - PLATEAU DE LA JUSTICE;880007059;N1220;5;3;7.29;;
URGENCES_P;2020;880000021;CHI E.DURKHEIM - PLATEAU DE LA JUSTICE;880007059;N2120;;1;0.65;;
URGENCES_P;2020;880000021;CHI E.DURKHEIM - PLATEAU DE LA JUSTICE;880007059;N2500;12;8;15.9;;
URGENCES_P;2020;880000021;CHI E.DURKHEIM - PLATEAU DE LA JUSTICE;880007059;N9999;17;53;53.32;;
URGENCES_P;2020;880000021;CHI E.DURKHEIM - PLATEAU DE LA JUSTICE;880007059;NINF;;41;29.48;;
URGENCES_P;2020;880000047;CENTRE HOSPITALIER DE SAINT-DIE;880780077;M9999;11;2;12.12;2;1
URGENCES_P;2020;880000047;CENTRE HOSPITALIER DE SAINT-DIE;880780077;N1220;4;;5.3;2;1
URGENCES_P;2020;880000047;CENTRE HOSPITALIER DE SAINT-DIE;880780077;N2120;1;;0.7;2;1
URGENCES_P;2020;880000047;CENTRE HOSPITALIER DE SAINT-DIE;880780077;N2500;12;;9.25;;
URGENCES_P;2020;880000047;CENTRE HOSPITALIER DE SAINT-DIE;880780077;N9999;38;;36.53;;
URGENCES_P;2020;880000047;CENTRE HOSPITALIER DE SAINT-DIE;880780077;NINF;21;;21.28;2;1
URGENCES_P;2020;880000054;CHI L'OUEST VOSGIEN SITE NEUFCHATEAU;880007299;M9999;7;3;5.16;3;1
URGENCES_P;2020;880000054;CHI L'OUEST VOSGIEN SITE NEUFCHATEAU;880007299;N1220;;2;0.67;3;1
URGENCES_P;2020;880000054;CHI L'OUEST VOSGIEN SITE NEUFCHATEAU;880007299;N2120;0;2;0.42;3;1
URGENCES_P;2020;880000054;CHI L'OUEST VOSGIEN SITE NEUFCHATEAU;880007299;N2500;3;12;6.73;;
URGENCES_P;2020;880000054;CHI L'OUEST VOSGIEN SITE NEUFCHATEAU;880007299;N2620;;;;3;
URGENCES_P;2020;880000054;CHI L'OUEST VOSGIEN SITE NEUFCHATEAU;880007299;N9999;6;42;24.98;;
URGENCES_P;2020;880000054;CHI L'OUEST VOSGIEN SITE NEUFCHATEAU;880007299;NINF;3;21;14.52;3;1
URGENCES_P;2020;880000062;CENTRE HOSPITALIER DE REMIREMONT;880780093;M9999;5;26;8.26;;1
URGENCES_P;2020;880000062;CENTRE HOSPITALIER DE REMIREMONT;880780093;N1220;3;6;3.96;3;1
URGENCES_P;2020;880000062;CENTRE HOSPITALIER DE REMIREMONT;880780093;N2120;;1;0.5;3;1
URGENCES_P;2020;880000062;CENTRE HOSPITALIER DE REMIREMONT;880780093;N2500;1;11;3.88;;
URGENCES_P;2020;880000062;CENTRE HOSPITALIER DE REMIREMONT;880780093;N2620;;;;3;1
URGENCES_P;2020;880000062;CENTRE HOSPITALIER DE REMIREMONT;880780093;N9999;12;55;36.63;;
URGENCES_P;2020;880000062;CENTRE HOSPITALIER DE REMIREMONT;880780093;NINF;5;34;24.25;3;1
URGENCES_P;2020;880000070;CHI DE L'OUEST VOSGIEN SITE DE VITTEL;880007299;M9999;;2;0.61;3;1
URGENCES_P;2020;880000070;CHI DE L'OUEST VOSGIEN SITE DE VITTEL;880007299;N1220;;1;0.04;;0
URGENCES_P;2020;880000070;CHI DE L'OUEST VOSGIEN SITE DE VITTEL;880007299;N2120;;2;0.21;;1
URGENCES_P;2020;880000070;CHI DE L'OUEST VOSGIEN SITE DE VITTEL;880007299;N2500;;5;1.75;;
URGENCES_P;2020;880000070;CHI DE L'OUEST VOSGIEN SITE DE VITTEL;880007299;N2620;;1;0.35;;1
URGENCES_P;2020;880000070;CHI DE L'OUEST VOSGIEN SITE DE VITTEL;880007299;N9999;;23;9.22;;
URGENCES_P;2020;880000070;CHI DE L'OUEST VOSGIEN SITE DE VITTEL;880007299;NINF;;14;5.82;;1
URGENCES_P;2020;890975527;CH AUXERRE;890000037;M1140;1;;1;;0
URGENCES_P;2020;890975527;CH AUXERRE;890000037;M9999;17;5;18.72;3;1
URGENCES_P;2020;890975527;CH AUXERRE;890000037;N1220;1;;1;;
URGENCES_P;2020;890975527;CH AUXERRE;890000037;N2120;2;;2;;
URGENCES_P;2020;890975527;CH AUXERRE;890000037;N2500;12;3;14.57;;
URGENCES_P;2020;890975527;CH AUXERRE;890000037;N2620;11;;11;;
URGENCES_P;2020;890975527;CH AUXERRE;890000037;N9999;75;11;84.12;;
URGENCES_P;2020;890975527;CH AUXERRE;890000037;NINF;49;8;55.55;;
URGENCES_P;2020;890975535;CH AVALLON;890000409;M9999;1;6;1.82;;1
URGENCES_P;2020;890975535;CH AVALLON;890000409;N1220;3;;3;;
URGENCES_P;2020;890975535;CH AVALLON;890000409;N2120;;1;0.8;;
URGENCES_P;2020;890975535;CH AVALLON;890000409;N2500;;7;2.76;;
URGENCES_P;2020;890975535;CH AVALLON;890000409;N2620;;3;0.71;;
URGENCES_P;2020;890975535;CH AVALLON;890000409;N9999;5;27;14.05;;
URGENCES_P;2020;890975535;CH AVALLON;890000409;NINF;;16;6.04;;
URGENCES_P;2020;890975543;CH JOIGNY;890000417;M9999;10;2;11.54;3;1
URGENCES_P;2020;890975543;CH JOIGNY;890000417;N2120;1;;0.7;3;1
URGENCES_P;2020;890975543;CH JOIGNY;890000417;N2620;7;1;7.5;;
URGENCES_P;2020;890975543;CH JOIGNY;890000417;NINF;18;3;19.4;3;1
URGENCES_P;2020;890975550;CH SENS;890970569;M1140;4;;0.49;;
URGENCES_P;2020;890975550;CH SENS;890970569;M9999;9;6;6.5;;
URGENCES_P;2020;890975550;CH SENS;890970569;N1220;3;1;4.04;2;1
URGENCES_P;2020;890975550;CH SENS;890970569;N2120;1;;1;2;1
URGENCES_P;2020;890975550;CH SENS;890970569;N2500;16;1;17.69;;
URGENCES_P;2020;890975550;CH SENS;890970569;N2620;13;;12.54;;0
URGENCES_P;2020;890975550;CH SENS;890970569;N9999;67;11;75.97;;
URGENCES_P;2020;890975550;CH SENS;890970569;NINF;30;6;34.15;2;1
URGENCES_P;2020;890975568;CENTRE HOSPITALIER DU TONNERROIS;890000433;M9999;1;5;2.73;3;1
URGENCES_P;2020;890975568;CENTRE HOSPITALIER DU TONNERROIS;890000433;N1220;;1;0.3;;1
URGENCES_P;2020;890975568;CENTRE HOSPITALIER DU TONNERROIS;890000433;N2120;;1;0.28;;1
URGENCES_P;2020;890975568;CENTRE HOSPITALIER DU TONNERROIS;890000433;N2500;3;1;3.8;;
URGENCES_P;2020;890975568;CENTRE HOSPITALIER DU TONNERROIS;890000433;N9999;6;5;8.75;;
URGENCES_P;2020;890975568;CENTRE HOSPITALIER DU TONNERROIS;890000433;NINF;3;2;4.37;;1
URGENCES_P;2020;900003039;HNFC SITE TREVENANS;900000365;M9999;6;25;19.8;1;
URGENCES_P;2020;900003039;HNFC SITE TREVENANS;900000365;N1220;18;4;20.91;;
URGENCES_P;2020;900003039;HNFC SITE TREVENANS;900000365;N2120;8;0;7.4;;
URGENCES_P;2020;900003039;HNFC SITE TREVENANS;900000365;N2500;25;5;28.98;;
URGENCES_P;2020;900003039;HNFC SITE TREVENANS;900000365;N3120;2;1;3;;
URGENCES_P;2020;900003039;HNFC SITE TREVENANS;900000365;N9999;114;40;144.6;;
URGENCES_P;2020;900003039;HNFC SITE TREVENANS;900000365;NINF;58;26;79.41;;
URGENCES_P;2020;910000272;CH D ARPAJON;910110014;M9999;7;4;9.42;;0
URGENCES_P;2020;910000272;CH D ARPAJON;910110014;N1220;1;;1;;0
URGENCES_P;2020;910000272;CH D ARPAJON;910110014;N2120;1;;0.92;;0
URGENCES_P;2020;910000272;CH D ARPAJON;910110014;N2500;8;1;8.48;;
URGENCES_P;2020;910000272;CH D ARPAJON;910110014;N2620;7;1;7.7;;0
URGENCES_P;2020;910000272;CH D ARPAJON;910110014;N9999;39;9;43.97;;
URGENCES_P;2020;910000272;CH D ARPAJON;910110014;NINF;22;7;25.87;1;1
URGENCES_P;2020;910000280;CH DOURDAN ETAMPES SITE DOURDAN;910019447;M1140;1;;0.17;;
URGENCES_P;2020;910000280;CH DOURDAN ETAMPES SITE DOURDAN;910019447;M9999;6;;3.82;;
URGENCES_P;2020;910000280;CH DOURDAN ETAMPES SITE DOURDAN;910019447;N1220;1;1;1.5;;
URGENCES_P;2020;910000280;CH DOURDAN ETAMPES SITE DOURDAN;910019447;N2120;5;;2.69;;
URGENCES_P;2020;910000280;CH DOURDAN ETAMPES SITE DOURDAN;910019447;N2500;9;;6.99;;
URGENCES_P;2020;910000280;CH DOURDAN ETAMPES SITE DOURDAN;910019447;N9999;38;5;43;;
URGENCES_P;2020;910000280;CH DOURDAN ETAMPES SITE DOURDAN;910019447;NINF;22;4;15.85;;
URGENCES_P;2020;910000298;CH DES DEUX VALLEES SITE LONGJUMEAU;910110055;M1140;3;1;3.9;;
URGENCES_P;2020;910000298;CH DES DEUX VALLEES SITE LONGJUMEAU;910110055;M9999;8;10;14.65;;
URGENCES_P;2020;910000298;CH DES DEUX VALLEES SITE LONGJUMEAU;910110055;N1220;5;2;7;;
URGENCES_P;2020;910000298;CH DES DEUX VALLEES SITE LONGJUMEAU;910110055;N2120;1;;1;;
URGENCES_P;2020;910000298;CH DES DEUX VALLEES SITE LONGJUMEAU;910110055;N2500;11;10;13.25;;
URGENCES_P;2020;910000298;CH DES DEUX VALLEES SITE LONGJUMEAU;910110055;N9999;49;57;71.07;;
URGENCES_P;2020;910000298;CH DES DEUX VALLEES SITE LONGJUMEAU;910110055;NINF;26;36;42.37;;
URGENCES_P;2020;910000306;CH D ORSAY;910110055;M9999;6;7;9.77;;
URGENCES_P;2020;910000306;CH D ORSAY;910110055;N1220;3;5;3.4;;
URGENCES_P;2020;910000306;CH D ORSAY;910110055;N2120;1;;1;;
URGENCES_P;2020;910000306;CH D ORSAY;910110055;N2500;9;;6.75;;
URGENCES_P;2020;910000306;CH D ORSAY;910110055;N3120;;;0.67;;
URGENCES_P;2020;910000306;CH D ORSAY;910110055;N9999;53;13;52.2;;
URGENCES_P;2020;910000306;CH D ORSAY;910110055;NINF;36;8;37.96;;
URGENCES_P;2020;910001973;CH DOURDAN ETAMPES SITE ETAMPES;910019447;M9999;6;4;8.12;;1
URGENCES_P;2020;910001973;CH DOURDAN ETAMPES SITE ETAMPES;910019447;N1220;1;;1;;0
URGENCES_P;2020;910001973;CH DOURDAN ETAMPES SITE ETAMPES;910019447;N2120;1;;1;;1
URGENCES_P;2020;910001973;CH DOURDAN ETAMPES SITE ETAMPES;910019447;N2500;10;1;10.81;;
URGENCES_P;2020;910001973;CH DOURDAN ETAMPES SITE ETAMPES;910019447;N9999;35;1;33.37;;
URGENCES_P;2020;910001973;CH DOURDAN ETAMPES SITE ETAMPES;910019447;NINF;22;;20.34;;1
URGENCES_P;2020;910018423;CH DES DEUX VALLEES SITE JUVISY;910110055;M9999;6;4;8.37;;
URGENCES_P;2020;910018423;CH DES DEUX VALLEES SITE JUVISY;910110055;N1220;1;;1;;
URGENCES_P;2020;910018423;CH DES DEUX VALLEES SITE JUVISY;910110055;N2120;1;;0.75;;
URGENCES_P;2020;910018423;CH DES DEUX VALLEES SITE JUVISY;910110055;N2500;6;1;5.82;;
URGENCES_P;2020;910018423;CH DES DEUX VALLEES SITE JUVISY;910110055;N9999;26;12;29.18;;
URGENCES_P;2020;910018423;CH DES DEUX VALLEES SITE JUVISY;910110055;NINF;14;7;15.48;;
URGENCES_P;2020;910020254;CH SUD FRANCILIEN SITE JEAN JAURES;910002773;M1140;2;6;3.56;;
URGENCES_P;2020;910020254;CH SUD FRANCILIEN SITE JEAN JAURES;910002773;M9999;19;21;25.79;;
URGENCES_P;2020;910020254;CH SUD FRANCILIEN SITE JEAN JAURES;910002773;N1220;4;0;4.5;;
URGENCES_P;2020;910020254;CH SUD FRANCILIEN SITE JEAN JAURES;910002773;N2120;2;1;2.5;;
URGENCES_P;2020;910020254;CH SUD FRANCILIEN SITE JEAN JAURES;910002773;N2500;59;10;69.09;;
URGENCES_P;2020;910020254;CH SUD FRANCILIEN SITE JEAN JAURES;910002773;N9999;186;20;196.73;;
URGENCES_P;2020;910020254;CH SUD FRANCILIEN SITE JEAN JAURES;910002773;NINF;111;9;120.64;;
URGENCES_P;2020;910300144;CMCO D EVRY;910000447;M9999;2;3;4.75;;
URGENCES_P;2020;910300144;CMCO D EVRY;910000447;N1220;2;1;2.34;;
URGENCES_P;2020;910300144;CMCO D EVRY;910000447;N2120;1;;1.03;;
URGENCES_P;2020;910300144;CMCO D EVRY;910000447;N2500;5;;5.79;;
URGENCES_P;2020;910300144;CMCO D EVRY;910000447;N9999;15;3;18.33;;
URGENCES_P;2020;910300144;CMCO D EVRY;910000447;NINF;7;2;9.17;;
URGENCES_P;2020;910300219;HOPITAL PRIVE JACQUES CARTIER;910003888;M9999;6;;6;;
URGENCES_P;2020;910300219;HOPITAL PRIVE JACQUES CARTIER;910003888;N1220;4;;7.57;;
URGENCES_P;2020;910300219;HOPITAL PRIVE JACQUES CARTIER;910003888;N2120;1;;1;;
URGENCES_P;2020;910300219;HOPITAL PRIVE JACQUES CARTIER;910003888;N2500;6;;7.49;;
URGENCES_P;2020;910300219;HOPITAL PRIVE JACQUES CARTIER;910003888;N9999;25;;32.59;;
URGENCES_P;2020;910300219;HOPITAL PRIVE JACQUES CARTIER;910003888;NINF;14;;16.53;;
URGENCES_P;2020;910300300;HOPITAL PRIVE DU VAL D YERRES;910000538;M9999;4;;4;;
URGENCES_P;2020;910300300;HOPITAL PRIVE DU VAL D YERRES;910000538;N1220;3;;3;;
URGENCES_P;2020;910300300;HOPITAL PRIVE DU VAL D YERRES;910000538;N2120;1;;1;;
URGENCES_P;2020;910300300;HOPITAL PRIVE DU VAL D YERRES;910000538;N2500;4;;4;;
URGENCES_P;2020;910300300;HOPITAL PRIVE DU VAL D YERRES;910000538;N2620;1;;1;;
URGENCES_P;2020;910300300;HOPITAL PRIVE DU VAL D YERRES;910000538;N9999;15;;15;;
URGENCES_P;2020;910300300;HOPITAL PRIVE DU VAL D YERRES;910000538;NINF;6;;6;;
URGENCES_P;2020;910803543;HOPITAL PRIVE CLAUDE GALIEN;910017615;M9999;7;9;10.2;;0
URGENCES_P;2020;910803543;HOPITAL PRIVE CLAUDE GALIEN;910017615;N1220;5;1;5.1;;
URGENCES_P;2020;910803543;HOPITAL PRIVE CLAUDE GALIEN;910017615;N2120;1;;1;;
URGENCES_P;2020;910803543;HOPITAL PRIVE CLAUDE GALIEN;910017615;N2500;5;1;5.2;;
URGENCES_P;2020;910803543;HOPITAL PRIVE CLAUDE GALIEN;910017615;N2620;2;1;2.5;;
URGENCES_P;2020;910803543;HOPITAL PRIVE CLAUDE GALIEN;910017615;N3120;;1;0.5;;
URGENCES_P;2020;910803543;HOPITAL PRIVE CLAUDE GALIEN;910017615;N9999;31;5;32.5;;
URGENCES_P;2020;910803543;HOPITAL PRIVE CLAUDE GALIEN;910017615;NINF;18;1;18.2;;
URGENCES_P;2020;920000577;CH DE NANTERRE;920110020;M3020;4;0;1.02;;
URGENCES_P;2020;920000577;CH DE NANTERRE;920110020;M9999;7;23;14.38;;
URGENCES_P;2020;920000577;CH DE NANTERRE;920110020;N1220;3;;3;;0
URGENCES_P;2020;920000577;CH DE NANTERRE;920110020;N2120;1;1;1.25;;0
URGENCES_P;2020;920000577;CH DE NANTERRE;920110020;N2500;14;;13.87;;
URGENCES_P;2020;920000577;CH DE NANTERRE;920110020;N3120;;1;0.25;;
URGENCES_P;2020;920000577;CH DE NANTERRE;920110020;N9999;39;4;41.92;;
URGENCES_P;2020;920000577;CH DE NANTERRE;920110020;NINF;21;2;23.55;;
URGENCES_P;2020;920000585;CH RIVES DE SEINE SITE NEUILLY S/SEINE;920026374;M1140;;;0.96;;
URGENCES_P;2020;920000585;CH RIVES DE SEINE SITE NEUILLY S/SEINE;920026374;M9999;4;2;7.79;;
URGENCES_P;2020;920000585;CH RIVES DE SEINE SITE NEUILLY S/SEINE;920026374;N1220;1;;1;;
URGENCES_P;2020;920000585;CH RIVES DE SEINE SITE NEUILLY S/SEINE;920026374;N2120;2;;1.5;;
URGENCES_P;2020;920000585;CH RIVES DE SEINE SITE NEUILLY S/SEINE;920026374;N2500;27;1;30.86;;
URGENCES_P;2020;920000585;CH RIVES DE SEINE SITE NEUILLY S/SEINE;920026374;N3120;;;0.1;;
