BOR;AN;FI;RS;FI_EJ;PERSO;EFFPL;EFFPA;ETP;GAR;AST;GARDED;ASTDED
PERINAT_P;2020;760805770;HOPITAL JACQUES MONOD CH LE HAVRE;760780726;N2800;44;32;57.3;;;;
PERINAT_P;2020;760805770;HOPITAL JACQUES MONOD CH LE HAVRE;760780726;N280H;16;9;18.04;;;;
PERINAT_P;2020;760805770;HOPITAL JACQUES MONOD CH LE HAVRE;760780726;NAUT;67;23;75.21;;;;
PERINAT_P;2020;770000131;CH DE COULOMMIERS;770021145;M1030;1;;1;1;0;1;
PERINAT_P;2020;770000131;CH DE COULOMMIERS;770021145;M1140;4;1;4.78;1;0;;
PERINAT_P;2020;770000131;CH DE COULOMMIERS;770021145;M2050;4;1;1.85;1;0;;
PERINAT_P;2020;770000131;CH DE COULOMMIERS;770021145;N2200;3;2;5.1;;;;
PERINAT_P;2020;770000131;CH DE COULOMMIERS;770021145;N2340;1;1;1.77;;;;
PERINAT_P;2020;770000131;CH DE COULOMMIERS;770021145;N2530;10;1;10.07;;;;
PERINAT_P;2020;770000131;CH DE COULOMMIERS;770021145;N2800;12;2;13.52;;;;
PERINAT_P;2020;770000131;CH DE COULOMMIERS;770021145;N280H;5;1;5.72;;;;
PERINAT_P;2020;770000131;CH DE COULOMMIERS;770021145;NAUT;4;;4;;;;
PERINAT_P;2020;770000149;CH DE FONTAINEBLEAU;770021152;M1030;;;;1;0;0;0
PERINAT_P;2020;770000149;CH DE FONTAINEBLEAU;770021152;M1140;;;;1;0;;
PERINAT_P;2020;770000149;CH DE FONTAINEBLEAU;770021152;M2050;;;0.05;1;0;;
PERINAT_P;2020;770000149;CH DE FONTAINEBLEAU;770021152;N2200;10;7;17.55;;;;
PERINAT_P;2020;770000149;CH DE FONTAINEBLEAU;770021152;N2340;0;4;4.1;;;;
PERINAT_P;2020;770000149;CH DE FONTAINEBLEAU;770021152;N2530;13;4;18.1;;;;
PERINAT_P;2020;770000149;CH DE FONTAINEBLEAU;770021152;N2800;27;1;25;;;;
PERINAT_P;2020;770000149;CH DE FONTAINEBLEAU;770021152;NAUT;18;6;20.69;;;;
PERINAT_P;2020;770000156;CH DE MELUN SITE SANTEPOLE;770110054;M1030;8;7;11.54;1;0;1;0
PERINAT_P;2020;770000156;CH DE MELUN SITE SANTEPOLE;770110054;M1140;9;21;14.88;1;0;;
PERINAT_P;2020;770000156;CH DE MELUN SITE SANTEPOLE;770110054;M2050;10;11;11.3;1;0;;
PERINAT_P;2020;770000156;CH DE MELUN SITE SANTEPOLE;770110054;MIVG;;2;1.2;;;;
PERINAT_P;2020;770000156;CH DE MELUN SITE SANTEPOLE;770110054;N2200;39;11;40.35;;;;
PERINAT_P;2020;770000156;CH DE MELUN SITE SANTEPOLE;770110054;N2340;9;2;9.19;;;;
PERINAT_P;2020;770000156;CH DE MELUN SITE SANTEPOLE;770110054;N2530;20;1;14.46;;;;
PERINAT_P;2020;770000156;CH DE MELUN SITE SANTEPOLE;770110054;N2700;1;;0.5;;;;
PERINAT_P;2020;770000156;CH DE MELUN SITE SANTEPOLE;770110054;N2800;40;12;46.78;;;;
PERINAT_P;2020;770000156;CH DE MELUN SITE SANTEPOLE;770110054;N280H;40;12;46.78;;;;
PERINAT_P;2020;770000156;CH DE MELUN SITE SANTEPOLE;770110054;NAUT;47;12;50.14;;;;
PERINAT_P;2020;770000164;CH SUD SEINE ET MARNE SITE MONTEREAU;770021152;M2050;1;1;0.65;;;;
PERINAT_P;2020;770000164;CH SUD SEINE ET MARNE SITE MONTEREAU;770021152;N2200;2;;2;;;;
PERINAT_P;2020;770000164;CH SUD SEINE ET MARNE SITE MONTEREAU;770021152;N2340;1;;1;;;;
PERINAT_P;2020;770000164;CH SUD SEINE ET MARNE SITE MONTEREAU;770021152;N2530;7;1;8.09;;;;
PERINAT_P;2020;770000164;CH SUD SEINE ET MARNE SITE MONTEREAU;770021152;N2700;;;0.5;;;;
PERINAT_P;2020;770000164;CH SUD SEINE ET MARNE SITE MONTEREAU;770021152;N2800;12;1;13.15;;;;
PERINAT_P;2020;770000164;CH SUD SEINE ET MARNE SITE MONTEREAU;770021152;N280H;9;;9;;;;
PERINAT_P;2020;770000164;CH SUD SEINE ET MARNE SITE MONTEREAU;770021152;NAUT;20;1;22.06;;;;
PERINAT_P;2020;770000172;CH DE PROVINS LEON BINET;770110070;M1140;1;4;2.96;;;;
PERINAT_P;2020;770000172;CH DE PROVINS LEON BINET;770110070;N2200;6;2;6.87;;;;
PERINAT_P;2020;770000172;CH DE PROVINS LEON BINET;770110070;N2530;8;;9.14;;;;
PERINAT_P;2020;770000172;CH DE PROVINS LEON BINET;770110070;N2700;;1;0.4;;;;
PERINAT_P;2020;770000172;CH DE PROVINS LEON BINET;770110070;N2800;11;2;14.47;;;;
PERINAT_P;2020;770000172;CH DE PROVINS LEON BINET;770110070;NAUT;8;;8;;;;
PERINAT_P;2020;770000446;CH DE MEAUX SITE SAINT FARON;770021145;M1030;10;3;9.03;1;0;1;0
PERINAT_P;2020;770000446;CH DE MEAUX SITE SAINT FARON;770021145;M1140;20;10;21.53;1;0;;
PERINAT_P;2020;770000446;CH DE MEAUX SITE SAINT FARON;770021145;M2050;15;3;18.05;1;0;;
PERINAT_P;2020;770000446;CH DE MEAUX SITE SAINT FARON;770021145;N2200;54;15;65.07;;;;
PERINAT_P;2020;770000446;CH DE MEAUX SITE SAINT FARON;770021145;N2340;9;3;11.25;;;;
PERINAT_P;2020;770000446;CH DE MEAUX SITE SAINT FARON;770021145;N2530;27;9;34.07;;;;
PERINAT_P;2020;770000446;CH DE MEAUX SITE SAINT FARON;770021145;N2700;1;2;1.96;;;;
PERINAT_P;2020;770000446;CH DE MEAUX SITE SAINT FARON;770021145;N2800;26;6;33.58;;;;
PERINAT_P;2020;770000446;CH DE MEAUX SITE SAINT FARON;770021145;N280H;15;3;19.71;;;;
PERINAT_P;2020;770000446;CH DE MEAUX SITE SAINT FARON;770021145;NAUT;32;11;39.07;;;;
PERINAT_P;2020;770019032;GHEF MARNE LA VALLEE SITE JOSSIGNY;770021145;M1030;9;6;13.29;1;0;1;
PERINAT_P;2020;770019032;GHEF MARNE LA VALLEE SITE JOSSIGNY;770021145;M1140;15;9;16.55;1;0;;
PERINAT_P;2020;770019032;GHEF MARNE LA VALLEE SITE JOSSIGNY;770021145;M2050;5;5;4.35;1;0;;
PERINAT_P;2020;770019032;GHEF MARNE LA VALLEE SITE JOSSIGNY;770021145;N2200;34;3;33.5;;;;
PERINAT_P;2020;770019032;GHEF MARNE LA VALLEE SITE JOSSIGNY;770021145;N2340;;1;0.88;;;;
PERINAT_P;2020;770019032;GHEF MARNE LA VALLEE SITE JOSSIGNY;770021145;N2530;36;7;40.96;;;;
PERINAT_P;2020;770019032;GHEF MARNE LA VALLEE SITE JOSSIGNY;770021145;N2700;1;;1;;;;
PERINAT_P;2020;770019032;GHEF MARNE LA VALLEE SITE JOSSIGNY;770021145;N2800;40;7;45.38;;;;
PERINAT_P;2020;770019032;GHEF MARNE LA VALLEE SITE JOSSIGNY;770021145;N280H;20;3;22.15;;;;
PERINAT_P;2020;770019032;GHEF MARNE LA VALLEE SITE JOSSIGNY;770021145;NAUT;27;8;32.01;;;;
PERINAT_P;2020;770300010;HOPITAL PRIVE DE MARNE CHANTEREINE;770004299;M2050;;3;1.5;;;;
PERINAT_P;2020;770790707;CLINIQUE DE TOURNAN;770000719;M1030;4;1;4.5;0;1;;
PERINAT_P;2020;770790707;CLINIQUE DE TOURNAN;770000719;M1140;1;3;2.5;0;1;;
PERINAT_P;2020;770790707;CLINIQUE DE TOURNAN;770000719;M2050;3;2;4;0;1;;
PERINAT_P;2020;770790707;CLINIQUE DE TOURNAN;770000719;MIVG;3;2;4;;;;
PERINAT_P;2020;770790707;CLINIQUE DE TOURNAN;770000719;N2530;8;2;9.45;;;;
PERINAT_P;2020;770790707;CLINIQUE DE TOURNAN;770000719;N2700;;1;0.8;;;;
PERINAT_P;2020;770790707;CLINIQUE DE TOURNAN;770000719;N2800;10;2;11.69;;;;
PERINAT_P;2020;770790707;CLINIQUE DE TOURNAN;770000719;N280H;1;;1;;;;
PERINAT_P;2020;780000287;CH FRANCOIS QUESNAY MANTES;780110011;M1030;;;;1;0;1;0
PERINAT_P;2020;780000287;CH FRANCOIS QUESNAY MANTES;780110011;M1140;4;3;4.47;1;0;;
PERINAT_P;2020;780000287;CH FRANCOIS QUESNAY MANTES;780110011;M2050;11;4;10.26;1;0;;
PERINAT_P;2020;780000287;CH FRANCOIS QUESNAY MANTES;780110011;N2200;19;9;25.1;;;;
PERINAT_P;2020;780000287;CH FRANCOIS QUESNAY MANTES;780110011;N2340;11;1;10.72;;;;
PERINAT_P;2020;780000287;CH FRANCOIS QUESNAY MANTES;780110011;N2530;39;13;45.52;;;;
PERINAT_P;2020;780000287;CH FRANCOIS QUESNAY MANTES;780110011;N2700;;1;0.16;;;;
PERINAT_P;2020;780000287;CH FRANCOIS QUESNAY MANTES;780110011;N2800;22;18;32.61;;;;
PERINAT_P;2020;780000287;CH FRANCOIS QUESNAY MANTES;780110011;N280H;13;16;13.87;;;;
PERINAT_P;2020;780000287;CH FRANCOIS QUESNAY MANTES;780110011;NAUT;11;2;12.71;;;;
PERINAT_P;2020;780000295;CHI DE MEULAN LES MUREAUX;780002697;M1030;3;2;4.88;;;;
PERINAT_P;2020;780000295;CHI DE MEULAN LES MUREAUX;780002697;M1140;;4;1.82;;;;
PERINAT_P;2020;780000295;CHI DE MEULAN LES MUREAUX;780002697;M2050;5;1;6.85;;;;
PERINAT_P;2020;780000295;CHI DE MEULAN LES MUREAUX;780002697;N2530;9;;9.04;;;;
PERINAT_P;2020;780000295;CHI DE MEULAN LES MUREAUX;780002697;N2800;12;1;11.28;;;;
PERINAT_P;2020;780000295;CHI DE MEULAN LES MUREAUX;780002697;N280H;1;;1;;;;
PERINAT_P;2020;780000295;CHI DE MEULAN LES MUREAUX;780002697;NAUT;12;;12.01;;;;
PERINAT_P;2020;780000311;CHI POISSY ST GERMAIN SITE DE POISSY;780001236;M1140;11;1;10.99;1;1;;
PERINAT_P;2020;780000311;CHI POISSY ST GERMAIN SITE DE POISSY;780001236;M2050;12;6;10.32;1;1;;
PERINAT_P;2020;780000311;CHI POISSY ST GERMAIN SITE DE POISSY;780001236;N2200;39;13;43.7;;;;
PERINAT_P;2020;780000311;CHI POISSY ST GERMAIN SITE DE POISSY;780001236;N2340;28;11;32.91;;;;
PERINAT_P;2020;780000311;CHI POISSY ST GERMAIN SITE DE POISSY;780001236;N2530;61;15;68.07;;;;
PERINAT_P;2020;780000311;CHI POISSY ST GERMAIN SITE DE POISSY;780001236;N2700;1;2;1.73;;;;
PERINAT_P;2020;780000311;CHI POISSY ST GERMAIN SITE DE POISSY;780001236;N2800;46;48;69.61;;;;
PERINAT_P;2020;780000311;CHI POISSY ST GERMAIN SITE DE POISSY;780001236;NAUT;54;17;62.43;;;;
PERINAT_P;2020;780000329;CH DE RAMBOUILLET;780110052;M1030;7;2;1;;;;
PERINAT_P;2020;780000329;CH DE RAMBOUILLET;780110052;M1140;4;2;1.5;1;0;;
PERINAT_P;2020;780000329;CH DE RAMBOUILLET;780110052;M2050;3;9;7.35;1;0;;
PERINAT_P;2020;780000329;CH DE RAMBOUILLET;780110052;MIVG;;1;0.2;;;;
PERINAT_P;2020;780000329;CH DE RAMBOUILLET;780110052;N2530;10;;10;;;;
PERINAT_P;2020;780000329;CH DE RAMBOUILLET;780110052;N2700;;1;0.5;;;;
PERINAT_P;2020;780000329;CH DE RAMBOUILLET;780110052;N2800;18;6;22.15;;;;
PERINAT_P;2020;780000329;CH DE RAMBOUILLET;780110052;N280H;10;2;11;;;;
PERINAT_P;2020;780000329;CH DE RAMBOUILLET;780110052;NAUT;11;2;12.2;;;;
PERINAT_P;2020;780000337;CHI POISSY ST GERMAIN SITE ST GERMAIN;780001236;M2050;1;1;1.46;;;;
PERINAT_P;2020;780000337;CHI POISSY ST GERMAIN SITE ST GERMAIN;780001236;MIVG;1;1;1.56;;;;
PERINAT_P;2020;780000337;CHI POISSY ST GERMAIN SITE ST GERMAIN;780001236;N2800;4;;4.3;;;;
PERINAT_P;2020;780000337;CHI POISSY ST GERMAIN SITE ST GERMAIN;780001236;NAUT;2;1;2.8;;;;
PERINAT_P;2020;780018727;CLINIQUE SAINT GERMAIN;780018719;M1030;4;1;4.5;;;;
PERINAT_P;2020;780018727;CLINIQUE SAINT GERMAIN;780018719;M1140;1;3;2.5;0;1;;
PERINAT_P;2020;780018727;CLINIQUE SAINT GERMAIN;780018719;M2050;6;;6;;;;
PERINAT_P;2020;780018727;CLINIQUE SAINT GERMAIN;780018719;N2530;12;20;11.25;;;;
PERINAT_P;2020;780018727;CLINIQUE SAINT GERMAIN;780018719;N2700;;1;0.28;;;;
PERINAT_P;2020;780018727;CLINIQUE SAINT GERMAIN;780018719;N2800;3;33;10.86;;;;
PERINAT_P;2020;780018727;CLINIQUE SAINT GERMAIN;780018719;N280H;3;3;5.4;;;;
PERINAT_P;2020;780300208;CLINIQUE SAINT LOUIS;780000576;M1030;4;2;5;;;;
PERINAT_P;2020;780300208;CLINIQUE SAINT LOUIS;780000576;M1140;;3;1;;;;
PERINAT_P;2020;780300208;CLINIQUE SAINT LOUIS;780000576;M2050;4;;4;;;;
PERINAT_P;2020;780300208;CLINIQUE SAINT LOUIS;780000576;N2530;12;5;15.2;;;;
PERINAT_P;2020;780300208;CLINIQUE SAINT LOUIS;780000576;N2700;;1;0.2;;;;
PERINAT_P;2020;780300208;CLINIQUE SAINT LOUIS;780000576;N2800;11;6;13.75;;;;
PERINAT_P;2020;780300208;CLINIQUE SAINT LOUIS;780000576;N280H;5;2;5.6;;;;
PERINAT_P;2020;780300323;HOPITAL PRIVE FRANCISCAINES;780003679;M1030;12;;12;1;1;0;1
PERINAT_P;2020;780300323;HOPITAL PRIVE FRANCISCAINES;780003679;M1140;3;;3;0;1;;
PERINAT_P;2020;780300323;HOPITAL PRIVE FRANCISCAINES;780003679;M2050;10;;10;1;1;;
PERINAT_P;2020;780300323;HOPITAL PRIVE FRANCISCAINES;780003679;N2200;2;;2;;;;
PERINAT_P;2020;780300323;HOPITAL PRIVE FRANCISCAINES;780003679;N2340;1;1;1.4;;;;
PERINAT_P;2020;780300323;HOPITAL PRIVE FRANCISCAINES;780003679;N2530;12;5;13.03;;;;
PERINAT_P;2020;780300323;HOPITAL PRIVE FRANCISCAINES;780003679;N2700;;1;0.5;;;;
PERINAT_P;2020;780300323;HOPITAL PRIVE FRANCISCAINES;780003679;N2800;12;4;12.97;;;;
PERINAT_P;2020;780300406;HOPITAL PRIVE DE PARLY II;780018032;M1030;11;;10;1;0;1;0
PERINAT_P;2020;780300406;HOPITAL PRIVE DE PARLY II;780018032;M1140;4;0;4;0;1;;
PERINAT_P;2020;780300406;HOPITAL PRIVE DE PARLY II;780018032;M2050;3;2;5.5;1;0;;
PERINAT_P;2020;780300406;HOPITAL PRIVE DE PARLY II;780018032;N2340;4;0;4;;;;
PERINAT_P;2020;780300406;HOPITAL PRIVE DE PARLY II;780018032;N2530;11;1;11.8;;;;
PERINAT_P;2020;780300406;HOPITAL PRIVE DE PARLY II;780018032;N2700;;1;0.8;;;;
PERINAT_P;2020;780300406;HOPITAL PRIVE DE PARLY II;780018032;N2800;16;0;16;;;;
PERINAT_P;2020;780300406;HOPITAL PRIVE DE PARLY II;780018032;NAUT;1;1;1.5;;;;
PERINAT_P;2020;780300422;HOPITAL PRIVE DE L OUEST PARISIEN;780002259;M1030;2;9;8.4;1;1;0;0
PERINAT_P;2020;780300422;HOPITAL PRIVE DE L OUEST PARISIEN;780002259;M1140;3;;3;0;0;;
PERINAT_P;2020;780300422;HOPITAL PRIVE DE L OUEST PARISIEN;780002259;M2050;5;;5;0;0;;
PERINAT_P;2020;780300422;HOPITAL PRIVE DE L OUEST PARISIEN;780002259;N2200;2;0;2.4;;;;
PERINAT_P;2020;780300422;HOPITAL PRIVE DE L OUEST PARISIEN;780002259;N2340;4;1;4.8;;;;
PERINAT_P;2020;780300422;HOPITAL PRIVE DE L OUEST PARISIEN;780002259;N2530;10;4;12;;;;
PERINAT_P;2020;780300422;HOPITAL PRIVE DE L OUEST PARISIEN;780002259;N2700;0;1;0.2;;;;
PERINAT_P;2020;780300422;HOPITAL PRIVE DE L OUEST PARISIEN;780002259;N2800;8;9;12.6;;;;
PERINAT_P;2020;780300422;HOPITAL PRIVE DE L OUEST PARISIEN;780002259;N280H;4;3;6.8;;;;
PERINAT_P;2020;780800256;CH DE VERSAILLES SITE ANDRE MIGNOT;780110078;M1030;;2;1.8;1;0;1;0
PERINAT_P;2020;780800256;CH DE VERSAILLES SITE ANDRE MIGNOT;780110078;M1140;5;2;6.58;1;0;;
PERINAT_P;2020;780800256;CH DE VERSAILLES SITE ANDRE MIGNOT;780110078;M2050;4;19;12;1;0;;
PERINAT_P;2020;780800256;CH DE VERSAILLES SITE ANDRE MIGNOT;780110078;N2200;17;6;22.06;;;;
PERINAT_P;2020;780800256;CH DE VERSAILLES SITE ANDRE MIGNOT;780110078;N2340;10;6;13.03;;;;
PERINAT_P;2020;780800256;CH DE VERSAILLES SITE ANDRE MIGNOT;780110078;N2530;44;13;53.91;;;;
PERINAT_P;2020;780800256;CH DE VERSAILLES SITE ANDRE MIGNOT;780110078;N2700;;4;2.37;;;;
PERINAT_P;2020;780800256;CH DE VERSAILLES SITE ANDRE MIGNOT;780110078;N2800;48;20;61.43;;;;
PERINAT_P;2020;780800256;CH DE VERSAILLES SITE ANDRE MIGNOT;780110078;N280H;13;8;19.07;;;;
PERINAT_P;2020;780800256;CH DE VERSAILLES SITE ANDRE MIGNOT;780110078;NAUT;32;9;39.53;;;;
PERINAT_P;2020;790000087;CENTRE HOSPITALIER DE NIORT;790000012;M1030;15;12;13.17;1;0;;0
PERINAT_P;2020;790000087;CENTRE HOSPITALIER DE NIORT;790000012;M1140;4;2;1.51;1;0;;
PERINAT_P;2020;790000087;CENTRE HOSPITALIER DE NIORT;790000012;M2050;8;1;4.63;1;0;;
PERINAT_P;2020;790000087;CENTRE HOSPITALIER DE NIORT;790000012;MIVG;1;1;1.2;;;;
PERINAT_P;2020;790000087;CENTRE HOSPITALIER DE NIORT;790000012;N2200;7;7;13.84;;;;
PERINAT_P;2020;790000087;CENTRE HOSPITALIER DE NIORT;790000012;N2340;8;3;9.96;;;;
PERINAT_P;2020;790000087;CENTRE HOSPITALIER DE NIORT;790000012;N2530;26;10;33.31;;;;
PERINAT_P;2020;790000087;CENTRE HOSPITALIER DE NIORT;790000012;N2700;;1;0.8;;;;
PERINAT_P;2020;790000087;CENTRE HOSPITALIER DE NIORT;790000012;N2800;21;11;28.73;;;;
PERINAT_P;2020;790000087;CENTRE HOSPITALIER DE NIORT;790000012;N280H;10;7;16.29;;;;
PERINAT_P;2020;790000087;CENTRE HOSPITALIER DE NIORT;790000012;NAUT;15;12;20.6;;;;
PERINAT_P;2020;790000103;SITE HOSPITALIER DE PARTHENAY;790006654;M2050;;;0.1;;;;
PERINAT_P;2020;790000103;SITE HOSPITALIER DE PARTHENAY;790006654;N2800;;;1;;;;
PERINAT_P;2020;790003537;SITE HOSPITALIER DE THOUARS;790006654;N2800;;;1;;;;
PERINAT_P;2020;790003537;SITE HOSPITALIER DE THOUARS;790006654;NAUT;;;3.89;;;;
PERINAT_P;2020;790009948;POLYCLINIQUE D'INKERMANN;790001242;M1030;6;;6;;1;;0
PERINAT_P;2020;790009948;POLYCLINIQUE D'INKERMANN;790001242;M1140;0;4;1;;1;;
PERINAT_P;2020;790009948;POLYCLINIQUE D'INKERMANN;790001242;M2050;4;;4;;1;;
PERINAT_P;2020;790009948;POLYCLINIQUE D'INKERMANN;790001242;N2800;9;1;9.59;;;;
PERINAT_P;2020;790009948;POLYCLINIQUE D'INKERMANN;790001242;N280H;9;1;9.59;;;;
PERINAT_P;2020;790019848;SITE HOSPITALIER FAYE L'ABBESSE;790006654;M1140;1;;0.18;;;;
PERINAT_P;2020;790019848;SITE HOSPITALIER FAYE L'ABBESSE;790006654;M2050;1;;0.15;;;;
PERINAT_P;2020;790019848;SITE HOSPITALIER FAYE L'ABBESSE;790006654;N2200;1;;0.6;;;;
PERINAT_P;2020;790019848;SITE HOSPITALIER FAYE L'ABBESSE;790006654;N2340;5;2;6.58;;;;
PERINAT_P;2020;790019848;SITE HOSPITALIER FAYE L'ABBESSE;790006654;N2530;8;7;13.82;;;;
PERINAT_P;2020;790019848;SITE HOSPITALIER FAYE L'ABBESSE;790006654;N2800;4;3;7.64;;;;
PERINAT_P;2020;790019848;SITE HOSPITALIER FAYE L'ABBESSE;790006654;NAUT;6;4;8.7;;;;
PERINAT_P;2020;800000143;CH ABBEVILLE;800000028;M1030;0;0;0;1;1;0;0
PERINAT_P;2020;800000143;CH ABBEVILLE;800000028;M1140;0;2;0.25;0;1;;
PERINAT_P;2020;800000143;CH ABBEVILLE;800000028;M2050;5;0;5.77;1;;;
PERINAT_P;2020;800000143;CH ABBEVILLE;800000028;MAUT;1;2;3.14;;;;
PERINAT_P;2020;800000143;CH ABBEVILLE;800000028;N2200;6;5;8.44;;;;
PERINAT_P;2020;800000143;CH ABBEVILLE;800000028;N2340;2;2;3.6;;;;
PERINAT_P;2020;800000143;CH ABBEVILLE;800000028;N2530;5;2;6.6;;;;
PERINAT_P;2020;800000143;CH ABBEVILLE;800000028;N2700;0;3;0.59;;;;
PERINAT_P;2020;800000143;CH ABBEVILLE;800000028;N2800;13;8;18.17;;;;
PERINAT_P;2020;800000143;CH ABBEVILLE;800000028;N280H;13;8;18.17;;;;
PERINAT_P;2020;800000143;CH ABBEVILLE;800000028;NAUT;25;9;28.58;;;;
PERINAT_P;2020;800000226;CH DOULLENS;800000069;M2050;;3;0.99;0;;;
PERINAT_P;2020;800000226;CH DOULLENS;800000069;N2800;;2;1.76;;;;
PERINAT_P;2020;800000226;CH DOULLENS;800000069;NAUT;;2;1.6;;;;
PERINAT_P;2020;800000432;CH PÉRONNE;800000093;M1030;;3;0.13;0;;;
PERINAT_P;2020;800000432;CH PÉRONNE;800000093;M1140;1;2;2.05;0;1;;
PERINAT_P;2020;800000432;CH PÉRONNE;800000093;M2050;3;;3.99;0;1;;
PERINAT_P;2020;800000432;CH PÉRONNE;800000093;MIVG;1;;0.05;;;;
PERINAT_P;2020;800000432;CH PÉRONNE;800000093;N2340;3;;2.9;;;;
PERINAT_P;2020;800000432;CH PÉRONNE;800000093;N2530;1;;0.5;;;;
PERINAT_P;2020;800000432;CH PÉRONNE;800000093;N2700;;1;0.05;;;;
PERINAT_P;2020;800000432;CH PÉRONNE;800000093;N2800;10;1;10.21;;;;
PERINAT_P;2020;800000432;CH PÉRONNE;800000093;N280H;1;;1;;;;
PERINAT_P;2020;800006124;CHU AMIENS SUD;800000044;M1030;;;;1;1;1;0
PERINAT_P;2020;800006124;CHU AMIENS SUD;800000044;M1140;2;12;5.49;1;1;;
PERINAT_P;2020;800006124;CHU AMIENS SUD;800000044;M2050;0;21;6.88;1;0;;
PERINAT_P;2020;800006124;CHU AMIENS SUD;800000044;MAUT;;8;1.91;;;;
PERINAT_P;2020;800006124;CHU AMIENS SUD;800000044;MIVG;;1;0.09;;;;
PERINAT_P;2020;800006124;CHU AMIENS SUD;800000044;N2200;43;12;48.92;;;;
PERINAT_P;2020;800006124;CHU AMIENS SUD;800000044;N2340;15;11;21.75;;;;
PERINAT_P;2020;800006124;CHU AMIENS SUD;800000044;N2530;16;2;17.4;;;;
PERINAT_P;2020;800006124;CHU AMIENS SUD;800000044;N2700;1;1;1.75;;;;
PERINAT_P;2020;800006124;CHU AMIENS SUD;800000044;N2800;38;15;47.02;;;;
PERINAT_P;2020;800006124;CHU AMIENS SUD;800000044;N280H;38;15;47.02;;;;
PERINAT_P;2020;800006124;CHU AMIENS SUD;800000044;NAUT;41;19;48.25;;;;
PERINAT_P;2020;800009920;CLINIQUE VICTOR PAUCHET DE BUTLER;800003071;M1030;14;1;14.5;1;1;1;0
PERINAT_P;2020;800009920;CLINIQUE VICTOR PAUCHET DE BUTLER;800003071;M1140;6;2;7.6;0;1;;
PERINAT_P;2020;800009920;CLINIQUE VICTOR PAUCHET DE BUTLER;800003071;M2050;12;0;12;1;1;;
PERINAT_P;2020;800009920;CLINIQUE VICTOR PAUCHET DE BUTLER;800003071;N2340;10;1;9.89;;;;
PERINAT_P;2020;800009920;CLINIQUE VICTOR PAUCHET DE BUTLER;800003071;N2700;;2;1.15;;;;
PERINAT_P;2020;800009920;CLINIQUE VICTOR PAUCHET DE BUTLER;800003071;N2800;29;3;27.99;;;;
PERINAT_P;2020;800009920;CLINIQUE VICTOR PAUCHET DE BUTLER;800003071;N280H;29;3;27.99;;;;
PERINAT_P;2020;810000224;CL CLAUDE BERNARD;810000471;M1030;;;1.87;;;;
PERINAT_P;2020;810000224;CL CLAUDE BERNARD;810000471;M1140;;;0.25;0;0;;
PERINAT_P;2020;810000224;CL CLAUDE BERNARD;810000471;M2050;;;0.75;0;0;;
PERINAT_P;2020;810000224;CL CLAUDE BERNARD;810000471;N2340;;;3.44;;;;
PERINAT_P;2020;810000224;CL CLAUDE BERNARD;810000471;N2800;;;3.02;;;;
PERINAT_P;2020;810000224;CL CLAUDE BERNARD;810000471;N280H;;;3.02;;;;
PERINAT_P;2020;810000505;CH ALBI;810000331;M1030;0;0;0;1;0;0;0
PERINAT_P;2020;810000505;CH ALBI;810000331;M1140;0;5;1.32;0;1;;
PERINAT_P;2020;810000505;CH ALBI;810000331;M2050;0;6;4.15;1;0;;
PERINAT_P;2020;810000505;CH ALBI;810000331;MIVG;0;5;0.06;;;;
PERINAT_P;2020;810000505;CH ALBI;810000331;N2200;5;1;5.5;;;;
PERINAT_P;2020;810000505;CH ALBI;810000331;N2340;4;3;6.06;;;;
PERINAT_P;2020;810000505;CH ALBI;810000331;N2530;6;9;12.75;;;;
PERINAT_P;2020;810000505;CH ALBI;810000331;N2800;18;5;18.73;;;;
PERINAT_P;2020;810000505;CH ALBI;810000331;N280H;18;5;18.73;;;;
PERINAT_P;2020;810000505;CH ALBI;810000331;NAUT;11;6;12.37;;;;
PERINAT_P;2020;810000521;CHIC CASTRES MAZAMET SITE AUTAN;810000380;M1030;6;8;2.8;1;0;0;0
PERINAT_P;2020;810000521;CHIC CASTRES MAZAMET SITE AUTAN;810000380;M1140;3;6;1.56;0;1;;
PERINAT_P;2020;810000521;CHIC CASTRES MAZAMET SITE AUTAN;810000380;M2050;10;;4.38;1;0;;
PERINAT_P;2020;810000521;CHIC CASTRES MAZAMET SITE AUTAN;810000380;N2200;4;;0.81;;;;
PERINAT_P;2020;810000521;CHIC CASTRES MAZAMET SITE AUTAN;810000380;N2340;13;7;9.97;;;;
PERINAT_P;2020;810000521;CHIC CASTRES MAZAMET SITE AUTAN;810000380;N2530;31;6;27.13;;;;
PERINAT_P;2020;810000521;CHIC CASTRES MAZAMET SITE AUTAN;810000380;N2700;;1;0.35;;;;
PERINAT_P;2020;810000521;CHIC CASTRES MAZAMET SITE AUTAN;810000380;N2800;18;9;23.9;;;;
PERINAT_P;2020;810000521;CHIC CASTRES MAZAMET SITE AUTAN;810000380;N280H;18;6;10.3;;;;
PERINAT_P;2020;810000521;CHIC CASTRES MAZAMET SITE AUTAN;810000380;NAUT;12;5;8.63;;;;
PERINAT_P;2020;810000562;CH LAVAUR;810000455;M1030;1;2;2.94;;;;
PERINAT_P;2020;810000562;CH LAVAUR;810000455;M1140;1;1;2.25;;;;
PERINAT_P;2020;810000562;CH LAVAUR;810000455;M2050;1;2;2.56;;;;
