BOR;AN;FI;RS;FI_EJ;PERSO;SMUR_EFFPL;SMUR_EFFPA;SMUR_ETP;SMUR_COMSU;SAMU_EFFPL;SAMU_EFFPA;SAMU_ETP
SMURSAMU_P;2020;740015581;ANTENNE SMUR MEYTHET;740781133;N9999;;1;0.8;;;;
SMURSAMU_P;2020;740781141;CH ALPES LEMAN;740790258;M9999;7;2;4.24;1;;;
SMURSAMU_P;2020;740781141;CH ALPES LEMAN;740790258;N2120;;;;1;;;
SMURSAMU_P;2020;740781141;CH ALPES LEMAN;740790258;N2223;6;1;6.7;1;;;
SMURSAMU_P;2020;740781141;CH ALPES LEMAN;740790258;N2500;4;2;4.26;;;;
SMURSAMU_P;2020;740781141;CH ALPES LEMAN;740790258;N5140;2;1;2.92;1;;;
SMURSAMU_P;2020;740781141;CH ALPES LEMAN;740790258;N9999;12;4;13.94;;;;
SMURSAMU_P;2020;740781166;HOPITAUX DU MONT BLANC SITE CHAMONIX;740001839;M9999;;25;1.47;;;;
SMURSAMU_P;2020;740781166;HOPITAUX DU MONT BLANC SITE CHAMONIX;740001839;N2223;;2;1.1;;;;
SMURSAMU_P;2020;740781166;HOPITAUX DU MONT BLANC SITE CHAMONIX;740001839;N9999;;2;1.1;;;;
SMURSAMU_P;2020;740781224;HOPITAUX DU MONT BLANC SITE SALLANCHES;740001839;M9999;;35;2.81;1;;;
SMURSAMU_P;2020;740781224;HOPITAUX DU MONT BLANC SITE SALLANCHES;740001839;N2223;7;1;7.5;;;;
SMURSAMU_P;2020;740781224;HOPITAUX DU MONT BLANC SITE SALLANCHES;740001839;N9999;7;1;7.5;;;;
SMURSAMU_P;2020;750100018;HU PARIS CENTRE SITE HOTEL DIEU APHP;750712184;M9999;0;13;6;1;;;
SMURSAMU_P;2020;750100018;HU PARIS CENTRE SITE HOTEL DIEU APHP;750712184;N2120;0;1;0.5;1;;;
SMURSAMU_P;2020;750100018;HU PARIS CENTRE SITE HOTEL DIEU APHP;750712184;N2223;0;11;5.16;1;;;
SMURSAMU_P;2020;750100018;HU PARIS CENTRE SITE HOTEL DIEU APHP;750712184;N5140;6;0;6;0;;;
SMURSAMU_P;2020;750100018;HU PARIS CENTRE SITE HOTEL DIEU APHP;750712184;N9999;6;12;11.66;1;;;
SMURSAMU_P;2020;750100042;HU SAINT LOUIS SITE LARIBOISIERE APHP;750712184;M9999;6;;6;1;;;
SMURSAMU_P;2020;750100042;HU SAINT LOUIS SITE LARIBOISIERE APHP;750712184;N1220;1;0;1;0;;;
SMURSAMU_P;2020;750100042;HU SAINT LOUIS SITE LARIBOISIERE APHP;750712184;N2120;1;;1;0;;;
SMURSAMU_P;2020;750100042;HU SAINT LOUIS SITE LARIBOISIERE APHP;750712184;N2223;6;0;6;0;;;
SMURSAMU_P;2020;750100042;HU SAINT LOUIS SITE LARIBOISIERE APHP;750712184;N2500;1;0;1;;;;
SMURSAMU_P;2020;750100042;HU SAINT LOUIS SITE LARIBOISIERE APHP;750712184;N5140;6;0;6;0;;;
SMURSAMU_P;2020;750100042;HU SAINT LOUIS SITE LARIBOISIERE APHP;750712184;N9999;15;1;8;0;;;
SMURSAMU_P;2020;750100125;HU PITIE SALPETRIERE APHP;750712184;M9999;4;13;9.24;1;;;
SMURSAMU_P;2020;750100125;HU PITIE SALPETRIERE APHP;750712184;N1220;;2;0.5;1;;;
SMURSAMU_P;2020;750100125;HU PITIE SALPETRIERE APHP;750712184;N2120;;5;1;1;;;
SMURSAMU_P;2020;750100125;HU PITIE SALPETRIERE APHP;750712184;N2223;9;;9;1;;;
SMURSAMU_P;2020;750100125;HU PITIE SALPETRIERE APHP;750712184;N9999;9;7;11;0;;;
SMURSAMU_P;2020;750100208;HU NECKER ENFANTS MALADES APHP;750712184;M9999;10;25;13.7;0;9;10;11.5
SMURSAMU_P;2020;750100208;HU NECKER ENFANTS MALADES APHP;750712184;N1220;0;0;0;0;53;18;53.45
SMURSAMU_P;2020;750100208;HU NECKER ENFANTS MALADES APHP;750712184;N2120;1;1;1.33;0;1;1;1.33
SMURSAMU_P;2020;750100208;HU NECKER ENFANTS MALADES APHP;750712184;N2223;22;4;24.58;0;0;0;0
SMURSAMU_P;2020;750100208;HU NECKER ENFANTS MALADES APHP;750712184;N2500;11;0;11;;0;0;0
SMURSAMU_P;2020;750100208;HU NECKER ENFANTS MALADES APHP;750712184;N5140;25;0;25;0;0;0;0
SMURSAMU_P;2020;750100208;HU NECKER ENFANTS MALADES APHP;750712184;N9999;59;5;62.12;0;54;19;54.78
SMURSAMU_P;2020;750803454;HU ROBERT DEBRE APHP;750712184;M9999;3;5;4.83;0;;;
SMURSAMU_P;2020;750803454;HU ROBERT DEBRE APHP;750712184;N1220;1;0;1;0;;;
SMURSAMU_P;2020;750803454;HU ROBERT DEBRE APHP;750712184;N2120;1;1;1.19;0;;;
SMURSAMU_P;2020;750803454;HU ROBERT DEBRE APHP;750712184;N2223;3;4;6.27;0;;;
SMURSAMU_P;2020;750803454;HU ROBERT DEBRE APHP;750712184;N2500;1;1;1.5;;;;
SMURSAMU_P;2020;750803454;HU ROBERT DEBRE APHP;750712184;N5140;6;0;6;0;;;
SMURSAMU_P;2020;750803454;HU ROBERT DEBRE APHP;750712184;N9999;12;6;15.97;0;;;
SMURSAMU_P;2020;760000018;CH DIEPPE;760780023;M9999;7;8;5.4;1;;;
SMURSAMU_P;2020;760000018;CH DIEPPE;760780023;MREG;7;8;5.4;1;;;
SMURSAMU_P;2020;760000018;CH DIEPPE;760780023;N1220;1;;0.05;;;;
SMURSAMU_P;2020;760000018;CH DIEPPE;760780023;N2223;7;1;6.74;;;;
SMURSAMU_P;2020;760000018;CH DIEPPE;760780023;N2500;5;;4.8;;;;
SMURSAMU_P;2020;760000018;CH DIEPPE;760780023;N5140;3;;3;;;;
SMURSAMU_P;2020;760000018;CH DIEPPE;760780023;N9999;16;1;14.59;;;;
SMURSAMU_P;2020;760000158;HOPITAL CHARLES NICOLLE CHU ROUEN;760780239;M9999;40;2;16.56;;40;2;7.1
SMURSAMU_P;2020;760000158;HOPITAL CHARLES NICOLLE CHU ROUEN;760780239;N1220;2;;1.41;0;21;3;22.54
SMURSAMU_P;2020;760000158;HOPITAL CHARLES NICOLLE CHU ROUEN;760780239;N2120;1;;0.8;0;;;
SMURSAMU_P;2020;760000158;HOPITAL CHARLES NICOLLE CHU ROUEN;760780239;N2223;21;7;18.62;0;5;;3.67
SMURSAMU_P;2020;760000158;HOPITAL CHARLES NICOLLE CHU ROUEN;760780239;N2500;1;;1;;1;;1
SMURSAMU_P;2020;760000158;HOPITAL CHARLES NICOLLE CHU ROUEN;760780239;N5140;24;1;24.91;0;2;;2
SMURSAMU_P;2020;760000158;HOPITAL CHARLES NICOLLE CHU ROUEN;760780239;N9999;54;8;50.06;0;31;3;31.13
SMURSAMU_P;2020;760000364;CHI DU PAYS DES HAUTES FALAISES FECAMP;760780734;M9999;0;7;2.61;1;0;0;0
SMURSAMU_P;2020;760000364;CHI DU PAYS DES HAUTES FALAISES FECAMP;760780734;N1220;0;0;0;1;0;0;0
SMURSAMU_P;2020;760000364;CHI DU PAYS DES HAUTES FALAISES FECAMP;760780734;N2120;0;0;0;1;0;0;0
SMURSAMU_P;2020;760000364;CHI DU PAYS DES HAUTES FALAISES FECAMP;760780734;N2223;0;0;0;1;0;0;0
SMURSAMU_P;2020;760000364;CHI DU PAYS DES HAUTES FALAISES FECAMP;760780734;N5140;6;0;6;0;0;0;0
SMURSAMU_P;2020;760000364;CHI DU PAYS DES HAUTES FALAISES FECAMP;760780734;N9999;6;1;6.5;;0;0;0
SMURSAMU_P;2020;760000372;CH LILLEBONNE CHI CAUX VALLEE DE SEINE;760780742;M9999;1;3;3.08;1;;;
SMURSAMU_P;2020;760000372;CH LILLEBONNE CHI CAUX VALLEE DE SEINE;760780742;N2223;1;;1;1;;;
SMURSAMU_P;2020;760000372;CH LILLEBONNE CHI CAUX VALLEE DE SEINE;760780742;N2500;4;1;3.56;;;;
SMURSAMU_P;2020;760000372;CH LILLEBONNE CHI CAUX VALLEE DE SEINE;760780742;N9999;6;1;5.56;1;;;
SMURSAMU_P;2020;760000463;CH LES FEUGRAIS CHI ELBEUF;760024042;M9999;9;;7.98;1;;;
SMURSAMU_P;2020;760000463;CH LES FEUGRAIS CHI ELBEUF;760024042;N1220;;1;0.42;;;;
SMURSAMU_P;2020;760000463;CH LES FEUGRAIS CHI ELBEUF;760024042;N2120;;1;0.1;;;;
SMURSAMU_P;2020;760000463;CH LES FEUGRAIS CHI ELBEUF;760024042;N2223;5;2;6.49;;;;
SMURSAMU_P;2020;760000463;CH LES FEUGRAIS CHI ELBEUF;760024042;N5140;8;;8;;;;
SMURSAMU_P;2020;760000463;CH LES FEUGRAIS CHI ELBEUF;760024042;N9999;13;4;15.02;;;;
SMURSAMU_P;2020;760026252;ANTENNE DE SMUR EU CH DIEPPE;760780023;M9999;7;8;5.4;1;;;
SMURSAMU_P;2020;760026252;ANTENNE DE SMUR EU CH DIEPPE;760780023;N2223;8;;6.09;;;;
SMURSAMU_P;2020;760026252;ANTENNE DE SMUR EU CH DIEPPE;760780023;N9999;8;;6.09;;;;
SMURSAMU_P;2020;760805770;HOPITAL JACQUES MONOD CH LE HAVRE;760780726;M9999;2;15;7.73;;;12;4.92
SMURSAMU_P;2020;760805770;HOPITAL JACQUES MONOD CH LE HAVRE;760780726;N2120;0;2;0.81;0;0;2;0.3
SMURSAMU_P;2020;760805770;HOPITAL JACQUES MONOD CH LE HAVRE;760780726;N2223;2;39;25.1;0;3;38;16.75
SMURSAMU_P;2020;760805770;HOPITAL JACQUES MONOD CH LE HAVRE;760780726;N5140;5;23;11.72;0;;;
SMURSAMU_P;2020;760805770;HOPITAL JACQUES MONOD CH LE HAVRE;760780726;N9999;7;67;38.07;0;3;41;18.48
SMURSAMU_P;2020;770000131;CH DE COULOMMIERS;770021145;M9999;3;3;3.12;1;;;
SMURSAMU_P;2020;770000131;CH DE COULOMMIERS;770021145;N2500;1;;1.75;;;;
SMURSAMU_P;2020;770000131;CH DE COULOMMIERS;770021145;N5140;6;;4.13;;;;
SMURSAMU_P;2020;770000131;CH DE COULOMMIERS;770021145;N9999;7;;5.88;;;;
SMURSAMU_P;2020;770000149;CH DE FONTAINEBLEAU;770021152;M9999;;1;0.43;;;;
SMURSAMU_P;2020;770000156;CH DE MELUN SITE SANTEPOLE;770110054;M9999;32;16;20.36;1;30;21;20.19
SMURSAMU_P;2020;770000156;CH DE MELUN SITE SANTEPOLE;770110054;N1220;2;;1.19;;40;;39.18
SMURSAMU_P;2020;770000156;CH DE MELUN SITE SANTEPOLE;770110054;N2120;;;0.27;;;;0.21
SMURSAMU_P;2020;770000156;CH DE MELUN SITE SANTEPOLE;770110054;N2223;58;;15.33;;;;0.47
SMURSAMU_P;2020;770000156;CH DE MELUN SITE SANTEPOLE;770110054;N2500;1;;0.12;;1;;0.92
SMURSAMU_P;2020;770000156;CH DE MELUN SITE SANTEPOLE;770110054;N5140;15;;15.24;;;;
SMURSAMU_P;2020;770000156;CH DE MELUN SITE SANTEPOLE;770110054;N9999;76;;32.15;;41;3;40.78
SMURSAMU_P;2020;770000164;CH SUD SEINE ET MARNE SITE MONTEREAU;770021152;M9999;;2;1.32;;;;
SMURSAMU_P;2020;770000172;CH DE PROVINS LEON BINET;770110070;M9999;2;4;3.47;;;;
SMURSAMU_P;2020;770000172;CH DE PROVINS LEON BINET;770110070;MREG;2;4;3.47;;;;
SMURSAMU_P;2020;770000172;CH DE PROVINS LEON BINET;770110070;N2223;6;2;7.58;;;;
SMURSAMU_P;2020;770000172;CH DE PROVINS LEON BINET;770110070;N2500;1;;0.16;;;;
SMURSAMU_P;2020;770000172;CH DE PROVINS LEON BINET;770110070;N5140;10;;10;;;;
SMURSAMU_P;2020;770000172;CH DE PROVINS LEON BINET;770110070;N9999;17;2;17.74;;;;
SMURSAMU_P;2020;770000214;CH DE NEMOURS;770021152;M9999;3;;2.55;;;;
SMURSAMU_P;2020;770000214;CH DE NEMOURS;770021152;N1220;1;;0.5;;;;
SMURSAMU_P;2020;770000214;CH DE NEMOURS;770021152;N2120;1;;0.15;;;;
SMURSAMU_P;2020;770000214;CH DE NEMOURS;770021152;N2223;19;;6;;;;
SMURSAMU_P;2020;770000214;CH DE NEMOURS;770021152;N2500;12;;1;;;;
SMURSAMU_P;2020;770000214;CH DE NEMOURS;770021152;N9999;33;;7.75;;;;
SMURSAMU_P;2020;770000446;CH DE MEAUX SITE SAINT FARON;770021145;M9999;2;3;3.4;1;;;
SMURSAMU_P;2020;770000446;CH DE MEAUX SITE SAINT FARON;770021145;N1220;1;;0.5;;;;
SMURSAMU_P;2020;770000446;CH DE MEAUX SITE SAINT FARON;770021145;N2500;2;;2;;;;
SMURSAMU_P;2020;770000446;CH DE MEAUX SITE SAINT FARON;770021145;N5140;9;;8.04;;;;
SMURSAMU_P;2020;770000446;CH DE MEAUX SITE SAINT FARON;770021145;N9999;12;0;10.54;;;;
SMURSAMU_P;2020;770019032;GHEF MARNE LA VALLEE SITE JOSSIGNY;770021145;M9999;11;3;4.57;1;;;
SMURSAMU_P;2020;770019032;GHEF MARNE LA VALLEE SITE JOSSIGNY;770021145;N2223;4;;5;;;;
SMURSAMU_P;2020;770019032;GHEF MARNE LA VALLEE SITE JOSSIGNY;770021145;N2500;1;;1.08;;;;
SMURSAMU_P;2020;770019032;GHEF MARNE LA VALLEE SITE JOSSIGNY;770021145;N5140;10;;10;;;;
SMURSAMU_P;2020;770019032;GHEF MARNE LA VALLEE SITE JOSSIGNY;770021145;N9999;15;;16.08;;;;
SMURSAMU_P;2020;780000287;CH FRANCOIS QUESNAY MANTES;780110011;M9999;2;3;2.65;1;;;
SMURSAMU_P;2020;780000287;CH FRANCOIS QUESNAY MANTES;780110011;MREG;2;3;2.65;1;;;
SMURSAMU_P;2020;780000287;CH FRANCOIS QUESNAY MANTES;780110011;N1220;3;;0.15;1;;;
SMURSAMU_P;2020;780000287;CH FRANCOIS QUESNAY MANTES;780110011;N2120;1;;0.2;1;;;
SMURSAMU_P;2020;780000287;CH FRANCOIS QUESNAY MANTES;780110011;N2223;14;;3.4;1;;;
SMURSAMU_P;2020;780000287;CH FRANCOIS QUESNAY MANTES;780110011;N9999;18;;3.75;1;;;
SMURSAMU_P;2020;780000311;CHI POISSY ST GERMAIN SITE DE POISSY;780001236;M9999;3;3;6.61;1;;;
SMURSAMU_P;2020;780000311;CHI POISSY ST GERMAIN SITE DE POISSY;780001236;N1220;1;;1;;;;
SMURSAMU_P;2020;780000311;CHI POISSY ST GERMAIN SITE DE POISSY;780001236;N2120;;;0.33;;;;
SMURSAMU_P;2020;780000311;CHI POISSY ST GERMAIN SITE DE POISSY;780001236;N2223;10;1;10.5;;;;
SMURSAMU_P;2020;780000311;CHI POISSY ST GERMAIN SITE DE POISSY;780001236;N9999;12;1;11.83;;;;
SMURSAMU_P;2020;780000329;CH DE RAMBOUILLET;780110052;M9999;2;4;5.04;1;;;
SMURSAMU_P;2020;780000329;CH DE RAMBOUILLET;780110052;N1220;1;1;0.1;1;;;
SMURSAMU_P;2020;780000329;CH DE RAMBOUILLET;780110052;N2120;1;0;0.2;1;;;
SMURSAMU_P;2020;780000329;CH DE RAMBOUILLET;780110052;N2223;10;2;5.9;1;;;
SMURSAMU_P;2020;780000329;CH DE RAMBOUILLET;780110052;N5140;3;2;4;0;;;
SMURSAMU_P;2020;780000329;CH DE RAMBOUILLET;780110052;N9999;15;5;10.2;1;;;
SMURSAMU_P;2020;780800256;CH DE VERSAILLES SITE ANDRE MIGNOT;780110078;M9999;0;44;16.85;1;2;25;12.15
SMURSAMU_P;2020;780800256;CH DE VERSAILLES SITE ANDRE MIGNOT;780110078;MREG;;;;;2;25;12.15
SMURSAMU_P;2020;780800256;CH DE VERSAILLES SITE ANDRE MIGNOT;780110078;N1220;2;1;2.86;0;48;4;50.1
SMURSAMU_P;2020;780800256;CH DE VERSAILLES SITE ANDRE MIGNOT;780110078;N2120;;1;0.7;0;;1;0.3
SMURSAMU_P;2020;780800256;CH DE VERSAILLES SITE ANDRE MIGNOT;780110078;N2223;16;3;17.23;0;;;
SMURSAMU_P;2020;780800256;CH DE VERSAILLES SITE ANDRE MIGNOT;780110078;N2500;;1;0.75;;;;
SMURSAMU_P;2020;780800256;CH DE VERSAILLES SITE ANDRE MIGNOT;780110078;N5140;15;6;19.38;0;;;
SMURSAMU_P;2020;780800256;CH DE VERSAILLES SITE ANDRE MIGNOT;780110078;N9999;33;12;40.92;1;48;5;50.4
SMURSAMU_P;2020;790000087;CENTRE HOSPITALIER DE NIORT;790000012;M9999;;19;6.6;1;;24;7.6
SMURSAMU_P;2020;790000087;CENTRE HOSPITALIER DE NIORT;790000012;MREG;;;;1;;;
SMURSAMU_P;2020;790000087;CENTRE HOSPITALIER DE NIORT;790000012;N1220;;;;0;23;;21.7
SMURSAMU_P;2020;790000087;CENTRE HOSPITALIER DE NIORT;790000012;N2120;;1;0.5;1;;1;0.5
SMURSAMU_P;2020;790000087;CENTRE HOSPITALIER DE NIORT;790000012;N2223;7;3;8.97;1;;;
SMURSAMU_P;2020;790000087;CENTRE HOSPITALIER DE NIORT;790000012;N2500;;;;;;;0.42
SMURSAMU_P;2020;790000087;CENTRE HOSPITALIER DE NIORT;790000012;N5140;15;1;14.78;0;1;;0.72
SMURSAMU_P;2020;790000087;CENTRE HOSPITALIER DE NIORT;790000012;N9999;22;5;24.25;0;24;1;23.34
SMURSAMU_P;2020;790000103;SITE HOSPITALIER DE PARTHENAY;790006654;M9999;0;;0.62;1;;;
SMURSAMU_P;2020;790000103;SITE HOSPITALIER DE PARTHENAY;790006654;N2223;0;;5.67;1;;;
SMURSAMU_P;2020;790000103;SITE HOSPITALIER DE PARTHENAY;790006654;N2500;0;;6;;;;
SMURSAMU_P;2020;790000103;SITE HOSPITALIER DE PARTHENAY;790006654;N9999;0;;11.69;1;;;
SMURSAMU_P;2020;790003537;SITE HOSPITALIER DE THOUARS;790006654;M9999;0;;1.4;1;;;
SMURSAMU_P;2020;790003537;SITE HOSPITALIER DE THOUARS;790006654;N2120;;;0.02;1;;;
SMURSAMU_P;2020;790003537;SITE HOSPITALIER DE THOUARS;790006654;N2223;0;1;5.91;1;;;
SMURSAMU_P;2020;790003537;SITE HOSPITALIER DE THOUARS;790006654;N2500;0;;3.8;;;;
SMURSAMU_P;2020;790003537;SITE HOSPITALIER DE THOUARS;790006654;N5140;0;;2;1;;;
SMURSAMU_P;2020;790003537;SITE HOSPITALIER DE THOUARS;790006654;N9999;0;1;11.74;1;;;
SMURSAMU_P;2020;790019848;SITE HOSPITALIER FAYE L'ABBESSE;790006654;M9999;16;3;2.5;1;;;
SMURSAMU_P;2020;790019848;SITE HOSPITALIER FAYE L'ABBESSE;790006654;N2120;;1;0.05;1;;;
SMURSAMU_P;2020;790019848;SITE HOSPITALIER FAYE L'ABBESSE;790006654;N2223;15;;5.99;1;;;
SMURSAMU_P;2020;790019848;SITE HOSPITALIER FAYE L'ABBESSE;790006654;N2500;13;;3;;;;
SMURSAMU_P;2020;790019848;SITE HOSPITALIER FAYE L'ABBESSE;790006654;N5140;4;;2;1;;;
SMURSAMU_P;2020;790019848;SITE HOSPITALIER FAYE L'ABBESSE;790006654;N9999;32;1;11.04;;;;
SMURSAMU_P;2020;800000143;CH ABBEVILLE;800000028;M9999;0;9;2.98;1;0;0;0
SMURSAMU_P;2020;800000143;CH ABBEVILLE;800000028;MREG;0;0;0;1;0;0;0
SMURSAMU_P;2020;800000143;CH ABBEVILLE;800000028;N1220;0;6;0.82;1;0;0;0
SMURSAMU_P;2020;800000143;CH ABBEVILLE;800000028;N2120;0;0;0;1;0;0;0
SMURSAMU_P;2020;800000143;CH ABBEVILLE;800000028;N2223;1;38;9.69;1;0;0;0
SMURSAMU_P;2020;800000143;CH ABBEVILLE;800000028;N2500;0;4;2.05;;0;0;0
SMURSAMU_P;2020;800000143;CH ABBEVILLE;800000028;N5140;0;9;7.2;1;0;0;0
SMURSAMU_P;2020;800000143;CH ABBEVILLE;800000028;N9999;1;60;21;1;0;0;0
SMURSAMU_P;2020;800000226;CH DOULLENS;800000069;M9999;4;4;2.47;0;;;
SMURSAMU_P;2020;800000226;CH DOULLENS;800000069;N2120;;1;0.2;0;;;
SMURSAMU_P;2020;800000226;CH DOULLENS;800000069;N2223;3;1;3.25;0;;;
SMURSAMU_P;2020;800000226;CH DOULLENS;800000069;N2500;6;;6.13;;;;
SMURSAMU_P;2020;800000226;CH DOULLENS;800000069;N9999;9;2;9.58;0;;;
SMURSAMU_P;2020;800000390;CH CHIMR MONTDIDIER;800000085;N2120;0;1;0.43;1;0;0;0
SMURSAMU_P;2020;800000390;CH CHIMR MONTDIDIER;800000085;N2223;5;1;5.5;1;0;0;0
SMURSAMU_P;2020;800000390;CH CHIMR MONTDIDIER;800000085;N5140;6;0;6;0;0;0;0
SMURSAMU_P;2020;800000390;CH CHIMR MONTDIDIER;800000085;N9999;11;2;11.93;0;0;0;0
SMURSAMU_P;2020;800000432;CH PÉRONNE;800000093;M9999;;;;1;;;
SMURSAMU_P;2020;800000432;CH PÉRONNE;800000093;N2223;2;6;4.37;;;;
SMURSAMU_P;2020;800000432;CH PÉRONNE;800000093;N2500;3;;2.66;;;;
SMURSAMU_P;2020;800000432;CH PÉRONNE;800000093;N5140;5;0;5;1;;;
SMURSAMU_P;2020;800000432;CH PÉRONNE;800000093;N9999;10;6;12.03;1;;;
SMURSAMU_P;2020;800006124;CHU AMIENS SUD;800000044;M1140;2;3;3.46;;;;
SMURSAMU_P;2020;800006124;CHU AMIENS SUD;800000044;M9999;4;18;6.86;;5;21;6.38
SMURSAMU_P;2020;800006124;CHU AMIENS SUD;800000044;MREG;;;;;5;21;6.38
SMURSAMU_P;2020;800006124;CHU AMIENS SUD;800000044;N1220;;;;1;22;5;23.66
SMURSAMU_P;2020;800006124;CHU AMIENS SUD;800000044;N2120;2;;1.17;;1;;0.17
SMURSAMU_P;2020;800006124;CHU AMIENS SUD;800000044;N2223;19;8;23.12;;1;;0.33
SMURSAMU_P;2020;800006124;CHU AMIENS SUD;800000044;N2500;;;0.16;;;;
SMURSAMU_P;2020;800006124;CHU AMIENS SUD;800000044;N5140;26;;25.67;;;;
SMURSAMU_P;2020;800006124;CHU AMIENS SUD;800000044;N9999;47;8;50.12;;24;5;24.16
SMURSAMU_P;2020;810000505;CH ALBI;810000331;M9999;0;14;3.29;1;0;14;2.67
SMURSAMU_P;2020;810000505;CH ALBI;810000331;N1220;1;1;1.6;;13;0;10.3
SMURSAMU_P;2020;810000505;CH ALBI;810000331;N2120;0;1;0.09;;0;2;0.72
SMURSAMU_P;2020;810000505;CH ALBI;810000331;N2223;6;4;9.09;;1;0;0.26
SMURSAMU_P;2020;810000505;CH ALBI;810000331;N2500;0;0;0;;3;2;4.06
SMURSAMU_P;2020;810000505;CH ALBI;810000331;N9999;7;7;10.83;;18;5;16.47
SMURSAMU_P;2020;810000521;CHIC CASTRES MAZAMET SITE AUTAN;810000380;M9999;17;5;13.55;1;;;
SMURSAMU_P;2020;810000521;CHIC CASTRES MAZAMET SITE AUTAN;810000380;N1220;3;;0.3;1;;;
SMURSAMU_P;2020;810000521;CHIC CASTRES MAZAMET SITE AUTAN;810000380;N2120;1;;0.4;1;;;
SMURSAMU_P;2020;810000521;CHIC CASTRES MAZAMET SITE AUTAN;810000380;N2223;43;15;12.04;1;;;
SMURSAMU_P;2020;810000521;CHIC CASTRES MAZAMET SITE AUTAN;810000380;N2500;13;;13.24;;;;
SMURSAMU_P;2020;810000521;CHIC CASTRES MAZAMET SITE AUTAN;810000380;N9999;61;15;26.08;1;;;
SMURSAMU_P;2020;810000562;CH LAVAUR;810000455;M9999;7;2;9.61;;;;
SMURSAMU_P;2020;810000562;CH LAVAUR;810000455;N2223;6;;4.41;;;;
SMURSAMU_P;2020;810000562;CH LAVAUR;810000455;N9999;6;;4.41;;;;
SMURSAMU_P;2020;820000032;CH DE MONTAUBAN;820000016;M9999;;27;7.61;;;27;4.75
SMURSAMU_P;2020;820000032;CH DE MONTAUBAN;820000016;MREG;;;;;;27;4.75
SMURSAMU_P;2020;820000032;CH DE MONTAUBAN;820000016;N1220;;;;;14;;15.44
SMURSAMU_P;2020;820000032;CH DE MONTAUBAN;820000016;N2120;1;;0.32;;1;;0.31
SMURSAMU_P;2020;820000032;CH DE MONTAUBAN;820000016;N2223;7;;7.25;;;;
SMURSAMU_P;2020;820000032;CH DE MONTAUBAN;820000016;N2500;6;;6.96;;;;0.67
SMURSAMU_P;2020;820000032;CH DE MONTAUBAN;820000016;N5140;2;;1.73;;;;
SMURSAMU_P;2020;820000032;CH DE MONTAUBAN;820000016;N9999;16;;16.26;;15;;16.59
SMURSAMU_P;2020;820000883;CHI CASTELSARRASIN MOISSAC SITE MOISSA;820004950;M9999;10;;4.88;1;;;
SMURSAMU_P;2020;820000883;CHI CASTELSARRASIN MOISSAC SITE MOISSA;820004950;N2120;;1;0.1;;;;
SMURSAMU_P;2020;820000883;CHI CASTELSARRASIN MOISSAC SITE MOISSA;820004950;N2223;;27;6.7;1;;;
SMURSAMU_P;2020;820000883;CHI CASTELSARRASIN MOISSAC SITE MOISSA;820004950;N2500;;3;0.53;;;;
SMURSAMU_P;2020;820000883;CHI CASTELSARRASIN MOISSAC SITE MOISSA;820004950;N5140;;3;0.62;1;;;
SMURSAMU_P;2020;820000883;CHI CASTELSARRASIN MOISSAC SITE MOISSA;820004950;N9999;;34;7.95;1;;;
SMURSAMU_P;2020;830000279;CH JEAN MARCEL DE BRIGNOLES;830100517;M9999;0;15;4.09;;0;0;0
SMURSAMU_P;2020;830000279;CH JEAN MARCEL DE BRIGNOLES;830100517;N1220;0;1;0.01;;0;0;0
SMURSAMU_P;2020;830000279;CH JEAN MARCEL DE BRIGNOLES;830100517;N2120;0;1;0.25;;0;0;0
SMURSAMU_P;2020;830000279;CH JEAN MARCEL DE BRIGNOLES;830100517;N2223;6;3;8.41;;0;0;0
SMURSAMU_P;2020;830000279;CH JEAN MARCEL DE BRIGNOLES;830100517;N5140;10;0;8.43;;0;0;0
SMURSAMU_P;2020;830000279;CH JEAN MARCEL DE BRIGNOLES;830100517;N9999;16;5;17.1;;0;0;0
SMURSAMU_P;2020;830000287;CH LA DRACENIE DE DRAGUIGNAN;830100525;M9999;1;10;4.54;1;0;0;0
SMURSAMU_P;2020;830000287;CH LA DRACENIE DE DRAGUIGNAN;830100525;N2120;0;1;0.2;;0;0;0
SMURSAMU_P;2020;830000287;CH LA DRACENIE DE DRAGUIGNAN;830100525;N2223;0;31;6.59;;0;0;0
SMURSAMU_P;2020;830000287;CH LA DRACENIE DE DRAGUIGNAN;830100525;N2500;5;1;5.12;;0;0;0
SMURSAMU_P;2020;830000287;CH LA DRACENIE DE DRAGUIGNAN;830100525;N9999;5;33;11.91;0;0;0;0
SMURSAMU_P;2020;830000311;CHI DE FREJUS SAINT RAPHAEL;830100566;M9999;13;4;5.57;1;;;
SMURSAMU_P;2020;830000311;CHI DE FREJUS SAINT RAPHAEL;830100566;N2120;;;;1;;;
SMURSAMU_P;2020;830000311;CHI DE FREJUS SAINT RAPHAEL;830100566;N2223;6;;5.88;1;;;
SMURSAMU_P;2020;830000311;CHI DE FREJUS SAINT RAPHAEL;830100566;N5140;6;;6;0;;;
SMURSAMU_P;2020;830000311;CHI DE FREJUS SAINT RAPHAEL;830100566;N9999;12;;11.88;;;;
SMURSAMU_P;2020;830000337;CENTRE HOSPITALIER DE SAINT TROPEZ;830100590;M9999;5;0;5.32;1;;;
