BOR;AN;FI;RS;FI_EJ;UNI;LIT;JLI;SEJ;PAS;PAS0;JOU;pctEXT;IGC2med;SEJ80;EFFPL_MED;EFFPA_MED;ETP_MED;EFFPL_INFSP;EFFPA_INFSP;ETP_INFSP;EFFPL_INFNS;EFFPA_INFNS;ETP_INFNS;EFFPL_AID;EFFPA_AID;ETP_AID;EFFPL_KINE;EFFPA_KINE;ETP_KINE;EFFPL_APNM;EFFPA_APNM;ETP_APNM
REA;2020;770000446;CH DE MEAUX SITE SAINT FARON;770021145;AUTSI;8;2920;159;;;2663;;;;;;;;;;3;1;4.47;2;1;2.63;;;;;1;0.1
REA;2020;770000446;CH DE MEAUX SITE SAINT FARON;770021145;REAADU;12;4380;460;481;34;3461;10;51;70;5;3;5.68;;;;36;3;38.03;10;;9.92;;;;2;;2.25
REA;2020;770000446;CH DE MEAUX SITE SAINT FARON;770021145;SITOT;20;7300;1384;;;5865;;;;;;;;;;;;;;;;;;;;;
REA;2020;770000446;CH DE MEAUX SITE SAINT FARON;770021145;SIUNV;6;2190;611;;;1724;;;;4;3;1.3;;;;;;;;;;;;;;;
REA;2020;770000446;CH DE MEAUX SITE SAINT FARON;770021145;SURVADU;6;2190;303;;;1287;;;;;;;;;;22;1;21.7;12;;12.04;;;;1;1;1.24
REA;2020;770000446;CH DE MEAUX SITE SAINT FARON;770021145;SURVENF;4;1460;605;;;1828;;;;;;;;;;;;;;;;;;;;;
REA;2020;770000446;CH DE MEAUX SITE SAINT FARON;770021145;USIC;6;2190;614;;;1478;;;;4;;1.5;;;;;;;;;;;;;;;
REA;2020;770019032;GHEF MARNE LA VALLEE SITE JOSSIGNY;770021145;REAADU;15;5490;826;878;40;6092;12;49;120;8;;8.24;1;;1;37;7;43.24;37;2;38.73;;;;3;;3.5
REA;2020;770019032;GHEF MARNE LA VALLEE SITE JOSSIGNY;770021145;SITOT;12;4380;1257;;;3756;;;;;;;;;;;;;;;;;;;;;
REA;2020;770019032;GHEF MARNE LA VALLEE SITE JOSSIGNY;770021145;SURVADU;8;2928;244;;;683;;;;;;;1;;1;37;7;43.16;37;2;38.76;;;;3;;3.5
REA;2020;770019032;GHEF MARNE LA VALLEE SITE JOSSIGNY;770021145;SURVENF;4;1460;615;;;2039;;;;4;;1.2;;;;;;;;;;;;;;;
REA;2020;770019032;GHEF MARNE LA VALLEE SITE JOSSIGNY;770021145;USIC;12;4380;1257;;;3756;;;;8;1;4.3;1;;0.42;15;1;15.22;12;2;10.88;;;;;;
REA;2020;770020477;HOP FORCILLES FONDATION COGNACQ JAY;750720468;AUTSI;8;2744;174;;;2636;;;;3;6;6.1;;;;12;0;12;11;;11;1;;1;;;
REA;2020;770020477;HOP FORCILLES FONDATION COGNACQ JAY;750720468;SITOT;8;2744;174;;;2636;;;;;;;;;;;;;;;;;;;;;
REA;2020;770020477;HOP FORCILLES FONDATION COGNACQ JAY;750720468;SURVADU;12;3723;92;;;3061;;;;3;6;6.1;;;;12;;12;11;;11;1;;1;;;
REA;2020;770300010;HOPITAL PRIVE DE MARNE CHANTEREINE;770004299;REAADU;8;2920;1080;1110;5;11104;24;39;261;3;2;3;1;;0.8;13;;14.77;9;;10.86;;;;;1;0.8
REA;2020;770300010;HOPITAL PRIVE DE MARNE CHANTEREINE;770004299;SURVADU;17;6205;1243;;;7589;;;;3;;3;;;;9;;11.08;8;;10.35;;;;;;
REA;2020;770300135;CLINIQUE MEDICO CHIRURG LES FONTAINES;770000289;REAADU;6;222;9;9;0;147;44;57;1;2;2;0.2;;;;;;;;;;;;;;;
REA;2020;770300135;CLINIQUE MEDICO CHIRURG LES FONTAINES;770000289;SITOT;12;4380;1023;;;3042;;;;;;;;;;;;;;;;;;;;;
REA;2020;770300135;CLINIQUE MEDICO CHIRURG LES FONTAINES;770000289;SURVADU;20;5110;861;;;2713;;;;3;3;4.75;;1;0.25;6;;6;3;3;3.92;;;;2;1;2.8
REA;2020;770300135;CLINIQUE MEDICO CHIRURG LES FONTAINES;770000289;USIC;12;4380;1023;;;3042;;;;3;4;5.75;;1;0.25;11;1;11.66;4;;4;;;;2;;2
REA;2020;770300143;CLINIQUE SAINT JEAN L ERMITAGE;770000362;REAADU;7;660;19;19;0;167;100;31;0;8;;4;;;;;;;;;;;;;;;
REA;2020;770300143;CLINIQUE SAINT JEAN L ERMITAGE;770000362;SURVADU;6;2190;284;;;2057;;;;;8;0.5;2;;0.25;;;;;;;;;;;;
REA;2020;770790707;CLINIQUE DE TOURNAN;770000719;REAADU;;;12;12;0;77;33;17;1;;8;0.21;;;;;;;;;;;;;;;
REA;2020;770790707;CLINIQUE DE TOURNAN;770000719;SURVADU;6;2190;302;;;1422;;;;;10;1;;;;1;1;1.92;3;;0.79;;;;;;
REA;2020;770813400;CLINIQUE MEDICO CHIRURGICALE ST FARON;770001014;SURVADU;3;1095;;;;;;;;4;0;4;;;;;;;;;;;;;;;
REA;2020;780000287;CH FRANCOIS QUESNAY MANTES;780110011;REAADU;10;3650;364;368;18;3040;10;40;46;7;;6.48;1;;0.5;28;1;26.8;17;1;15.3;1;;0.45;3;2;1.67
REA;2020;780000287;CH FRANCOIS QUESNAY MANTES;780110011;SITOT;8;2920;784;;;2632;;;;;;;;;;;;;;;;;;;;;
REA;2020;780000287;CH FRANCOIS QUESNAY MANTES;780110011;SIUNV;4;1460;460;;;1617;;;;5;1;1.32;1;;0.33;8;2;3.38;6;2;2.52;;;;3;;0.77
REA;2020;780000287;CH FRANCOIS QUESNAY MANTES;780110011;SURVADU;4;1460;170;;;644;;;;6;;0.84;1;;0.5;3;3;5.45;5;;4.83;;;;3;2;1.05
REA;2020;780000287;CH FRANCOIS QUESNAY MANTES;780110011;SURVENF;4;1460;92;;;354;;;;1;;0.72;;;;;;;;;;;;;;;
REA;2020;780000287;CH FRANCOIS QUESNAY MANTES;780110011;USIC;4;1460;324;;;1015;;;;2;;1.5;1;;0.33;11;4;6.09;12;6;5.46;;;;2;;0.92
REA;2020;780000295;CHI DE MEULAN LES MUREAUX;780002697;REAADU;6;2196;185;188;9;1414;10;41;44;2;3;2.98;1;;1;11;1;12.44;8;1;8.5;;;;1;;1
REA;2020;780000295;CHI DE MEULAN LES MUREAUX;780002697;SURVADU;2;732;188;;;616;;;;1;1;0.99;;;;4;;4.14;2;;2.84;;;;;;
REA;2020;780000311;CHI POISSY ST GERMAIN SITE DE POISSY;780001236;REAADU;14;5110;762;806;100;5285;8;39;76;7;1;7.46;2;0;1.54;41;;36.81;22;1;23.96;;;;4;2;4.6
REA;2020;780000311;CHI POISSY ST GERMAIN SITE DE POISSY;780001236;SITOT;18;6570;1360;;;4489;;;;;;;;;;;;;;;;;;;;;
REA;2020;780000311;CHI POISSY ST GERMAIN SITE DE POISSY;780001236;SIUNV;6;2190;540;;;1554;;;;;;;;;0.35;4;;4.37;5;1;5.82;;;;1;1;2.1
REA;2020;780000311;CHI POISSY ST GERMAIN SITE DE POISSY;780001236;SURVADU;2;730;1236;;;3476;;;;;;;;;;;;;;;;;;;;;
REA;2020;780000311;CHI POISSY ST GERMAIN SITE DE POISSY;780001236;SURVENF;2;730;138;;;198;;;;;;;;;;;;;;;;;;;;;
REA;2020;780000311;CHI POISSY ST GERMAIN SITE DE POISSY;780001236;USIC;12;4380;820;;;2935;;;;5;;4.08;1;;0.1;15;1;14.45;7;;6.15;;;;;;1.9
REA;2020;780000329;CH DE RAMBOUILLET;780110052;REAADU;8;2904;280;290;16;3091;9;44;61;3;2;4.32;1;;0.5;15;;15;12;;12;;1;0.3;3;;3
REA;2020;780000329;CH DE RAMBOUILLET;780110052;SITOT;0;91;169;;;699;;;;;;;;;;;;;;;;;;;;;
REA;2020;780000329;CH DE RAMBOUILLET;780110052;SURVADU;8;1563;294;;;1039;;;;3;4;1;1;;0.5;11;1;11.8;11;0;11;;;;2;;2
REA;2020;780000329;CH DE RAMBOUILLET;780110052;USIC;0;91;169;;;699;;;;3;0;0.5;;;;;;;;;;;;;;;
REA;2020;780000337;CHI POISSY ST GERMAIN SITE ST GERMAIN;780001236;SURVADU;0;0;195;;;719;;;;;5;1.95;;;;4;;4.32;5;1;5.56;;;;;;0.44
REA;2020;780022737;POLYCLINIQUE DE MAISONS LAFFITTE;780000675;SURVADU;6;1092;21;;;132;;;;2;0;2;1;0;1;4;0;4;4;0;4;0;1;1;0;3;3
REA;2020;780300075;CENTRE CARDIOLOGIQUE D EVECQUEMONT;780000485;SITOT;16;5840;1699;;;5128;;;;;;;;;;;;;;;;;;;;;
REA;2020;780300075;CENTRE CARDIOLOGIQUE D EVECQUEMONT;780000485;SURVADU;12;4380;644;;;2596;;;;7;;7;;;;11;1;5.4;11;2;9.63;;;;6;0;3.97
REA;2020;780300075;CENTRE CARDIOLOGIQUE D EVECQUEMONT;780000485;USIC;16;5840;1699;;;5128;;;;8;;7.5;;;;20;1;19.14;12;2;12.59;;;;2;0;1.8
REA;2020;780300125;POLYCLINIQUE REGION MANTAISE;780000535;SURVADU;6;2100;353;;;1404;;;;4;;1;;3;0.5;4;;4;4;;4;;1;0.1;2;;2
REA;2020;780300208;CLINIQUE SAINT LOUIS;780000576;SURVADU;4;1464;148;;;1627;;;;;1;0.2;;;;;3;0.4;;3;0.4;;;;;2;0.2
REA;2020;780300323;HOPITAL PRIVE FRANCISCAINES;780003679;REAADU;;;7;7;0;109;71;32;0;;;;;;;;;;;;;;;;;;
REA;2020;780300323;HOPITAL PRIVE FRANCISCAINES;780003679;SURVADU;6;2190;478;;;1585;;;;12;;12;1;;1;5;;5;5;;5;;;;;;
REA;2020;780300406;HOPITAL PRIVE DE PARLY II;780018032;REAADU;10;3650;767;793;5;3675;23;33;98;6;;6;;1;0.5;11;2;13;5;1;6.9;;;;;;
REA;2020;780300406;HOPITAL PRIVE DE PARLY II;780018032;SITOT;12;4128;1393;;;3274;;;;;;;;;;;;;;;;;;;;;
REA;2020;780300406;HOPITAL PRIVE DE PARLY II;780018032;SURVADU;13;3380;658;;;2525;;;;5;;5;;1;0.5;11;3;13;4;0;4;;;;;;
REA;2020;780300406;HOPITAL PRIVE DE PARLY II;780018032;USIC;12;4128;1393;;;3274;;;;4;;4;;1;0.6;7;3;9.4;3;0;3;;;;;;
REA;2020;780300414;CH PRIVE DE L EUROPE;780000675;REAADU;8;2920;294;306;18;3223;6;42;82;4;0;4;2;0;2;12;0;14;8;0;10;1;0;1;4;0;4
REA;2020;780300414;CH PRIVE DE L EUROPE;780000675;SITOT;10;3650;507;;;2924;;;;;;;;;;;;;;;;;;;;;
REA;2020;780300414;CH PRIVE DE L EUROPE;780000675;SURVADU;18;6570;566;;;4807;;;;4;0;4;1;0;1;12;0;14;10;0;12;1;0;1;4;0;4
REA;2020;780300414;CH PRIVE DE L EUROPE;780000675;USIC;10;3650;507;;;2924;;;;5;0;5;1;0;1;6;0;7;4;0;5;1;0;1;4;0;4
REA;2020;780300422;HOPITAL PRIVE DE L OUEST PARISIEN;780002259;REAADU;11;4015;247;251;5;3371;23;50;41;4;;4;2;;1.3;16;6;19.3;8;3;9.6;;;;;;
REA;2020;780300422;HOPITAL PRIVE DE L OUEST PARISIEN;780002259;SURVADU;15;5475;369;;;3619;;;;4;;4;2;;0.7;6;2;7.2;6;2;7.2;;;;;;
REA;2020;780800256;CH DE VERSAILLES SITE ANDRE MIGNOT;780110078;AUTSI;15;5490;344;;;5589;;;;;;;;;;;;;;;;;;;;;
REA;2020;780800256;CH DE VERSAILLES SITE ANDRE MIGNOT;780110078;REAADU;16;5840;868;935;67;6842;5;44;118;12;2;12.35;2;;2.25;44;9;49.61;25;7;31;;;;2;1;1.72
REA;2020;780800256;CH DE VERSAILLES SITE ANDRE MIGNOT;780110078;SITOT;31;11346;1979;;;11611;;;;;;;;;;;;;;;;;;;;;
REA;2020;780800256;CH DE VERSAILLES SITE ANDRE MIGNOT;780110078;SIUNV;6;2196;734;;;3262;;;;2;1;2.5;1;;1;11;1;12.06;12;1;11.82;;;;3;2;4.08
REA;2020;780800256;CH DE VERSAILLES SITE ANDRE MIGNOT;780110078;SURVADU;12;4392;1900;;;8378;;;;2;0;2.38;;;;12;;12;14;2;12;;;;;;
REA;2020;780800256;CH DE VERSAILLES SITE ANDRE MIGNOT;780110078;SURVENF;4;1464;872;;;2380;;;;;;;;;;;;;;;;;;;;;
REA;2020;780800256;CH DE VERSAILLES SITE ANDRE MIGNOT;780110078;USIC;10;3660;901;;;2760;;;;;10;3.25;1;;1;14;1;15.47;7;;7.01;;;;;;
REA;2020;790000087;CENTRE HOSPITALIER DE NIORT;790000012;REAADU;10;3660;937;1003;333;3492;5;24;204;4;4;5.67;;1;0.75;22;7;28.46;17;2;18.49;;1;0.33;3;1;3.57
REA;2020;790000087;CENTRE HOSPITALIER DE NIORT;790000012;SITOT;18;6588;1752;;;5454;;;;;;;;;;;;;;;;;;;;;
REA;2020;790000087;CENTRE HOSPITALIER DE NIORT;790000012;SIUNV;4;1464;600;;;1405;;;;5;1;4.5;1;;1;6;1;6.1;6;1;6.1;;;;;4;0.95
REA;2020;790000087;CENTRE HOSPITALIER DE NIORT;790000012;SURVADU;5;1830;193;;;848;;;;;;;;1;0.25;3;;4.3;4;;3.91;;;;1;;1
REA;2020;790000087;CENTRE HOSPITALIER DE NIORT;790000012;USIC;14;5124;1152;;;4049;;;;10;1;10.75;;1;0.6;13;3;15.57;11;1;12.18;;1;0.16;;1;0.26
REA;2020;790009948;POLYCLINIQUE D'INKERMANN;790001242;REAADU;2;80;2;2;0;43;50;33;1;1;;;;1;0.5;;;;;;;;;;;;
REA;2020;790009948;POLYCLINIQUE D'INKERMANN;790001242;SURVADU;6;2195;538;;;1584;;;;1;;1;;;;7;;7;2;;2;;;;;;
REA;2020;790019848;SITE HOSPITALIER FAYE L'ABBESSE;790006654;REAADU;0;720;5;5;1;97;40;38;0;0;;;;;;;;;;;;;;;;;
REA;2020;790019848;SITE HOSPITALIER FAYE L'ABBESSE;790006654;SURVADU;6;2806;303;;;1861;;;;2;;2.1;1;;0.83;8;3;12.11;9;;7.82;;;;2;1;2.37
REA;2020;800000143;CH ABBEVILLE;800000028;REAADU;6;2190;344;361;21;1741;3;37;34;4;1;3.78;1;0;1;17;1;17.28;15;0;12.97;0;1;0.19;2;0;1.97
REA;2020;800000143;CH ABBEVILLE;800000028;SITOT;7;2555;605;;;1933;;;;;;;;;;;;;;;;;;;;;
REA;2020;800000143;CH ABBEVILLE;800000028;USIC;7;2555;605;;;1933;;;;1;0;1.1;0;0;0;7;3;9.56;9;1;9.81;0;0;0;0;0;0
REA;2020;800000226;CH DOULLENS;800000069;SURVADU;6;2196;206;;;1500;;;;;11;1.69;;1;0.04;5;3;6.34;6;1;6.36;;;;;1;0.05
REA;2020;800000432;CH PÉRONNE;800000093;SURVADU;4;1460;125;;;692;;;;1;;0.35;0;1;0.3;4;1;4.69;3;1;3.7;0;0;0;0;1;0.23
REA;2020;800002503;SA CLINIQUE SAINTE ISABELLE;800001141;REAADU;3;380;20;20;1;111;65;36;4;2;;2;;;;;5;1;;3;0.75;;;;;;
REA;2020;800002503;SA CLINIQUE SAINTE ISABELLE;800001141;SURVADU;6;2154;322;;;1747;;;;2;;2;;;;5;;5;3;;3;;;;;;
REA;2020;800006124;CHU AMIENS SUD;800000044;AUTSI;34;12236;877;;;9987;;;;;23;5.01;;1;0.16;11;13;14.23;4;10;7.29;;;;1;1;1
REA;2020;800006124;CHU AMIENS SUD;800000044;REAADU;56;20125;2658;2876;133;20995;30;43;193;18;25;28.83;10;;4.76;140;14;133.11;80;5;73.67;;;;11;12;7.15
REA;2020;800006124;CHU AMIENS SUD;800000044;REAENF;8;3040;198;207;15;903;39;;;;7;1.4;;4;2.05;4;3;5.8;2;0;2;;;;;;
REA;2020;800006124;CHU AMIENS SUD;800000044;SITOT;57;20654;3353;;;17234;;;;;;;;;;;;;;;;;;;;;
REA;2020;800006124;CHU AMIENS SUD;800000044;SIUNV;9;3294;963;;;2806;;;;;6;1.47;;1;0.5;6;2;8.47;11;;9.44;;;;;;
REA;2020;800006124;CHU AMIENS SUD;800000044;SURVADU;30;8174;1307;;;5387;;;;;10;1.8;1;;2.08;33;3;31.61;24;2;23.07;;;;2;1;1.35
REA;2020;800006124;CHU AMIENS SUD;800000044;SURVENF;8;2816;533;;;1594;;;;;11;1.18;3;1;3.03;6;3;6.53;6;0;5;;;;1;1;0.5
REA;2020;800006124;CHU AMIENS SUD;800000044;USIC;14;5124;1513;;;4441;;;;;7;3.5;1;;1;15;3;17.28;15;3;17.24;;;;2;2;2.07
REA;2020;800009466;POLYCLINIQUE DE PICARDIE;800002982;SURVADU;17;6205;727;;;4210;;;;1;;1;;;;;;;;;;;;;;;
REA;2020;800009920;CLINIQUE VICTOR PAUCHET DE BUTLER;800003071;AUTSI;15;5475;1007;;;3545;;;;44;45;5;;;;14;;11.55;2;;1.69;2;;2;2;;1.46
REA;2020;800009920;CLINIQUE VICTOR PAUCHET DE BUTLER;800003071;REAADU;2;730;13;13;0;147;62;33;2;44;45;5;;;;6;;4.81;1;;0.7;1;;0.8;1;;0.61
REA;2020;800009920;CLINIQUE VICTOR PAUCHET DE BUTLER;800003071;SITOT;15;5475;1007;;;3545;;;;;;;;;;;;;;;;;;;;;
REA;2020;800009920;CLINIQUE VICTOR PAUCHET DE BUTLER;800003071;SURVADU;13;4745;341;;;1839;;;;44;45;48;;;;14;;11;8;3;10.19;2;;2;;3;1.81
REA;2020;800015729;SAS DE CARDIOLOGIES ET URGENCES;800015679;SITOT;10;3650;687;;;2578;;;;;;;;;;;;;;;;;;;;;
REA;2020;800015729;SAS DE CARDIOLOGIES ET URGENCES;800015679;SURVADU;16;5840;1002;;;3929;;;;;2;1.8;;;;;29;5.5;;15;3.43;;;;;8;1.59
REA;2020;800015729;SAS DE CARDIOLOGIES ET URGENCES;800015679;USIC;10;3650;687;;;2578;;;;;3;3;;;;;24;7.25;;8;1.36;;;;;9;1.8
REA;2020;810000224;CL CLAUDE BERNARD;810000471;AUTSI;4;1460;389;;;1024;;;;4;;4;;;;;;;;;;;;;;;
REA;2020;810000224;CL CLAUDE BERNARD;810000471;REAADU;8;2920;418;429;27;3104;6;48;131;6;2;7;1;;0.5;12;7;17.42;11;2;13;;;;;;
REA;2020;810000224;CL CLAUDE BERNARD;810000471;SITOT;15;5475;1767;;;4798;;;;;;;;;;;;;;;;;;;;;
REA;2020;810000224;CL CLAUDE BERNARD;810000471;SIUNV;4;1460;350;;;1543;;;;4;;4;1;;0.33;4;;3.95;4;;4;;;;;;
REA;2020;810000224;CL CLAUDE BERNARD;810000471;SURVADU;18;6570;1021;;;5319;;;;30;4;32;1;;0.5;9;;9.1;10;;9.5;;;;;;
REA;2020;810000224;CL CLAUDE BERNARD;810000471;USIC;7;2555;1028;;;2231;;;;7;1;7.5;1;;0.25;7;;6.25;3;2;4.33;;;;;;
REA;2020;810000505;CH ALBI;810000331;REAADU;8;2928;318;323;17;2272;9;35;56;4;1;3.7;0;0;0.18;28;4;25.36;20;1;15.75;0;1;0.29;2;1;1.89
REA;2020;810000505;CH ALBI;810000331;SITOT;12;4392;865;;;3273;;;;;;;;;;;;;;;;;;;;;
REA;2020;810000505;CH ALBI;810000331;SIUNV;6;2196;411;;;1601;;;;0;0;0;0;3;0.71;2;3;3.66;2;1;3.05;0;0;0;0;0;0
REA;2020;810000505;CH ALBI;810000331;SURVADU;4;1464;234;;;681;;;;1;1;0.69;0;0;0;2;0;1;0;0;0.31;0;0;0;0;1;0.39
REA;2020;810000505;CH ALBI;810000331;USIC;6;2196;454;;;1672;;;;0;0;0;0;1;0.21;5;5;8.9;6;0;6.46;0;0;0;1;1;1.15
REA;2020;810000521;CHIC CASTRES MAZAMET SITE AUTAN;810000380;REAADU;8;2928;369;384;34;2385;7;43;86;3;2;2.92;1;1;0.71;28;13;19.73;16;10;12.41;5;5;0.22;4;;1.02
REA;2020;810000521;CHIC CASTRES MAZAMET SITE AUTAN;810000380;SITOT;12;4392;875;;;2010;;;;;;;;;;;;;;;;;;;;;
REA;2020;810000521;CHIC CASTRES MAZAMET SITE AUTAN;810000380;SIUNV;4;1464;261;;;585;;;;5;1;0.94;;1;0.2;25;10;6.64;16;10;5.71;;;;5;;1.25
REA;2020;810000521;CHIC CASTRES MAZAMET SITE AUTAN;810000380;SURVADU;5;1830;431;;;1282;;;;3;2;1.94;;1;0.2;27;13;8.94;16;10;5.94;5;5;0.22;3;;0.9
REA;2020;810000521;CHIC CASTRES MAZAMET SITE AUTAN;810000380;USIC;8;2928;614;;;1425;;;;4;2;1.88;1;;0.5;9;;8.13;6;4;8.5;;;;;;
REA;2020;810000562;CH LAVAUR;810000455;SURVADU;4;1464;292;;;1095;;;;1;2;2.94;1;;0.4;;;;6;;4.85;;;;;;
REA;2020;810101170;CL TOULOUSE LAUTREC;810101162;SURVADU;6;2190;338;;;1451;;;;;;;2;;2;4;;4;4;;4;;;;;;
REA;2020;810101444;POLYCL DU SIDOBRE;810000992;SURVADU;6;2190;405;;;1968;;;;;;;;1;0.8;6;;6.34;6;0;6.38;;;;;;
REA;2020;820000032;CH DE MONTAUBAN;820000016;REAADU;10;4089;341;351;5;3490;19;42;84;;5;3.36;2;;3.88;33;2;30.44;22;3;22.45;2;;0.71;3;;1.25
REA;2020;820000032;CH DE MONTAUBAN;820000016;SITOT;12;4392;1143;;;4039;;;;;;;;;;;;;;;;;;;;;
REA;2020;820000032;CH DE MONTAUBAN;820000016;SIUNV;6;2196;789;;;2888;;;;;4;0.45;2;;0.12;13;1;10.99;12;1;10.05;;;;;1;0.5
REA;2020;820000032;CH DE MONTAUBAN;820000016;SURVADU;5;1830;250;;;1087;;;;;5;0.84;;;;4;;4.51;3;;3.08;;;;;;
REA;2020;820000032;CH DE MONTAUBAN;820000016;USIC;6;2196;354;;;1151;;;;;1;0.2;3;;0.36;8;;5.69;5;1;4.68;1;;0.33;3;1;0.37
REA;2020;820000057;CL DU PONT DE CHAUME;820000131;REAADU;8;2928;299;311;54;2732;7;37;53;;7;3.5;;1;0.5;17;5;20.25;5;6;15.2;;;;2;2;4.36
REA;2020;820000057;CL DU PONT DE CHAUME;820000131;SITOT;8;2928;1272;;;2652;;;;;;;;;;;;;;;;;;;;;
REA;2020;820000057;CL DU PONT DE CHAUME;820000131;SURVADU;12;4392;568;;;3400;;;;;7;3.5;;1;0.5;5;1;10.36;5;3;9.65;;;;0;1;1.42
REA;2020;820000057;CL DU PONT DE CHAUME;820000131;USIC;8;2928;1272;;;2652;;;;10;;10;;1;0.5;7;0;8.73;7;3;8.49;;;;;;
REA;2020;830000279;CH JEAN MARCEL DE BRIGNOLES;830100517;REAADU;8;600;87;89;5;401;5;30;22;1;0;0.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
REA;2020;830000279;CH JEAN MARCEL DE BRIGNOLES;830100517;SURVADU;6;2190;330;;;1307;;;;0;7;5.13;7;3;8.82;14;1;14.11;3;1;3.57;0;0;0;2;1;2.14
REA;2020;830000287;CH LA DRACENIE DE DRAGUIGNAN;830100525;REAADU;14;4606;456;467;26;3232;18;35;93;9;2;9.37;1;0;1;23;3;21.78;20;2;16.52;0;1;0.59;4;2;3.78
REA;2020;830000295;CH DE HYERES MARIE JOSEE TREFFOT;830100533;SURVADU;4;3174;507;;;2176;;;;2;3;3.84;11;10;18.77;;;;7;2;8.83;;;;1;7;3.21
REA;2020;830000311;CHI DE FREJUS SAINT RAPHAEL;830100566;REAADU;8;2920;474;485;44;2581;12;46;103;7;1;4.52;1;;1;22;2;22.84;10;1;10.98;;;;6;;4.48
REA;2020;830000311;CHI DE FREJUS SAINT RAPHAEL;830100566;SITOT;6;2190;634;;;1876;;;;;;;;;;;;;;;;;;;;;
REA;2020;830000311;CHI DE FREJUS SAINT RAPHAEL;830100566;SURVADU;8;2920;592;;;2009;;;;8;1;2.37;;;;2;13;8.05;4;6;6.1;;;;;3;1.18
REA;2020;830000311;CHI DE FREJUS SAINT RAPHAEL;830100566;USIC;6;2190;634;;;1876;;;;4;0;1.03;;1;0.6;;12;6.58;;6;3.7;;;;1;3;1.47
REA;2020;830000345;CHITS CH SAINTE MUSSE;830100616;REAADU;26;7230;1112;1163;55;6283;29;42;189;7;11;10.27;2;3;2.82;38;31;51.18;19;31;27.93;;;;9;8;13.04
REA;2020;830000345;CHITS CH SAINTE MUSSE;830100616;SITOT;12;5312;1790;;;4013;;;;;;;;;;;;;;;;;;;;;
REA;2020;830000345;CHITS CH SAINTE MUSSE;830100616;SIUNV;4;1464;492;;;993;;;;;3;1.8;;1;0.17;;22;6.33;;17;2.74;;;;;8;1.15
REA;2020;830000345;CHITS CH SAINTE MUSSE;830100616;SURVADU;8;2544;577;;;2103;;;;;;;;;;3;;3;5;3;6.87;;;;1;;1
REA;2020;830000345;CHITS CH SAINTE MUSSE;830100616;SURVENF;4;1464;381;;;843;;;;;3;0.36;2;6;5.62;1;;1;3;4;5.5;;;;;4;0.26
REA;2020;830000345;CHITS CH SAINTE MUSSE;830100616;USIC;8;3848;1298;;;3020;;;;;5;0.63;1;2;1.27;10;11;15.22;5;6;8.64;;;;0;8;2.69
REA;2020;830100103;HOP PRIVE TOULON HYERES STE MARGUERITE;830000022;SURVADU;15;5475;662;;;3702;;;;8;;8;;;;8;;7.97;5;;5.24;;2;1;3;;1.64
REA;2020;830100251;CLINIQUE DU CAP D'OR;830000063;SURVADU;7;2555;224;;;552;;;;28;;28;;;;5;;5;;;;;;;;;
REA;2020;830100319;POLYCLINIQUE LES FLEURS;830020855;REAADU;12;4392;406;421;13;4179;48;45;116;12;;5;1;;1;35;;28.45;8;1;11.37;;;;;;
REA;2020;830100319;POLYCLINIQUE LES FLEURS;830020855;SITOT;8;2928;845;;;2507;;;;;;;;;;;;;;;;;;;;;
REA;2020;830100319;POLYCLINIQUE LES FLEURS;830020855;SURVADU;16;5856;623;;;4107;;;;12;;3;1;;1;21;;17.13;6;;6.85;;;;;;
REA;2020;830100319;POLYCLINIQUE LES FLEURS;830020855;USIC;8;2928;845;;;2507;;;;9;;5;;;;6;4;7.03;3;1;4.87;;;;;;
REA;2020;830100392;POLYCLINIQUE NOTRE DAME;830000154;SURVADU;10;3660;1487;;;6592;;;;;;;5;1;6;;;;2;;2;;;;;;
REA;2020;830100434;HOPITAL PRIVE TOULON HYERES SAINT JEAN;830000196;REAADU;6;2190;37;37;0;143;51;33;10;5;;5;;;;8;;8;4;;4;;1;0.5;2;;2
REA;2020;830100434;HOPITAL PRIVE TOULON HYERES SAINT JEAN;830000196;SURVADU;17;6205;1238;;;5542;;;;8;;8;1;;1;9;2;10.63;6;1;6.79;;4;2;2;;2.2
REA;2020;830100459;CLINIQUE SAINT MICHEL;830000212;SURVADU;6;2196;443;;;1364;;;;14;5;16.5;;;;5;;5;;;;;;;;;
REA;2020;830100574;HIA SAINTE ANNE;750821092;AUTSI;1;365;2;;;23;;;;4;;3.41;1;;0.04;1;;0.6;1;;0.3;;;;;;
REA;2020;830100574;HIA SAINTE ANNE;750821092;REAADU;10;3650;747;842;112;4390;17;45;87;8;;4;1;;0.9;36;;36;17;;17;1;;0.1;5;;2.1
REA;2020;830100574;HIA SAINTE ANNE;750821092;SITOT;10;3650;742;;;2659;;;;;;;;;;;;;;;;;;;;;
REA;2020;830100574;HIA SAINTE ANNE;750821092;SIUNV;1;365;83;;;115;;;;5;;4.48;1;;0.02;1;;0.2;1;;0.2;;;;;;
REA;2020;830100574;HIA SAINTE ANNE;750821092;SURVADU;10;3650;458;;;2127;;;;8;;4;1;;1;13;;13;13;;13;;;;2;;2
REA;2020;830100574;HIA SAINTE ANNE;750821092;USIC;8;2920;657;;;2521;;;;7;;5.17;1;;0.95;15;;14.68;12;;11.4;;;;;;
