BOR;AN;FI;RS;FI_EJ;AUTOR;LACTA;LIT_KANG;LIT_OBS;LIT_NEO_HSI;LIT_SIN;LIT_REA;SALTRAV;SEJ_OBS;SEJ0_Obs;SEJ_NEO_HSI;SEJ0_NEO_HSI;SEJ_SIN;SEJ0_SIN;SEJ_REA;SEJ0_REA;SEJ_BAM;SEJ0_BAM;JOU_OBS;JOU_NEO_HSI;JOU_SIN;JOU_REA;JOU_BAM;SEJACC;JOUACC;SEJCES;JOUCES;FSUIV;ACCUN;ACCMU;ENFTR;TRANSDES;ENFANTS;CONSGYN;CONSSAG;CONSENTR;SORPREC;MUTHAD;PRIS;IVG;IVGN_1;IVGME;IVG1214;CONV;IMG;AMP;PAT_AMP
PERINAT;2020;570000059;CH MARIE-MADELEINE DE FORBACH;570025254;TYPE2;;0;18;11;7;;3;1401;127;277;16;223;22;0;0;775;0;4710;1921;2754;0;2149;955;3735;211;1250;19;938;17;10;;975;16496;930;66;234;0;1;226;252;193;6;1;2;0;0
PERINAT;2020;570000083;CLINIQUE SAINT NABOR DE SAINT AVOLD;570000729;TYPE1;;;28;;;;4;1182;116;0;0;0;0;0;0;876;27;3589;0;0;0;2612;879;3076;181;916;0;873;6;27;;885;;;;165;0;1;259;224;152;5;;0;0;0
PERINAT;2020;570000117;CH SAINT-NICOLAS DE SARREBOURG;570015099;TYPE1;;;12;0;0;0;2;291;38;0;0;0;0;0;0;214;8;990;0;0;0;764;216;901;49;257;0;214;2;8;;221;3391;2052;217;4;0;1;48;99;22;1;;0;0;0
PERINAT;2020;570000349;HOPITAL BEL AIR DE THIONVILLE - CHR;570005165;TYPE2;;1;40;12;6;;6;3015;543;294;17;181;18;0;0;1693;5;9812;2871;1129;0;5393;1944;8223;322;1912;1;1925;19;7;;1980;10836;3536;68;182;10;1;350;384;296;21;;11;0;0
PERINAT;2020;570000364;CLINIQUE NOTRE DAME DE THIONVILLE;570011569;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;92;88;76;0;;0;0;0
PERINAT;2020;570000646;HOPITAL-CLINIQUE CLAUDE BERNARD;570001115;TYPE2;;;32;6;3;;5;1708;156;283;4;26;2;0;0;1145;0;6667;1671;118;0;3801;1394;6106;288;1681;0;1375;19;3;;1419;;;;82;0;1;135;97;69;4;;3;0;0
PERINAT;2020;570000661;HOPITAL SAINT JOSEPH DE BITCHE;570000158;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;400;445;23;;;0;;;;;;;0;
PERINAT;2020;570000901;HOPITAL ROBERT PAX DE SARREGUEMINES;570000158;TYPE1;;0;17;;;;3;1010;162;0;0;0;0;0;0;640;17;3008;0;0;0;2288;642;2634;132;637;0;640;2;17;;645;2720;2045;36;16;0;1;188;197;126;7;;1;0;0
PERINAT;2020;570026682;HOPITAL DE MERCY - CHR METZ THIONVILLE;570005165;TYPE2;INT;1;60;12;9;;7;4190;226;455;21;417;54;0;0;2789;1;16117;3656;2383;0;9831;3197;14106;609;3521;0;3140;57;10;;3285;7720;7383;196;125;1;1;1078;1238;509;76;;49;1;357
PERINAT;2020;580972669;CH CLAMECY;580780070;CPPR;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;610;2724;25;0;0;1;17;17;17;0;;0;0;0
PERINAT;2020;580972677;CH COSNE COURS SUR LOIRE;580780088;CPPR;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;223;637;15;;;1;;0;;;0;;0;
PERINAT;2020;580972685;CH DECIZE;580780096;CPPR;;;0;;;;;21;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;1506;7232;1;0;0;1;93;175;68;2;;0;0;0
PERINAT;2020;580972693;HOPITAL PIERRE BEREGOVOY;580780039;TYPE2;;;25;7;3;;4;1553;124;182;1;66;18;0;0;971;0;5769;1347;209;0;3504;1102;4951;229;1373;0;1088;14;4;;1122;5416;6771;64;33;0;1;167;122;104;13;;8;0;0
PERINAT;2020;590000121;CH SECLIN;590780227;TYPE2;;0;39;6;0;0;4;2505;180;280;15;0;0;0;0;1730;9;9324;1851;0;0;6350;1892;8362;286;1570;1;1879;13;11;;1915;;3498;;143;1;1;251;211;143;17;;14;0;0
PERINAT;2020;590000337;CH DUNKERQUE;590781415;TYPE2;;1;23;12;;;4;1945;198;1730;38;0;0;0;0;1;0;6840;6821;0;0;4;1458;6022;259;1286;0;1440;18;9;;1485;2150;5962;157;161;0;1;778;686;500;26;;23;0;0
PERINAT;2020;590000428;CH CAMBRAI;590781605;TYPE1;;;17;;;;3;723;67;0;0;0;0;0;0;466;5;2274;0;0;0;1605;454;1851;83;421;0;448;6;3;;467;;;;24;0;1;339;334;247;20;;3;0;0
PERINAT;2020;590000436;CH LE CATEAU;590781621;TYPE1;;;15;;;;2;528;34;0;0;0;0;0;0;405;7;1820;0;0;0;1440;402;1667;49;250;0;399;3;6;;409;;;;11;0;1;184;222;152;2;;0;0;0
PERINAT;2020;590000469;CH FOURMIES;590781662;TYPE1;;0;14;0;0;0;4;770;50;0;0;0;0;0;0;566;29;2527;0;0;0;1880;563;2220;97;453;0;558;5;29;0;568;3858;6447;485;27;0;1;106;101;97;0;0;0;0;0
PERINAT;2020;590000535;CH SAMBRE AVESNOIS MAUBEUGE;590781803;TYPE2;;0;18;8;6;0;4;1782;122;320;15;235;14;0;0;1087;0;6564;2022;1957;0;3663;1318;5666;243;1260;1;1306;12;4;0;;1340;4001;597;13;0;1;397;412;314;35;1;1;0;0
PERINAT;2020;590000592;CH DENAIN;590782165;TYPE1;;0;21;;;;3;1213;84;0;0;0;0;0;0;928;17;4470;0;0;0;3462;930;3974;186;914;0;926;4;17;;934;7553;1587;57;13;0;1;306;299;214;14;;3;0;0
PERINAT;2020;590000618;CH VALENCIENNES;590782215;TYPE3;;;46;14;6;10;7;4614;319;1202;12;245;22;214;3;2228;0;17444;6238;2316;3596;6525;3317;14728;708;4497;9;3240;77;2;;3419;11784;3986;803;404;6;1;638;678;466;24;7;50;0;0
PERINAT;2020;590000758;CH ARMENTIERES;590782637;TYPE2;;1;23;8;;;3;1487;123;356;63;0;0;0;0;950;12;5116;1606;0;0;3034;1088;4381;162;834;1;1078;10;16;;1107;2138;5917;274;127;0;1;625;660;361;44;;10;0;0
PERINAT;2020;590000774;CH HAZEBROUCK;590782652;TYPE1;;;17;;;;3;1137;140;0;0;0;0;0;0;817;24;3723;0;0;0;2824;809;3291;168;842;0;803;6;24;;818;6267;5188;;38;0;0;0;0;0;0;;0;0;0
PERINAT;2020;590001004;CH DOUAI DECHY;590783239;TYPE2;;0;28;12;;;4;2621;713;315;29;0;0;0;0;1460;7;7550;2166;0;0;5050;1575;6763;272;1560;0;1562;13;16;;1604;3368;4271;1010;139;0;1;479;510;124;47;;9;0;0
PERINAT;2020;590006607;HOP JEANNE DE FLANDRE CHR LILLE;590780193;TYPE3;EXT;1;100;22;24;18;9;7560;814;1085;10;460;12;558;22;4312;10;29486;11839;7204;5279;14604;5246;25251;1059;7166;13;5103;143;9;11;5426;9468;10547;356;559;31;1;1238;1327;649;71;18;164;1;534
PERINAT;2020;590052056;GCS GHICL CLINIQUE STE MARIE;590051801;TYPE2;;0;25;6;;;3;891;80;111;11;0;0;0;0;619;3;3113;1209;0;0;2025;699;2822;139;669;2;696;3;5;;703;2993;;;56;0;0;0;0;0;0;;3;0;0
PERINAT;2020;590780268;HOPITAL PRIVÉ LE BOIS;590053955;TYPE2;;;59;6;;;4;2016;231;225;9;0;0;0;0;1414;1;6700;1327;0;0;4468;1619;6366;347;1648;0;1602;17;6;;1638;;;;215;0;1;3;0;0;0;;9;1;507
PERINAT;2020;590782298;POLYCLINIQUE DU PARC;590000675;TYPE1;;0;26;;;;4;1328;153;0;0;0;0;0;0;968;15;4366;0;0;0;3338;967;3874;332;1540;0;961;6;13;;977;;;;30;0;0;0;0;0;0;;78;1;213
PERINAT;2020;590782553;HOPITAL PRIVE DE VILLENEUVE D'ASCQ;590000741;TYPE1;;;43;;;;7;2404;149;0;0;0;0;0;0;2029;18;8564;0;0;0;7042;2013;7970;440;2053;1;1991;22;18;;2037;;;;175;0;1;1;5;0;0;;16;0;0
PERINAT;2020;590797353;HOPITAL SAINT VINCENT - SAINT ANTOINE;590051801;TYPE2;;1;30;15;6;;4;2610;380;534;30;158;21;0;0;1676;5;8768;3245;1475;0;5728;1873;7780;293;1690;14;1854;19;5;;1906;;;;137;1;1;2;0;0;1;;3;0;0
PERINAT;2020;590801106;HOPITAL VICTOR PROVO;590782421;TYPE2;;;49;14;6;;7;5056;1204;544;26;173;11;0;0;2820;39;15978;4492;2980;0;9830;3196;14282;643;3997;2;3142;54;50;;3268;;10679;1357;445;7;1;1013;1071;592;36;2;12;0;0
PERINAT;2020;590804696;HOPITAL GUY CHATILIEZ CH TOURCOING;590781902;TYPE2;;0;29;6;;;5;1923;524;174;10;0;0;0;0;1071;4;5271;1299;0;0;3634;1041;4410;133;736;2;1039;2;8;0;1053;1058;9111;641;143;0;1;644;600;468;17;0;5;0;0
PERINAT;2020;590813382;NOUVELLE CLINIQUE VILLETTE SA;590000386;TYPE1;;0;24;;;;4;829;25;0;0;0;0;0;0;715;5;2733;0;0;0;2245;717;2504;172;722;0;711;6;4;;723;;;;18;0;0;0;0;0;0;;2;0;0
PERINAT;2020;590813507;POLYCLINIQUE DU VAL DE SAMBRE;590000485;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;1;5;13;0;0;0;0;0;0
PERINAT;2020;590816310;CLINIQUE SAINT AME;590000048;TYPE1;INT;0;25;0;0;0;4;1166;103;0;0;0;0;0;0;903;23;3799;0;0;0;2979;883;3414;186;907;0;874;9;23;;908;;;;91;0;0;0;0;0;0;;1;0;0
PERINAT;2020;600000053;CH GHPSO SENLIS;600101984;TYPE3;INT;1;42;14;6;6;8;3685;704;474;10;202;8;155;11;2256;0;12907;4035;1768;988;8382;2686;12012;625;3325;3;2647;39;13;;2749;7349;2300;;139;0;1;580;535;501;28;;16;1;138
PERINAT;2020;600000186;CH CLERMONT;600100648;;;;;;;;;16;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;103;88;71;5;;0;0;0
PERINAT;2020;600000194;CH BEAUVAIS;600100713;TYPE2;;1;35;9;6;;5;2550;79;305;6;113;15;0;0;1927;1;10219;2299;948;0;6840;2137;9359;435;2409;0;2120;17;9;0;2165;3599;4592;16;23;1;1;437;471;289;53;0;12;0;0
PERINAT;2020;600000285;CH CHICN NOYON;600100721;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1753;1466;2278;;;0;;0;;;;;0;
PERINAT;2020;600000467;CH GHPSO CREIL;600101984;;INT;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;3588;1829;;0;0;1;1;22;0;0;;0;0;0
PERINAT;2020;600100754;POLYCLINIQUE SAINT CÔME;600000228;TYPE1;;0;23;;;;4;1666;127;0;0;0;0;0;0;1372;22;5477;0;0;0;4337;1359;5075;220;1009;0;1340;19;23;;1383;;;;167;0;1;1;0;0;0;;7;1;0
PERINAT;2020;600113476;CH CHICN COMPIÈGNE;600100721;TYPE2;;;24;9;6;0;4;2104;374;245;16;199;12;0;0;1273;0;6608;1404;1408;0;4003;1423;5634;322;1678;3;1395;28;8;;1464;;;;129;0;1;413;409;352;38;;9;0;0
PERINAT;2020;610000044;CENTRE HOSPITALIER DE L'AIGLE;610780074;TYPE1;;;13;;;;3;592;78;0;0;0;0;0;0;399;4;2090;0;0;0;1583;399;1832;117;630;1;397;2;4;;401;;;;5;0;1;93;108;61;3;;4;0;0
PERINAT;2020;610000051;CHICAM - SITE ALENCON;610780082;TYPE2;;0;20;6;;;4;1001;109;134;9;0;0;0;0;555;1;3011;802;0;0;1706;645;2484;133;705;0;639;6;5;0;651;12384;9421;20;41;0;1;211;284;155;10;0;1;0;0
PERINAT;2020;610000069;CENTRE HOSPITALIER D'ARGENTAN;610780090;TYPE1;;;15;;;;3;997;148;0;0;0;0;0;0;626;14;3052;0;0;0;2254;646;2681;100;543;1;638;8;18;;656;3946;4839;70;17;0;1;186;150;170;11;2;8;0;0
PERINAT;2020;610000119;CH -JACQUES MONOD- - FLERS;610780165;TYPE2;;;12;7;;;3;930;71;181;13;0;0;0;0;669;0;3720;1108;0;0;2650;756;3465;150;842;1;748;8;6;;771;;;;12;0;1;168;177;127;6;;1;0;0
PERINAT;2020;610780116;CHIC DES ANDAINES - LA FERTE MACE;610790594;CPPR;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;976;1361;69;0;0;0;0;;0;0;;0;0;0
PERINAT;2020;620000034;CH ARRAS;620100057;TYPE3;;1;44;13;11;8;5;3039;412;770;30;380;15;248;2;1671;0;11408;3894;2542;2906;5834;2180;10048;470;2798;36;2130;50;3;;2244;7054;9057;139;174;1;1;418;537;282;37;1;22;1;0
PERINAT;2020;620000224;CH BETHUNE;620100651;TYPE2;;0;22;6;;;3;1416;439;192;26;0;0;0;0;0;0;3482;1338;0;0;0;724;2956;137;675;4;721;3;16;;730;5101;3827;108;78;0;1;478;466;291;22;;8;0;0
PERINAT;2020;620000257;CH LENS;620100685;TYPE3;;1;46;9;12;8;6;3458;469;361;4;326;7;230;14;2094;9;11102;2769;3045;2242;6280;2477;9671;433;2336;28;2428;49;1;;2549;12910;10504;740;390;0;1;764;889;406;46;5;33;1;321
PERINAT;2020;620000323;CH CALAIS;620101337;TYPE3;;1;40;8;14;11;5;2780;314;480;8;233;5;276;3;1606;0;11807;2807;2675;3847;5979;1962;10115;357;2627;27;1913;49;1;0;2027;5780;6909;136;24;0;1;426;516;310;35;1;32;1;178
PERINAT;2020;620000349;CH REGION DE ST OMER;620101360;TYPE2;;1;28;6;;;4;1500;171;184;19;0;0;0;0;1015;0;4999;1080;0;0;3587;1091;4534;183;912;0;1075;16;10;;1108;4539;2919;83;25;0;1;223;251;170;10;1;6;0;0
PERINAT;2020;620000653;CH BOULOGNE-SUR-MER;620103440;TYPE2;EXT;;25;12;3;0;4;1433;191;207;6;150;13;0;0;904;0;5123;1371;1635;0;3445;1055;4687;222;1154;8;1039;16;9;;1077;11375;5979;128;11;0;1;423;446;329;17;0;11;1;0
PERINAT;2020;620003202;CH ARRONDISSEMENT DE MONTREUIL;620103432;TYPE2;;;23;6;;;3;1177;82;154;27;0;0;0;0;809;2;4450;927;0;0;2896;887;3887;215;1150;0;876;11;11;;902;11398;2803;;16;0;1;236;259;154;1;;2;0;0
PERINAT;2020;620025346;POLYCLINIQUE DE LA -CLARENCE-;620001834;TYPE1;;0;24;;;;3;1386;133;0;0;0;0;0;0;964;16;4350;0;0;0;3132;956;3720;149;700;0;953;3;16;;968;7117;7057;;105;0;0;0;0;0;0;;3;0;0
PERINAT;2020;620100099;HOPITAL PRIVE ARRAS LES BONNETTES;620014779;TYPE1;;;21;;;;4;1132;88;0;0;0;0;0;0;878;21;3940;0;0;0;3246;875;3591;242;1106;0;869;6;21;;882;;;;18;0;0;0;0;0;0;;0;0;0
PERINAT;2020;620100735;CLINIQUE ANNE ARTOIS;620000265;TYPE1;;;28;;;;4;946;67;0;0;0;0;0;0;656;13;2734;0;0;0;2123;653;2340;157;642;0;647;6;13;;659;;;;60;0;1;2;46;1;0;;32;0;0
PERINAT;2020;620118513;CENTRE MCO COTE D'OPALE;620002915;TYPE1;;;30;;;;4;1107;61;0;0;0;0;0;0;801;11;3767;0;0;0;2852;802;3253;145;736;0;798;4;11;;808;;;;26;0;1;1;0;0;0;;3;1;0
PERINAT;2020;630000412;CH D'AMBERT;630780997;CPPR;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;234;2421;35;0;0;1;22;18;22;0;;0;0;0
PERINAT;2020;630000420;CH PAUL ARDIER ISSOIRE;630781003;TYPE1;;;14;;;;2;737;71;0;0;0;0;0;0;558;10;2403;0;0;0;1878;560;2190;68;346;0;559;1;9;0;561;;1896;17;52;0;1;185;200;143;6;0;3;0;0
PERINAT;2020;630000446;CH DE THIERS;630781029;TYPE1;;0;16;;;;2;599;42;0;0;0;0;0;0;466;4;2215;0;0;0;1780;462;2019;76;457;0;459;3;4;;468;1486;1006;1326;20;0;1;90;108;80;4;0;4;0;0
PERINAT;2020;630781268;HOPITAL ESTAING - CHU63;630780989;TYPE3;;1;72;21;12;10;9;4594;296;653;6;276;9;269;8;3124;0;20331;6414;3255;2714;12115;3536;17444;669;4314;11;3453;83;0;;3675;12326;18623;295;102;1;1;892;942;381;64;21;71;1;376
PERINAT;2020;630781839;HOPITAL PRIVE LA CHATAIGNERAIE;630000826;TYPE2;;;71;6;;;6;2379;308;147;22;0;0;0;0;1691;0;8495;949;0;0;5952;1811;7736;389;2026;0;1790;21;15;;1844;;;;15;0;1;161;170;57;4;;11;1;282
PERINAT;2020;640000162;CH DE LA COTE BASQUE - BAYONNE;640780417;TYPE3;INT;;35;10;4;6;5;2620;131;363;16;156;8;204;6;1879;4;11112;1682;1620;1965;5962;2144;9871;351;2708;15;2100;44;6;0;2197;12881;3891;;353;82;1;410;455;115;53;;30;0;0
PERINAT;2020;640000402;CENTRE HOSPITALIER D'ORTHEZ;640780813;CPPR;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;967;2113;1234;0;0;1;60;79;60;0;0;0;0;0
PERINAT;2020;640000410;CENTRE HOSPITALIER OLORON;640780821;CPPR;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;835;2024;78;0;0;1;12;15;12;0;;0;0;0
PERINAT;2020;640000600;CENTRE HOSPITALIER DE PAU;640781290;TYPE3;;;31;8;3;6;4;2703;420;192;7;56;7;159;10;1753;6;9563;2069;907;2081;5915;1912;8362;367;2425;19;1870;42;5;5;1965;7984;6483;196;253;0;1;442;535;183;38;;19;0;0
PERINAT;2020;640017646;CENTRE HOSPITALIER DE SAINT-PALAIS;640017638;TYPE1;;;7;0;0;0;1;420;52;0;0;0;0;0;0;344;18;1299;0;0;0;1070;343;1220;72;354;0;343;0;10;;344;4385;2733;;59;0;1;16;11;15;0;;0;0;0
PERINAT;2020;640018206;CAPIO CLINIQUE BELHARRA;640012209;TYPE1;;0;24;;;;6;1785;270;0;0;0;0;0;0;1320;18;5843;0;0;0;4729;1311;5396;255;1317;3;1297;14;17;;1335;;;;89;0;1;23;0;0;5;;23;1;263
PERINAT;2020;640780755;C.H.I.C. COTE BASQUE - ST JEAN DE LUZ;640780417;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;155;1125;658;;;0;;;;;;;0;
PERINAT;2020;640780946;POLYCLINIQUE DE NAVARRE;640000469;TYPE1;;;34;;;;5;1518;119;0;0;0;0;0;0;1275;20;6024;0;0;0;4737;1268;5663;355;2065;2;1258;10;18;;1283;;;;71;0;1;91;79;66;0;;6;1;317
PERINAT;2020;650000045;CH LOURDES;650780158;CPPR;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3118;1447;76;0;0;1;45;50;43;0;0;0;0;0
PERINAT;2020;650000417;CH BIGORRE SITE GESPE TARBES;650783160;TYPE2;;0;21;6;3;0;3;1484;281;157;11;60;9;0;0;879;1;4749;1377;251;0;2909;943;4065;199;1186;10;919;24;4;0;970;6091;4150;64;102;0;1;268;299;139;25;12;5;0;0
PERINAT;2020;650780679;POLYCL DE L'ORMEAU SITE CENTRE;650000243;TYPE1;;0;21;;;;3;1083;138;0;0;0;0;0;0;840;3;3291;0;0;0;2736;825;3058;168;813;0;814;11;3;;841;;;;111;0;1;174;162;143;4;;6;0;0
PERINAT;2020;650784218;CMC HOPITAUX DE LANNEMEZAN;650780174;CPPR;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;889;1686;15;0;0;1;19;14;19;0;;0;0;0
PERINAT;2020;660000084;CH PERPIGNAN;660780180;TYPE3;;;44;17;5;6;5;2756;183;456;14;151;6;164;10;1731;4;11863;5917;1368;2280;5968;2049;10114;449;3130;32;1994;55;11;;2143;14035;4951;174;139;0;1;1135;1152;888;72;2;42;0;0
PERINAT;2020;660780669;POLYCL MEDITERRANEE;660000324;TYPE1;;0;44;;;;9;2453;222;0;0;0;0;0;0;1948;34;8722;0;0;0;6572;1941;7830;412;2034;6;1937;4;28;;2337;;;;121;0;1;532;432;323;12;;12;0;0
PERINAT;2020;660780784;CL ST PIERRE;660000407;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;50;70;3;1;;0;1;199
PERINAT;2020;670000157;CENTRE HOSPITALIER DE HAGUENAU;670780337;TYPE2;;1;31;6;4;;5;1847;100;241;4;162;12;0;0;1239;8;5820;1702;1133;0;3117;1401;4939;217;1086;4;1379;22;6;;1427;;1951;318;383;0;1;326;328;276;9;13;5;0;0
PERINAT;2020;670000165;CH SAINTE-CATHERINE DE SAVERNE;670780345;TYPE2;;1;16;3;0;0;2;1293;212;161;15;0;0;0;0;773;1;3583;762;0;0;2414;859;3149;164;782;0;848;11;10;;875;;;;62;0;1;207;186;167;12;;6;0;0
PERINAT;2020;670000215;HOPITAL DU NEUENBERG;680000643;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;864;1117;40;;;0;;;;;;;0;
PERINAT;2020;670000272;CH INTERCOMMUNAL DE LA LAUTER;670780543;TYPE1;;;10;0;0;0;2;386;31;0;0;0;0;0;0;312;17;1165;0;0;0;895;309;1071;54;252;0;305;4;7;;311;7137;1400;;59;0;1;39;53;38;0;0;0;0;0
PERINAT;2020;670000397;CENTRE HOSPITALIER DE SELESTAT;670017755;TYPE1;;0;22;;;;3;1131;133;0;0;0;0;0;0;889;21;3299;0;0;0;2662;862;3031;145;637;0;854;8;16;;896;13810;1869;50;195;0;1;215;187;211;3;;3;0;0
PERINAT;2020;670000405;NOUVEL HOPITAL D'OBERNAI;670017755;CPPR;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;58;1050;49;;;1;34;24;34;0;;0;0;
PERINAT;2020;670018068;CLINIQUE RHENA GCS ES;670017847;TYPE1;;;24;;;;7;1040;72;0;0;0;0;0;0;833;8;3439;0;0;0;2547;823;2950;198;953;56;815;8;6;;835;;;;169;0;1;16;26;11;0;;12;0;0
PERINAT;2020;670780113;CMCO;670780055;TYPE2;;1;40;6;;;9;4168;558;470;39;0;0;0;0;2703;51;12131;1553;0;0;7418;3125;11078;484;2213;3;3084;41;33;;3174;13458;13513;;761;25;1;1539;1200;1257;0;;108;1;723
PERINAT;2020;670780212;CLINIQUE SAINTE-ANNE;670014604;TYPE2;;;37;6;;;6;2381;160;324;29;0;0;0;0;1781;10;8095;1089;0;0;5380;2074;7774;484;2173;63;2059;15;13;;2093;;3375;229;303;0;0;0;0;0;0;;0;0;0
PERINAT;2020;670783273;HOPITAL DE HAUTEPIERRE;670780055;TYPE3;EXT;1;56;19;18;16;9;3962;243;779;31;493;34;390;32;2086;7;15310;5677;5308;4091;6691;2598;11923;636;4193;14;2508;90;13;;2820;12657;5587;;332;15;1;355;833;343;0;14;32;0;0
PERINAT;2020;670798636;CLINIQUE SAINT-LUC;670014604;CPPR;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;1708;2384;27;0;0;0;0;0;0;0;;0;0;0
PERINAT;2020;680000320;CLINIQUE DIACONAT FONDERIE;680000643;TYPE2;;1;42;6;;;5;1863;125;284;11;0;0;0;0;1170;3;6957;1324;0;0;4174;1424;6188;323;1794;0;1410;14;7;;1438;;;;36;0;1;2;0;0;0;;4;0;0
PERINAT;2020;680000494;CLINIQUE DIACONAT ROOSEVELT;680000643;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;0;0;0;0;0;;0;1;289
PERINAT;2020;680000544;CENTRE HOSPITALIER D'ALTKIRCH;680020336;CPPR;;;0;;;;;19;19;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;2;0;0;;2;1855;1985;141;0;0;1;61;110;54;2;;0;0;0
PERINAT;2020;680000601;HOPITAL DE THANN;680020336;CPPR;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;4091;1925;133;0;0;1;19;80;18;0;;0;0;0
PERINAT;2020;680000684;HOPITAL LOUIS PASTEUR;680000973;TYPE2;;0;43;12;6;;6;2905;585;356;22;147;17;0;0;1689;6;9569;3003;1144;0;6025;1895;8543;375;2223;1;1870;25;10;;1929;21465;10171;219;140;0;1;513;516;319;26;1;26;0;0
PERINAT;2020;680000700;CENTRE HOSPITALIER DE GUEBWILLER;680001005;CPPR;;;0;;;;;12;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;3606;2017;106;0;0;1;28;14;28;0;;0;0;0
PERINAT;2020;680001195;HOPITAL ALBERT SCHWEITZER;680000643;TYPE1;;;20;;;;3;735;55;0;0;0;0;0;0;655;16;2272;0;0;0;1879;646;2170;107;470;0;639;7;6;;656;3646;3295;392;147;0;1;1;0;0;0;;1;0;0
PERINAT;2020;680004546;HOPITAL EMILE MULLER;680020336;TYPE3;EXT;;58;12;9;8;7;4969;768;463;10;167;3;192;16;3150;2;17432;3650;2788;1781;10774;3464;15271;666;4071;0;3403;61;2;;3567;30557;13107;;183;0;1;1107;1118;1025;75;;39;0;0
PERINAT;2020;690000013;CH MONTGELAS;690780036;TYPE1;;;14;;;;3;1193;107;0;0;0;0;0;0;972;22;3593;0;0;0;2822;967;3333;117;559;0;964;3;11;;967;890;3408;33;153;0;1;76;82;38;2;;0;0;0
PERINAT;2020;690000021;CH DE SAINTE FOY LES LYON;690780044;TYPE1;;0;23;;;;4;1639;138;0;0;0;0;0;0;1315;15;5941;0;0;0;4252;1304;5277;199;1023;0;1298;6;15;;1317;;;;73;2;1;119;187;72;3;;0;0;0
PERINAT;2020;690000575;CH NORD OUEST - VILLEFRANCHE;690782222;TYPE2;;1;26;9;9;;4;2608;178;213;9;128;6;0;0;1889;2;9784;2881;1489;0;6051;2043;8558;376;2328;5;2019;24;4;;2077;8650;4992;43;327;0;1;546;530;400;24;;11;0;0
PERINAT;2020;690000625;CH DE TARARE;690782271;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1350;1709;45;;;1;55;49;51;0;;0;0;
PERINAT;2020;690007539;HOPITAL FEMME MERE ENFANT - HCL;690781810;TYPE3;;1;93;32;18;14;8;7135;1255;477;9;469;16;491;21;4022;101;25592;6316;6506;4762;14740;4442;21362;966;6488;17;4261;181;92;;4654;;;;424;0;1;693;733;284;99;29;170;1;963
PERINAT;2020;690022959;HOPITAL PRIVE NATECIA;690000732;TYPE2;;;50;12;3;;8;3423;282;310;1;140;5;0;0;2587;14;14704;4265;757;0;10070;2717;13186;788;5167;9;2677;40;7;;2757;;;;81;0;1;131;226;49;1;;1;1;552
PERINAT;2020;690041124;MEDIPOLE HOPITAL PRIVE;690000724;;;;;;;;;59;46;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;0;2;0;0;0;;4;1;602
