BOR;AN;FI;RS;FI_EJ;ORG_A1;ORG_B1;ORG_C1;ORG_A2;ORG_B2;ORG_C2;ORG_A24;ORG_B24;ORG_C24;ORG_A3;ORG_B3;ORG_C3;ORG_A6;ORG_B6;ORG_C6;ORG_A7;ORG_B7;ORG_C7;ORG_A8;ORG_B8;ORG_C8;ORG_A10;ORG_B10;ORG_C10;ORG_A11;ORG_B11;ORG_C11;ORG_A17;ORG_A18;ORG_A19;ORG_A20;ORG_A21;ORG_A22;ORG_A23;ORG_A12;GCS_PM;GHT_PM;AUT_PM;GCS_PARA;GHT_PARA;AUT_PARA;GCS_ADMTECLOG;GHT_ADMTECLOG;AUT_ADMTECLOG
ORG;2020;750000184;UNITE DE DIALYSE AURA SITE PELLEPORT;940026677;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;0;;;;;;;;;;;;;;;;
ORG;2020;750000499;CH SAINTE ANNE;750062036;0;;;5;;;;;;;;;3;A;;;;;;;;23;;;;;;0;;;;;;;;0;0;7;0;0;0.43;6.17;0;9.63
ORG;2020;750000507;HOPITAL SAINTE MARIE PARIS;750058844;;;;;;;;;;;;;;;;;;;;;;1;A;;;;;0;;;;;;;;;;;;;;;;
ORG;2020;750000523;GH PARIS SITE SAINT JOSEPH;750150120;;;;;;;1;D;;;;;;;;1;D;;;;;;;;;;;0;;;;;;;;31.63;;;31;;4.5;17;;2.2
ORG;2020;750000549;HOPITAL FONDATION A DE ROTHSCHILD;750150229;;;;1;D;;;;;;;;;;;1;D;;;;;35;C;;;;;0;;;;;;;;;;;;;;;;
ORG;2020;750003378;CLINIQUE KORIAN CANAL DE L OURCQ;310021191;;;;;;;;;;;;;;;;;;;;;;15;C;D;;;;0;;;;;;;0.2;;;;;;;;;
ORG;2020;750009318;UNITE DE DIALYSE SITE AURA BICHAT;940026677;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;0;;;;;;;;;;;;;;;;
ORG;2020;750032229;HOPITAL MERE ENFANT DE L EST PARISIEN;750827933;;;;;;;;;;;;;;;;;;;;;;3;D;;;;;0;;;;;;;;;;;;;;;;
ORG;2020;750039448;CTRE ACCUEIL FAM THERAPEUTIQUE ENFANTS;750720914;;;;;;;;;;;;;;;;;;;;;;3;D;C;;;;1;1;PARIS PSYCHIATRIE ET NEUROSCIENCES;;;;;;;;;;;;;;
ORG;2020;750041543;HU PARIS NORD SITE BRETONNEAU APHP;750712184;;;;;;;;;;;;;;;;;;;;;;3;;;3;;;;;;;;;;0;;;0;;;0;;;0
ORG;2020;750042459;HAD CROIX SAINT SIMON;750712341;;;;1;D;;;;;;;;;;;;;;;;;;;;;;;1;1;94 EST;;;;;;;4.2;;;;;2;;
ORG;2020;750042830;SOINS DE SUITE FONDATION ROTHSCHILD;750710428;;;;;;;;;;;;;;;;;;;;;;3;C;D;;;;0;;;;;;;;;;;;;;;;
ORG;2020;750047128;CLINIQUE DU PARC DE BELLEVILLE;920030269;;;;;;;;;;;;;;;;;;;;;;20;C;D;;;;0;;;;;;;0.05;;;0.1;;;;;;
ORG;2020;750047318;CENTRE DIAVERUM PARIS SAINT MAUR;750831059;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;ILE DU NORD;ILE DE FRANCE SUD;;;;;;;;;;;;;
ORG;2020;750052037;FONDATION SAINT JEAN DE DIEU;750052037;;;;5;A;B;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;0;;;;;;;;;
ORG;2020;750055287;AURA PARIS PLAISANCE;940026677;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;0;;;;;;;;;;;;;;;;
ORG;2020;750057028;ETB SANTE MENTALE DE PARIS MGEN;750005068;;;;;;;;;;;;;;;;;;;;;;2;C;;;;;1;1;PARIS PSYCHIATRIE ET NEUROSCIENCES;;;;;0.1;;;;;;;;;
ORG;2020;750057267;UNITE EURODIALYSE;750057259;0;;;0;;;0;;;0;;;0;;;0;;;0;;;3;C;;0;;;0;;;;;;;0;0;0;0;0;0;0;0;0;0
ORG;2020;750100018;HU PARIS CENTRE SITE HOTEL DIEU APHP;750712184;;;;1;C;E;;;;;;;;;;;;;;;;17;C;D;;;;;;;;;;;2;1.5;;0.5;;;0.2;;;
ORG;2020;750100042;HU SAINT LOUIS SITE LARIBOISIERE APHP;750712184;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;0.5;;;;;;;;;
ORG;2020;750100166;HU PARIS CENTRE SITE COCHIN APHP;750712184;;;;3;C;D;;;;;;;;;;;;;;;;60;C;D;;;;0;;;;;;;2;;;1;;;0.5;;;
ORG;2020;750100208;HU NECKER ENFANTS MALADES APHP;750712184;;;;;;;;;;;;;;;;;;;;;;50;C;;;;;1;1;YVELINES NORD;YVELINES SUD;;;;0.3;;;5;;;3;;;2
ORG;2020;750100299;HU PARIS IDF SITE SAINTE PERINE APHP;750712184;;;;;;;;;;;;;;;;;;;;;;14;;;;;;;;;;;;;0.2;1;;;;;;;;
ORG;2020;750150013;HOPITAL PIERRE ROUQUES LES BLUETS;750811887;;;;1;C;;;;;;;;;;;;;;;;;13;D;;2;C;;0;;;;;;;;2.15;;0.1;1.84;;;1.75;;
ORG;2020;750150088;HOPITAL DES GARDIENS DE LA PAIX;750000515;;;;1;A;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;1;;;;;;;;;
ORG;2020;750150104;INSTITUT MUTUALISTE MONTSOURIS;750720476;;;;1;C;D;;;;;;;;;;1;D;;;;;11;C;;;;;0;;;;;;;0.4;0.5;;2.5;;;;1;;1
ORG;2020;750150146;HOPITAL LEOPOLD BELLAN;750720609;;;;1;D;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;
ORG;2020;750150237;HOPITAL DE LA CROIX SAINT SIMON;750006728;;;;2;D;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;3;13.01;;;24.66;;;9.57;;
ORG;2020;750150260;HOPITAL DES DIACONESSES;750006728;;;;;;;;;;;;;;;;1;D;;;;;1;C;;;;;0;;;;;;;0;0;;;0;;;0;;
ORG;2020;750150344;HOPITAL PRIVE COGNACQ JAY;750720468;0;;;0;;;0;;;0;;;0;;;0;;;0;;;1;C;;0;;;0;;;;;;;0;0;0;0;0;0;0;0;0;0
ORG;2020;750160012;CLCC INSTITUT CURIE;750813321;;;;;;;;;;;;;;;;1;D;A;;;;;;;;;;0;;;;;;;;;;;;;;;;
ORG;2020;750170102;HDJ INSTITUT PAUL SIVADON;750721391;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;PARIS PSYCHIATRIE ET NEUROSCIENCES;PSY SUD PARIS;;;;0;;;;;;;;;
ORG;2020;750170128;HOPITAL DE JOUR CENTRE SERGE LEBOVICI;750710428;;;;;;;;;;;;;;;;;;;;;;8;C;E;;;;0;;;;;;;0.01;;;0.01;;;0.01;;;
ORG;2020;750170243;HOPITAL DE JOUR GOMBAULT DARNAUD;750720922;;;;;;;;;;;;;1;B;;;;;;;;;;;;;;0;;;;;;;0;;;;;;;;;
ORG;2020;750170490;HDJ ENTRAIDE UNIVERSITAIRE;750719312;;;;;;;;;;;;;;;;;;;;;;3;C;;1;A;;1;1;93 EST;;;;;0.5;;;;;;;;;
ORG;2020;750300014;CLINIQUE MEDICO CHIRURGICALE DU LOUVRE;750000564;;;;1;A;;;;;;;;;;;;;;;;;14;C;D;2;;;0;;;;;;;;;;;0.1;;;0.1;;
ORG;2020;750300071;CLINIQUE GEOFFROY SAINT HILAIRE;750000598;;;;1;E;;;;;;;;;;;;;;;;;22;C;D;;;;0;;;;;;;;;;;;;;;;
ORG;2020;750300089;CLINIQUE DU SPORT;750000606;;;;1;D;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;
ORG;2020;750300097;INSTITUT ARTHUR VERNES;750813305;;;;;;;;;;;;;;;;;;;;;;4;;;;;;0;;;;;;;0.15;;;;;;;;;
ORG;2020;750300121;CLINIQUE SAINT JEAN DE DIEU;750063679;;;;;;;;;;;;;;;;2;D;;;;;34;C;E;;;;0;;;;;;;;;;;;;;;;
ORG;2020;750300154;CLINIQUE TURIN;750065971;;;;;;;;;;;;;;;;2;A;;;;;41;C;;;;;0;;;;;;;0.5;;;;;;;;;
ORG;2020;750300410;CLINIQUE JEANNE D ARC;750000770;;;;;;;;;;;;;;;;;;;;;;5;D;C;;;;0;;;;;;;0;;;;;;;;;
ORG;2020;750300493;CLINIQUE ARAGO;750000796;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;3;;;2;;;1;;;2
ORG;2020;750300550;CLINIQUE SAINTE GENEVIEVE;750000812;;;;;;;;;;;;;;;;1;A;B;;;;12;C;D;;;;0;;;;;;;;;;;;;;;;5
ORG;2020;750300592;CLINIQUE BLOMET;750000820;0;;;0;;;0;;;0;;;0;;;1;A;;0;;;0;;;0;;;0;;;;;;;0;0;0;0;0;0;0;0;0;0
ORG;2020;750300766;CLINIQUE BIZET;750056145;;;;;;;;;;;;;;;;1;A;;;;;5;C;;;;;0;;;;;;;;;;;;;;;;
ORG;2020;750300774;CLINIQUE JOUVENET;750000895;;;;;;;;;;;;;;;;1;A;;;;;12;D;C;;;;0;;;;;;;;0;;;0;;;0;;
ORG;2020;750300840;CLINIQUE DE LA MUETTE;750000903;;;;;;;;;;;;;;;;;;;;;;7;C;;;;;0;;;;;;;0;0;0;0;0;0;0;0;0;0
ORG;2020;750300857;CLINIQUE REMUSAT;750062218;;;;;;;;;;;;;;;;;;;;;;6;C;;;;;1;1;ILE DE FRANCE SUD;;;;;0;;;;;;;;;
ORG;2020;750300881;CLINIQUE CHIRURGICALE DU TROCADERO;750000937;;;;1;A;;;;;;;;;;;;;;;;;13;C;D;2;D;;0;;;;;;;0;;;;0.1;;;0.1;;
ORG;2020;750300915;CLINIQUE INTERNATIONALE PARC MONCEAU;750065963;;;;1;A;;;;;;;;;;;1;A;;;;;10;C;;;;;0;;;;;;;;;;;;;;;;
ORG;2020;750300931;CLINIQUE STE THERESE;750000978;;;;;;;;;;;;;;;;1;A;;;;;5;C;D;1;D;;0;;;;;;;0;;;;;;;;;
ORG;2020;750301137;CLINIQUE CHIRURG ALLERAY LABROUSTE;750001034;;;;1;B;;;;;;;;;;;;;;;;;23;C;;;;;0;;;;;;;0;;;;;;;;;
ORG;2020;750301160;CLINIQUE MAUSSINS NOLLET;750001067;;;;;;;;;;;;;;;;;;;;;;2;D;;;;;0;;;;;;;;;;;;;;;;
ORG;2020;750710782;CMP ADULTES FRANCOISE EUGENE MINKOWSKI;750001190;;;;;;;;;;;;;1;B;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;
ORG;2020;750719361;ASSOCIATION AURORE;750719361;;;;;;;;;;;;;;;;;;;;;;4;C;E;;;;0;;;;;;;;;;;;;;;;
ORG;2020;750801441;HU PARIS CENTRE SITE BROCA APHP;750712184;;;;;;;;;;;;;;;;;;;;;;11;;;1;;;0;;;;;;;0.2;;;1;;;1;;;
ORG;2020;750802985;ASSOCIATION RENE CAPITANT;750802985;;;;;;;;;;;;;;;;;;;;;;2;A;C;;;;0;;;;;;;;;;;;;;;;
ORG;2020;750803447;HU PARIS OUEST SITE G POMPIDOU APHP;750712184;;;;;;;;;;;;;;;;;;;;;;2;C;;;;;0;;;;;;;0.1;;;;;;;;;
ORG;2020;750814824;UNITE DIALYSE BUTTES CHAUMONT-ANDRA;920036407;;;;;;;;;;;;;;;;1;A;;;;;3;C;C;;;;0;;;;;;;0.5;;;;;;;;;0.5
ORG;2020;750826141;HOPITAL DE JOUR CENTRE ETIENNE MARCEL;750825960;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;0.1;;;;;;;;;
ORG;2020;750827214;CMP POPINCOURT;750815607;;;;;;;;;;1;G;;;;;;;;;;;1;A;;1;B;;0;;;;;;;;;;;;;;0.3;;
ORG;2020;750831067;CENTRE DIAVERUM PARIS MONT LOUIS;750831059;2;C;;;;;;;;;;;;;;;;;;;;6;D;;;;;1;2;ILE DU NORD;ILE DE FRANCE SUD;;;;;;;;;;;;;
ORG;2020;760000018;CH DIEPPE;760780023;;;;;;;;;;;;;1;B;;1;D;;;;;;;;;;;0;;;;;;;;;;;;;;;;
ORG;2020;760000026;HL SAINT-VALERY-EN-CAUX;760780031;;;;;;;;;;;;;;;;;;;;;;9;C;A;1;C;;1;1;CAUX MARITIME;;;;;;;0.66;;;0.46;;;0.29;
ORG;2020;760000034;HL GOURNAY-EN-BRAY;760780049;;;;;;;;;;;;;1;B;;;;;;;;4;C;;;;;;;;;;;;;;;;;;;;0.15;
ORG;2020;760000042;CH EU;760780056;0;;;0;;;0;;;0;;;0;;;0;;;0;;;9;C;A;0;;;;;;;;;;0;;0.33;;;1;;;2;
ORG;2020;760000059;CH NEUFCHATEL-EN-BRAY;760780064;;;;;;;;;;1;C;;1;B;;1;D;;1;A;;17;C;;1;A;;1;1;ROUEN COEUR DE SEINE;;;;;0.2;;;;8.58;;;2.47;0.1;
ORG;2020;760000133;CH HOPITAL PASTEUR VALLERY RADOT;760780213;;;;;;;;;;;;;;;;;;;;;;26;C;D;;;;0;;;;;;;0;;;0.05;;;;;0.15;
ORG;2020;760000141;HOPITAL SAINT JULIEN CHU ROUEN;760780239;;;;7;C;;;;;;;;1;D;;;;;6;C;;90;C;A;;;;;;;;;;;1;;0.68;;;;;;22.64;
ORG;2020;760000158;HOPITAL CHARLES NICOLLE CHU ROUEN;760780239;;;;7;C;;;;;;;;1;D;;;;;6;C;;90;C;A;;;;0;;;;;;;1;;1;;;;;;22.64;
ORG;2020;760000166;CRLCC HENRI BECQUEREL ROUEN;760780247;0;;;5;A;A;0;;;0;;;2;B;G;1;D;;0;;;120;;;0;;;1;1;NORMANDIE CENTRE;;;;;0.2;2.22;;2.42;0.71;;0.22;1.18;;3.87
ORG;2020;760000174;HL YVETOT;760780254;;;;2;A;;;;;;;;1;B;;;;;;;;;;;;;;;;;;;;;0.2;;;;;;;;0.2;
ORG;2020;760000182;CH DU BELVEDERE MONT-SAINT-AIGNAN;760780262;0;;;8;A;;0;;;0;;;1;B;;0;;;5;C;;68;C;;0;;;1;1;ROUEN COEUR DE SEINE;;;;;0.15;;;0.5;;;0.7;;;1
ORG;2020;760000190;CHS DU ROUVRAY SOTTEVILLE-LES-ROUEN;760780270;;;;2;C;;;;;;;;;;;;;;3;C;;278;A;B;;;;1;1;ROUEN COEUR DE SEINE;;;;;0.3;0.51;;0.2;1.5;;2.1;0.68;0.3;
ORG;2020;760000356;HOPITAL GUSTAVE FLAUBERT CH LE HAVRE;760780726;;;;3;B;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3;;;;;;;2;;
ORG;2020;760000364;CHI DU PAYS DES HAUTES FALAISES FECAMP;760780734;;;;1;C;;;;;3;B;A;;;;2;D;;;;;218;C;A;;;;;;;;;;;0.3;;0.05;;;;0.1;;0.65;0.6
ORG;2020;760000372;CH LILLEBONNE CHI CAUX VALLEE DE SEINE;760780742;;;;6;B;A;;;;;;;1;A;;2;D;;;;;57;A;C;;;;0;;;;;;;;1.1;0.08;0.5;1.9;;;3.7;0.35;8.45
ORG;2020;760000380;HL SAINT-ROMAIN-DE-COLBOSC;760780759;;;;2;B;A;;;;;;;;;;;;;;;;1;A;;;;;;;;;;;;;;0.05;;;;0.9;;0.2;
ORG;2020;760000463;CH LES FEUGRAIS CHI ELBEUF;760024042;;;;5;C;A;;;;1;D;;1;B;;1;D;;;;;;;;;;;;;;;;;;0.52;5.85;2.1;10.6;;;2.52;;3.73;1.55
ORG;2020;760000620;CENTRE SSR PA CH DARNETAL;760782227;1;A;A;0;;;0;;;0;;;1;B;B;0;;;1;C;D;1;C;C;0;;;;;;;;;;0.45;;0.3;;;0.2;;;0.15;
ORG;2020;760000802;CENTRE SSR PA CH SOTTEVILLE/ROUEN;760782425;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;ROUEN COEUR DE SEINE;;;;;0.1;;;;;;;;0.15;
ORG;2020;760017079;CENTRE DE REEDUCATION DE LA HEVE;760017038;3;C;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;
ORG;2020;760020529;HAD DU CEDRE;760000257;;;;;;;;;;;;;;;;;;;;;;314;C;;;;;0;;;;;;;;;;;;;;;;
ORG;2020;760021329;HOPITAL PRIVE DE L'ESTUAIRE;760000448;;;;;;;;;;1;B;;;;;1;A;;;;;4;C;D;;;;0;;;;;;;0.1;;;;;;;;;
ORG;2020;760023671;USLD ARCADIE BOUCICAUT CHU ROUEN;760780239;;;;7;C;;;;;;;;1;D;;;;;6;C;;90;C;A;;;;;;;;;;;;;0.68;;;;;;22.64;
ORG;2020;760025312;CLINIQUE MATHILDE ROUEN;760000315;;;;2;C;C;;;;;;;;;;;;;;;;45;C;D;;;;0;;;;;;;;;;;4.5;;;4.1;;
ORG;2020;760025668;UNITE AUTODIALYSE ASSISTEE ASS ANIDER;140000852;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;0;;;;;;;;;;;;;;;;
ORG;2020;760025908;UNITE AUTODIALYSE ASSISTEE ASS ANIDER;140000852;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;0;;;;;;;;;;;;;;;;
ORG;2020;760026088;UDM & UNITE AUTODIALYSE ASSISTEE;140000852;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;0;;;;;;;;;;;;;;;;
ORG;2020;760027292;CLINIQUE MEGIVAL;760027300;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;CAUX MARITIME;;;;;0.1;;;0;;;0;;;0
ORG;2020;760029017;CLINIQUE GUILLAUME;920030269;;;;1;;;;;;;;;;;;;;;;;;27;;;;;;0;;;;;;;1;;;;;;;;;
ORG;2020;760034637;SSR PETIT COLMOULINS;760000448;;;;;;;;;;;;;;;;;;;;;;4;C;;;;;0;;;;;;;;;;;;;;;;
ORG;2020;760035592;UNITE DIALYSE MEDICALISEE LE HAVRE;140000852;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;0;;;;;;;;;;;;;;;;
ORG;2020;760035709;HAD CAUX MARITIME;440052041;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;CAUX MARITIME;;;;;1;0;0;0;0;0;0;0;0;0
ORG;2020;760780130;SSR DU CAUX LITTORAL;760000091;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;CAUX MARITIME;;;;;1;;;;;;;;;
ORG;2020;760780205;CLINIQUE ST ANTOINE BOIS GUILLAUME;760000125;;;;;;;;;;;;;;;;2;A;B;;;;;;;;;;0;;;;;;;;;;;;;;;;
ORG;2020;760780288;HOPITAL PRIVE DE JOUR MGENASS;750005068;;;;;;;;;;;;;;;;;;;;;;3;C;C;;;;0;;;;;;;0.2;;;;;;;;;
ORG;2020;760780619;CLINIQUE SAINT-HILAIRE ROUEN;760000307;;;;4;C;;;;;;;;;;;1;D;;;;;1;D;;1;G;;0;;;;;;;0.2;;;;0.2;;;;;
ORG;2020;760780668;CLINIQUE HEMERA PAYS DE CAUX;760000331;;;;;;;;;;;;;;;;;;;;;;;;;1;C;E;0;;;;;;;;;;;;;0.04;;;0.08
ORG;2020;760780676;RESIDENCE CLINIQUE DU CHATEAU BLANC;750034589;15;C;D;;;;;;;1;A;;;;;3;G;;;;;22;A;C;1;C;;0;;;;;;;;;;;;;;;;
ORG;2020;760780692;CMPR LES HERBIERS BOIS GUILLAUME;760025734;;;;;;;;;;;;;;;;;;;;;;1;A;E;;;;1;1;ROUEN COEUR DE SEINE;;;;;;;;;;;;;;
ORG;2020;760780783;CLINIQUE TOUS VENTS LILLEBONNE;760000406;;;;;;;;;;;;;;;;1;A;;;;;10;C;A;;;;0;;;;;;;0;;;;;;;;;
ORG;2020;760780791;CLINIQUE LES ORMEAUX-VAUBAN LE HAVRE;760000414;;;;;;;;;;;;;;;;;;;;;;17;C;;;;;0;;;;;;;0;0;0;0;0;0;0;0;0;0
ORG;2020;760780825;CLINIQUE DE L'ABBAYE FECAMP;760000430;;;;1;C;;;;;;;;;;;;;;;;;27;C;A;;;;0;;;;;;;0.2;;;;;;;;;
ORG;2020;760780981;CENTRE DE CONVALESCENCE LES JONQUILLES;760027342;;;;;;;;;;;;;;;;;;;;;;34;C;A;11;A;C;0;;;;;;;0.2;;;0.27;;;0.4;;;6.17
ORG;2020;760781054;CENTRE SSR ASS LADAPT HAUTE NORMANDIE;930019484;;;;;;;;;;;;;;;;;;;;;;3;C;E;;;;0;;;;;;;0;;;0.37;;;;;;
ORG;2020;760783159;CLINIQUE DES ESSARTS GRAND COURONNE;760000851;;;;;;;;;;;;;;;;;;;;;;25;;;;;;0;;;;;;;;;;;;;;;;
ORG;2020;760783522;HOPITAL DE BOIS-GUILLAUME CHU ROUEN;760780239;;;;7;C;;;;;;;;1;D;;;;;6;C;;90;C;A;;;;0;;;;;;;1;;0.68;;;;;;22.64;
ORG;2020;760783530;HOPITAL DE OISSEL CHU ROUEN;760780239;;;;7;C;;;;;;;;1;D;;;;;6;C;;90;C;A;;;;0;;;;;;;1;;0.68;;;;;;22.64;
ORG;2020;760805770;HOPITAL JACQUES MONOD CH LE HAVRE;760780726;;;;1;D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.8;;;8.1;;;2.5;;
ORG;2020;760917773;UNITE AUTODIALYSE ASSISTEE ASS ANIDER;140000852;;;;;;;;;;;;;;;;;;;;;;4;C;;;;;0;;;;;;;;;;;;;;;;
ORG;2020;760920603;CTRE DE CONVALESCENCE DE LA ROSERAIE;760920587;0;;;0;;;0;;;0;;;0;;;0;;;0;;;1;C;;1;A;B;0;;;;;;;0.1;0;0;0.26;0;0;0.4;0;0;7.75
ORG;2020;760920918;CENTRE DE REEDUCATION MERIDIENNE ROUEN;760000273;;;;;;;;;;;;;;;;2;A;B;;;;;;;;;;0;;;;;;;;;;;;;;;;
ORG;2020;760921809;CLINIQUE DE L'EUROPE ROUEN;760000273;;;;;;;;;;;;;;;;2;A;B;;;;;;;;;;0;;;;;;;;;;;;;;;;
ORG;2020;770000149;CH DE FONTAINEBLEAU;770021152;;;;1;C;;;;;;;;;;;1;D;;1;C;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2020;770000156;CH DE MELUN SITE SANTEPOLE;770110054;1;A;;1;C;;;;;1;D;;;;;;;;1;C;;;;;;;;0;;;;;;;0;11.2;;9.3;0;0;0;0;0;0
ORG;2020;770000164;CH SUD SEINE ET MARNE SITE MONTEREAU;770021152;;;;;;;;;;;;;1;D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2020;770000172;CH DE PROVINS LEON BINET;770110070;;;;;;;;;;2;C;A;;;;1;D;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2020;770000180;CH DE BRIE COMTE ROBERT;770110054;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;0.24;;;;;;
ORG;2020;770000214;CH DE NEMOURS;770021152;;;;2;C;C;;;;;;;;;;1;D;;1;C;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2020;770000420;CTR READAPT FONCT ELLEN POIDATZ;770700029;;;;2;A;;;;;;;;;;;;;;;;;1;C;;;;;0;;;;;;;;0.36;;0.03;;;;;;
ORG;2020;770000446;CH DE MEAUX SITE SAINT FARON;770021145;;;;;;;;;;;;;;;;1;D;;;;;;;;1;A;;;;;;;;;;;;;;;;;;
ORG;2020;770001873;UNITE D AUTODIALYSE PONTAULT COMBAULT;940000060;;;;;;;;;;;;;;;;;;;;;;1;D;;;;;0;;;;;;;0.01;;;;;;;;;
ORG;2020;770003788;CTRE RADIOTHERAPIE SEINE ET MARNE ACT;770003739;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;3;;;;;
ORG;2020;770006138;CLINIQUE PSYCHIATRIQUE PAYS DE SEINE;770020113;;;;;;;;;;;;;;;;;;;;;;16;C;;;;;0;;;;;;;0.2;;;;;;;;;
ORG;2020;770016087;CENTRE DIALYSE DIAVERUM MONTEREAU;770016137;;;;;;;;;;;;;;;;1;;;;;;;;;;;;0;;;;;;;2;;;;;;;;;
ORG;2020;770016160;UNITE AUTODIALYSE AURA SANTEPOLE;940026677;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;0;;;;;;;;;;;;;;;;
ORG;2020;770016475;HAD CENTRE 77 COULOMMIERS;770014207;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;77 NORD;;;;;0;;;;;;;;;
ORG;2020;770016491;CLINIQUE SOLIS DE MONTEVRAIN;770016483;;;;;;;;;;;;;;;;1;A;B;;;;;;;;;;0;;;;;;;;;;;;;;;;
ORG;2020;770019032;GHEF MARNE LA VALLEE SITE JOSSIGNY;770021145;;;;;;;;;;;;;;;;1;D;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2020;770020477;HOP FORCILLES FONDATION COGNACQ JAY;750720468;;;;;;;;;;;;;;;;1;;;;;;;;;;;;0;;;;;;;;;;;;;;;;
ORG;2020;770020949;INSTITUT CANCEROLOGIE SEINE ET MARNE;770015030;;;;;;;;;;;;;;;;;;;;;;;;;1;A;;1;1;77 NORD;;;;;0;;;;;;;;;
ORG;2020;770021186;GCS HAD REGION DE MELUN - ACTIVITE;770021160;;;;;;;;;;;;;;;;;;;;;;8;C;D;;;;0;;;;;;;0.13;;;;;;;;;
ORG;2020;770021251;HAD NORD SEINE ET MARNE;440052041;;;;1;D;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;0.1;1;;;1;;;;;
ORG;2020;770022473;USLD CMPA NEUFMOUTIERS;750720575;;;;;;;;;;;;;;;;;;;;;;5;D;;;;;1;1;77 NORD;;;;;;;;;;;;;;
ORG;2020;770023026;ANNEXE ORGEMONT LRS EX OQN;750814030;;;;1;C;A;;;;;;;;;;;;;;;;1;A;C;;;;0;;;;;;;0.5;;;;;;;;;
ORG;2020;770023034;ANNEXE ORGEMONT LRS DAF;750814030;;;;1;C;A;;;;;;;;;;;;;;;;1;A;C;;;;0;;;;;;;0.5;;;;;;;;;
ORG;2020;770023042;ANNEXE COULOMMIERS LRS DAF;750814030;;;;1;C;A;;;;;;;;;;;;;;;;1;A;C;;;;0;;;;;;;0.5;;;;;;;;;
ORG;2020;770023059;ANNEXE SSR ORGEMONT LNA 8;440056455;;;;1;C;D;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;0;;;;;;;;;
ORG;2020;770150027;CMPA NEUFMOUTIERS;750720575;;;;;;;;;;;;;;;;;;;;;;14;D;;;;;1;1;77 NORD;;;;;;;;;;;;;;
ORG;2020;770300135;CLINIQUE MEDICO CHIRURG LES FONTAINES;770000289;;;;;;;;;;;;;;;;3;A;D;;;;;;;1;D;;0;;;;;;;0.3;;;;;;;;;2
ORG;2020;770300143;CLINIQUE SAINT JEAN L ERMITAGE;770000362;;;;3;A;B;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;0.25;;;;;;;;;
ORG;2020;770300192;CLINIQUE SAINT BRICE;770000313;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;0;;;;;;;;;;;;;;;;
ORG;2020;770300218;INSTITUT MEDICAL DE SERRIS;440052041;;;;1;D;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;0.1;;;;;;;;;
ORG;2020;770300259;CLINIQUE LES TROIS SOLEILS;770000347;;;;2;C;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0.1;;;2.8;;;0.5;;
ORG;2020;770420024;ESSR LE PRIEURE;930027347;;;;;;;;;;;;;;;;;;;;;;1;D;;;;;0;;;;;;;;;;;;;;;;
ORG;2020;770700011;CENTRE DE READAPTATION DE COUBERT;930027347;;;;;;;;;;;;;;;;;;;;;;134;C;;;;;0;;;;;;;;;;;;;;;;
