BOR;AN;FI;RS;FI_EJ;DIS;PART;NB_SECT;NB_DIF;INT;CAP_HTP;CAP_PFT;CAP_AAT;CAP_ACP;CAP_CCU;CAP_HAD;JLI_HTP;CAP_HDJ;CAP_HDN;NB_AT;SEJ_HTP;JOU_HTP;JOU_PFT;JOU_AAT;JOU_ACP;JOU_CCU;JOU_HAD;JOU_ST;VEN_HDJ;VEN_HDN;VEN_AT;NB_CMP_SEUL_PA;NB_CMP_SEUL_PL;NB_CONSULT_SEUL;NB_CATTP;ACT_CMP_SEUL;ACT_CONSULT_SEUL;ACT_CATTP;ACT_AD;ACT_EMS;ACT_UHS;ACT_EME;FIL_TOT;FIL_AMB;FIL_TPL;FIL_PLA;EFFPL_PKT;EFFPA_PKT;ETP_PKT;EFFPL_MED;EFFPA_MED;ETP_MED;GAR_SEN;AST_SEN;EFFPL_PNM;EFFPA_PNM;ETP_PNM;ETP_INF;ETP_AID;ETP_PSY;ETP_ASS;ETP_REE;ETP_EDU;HPLEFFPL_PKT;HPLEFFPA_PKT;HPLETP_PKT;HPLEFFPL_MED;HPLEFFPA_MED;HPLETP_MED;HPLEFFPL_PNM;HPLEFFPA_PNM;HPLETP_PNM;HPLETP_INF;HPLETP_AID;HPLETP_PSY;HPLETP_ASS;HPLETP_REE;HPLETP_EDU
PSY;2020;770000214;CH DE NEMOURS;770021152;INF;;1;;;;;;;;;;28;;;0;0;0;;;;;0;2588;;;;3;1;2;9320;172;3419;0;2;162;2;1349;1241;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2020;770000214;;770021152;TOT;1;;3;0;55;5;;;;;20130;43;;;617;20014;1521;;;;;0;3615;;;;6;2;5;22847;703;4966;73;631;1838;2;4261;3697;445;;;;;;1;0.3;;;114;19;127.03;70.53;20.54;19.27;;6.21;8.47;;;;;;;66;6;68.75;41.83;18.54;4.92;;0.46;1
PSY;2020;770000446;CH DE MEAUX SITE SAINT FARON;770021145;GEN;;3;;;82;7;;;;6;30012;31;10;2;1022;29919;2040;;;;984;;2517;;;;3;1;2;19058;421;6;830;20;11;0;2392;1701;664;15;25;7;26.58;;;;;;131;12;136.74;92.68;33.56;7.18;;0.7;2.62;;;;;;;86;7;88.38;52.19;32.89;1.97;;0;1.33
PSY;2020;770000446;CH DE MEAUX SITE SAINT FARON;770021145;INF;;1;;;;;;;;;;18;;1;;;;;;;;;1943;;;2;6;2;1;16293;9;;26;8;61;1;1599;1578;;;2;1;3.07;;;;;;38;21;46.32;5.63;2;18.12;;11.43;9.13;;;;;;;;;;;;;;;
PSY;2020;770000446;CH DE MEAUX SITE SAINT FARON;770021145;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2020;770000446;;770021145;TOT;1;;1;1;82;7;;;;6;30012;49;10;3;1022;29919;2040;;;;984;;4460;;;2;9;3;3;35351;430;6;856;28;72;1;3991;3279;664;15;27;7;30.65;;;;;;169;33;183.06;98.31;35.56;25.3;;12.13;11.75;;;;;;;86;7;88.38;52.19;32.89;1.97;;0;1.33
PSY;2020;770006138;CLINIQUE PSYCHIATRIQUE PAYS DE SEINE;770020113;GEN;;;;;106;;;;;;38690;29;;;808;36185;;;;;;;6673;;;;;;;;;;;;;;665;0;665;;4;1;5;62;12;74;0;0;72;13;;39;21;7.5;;1;4;4;0;4;;;;;;;;;;;;
PSY;2020;770006138;CLINIQUE PSYCHIATRIQUE PAYS DE SEINE;770020113;INF;;;;;14;;;;;;5110;;;;112;4532;;;;;;;0;;;;;;;;;;;;;;84;;84;;1;1;2;14;2;16;0;0;;;;;;;;;;1;1;2;;;;;;;;;;;;
PSY;2020;770006138;;770020113;TOT;0;;;0;120;;;;;;43800;29;;;920;40717;;;;;;;6673;;;;;;;;;;;;;;749;0;749;;5;2;7;76;14;90;;;72;13;;39;21;7.5;;1;4;5;1;6;;;;;;;;;;;;
PSY;2020;770019032;GHEF MARNE LA VALLEE SITE JOSSIGNY;770021145;GEN;;4;;;115;;4;;;;42090;60;;;2329;39468;;1172;;;;;10815;;;;4;;;33043;3939;1;750;111;3636;;7170;5761;1229;26;23;1;21.51;10;;;0;0;159;16;169.51;124.77;29.82;9.5;;0;5.42;;;;;;;97;12;103.82;69.82;26.82;4;;0;3.18
PSY;2020;770019032;GHEF MARNE LA VALLEE SITE JOSSIGNY;770021145;INF;;1;;;;;;;;;;40;;3;;;;;;;;;4306;;;1;8;3;3;31282;1319;4668;5674;1215;2043;1004;2448;2386;;;15;5;17.02;1;1;1.1;0;0;72;15;77.81;15.11;0.48;20.41;;17.78;24.03;;;;;;;;;;;;;;;
PSY;2020;770019032;;770021145;TOT;1;;;0;115;;4;;;;42090;100;;3;2329;39468;;1172;;;;;15121;;;1;12;3;3;64325;5258;4669;6424;1326;5679;1004;9618;8147;1229;26;38;6;38.53;11;1;1.1;;;231;31;247.32;139.88;30.3;29.91;;17.78;29.45;;;;;;;97;12;103.82;69.82;26.82;4;;0;3.18
PSY;2020;770150027;CMPA NEUFMOUTIERS;750720575;INF;;;;;48;;;;;;16044;17;;;418;7873;;;;;;;2595;;;;1;1;1;734;167;511;2152;;168;350;479;286;111;0;3;2;3.74;;;;1;1;56;8;60.38;44.84;1;10.21;;2.32;2.01;2;1;1.83;;;;51;8;48.47;39.27;1;5.75;;1.25;1.2
PSY;2020;770150027;;750720575;TOT;0;;;0;48;;;;;;16044;17;;;418;7873;;;;;;;2595;;;;1;1;1;734;167;511;2152;;168;350;479;286;111;0;3;2;3.74;;;;;;56;8;60.38;44.84;1;10.21;;2.32;2.01;2;1;1.83;;;;51;8;48.47;39.27;1;5.75;;1.25;1.2
PSY;2020;770310019;CLINIQUE DU CHATEAU DE PERREUSE;770000370;GEN;;;;;108;;;;;;39528;;;;801;36150;0;0;0;0;;;;;;;;;;;;;;;;;667;0;667;0;0;4;;;1;;;;40;12;49.57;20.37;11.05;1.3;;0.71;1.62;;;;;;;;;;;;;;;
PSY;2020;770310019;;770000370;TOT;0;;;0;108;;;;;;39528;;;;801;36150;0;0;0;0;;;;;;;;;;;;;;;;;667;;667;;0;4;;;1;;;;40;12;49.57;20.37;11.05;1.3;;0.71;1.62;;;;;;;;;;;;;;;
PSY;2020;770310027;CLINIQUE PSYCHIATRIQ DE L ANGE GARDIEN;770000388;GEN;;;;;0;;;;;;3922;;;;71;3786;;;;;;;;;;;;;;;;;;;;;171;;;;5;;;;1;;;;46;7;16.12;7.33;3.84;0.45;;0;0.7;;;;;;;;;;;;;;;
PSY;2020;770310027;;770000388;TOT;0;;;0;0;;;;;;3922;;;;71;3786;;;;;;;;;;;;;;;;;;;;;171;;;;5;;;;1;;;;46;7;16.12;7.33;3.84;0.45;;0;0.7;;;;;;;;;;;;;;;
PSY;2020;770510055;MAISON HOSPITALIERE CHANTEMERLE;750719270;GEN;;1;;;0;;;55;;;0;;;;0;0;;;17668;;;;;;;;;;;;;;;;;;299;;;;2;1;;;1;;0;1;14;4;17.94;11.08;4.07;1.07;;1.14;0.58;2;1;;;1;;14;4;;;;;;;
PSY;2020;770510055;;750719270;TOT;1;;;0;0;;;55;;;0;;;;0;0;;;17668;;;;;;;;;;;;;;;;;;239;;;;2;1;;;1;;;;14;4;17.94;11.08;4.07;1.07;;1.14;0.58;2;1;;;1;;14;4;;;;;;;
PSY;2020;780000287;CH FRANCOIS QUESNAY MANTES;780110011;GEN;;2;;;50;;;;6;;18250;25;;1;941;17980;;;;1504;;;5354;;;;2;;1;9486;;1640;;;;;2032;;;;8;3;9.3;1;;0.3;;;93;13;101.61;56.79;22.34;8.23;;0.78;2.87;6;2;5.45;1;;0.3;48;7;52.84;21.78;18.64;2.58;;0.78;1.72
PSY;2020;780000287;CH FRANCOIS QUESNAY MANTES;780110011;INF;;1;;;;;;;;;;10;;;;;;;;;;;1436;;;;1;;0;;;;;;;;25;;;;2;2;0.9;;1;0.3;;;25;12;30.42;4.57;3.16;9.78;;3.04;6.28;;;;;;;;;;;;;;;
PSY;2020;780000287;CH FRANCOIS QUESNAY MANTES;780110011;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;0.5;;2;0.45;;;4;3;4.37;3.41;;0.76;;;;;;;;;;;;;;;;;;
PSY;2020;780000287;;780110011;TOT;1;;5;1;50;;;;6;;18250;35;;1;941;17980;;;;1504;;;6790;;;;3;;1;9486;;1640;;;;;2057;;;;11;5;10.7;1;3;1.05;;;122;28;136.4;64.77;25.5;18.77;;3.82;9.15;6;2;5.45;1;;0.3;48;7;52.84;21.78;18.64;2.58;;0.78;1.72
PSY;2020;780000303;CENTRE HOSPITALIER DE PLAISIR;780024113;GEN;;;;;;;;;;;;10;;;;;;;;;;;932;;;;;;;;;;;;;;101;;;;0;0;0;1;3;2.7;;;12;8;14.67;5.21;3.92;2.79;;1.75;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0
PSY;2020;780000303;;780024113;TOT;0;;;0;;;;;;;;10;;;;;;;;;;;932;;;;;;;;;;;;;;101;;;;0;0;0;1;3;2.7;;;12;8;14.67;5.21;3.92;2.79;;1.75;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0
PSY;2020;780000311;CHI POISSY ST GERMAIN SITE DE POISSY;780001236;GEN;;2;;;46;3;7;;;;16836;33;0;1;458;7193;693;2562;;;;74;3511;;1323;1;2;4;2;17654;4489;1323;1082;107;2812;;2956;2465;390;6;8;3;9.55;;;;1;0;90;23;109.95;56.61;12.38;7.92;;;;;;;;;;60;7;73.75;32.23;12.38;2;;;
PSY;2020;780000311;CHI POISSY ST GERMAIN SITE DE POISSY;780001236;INF;;1;;;;;;;;;;20;;2;;;;;;;;;1221;;1461;1;3;1;3;23143;0;957;115;;;764;1683;1683;;;4;1;5.02;;;;0;0;33;10;40.58;12.69;0.93;8.2;;6.76;5.1;;;;;;;;;;;;;;;
PSY;2020;780000311;CHI POISSY ST GERMAIN SITE DE POISSY;780001236;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0.4;;4;1.61;;;5;4;9.36;5.38;0.8;0.98;;;;;;;;;;;;;;;;;;
PSY;2020;780000311;;780001236;TOT;1;;5;0;46;3;7;;;;16836;53;0;3;458;7193;693;2562;;;;74;4732;;2784;2;5;5;5;40797;4489;2280;1197;107;2812;764;4639;4148;390;6;12;5;14.97;;4;1.61;;;128;37;159.89;74.68;14.11;17.1;;6.76;5.1;;;;;;;60;7;73.75;32.23;12.38;2;;;
PSY;2020;780000337;CHI POISSY ST GERMAIN SITE ST GERMAIN;780001236;GEN;;1;;;28;0;2;;;;10248;25;0;;764;9086;0;549;;;;52;6085;;;0;1;1;1;9715;3009;689;1189;;688;;1391;767;597;;7;4;8.03;;;;1;0;60;9;69.02;32.47;13.62;5.72;;1;;;;;;;;45;4;49.9;23.03;12.74;1.72;;;
PSY;2020;780000337;;780001236;TOT;1;;1;0;28;0;2;;;;10248;25;0;;764;9086;0;549;;;;52;6085;;;0;1;1;1;9715;3009;689;1189;;688;;1391;767;597;;7;4;8.03;;;;;;60;9;69.02;32.47;13.62;5.72;;1;;;;;;;;45;4;49.9;23.03;12.74;1.72;;;
PSY;2020;780000402;CHS JEAN MARTIN CHARCOT;780024113;GEN;;5;;;133;;6;;;;46678;71;5;;1055;39469;;1734;;;;0;8727;0;;;8;7;5;64993;17546;2682;2110;187;5056;20;6606;6387;219;9;40;20;53.4;2;1;0.76;;;286;40;294.69;191.33;42.71;31.29;;8.91;18.21;0;0;0;0;0;0;0;0;0;0;0;0;;0;0
PSY;2020;780000402;CHS JEAN MARTIN CHARCOT;780024113;INF;;2;;;;;;;;;;79;;;;;;;;;;0;7711;;;;5;1;4;28545;4057;2539;863;17;4;182;2037;2034;0;0;5;10;12.66;0;1;0.6;;;78;27;94.1;46.29;2.19;17.14;;14.93;12.55;0;0;0;0;0;0;0;0;0;0;0;0;;0;0
PSY;2020;780000402;CHS JEAN MARTIN CHARCOT;780024113;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;0;;98;7276;;;;1654;1654;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0
PSY;2020;780000402;;780024113;TOT;1;;17;1;133;;6;;;;46678;150;5;;1055;39469;;1734;;;;0;16438;0;;;14;8;10;93538;21603;5319;10249;204;5060;202;11218;9965;219;9;45;30;66.06;2;2;1.36;;;364;67;388.79;237.62;44.9;48.43;;23.84;30.76;0;0;0;0;0;0;0;0;0;0;0;0;;0;0
PSY;2020;780000410;CHS THEOPHILE ROUSSEL;780140059;GEN;;3;;;66;;;8;;;27084;40;1;;616;22430;;;2069;;;0;3680;16;;0;4;10;1;31859;2728;2014;797;189;15;2;2827;2315;415;9;19;7;17.26;4;3;2.28;1;0;161;63;154.13;83.72;21.6;8.94;;6.1;6.98;10;1;4.64;;;;103;46;99.53;49.31;21.6;2.14;;2.96;4.83
PSY;2020;780000410;CHS THEOPHILE ROUSSEL;780140059;INF;;1;;;27;;;;;;6158;42;1;;183;4164;;;;;;0;2834;0;;1;3;7;0;15423;1421;0;51;9;4;987;1337;1172;113;0;13;2;7.9;1;;1;1;0;101;38;106.59;37.44;10.49;11.14;;7.86;24.2;5;;1.56;;;;54;18;51.83;24.31;10.49;1.08;;0.98;6.8
PSY;2020;780000410;CHS THEOPHILE ROUSSEL;780140059;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2020;780000410;;780140059;TOT;1;;2;0;93;;;8;;;33242;82;2;;799;26594;;;2069;;;0;6514;16;;1;7;17;1;47282;4149;2014;850;198;19;989;4126;3449;528;9;32;9;25.16;5;3;3.28;;;262;101;260.72;121.16;32.09;20.08;;13.96;31.18;15;1;6.2;;;;157;64;151.36;73.62;32.09;3.22;;3.94;11.63
PSY;2020;780000428;CHI MEULAN (SITE DE BECHEVILLE);780002697;GEN;;2;;;70;;;;;;25620;15;0;;575;21167;;;;;;;2528;;;1;3;2;1;14796;155;334;;;;;2400;1995;405;23;2;;3.63;;;;;;36;2;36.27;17.81;12.03;1.49;;;0.9;13;1;9.54;;;;68;3;67.3;35.52;17.85;;;;1.95
PSY;2020;780000428;CHI MEULAN (SITE DE BECHEVILLE);780002697;INF;;1;;;9;;;;;;3294;15;0;;76;1950;;;;;;;1395;;;1;2;0;1;6436;;891;;;;;709;499;210;0;1;2;5.45;;;;;;19;9;22.88;3.5;;5.38;;4.26;3.79;1;1;1.42;;;;19;2;20.02;15.21;;0.99;;0.6;1.89
PSY;2020;780000428;;780002697;TOT;1;;0;0;79;;;;;;28914;30;0;;651;23117;;;;;;;3923;;;2;5;2;2;21232;155;1225;;;;;3109;2494;615;23;3;2;9.08;;;;;;55;11;59.15;21.31;12.03;6.87;;4.26;4.69;14;2;10.96;;;;87;5;87.32;50.73;17.85;0.99;;0.6;3.84
PSY;2020;780009528;ASOIMEEP;780009528;INF;;;;;;;;;;;;21;;;;;;;;;;;4379;;;;;;;;;;;;;;36;;;;;2;0.79;;;;0;0;14;7;;2.55;1;0.97;;1.21;11.14;;;;;;;;;;;;;;;
PSY;2020;780009528;;780009528;TOT;0;;;0;;;;;;;;21;;;;;;;;;;;4379;;;;;;;;;;;;;;36;;;;;2;0.79;;;;;;14;7;;2.55;1;0.97;;1.21;11.14;;;;;;;;;;;;;;;
PSY;2020;780020111;ARISSE;780020111;INF;;;;;;;;;;;;40;;;;;;;;;;;4614;;;;1;;;6069;;;;;;;472;427;;;;2;1.25;;;;0;0;17;20;26.16;0.87;0;6.95;;3.83;14.51;;;;;;;;;;;;;;;
PSY;2020;780020111;;780020111;TOT;0;;;0;;;;;;;;40;;;;;;;;;;;4614;;;;1;;;6069;;;;;;;472;427;;;;2;1.25;;;;;;17;20;26.16;0.87;0;6.95;;3.83;14.51;;;;;;;;;;;;;;;
PSY;2020;780023909;HDJ CTRE AUBERGENVILLOIS PSY AMBUL;780025441;GEN;;;;;;;;;;;;20;;;;;;;;;;;2263;;;;;;;;;;;;;;62;;;;;2;0.6;;;;;;4;2;5;4;;1;;;;;;;;;;;;;;;;;;
PSY;2020;780023909;;780025441;TOT;0;;;0;;;;;;;;20;;;;;;;;;;;2263;;;;;;;;;;;;;;62;;;;;2;0.6;;;;;;4;2;5;4;;1;;;;;;;;;;;;;;;;;;
PSY;2020;780140018;INSTITUT MARCEL RIVIERE;750005068;GEN;;1;;;140;;;;;;51240;36;;;83;37112;;;;;;;3815;;;;1;1;;8340;1463;;217;4;;;1358;715;576;;16;10;19.56;;4;0.94;1;1;165;58;176.35;89.75;34.12;10.17;;11.55;19.7;;;;;;;;;;;;;;;
PSY;2020;780140018;INSTITUT MARCEL RIVIERE;750005068;INF;;1;;;;;;;20;;7320;9;;;;;;;;5664;;;126;;;;1;1;;270;268;;;;;;202;64;135;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2020;780140018;;750005068;TOT;1;;5;0;140;;;;20;;58560;45;;;83;37112;;;;5664;;;3941;;;;2;2;;8610;1731;;217;4;;;1538;771;650;;16;10;19.56;;4;0.94;;;165;58;176.35;89.75;34.12;10.17;;11.55;19.7;;;;;;;;;;;;;;;
PSY;2020;780140042;CLINIQUE D YVELINES;780017455;GEN;;;;;133;;;;12;;48678;12;;;1324;46979;;;;4767;;;1446;;;;;;;;;;;;;;1435;;1435;;;25;;;;;0;0;;;61.31;34.66;20.02;3.68;;1.3;1.65;;;;;;;;;;;;;;;
PSY;2020;780140042;;780017455;TOT;0;;;0;133;;;;12;;48678;12;;;1324;46979;;;;4767;;;1446;;;;;;;;;;;;;;1435;;1435;;;25;;;;;;;;;61.31;34.66;20.02;3.68;;1.3;1.65;;;;;;;;;;;;;;;
PSY;2020;780140075;CENTRE POST CURE GILBERT RABY;750721391;GEN;;;;;50;0;0;0;0;0;17730;5;0;0;444;13701;0;0;0;0;;;1015;;;0;0;0;0;0;0;0;0;0;0;0;454;10;444;0;1;2;1.18;0;6;2.39;0;0;33;22;30.57;18.69;0.16;2.01;;0.51;1.97;1;2;1.11;0;6;2.13;31;19;28.14;17.94;0.16;1.17;;0.41;1.69
PSY;2020;780140075;;750721391;TOT;0;;;0;50;0;0;0;0;0;17730;5;0;0;444;13701;0;0;0;0;;;1015;;;0;0;0;0;0;0;0;0;0;0;0;454;10;44;;1;2;1.18;;6;2.39;;;33;22;30.57;18.69;0.16;2.01;;0.51;1.97;1;2;1.11;;6;2.13;31;19;28.14;17.94;0.16;1.17;;0.41;1.69
PSY;2020;780170056;HDJ L ENVOL;780825097;INF;;;;;0;0;;;0;0;0;32;0;0;;;;;;;;;3952;;;;;;;;;;;;;;36;;;;;1;0.17;;1;0.3;0;0;12;12;18.89;0.75;0;1.79;;1.3;9;;;;;;;;;;;;;;;
PSY;2020;780170056;;780825097;TOT;0;;;0;0;0;;;0;0;0;32;0;0;;;;;;;;;3952;;;;;;;;;;;;;;36;;;;;1;0.17;;1;0.3;;;12;12;18.89;0.75;0;1.79;;1.3;9;;;;;;;;;;;;;;;
PSY;2020;780310025;CLINIQUE VILLA DES PAGES;920030269;GEN;;;;;59;;;;;;16104;5;;;598;16286;;;;;;;1637;;;;;;;;;;;;;;497;;497;;2;9;2.13;6;2;4.85;1;1;86;25;80.36;28.87;11.29;3.02;;5.92;1.42;2;9;2.13;6;2;4.85;86;25;80.36;28.37;11.29;3.02;;1.56;1.42
PSY;2020;780310025;CLINIQUE VILLA DES PAGES;920030269;INF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2020;780310025;;920030269;TOT;0;;;0;59;;;;;;16104;5;;;598;16286;;;;;;;1637;;;;;;;;;;;;;;497;;497;;2;9;2.13;6;2;4.85;;;86;25;80.36;28.87;11.29;3.02;;5.92;1.42;2;9;2.13;6;2;4.85;86;25;80.36;28.37;11.29;3.02;;1.56;1.42
PSY;2020;780800256;CH DE VERSAILLES SITE ANDRE MIGNOT;780110078;GEN;;1;;;45;;;;;;16470;8;;;621;10304;;;;;;;1497;;;;1;1;;12609;2271;;644;42;5220;0;4735;3945;731;1;18;7;15.74;;;;1;1;89;24;107.59;55.3;28.36;7.18;;0.8;;;;;;;;;;;;;;;;
PSY;2020;780800256;CH DE VERSAILLES SITE ANDRE MIGNOT;780110078;INF;;1;;;;;;;;;;8;;;;;;;;;;;198;;;;2;3;1;11025;2218;1268;8;14;1547;33;1493;1450;;;7;8;10.83;;;;0;0;26;37;46.54;12.43;0.08;14.03;;8.24;5.57;;;;;;;;;;;;;;;
PSY;2020;780800256;CH DE VERSAILLES SITE ANDRE MIGNOT;780110078;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2020;780800256;;780110078;TOT;1;;11;1;45;;;;;;16470;16;;;621;10304;;;;;;;1695;;;;3;4;1;23634;4489;1268;652;56;6767;33;6152;5332;731;1;25;15;26.77;;;;;;115;61;154.13;67.73;28.44;21.21;;9.04;5.57;;;;;;;;;;;;;;;
PSY;2020;790000087;CENTRE HOSPITALIER DE NIORT;790000012;GEN;;3;;;165;6;8;0;10;0;60390;51;7;;1131;53164;1098;2167;;2830;;;5038;1;;;2;11;2;10180;5315;501;462;259;2722;;3248;2246;788;87;23;8;24.65;5;7;8.67;0;1;315;103;376.56;222.51;49.35;19.57;;3.45;16.28;;;;;;;229;42;249.9;165.37;39.69;1.98;;2.09;2
PSY;2020;790000087;CENTRE HOSPITALIER DE NIORT;790000012;INF;;1;;;15;1;;;0;0;5490;33;;;150;3329;0;;;;;;1400;0;;;1;2;;56;50;0;;223;;;232;28;93;;5;1;5.67;;;;0;1;59;25;70.28;38.49;1.86;8.14;;6.57;3.97;;;;;;;19;8;22.67;17.3;;1.3;;0.53;0.47
PSY;2020;790000087;CENTRE HOSPITALIER DE NIORT;790000012;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0.2;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2020;790000087;;790000012;TOT;1;;;1;180;7;8;0;10;0;65880;84;7;;1281;56493;1098;2167;;2830;;;6438;1;;;3;13;2;10236;5365;501;462;482;2722;;3470;2273;877;87;29;10;30.52;5;7;8.67;;;374;116;446.84;261;51.21;27.71;;10.02;20.25;;;;;;;248;49;272.57;182.67;39.69;3.28;;2.62;2.47
PSY;2020;790003537;SITE HOSPITALIER DE THOUARS;790006654;GEN;;2;;;45;6;;;;;12243;;3;;394;11713;1663;;;;;6;;0;;;;;;;;;;;;;272;;261;;4;5;3.22;2;0;0.65;;;81;14;82.71;31.72;22.27;2.28;;2.35;4.26;;;;;;;;;;;;;;;
PSY;2020;790003537;SITE HOSPITALIER DE THOUARS;790006654;INF;;0;;;;;;;;;;;;;;;;;;;;44;;;;;;;;;;;;;;;35;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2020;790003537;;790006654;TOT;1;;0;0;45;6;;;;;12243;;3;;394;11713;1663;;;;;50;;0;;;;;;;;;;;;;307;;262;;4;5;3.22;2;;0.65;;;81;14;82.71;31.72;22.27;2.28;;2.35;4.26;;;;;;;;;;;;;;;
PSY;2020;790007694;PSY. ADULTES - HOP DE JOUR MALADRY;790006654;GEN;;2;;;;;;;;;;44;;;;;;;;;;;5681;;;;2;1;1;24105;115;2781;1692;359;777;1;2804;2479;;;3;;1.17;;;;;;54;13;59.29;29.1;;4.13;;0.07;9.62;;;;;;;;;;;;;;;
PSY;2020;790007694;PSY. ADULTES - HOP DE JOUR MALADRY;790006654;INF;;1;;;;;;;;;;20;;;;;;;;;;;2974;;;;2;;1;7669;;1067;221;43;36;153;664;525;;;2;1;2.2;;;;;;27;13;33.84;14.45;;6.61;;1.23;5.88;;;;;;;;;;;;;;;
PSY;2020;790007694;;790006654;TOT;1;;2;0;;;;;;;;64;;;;;;;;;;;8655;;;;4;1;2;31774;115;3848;1913;402;813;154;3448;2984;;;5;1;3.37;;;;;;81;26;93.13;43.55;;10.74;;1.3;15.5;;;;;;;;;;;;;;;
PSY;2020;790012355;CEAA - CTRE EXPERTISE AUTISME ADULTES;790000012;GEN;;;;;10;;5;;;;3660;31;0;;67;3522;;1616;;;;;1274;0;;;15;1;2;41341;127;3181;2369;1504;289;0;6657;6585;27;11;1;;1;;2;1;0;0;37;38;59.49;28.54;14.12;3.03;;0.05;5.5;;;;;;;27;12;32.52;4.1;14.12;3.03;;0.05;3.7
PSY;2020;790012355;CEAA - CTRE EXPERTISE AUTISME ADULTES;790000012;INF;;;;;;;;;;;;;;;;;;;;;;;;;;;5;1;;19897;97;0;11;7;515;4;2425;2425;0;0;;;;;;;0;0;4;7;6.62;5.06;;0.24;;0.5;0.67;;;;;;;;;;;;;;;
PSY;2020;790012355;CEAA - CTRE EXPERTISE AUTISME ADULTES;790000012;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2020;790012355;;790000012;TOT;0;;;0;10;;5;;;;3660;31;0;;67;3522;;1616;;;;;1274;0;;;20;2;2;61238;224;3181;2382;1511;804;4;9040;8939;27;11;1;;1;;2;1;;;41;45;66.11;33.6;14.12;3.27;;0.55;6.17;;;;;;;27;12;32.52;4.1;14.12;3.03;;0.05;3.7
PSY;2020;800000143;CH ABBEVILLE;800000028;GEN;;2;;;60;;;;;;21900;12;;;858;12768;;;;;;;1368;;;2;;2;1;20332;4018;2375;2048;417;1345;0;3337;423;540;44;10;2;11.18;0;0;0;0;1;70;14;74.73;51.61;0.34;6.68;;2;3.7;0;0;0;0;0;0;0;0;0;0;0;0;;0;0
PSY;2020;800000143;CH ABBEVILLE;800000028;INF;;1;;;;10;;;;;;15;;;;;3004;;;;;;975;;;2;;1;1;9834;2206;2667;75;23;8;804;1091;23;;;2;0;2;0;0;0;0;0;28;15;36.19;9.4;0.67;6.88;;6.41;5.84;0;0;0;0;0;0;0;0;0;0;0;0;;0;0
PSY;2020;800000143;;800000028;TOT;1;;1;1;60;10;;;;;21900;27;;;858;12768;3004;;;;;;2343;;;4;;3;2;30166;6224;5042;2123;440;1353;804;4366;439;540;44;12;2;13.18;0;0;0;;;98;29;110.92;61.01;1.01;13.56;;8.41;9.54;0;0;0;0;0;0;0;0;0;0;0;0;;0;0
PSY;2020;800000390;CH CHIMR MONTDIDIER;800000085;GEN;;1;;;;;;;;;;;;;;;;;;;;8;;;;4;1;;1;5868;0;729;2726;332;85;0;71;71;;;1;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2020;800000390;;800000085;TOT;1;;0;0;;;;;;;;;;;;;;;;;;8;;;;4;1;;1;5868;0;729;2726;332;85;0;71;71;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2020;800000457;ET PUBLIC DE SANTÉ MENTALE DE LA SOMME;800000119;GEN;;4;;;196;0;0;20;0;0;71736;61;0;5;1908;65036;;;6762;;;8;5224;;4847;4;5;13;7;32090;15003;11620;49909;3109;123;0;6004;4586;1246;90;13;10;17.74;;;;1;0;384;124;479.74;292.19;46.8;16.23;;7.65;24.45;4;10;9.27;;;;85;63;130.84;78.27;15.85;5.16;;0.86;4.11
