BOR;AN;FI;RS;FI_EJ;PHARMA_A1;PHARMA_A2;PHARMA_A3;PHARMA_A4;PHARMA_A5;PHARMA_A6;PHARMA_A7;PHARMA_B7;PHARMA_C7;PHARMA_D7;PHARMA_E7;PHARMA_A36;PHARMA_A8;PHARMA_B8;PHARMA_C8;PHARMA_D8;PHARMA_E8;PHARMA_A9;PHARMA_B9;PHARMA_C9;PHARMA_D9;PHARMA_E9;PHARMA_A10;PHARMA_A11;PHARMA_A12;PHARMA_A13;PHARMA_A14;PHARMA_A16;PHARMA_A17;PHARMA_A18;PHARMA_A19;PHARMA_A20;PHARMA_A21;PHARMA_A22;PHARMA_A23;PHARMA_A24;PHARMA_A25;PHARMA_A26;PHARMA_A27;PHARMA_A28;PHARMA_A29;PHARMA_A30;PHARMA_A31;PHARMA_A32;PHARMA_A33;PHARMA_A34;PHARMA_A35;PHARMA_B29;PHARMA_B30;PHARMA_B31;PHARMA_B32;PHARMA_B33;PHARMA_B34;PHARMA_B35;PHARMA_C29;PHARMA_C30;PHARMA_C31;PHARMA_C32;PHARMA_C33;PHARMA_C34;PHARMA_C35;PHARMA_D29;PHARMA_E29
PHARMA;2020;860780311;CLINIQUE DE CHATELLERAULT;860010750;0;;;;;;58;;;;;0;;;;;;;;;;;118646;1;35;35;29;0;0;0;1;1;0;0;;;1;1;1;;1;1;;;1;4;;2;;;;1;;;1.59;1;;;1.8;4;;0;0
PHARMA;2020;860780436;LA COLLINE ENSOLEILLEE (CURE ET CONV.);870015336;0;;;;0;0;;;74;;;0;;;;;;;;;;;68814;1;74;74;74;0;0;0;0;1;0;0;;;0;0;0;1;1;;;;2;;;;;;;;;;1.13;;;;1.08;;;0;0
PHARMA;2020;860780568;CLINIQUE DU FIEF DE GRIMOIRE;860000140;1;3;0;;;;73;;;;;0;;;;;;;;;;;156788;1;73;73;4;0;0;0;1;1;0;0;;;0;0;0;0;1;;;;;;;;;;;1;1;;1;;;;0.8;0.79;;0;1
PHARMA;2020;860782598;AURA POITOU-CHARENTES - ST BENOIT;860000348;0;;;;1;0;;;;;;0;;;;;;;;;;;440584;1;102;102;34;0;0;0;0;1;0;1;0;88;0;0;0;2;1;;;;;2;;1;;;;1;;;1.57;;;;0.8;2;;0;1
PHARMA;2020;860790419;CLINIQUE ST CHARLES - MAIS. DE CONVAL.;860003110;1;1;1;;;;;;77;;;1;0;0;0;0;0;0;0;0;0;0;51195;1;77;77;77;0;0;0;0;1;0;1;40;;0;0;0;0;;;;;;;;1;;;;1;;;0.9;;;;0.8;;;0;0
PHARMA;2020;860791268;MRC KORIAN OREGON - CIVRAY;310021365;0;;;;;;;;84;;;0;;;;;;;;;;;41156;1;84;84;84;0;0;0;0;1;0;0;;;0;0;0;0;1;;;;1;;;;;;;;;;1;;;;0.63;;;0;0
PHARMA;2020;860793405;ETS CONVALESC. P ALCOOLIQUES - PAYROUX;860793397;0;;;;0;0;;;70;;;0;;;;;;;;;;;38125;1;70;70;70;0;0;0;0;1;0;0;;;0;0;0;0;;;;;;;;1;;;;;;;0.71;;;;;;;0;0
PHARMA;2020;870000064;C H U DUPUYTREN LIMOGES;870000015;0;;;;1;0;918;0;243;248;258;0;;;;;;;;;;;44159791;1;1667;1631;581;1;1;1;1;1;1;1;40;0;1;1;1;2;16;2;3;2;35;45;1;3;0;0;;1;4;;15.63;0.6;3;2;33.31;50.05;0.33;0;1
PHARMA;2020;870000080;UNITE DE DIALYSE LIMOGES BUISSON;870000700;0;;;;1;0;;;;;;0;;;;;;;;;;;1605678;1;93;93;93;0;0;0;0;1;0;1;;78;0;0;0;0;1;;;;2;;;;;;;;1;;1;;;;2;0.57;;0;0
PHARMA;2020;870000098;CENTRE HOSPITALIER SAINT JUNIEN;870000023;0;;;;1;;100;;60;60;152;0;;;;;;;;;;;719052;1;387;272;272;1;0;1;1;1;1;0;;;1;0;0;2;2;1;;;5;2;1;;;;1;2;2;;2.08;0.5;;0.25;6.89;3.58;1;0;1
PHARMA;2020;870000171;CENTRE LA CHENAIE;870015336;1;1;0;;0;0;;;81;;;0;;;;;;;;;;;160138;1;81;81;81;0;0;0;0;1;0;0;;;0;0;0;0;1;;;;2;;;;;;;1;;;1;;;;2.4;;;0;0
PHARMA;2020;870000221;CLINIQUE KORIAN SAINT MAURICE;870000973;0;;;;;;;34;;;;0;;;;;;;;;;;25000;1;34;34;34;0;0;0;0;1;0;0;;;0;0;0;0;;;;;;;;1;;;;;;;0.5;;;;;;;0;0
PHARMA;2020;870000270;CTRE HOSPITALIER J BOUTARD ST YRIEIX;870000031;0;;;;1;;75;0;37;40;185;0;;;;;;;;;;;716033;1;328;328;225;0;0;0;1;1;1;0;;;0;0;0;0;1;;;;1;1;;1;;;;;1;;1.5;;;;1;1.5;;0;0
PHARMA;2020;870000288;CLINIQUE FRANCOIS CHENIEUX;870017415;0;;;;;;357;;;;;0;;;;;;;;;;;13338621;1;357;357;357;1;0;0;1;1;1;0;;;1;0;0;0;4;1;2;;8;12;1;1;;;;4;2;;4.48;0.5;2;;11.65;14.01;1;0;0
PHARMA;2020;870000411;CLINIQUE EMAILLEURS-COLOMBIER LIMOGES;870017415;0;;;;0;0;115;;;;;0;;;;;;;;;;;264052;1;115;115;87;0;0;0;1;1;0;0;;;0;0;0;0;1;;;;4;4;1;;;;;1;1;;1.1;0.5;;;4.13;5.35;1;0;0
PHARMA;2020;870000551;HOPITAL INTERCOMMUNAL DU HAUT LIMOUSIN;870014503;0;;;;1;;47;;60;84;524;0;;;;;;;;;;;514618;1;715;715;715;0;0;0;0;1;0;0;;;0;0;0;;2;;;;5;;1;;;;;;;;2;;;;3.7;;1;0;0
PHARMA;2020;870000601;HOPITAL DR RENE BARRIERE ST LEONARD;870014248;0;;;;0;0;10;;35;30;114;0;;;;;;;;;;;138000;1;189;189;189;0;0;0;0;1;0;0;;;0;0;0;0;1;;;;;;;3;;;;;;;2.4;;;;;;;0;1
PHARMA;2020;870006137;CENTRE HOSPITALIER ESQUIROL;870002466;1;4;0;;;;0;336;57;;55;0;;;;;;;;;;;495406;1;448;448;55;0;0;0;0;1;1;0;;;0;0;0;;3;0;0;1;5;1;1;1;0;0;0;2;0;1;3.5;0;0;1;6.35;1;1.19;0;0
PHARMA;2020;880000021;CHI E.DURKHEIM - PLATEAU DE LA JUSTICE;880007059;1;1;0;;0;0;327;0;145;30;300;0;;;;;;;;;;;8900000;1;263;438;30;1;0;0;1;1;1;1;;;0;0;0;0;5;1;1;1;7;8;3;1;;;1;9;1;;5.3;0.1;0.9;1.04;14.6;8.91;3;0;1
PHARMA;2020;880000039;CH DE GERARDMER CLAUDIUS REGAUD;880780069;1;1;0;57;0;0;36;;30;25;114;0;;;;;;;;;;;219895;1;205;205;91;0;0;0;0;0;1;1;18;;0;0;0;0;;;;;1;;1;2;;;;2;;;1.1;;;;2.88;;0.5;0;0
PHARMA;2020;880000047;CENTRE HOSPITALIER DE SAINT-DIE;880780077;1;4;0;;1;;195;;30;30;;1;1;1;1;1;1;0;0;0;0;0;1724500;1;255;255;255;1;0;0;1;1;1;0;;;1;0;0;;3;1;1;1;6;1;1;3;;;;6;;;5.1;0.3;0.3;0.5;10.95;1;1;0;1
PHARMA;2020;880000054;CHI L'OUEST VOSGIEN SITE NEUFCHATEAU;880007299;0;;;;0;0;151;0;26;0;144;0;;;;;;;;;;;1704917;1;321;321;289;1;0;0;1;1;1;1;107;;1;1;0;2;1;;;;5;7;1;2;;1;2;7;3;1;2.06;0.39;0.5;0.83;8.25;7.39;1.27;0;1
PHARMA;2020;880000062;CENTRE HOSPITALIER DE REMIREMONT;880780093;0;;;;;;206;;30;24;83;0;;;;;;;;;;;1789018;1;343;343;343;1;0;0;1;1;1;0;;;1;1;0;1;5;2;1;0;9;1;1;1;;;2;3;1;;5.82;0.7;0.2;1.5;11.2;1.5;1;0;1
PHARMA;2020;880000070;CHI DE L'OUEST VOSGIEN SITE DE VITTEL;880007299;0;;;;0;0;25;0;101;30;62;0;;;;;;;;;;;215714;1;218;218;218;0;0;0;0;1;1;0;;;0;0;0;0;1;;;;1;;;2;;;1;4;1;1;2;;;0.2;3.29;0.17;0.3;0;0
PHARMA;2020;880000088;CENTRE HOSPITALIER DE RAVENEL;880780119;1;4;0;;0;0;;222;;;82;0;;;;;;;;;;;447747;1;304;304;304;0;0;0;0;1;1;0;;;0;0;0;0;2;;;;6;1;;3;;;1;;;1;3.65;;;0.25;5.44;1;0.7;0;1
PHARMA;2020;880000104;HOPITAL DE L'AVISON - BRUYERES;880780259;0;;;;;;;;28;30;106;0;;;;;;;;;;;80500;1;164;164;164;0;0;0;0;1;1;0;;;0;0;0;0;1;;;;1;;;;;;;1;;;1;;;;1.5;;;0;0
PHARMA;2020;880000112;HOPITAL LOCAL DE CHATEL-SUR-MOSELLE;880780267;0;;;;0;0;;;58;;95;0;;;;;;;;;;;70574;1;58;58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;3;;;;2;;;0.95;;;;1.1;;;0;0
PHARMA;2020;880000138;HOPITAL LOCAL VAL DU MADON MIRECOURT;880006325;0;;;;;;0;0;29;0;0;0;;;;;;;;;;;34553;1;29;29;29;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;1;0;0;0;1;0;0;1.1;0;0;0;2.9;0;0;0;0
PHARMA;2020;880000187;HOPITAL LOCAL DE LAMARCHE;880780333;0;;;;;;8;;18;;116;0;;;;;;;;;;;66075;0;;;;0;0;0;0;1;0;0;;;0;0;0;0;;;;;;;;1;;;;2;;;0.25;;;;0.65;;;0;0
PHARMA;2020;880000203;HOPITAL LE THILLOT;880007786;1;4;0;;1;0;;;18;;;0;;;;;;;;;;;8356;1;18;18;18;0;0;0;0;1;0;0;;;0;0;0;0;;;;;;;;1;;;;1;;;0.59;;;;0.6;;;0;0
PHARMA;2020;880788591;POLYCLINIQUE LA LIGNE BLEUE;880780150;0;;;;;;285;;;;;0;;;;;;;;;;;892426;1;285;285;176;0;0;0;1;1;0;0;;;1;1;0;0;1;;;1;6;15;1;;;;;;;;1;0.5;;1;6;15;1;0;0
PHARMA;2020;890000169;CLINIQUE PAUL PICQUET SENS;890000151;0;;;;;;119;0;0;0;0;0;;;;;;;;;;;1309200;1;119;119;0;1;0;0;1;1;0;0;;;1;1;0;0;1;1;;;3;;;1;;1;;1;;1;1.2;0.2;0.3;;3.6;;0.5;0;0
PHARMA;2020;890000300;AIHP CENTRE ARMANCON;890000193;1;1;1;;0;0;;;52;;;1;0;0;1;1;1;1;1;1;1;0;18619;1;52;52;52;0;0;0;0;1;0;0;;;0;0;0;0;1;;;;;;;;;;;;;;1;;;;;;;0;0
PHARMA;2020;890000318;ETAB SOINS DE SUITE LE PETIT PIEN;920030269;0;;;;;;;;90;;;0;;;;;;;;;;;133350;1;90;90;90;0;0;0;0;1;0;0;;;0;0;0;0;2;;;1;2;;;;;;;;;;1.22;;;1;1.02;;;0;0
PHARMA;2020;890002298;CLINIQUE DE REGENNES;890000672;0;;;;;;;92;;;;0;;;;;;;;;;;82565;1;92;92;92;0;0;0;0;1;0;0;;;0;0;0;2;1;;;1;20;37;8;1;;;;1;2;8;1.03;;;1;20.32;43.36;8;0;0
PHARMA;2020;890002371;CLINIQUE KER YONNEC;890000722;0;;;;0;0;;155;;;;0;;;;;;;;;;;147841;1;155;155;155;0;0;0;0;1;0;0;;;0;0;0;1;;;;;;;;2;;;;2;;;1.45;;;;1.71;;;0;0
PHARMA;2020;890002389;POLYCLINIQUE STE MARGUERITE AUXERRE;890000730;0;;;;;;117;0;36;0;0;0;;;;;;;;;;;1308559;1;153;153;153;1;1;1;1;1;0;0;;;1;1;1;0;1;1;;;3;5;;1;;1;;1;;;1.8;0.3;0.5;;3.7;5.3;;0;1
PHARMA;2020;890975519;CTRE HOSPITALIER SPECIALISE AUXERRE;890000052;0;;;;;;25;229;;;40;0;;;;;;;;;;;294270;1;254;294;40;0;0;0;0;1;1;0;;;0;0;0;0;1;;;;3;;1;1;;;;1;2;;1.8;;;;3.04;0.16;1;0;0
PHARMA;2020;890975527;CH AUXERRE;890000037;0;;;;0;;;;;;;0;;;;;;;;;;;9724508;1;443;502;0;1;0;0;1;0;1;0;;;1;1;0;0;5;1;1;;10;6;2;;;;;6;;;5;1;1;;15.25;6;2;0;1
PHARMA;2020;890975535;CH AVALLON;890000409;0;;;;0;0;55;;40;;161;0;;;;;;;;;;;289000;1;91;91;252;0;0;0;0;1;1;0;;;0;0;0;0;2;;;;3;;;;;;;2;;1;1.17;;;;3.73;;0.5;0;0
PHARMA;2020;890975543;CH JOIGNY;890000417;1;1;0;;1;;;;;;;0;;;;;;;;;;;776433;1;;;;;;;0;1;0;1;50;0;0;0;0;;3;;;1;10;;;1;;;;;;;3.11;;;1;9.38;;;0;1
PHARMA;2020;890975550;CH SENS;890970569;0;;;;0;0;308;;50;;240;0;;;;;;;;;;;1981600;1;308;157;308;1;0;1;1;1;1;0;;;1;1;1;0;6;2;2;;16;16;1;3;;1;;1;2;;7.72;0.6;0.86;;18;17.55;1.93;0;0
PHARMA;2020;890975568;CENTRE HOSPITALIER DU TONNERROIS;890000433;1;4;0;;;;50;0;55;0;273;0;;;;;;;;;;;425000;1;378;378;378;0;0;0;0;1;1;0;0;0;0;0;0;0;1;;;;3;1;;1;;;1;1;;;1.2;;;0.3;3.24;1;;0;0
PHARMA;2020;900000035;HOPITAL PRIVE DE LA MIOTTE;900003880;0;;;;;;32;;30;;;0;;;;;;;;;;;169778;1;62;62;62;0;0;0;1;1;0;0;;;1;1;0;0;1;;;;3;8;;;;;;1;8;;1;0.24;;;3.18;14.24;;0;0
PHARMA;2020;900000647;CHSLD LE CHENOIS;900004698;1;1;1;;1;;;;;123;1090;1;0;0;0;0;0;1;1;1;1;1;507629;1;1213;1213;1213;0;0;0;0;1;0;0;;;0;0;0;0;3;;;;3;1;1;;;;;4;1;1;3;;;;5.86;1.15;1.1;0;1
PHARMA;2020;900003039;HNFC SITE TREVENANS;900000365;0;;;;1;0;861;;221;30;;0;;;;;;;;;;;20442651;1;1112;1009;286;1;0;0;1;1;1;0;;;1;1;1;2;7;0;1;1;15;13;2;9;1;1;0;10;2;0;12.99;0.2;1.1;1;22.86;15.66;2;0;1
PHARMA;2020;910000272;CH D ARPAJON;910110014;1;4;0;3;1;;198;0;35;48;104;0;;;;;;;;;;;1006273;1;372;281;216;1;0;0;1;1;1;0;;;1;0;0;2;;;;;5;3;;3;1;;;3;2;2;2.45;0.5;;;7.69;4.39;1.32;0;1
PHARMA;2020;910000280;CH DOURDAN ETAMPES SITE DOURDAN;910019447;0;;;;1;0;60;;14;70;;0;;;;;;;;;;;1082545;1;132;132;112;0;0;0;1;1;1;0;;;0;0;0;0;1;;;1;6;2;2;1;;;;;;;1.56;;;0.39;4.73;1.06;1.5;0;1
PHARMA;2020;910000298;CH DES DEUX VALLEES SITE LONGJUMEAU;910110055;0;;;;1;0;514;95;94;;0;0;;;;;;;;;;;4964318;1;676;683;346;1;0;0;1;1;1;0;;;1;1;1;1;6;1;;1;18;9;5;1;;;;5;;;6.51;1;;1;18.28;9.08;3.83;1;1
PHARMA;2020;910000330;CHS BARTHELEMY DURAND;910140029;0;;;;1;;;415;;;;0;;;;;;;;;;;486138;1;415;415;415;0;0;0;0;1;0;0;;;0;0;0;0;2;;;1;7;;1;2;;;;1;;1;3.2;;;1;6.33;;0.84;0;0
PHARMA;2020;910001973;CH DOURDAN ETAMPES SITE ETAMPES;910019447;0;;;;;0;132;;30;;126;0;;;;;;;;;;;1354112;1;272;272;156;1;0;0;1;1;1;0;;;1;1;0;1;3;;;1;4;2;2;;;;;3;;;3;;;0.39;5.57;2;1.5;0;1
PHARMA;2020;910009919;CTRE REEDUCATION FONCTIONNELLE EVRY;910009869;1;1;1;;1;;;;120;;;1;1;1;1;1;1;0;0;0;0;0;118346;1;120;120;120;0;0;0;1;1;0;0;;;1;1;0;0;;;;;1;;;1;;;;;1;;0.5;;;;1;0.5;;0;0
PHARMA;2020;910015965;CLINIQUE LE MOULIN DE VIRY;920030269;1;1;0;;0;0;25;;141;;;0;;;;;;;;;;;208737;1;166;166;166;0;0;0;0;1;0;0;;;0;0;0;0;;;;;1;;;3;;;;1;;;0.98;;;;1.41;;;0;0
PHARMA;2020;910020254;CH SUD FRANCILIEN SITE JEAN JAURES;910002773;0;;;;0;0;687;130;49;;;0;;;;;;;;;;;19845046;1;605;605;;1;0;1;1;1;1;0;;;1;0;1;2;15;;;1;36;14;5;3;1;;0;7;1;1;15.65;0.8;;1;41.3;13.83;6.18;0;1
PHARMA;2020;910100015;HU HENRI MONDOR SITE CLEMENCEAU APHP;750712184;0;;;;0;0;34;0;185;171;0;0;;;;;;;;;;;526842;1;414;390;390;0;0;0;0;1;0;0;;;0;0;0;1;2;;;0;6;1;;1;;;1;2;2;;2.6;;;0.5;6.6;2.5;;0;0
PHARMA;2020;910100031;HU HENRI MONDOR SITE DUPUYTREN APHP;750712184;0;;;;0;0;41;0;319;54;0;0;;;;;;;;;;;530260;1;426;400;400;0;0;0;0;1;0;0;;;0;0;0;0;5;0;0;0;8;3;1;;0;0;1;3;2;0;5.02;0;0;0.5;10.4;4.4;1;0;1
PHARMA;2020;910140037;HOPITAL PSYCHIATRIQUE L'EAU VIVE;750720914;0;;;;1;;;153;;;50;0;;;;;;;;;;;167212;1;;203;147;0;0;0;0;1;0;0;;;0;0;0;;1;;;;3;;;1;;;;;;;1.4;;;;3;;;0;1
PHARMA;2020;910150010;CH FREDERIC HENRI MANHES;910014919;0;;;;;;2;30;30;;;0;;;;;;;;;;;351513;1;62;62;62;0;0;0;0;1;1;1;0;2;0;0;0;0;;;;;1;;;1;;;;0;;;1.04;;;;2.7;;;0;0
PHARMA;2020;910150028;CENTRE HOSPITALIER DE BLIGNY;750811184;0;;;;0;0;105;;199;;;0;;;;;;;;;;;6313708;1;304;304;8;1;0;0;0;1;1;0;;;0;0;0;;3;;1;1;5;2;;0;;;;;;1;3;;0.5;1;5.96;1.95;0.5;0;0
PHARMA;2020;910150069;HOP PRIVE GERIAT LES MAGNOLIAS;910000033;0;;;;1;0;71;;106;60;60;0;;;;;;;;;;;299995;1;297;297;297;0;0;0;0;1;0;0;;;0;0;0;0;2;;;;6;1;;;;;;;;;1.9;;;;4.03;0.96;;0;0
PHARMA;2020;910150077;CENTRE VARENNES JARCY;750720575;0;;;;0;0;;;60;;;0;;;;;;;;;;;79715;1;60;60;60;0;0;0;0;1;0;0;;;0;0;0;0;;;;;;;;1;;;;;;;0.65;;;;;;;0;0
PHARMA;2020;910300011;HOP DE PARIS ESSONNE LES CHARMILLES;130050610;0;;;;1;0;75;;;;;0;;;;;;;;;;;180000;1;75;75;10;0;0;;1;1;0;0;;;1;0;1;2;1;;;;1;;;;;;;;;;1;;;;1;;;0;1
PHARMA;2020;910300029;HOPITAL D ATHIS MONS SITE JULES VALLES;910000355;0;;;;1;0;37;;65;;;0;;;;;;;;;;;133729;1;102;102;102;0;0;0;0;1;0;0;;;0;0;0;0;1;;;;1;;;;;;;;;;1;;;;1;;;0;0
PHARMA;2020;910300045;CLINIQUE MEDICALE JARDINS DE BRUNOY;910002419;0;;;;;;;;79;;;0;;;;;;;;;;;184439;1;79;79;79;0;0;0;0;1;0;0;;;0;0;0;0;1;;;;1;;;;;;;1;;;1;;;;1.6;;;0;0
PHARMA;2020;910300060;CLINIQUE GERIATRIQUE LES VALLEES;920030269;0;;;;0;0;12;;59;;;0;;;;;;;;;;;53288;1;71;71;71;0;0;0;0;1;0;0;;;0;0;0;0;;;;;;;;1;;;;1;;;0.44;;;;0.37;;;0;0
PHARMA;2020;910300144;CMCO D EVRY;910000447;0;;;;;;116;;;;;0;;;;;;;;;;;3694336;1;206;36;30;1;0;0;1;1;0;0;;;1;0;0;0;2;1;1;;4;1;;;;;;;;;1.36;0.36;1;;3.5;0.98;;0;0
PHARMA;2020;910300151;CTRE DE REEDUC KORIAN L OBSERVATOIRE;310021308;0;;;;;;;;83;;;0;;;;;;;;;;;35871;1;83;83;83;0;0;0;0;1;0;0;;;0;0;0;0;;;;1;;;;1;;;;1;;;0.7;;;1;0.5;;;0;0
PHARMA;2020;910300177;CLINIQUE DE L YVETTE;910000462;0;;;;;;143;0;0;0;0;0;;;;;;;;;;;503168;1;141;141;10;0;0;0;1;1;0;0;;;1;1;1;0;1;;0;;3;8;;1;1;0;;1;;;1.5;0.5;0;;3.7;8;;0;0
PHARMA;2020;910300219;HOPITAL PRIVE JACQUES CARTIER;910003888;0;;;;;;233;;;;;0;;;;;;;;;;;2072850;1;264;221;86;0;0;0;1;1;0;1;0;15;1;1;0;1;1;;;;8;13;2;2;;;;;1;;3.36;;;;6.98;12.51;1.61;0;0
PHARMA;2020;910300235;CLINIQUE KORIAN LA MARETTE;310021282;0;;;;;;;;90;;;0;;;;;;;;;;;74993;1;90;90;90;0;0;0;0;1;0;0;;;0;0;0;0;;;;;;;;1;;;;1;;;0.6;;;;0.6;;;0;0
PHARMA;2020;910300276;CLINIQUE MEDICALE DE VILLIERS SUR ORGE;910019702;0;;;;;;;;157;;;0;;;;;;;;;;;138110;1;157;157;157;0;0;0;0;1;0;0;;;0;0;0;0;1;;;;1;;;;;;;;;;1;;;;1;;;0;0
PHARMA;2020;910300326;CLINIQUE PASTEUR;910000553;0;;;;;;24;;48;;;0;;;;;;;;;;;2263108;1;72;72;72;1;0;0;0;1;1;0;;;0;0;0;0;2;;1;;3;;;;;;;;;;2;;0.5;;3;;;0;1
PHARMA;2020;910300359;HOPITAL PRIVE D ATHIS MONS SITE CARON;910000587;0;;;;0;0;25;;;;;0;;;;;;;;;;;31000;1;25;25;0;0;0;0;1;1;0;0;;;1;0;0;1;1;;;;;;;;;;;;;;1;;;;0.34;;;0;0
PHARMA;2020;910310028;CLINIQUE DU CHATEAU DE VILLEBOUZIN;920030269;0;;;;0;1;;392;;;;0;;;;;;;;;;;225466;1;392;392;392;0;0;0;0;1;0;0;;;0;0;0;0;3;;;;;;;4;;;;10;;;1.87;;;;2.97;;;0;0
PHARMA;2020;910500040;GH LES CHEMINOTS CENTRE MOYEN SEJOUR;910009539;0;;;;1;0;10;;183;;;0;;;;;;;;;;;420707;1;183;183;183;0;1;0;0;1;0;0;;;0;0;0;1;1;;;;2;;;0;;;;2;;;1;;;;2.79;;;0;0
PHARMA;2020;910803543;HOPITAL PRIVE CLAUDE GALIEN;910017615;0;;;;;;285;;;;;0;;;;;;;;;;;1610778;1;285;213;25;0;0;0;1;1;0;1;;1;1;0;0;;2;;;1;5;2;;2;1;1;;1;1;1;2.3;0.2;0.2;1;5.8;2.5;0.5;0;1
PHARMA;2020;910805357;CLINIQUE DE L ESSONNE;910001643;1;1;1;;1;0;54;;;;;1;1;1;1;1;1;0;0;0;0;0;401000;1;54;54;54;0;0;0;1;1;0;0;;;1;1;0;1;1;1;;;4;1;;;;;;;;;1.34;0.1;;;3.5;1;;0;0
PHARMA;2020;910811322;ETABLISSEMENT DE SANTE LA MARTINIERE;830013678;0;;;;0;0;0;0;80;0;90;0;;;;;;;;;;;147810;1;170;170;170;0;0;0;0;1;0;0;;;0;0;0;0;;;;;;;;4;;;;4;2;1;1.23;;;;1.13;0.1;0.15;0;0
PHARMA;2020;920000460;CLCC RENE HUGUENIN INSTITUT CURIE;750813321;0;;;;0;0;75;0;0;0;0;0;;;;;;;;;;;18392173;1;75;75;0;1;0;1;1;1;1;0;;;0;0;0;0;5;0;2;2;13;3;;;0;;;;1;;5;0;2;2;14.42;2.83;0.25;0;1
PHARMA;2020;920000577;CH DE NANTERRE;920110020;0;;;;1;0;112;67;39;80;599;0;;;;;;;;;;;1041661;1;520;520;200;0;0;0;1;1;1;0;;;1;1;0;0;3;1;;1;13;2;1;3;;;;1;;1;4.33;0.25;;0.5;8.04;2;1.8;0;0
PHARMA;2020;920000585;CH RIVES DE SEINE SITE NEUILLY S/SEINE;920026374;1;4;0;4;1;0;222;;81;73;;0;;;;;;;;;;;758363;1;273;183;73;0;0;0;1;1;1;0;;;0;0;0;2;2;1;0;1;3;2;2;2;;0;;4;0;0;3.2;0.05;0;0.7;5.7;2;2;0;1
PHARMA;2020;920000601;CH DEPARTEMENTAL DE STELL;920110053;1;4;0;5;1;;38;;84;;78;0;;;;;;;;;;;187776;1;122;122;126;0;0;0;0;1;1;0;;;0;0;0;0;2;;;;2;;1;;;;;5;;;2;;;;4.34;;1;0;0
PHARMA;2020;920000619;CH DES QUATRE VILLES SITE ST CLOUD;920009909;0;;;;1;1;134;;51;70;118;0;;;;;;;;;;;1054465;1;193;193;107;0;0;0;1;1;1;0;;;0;0;0;0;3;1;;0;5;2;0;1;;;1;2;0;0;2.78;0.2;;0.25;6.08;2;0;0;0
PHARMA;2020;920000627;CH DES QUATRE VILLES SITE SEVRES;920009909;0;;;;1;1;81;;51;;;0;;;;;;;;;;;;1;325;132;132;;;;0;0;1;0;;;0;0;0;;;;;;2;;;;;;1;3;;;;;;0.25;3.45;;;0;0
PHARMA;2020;920000635;HOPITAL SUISSE DE PARIS;920150026;0;;;;1;0;42;;77;0;0;0;;;;;;;;;;;132713;1;119;119;77;0;0;0;0;1;0;0;0;0;0;0;0;0;;;;;2;;;3;;;;1;;;2.1;;;;2.3;;;0;0
PHARMA;2020;920000643;INSTITUT FRANCO BRITANNIQUE KLEBER;920032505;0;;;;1;;188;;;;;0;;;;;;;;;;;4329490;1;180;180;0;1;0;1;1;1;1;0;;;0;;;;1;;;;5;;;3;;;;;1;;2.8;;1;;5;1;;0;1
PHARMA;2020;920000650;HOPITAL FOCH;920150059;0;;;;1;0;314;14;0;0;0;0;;;;;;;;;;;25301139;1;0;314;0;1;0;1;1;1;1;0;0;0;1;1;1;2;10;1;0;2;27;28;2;0;0;0;0;2;1;0;8.86;1;0;2.33;25.19;28.5;2;1;1
PHARMA;2020;920000684;HOPITAL MARIE LANNELONGUE;750150120;0;;;;0;0;212;;;;;0;;;;;;;;;;;5178272;1;189;158;0;0;0;0;1;1;0;0;;;1;1;0;2;4;;;;6;14;1;1;;;;;;;4.5;;;;6.58;15.33;1;1;1
PHARMA;2020;920001096;SAS MAISON DE SANTE BELLEVUE;920001096;1;3;;;;;;88;;;;0;;;;;;;;;;;64000;1;88;88;88;0;0;0;0;1;0;0;;;0;0;0;0;1;;;;1;;;;;;;;;;0.35;;;;0.45;;;0;0
PHARMA;2020;920001369;SSR FONDATION ROGUET;920710654;0;;;;1;;;;75;75;188;0;;;;;;;;;;;258814;1;338;338;263;0;0;0;0;1;0;0;;;0;0;0;0;1;;;1;4;;;2;;;;1;;;1.2;;;0.1;3.41;;;0;0
PHARMA;2020;920002177;CHS PUBLIC DE SANTE ERASME;920804465;0;;;;0;0;;131;;;;0;;;;;;;;;;;254175;1;131;131;129;0;0;0;0;1;0;0;;;0;0;0;0;1;;;;2;;;;;;;1;;;1;;;;2.54;;;0;0
PHARMA;2020;920004058;CLINIQUE MONTEVIDEO;920031564;0;;;;0;0;;;44;;;0;;;;;;;;;;;43667;1;44;44;44;0;0;0;0;1;0;0;;;0;0;0;0;;;;;;;;2;;;;;;;0.91;;;;;;;0;0
PHARMA;2020;920005238;CLINIQUE DU PONT DE SEVRES;920030269;0;;;;;;;;128;;;0;;;;;;;;;;;277014;1;128;128;128;0;0;0;0;1;0;0;;;0;0;0;0;1;;;;;;;1;;;;;;;1.12;;;;0.97;;;0;0
PHARMA;2020;920007408;CHS ROGER PREVOT DE NANTERRE;950140012;0;;;;;;;20;;;;0;;;;;;;;;;;23693;1;20;20;20;0;0;0;0;1;1;0;;;0;0;0;0;0;;;0;0;0;0;0;;;0;0;0;0;0;;;0;0;0;0;0;0
