BOR;AN;FI;RS;ORG_A1;ORG_B1;ORG_C1;ORG_A2;ORG_B2;ORG_C2;ORG_A3;ORG_B3;ORG_C3;ORG_A6;ORG_B6;ORG_C6;ORG_A7;ORG_B7;ORG_C7;ORG_A8;ORG_B8;ORG_C8;ORG_A10;ORG_B10;ORG_C10;ORG_A11;ORG_B11;ORG_C11;ORG_A17;ORG_A18;ORG_A19;ORG_A20;ORG_A21;ORG_A22;ORG_A23;ORG_A24;ORG_B24;ORG_C24;ORG_A25;ORG_A26;ORG_A27;FI_EJ;vide
ORG;2023;830213625;AVODD UMD SAINT MICHEL;;;;;;;;;;;;;;;;;;;2;;;;;;0;;;;;;;;;;0;0;;830002119;0
ORG;2023;830215919;CLINIQUE VAL DU FENOUILLET;;;;;;;;;;;;;;;;;;;18;C;;;;;0;;;;;;;;;;1;0;;750056335;0
ORG;2023;840000202;CSSR LE MYLORD SITE POLE SANTE;;;;;;;;;;1;;;;;;;;;21;;;;;;0;;;;;;;;;;1;1;2;130037815;0
ORG;2023;840000343;CENTRE HOSPITALIER DU PAYS D'APT;;;;2;C;;;;;3;A;;;;;1;C;;20;C;;5;D;;1;1;VAUCLUSE;;;;;1;D;;0;1;2;840000012;0
ORG;2023;840000350;INSTITUT SAINTE CATHERINE;;;;;;;1;G;E;;;;;;;;;;;;;;;;0;;;;;;;;;;0;1;1;840000657;0
ORG;2023;840000392;CENTRE HOSPITALIER DE CARPENTRAS;1;C;;;;;;;;1;A;;1;D;;1;C;;13;A;B;;;;;;;;;;;;;;1;1;2;840000046;0
ORG;2023;840000418;CHI DE CAVAILLON LAURIS;;;;1;D;;;;;;;;1;D;;;;;;;;;;;;;;;;;;;;;1;1;2;840004659;0
ORG;2023;840000426;CENTRE HOSPITALIER DE GORDES;;;;1;B;;;;;1;A;;;;;;;;16;C;;;;;;;;;;;;;;;1;1;2;840000061;0
ORG;2023;840000434;CENTRE HOSPITALIER ISLE SUR LA SORGUE;;;;0;A;B;;;;2;A;B;;;;;;;16;A;B;3;;;1;1;VAUCLUSE;;;;;;;;1;1;2;840000079;0
ORG;2023;840000467;CLINIQUE D'ORANGE;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;0;1;2;840003651;0
ORG;2023;840000483;CH LOUIS GIORGI D'ORANGE;;;;1;;D;;;;;;;1;;D;;;;;;;;;;1;1;VAUCLUSE;;;;;;;;0;1;2;840000087;0
ORG;2023;840000491;CHI SITE DE PERTUIS;;;;;;;;;;;;;1;D;;;;;16;A;C;;;;1;1;BOUCHES-DU-RHÔNE;;;;;;;;1;1;1;130041916;0
ORG;2023;840000509;CLINIQUE SAINT DIDIER;;;;;;;;;;;;;;;;;;;3;C;;;;;0;;;;;;;;;;0;0;;840000707;0
ORG;2023;840000517;CENTRE HOSPITALIER DE SAULT;;;;;;;;;;;;;;;;;;;2;A;B;;;;1;1;VAUCLUSE;;;;;;;;0;0;;840000103;0
ORG;2023;840000525;CH VAISON LA ROMAINE;;;;;;;;;;;;;;;;4;B;C;3;C;A;;;;1;1;VAUCLUSE;;;;;;;;0;1;2;840000111;0
ORG;2023;840000533;CH JULES NIEL DE VALREAS;;;;;;;;;;1;A;;;;;5;C;;43;A;;;;;1;1;VAUCLUSE;;;;;;;;0;1;2;840000129;0
ORG;2023;840000541;CHS DE MONTFAVET;;;;1;D;;;;;3;A;E;;;;;;;2;C;;;;;1;1;VAUCLUSE;;;;;;;;0;1;1;840000137;0
ORG;2023;840001861;CH D'AVIGNON HENRI DUFFAUT;;;;5;D;E;;;;2;B;D;5;B;;1;C;;153;E;;;;;1;1;VAUCLUSE;;;;;1;C;;;;;840006597;0
ORG;2023;840011043;ATIR CENTRE D'HEMODIALYSE AVIGNON;;;;;;;;;;;;;1;B;;;;;2;C;A;;;;0;;;;;;;;;;0;0;;840002844;0
ORG;2023;840011340;HADAR;;;;;;;;;;;;;;;;;;;137;;;;;;1;1;VAUCLUSE;;;;;;;;0;0;;840003164;0
ORG;2023;840012538;ATIR AUTODIAL CLOS DE L'ETANG ISLE;;;;;;;;;;;;;;;;;;;1;C;;;;;1;1;VAUCLUSE;;;;;;;;0;0;;840002844;0
ORG;2023;840013312;CLINIQUE RHONE DURANCE;;;;;;;;;;;;;;;;;;;21;C;;;;;1;1;VAUCLUSE;;;;;;;;0;1;2;840003685;0
ORG;2023;840013445;CLINIQUE FONTVERT;;;;;;;;;;;;;;;;;;;1;;;;;;0;;;;;;;;;;1;1;1;840014658;0
ORG;2023;840014088;CLINIQUE LES CYPRES;5;C;;2;C;D;2;C;D;2;A;D;2;A;D;1;C;D;12;C;D;;;;1;2;VAUCLUSE;BOUCHES-DU-RHÔNE;;;;2;C;C;0;1;2;310025010;0
ORG;2023;840014849;CENTRE DE REEDUCATION DU LAVARIN;;;;;;;;;;;;;;;;;;;51;C;D;;;;0;;;;;;;;;;0;;;920030269;0
ORG;2023;840015200;NEPHROCARE PERTUIS AUTODIALYSE;;;;;;;;;;;;;;;;;;;2;C;D;;;;0;;;;;;;;;;0;0;;130006810;0
ORG;2023;840017172;SYNERGIA VENTOUX;1;D;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;1;1;2;840017164;0
ORG;2023;840017222;ATIR CENTRE D'HEMODIALYSE CARPENTRAS;;;;;;;;;;;;;1;B;;;;;1;C;A;;;;0;;;;;;;;;;0;0;;840002844;0
ORG;2023;840017461;ATIR CTRE D'HEMODIALYSE ORANGE SITE CH;;;;;;;;;;;;;1;B;;;;;1;C;A;;;;0;;;;;;;;;;0;0;;840002844;0
ORG;2023;840018337;CH D'AVIGNON CHIRURGIE SITE APT;;;;1;C;;;;;;;;;;;;;;;;;;;;1;1;VAUCLUSE;;;;;;;;;;;840006597;0
ORG;2023;840018642;ATIR UAD APT;;;;;;;;;;;;;1;B;;;;;1;A;C;;;;0;;;;;;;;;;0;0;;840002844;0
ORG;2023;840018774;ATIR UDM CAVAILLON SITE SYNERGIA LUB;;;;;;;;;;;;;1;B;;;;;1;A;D;;;;0;;;;;;;;;;0;0;;840002844;0
ORG;2023;840019228;CH AVIGNON ANTENNE SMUR D'APT;;;;;;;;;;;;;;;;;;;;;;;;;1;1;VAUCLUSE;;;;;;;;0;1;1;840006597;0
ORG;2023;850000118;CLINIQUE SAINT CHARLES;;;;;;;;;;;;;2;B;A;;;;;;;;;;0;;;;;;;2;C;D;0;1;1;850013244;0
ORG;2023;850000126;CLINIQUE SUD VENDEE;;;;;;;;;;;;;;;;;;;5;C;D;;;;0;;;;;;;;;;1;1;2;850022948;0
ORG;2023;850000134;CLINIQUE CHIRURGICALE PORTE OCEANE;;;;3;D;D;;;;;;;4;B;A;;;;;;;;;;0;;;;;;;;;;;;;850013269;0
ORG;2023;850000142;CHD SITE LA ROCHE SUR YON;;;;3;A;D;2;A;E;1;A;;1;D;;1;C;;1192;;;;;;;;;;;;;;;;0;1;2;850000019;0
ORG;2023;850000175;CH LVO - SITE DE CHALLANS;;;;2;D;;;;;;;;1;D;;1;C;;2;C;;;;;;;;;;;;;;;;1;1;850009010;0
ORG;2023;850000183;CH FONTENAY LE COMTE-SITE RABELAIS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;2;850000035;0
ORG;2023;850000191;HOPITAL DUMONTE;;;;;;;;;;;;;;;;;;;1;A;B;1;A;B;0;;;;;;;;;;0;0;;850000043;0
ORG;2023;850000209;CHD-SITE DE LUCON;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;2;850000019;0
ORG;2023;850000225;CHD - SITE DE MONTAIGU;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;2;850000019;0
ORG;2023;850000233;HOPITAL DE ST-GILLES- CROIX- DE- VIE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;1;850009010;0
ORG;2023;850000241;CENTRE HOSPITALIER COTE DE LUMIÈRE;;;;4;A;C;;;;1;B;;1;D;;1;C;;;;;;;;0;;;;;;;;;;0;0;;850000084;0
ORG;2023;850000357;SSR VILLA NOTRE DAME;;;;;;;;;;;;;1;A;B;;;;;;;;;;0;;;;;;;;;;0;0;;850026378;0
ORG;2023;850000399;SSR LA CHIMOTAIE;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;1;0;;750005068;0
ORG;2023;850000647;CH DES COLLINES VENDEENNES;;;;;;;;;;;;;1;D;;;;;125;D;C;;;;1;1;VENDÉE;;;;;;;;1;1;2;850025867;0
ORG;2023;850002130;SSR LES METIVES LA ROCHE SUR YON;;;;1;B;;;;;;;;;;;;;;2;C;D;;;;0;;;;;;;;;;0;1;1;750054157;0
ORG;2023;850002403;SSR LE CLOUSIS;;;;;;;;;;;;;;;;;;;3;C;;;;;0;;;;;;;;;;0;0;;750721334;0
ORG;2023;850003377;USLD CH LVO AQUARELLE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;1;850009010;0
ORG;2023;850005224;SSR LES METIVES LES SABLES D OLONNE;;;;1;B;;;;;;;;;;;;;;;;E;;;;0;;;;;;;;;;0;1;1;750054157;0
ORG;2023;850006008;HAD DE VENDEE;;;;;;;;;;;;;;;;;;;7;C;D;;;;1;1;VENDÉE;;;;;;;;1;0;;850005968;0
ORG;2023;850009630;CH FONTENAY SITE POLE SANTE SUD VENDEE;1;D;;;;;;;;;;;;;;;;;;;;;;;1;1;VENDÉE;;;;;;;;1;1;2;850000035;0
ORG;2023;850021049;USLD LES MAISONNEES DE LUMIERE;;;;1;A;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;850000084;0
ORG;2023;850022013;SSR HOPITAL NOIRMOUTIER;;;;;;;;;;;;;;;;;;;;A;;;;;1;1;VENDÉE;;;;;;;;0;0;;850000100;0
ORG;2023;860000017;CH HENRI LABORIT;;;;1;G;;;;;1;B;;;;;;;;90;A;C;;;;;;;;;;;;;;1;0;;860780048;0
ORG;2023;860000025;CHU DE POITIERS - SITE CHATELLERAULT;;;;4;C;D;;;;;;;;;;;;;3;C;D;;;;;;;;;;;;;;1;1;1;860014208;0
ORG;2023;860000033;CHU DE POITIERS - SITE DE LOUDUN;;;;1;D;;;;;;;;1;D;;;;;2;C;;1;C;;;;;;;;;;;;1;1;1;860014208;0
ORG;2023;860000058;CHU DE POITIERS - SITE DE MONTMORILLON;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;860014208;0
ORG;2023;860000223;CHU LA MILETRIE;;;;2;E;E;;;;;;;3;D;;1;C;;183;C;E;;;;;;;;;;;1;;;0;1;1;860014208;0
ORG;2023;860005768;AURA POITOU-CH - CHATELLERAULT;;;;;;;;;;;;;;;;;;;2;C;D;;;;0;;;;;;;;;;0;0;;860000348;0
ORG;2023;860010321;POLYCLINIQUE DE POITIERS;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;0;1;1;860010313;0
ORG;2023;860011014;CHU DE POITIERS - SITE DE LUSIGNAN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;1;860014208;0
ORG;2023;860780311;CLINIQUE DE CHATELLERAULT;;;;;;;;;;;;;;;;;;;4;D;;;;;0;;;;;;;;;;1;1;1;860010750;0
ORG;2023;860780436;SSR LA COLLINE ENSOLEILLEE;;;;;;;;;;;;;;;;;;;1;C;;;;;1;1;VIENNE;;;;;;;;1;0;;870015336;0
ORG;2023;860780568;CLINIQUE DU FIEF DE GRIMOIRE;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;0;1;2;860000140;0
ORG;2023;860782598;AURA POITOU-CHARENTES - ST BENOIT;;;;;;;;;;;;;1;B;;;;;2;C;D;;;;0;;;;;;;;;;0;0;;860000348;0
ORG;2023;860790419;CLINIQUE ST CHARLES - MAIS. DE CONVAL.;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;0;1;1;860003110;0
ORG;2023;870000064;C H U DUPUYTREN LIMOGES;;;;1;;;;;;;;;;;;;;;14;A;C;;;;0;;;;;;;;;;;1;2;870000015;0
ORG;2023;870000080;UNITE DE DIALYSE LIMOGES BUISSON;;;;;;;;;;;;;;;;;;;1;C;;;;;0;;;;;;;;;;0;0;;870000700;0
ORG;2023;870000098;CENTRE HOSPITALIER SAINT JUNIEN;;;;3;A;B;;;;1;A;;1;D;;3;C;;134;C;A;;;;;;;;;;;;;;0;1;2;870000023;0
ORG;2023;870000171;CENTRE LA CHENAIE;2;C;C;;;;;;;1;A;A;;;;;;;;;;;;;0;;;;;;;;;;0;0;;870015336;0
ORG;2023;870000221;CLINIQUE INICEA SAINT MAURICE;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;1;0;;870000973;0
ORG;2023;870000270;CTRE HOSPITALIER J BOUTARD ST YRIEIX;;;;2;B;A;;;;3;A;B;1;D;;1;D;;1;A;;;;;0;;;;;;;;;;;1;1;870000031;0
ORG;2023;870000288;CLINIQUE FRANCOIS CHENIEUX;;;;1;D;;;;;;;;1;D;;;;;;;;;;;0;;;;;;;;;;0;1;1;870017415;0
ORG;2023;870000411;CLINIQUE EMAILLEURS-COLOMBIER LIMOGES;;;;1;D;;;;;;;;1;D;;;;;;;;;;;0;;;;;;;;;;;1;1;870017415;0
ORG;2023;870000551;HOPITAL INTERCOMMUNAL DU HAUT LIMOUSIN;;;;;;;;;;;;;;;;;;;;;;;;;1;1;LIMOUSIN;;;;;;;;1;1;2;870014503;0
ORG;2023;870000601;HOPITAL DR RENE BARRIERE ST LEONARD;;;;;;;;;;;;;1;A;;;;;;;;;;;1;1;LIMOUSIN;;;;;3;A;;1;1;2;870014248;0
ORG;2023;870001567;HOPITAL INTERCOMMUNAL DU HAUT LIMOUSIN;;;;2;C;;;;;1;B;;;;;;;;10;C;D;;;;1;1;LIMOUSIN;;;;;;;;1;1;2;870014503;0
ORG;2023;870004231;H A D SANTE SERVICE LIMOUSIN LIMOGES;;;;;;;;;;;;;;;;;;;2;C;;;;;0;;;;;;;;;;1;1;2;870004074;0
ORG;2023;870006137;CENTRE HOSPITALIER ESQUIROL;;;;2;A;A;;;;2;A;;;;;;;;165;C;;;;;;;;;;;;;;;0;1;1;870002466;0
ORG;2023;870007358;HOPITAL DE JOUR BAUDIN;;;;;;;;;;;;;;;;;;;10;A;;;;;0;;;;;;;;;;0;0;;870016722;0
ORG;2023;870008042;USLD CHASTAINGT LIMOGES;;;;;;;;;;;;;;;;;;;14;;;;;;0;;;;;;;;;;;;;870000015;0
ORG;2023;870016631;CTRE PRISE EN CHARGE OBESITE;;;;;;;;;;;;;;;;;;;4;C;D;;;;0;;;;;;;;;;0;1;2;870016722;0
ORG;2023;880000021;CHI E.DURKHEIM - PLATEAU DE LA JUSTICE;;;;9;C;D;;;;;;;;;;8;C;D;;;;;;;;;;;;;;;;;1;1;1;880007059;0
ORG;2023;880000039;CHI HMV - SITE GERARDMER;;;;1;A;;;;;;;;;;;;;;2;C;;;;;;;;;;;;;;;;;;880009147;0
ORG;2023;880000054;CHI L'OUEST VOSGIEN SITE NEUFCHATEAU;;;;8;;;;;;3;;;;;;;;;451;;;;;;;;;;;;;;;;0;1;1;880007299;0
ORG;2023;880000062;CENTRE HOSPITALIER DE REMIREMONT;;;;6;;;;;;;;;;;;8;;;;;;;;;;;;;;;;;;;;;;880780093;0
ORG;2023;880000088;CENTRE HOSPITALIER DE RAVENEL;;;;3;C;A;;;;1;B;;;;;;;;;;;;;;;;;;;;;;;;1;0;;880780119;0
ORG;2023;880000104;HOPITAL DE L'AVISON - BRUYERES;;;;1;A;;;;;;;;;;;;;;;;;;;;1;1;VOSGES;;;;;;;;0;1;2;880780259;0
ORG;2023;880000112;HOPITAL LOCAL DE CHATEL-SUR-MOSELLE;;;;1;;;;;;;;;;;;;;;;;;;;;1;1;LORRAINE NORD;;;;;;;;0;0;;880780267;0
ORG;2023;880000179;CHI HMV - SITE FRAIZE;;;;1;A;;;;;;;;;;;1;C;;;;;;;;;;;;;;;;;;;;;880009147;0
ORG;2023;880000187;HOPITAL LOCAL DE LAMARCHE;;;;;;;;;;;;;;;;;;;1;D;;;;;;;;;;;;;;;0;0;;880780333;0
ORG;2023;880000203;HOPITAL LE THILLOT;;;;1;A;;;;;;;;;;;;;;4;A;B;;;;;;;;;;;;;;0;0;;880007786;0
ORG;2023;880000336;CHI E. DURKHEIM - SITE DE GOLBEY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;880007059;0
ORG;2023;880001730;CENTRE D'AUTODIALYSE DE VITTEL (ALTIR);;;;;;;;;;;;;;;;;;;1;A;;;;;0;;;;;;;;;;0;0;;540001112;0
ORG;2023;880006606;HAD KORIAN PAYS DES IMAGES;;;;;;;;;;;;;;;;;;;;;;;;;1;1;VOSGES;;;;;;;;0;0;;310025010;0
ORG;2023;880006663;CHI E.DURKHEIM-MAISON DE SANTE ST JEAN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;880007059;0
ORG;2023;880006721;HAD NEUFCHATEAU;;;;;;;;;;;;;;;;;;;;;;;;;1;1;VOSGES;;;;;;;;1;1;2;310025010;0
ORG;2023;880008529;HOPITAL DE JOUR ADOLESCENTS - CSPA;2;C;G;;;;;;;;;;;;;;;;1;C;C;1;G;G;1;1;VOSGES;;;;;;;;0;0;;880008511;0
ORG;2023;880780507;MAISON DE REPOS ET CONVAL. LA LOUVIERE;;;;;;;1;A;;1;A;;;;;;;;18;A;;;;;0;;;;;;;;;;0;1;2;880000237;0
ORG;2023;880785548;CENTRE D'AUTODIALYSE DE ST DIE (ALTIR);;;;;;;;;;;;;;;;;;;1;A;;;;;0;;;;;;;;;;0;0;;540001112;0
ORG;2023;880788591;POLYCLINIQUE LA LIGNE BLEUE;;;;2;C;;;;;;;;;;;;;;52;A;C;;;;0;;;;;;;;;;0;1;2;880780150;0
ORG;2023;890000169;CLINIQUE PAUL PICQUET SENS;;;;;;;;;;;;;;;;;;;40;C;D;;;;0;;;;;;;;;;1;1;2;890000151;0
ORG;2023;890000250;UNITE DE SOINS AUGUSTA PRIAULT CRF;1;D;;1;D;;;;;;;;;;;;;;2;C;D;;;;0;;;;;;;;;;0;;1;750721334;0
ORG;2023;890000292;SAINTE COLOMBE;;;;;;;;;;;;;;;;;;;15;C;D;;;;0;;;;;;;;;;1;1;1;310025010;0
ORG;2023;890000300;AIHP CENTRE ARMANCON;;;;1;D;;;;;;;;;;;;;;7;C;;;;;0;;;;;;;;;;0;0;;890000193;0
ORG;2023;890000318;ETAB SOINS DE SUITE LE PETIT PIEN;;;;;;;;;;;;;;;;;;;23;;;;;;0;;;;;;;;;;0;;;920030269;0
ORG;2023;890002298;CLINIQUE DE REGENNES;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;0;1;2;890000672;0
ORG;2023;890002371;CLINIQUE KER YONNEC;;;;;;;;;;;;;;;;;;;23;C;;;;;1;3;NORD YONNE;77 SUD;LOIRET;;;;;;1;1;2;890000722;0
ORG;2023;890002389;POLYCLINIQUE STE MARGUERITE AUXERRE;;;;;;;;;;;;;2;D;A;;;;17;C;D;;;;0;;;;;;;;;;;;;890000730;0
ORG;2023;890009178;HAD SUD YONNE ET BOURGOGNE NIVERNAISE;;;;;;;;;;;;;;;;;;;1;C;;;;;1;1;SUD YONNE-HAUT-NIVERNAIS;;;;;;;;0;0;;750047367;0
ORG;2023;890971583;USLD DU CH JOIGNY;;;;1;D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;890000417;0
ORG;2023;890972862;ANTENNE DIALYSE D'AUXERRE;;;;;;;;;;;;;;;;;;;1;C;;;;;0;;;;;;;;;;0;0;;210012290;0
ORG;2023;890973258;MOYEN SEJOUR CH SENS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;;890970569;0
ORG;2023;890973431;ANTENNE DIALYSE DE SENS;;;;;;;;;;;;;;;;;;;1;C;;;;;0;;;;;;;;;;0;0;;210012290;0
ORG;2023;890975519;CTRE HOSPITALIER SPECIALISE AUXERRE;;;;4;A;B;;;;5;B;A;;;;;;;3;D;A;1;B;;;;;;;;;;;;0;1;1;890000052;0
ORG;2023;890975527;CH AUXERRE;;;;1;A;;;;;1;B;;;;;;;;;;;;;;;;;;;;;;;;0;1;1;890000037;0
ORG;2023;890975535;CH AVALLON;;;;;;;;;;;;;2;D;;1;C;;2;A;D;;;;;;;;;;;;;;1;1;1;890000409;0
ORG;2023;890975543;CH JOIGNY;;;;1;D;D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;1;890000417;0
ORG;2023;890975550;CH SENS;0;;;2;A;D;0;;;0;;;0;;;1;C;;200;C;A;0;;;0;;;;;;;0;;;1;1;1;890970569;0
ORG;2023;890975568;CENTRE HOSPITALIER DU TONNERROIS;1;A;;1;A;;;;;;;;1;D;;1;C;;;;;;;;;;;;;;;;;;1;1;1;890000433;0
ORG;2023;900000035;HOPITAL PRIVE DE LA MIOTTE;;;;;;;;;;;;;;;;;;;19;C;;;;;0;;;;;;;;;;1;1;1;900003880;0
ORG;2023;900000647;CHSLD LE CHENOIS;;;;1;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;1;900004698;0
ORG;2023;900002429;CHS ST REMY ET NFC CENTRE PIERRE ENGEL;;;;;;;;;;;;;;;;;;;73;C;A;;;;1;1;;;;;;;;;;;;700004096;0
ORG;2023;900003039;HNFC SITE TREVENANS;;;;3;A;D;;;;1;G;;3;D;B;;;;;;;;;;;;;;;;;;;;1;1;1;900000365;0
ORG;2023;900003070;SSR SITE PIERRE ENGEL HNFC BAVILLIERS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;900000365;0
ORG;2023;910000199;CENTRE DE RADIOTHERAPIE DE RIS ORANGIS;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;1;0;;910000181;0
ORG;2023;910000272;CH D ARPAJON;16;C;E;;;;;;;;;;;;;5;C;;16;A;C;;;;;;;;;;;;;;;1;1;910110014;0
ORG;2023;910000298;CENTRE HOSPITALIER DE LONGJUMEAU;0;;;0;;;0;;;0;;;0;;;2;;;68;;;0;;;;;;;;;;0;;;0;1;1;910110055;0
ORG;2023;910000306;CH D ORSAY;;;;;;;;;;;;;;;;2;;;50;;;;;;0;;;;;;;;;;0;1;1;910110055;0
ORG;2023;910000330;CHS BARTHELEMY DURAND;;;;2;E;;;;;4;A;B;;;;;;;42;C;E;;;;0;;;;;;;;;;1;1;1;910140029;0
ORG;2023;910002609;CENTRE D HEMODIALYSE D ATHIS MONS;;;;;;;;;;;;;1;A;B;;;;;;;;;;0;;;;;;;;;;1;1;1;910000587;0
ORG;2023;910005057;UNITE D AUTODIALYSE GEORGES LAURE;;;;;;;;;;;;;;;;;;;1;C;;;;;1;1;ILE DE FRANCE SUD;;;;;;;;0;0;;910000660;0
ORG;2023;910009349;CENTRE D HEMODIALYSE D ETAMPES;;;;;;;;;;;;;1;A;;;;;1;C;;1;A;;1;2;77 SUD;ILE DE FRANCE SUD;;;;;;;0;0;;940000060;0
ORG;2023;910009919;CTRE REEDUCATION FONCTIONNELLE EVRY;1;C;;1;D;;;;;;;;;;;;;;;;;;;;1;1;ILE DE FRANCE SUD;;;;;;;;1;1;2;910009869;0
ORG;2023;910015965;CLINIQUE LE MOULIN DE VIRY;;;;;;;;;;;;;;;;;;;51;;;;;;0;;;;;;;;;;0;0;;920030269;0
ORG;2023;910018423;CENTRE HOSPITALIER DE JUVISY SUR ORGE;;;;;;;;;;;;;;;;2;;;30;;;;;;;;;;;;;;;;0;1;1;910110055;0
ORG;2023;910020254;CH SUD FRANCILIEN SITE JEAN JAURES;;;;;;;;;;12;B;E;;;;2;C;;108;C;D;1;C;;;;;;;;;;;;;1;2;910002773;0
ORG;2023;910025410;HAD DE L'ESSONNE INICEA;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;0;1;2;310021233;0
ORG;2023;910100015;HU HENRI MONDOR SITE CLEMENCEAU APHP;;;;;;;;;;;;;;;;;;;28;C;;1;C;;0;;;;;;;;;;0;1;1;750712184;0
ORG;2023;910100031;HU HENRI MONDOR SITE DUPUYTREN APHP;;;;;;;;;;;;;;;;;;;28;C;;1;C;;0;;;;;;;;;;0;1;1;750712184;0
ORG;2023;910140037;HOPITAL PSYCHIATRIQUE L'EAU VIVE;;;;;;;;;;;;;;;;;;;3;D;C;;;;1;1;PARIS PSYCHIATRIE ET NEUROSCIENCES;;;;;;;;1;1;2;750720914;0
ORG;2023;910150010;CH FREDERIC HENRI MANHES;;;;1;C;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;910014919;0
ORG;2023;910150028;CENTRE HOSPITALIER DE BLIGNY;;;;1;A;;;;;;;;;;;;;;35;C;;;;;0;;;;;;;;;;0;0;;750811184;0
ORG;2023;910150069;HOP PRIVE GERIAT LES MAGNOLIAS;;;;;;;;;;;;;;;;;;;2;D;;1;D;;1;1;ILE DE FRANCE SUD;;;;;;;;0;1;1;910000033;0
ORG;2023;910150085;GH LES CHEMINOTS SOINS DE SUITE;;;;1;A;D;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;0;0;;910009539;0
ORG;2023;910300011;HOP DE PARIS ESSONNE LES CHARMILLES;;;;;;;;;;;;;;;;;;;43;C;D;;;;1;1;ILE DE FRANCE SUD;;;;;;;;0;1;2;910025139;0
ORG;2023;910300045;CLINIQUE MEDICALE JARDINS DE BRUNOY;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;1;0;;910002419;0
ORG;2023;910300060;CLINIQUE GERIATRIQUE LES VALLEES;;;;;;;;;;;;;;;;;;;30;C;D;;;;0;;;;;;;;;;0;1;2;920030269;0
ORG;2023;910300144;CMCO D EVRY;0;;;0;;;0;;;0;;;0;;;0;;;33;D;C;0;;;0;;;;;;;0;;;0;1;2;910000447;0
ORG;2023;910300151;CTRE DE REEDUC L'OBSERVATOIRE - INICEA;;;;;;;;;;;;;;;;;;;37;C;;;;;0;;;;;;;;;;1;0;;310021308;0
ORG;2023;910300177;CLINIQUE DE L YVETTE;;;;;;;;;;;;;1;;;;;;11;C;;;;;0;;;;;;;;;;1;1;2;910000462;0
ORG;2023;910300219;HOPITAL PRIVE JACQUES CARTIER;;;;1;E;;;;;;;;1;A;;;;;11;C;;;;;0;;;;;;;;;;;;;910003888;0
ORG;2023;910300300;HOPITAL PRIVE DU VAL D YERRES;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;1;1;2;910000538;0
ORG;2023;910300326;CLINIQUE PASTEUR;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;1;1;2;910000553;0
ORG;2023;910300359;HOPITAL PRIVE D ATHIS MONS;;;;;;;;;;;;;1;A;B;;;;51;C;D;;;;0;;;;;;;;;;1;1;1;910000587;0
ORG;2023;910310028;CLINIQUE DU CHATEAU DE VILLEBOUZIN;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;1;;;920030269;0
ORG;2023;910500040;GH LES CHEMINOTS CENTRE MOYEN SEJOUR;;;;1;A;D;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;0;0;;910009539;0
ORG;2023;910803543;HOPITAL PRIVE CLAUDE GALIEN;;;;;;;;;;;;;;;;;;;15;C;E;;;;0;;;;;;;;;;1;1;1;910017615;0
ORG;2023;910805357;CLINIQUE DE L ESSONNE;;;;1;D;;;;;;;;2;A;;;;;52;C;D;;;;1;1;ILE DE FRANCE SUD;;;;;;;;1;1;2;910001643;0
