BOR;AN;FI;RS;FI_EJ;URG;HMED;HIDE;SAO;ACC;PASSU;dt80;dt18;dtMCO;dtMCO80;dtMCO18;dtLS;dtLS80;dtLS18;dtHAD;dtHAD80;dtHAD18;dtEXT;dtEXT80;dtEXT18;dtHOSP;LIT_UHCD;JLI_UHCD;SEJ_UHCD;SEJ0_UHCD;JOU_UHCD;STAP;RMM;GDE
URGENCES2;2023;690000013;CH MONTGELAS;690780036;GEN;323;336;1;IAO;14616;2387;2263;1890;771;15;;;;;;;;;;;3;1095;1378;596;848;1;1;
URGENCES2;2023;690000575;CH NORD OUEST - VILLEFRANCHE;690782222;GEN;975;1871;1;IAOMAO;70306;7103;31269;15998;4425;4035;;;;;;;;;;;20;7300;7807;1991;6438;1;1;
URGENCES2;2023;690000625;HNO DE TARARE;690782271;GEN;322;420;1;IAO;20927;2358;3925;3498;1359;254;;;0;0;0;0;228;18;97;;8;2920;2935;846;2150;1;1;
URGENCES2;2023;690007539;HOPITAL FEMME MERE ENFANT - HCL;690781810;PED;406;1361;1;IAO;72875;;;;;;;;;;;;;;;6801;18;6470;3969;871;3859;;;
URGENCES2;2023;690023411;HOPITAL PRIVE JEAN MERMOZ;690000252;GEN;264;504;1;IAO;24584;1329;3173;;;;0;0;0;0;0;0;;;;;4;1460;2638;2157;518;1;;
URGENCES2;2023;690041132;MEDIPOLE HOPITAL MUTUALISTE;690006598;GEN;560;1399;1;IAO;77580;7563;2272;;;;;;;;;;;;;;11;4015;7904;4481;3577;1;1;
URGENCES2;2023;690780390;POLYCLINIQUE LYON NORD;690000229;GEN;217;420;1;IAO;14842;2037;1981;1069;557;;;;;;;;106;22;;;4;1460;377;61;381;1;1;
URGENCES2;2023;690780416;GPE HOSP MUTUALISTE LES PORTES DU SUD;690031190;GEN;480;702;1;IAO;22859;2066;2692;;;;;;;;;;;;;;8;2920;2988;881;2687;0;0;
URGENCES2;2023;690780648;CLINIQUE DE LA SAUVEGARDE;690036900;GEN;252;672;1;IAO;19592;2781;1292;2016;728;7;;;;;;;362;148;4;;6;2190;1738;543;1304;1;1;
URGENCES2;2023;690780655;HOPITAL PRIVE DE L'EST LYONNAIS (HPEL);690000377;GEN;252;483;1;IAO;40267;2663;7831;1029;405;10;;;;;;;88;28;0;;5;1825;439;271;172;1;1;
URGENCES2;2023;690783154;HOPITAL EDOUARD HERRIOT - HCL;690781810;GEN;1235;2604;1;IAO;74390;8927;1894;12541;5393;125;506;5;61;;;;2121;276;85;;23;9003;6652;1189;6571;1;1;
URGENCES2;2023;690784137;HOPITAL LYON SUD - HCL;690781810;GEN;541;419;1;IAO;32057;5450;690;6973;3417;70;58;15;3;;;;663;166;10;;22;8030;2998;779;3248;;;
URGENCES2;2023;690784152;HOPITAL CROIX-ROUSSE - HCL;690781810;GEN;661;1308;1;IAO;39271;5891;1919;6954;3755;70;5;0;1;;;;999;250;50;;13;5010;5399;2066;3336;1;1;
URGENCES2;2023;690805361;CH ST JOSEPH ST LUC;690805353;GEN;488;1092;1;IAOMAO;32647;5133;535;7432;2901;40;;;;;;;547;162;10;;14;5053;3200;108;4347;1;1;
URGENCES2;2023;690807367;POLYCLINIQUE DU BEAUJOLAIS;690003447;GEN;168;320;1;IAO;17872;1174;2091;938;178;14;;;;;;;36;9;5;;2;730;900;772;130;1;1;
URGENCES2;2023;700000011;GH HAUTE SAONE SITE GRAY;700004591;GEN;168;168;1;IAO;7320;1371;1175;1464;658;3;;;;;;;;;;;2;730;834;242;648;0;1;
URGENCES2;2023;700000029;GH HAUTE SAONE SITE VESOUL;700004591;GEN;396;756;1;IAO;39568;5560;7496;10459;2786;1358;;;;;;;;;;;10;3650;4506;1032;3886;0;1;
URGENCES2;2023;710010067;CH DU PAYS CHAROLAIS BRIONNAIS;710780644;GEN;218;300;;;25225;4041;5981;8502;2833;720;;;;;;;;;;;5;1825;2099;2092;7;1;0;
URGENCES2;2023;710010786;CH AUTUN SITE PARPAS;710781451;GEN;336;504;1;IAO;11086;2087;1872;1342;715;35;0;;;0;;;;;;;2;730;2119;638;1661;0;0;
URGENCES2;2023;710978263;CH WILLIAM MOREY CHALON SUR SAONE;710780958;GEN;396;982;1;IAOMAO;56369;6242;15450;15420;3834;2663;;;;;;;;;;;8;2920;6567;3057;3607;1;1;
URGENCES2;2023;710978289;CH LES CHANAUX MACON;710780263;GEN;720;994;1;IAO;52210;5549;14104;12617;3971;1169;522;12;0;11;1;2;130;16;24;;3;1095;1249;876;376;1;1;
URGENCES2;2023;710978313;CENTRE HOSPITALIER JEAN BOUVERI;710976705;GEN;284;402;1;IAO;19941;3041;3291;4396;1677;42;;;0;0;0;0;291;46;85;;6;2190;2592;1191;1450;1;0;
URGENCES2;2023;710978347;HOTEL DIEU DU CREUSOT;570010181;GEN;420;588;1;IAO;28276;3097;6400;3829;1276;102;;;;;;;1296;345;119;;2;730;4304;4303;1;;;
URGENCES2;2023;720000033;CENTRE HOSPITALIER DU MANS;720000025;GEN;644;1991;1;IAOMAO;65046;11406;147;14051;5087;28;10;6;0;;;;2361;482;2;;22;8030;27406;11857;18569;1;;
URGENCES2;2023;720000033;CENTRE HOSPITALIER DU MANS;720000025;PED;343;910;1;IAO;29277;;;;;;;;;;;;;;;5177;9;3285;3387;1325;2275;;;
URGENCES2;2023;720000124;CENTRE HOSPITALIER CHATEAU DU LOIR;720000066;GEN;48;168;0;;3016;570;382;;;;;;;;;;;;;;3;1095;252;87;168;0;0;
URGENCES2;2023;720000470;CENTRE HOSPITALIER MAMERS;610780082;GEN;203;362;0;;6358;1229;955;1198;539;22;77;55;0;0;0;0;165;70;7;;3;1095;669;71;797;1;1;
URGENCES2;2023;720000520;CENTRE HOSPITALIER ST CALAIS;720000140;GEN;168;168;0;;4816;852;575;109;71;0;2;2;0;;;;123;14;14;;4;1460;623;385;256;1;0;
URGENCES2;2023;720001437;CH PAUL CHAPRON;720006022;GEN;252;215;1;IAO;4650;868;594;706;423;0;;;;;;;215;37;;;4;1460;326;13;496;1;0;
URGENCES2;2023;720016179;POLE SANTE SARTHE ET LOIR;720016724;GEN;10;14;1;IAO;7830;1231;1342;1347;640;20;0;0;0;0;0;0;145;25;20;;0;0;71;71;0;1;1;
URGENCES2;2023;720017748;CENTRE MEDICO CHIRURGICAL DU MANS;720000561;GEN;175;504;1;IAO;27264;4400;1284;3347;;;;;;;;;;;;;7;2555;1418;136;1466;1;1;
URGENCES2;2023;730000031;CHMS CHAMBERY NH;730000015;GEN;571;1294;1;IAO;74096;6908;18877;19846;;3025;23;14;0;67;18;2;;;;;16;5856;5621;633;5096;1;1;
URGENCES2;2023;730000080;CH DE SAINT JEAN DE MAURIENNE;730780103;GEN;202;336;1;IAO;15177;1839;2942;3693;1043;197;;;;;;;346;40;96;;2;730;1482;671;842;1;1;
URGENCES2;2023;730000098;CHMS AIX GRAND PORT;730000015;GEN;227;595;1;IAO;18287;2648;2473;3357;1466;14;2;2;0;6;2;1;;;;;6;2190;1303;168;1152;1;0;
URGENCES2;2023;730000247;CH DE BOURG ST MAURICE;730780525;GEN;217;256;1;IAO;16933;893;3110;2479;362;169;;;;;;;532;41;90;;6;2190;1605;650;978;1;1;
URGENCES2;2023;730000262;CH D'ALBERTVILLE;730002839;GEN;420;658;1;IAO;31137;3275;6885;7219;1827;994;1;0;0;0;0;0;910;89;90;;12;4380;2143;174;2099;1;1;
URGENCES2;2023;730004298;HOPITAL PRIVE MEDIPOLE DE SAVOIE;730010048;GEN;240;420;1;IAO;24608;1276;4880;1793;272;70;;;;;;;;;;;6;2190;581;358;223;1;1;
URGENCES2;2023;740000237;CH ANNECY-GENEVOIS SITE ANNECY;740781133;GEN;768;768;1;IAO;89002;8310;24650;16842;3414;2583;259;7;2;0;0;0;688;374;20;;18;6570;8971;3121;7136;1;1;
URGENCES2;2023;740000302;CH ANNECY-GENEVOIS SITE ST JULIEN EN G;740781133;GEN;288;288;1;IAO;26214;2497;4897;3231;1123;64;2;0;0;0;0;0;106;10;4;;8;2920;2368;350;2313;1;1;
URGENCES2;2023;740000328;HOPITAUX DU LEMAN;740790381;GEN;426;950;1;IAO;38069;3561;8000;7080;1609;1145;0;0;0;0;0;0;447;45;42;;10;3650;4829;1383;4212;1;0;
URGENCES2;2023;740014345;HOPITAL PRIVE PAYS DE SAVOIE;740000617;GEN;168;504;1;IAO;30942;848;5899;2028;139;196;0;0;0;0;0;0;;3;7;;5;1825;241;39;217;1;1;
URGENCES2;2023;740780424;CLINIQUE GENERALE D'ANNECY;740000120;GEN;168;252;1;IAO;14573;671;2336;777;47;50;0;0;0;0;0;0;17;2;0;;4;1460;79;15;64;1;1;
URGENCES2;2023;740781141;CH ALPES LEMAN;740790258;GEN;480;1685;1;IAO;53156;4833;17618;11755;;;;;;;;;;;;;9;2340;5793;2218;4018;1;1;
URGENCES2;2023;740781224;HOPITAUX DU MONT BLANC SITE SALLANCHES;740001839;GEN;335;716;1;IAOMAO;35576;3791;7244;8679;2229;1351;;;;;;;472;48;47;;12;4380;2731;448;2598;;;
URGENCES2;2023;750000523;GH PARIS SITE SAINT JOSEPH;750150120;GEN;762;1157;1;IAO;62610;9550;1137;16830;5425;115;;;;;;;575;147;12;;8;2920;8417;4734;3716;1;1;
URGENCES2;2023;750000549;HOPITAL FONDATION A DE ROTHSCHILD;750150229;GEN;310;396;1;IAO;45419;3099;5877;1949;188;146;0;0;0;0;0;0;0;0;0;;2;730;1065;940;126;1;1;
URGENCES2;2023;750100018;HU PARIS CENTRE SITE HOTEL DIEU APHP;750712184;GEN;168;461;1;IAO;21124;487;789;777;31;30;;;;;;;635;7;16;;4;1460;716;190;539;1;1;
URGENCES2;2023;750100042;HU SAINT LOUIS SITE LARIBOISIERE APHP;750712184;GEN;686;2084;1;IAO;69794;6678;1349;4743;1390;32;7;4;0;0;0;0;1829;487;25;;24;8736;7470;1210;7686;1;1;
URGENCES2;2023;750100075;HU SAINT LOUIS SITE SAINT LOUIS APHP;750712184;GEN;500;726;1;IAO;37208;4064;550;3235;559;11;0;1;0;0;0;0;904;195;4;;7;2555;4630;2039;3183;1;1;
URGENCES2;2023;750100091;HU EST PARISIEN SITE ST ANTOINE APHP;750712184;GEN;819;1680;1;IAO;59753;6442;938;297;79;;4;;;;;;565;49;12;;11;4015;7476;2963;5523;1;1;
URGENCES2;2023;750100109;HU EST PARISIEN SITE TROUSSEAU APHP;750712184;PED;580;995;1;IAO;50408;;;;;;;;;;;;;;;862;6;2190;4365;2496;1941;;;
URGENCES2;2023;750100125;HU PITIE SALPETRIERE APHP;750712184;GEN;722;1900;1;IAO;66945;6792;8895;3618;504;39;35;1;1;;;;414;;31;;24;8760;3273;647;3968;1;1;
URGENCES2;2023;750100166;HU PARIS CENTRE SITE COCHIN APHP;750712184;GEN;536;1357;1;IAO;54917;5454;1533;9420;2680;109;;;;;;;624;67;19;;21;7665;8639;2185;7693;1;1;
URGENCES2;2023;750100208;HU NECKER ENFANTS MALADES APHP;750712184;PED;633;1595;1;IAO;63119;;;;;;;;;;;;;;;6653;12;4303;4223;1622;3167;;;
URGENCES2;2023;750100232;HU PARIS NORD SITE BICHAT APHP;750712184;GEN;3360;12775;1;IAO;78580;8760;1694;5065;1258;40;8;1;0;2;1;0;1463;705;31;;24;8760;11108;3689;10411;1;1;
URGENCES2;2023;750100273;HU EST PARISIEN SITE TENON APHP;750712184;GEN;609;1505;1;IAO;46618;4966;943;2843;851;20;;;;;;;107;17;2;;14;5110;8406;3360;5512;1;1;
URGENCES2;2023;750150237;HOPITAL DE LA CROIX SAINT SIMON;750006728;GEN;328;697;1;IAO;25811;2674;395;2688;795;13;;;;;;;376;78;2;;2;730;2378;1321;1192;1;1;
URGENCES2;2023;750803447;HU PARIS OUEST SITE G POMPIDOU APHP;750712184;GEN;642;1347;1;IAOMAO;49213;5525;936;9871;3037;76;;;;;;;190;28;4;;20;7300;6901;4034;3572;1;1;
URGENCES2;2023;750803454;HU ROBERT DEBRE APHP;750712184;PED;950;1694;1;IAO;76679;;;;;;;;;;;;;;;8171;15;5356;7087;2164;5574;;;
URGENCES2;2023;760000018;CH DIEPPE;760780023;GEN;498;683;1;IAO;47903;5350;11705;11017;2860;1490;846;;;0;0;0;0;0;0;;2;730;2738;558;2533;1;1;
URGENCES2;2023;760000042;CH EU;760780056;GEN;168;168;1;IAO;18218;771;5503;156;72;;;;;;;;;;;;2;730;277;67;295;0;0;
URGENCES2;2023;760000141;HOPITAL SAINT JULIEN CHU ROUEN;760780239;GEN;192;473;1;IAO;16704;2166;3524;2552;1079;90;;;;;;;;;;;5;1825;2842;1693;1319;0;1;
URGENCES2;2023;760000158;HOPITAL CHARLES NICOLLE CHU ROUEN;760780239;GEN;824;2259;1;MAO;76843;11384;2367;31078;7880;588;;;;;;;;;;;16;5840;34582;20778;14810;0;1;
URGENCES2;2023;760000158;HOPITAL CHARLES NICOLLE CHU ROUEN;760780239;PED;303;751;1;IAO;28295;;;;;;;;;;;;;;;4974;4;1460;6342;4963;1455;;;
URGENCES2;2023;760000364;CHI DU PAYS DES HAUTES FALAISES FECAMP;760780734;GEN;168;462;1;IAO;28594;3242;7040;6294;;;;;;;;;;;;;4;1460;3070;1616;1462;1;1;
URGENCES2;2023;760000372;CH LILLEBONNE CHI CAUX VALLEE DE SEINE;760780742;GEN;238;581;1;IAO;20156;1304;4770;2354;;;13;;;;;;;;;;4;1460;2197;725;1488;1;1;
URGENCES2;2023;760000463;CH LES FEUGRAIS CHI ELBEUF;760024042;GEN;787;1120;1;IAO;64570;5036;21324;8274;1764;1424;6;6;;5;4;;1297;647;45;;12;4380;5244;2388;3302;1;1;
URGENCES2;2023;760021329;HOPITAL PRIVE DE L'ESTUAIRE;760000448;GEN;366;602;1;IAO;29572;2584;3103;;;;;;;;;;;;;;6;2190;1268;926;346;1;1;
URGENCES2;2023;760780510;CLINIQUE DU CEDRE;760000257;GEN;338;457;1;IAO;21161;1494;4413;1083;174;21;;;;;;;42;6;0;;4;1460;377;115;325;1;1;
URGENCES2;2023;760780791;CLINIQUE LES ORMEAUX-VAUBAN LE HAVRE;760000414;GEN;228;467;1;IAO;26256;1265;2451;1223;159;21;;;;;;;208;33;13;;4;1460;2347;1789;571;1;1;
URGENCES2;2023;760805770;HOPITAL JACQUES MONOD CH LE HAVRE;760780726;GEN;336;1272;1;IAO;45202;6621;1222;14426;4266;94;;;;;;;201;39;1;;8;2920;5481;1815;4277;1;1;
URGENCES2;2023;760805770;HOPITAL JACQUES MONOD CH LE HAVRE;760780726;PED;284;728;1;IAO;32870;;;;;;;;;;;;;;;4813;2;730;1022;895;129;;;
URGENCES2;2023;760921809;CLINIQUE DE L'EUROPE ROUEN;760000273;GEN;370;1395;1;IAO;55601;1331;9124;2102;246;49;;;;;;;144;23;9;;7;2555;679;63;623;1;1;
URGENCES2;2023;770000131;CH DE COULOMMIERS;770021145;GEN;386;588;1;IAO;26248;2721;3906;4881;1502;136;242;6;13;;;;;;;;2;730;1348;732;682;;;
URGENCES2;2023;770000131;CH DE COULOMMIERS;770021145;PED;168;168;1;IAO;7281;;;;;;;;;;;;;;;510;0;0;0;0;0;;;
URGENCES2;2023;770000149;CH SUD SEINE ET MARNE FONTAINEBLEAU;770021152;GEN;238;420;1;IAO;25945;2934;4228;2805;544;836;;;;;;;;;;;6;2190;1409;259;1203;1;1;
URGENCES2;2023;770000149;CH SUD SEINE ET MARNE FONTAINEBLEAU;770021152;PED;168;420;1;IAO;15475;;;;;;;;;;;;;;;769;2;730;719;217;518;;;
URGENCES2;2023;770000156;CH DE MELUN SITE SANTEPOLE;770110054;GEN;814;1428;1;IAO;59193;5806;7094;11667;3363;543;673;2;85;;;;;;;;18;6570;9344;2580;8024;;;
URGENCES2;2023;770000156;CH DE MELUN SITE SANTEPOLE;770110054;PED;252;504;1;IAO;19396;;;;;;;;;;;;;;;2027;4;1460;435;255;180;;;
URGENCES2;2023;770000164;CH SUD SEINE ET MARNE SITE MONTEREAU;770021152;GEN;238;420;1;IAO;25734;2115;5059;2916;982;43;;;;;;;;;;;4;1460;1267;458;871;1;1;
URGENCES2;2023;770000172;CH DE PROVINS LEON BINET;770110070;GEN;238;420;1;IAO;26919;2628;3836;6669;1603;153;151;4;7;;;;;;;;5;1825;5005;2808;2444;;1;
URGENCES2;2023;770000172;CH DE PROVINS LEON BINET;770110070;PED;168;84;;;8923;;;;;;;;;;;;;;;885;1;365;81;67;19;;;
URGENCES2;2023;770000214;CH SUD SEINE ET MARNE SITE DE NEMOURS;770021152;GEN;168;168;1;IAO;15804;1949;2298;2141;450;32;;;;;;;;;;;4;1460;839;227;785;1;1;
URGENCES2;2023;770000446;CH DE MEAUX SITE SAINT FARON;770021145;GEN;406;756;1;IAO;40398;4499;4579;7611;2165;95;119;3;4;;;;;;;;12;4380;4103;1175;4248;;;
URGENCES2;2023;770000446;CH DE MEAUX SITE SAINT FARON;770021145;PED;164;188;1;IAO;19174;;;;;;;;;;;;;;;1842;2;730;709;204;511;;;
URGENCES2;2023;770019032;GHEF MARNE LA VALLEE SITE JOSSIGNY;770021145;GEN;574;1344;1;IAO;68611;5071;17887;10837;2650;1702;1075;26;7;;;;;;;;12;4380;5763;1169;6030;;;
URGENCES2;2023;770019032;GHEF MARNE LA VALLEE SITE JOSSIGNY;770021145;PED;164;188;;IAO;13262;;;;;;;;;;;;;;;;2;730;2;2;0;;;
URGENCES2;2023;770300010;HOPITAL PRIVE DE MARNE CHANTEREINE;770004299;GEN;294;504;1;IAO;36875;2005;8543;1682;155;39;;;;;;;;;;;4;1460;678;591;87;1;1;
URGENCES2;2023;770300135;CLINIQUE MEDICO CHIRURG LES FONTAINES;770000289;GEN;252;321;1;IAO;25735;812;4381;493;114;42;;;;;;;;;;;3;1095;0;0;0;1;1;
URGENCES2;2023;770790707;CLINIQUE DE TOURNAN;770000719;GEN;168;420;1;IAO;18585;;;;;;;;;;;;;;;;5;1825;1323;948;385;1;0;
URGENCES2;2023;780000287;CH FRANCOIS QUESNAY MANTES;780110011;GEN;421;1008;1;IAO;34375;3866;4665;4850;1604;54;;;;;;;;;;;8;2920;2010;73;4018;0;0;
URGENCES2;2023;780000287;CH FRANCOIS QUESNAY MANTES;780110011;PED;213;672;1;IAO;19417;;;;;;;;;;;;;;;3798;4;1460;2505;1390;1175;;;
URGENCES2;2023;780000295;CHI DE MEULAN LES MUREAUX;780002697;GEN;420;553;1;IAO;18622;1774;1793;2597;864;24;;0;0;;0;0;;;;;8;2920;1868;179;2359;;;
URGENCES2;2023;780000311;CHI POISSY ST GERMAIN SITE DE POISSY;780001236;GEN;644;1008;1;IAO;42316;6733;3334;6882;2575;40;;;;;;;;;;;9;3285;3277;314;4648;0;;
URGENCES2;2023;780000311;CHI POISSY ST GERMAIN SITE DE POISSY;780001236;PED;258;1176;1;IAO;10058;;;;;;;;;;;;;;;2192;6;1836;779;228;630;;;
URGENCES2;2023;780000329;CH DE RAMBOUILLET;780110052;GEN;574;840;1;IAO;26233;3192;4217;5248;1703;82;;;;;;;;;;;11;4015;3520;1300;2859;1;1;
URGENCES2;2023;780000329;CH DE RAMBOUILLET;780110052;PED;168;504;1;IAO;9188;;;;;;;;;;;;;;;815;2;730;71;67;4;;;
URGENCES2;2023;780022737;POLYCLINIQUE DE MAISONS LAFFITTE;780000675;GEN;168;245;1;IAO;13001;985;2653;;;;;;;;;;;;;;2;730;84;44;40;1;1;
URGENCES2;2023;780300323;HOPITAL PRIVE FRANCISCAINES;780003679;GEN;168;504;1;IAO;28726;2028;5517;;;;;;;;;;;;;;4;1460;717;179;684;;;
URGENCES2;2023;780300406;HOPITAL PRIVE DE PARLY II;780018032;GEN;168;231;1;IAO;10184;1833;992;407;201;0;;;;;;;;;;;4;;1523;1492;32;1;1;
URGENCES2;2023;780300414;CH PRIVE DE L EUROPE;780000675;GEN;168;420;1;IAO;18432;2483;2335;1697;731;19;;;;;;;;;;;4;1460;696;296;425;1;1;
URGENCES2;2023;780300422;HOPITAL PRIVE DE L OUEST PARISIEN;780002259;GEN;413;756;1;IAOMAO;53170;2808;9330;2233;361;179;0;0;0;;;;513;116;107;;8;8;1460;339;1325;1;0;
URGENCES2;2023;780300455;CH PRIVE DU MONTGARDE;780000717;GEN;168;470;1;IAO;23524;912;4423;2790;194;241;;;;;;;;;;;4;1460;195;38;170;1;1;
URGENCES2;2023;780800256;CH DE VERSAILLES SITE ANDRE MIGNOT;780110078;GEN;1050;1974;1;IAO;45518;7250;1824;11506;3826;315;550;12;30;;;;2574;1446;22;;13;4745;5316;1732;4777;1;1;
URGENCES2;2023;780800256;CH DE VERSAILLES SITE ANDRE MIGNOT;780110078;PED;308;520;;;26931;;;;;;;;;;;;;;;3091;4;1460;1548;1012;721;;;
URGENCES2;2023;790000087;CENTRE HOSPITALIER DE NIORT;790000012;GEN;456;1344;1;IAO;58823;6675;15156;9674;2538;1796;550;101;36;;;;769;358;63;;12;4380;10010;4397;6439;1;1;
URGENCES2;2023;790009948;POLYCLINIQUE D'INKERMANN;790001242;GEN;168;302;1;IAO;15305;1587;2411;568;670;32;0;;;0;;;0;;;;4;1460;1569;1138;439;1;1;
URGENCES2;2023;790019848;SITE HOSPITALIER FAYE L'ABBESSE;790006654;GEN;308;588;1;IAO;28918;4720;4951;;;;;;;;;;;;;;12;4380;6572;2686;5738;1;1;
URGENCES2;2023;800000143;CH ABBEVILLE;800000028;GEN;328;840;1;IAO;43762;5519;11408;11828;3424;1355;481;;;;;;302;;;;8;2920;2242;518;1801;1;1;
URGENCES2;2023;800000226;CH DOULLENS;800000069;GEN;132;288;1;IAOMAO;13984;1515;2978;1852;722;10;0;0;0;0;0;0;0;0;0;;4;1460;875;337;570;0;0;
URGENCES2;2023;800000390;CH CHIMR MONTDIDIER;800000085;GEN;168;504;1;IAO;15783;1927;3128;1172;661;0;23;20;0;0;0;0;535;118;32;;3;1095;1302;517;867;;;
URGENCES2;2023;800000432;CH PÉRONNE;800000093;GEN;126;336;1;IAO;16910;2437;2501;2643;1025;22;200;95;0;60;31;0;475;214;3;;2;730;1571;418;1234;0;1;
URGENCES2;2023;800006124;CHU AMIENS SUD;800000044;GEN;1075;1782;1;IAOMAO;72686;8008;2549;17846;4146;194;1;1;;;;;;;;;18;6570;7406;3262;4574;1;1;
URGENCES2;2023;800006124;CHU AMIENS SUD;800000044;PED;230;730;1;IAO;26355;;;;;;;;;;;;;;;4638;8;2920;2103;822;1304;;;
URGENCES2;2023;800015729;SAS DE CARDIOLOGIES ET URGENCES;800015679;GEN;240;585;1;IAO;21367;2348;2024;2866;636;34;;;;;;;;;;;7;;2122;1517;646;1;1;
URGENCES2;2023;810000224;CL CLAUDE BERNARD ALBI;810000471;GEN;35;35;1;IAO;16201;3899;1086;4233;787;214;;;;;;;205;;;;5;1825;1548;947;687;1;1;
URGENCES2;2023;810000505;CH ALBI;810000331;GEN;308;2139;1;IAO;35846;4459;9861;7461;2541;1059;0;0;0;0;0;0;996;178;122;;8;2920;1881;965;927;1;1;
URGENCES2;2023;810000521;CHIC CASTRES MAZAMET SITE AUTAN;810000380;GEN;351;987;1;IAOMAO;39211;5560;9523;8535;3076;1068;18;15;0;0;0;0;851;92;58;;6;2190;3245;1181;2146;;0;
URGENCES2;2023;810000562;CH LAVAUR SITE GUIRAUD;810000455;GEN;168;420;1;IAO;14441;1983;3104;740;473;0;153;115;0;0;0;0;410;81;57;;4;1460;1009;88;1069;0;1;
URGENCES2;2023;810101444;POLYCLINIQUE DU SIDOBRE CASTRES;810000992;GEN;182;276;1;IAO;16880;3219;1474;;;;;;;;;;;;;;5;1825;1178;747;539;1;1;
URGENCES2;2023;820000032;CH MONTAUBAN;820000016;GEN;406;840;1;IAO;31017;4576;6731;9226;2399;1363;62;1;8;0;0;0;0;0;0;;9;3337;4293;1395;3755;1;1;
URGENCES2;2023;820000057;CL PONT DE CHAUME MONTAUBAN;820000131;GEN;240;620;1;IAO;12610;1999;914;3530;1006;29;;;;;;;143;;;;6;2190;1505;193;1557;1;0;
URGENCES2;2023;820000883;CHI CASTELSARRASIN MOISSAC SITE MOISSA;820004950;GEN;115;264;1;IAO;7675;1587;1388;754;458;8;1;;;5;3;;544;131;61;;4;1460;915;172;886;1;1;
URGENCES2;2023;830000279;CH JEAN MARCEL DE BRIGNOLES;830100517;GEN;504;500;1;IAO;41870;3878;9658;3755;1564;40;76;55;0;0;0;0;1685;296;211;;10;;1771;1094;688;;;
URGENCES2;2023;830000287;CH LA DRACENIE DE DRAGUIGNAN;830100525;GEN;374;630;1;IAO;28371;3519;5600;6260;1701;656;34;2;0;0;0;0;1700;636;96;;2;730;420;26;1606;1;1;
URGENCES2;2023;830000295;CH DE HYERES MARIE JOSEE TREFFOT;830100533;GEN;523;504;1;IAO;35025;;;8758;;;;;;;;;;;;;10;3650;5790;3456;2394;1;1;
URGENCES2;2023;830000311;CHI DE FREJUS SAINT RAPHAEL;830100566;GEN;742;756;1;IAO;51216;7196;12197;9499;2874;1299;158;8;2;;;;1098;225;415;;4;1460;1243;613;651;1;1;
URGENCES2;2023;830000337;CENTRE HOSPITALIER DE SAINT TROPEZ;830100590;GEN;190;585;1;IAO;17550;2320;2214;1652;733;12;0;0;0;0;0;0;1264;255;92;;8;2920;450;441;9;0;1;
URGENCES2;2023;830000345;CHITS CH SAINTE MUSSE;830100616;GEN;883;1932;1;IAOMAO;82236;7663;26694;19348;4645;3762;774;19;41;;;;869;230;150;;15;5490;9925;5325;4851;1;1;
URGENCES2;2023;830100574;HIA SAINTE ANNE;750821092;GEN;490;924;1;IAO;33036;6316;328;1888;608;9;20;1;;0;0;0;2000;977;5;;11;4015;6511;1641;5782;1;1;
URGENCES2;2023;830100608;CHITS CH GEORGE SAND;830100616;GEN;230;672;1;IAO;24088;4292;2493;4681;1879;58;96;2;0;0;0;0;483;167;15;;3;1095;4062;2222;1891;1;1;
URGENCES2;2023;830200523;POLYCLINIQUE MUTUALISTE MALARTIC;830210084;GEN;168;420;1;IAO;14152;1209;2218;2334;332;58;;;;;;;263;39;21;;5;1095;2160;1504;764;1;1;
URGENCES2;2023;840000343;CENTRE HOSPITALIER DU PAYS D'APT;840000012;GEN;168;168;1;IAO;16524;1916;4454;2962;;;10;;;;;;157;;;;3;1095;2420;1973;459;0;0;
URGENCES2;2023;840000392;CENTRE HOSPITALIER DE CARPENTRAS;840000046;GEN;420;639;1;IAO;21943;3081;3087;4139;1391;136;;;;;;;1982;383;132;;6;2190;5015;4167;1123;1;1;
URGENCES2;2023;840000418;CHI DE CAVAILLON LAURIS;840004659;GEN;336;336;1;IAO;21729;3006;3119;4114;1358;94;15;10;0;0;0;0;1360;343;66;;5;1825;3008;2366;702;1;;
URGENCES2;2023;840000483;CH LOUIS GIORGI D'ORANGE;840000087;GEN;406;1008;1;IAO;33072;4036;5704;4493;1839;47;0;1;;;;;984;226;127;;10;3650;2925;824;2459;1;1;
URGENCES2;2023;840000491;CHI SITE DE PERTUIS;130041916;GEN;336;280;1;IAO;16916;2990;2254;4921;1878;145;11;0;0;0;0;0;50;9;4;;4;1455;2356;1201;1304;1;1;
URGENCES2;2023;840000525;CH VAISON LA ROMAINE;840000111;GEN;70;420;;;10483;1627;1919;1714;513;11;;;;;;;559;;;;4;1460;1190;437;996;;;
URGENCES2;2023;840000533;CH JULES NIEL DE VALREAS;840000129;GEN;168;168;0;;12613;1543;3018;1226;;;18;;;0;;;370;;;;4;1460;914;320;637;1;1;
URGENCES2;2023;840001861;CH D'AVIGNON HENRI DUFFAUT;840006597;GEN;1020;1837;1;IAO;110400;8103;38522;24286;4285;6696;;;;;;;2253;197;213;;6;2190;816;807;9;1;0;
