BOR;AN;FI;RS;FI_EJ;DIS;PART;NB_SECT;NB_DIF;INT;CAP_HTP;CAP_PFT;CAP_AAT;CAP_ACP;CAP_CCU;CAP_HAD;JLI_HTP;CAP_HDJ;CAP_HDN;NB_AT;SEJ_HTP;JOU_HTP;JOU_PFT;JOU_AAT;JOU_ACP;JOU_CCU;JOU_HAD;VEN_HDJ;VEN_HDN;VEN_AT;NB_CMP_SEUL;NB_CONSULT_SEUL;NB_CATTP;ACT_CMP_SEUL;ACT_CONSULT_SEUL;ACT_CATTP;ACT_AD;ACT_EMS;ACT_UHS;ACT_EME;FIL_TOT;FIL_AMB;EFFLIB_PKT;ETPSAL_PKT;EFFLIB_MED;ETPSAL_MED;GAR_SEN;AST_SEN;EFFLIB_PNM;ETPSAL_PNM;ETP_INF;ETP_AID;ETP_PSY;ETP_REE;ETP_EDU
PSY;2023;810100008;FONDATION BON SAUVEUR D'ALBY;810100008;PEN;;;;;0;;;;;;0;0;;0;0;0;;;;;;0;;0;;;;;;;1068;;;;325;325;;;;;;;;;;;;;
PSY;2023;810100008;FONDATION BON SAUVEUR D'ALBY;810100008;TOT;1;;6;1;199;0;0;0;15;0;78110;151;10;0;1416;63844;0;0;0;4098;0;18967;127;0;16;13;9;82766;27539;17789;6185;1063;3837;17;11101;9318;;36.88;;;;;;525.25;316.91;81.43;39.53;14.39;42.65
PSY;2023;820000032;CH MONTAUBAN;820000016;GEN;;2;;;84;;;;;10;25290;;;;556;25476;;;;;6073;0;0;;6;2;1;18116;1929;940;1265;38;213;49;3567;3039;;6.02;;;0;1;;149.99;88.5;34.23;5.42;0.25;5.99
PSY;2023;820000032;CH MONTAUBAN;820000016;INF;;1;;;8;;;;;;2845;;;;73;2285;;;;;;0;;;3;1;;1695;50;0;338;0;1245;0;733;672;;1.4;;;0;1;;26.67;12.67;0.03;2.72;0.52;8.74
PSY;2023;820000032;CH MONTAUBAN;820000016;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3;;1.13;;;;;;;;;
PSY;2023;820000032;CH MONTAUBAN;820000016;TOT;1;;;1;92;;;;;10;28135;;;;629;27761;;;;;6073;0;0;;9;3;1;19811;1979;940;1603;38;1458;49;4256;3671;;7.72;;1.13;;;;176.66;101.17;34.26;8.14;0.77;14.73
PSY;2023;820003911;FONDATION J BOST LOU CAMIN MONTAUBAN;240000265;GEN;;;;;30;;3;;;;8864;3;;;129;8864;;101;;;;310;;;;;;;;;;;;;48;;;0.64;;;1;1;;31.82;11.64;5.14;0.73;;9.94
PSY;2023;820003911;FONDATION J BOST LOU CAMIN MONTAUBAN;240000265;TOT;0;;;0;30;;3;;;;8864;3;;;129;8864;;101;;;;310;;;;;;;;;;;;;94;;;0.64;;;;;;31.82;11.64;5.14;0.73;;9.94
PSY;2023;820004067;PSYCHIATRIE III CAPOU CH MONTAUBAN;820000016;GEN;;3;;;98;11;;;;;33854;47;;;474;26549;365;;;;;5324;;;11;1;3;30741;120;3456;5084;622;82;0;4658;4163;;6.81;;2;0;1;;156.04;106.04;27.47;6.1;0.05;3.09
PSY;2023;820004067;PSYCHIATRIE III CAPOU CH MONTAUBAN;820000016;INF;;1;;;;3;;;;;;42;;;0;;;;;;;1828;;;7;2;1;14411;108;1097;11;0;66;0;1299;1248;;4.98;;;0;1;;48.08;13.58;4.44;7.55;6.15;13.53
PSY;2023;820004067;PSYCHIATRIE III CAPOU CH MONTAUBAN;820000016;TOT;1;;;0;98;14;;;;;33854;89;;;474;26549;365;;;;;7152;;;18;3;4;45152;228;4553;5095;622;148;0;5916;5370;;11.79;;2;;;;204.12;119.62;31.91;13.65;6.2;16.62
PSY;2023;820005908;SERVICE PIJ MONTAUBAN ASEI;310781562;INF;;1;;;;;;;;;;;;1;;;;;;;;;;210;1;;;1357;;;;;;;40;40;;0.24;;;0;0;;2.87;;;0.66;0.49;1.72
PSY;2023;820005908;SERVICE PIJ MONTAUBAN ASEI;310781562;TOT;1;;;0;;;;;;;;;;1;;;;;;;;;;210;1;;;1357;;;;;;;40;40;;0.24;;;;;;2.87;;;0.66;0.49;1.72
PSY;2023;830000287;CH LA DRACENIE DE DRAGUIGNAN;830100525;GEN;;2;;;17;;;;;;5587;25;;;153;4937;;;;;;3178;;;1;;1;10403;;138;925;77;1353;;1595;1410;;3.52;;0.97;0;0;;57.9;24.07;14.67;5.35;0.27;3.47
PSY;2023;830000287;CH LA DRACENIE DE DRAGUIGNAN;830100525;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5665;;;;896;896;;0.01;;;;;;1.75;;;0.25;;1.5
PSY;2023;830000287;CH LA DRACENIE DE DRAGUIGNAN;830100525;TOT;1;;;1;17;;;;;;5587;25;;;153;4937;;;;;;3178;;;1;;1;10403;;138;6590;77;1353;;2469;2284;;3.53;;0.97;;;;59.65;24.07;14.67;5.6;0.27;4.97
PSY;2023;830000311;CHI DE FREJUS SAINT RAPHAEL;830100566;GEN;;2;;;34;0;0;0;0;0;12410;27;0;0;566;9154;0;0;0;0;0;3565;0;0;3;5;1;12887;1980;1911;7346;344;1478;0;3229;2760;0;8.69;;;0;1;;94.64;61.78;;7.43;;3.56
PSY;2023;830000311;CHI DE FREJUS SAINT RAPHAEL;830100566;INF;;1;;;8;0;;;0;0;2920;37;0;0;129;2030;0;;;0;0;4740;0;0;3;3;1;7559;1683;2530;1575;0;2366;0;2698;2529;0;2.62;;;0;1;;71.47;25.34;3.08;13.57;5.45;9.55
PSY;2023;830000311;CHI DE FREJUS SAINT RAPHAEL;830100566;TOT;1;;3;0;42;0;0;0;0;0;15330;64;0;0;695;11184;0;0;0;0;0;8305;0;0;6;8;2;20446;3663;4441;8921;344;3844;0;5927;5289;0;11.31;;;;;;166.11;87.12;3.08;21;5.45;13.11
PSY;2023;830000345;CHITS CH SAINTE MUSSE;830100616;GEN;;3;;;95;;;;;;34613;20;2;;1579;30002;;;;;;5087;27;;3;2;1;25053;826;5707;1063;186;7955;871;4581;3494;;16.36;;;;;;199.02;108.28;32.93;9;2.09;7.17
PSY;2023;830000345;CHITS CH SAINTE MUSSE;830100616;INF;;1;;;10;;;;;;3404;12;;;111;2692;;;;;;1644;;;2;1;2;7679;4767;3313;216;74;2125;;2366;2170;;4.87;;;;;;57.04;23.61;1;7.21;5.91;6.64
PSY;2023;830000345;CHITS CH SAINTE MUSSE;830100616;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21.23;;;;;;;;;;;
PSY;2023;830000345;CHITS CH SAINTE MUSSE;830100616;TOT;1;;7;0;105;;;;;;38017;32;2;;1690;32694;;;;;;6731;27;;5;3;3;32732;5593;9020;1279;260;10080;871;6772;5570;;42.46;;;;;;256.06;131.89;33.93;16.21;8;13.81
PSY;2023;830000600;CHS PIERREFEU DU VAR HENRI GUERIN;830101200;GEN;;4;;;111;4;;;;;42744;89;;;1196;38754;1237;;;;;12067;;;11;1;12;44904;802;25608;8226;881;7974;3;7010;5968;;35;;5;0;0;;400;227;69;25;11;40
PSY;2023;830000600;CHS PIERREFEU DU VAR HENRI GUERIN;830101200;INF;;1;;;9;1;;;;;2214;48;;;333;1169;212;;;;;5601;;;5;1;5;24827;1298;4648;2724;27;1031;94;2466;2349;;9;;1;0;0;;114;53;2;22;14;19
PSY;2023;830000600;CHS PIERREFEU DU VAR HENRI GUERIN;830101200;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18277;;;;1062;1039;;3;;;;;;14;8;;4;1;1
PSY;2023;830000600;CHS PIERREFEU DU VAR HENRI GUERIN;830101200;TOT;1;;7;1;120;5;;;;;44958;137;;;1529;39923;1449;;;;;17668;;;16;2;17;69731;2100;30256;29227;908;9005;97;10513;9201;;47;;6;;;;528;288;71;51;26;60
PSY;2023;830003877;CLINIQUE LA BASTIDE;920030921;GEN;;;;;80;;;;;;29200;;;;735;22688;;;;;;;;;;;;;;;;;;;638;;;4.13;;1.18;0;0;;35.33;20.8;11.65;0.94;1.58;0.36
PSY;2023;830003877;CLINIQUE LA BASTIDE;920030921;TOT;0;;;0;80;;;;;;29200;;;;735;22688;;;;;;;;;;;;;;;;;;;680;;;4.13;;1.18;;;;35.33;20.8;11.65;0.94;1.58;0.36
PSY;2023;830017497;CLINIQUE LE GOLFE;830004958;GEN;;;;;54;;;;;;19710;10;10;;537;21011;;;;;;2006;1756;;;;;;;;;;;;512;;2;0;0;2.11;0;1;0;40.47;14.8;6.8;1.8;0;1.15
PSY;2023;830017497;CLINIQUE LE GOLFE;830004958;TOT;0;;;0;54;;;;;;19710;10;10;;537;21011;;;;;;2006;1756;;;;;;;;;;;;512;;2;0;0;2.11;;;0;40.47;14.8;6.8;1.8;0;1.15
PSY;2023;830100442;CLINIQUE SAINT MARTIN OLLIOULES;830000204;GEN;;;;;89;;;;;;32485;22;;;907;29439;;;;;;6943;;;;;;;;;;;;;826;;6;;1;;0;1;;57.09;25.69;8.39;1.27;;1.67
PSY;2023;830100442;CLINIQUE SAINT MARTIN OLLIOULES;830000204;TOT;0;;;0;89;;;;;;32485;22;;;907;29439;;;;;;6943;;;;;;;;;;;;;826;;6;;1;;;;;57.09;25.69;8.39;1.27;;1.67
PSY;2023;830100574;HIA SAINTE ANNE;750821092;GEN;;;;;20;;;;;;7300;6;;;148;3932;;;;;;1080;;;;1;;;4853;;;;;;1480;1356;;3.8;;;0;1;;22.8;9.8;8;3;2;
PSY;2023;830100574;HIA SAINTE ANNE;750821092;TOT;0;;;0;20;;;;;;7300;6;;;148;3932;;;;;;1080;;;;1;;;4853;;;;;;1480;1356;;3.8;;;;;;22.8;9.8;8;3;2;
PSY;2023;830100608;CHITS CH GEORGE SAND;830100616;GEN;;2;;;36;;;;;;14014;13;;;555;13360;;;;;;3486;;;2;1;1;8517;124;8194;3107;62;744;62;1574;1195;;7.66;;0;;;;146.99;78.07;23.52;8.32;1.18;7.42
PSY;2023;830100608;CHITS CH GEORGE SAND;830100616;INF;;1;;;;;;;;;;24;;;;;;;;;;3706;;;2;1;1;6805;29;1664;2;21;13;82;807;621;;3.4;;0;;;;61.56;18.16;;;;
PSY;2023;830100608;CHITS CH GEORGE SAND;830100616;TOT;1;;7;0;36;;;;;;14014;37;;;555;13360;;;;;;7192;;;4;2;2;15322;153;9858;3109;83;757;144;2376;2157;;11.06;;0;;;;208.55;96.23;23.52;8.32;1.18;7.42
PSY;2023;830100756;CENTRE DE SOINS LES COLLINES DU REVEST;920030269;GEN;;;;;67;;;40;;;24455;20;7;;752;32430;;;2850;;;3029;30;;;;;;;;;;;;738;;1;4.32;;2.2;0;0;;48.25;25.52;6.73;2.45;4.01;0.66
PSY;2023;830100756;CENTRE DE SOINS LES COLLINES DU REVEST;920030269;TOT;0;;;0;67;;;40;;;24455;20;7;;752;32430;;;2850;;;3029;30;;;;;;;;;;;;738;;1;4.32;;2.2;;;;48.25;25.52;6.73;2.45;4.01;0.66
PSY;2023;830200515;CLINIQUE LES TROIS SOLLIES;830001012;GEN;;;;;109;;;;;;39785;10;4;;1134;39497;;;;;;5089;74;;;;;;;;;;;;981;;4;0.3;1;0.7;0;0;;64;31.95;10.97;2.89;3.99;3.79
PSY;2023;830200515;CLINIQUE LES TROIS SOLLIES;830001012;TOT;0;;;0;109;;;;;;39785;10;4;;1134;39497;;;;;;5089;74;;;;;;;;;;;;981;;4;0.3;1;0.7;;;;64;31.95;10.97;2.89;3.99;3.79
PSY;2023;830215919;CLINIQUE VAL DU FENOUILLET;750056335;GEN;;;;;82;;;;;;29930;10;3;;236;25940;;;;;;5350;3431;;;;;;;;;;;;271;;;2.1;;0.98;0;1;0;57.36;18.89;7.67;1.85;2.05;5.32
PSY;2023;830215919;CLINIQUE VAL DU FENOUILLET;750056335;TOT;0;;;0;82;;;;;;29930;10;3;;236;25940;;;;;;5350;3431;;;;;;;;;;;;271;;;2.1;;0.98;;;0;57.36;18.89;7.67;1.85;2.05;5.32
PSY;2023;840000509;CLINIQUE SAINT DIDIER;840000707;GEN;;;;;99;;;;;;33823;12;;;758;33823;;;;;;3043;;;;;;;;;;;;;840;;8;;;2.52;;;;37.56;23.34;9.2;4.07;0.26;0.69
PSY;2023;840000509;CLINIQUE SAINT DIDIER;840000707;TOT;0;;;0;99;;;;;;33823;12;;;758;33823;;;;;;3043;;;;;;;;;;;;;840;;8;;;2.52;;;;37.56;23.34;9.2;4.07;0.26;0.69
PSY;2023;840000541;CHS DE MONTFAVET;840000137;GEN;;7;;;325;6;;;;;114915;201;0;;3043;109830;1751;0;0;0;0;17099;0;0;17;42;26;89427;19264;27916;8173;5692;9920;0;18060;15335;;53.78;;12.7;;;;944.18;563.02;171.17;34.93;7.69;29.28
PSY;2023;840000541;CHS DE MONTFAVET;840000137;INF;;3;;;10;;;;;;3650;82;;;161;3272;0;;;0;0;6838;;0;12;6;3;29435;4174;2062;804;599;553;5;3863;3533;;14;;;;;;203.43;107.33;6.42;24.95;8.53;26.49
PSY;2023;840000541;CHS DE MONTFAVET;840000137;PEN;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;50731;;;;2151;2068;;6.1;;;;;;21.88;15.23;;5.95;;4.36
PSY;2023;840000541;CHS DE MONTFAVET;840000137;TOT;1;;13;1;335;6;;;;;118565;283;0;;3204;113102;1751;0;0;0;0;23937;0;0;29;48;29;118862;23438;29978;59708;6291;10473;5;21606;18603;;73.88;;12.7;;;;1169.49;685.58;177.59;65.83;16.22;60.13
PSY;2023;840018691;HJ CMP CATTP REGAIN PERTUIS;130781131;GEN;;2;;;;;3;;;;;12;;;;;;397;;;;1832;;;1;;1;8371;;1746;601;20;;;912;788;;2;;0;0;0;0;11.86;6.99;0;2.25;0;0
PSY;2023;840018691;HJ CMP CATTP REGAIN PERTUIS;130781131;INF;;1;;;;;;;;;;;;;;;;;;;;;;;1;;;4647;;;5;;;2;393;388;;0.71;;0;0;0;0;5.54;2.1;0;1.33;1.34;0.78
PSY;2023;840018691;HJ CMP CATTP REGAIN PERTUIS;130781131;TOT;1;;0;0;;;3;;;;;12;;;;;;397;;;;1832;;;2;;1;13018;;1746;606;20;;2;1301;1173;;2.71;;0;;;0;17.4;9.09;0;3.58;1.34;0.78
PSY;2023;850000175;CH LVO - SITE DE CHALLANS;850009010;GEN;;1;;;20;;;;;;9140;12;;;437;9771;;;;;;2159;;;3;1;3;24295;577;183;4029;473;1569;;3884;3428;;8.83;;;0;1;;102.76;65.71;7.82;7.07;1.6;4.87
PSY;2023;850000175;CH LVO - SITE DE CHALLANS;850009010;TOT;1;;;0;20;;;;;;9140;12;;;437;9771;;;;;;2159;;;3;1;3;24295;577;183;4029;473;1569;;3884;3428;;8.83;;;;;;102.76;65.71;7.82;7.07;1.6;4.87
PSY;2023;850000258;CENTRE HOSPITALIER G. MAZURELLE;850000092;GEN;;4;;;285;;19;;;;104025;215;;;3524;73935;;3210;;;;20955;;;9;7;5;59620;14859;4165;919;169;5720;4;12314;9388;;20.8;;11.55;0;0;;662.64;370.4;78.99;29.75;17.41;28.53
PSY;2023;850000258;CENTRE HOSPITALIER G. MAZURELLE;850000092;INF;;2;;;29;12;;;;6;10585;123;;;762;6129;466;;;;;7792;;;18;3;2;28415;2930;1816;1019;2;1433;44;3959;3263;;13.3;;0.75;0;0;;217.3;116.3;0.03;31.8;20.99;27.45
PSY;2023;850000258;CENTRE HOSPITALIER G. MAZURELLE;850000092;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.97;0.97;;1;;
PSY;2023;850000258;CENTRE HOSPITALIER G. MAZURELLE;850000092;TOT;1;;;1;314;12;19;;;6;114610;338;;;4286;80064;466;3210;;;;28747;;;27;10;7;88035;17789;5981;1938;171;7153;48;16273;12651;;34.1;;12.3;;;;881.91;487.67;79.02;62.55;38.4;55.98
PSY;2023;860000017;CH HENRI LABORIT;860780048;GEN;;4;;;260;59;;18;;;101696;102;1;5;3292;85758;14401;0;4202;0;0;8741;28;11781;20;6;4;53973;11554;235;6533;3524;17101;12;16515;13693;;43.91;;;;;;610.7;358.59;166.38;37.61;10.48;37.64
PSY;2023;860000017;CH HENRI LABORIT;860780048;INF;;1;;;30;22;;;;;8629;109;;;686;6321;6408;;;0;0;9010;0;0;3;1;;25585;2182;;1237;51;2496;92;3584;2777;;16.23;;;;;;181.43;94.83;6.33;27.62;16.93;35.73
PSY;2023;860000017;CH HENRI LABORIT;860780048;PEN;;;;;;;;;;;;20;;;0;0;;;;;;6166;;0;;;;;;;9622;;;;1184;1052;;4.16;;;;;;27.3;18.02;1;4.39;2.79;1.1
PSY;2023;860000017;CH HENRI LABORIT;860780048;TOT;1;;;1;290;81;;18;;;110325;231;1;5;3978;92079;20809;0;4202;0;0;23917;28;11781;23;7;4;79558;13736;235;17392;3575;19597;104;20787;17266;;64.3;;;;;;819.43;471.44;173.71;69.62;30.2;74.47
PSY;2023;870000221;CLINIQUE INICEA SAINT MAURICE;870000973;GEN;;;;;34;;;;;;12045;5;;;399;11534;;;;;;1661;;;;;;;;;;;;;343;;4;;;;0;1;;31;12;6.5;0.46;;
PSY;2023;870000221;CLINIQUE INICEA SAINT MAURICE;870000973;TOT;0;;;0;34;;;;;;12045;5;;;399;11534;;;;;;1661;;;;;;;;;;;;;343;;4;;;;;;;31;12;6.5;0.46;;
PSY;2023;870006137;CENTRE HOSPITALIER ESQUIROL;870002466;GEN;;5;;;286;;;;;;90235;278;1;1;3157;82783;;;;;;18699;22;304;27;17;6;65713;5173;13153;25131;2028;9634;1;16885;14098;;52.28;;19.95;;;;839.32;460.43;163.29;35.34;19.47;55.72
PSY;2023;870006137;CENTRE HOSPITALIER ESQUIROL;870002466;INF;;2;;;30;;;;;;9310;47;;;389;3288;;;;;;3583;0;0;5;2;0;13560;512;0;585;169;2138;43;2274;1784;;9.22;;0.54;;;;124.51;70.66;10.99;9.51;7.81;12.1
PSY;2023;870006137;CENTRE HOSPITALIER ESQUIROL;870002466;PEN;;;;;4;;;;;;1460;;;;24;189;;;;;;0;;0;;;;;;;1375;;;;;225;;0.34;;;;;;2.07;0.71;;1277;;0.09
PSY;2023;870006137;CENTRE HOSPITALIER ESQUIROL;870002466;TOT;1;;16;1;320;;;;;;101005;325;1;1;3570;86260;;;;;;22282;22;304;32;19;6;79273;5685;13153;27091;2197;11772;44;19055;15805;;61.84;;20.49;;;;965.9;531.8;174.28;1321.85;27.28;67.91
PSY;2023;880000088;CENTRE HOSPITALIER DE RAVENEL;880780119;GEN;;4;;;193;16;0;0;0;0;70445;52;6;1;3130;64758;2888;848;0;0;0;7438;0;805;21;5;5;69340;958;10612;5289;1538;5614;0;10443;10074;;17.88;;;1;0;;505.09;257.08;107.33;26.77;4.12;21.33
PSY;2023;880000088;CENTRE HOSPITALIER DE RAVENEL;880780119;INF;;1;;;7;2;;;0;0;2555;46;0;0;142;1957;0;;;0;0;3887;0;0;12;2;0;31178;811;0;26;11;1190;24;3579;3555;;4.03;;;1;0;;144.38;52.71;5.05;27.89;10.85;30.25
PSY;2023;880000088;CENTRE HOSPITALIER DE RAVENEL;880780119;PEN;;;;;0;;;;;;0;0;;0;0;0;;;;;;0;;3;;;;;;;1708;;;;479;425;;2.11;;;;;;4.15;2.47;;1.68;;
PSY;2023;880000088;CENTRE HOSPITALIER DE RAVENEL;880780119;TOT;1;;1;1;200;18;0;0;0;0;73000;98;6;1;3272;66715;2888;848;0;0;0;11325;0;808;33;7;5;100518;1769;10612;7023;1549;6804;24;14269;14031;;24.02;;;;;;653.62;312.26;112.38;56.34;14.97;51.58
PSY;2023;880008529;HOPITAL DE JOUR ADOLESCENTS - CSPA;880008511;GEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.4;;;;;;;;;;;
PSY;2023;880008529;HOPITAL DE JOUR ADOLESCENTS - CSPA;880008511;INF;;;;;;;;;;;;15;0;1;;;;;;;;2847;0;2847;;;;;;;;;;;172;;;;;;;;;8.6;4.8;;2;;1.8
PSY;2023;880008529;HOPITAL DE JOUR ADOLESCENTS - CSPA;880008511;TOT;0;;;0;;;;;;;;15;0;1;;;;;;;;2847;0;2847;;;;;;;;;;;172;;;0.4;;;;;;8.6;4.8;;2;;1.8
PSY;2023;890002298;CLINIQUE DE REGENNES;890000672;GEN;;5;;;110;;;;;;40150;20;;;588;33138;;;;;;1624;;;;;;;;;;;;;460;;6;;6;1;1;1;2;72.49;30.59;39.4;2.5;;1
PSY;2023;890002298;CLINIQUE DE REGENNES;890000672;TOT;1;;;0;110;;;;;;40150;20;;;588;33138;;;;;;1624;;;;;;;;;;;;;460;;6;;6;1;;;2;72.49;30.59;39.4;2.5;;1
PSY;2023;890002371;CLINIQUE KER YONNEC;890000722;GEN;;;;;155;;;;;;56575;70;5;;1951;47391;;;;;;10831;;;;;;;;;;;;;1774;;7;;5;;1;0;;77.92;39.44;16.78;3.85;1.82;3.28
PSY;2023;890002371;CLINIQUE KER YONNEC;890000722;TOT;0;;;0;155;;;;;;56575;70;5;;1951;47391;;;;;;10831;;;;;;;;;;;;;1774;;7;;5;;;;;77.92;39.44;16.78;3.85;1.82;3.28
PSY;2023;890975519;CTRE HOSPITALIER SPECIALISE AUXERRE;890000052;GEN;;4;;;217;;;;;;79205;49;;;1923;58505;;;;;;6790;;;7;17;9;32295;5231;6322;989;1194;3945;;8960;7622;;13.94;;3.6;0;1;0;402.68;203.55;90.09;14.89;2;6.21
PSY;2023;890975519;CTRE HOSPITALIER SPECIALISE AUXERRE;890000052;INF;;1;;;10;8;;;;;3650;73;;;81;2790;308;;;;;6143;;;8;8;6;15426;844;740;493;24;763;32;2886;2567;;4.72;;0.15;0;1;0;138.43;61.22;3.08;17.15;11.38;14.38
PSY;2023;890975519;CTRE HOSPITALIER SPECIALISE AUXERRE;890000052;PEN;;;;;2;;;;;;730;;;;33;155;;;;;;0;;;;;;;;;8411;;;;1105;955;;0.8;;;;;0;10.07;4.47;0;4.6;0;0
PSY;2023;890975519;CTRE HOSPITALIER SPECIALISE AUXERRE;890000052;TOT;1;;10;1;229;8;;;;;83585;122;;;2037;61450;308;;;;;12933;;;15;25;15;47721;6075;7062;9893;1218;4708;32;12631;11144;;19.46;;3.75;;;0;551.18;269.24;93.17;36.64;13.38;20.59
PSY;2023;900002429;CHS ST REMY ET NFC CENTRE PIERRE ENGEL;700004096;GEN;;1;;;83;7;0;0;0;0;34554;30;0;0;676;22785;365;;;;;3672;;;1;1;1;9008;1622;3720;4654;232;6201;;4237;3152;;8.24;;5.15;1;1;;152.3;64.93;50.22;9.76;2.14;4.92
PSY;2023;900002429;CHS ST REMY ET NFC CENTRE PIERRE ENGEL;700004096;INF;;1;;;;;;;;;;26;;;;;;;;;;2416;;;2;1;;4774;5;;456;122;140;20;623;511;;1.63;;;1;1;;46.14;21.85;;10.32;2.53;5.78
PSY;2023;900002429;CHS ST REMY ET NFC CENTRE PIERRE ENGEL;700004096;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;56;;;;31;26;;;;;;;;;;;;;
PSY;2023;900002429;CHS ST REMY ET NFC CENTRE PIERRE ENGEL;700004096;TOT;1;;1;1;83;7;0;0;0;0;34554;56;0;0;676;22785;365;;;;;6088;;;3;2;1;13782;1627;3720;5166;354;6341;20;4807;3636;;9.87;;5.15;;;;198.44;86.78;50.22;20.08;4.67;10.7
PSY;2023;910000330;CHS BARTHELEMY DURAND;910140029;GEN;;9;;;252;95;3;30;11;;79670;51;9;1;2181;80768;11698;0;3535;3056;;3518;3;1266;15;6;11;69266;2518;11118;2414;1185;6858;1;10693;8843;;58.45;;;;;;588.4;326.07;104.43;41.66;9.69;33.83
PSY;2023;910000330;CHS BARTHELEMY DURAND;910140029;INF;;3;;;10;49;;;;;3098;88;;;87;3250;7202;;;;;6558;;;14;1;10;30992;19;3528;166;743;2110;44;3132;2890;;20.79;;;;;;216.06;106.72;6.23;44.08;19.99;24.21
PSY;2023;910000330;CHS BARTHELEMY DURAND;910140029;TOT;1;;2;0;262;144;3;30;11;;82768;139;9;1;2268;84018;18900;0;3535;3056;;10076;3;1266;29;7;21;100258;2537;14646;2580;1928;8968;45;13448;11362;;79.24;;;;;;804.46;432.79;110.66;85.74;29.68;58.04
PSY;2023;910020254;CH SUD FRANCILIEN SITE JEAN JAURES;910002773;GEN;;4;;;100;22;49;20;10;;47450;39;;;1342;41817;5730;17885;5520;8149;;4526;;;4;;4;39012;2550;3245;1398;324;1202;;4692;4368;0;22.4;0;0;1;0;;290.13;162.02;55.14;16.45;1;18.27
PSY;2023;910020254;CH SUD FRANCILIEN SITE JEAN JAURES;910002773;INF;;1;;;;12;;;;;;10;;5;;;1123;;;;;749;;91;3;2;2;22991;0;976;749;278;489;423;1065;1065;0;6.81;0;0;0;0;;54.57;14.4;;11.01;5.73;19.25
PSY;2023;910020254;CH SUD FRANCILIEN SITE JEAN JAURES;910002773;PEN;;;;;;;;;;;;25;;;;;;;;;;4281;;;;;;;;;24080;;;;6689;6689;0;4.85;0;0;;;;23.92;17.07;;5.85;;
PSY;2023;910020254;CH SUD FRANCILIEN SITE JEAN JAURES;910002773;TOT;1;;3;0;100;34;49;20;10;;47450;74;;5;1342;41817;6853;17885;5520;8149;;9556;;91;7;2;6;62003;2550;4221;26227;602;1691;423;12446;12112;0;34.06;0;0;;;;368.62;193.49;55.14;33.31;6.73;37.52
PSY;2023;910110071;CH D'ORSAY DOMAINE DU GRAND MESNIL;910110055;GEN;;3;;;77;;;;;;28105;52;;;809;24350;;;;;;9194;;;4;6;3;29368;5632;6514;600;152;1046;0;3601;3441;;26.86;;;;;;141.82;73.03;8.46;15.96;13.42;7.82
PSY;2023;910110071;CH D'ORSAY DOMAINE DU GRAND MESNIL;910110055;INF;;1;;;8;;;;;;2695;18;;;80;2293;;;;;;3136;;;7;;;13551;0;;13;36;29;13;1254;1206;;7.11;;;;;;72.69;24.31;3.93;17.88;6.12;12.67
PSY;2023;910110071;CH D'ORSAY DOMAINE DU GRAND MESNIL;910110055;TOT;1;;1;0;85;;;;;;30800;70;;;889;26643;;;;;;12330;;;11;6;3;42919;5632;6514;613;188;1075;13;4855;4647;;33.97;;;;;;214.51;97.34;12.39;33.84;19.54;20.49
PSY;2023;910140037;HOPITAL PSYCHIATRIQUE L'EAU VIVE;750720914;GEN;;1;;;41;20;;47;;;14965;;;;475;15851;5529;;15074;;;;;;;;;;;;;;;;328;;;1;;3.16;1;1;;128.35;61.83;48.51;1.98;0.99;3.64
PSY;2023;910140037;HOPITAL PSYCHIATRIQUE L'EAU VIVE;750720914;TOT;1;;;0;41;20;;47;;;14965;;;;475;15851;5529;;15074;;;;;;;;;;;;;;;;328;;;1;;3.16;;;;128.35;61.83;48.51;1.98;0.99;3.64
PSY;2023;910150010;CH FREDERIC HENRI MANHES;910014919;GEN;;;;;30;;;;;;10960;;;;227;6554;;;;;;;;;;;;;;;;;;;150;;;2.8;;2.78;;;;21.95;12.8;5.73;0.84;0.22;0.5
PSY;2023;910150010;CH FREDERIC HENRI MANHES;910014919;TOT;0;;;0;30;;;;;;10960;;;;227;6554;;;;;;;;;;;;;;;;;;;150;;;2.8;;2.78;;;;21.95;12.8;5.73;0.84;0.22;0.5
PSY;2023;910310028;CLINIQUE DU CHATEAU DE VILLEBOUZIN;920030269;GEN;;4;;;361;;;;32;;131765;15;;;2953;123367;;;;11183;;3628;;;;;;;;;;;;;2647;;18;8.97;2;11.31;0;0;;253.59;120.62;47.02;12.99;10.73;3.53
PSY;2023;910310028;CLINIQUE DU CHATEAU DE VILLEBOUZIN;920030269;INF;;0;;;21;15;;;;;7665;10;;;205;6216;2817;;;;;2691;;;;;;;;;;;;;217;;;;;;0;0;;;;;;;
