BOR;AN;FI;RS;DIALYSE_AA100;DIALYSE_AA101;FI_EJ;DIALY;UDM;NBUDM;PATUM;CAPA;NBPAT;SEAN;SEA_HOS;PREPLI;SEM;NVPAT;NVPERIT
DIALYSE;2023;760780668;CLINIQUE HEMERA PAYS DE CAUX;;;760000331;VACAN;;;;0;0;165;;;;;
DIALYSE;2023;760783035;HOPITAL-HAD DE BOIS-GUILLAUME;;;750721334;112BA;;;;16;;8102;;;;;
DIALYSE;2023;760783035;HOPITAL-HAD DE BOIS-GUILLAUME;1;0;750721334;TOT;0;;;;;;414;;;;
DIALYSE;2023;760783522;HOPITAL DE BOIS-GUILLAUME CHU ROUEN;;;760780239;112BA;;;;27;85;13367;;;;;
DIALYSE;2023;760783522;HOPITAL DE BOIS-GUILLAUME CHU ROUEN;;;760780239;122BX;;;;5;1;;;;25;;
DIALYSE;2023;760783522;HOPITAL DE BOIS-GUILLAUME CHU ROUEN;1;1;760780239;TOT;0;;;;;;802;4;;60;0
DIALYSE;2023;760805770;HOPITAL JACQUES MONOD CH LE HAVRE;;;760780726;112AX;;;;2;;588;;;;;
DIALYSE;2023;760805770;HOPITAL JACQUES MONOD CH LE HAVRE;;;760780726;112BA;;;;22;;12525;;;;;
DIALYSE;2023;760805770;HOPITAL JACQUES MONOD CH LE HAVRE;;;760780726;1130X;;;;3;;902;;;;;
DIALYSE;2023;760805770;HOPITAL JACQUES MONOD CH LE HAVRE;;;760780726;122AX;;;;2;;;;;2;;
DIALYSE;2023;760805770;HOPITAL JACQUES MONOD CH LE HAVRE;;;760780726;122BX;;;;1;;;;;81;;
DIALYSE;2023;760805770;HOPITAL JACQUES MONOD CH LE HAVRE;1;1;760780726;TOT;1;3;73;;;;986;2;;41;0
DIALYSE;2023;760917773;ANIDER ROUEN NORMANDIE;;;140000852;112AX;;;;2;9;1383;;;;;
DIALYSE;2023;760917773;ANIDER ROUEN NORMANDIE;;;140000852;1130X;;;;20;83;12919;;;;;
DIALYSE;2023;760917773;ANIDER ROUEN NORMANDIE;;;140000852;1140X;;;;10;9;1412;;;;;
DIALYSE;2023;760917773;ANIDER ROUEN NORMANDIE;;;140000852;1150A;;;;6;6;1824;;;;;
DIALYSE;2023;760917773;ANIDER ROUEN NORMANDIE;;;140000852;1210;;;;;20;;;;1011;;
DIALYSE;2023;760917773;ANIDER ROUEN NORMANDIE;;;140000852;121AX;;;;;15;;;;761;;
DIALYSE;2023;760917773;ANIDER ROUEN NORMANDIE;;;140000852;121CX;;;;5;5;;;;250;;
DIALYSE;2023;760917773;ANIDER ROUEN NORMANDIE;;;140000852;122AX;;;;2;;;;;118;;
DIALYSE;2023;760917773;ANIDER ROUEN NORMANDIE;0;1;140000852;TOT;0;;;;;;;;;;
DIALYSE;2023;760921809;CLINIQUE DE L'EUROPE ROUEN;;;760000273;112BA;;;;54;114;17305;;;;;
DIALYSE;2023;760921809;CLINIQUE DE L'EUROPE ROUEN;;;760000273;1210;;;;;19;;;;846;;
DIALYSE;2023;760921809;CLINIQUE DE L'EUROPE ROUEN;;;760000273;121AX;;;;;11;;;;488;;
DIALYSE;2023;760921809;CLINIQUE DE L'EUROPE ROUEN;;;760000273;121CX;;;;8;8;;;;358;;
DIALYSE;2023;760921809;CLINIQUE DE L'EUROPE ROUEN;;;760000273;122AX;;;;0;0;;;;71;;
DIALYSE;2023;760921809;CLINIQUE DE L'EUROPE ROUEN;;;760000273;122BX;;;;1;0;;;;298;;
DIALYSE;2023;760921809;CLINIQUE DE L'EUROPE ROUEN;1;1;760000273;TOT;0;;;;;;1727;;;34;8
DIALYSE;2023;770000131;CH DE COULOMMIERS;0;0;770021145;TOT;0;;;;;;16;;;;
DIALYSE;2023;770000149;CH SUD SEINE ET MARNE FONTAINEBLEAU;0;0;770021152;TOT;0;;;;;;1;;;;
DIALYSE;2023;770000156;CH DE MELUN SITE SANTEPOLE;;;770110054;112AX;;;;1;0;120;;;;;
DIALYSE;2023;770000156;CH DE MELUN SITE SANTEPOLE;;;770110054;112BA;;;;16;70;8606;;;;;
DIALYSE;2023;770000156;CH DE MELUN SITE SANTEPOLE;;;770110054;1130X;;;;6;29;4058;;;;;
DIALYSE;2023;770000156;CH DE MELUN SITE SANTEPOLE;;;770110054;1150A;;;;1;2;;;;;;
DIALYSE;2023;770000156;CH DE MELUN SITE SANTEPOLE;;;770110054;122AX;;;;2;1;;;;88;;
DIALYSE;2023;770000156;CH DE MELUN SITE SANTEPOLE;1;1;770110054;TOT;0;;;;;;714;1;;47;8
DIALYSE;2023;770000446;CH DE MEAUX SITE SAINT FARON;;;770021145;112AX;;;;2;;0;;;;;
DIALYSE;2023;770000446;CH DE MEAUX SITE SAINT FARON;;;770021145;112BA;;;;15;110;13867;;;;;
DIALYSE;2023;770000446;CH DE MEAUX SITE SAINT FARON;;;770021145;1130X;;;;2;4;687;;;;;
DIALYSE;2023;770000446;CH DE MEAUX SITE SAINT FARON;;;770021145;122AX;;;;2;;;;;57;;
DIALYSE;2023;770000446;CH DE MEAUX SITE SAINT FARON;1;1;770021145;TOT;0;;;;;;903;;;;
DIALYSE;2023;770001873;UNITE D AUTODIALYSE PONTAULT COMBAULT;;;940000060;1140X;;;;12;25;3905;;;;;
DIALYSE;2023;770001873;UNITE D AUTODIALYSE PONTAULT COMBAULT;0;0;940000060;TOT;0;;;;;;;;;5;
DIALYSE;2023;770016087;CENTRE DIALYSE DIAVERUM MONTEREAU;;;770016137;112AX;;;;1;;37;;;;;
DIALYSE;2023;770016087;CENTRE DIALYSE DIAVERUM MONTEREAU;;;770016137;112BA;;;;19;96;13918;;;;;
DIALYSE;2023;770016087;CENTRE DIALYSE DIAVERUM MONTEREAU;;;770016137;1140X;;;;4;18;2739;;;;;
DIALYSE;2023;770016087;CENTRE DIALYSE DIAVERUM MONTEREAU;1;0;770016137;TOT;0;;;;;;0;2;;70;
DIALYSE;2023;770016160;UNITE AUTODIALYSE AURA SANTEPOLE;;;940026677;112AX;;;;1;;9;;;;;
DIALYSE;2023;770016160;UNITE AUTODIALYSE AURA SANTEPOLE;;;940026677;1140X;;;;6;21;3132;;;;;
DIALYSE;2023;770016160;UNITE AUTODIALYSE AURA SANTEPOLE;0;0;940026677;TOT;0;;;;;;;;;12;
DIALYSE;2023;770016160;UNITE AUTODIALYSE AURA SANTEPOLE;;;940026677;VACAN;;;;;;43;;;;;
DIALYSE;2023;770020055;CENTRE NEPHROCARE MARNE LA VALLEE;;;770000271;112AX;;;;4;24;1662;;;;;
DIALYSE;2023;770020055;CENTRE NEPHROCARE MARNE LA VALLEE;;;770000271;112BA;;;;34;132;18764;;;;;
DIALYSE;2023;770020055;CENTRE NEPHROCARE MARNE LA VALLEE;;;770000271;1130X;;;;8;99;13914;;;;;
DIALYSE;2023;770020055;CENTRE NEPHROCARE MARNE LA VALLEE;;;770000271;1140X;;;;6;13;2714;;;;;
DIALYSE;2023;770020055;CENTRE NEPHROCARE MARNE LA VALLEE;;;770000271;1150A;;;;6;6;806;;;;;
DIALYSE;2023;770020055;CENTRE NEPHROCARE MARNE LA VALLEE;1;0;770000271;TOT;0;;;;;;0;2;;52;0
DIALYSE;2023;770790707;CLINIQUE DE TOURNAN;;;770000719;112BA;;;;20;78;7460;;;;;
DIALYSE;2023;770790707;CLINIQUE DE TOURNAN;;;770000719;1130X;;;;16;16;5023;;;;;
DIALYSE;2023;770790707;CLINIQUE DE TOURNAN;;;770000719;1140X;;;;6;;;;;;;
DIALYSE;2023;770790707;CLINIQUE DE TOURNAN;;;770000719;1210;;;;;;;;;69;;
DIALYSE;2023;770790707;CLINIQUE DE TOURNAN;;;770000719;121CX;;;;2;;;;;69;;
DIALYSE;2023;770790707;CLINIQUE DE TOURNAN;1;1;770000719;TOT;0;;;;;;235;;;28;0
DIALYSE;2023;770803708;UNITE DE DIALYSE AURA MEAUX;;;940026677;112AX;;;;1;3;70;;;;;
DIALYSE;2023;770803708;UNITE DE DIALYSE AURA MEAUX;;;940026677;1140X;;;;6;20;2890;;;;;
DIALYSE;2023;770803708;UNITE DE DIALYSE AURA MEAUX;0;0;940026677;TOT;0;;;;;;;;;13;
DIALYSE;2023;770803708;UNITE DE DIALYSE AURA MEAUX;;;940026677;VACAN;;;;;;13;;;;;
DIALYSE;2023;770809028;CENTRE DIALYSE DIAVERUM AVON;;;770016137;1130X;;;;20;85;11236;;;;;
DIALYSE;2023;770809028;CENTRE DIALYSE DIAVERUM AVON;0;0;770016137;TOT;0;;;;;;0;0;;54;0
DIALYSE;2023;770809028;CENTRE DIALYSE DIAVERUM AVON;;;770016137;VACAN;;;;0;2;49;;;;;
DIALYSE;2023;770813426;UNITE D AUTODIALYSE PROVINS;;;770813418;1130X;;;;12;11;2177;;;;;
DIALYSE;2023;770813426;UNITE D AUTODIALYSE PROVINS;;;770813418;1140X;;;;6;10;1713;;;;;
DIALYSE;2023;770813426;UNITE D AUTODIALYSE PROVINS;0;0;770813418;TOT;0;;;;;;;2;;3;
DIALYSE;2023;770813426;UNITE D AUTODIALYSE PROVINS;;;770813418;VACAN;;;;1;;45;;;;;
DIALYSE;2023;770813459;UNITE D AUTODIALYSE CHELLES;;;940000060;1140X;;;;6;19;2887;;;;;
DIALYSE;2023;770813459;UNITE D AUTODIALYSE CHELLES;0;0;940000060;TOT;0;;;;;;;;;2;
DIALYSE;2023;770814986;UNITE D AUTODIALYSE COULOMMIERS;;;940000060;1140X;;;;6;8;1240;;;;;
DIALYSE;2023;780000311;CHI POISSY ST GERMAIN SITE DE POISSY;;;780001236;112BA;;;;14;62;7949;;;;;
DIALYSE;2023;780000311;CHI POISSY ST GERMAIN SITE DE POISSY;;;780001236;1130X;;;;8;24;4003;;;;;
DIALYSE;2023;780000311;CHI POISSY ST GERMAIN SITE DE POISSY;;;780001236;1210;;;;;6;;;;291;;
DIALYSE;2023;780000311;CHI POISSY ST GERMAIN SITE DE POISSY;;;780001236;121AX;;;;;4;;;;218;;
DIALYSE;2023;780000311;CHI POISSY ST GERMAIN SITE DE POISSY;;;780001236;121CX;;;;5;2;;;;73;;
DIALYSE;2023;780000311;CHI POISSY ST GERMAIN SITE DE POISSY;;;780001236;122AX;;;;1;;;;;5;;
DIALYSE;2023;780000311;CHI POISSY ST GERMAIN SITE DE POISSY;;;780001236;122BX;;;;1;1;;;;56;;
DIALYSE;2023;780000311;CHI POISSY ST GERMAIN SITE DE POISSY;1;1;780001236;TOT;0;;;;;;530;2;;46;3
DIALYSE;2023;780000311;CHI POISSY ST GERMAIN SITE DE POISSY;;;780001236;VACAN;;;;20;;;;;;;
DIALYSE;2023;780000329;CH DE RAMBOUILLET;;;780110052;112BA;;;;9;;5733;;;;;
DIALYSE;2023;780000329;CH DE RAMBOUILLET;;;780110052;1130X;;;;8;;3599;;;;;
DIALYSE;2023;780000329;CH DE RAMBOUILLET;1;0;780110052;TOT;0;;;;;;120;;;16;
DIALYSE;2023;780001558;UNITE D AUTODIALYSE ADDY;;;780822920;1140X;;;;10;15;1780;;;;;
DIALYSE;2023;780001558;UNITE D AUTODIALYSE ADDY;0;0;780822920;TOT;0;;;;;;;;;4;
DIALYSE;2023;780001707;UNITE D AUTODIALYSE LES TEMPLIERS;;;780822920;1140X;;;;9;11;1784;;;;;
DIALYSE;2023;780001707;UNITE D AUTODIALYSE LES TEMPLIERS;0;0;780822920;TOT;0;;;;;;;;;4;
DIALYSE;2023;780018727;CLINIQUE SAINT GERMAIN;;;780018719;112AX;;;;1;;61;;;;;
DIALYSE;2023;780018727;CLINIQUE SAINT GERMAIN;;;780018719;112BA;;;;16;188;9113;;;;;
DIALYSE;2023;780018727;CLINIQUE SAINT GERMAIN;;;780018719;1130X;;;;8;80;3706;;;;;
DIALYSE;2023;780018727;CLINIQUE SAINT GERMAIN;;;780018719;1140X;;;;6;55;1802;;;;;
DIALYSE;2023;780018727;CLINIQUE SAINT GERMAIN;1;0;780018719;TOT;0;;;;;;54;2;;27;0
DIALYSE;2023;780150017;CTR DE SOINS ET READAPTATION CESSRIN;;;750005068;112AX;;;;2;3;416;;;;;
DIALYSE;2023;780150017;CTR DE SOINS ET READAPTATION CESSRIN;;;750005068;112BA;;;;16;56;7575;;;;;
DIALYSE;2023;780150017;CTR DE SOINS ET READAPTATION CESSRIN;;;750005068;1130X;;;;11;37;5405;;;;;
DIALYSE;2023;780150017;CTR DE SOINS ET READAPTATION CESSRIN;;;750005068;1140X;;;;;;34;;;;;
DIALYSE;2023;780150017;CTR DE SOINS ET READAPTATION CESSRIN;;;750005068;1150A;;;;8;11;2917;;;;;
DIALYSE;2023;780150017;CTR DE SOINS ET READAPTATION CESSRIN;;;750005068;1210;;;;;5;;;;288;;
DIALYSE;2023;780150017;CTR DE SOINS ET READAPTATION CESSRIN;;;750005068;121AX;;;;;3;;;;215;;
DIALYSE;2023;780150017;CTR DE SOINS ET READAPTATION CESSRIN;;;750005068;121CX;;;;5;2;;;;73;;
DIALYSE;2023;780150017;CTR DE SOINS ET READAPTATION CESSRIN;1;1;750005068;TOT;0;;;;;;45;;;36;
DIALYSE;2023;780300125;CLINIQUE DE LA REGION MANTAISE;;;780000535;112AX;;;;1;;21;;;;;
DIALYSE;2023;780300125;CLINIQUE DE LA REGION MANTAISE;;;780000535;112BA;;;;21;;10636;;;;;
DIALYSE;2023;780300125;CLINIQUE DE LA REGION MANTAISE;;;780000535;1130X;;;;12;;6701;;;;;
DIALYSE;2023;780300125;CLINIQUE DE LA REGION MANTAISE;;;780000535;1140X;;;;6;;2422;;;;;
DIALYSE;2023;780300125;CLINIQUE DE LA REGION MANTAISE;1;0;780000535;TOT;0;;;;;;60;2;;;
DIALYSE;2023;780300414;CH PRIVE DE L EUROPE;;;780000675;112AX;;;;1;;46;;;;;
DIALYSE;2023;780300414;CH PRIVE DE L EUROPE;;;780000675;112BA;;;;20;221;9807;;;;;
DIALYSE;2023;780300414;CH PRIVE DE L EUROPE;;;780000675;1130X;;;;8;89;5826;;;;;
DIALYSE;2023;780300414;CH PRIVE DE L EUROPE;1;0;780000675;TOT;0;;;;;;842;;;;
DIALYSE;2023;780300414;CH PRIVE DE L EUROPE;;;780000675;VACAN;;;;3;;;;;;;
DIALYSE;2023;780300422;HOPITAL PRIVE DE L OUEST PARISIEN;;;780002259;112AX;;;;1;;78;;;;;
DIALYSE;2023;780300422;HOPITAL PRIVE DE L OUEST PARISIEN;;;780002259;112BA;;;;24;280;13835;;;;;
DIALYSE;2023;780300422;HOPITAL PRIVE DE L OUEST PARISIEN;;;780002259;1130X;;;;27;76;3634;;;;;
DIALYSE;2023;780300422;HOPITAL PRIVE DE L OUEST PARISIEN;;;780002259;1150A;;;;1;2;96;;;;;
DIALYSE;2023;780300422;HOPITAL PRIVE DE L OUEST PARISIEN;;;780002259;1210;;;;;3;;;;336;;
DIALYSE;2023;780300422;HOPITAL PRIVE DE L OUEST PARISIEN;;;780002259;121AX;;;;;0;;;;130;;
DIALYSE;2023;780300422;HOPITAL PRIVE DE L OUEST PARISIEN;;;780002259;121CX;;;;3;3;;;;206;;
DIALYSE;2023;780300422;HOPITAL PRIVE DE L OUEST PARISIEN;;;780002259;122AX;;;;1;;;;;10;;
DIALYSE;2023;780300422;HOPITAL PRIVE DE L OUEST PARISIEN;;;780002259;122BX;;;;1;;;;;10;;
DIALYSE;2023;780300422;HOPITAL PRIVE DE L OUEST PARISIEN;1;1;780002259;TOT;0;;;;;;514;1;;42;3
DIALYSE;2023;780300422;HOPITAL PRIVE DE L OUEST PARISIEN;;;780002259;VACAN;;;;1;;;;;;;
DIALYSE;2023;780808234;SERVICE DE DIALYSE A DOMICILE;;;780822920;1150A;;;;7;5;1679;;;;;
DIALYSE;2023;780808234;SERVICE DE DIALYSE A DOMICILE;0;0;780822920;TOT;0;;;;;;;;;3;
DIALYSE;2023;780822631;CENTRE AUTODIALYSE LES ARCADES;;;780822920;1140X;;;;10;10;1493;;;;;
DIALYSE;2023;780822631;CENTRE AUTODIALYSE LES ARCADES;0;0;780822920;TOT;0;;;;;;;;;1;
DIALYSE;2023;780823134;UNITE D AUTODIALYSE BEAUREGARD;;;780822920;1140X;;;;8;12;1907;;;;;
DIALYSE;2023;780823134;UNITE D AUTODIALYSE BEAUREGARD;0;0;780822920;TOT;0;;;;;;;;;4;
DIALYSE;2023;780826152;UNITE D AUTODIALYSE IMPRESSIONNISTES;;;780822920;1140X;;;;9;14;2065;;;;;
DIALYSE;2023;780826152;UNITE D AUTODIALYSE IMPRESSIONNISTES;0;0;780822920;TOT;0;;;;;;;;;3;
DIALYSE;2023;790000087;CENTRE HOSPITALIER DE NIORT;;;790000012;112AX;;;;2;;61;;;;;
DIALYSE;2023;790000087;CENTRE HOSPITALIER DE NIORT;;;790000012;112BA;;;;22;;11660;;;;;
DIALYSE;2023;790000087;CENTRE HOSPITALIER DE NIORT;;;790000012;122AX;;;;2;;;;;133;;
DIALYSE;2023;790000087;CENTRE HOSPITALIER DE NIORT;;;790000012;122BX;;;;0;;;;;226;;
DIALYSE;2023;790000087;CENTRE HOSPITALIER DE NIORT;1;1;790000012;TOT;0;;;;;;771;;;49;11
DIALYSE;2023;790007306;AURA POITOU-CH - NIORT;;;860000348;1130X;;;;12;34;5043;;;;;
DIALYSE;2023;790007306;AURA POITOU-CH - NIORT;;;860000348;1140X;;;;4;2;300;;;;;
DIALYSE;2023;790007306;AURA POITOU-CH - NIORT;;;860000348;1150A;;;;4;4;1189;;;;;
DIALYSE;2023;790007306;AURA POITOU-CH - NIORT;;;860000348;1210;;;;;15;;;;717;;
DIALYSE;2023;790007306;AURA POITOU-CH - NIORT;;;860000348;121AX;;;;;7;;;;306;;
DIALYSE;2023;790007306;AURA POITOU-CH - NIORT;;;860000348;121CX;;;;8;8;;;;411;;
DIALYSE;2023;790007306;AURA POITOU-CH - NIORT;0;1;860000348;TOT;0;;;;;;;;;48;24
DIALYSE;2023;790016794;AURA POITOU-CHARENTES - PARTHENAY;;;860000348;1130X;;;;12;35;4664;;;;;
DIALYSE;2023;790016794;AURA POITOU-CHARENTES - PARTHENAY;0;0;860000348;TOT;0;;;;;;;;;21;
DIALYSE;2023;800002503;SA SAINTE-ISABELLE;;;800001141;112AX;;;;2;;8;;;;;
DIALYSE;2023;800002503;SA SAINTE-ISABELLE;;;800001141;112BA;;;;30;132;20741;;;;;
DIALYSE;2023;800002503;SA SAINTE-ISABELLE;;;800001141;1130X;;;;8;;1233;;;;;
DIALYSE;2023;800002503;SA SAINTE-ISABELLE;;;800001141;1140X;;;;8;;293;;;;;
DIALYSE;2023;800002503;SA SAINTE-ISABELLE;1;0;800001141;TOT;0;;;;;;0;0;;46;
DIALYSE;2023;800002503;SA SAINTE-ISABELLE;;;800001141;VACAN;;;;0;0;937;;;;;
DIALYSE;2023;800006124;CHU AMIENS SUD;;;800000044;112BA;;;;32;127;18151;;;;;
DIALYSE;2023;800006124;CHU AMIENS SUD;;;800000044;112BE;;;;1;;10;;;;;
DIALYSE;2023;800006124;CHU AMIENS SUD;;;800000044;1210;;;;;;;;;1;;
DIALYSE;2023;800006124;CHU AMIENS SUD;;;800000044;121AX;;;;;;;;;1;;
DIALYSE;2023;800006124;CHU AMIENS SUD;1;1;800000044;TOT;1;28;130;;;;1775;;;53;0
DIALYSE;2023;800010159;UNITE DE DIALYSE DE CORBIE;;;590799995;1130X;;;;12;48;7842;;;;;
DIALYSE;2023;800010324;UNITE DE DIALYSE D'AMIENS;;;590799995;112AX;;;;1;1;12;;;;;
DIALYSE;2023;800010324;UNITE DE DIALYSE D'AMIENS;;;590799995;1130X;;;;18;66;10584;;;;;
DIALYSE;2023;800010324;UNITE DE DIALYSE D'AMIENS;;;590799995;1140X;;;;6;14;2370;;;;;
DIALYSE;2023;800020281;SANTELYS DIALYSE À DOMICILE CORBIE;;;590799995;1150A;;;;1;1;188;;;;;
DIALYSE;2023;800020299;SANTELYS DIALYSE À DOMICILE AMIENS;;;590799995;1150A;;;;2;2;535;;;;;
DIALYSE;2023;800020299;SANTELYS DIALYSE À DOMICILE AMIENS;;;590799995;1210;;;;;0;;;;3;;
DIALYSE;2023;800020299;SANTELYS DIALYSE À DOMICILE AMIENS;;;590799995;121AX;;;;;0;;;;3;;
DIALYSE;2023;800020299;SANTELYS DIALYSE À DOMICILE AMIENS;0;1;590799995;TOT;0;;;;;;;;;;
DIALYSE;2023;800021164;UNITÉ D'AUTODIALYSE DOULLENS;;;590799995;1130X;;;;8;15;449;;;;;
DIALYSE;2023;800021172;UNITÉ D'AUTODIALYSE PÉRONNE;;;590799995;1130X;;;;8;16;648;;;;;
DIALYSE;2023;810000224;CL CLAUDE BERNARD ALBI;;;810000471;112AX;;;;6;6;1505;;;;;
DIALYSE;2023;810000224;CL CLAUDE BERNARD ALBI;;;810000471;112BA;;;;56;157;25603;;;;;
DIALYSE;2023;810000224;CL CLAUDE BERNARD ALBI;;;810000471;1150A;;;;1;;344;;;;;
DIALYSE;2023;810000224;CL CLAUDE BERNARD ALBI;;;810000471;122AX;;;;1;;;;;80;;
DIALYSE;2023;810000224;CL CLAUDE BERNARD ALBI;1;1;810000471;TOT;1;2;;;;;314;;;;
DIALYSE;2023;810003368;CL CLAUDE BERNARD UDM CASTRES;;;810000471;1130X;;;;6;25;3348;;;;;
DIALYSE;2023;810011197;CL CLAUDE BERNARD UAD LAVAUR;;;810000471;1140X;;;;6;6;732;;;;;
DIALYSE;2023;810012203;CL CLAUDE BERNARD UDM GAILLAC;;;810000471;1130X;;;;6;24;776;;;;;
DIALYSE;2023;810101741;CL CLAUDE BERNARD UAD CASTRES;;;810000471;1140X;;;;6;26;3636;;;;;
DIALYSE;2023;810101758;CL CLAUDE BERNARD UAD GRAULHET;;;810000471;1140X;;;;6;6;1046;;;;;
DIALYSE;2023;810102947;CL CLAUDE BERNARD UAD LESCURE;;;810000471;1140X;;;;12;28;4021;;;;;
DIALYSE;2023;820000057;CL PONT DE CHAUME MONTAUBAN;;;820000131;112BA;;;;33;130;19040;;;;;
DIALYSE;2023;820000057;CL PONT DE CHAUME MONTAUBAN;;;820000131;1130X;;;;8;17;2430;;;;;
DIALYSE;2023;820000057;CL PONT DE CHAUME MONTAUBAN;;;820000131;1140X;;;;6;18;2573;;;;;
DIALYSE;2023;820000057;CL PONT DE CHAUME MONTAUBAN;1;0;820000131;TOT;0;;;;;;705;;;46;
DIALYSE;2023;820005791;CL PONT DE CHAUME UAD CASTELSARRASIN;;;820000131;1140X;;;;8;12;1770;;;;;
DIALYSE;2023;830000295;CH DE HYERES MARIE JOSEE TREFFOT;0;0;830100533;TOT;0;;;;;;1;;;;
DIALYSE;2023;830000311;CHI DE FREJUS SAINT RAPHAEL;0;0;830100566;TOT;0;;;;;;12;;;;
DIALYSE;2023;830000345;CHITS CH SAINTE MUSSE;;;830100616;112BA;;;;20;81;9559;;;;;
DIALYSE;2023;830000345;CHITS CH SAINTE MUSSE;;;830100616;122AX;;;;1;;;;;8;;
DIALYSE;2023;830000345;CHITS CH SAINTE MUSSE;;;830100616;122BX;;;;2;17;;;;38;;
DIALYSE;2023;830000345;CHITS CH SAINTE MUSSE;1;1;830100616;TOT;0;;;;;;805;1;;51;8
DIALYSE;2023;830012548;AVODD CENTRE D'HEMODIALYSE HYERES;;;830002119;112AX;;;;4;;420;;;;;
DIALYSE;2023;830012548;AVODD CENTRE D'HEMODIALYSE HYERES;;;830002119;112BA;;;;16;59;9362;;;;;
DIALYSE;2023;830012548;AVODD CENTRE D'HEMODIALYSE HYERES;;;830002119;1130X;;;;19;54;7928;;;;;
DIALYSE;2023;830012548;AVODD CENTRE D'HEMODIALYSE HYERES;;;830002119;1140X;;;;12;22;3443;;;;;
DIALYSE;2023;830012548;AVODD CENTRE D'HEMODIALYSE HYERES;;;830002119;1150A;;;;13;15;3300;;;;;
DIALYSE;2023;830012548;AVODD CENTRE D'HEMODIALYSE HYERES;;;830002119;1210;;;;;;;;;850;;
DIALYSE;2023;830012548;AVODD CENTRE D'HEMODIALYSE HYERES;;;830002119;121AX;;;;;;;;;631;;
DIALYSE;2023;830012548;AVODD CENTRE D'HEMODIALYSE HYERES;;;830002119;121CX;;;;1;;;;;219;;
DIALYSE;2023;830012548;AVODD CENTRE D'HEMODIALYSE HYERES;;;830002119;122AX;;;;1;;;;;125;;
DIALYSE;2023;830012548;AVODD CENTRE D'HEMODIALYSE HYERES;1;1;830002119;TOT;1;1;;;;;0;4;;46;9
DIALYSE;2023;830012548;AVODD CENTRE D'HEMODIALYSE HYERES;;;830002119;VACAN;;;;1;2;120;;;;;
DIALYSE;2023;830012589;ADIVA CTRE D'HEMODIALYSE SEYNE SUR MER;;;830003695;112BA;;;;18;47;8592;;;;;
DIALYSE;2023;830012589;ADIVA CTRE D'HEMODIALYSE SEYNE SUR MER;;;830003695;1130X;;;;8;10;1557;;;;;
DIALYSE;2023;830012589;ADIVA CTRE D'HEMODIALYSE SEYNE SUR MER;1;0;830003695;TOT;;;;;;;;;;16;
DIALYSE;2023;830012688;CENTRE DE NEPHROLOGIE LES FLEURS;;;830012639;112AX;;;;1;0;64;;;;;
DIALYSE;2023;830012688;CENTRE DE NEPHROLOGIE LES FLEURS;;;830012639;112BA;;;;38;153;21048;;;;;
DIALYSE;2023;830012688;CENTRE DE NEPHROLOGIE LES FLEURS;;;830012639;1130X;;;;19;11;1844;;;;;
DIALYSE;2023;830012688;CENTRE DE NEPHROLOGIE LES FLEURS;;;830012639;1140X;;;;4;4;516;;;;;
DIALYSE;2023;830012688;CENTRE DE NEPHROLOGIE LES FLEURS;;;830012639;1210;;;;;18;;;;853;;
DIALYSE;2023;830012688;CENTRE DE NEPHROLOGIE LES FLEURS;;;830012639;121AX;;;;;10;;;;491;;
DIALYSE;2023;830012688;CENTRE DE NEPHROLOGIE LES FLEURS;;;830012639;121CX;;;;1;8;;;;362;;
DIALYSE;2023;830012688;CENTRE DE NEPHROLOGIE LES FLEURS;;;830012639;122AX;;;;2;4;;;;113;;
DIALYSE;2023;830012688;CENTRE DE NEPHROLOGIE LES FLEURS;;;830012639;122BX;;;;2;0;;;;11;;
DIALYSE;2023;830012688;CENTRE DE NEPHROLOGIE LES FLEURS;1;1;830012639;TOT;0;;;;;;0;6;;47;3
DIALYSE;2023;830012688;CENTRE DE NEPHROLOGIE LES FLEURS;;;830012639;VACAN;;;;1;1;86;;;;;
DIALYSE;2023;830013819;AVODD TOULON SITE HIA SAINTE ANNE;;;830002119;112BA;;;;6;29;3829;;;;;
DIALYSE;2023;830013819;AVODD TOULON SITE HIA SAINTE ANNE;;;830002119;1130X;;;;8;23;3537;;;;;
DIALYSE;2023;830013819;AVODD TOULON SITE HIA SAINTE ANNE;;;830002119;1140X;;;;1;4;397;;;;;
DIALYSE;2023;830013819;AVODD TOULON SITE HIA SAINTE ANNE;1;0;830002119;TOT;0;;;;;;0;;;16;
DIALYSE;2023;830015970;ADIVA CENTRE DE DIALYSE GASSIN;;;830003695;1130X;;;;18;27;5723;;;;;
DIALYSE;2023;830015970;ADIVA CENTRE DE DIALYSE GASSIN;0;0;830003695;TOT;;;;;;;;;;7;
DIALYSE;2023;830016671;ADIVA CTRE DE DIALYSE ST JEAN TOULON;;;830003695;1130X;;;;22;32;5206;;;;;
DIALYSE;2023;830016671;ADIVA CTRE DE DIALYSE ST JEAN TOULON;0;0;830003695;TOT;;;;;;;;2;;4;
DIALYSE;2023;830017505;AVODD HEMODIALYSE AMBULATOIRE FREJUS;;;830002119;112AX;;;;1;;58;;;;;
DIALYSE;2023;830017505;AVODD HEMODIALYSE AMBULATOIRE FREJUS;;;830002119;112BA;;;;13;59;8871;;;;;
DIALYSE;2023;830017505;AVODD HEMODIALYSE AMBULATOIRE FREJUS;;;830002119;1130X;;;;16;45;7075;;;;;
