BOR;AN;FI;RS;FI_EJ;PALIA_A1;PALIA_A2;PALIA_A3;PALIA_A4;PALIA_A5;PALIA_A6;PALIA_A7;PALIA_A8;PALIA_A9;PALIA_A21;PALIA_A22;PALIA_A23;PALIA_A10;PALIA_A11;PALIA_A12;PALIA_A13;PALIA_A14;PALIA_A15;PALIA_A16;PALIA_A17;PALIA_A18;PALIA_A24;PALIA_A19;PALIA_A20;USP_EFFLIB_PM;USP_EFFLIB_PMPAL;USP_EFFLIB_CADRES;USP_EFFLIB_IDE;USP_EFFLIB_IDEPAL;USP_EFFLIB_AIDES;USP_EFFLIB_PSY;USP_EFFLIB_PNMAUT;USP_ETPSAL_PM;USP_ETPSAL_PMPAL;USP_ETPSAL_CADRES;USP_ETPSAL_IDE;USP_ETPSAL_IDEPAL;USP_ETPSAL_AIDES;USP_ETPSAL_PSY;USP_ETPSAL_PNMAUT;EMSP_EFFLIB_PM;EMSP_EFFLIB_PMPAL;EMSP_EFFLIB_CADRES;EMSP_EFFLIB_IDE;EMSP_EFFLIB_IDEPAL;EMSP_EFFLIB_AIDES;EMSP_EFFLIB_PSY;EMSP_EFFLIB_PNMAUT;EMSP_ETPSAL_PM;EMSP_ETPSAL_PMPAL;EMSP_ETPSAL_CADRES;EMSP_ETPSAL_IDE;EMSP_ETPSAL_IDEPAL;EMSP_ETPSAL_AIDES;EMSP_ETPSAL_PSY;EMSP_ETPSAL_PNMAUT
PALIA;2023;370000903;CH PAUL MARTINAIS - LOCHES;370000614;1;4;0;0;58;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;370001109;CH DE LUYNES - ET;370002701;0;;;;;1;1;10;172;;;;0;;;;;;;;;;;;;;;;;;;;2.2;1;1;9.51;4;8.33;0.5;2.19;;;;;;;;;;;;;;;;
PALIA;2023;370004467;CHRU TROUSSEAU - CHAMBRAY;370000481;1;6;;;44;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;370007569;PÔLE SANTÉ LÉONARD DE VINCI;370007528;1;18;;;277;0;;;;;;;1;134;;;0;;;;134;;;;;;;;;;;;2.2;1.04;0.34;12.88;3.57;10.15;0.25;1.87;;;;;;;;;;;;;;;;
PALIA;2023;380000034;CH PIERRE OUDOT BOURGOIN JALLIEU;380780049;1;5;;;187;0;;;;;;;1;1808;0;2;3;3;0;0;349;8;10;6;;;;;;;;;;;;;;;;;;;;;;;;;0.94;;;1.66;;;0.7;0.85
PALIA;2023;380000042;CH YVES TOURAINE;380780056;1;4;;;42;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;380000059;CH DE RIVES;380780072;1;3;0;0;26;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;380000067;HOPITAL NORD - CHU38;380780080;1;16;0;1;140;1;1;10;215;;;;1;3066;;;;;;;1068;;146;253;;;;;;;;;2.39;;1;11.48;;9.76;1.5;6.01;;;;;;;;;3.3;;;;;;;
PALIA;2023;380000091;CH INTERCOMMUNAL VERCORS ISERE;380780171;1;3;0;0;37;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;380000174;CH LUCIEN HUSSEL DE VIENNE;380781435;1;14;8;0;132;0;;;;;;;1;;24;6;71;16;55;0;483;0;58;77;;;;;;;;;;;;;;;;;;;;;;;;;1.5;1.5;0.5;1.73;1.73;;0.5;0.55
PALIA;2023;380000406;HOPITAL DE VOIRON - CHU38;380780080;1;3;0;0;117;0;;;;;;;1;198;26;17;146;12;10;124;349;0;42;52;;;;;;;;;;;;;;;;;;;;;;;;;1.29;;1;1;;0;0.52;0.45
PALIA;2023;380005868;ANNEXE DU CTRE DE SOINS DE VIRIEU;010783009;1;4;4;;44;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;380009928;CENTRE MEDICAL ROCHEPLANE;380804542;1;8;8;;99;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;380012658;GROUPE HOSPIT. MUTUALISTE DE GRENOBLE;380012609;1;11;0;0;424;0;;;;;;;1;3328;0;0;0;0;0;0;391;20;35;18;;;;;;;;;;;;;;;;;;;;;;;;;1;2;0;1;1;0;0.5;0.4
PALIA;2023;380780379;CENTRE DE PNEUMOLOGIE HENRI BAZIRE;380798249;1;5;5;;13;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;380781138;CENTRE DE SOINS DE VIRIEU;010783009;1;3;3;;46;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;380781369;LE MAS DES CHAMPS;010783009;1;4;4;;31;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;380785956;CLINIQUE DES CEDRES;380795211;1;3;0;0;98;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;390000040;CH LONS;390780146;1;3;0;0;73;0;;;;;;;1;1478;19;;329;;;;397;;53;27;;;;;;;;;;;;;;;;;;;;;;;;;0.66;;;1.6;;;0.5;
PALIA;2023;390000057;CH LEON BERARD MOREZ;390780153;1;2;;;27;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;390000065;CH LOUIS JAILLON SAINT CLAUDE;390780161;1;2;;;11;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;390000081;CHI PAYS REVERMONT SITE ARBOIS;390780179;1;5;5;0;30;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;390000222;CH LOUIS PASTEUR DOLE;390780609;1;3;1;0;97;0;;;;;;;1;766;13;2;56;7;41;8;389;0;189;82;;;;;;;;;;;;;;;;;;;;;;;;;1.09;1.09;;1;1;;1;0.57
PALIA;2023;400000105;CENTRE HOSPITALIER DAX;400780193;1;5;;;102;1;1;8;255;;;;1;1033;33;2;383;0;48;355;546;0;0;30;;;;;;;;;1.5;;;7.77;;7.84;1;0.7;;;;;;;;;1.5;;;2;;0;1;1.2
PALIA;2023;400000139;CHI MONT DE MARSAN ET PAYS DES SOURCES;400011177;1;5;;;117;1;1;10;233;0;0;0;1;4141;25;2;489;0;54;435;665;12;33;113;0;0;;;;;;;2.8;2.8;0.18;10.09;;6.95;0.29;2.21;;;;;;;;;0.8;0.8;0.05;1.72;;;0.75;0.4
PALIA;2023;400000147;CENTRE HOSPITALIER DE SAINT SEVER;400780268;1;3;;;68;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;400000261;INSTITUT HÉLIO- MARIN LABENNE;400780458;1;4;4;;49;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;410000020;CH BLOIS SIMONE VEIL;410000087;1;12;6;0;13;1;1;12;218;0;0;8;1;829;54;8;305;;;;915;0;70;71;0;0;0;0;0;0;0;0;2.7;0;0;9.56;0;10.81;1;2.77;0;0;0;0;0;0;0;0;2.83;0;1;4.67;0;0;1.94;0.44
PALIA;2023;410000038;CH VENDOME - MONTOIRE;410000095;1;9;;;111;0;;;;;;;1;1646;;;;;;;264;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;2;0;1.55;0.5;0.4
PALIA;2023;410000046;CH ROMORANTIN-LANTHENAY;410000103;1;6;2;0;67;0;;;;;;;0;;;;;;;;;;;;0;;;;;;;;0;;;;;;;;0;;;;;;;;0;;;;;;;
PALIA;2023;410000053;CH SAINT AIGNAN;410000111;1;2;1;0;22;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;410000202;POLYCLINIQUE BLOIS;410000319;1;12;;;173;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;410000210;CH MONTRICHARD;410000145;1;3;3;0;16;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;420000010;CH DE ROANNE;420780033;1;5;;;8;0;;;;;;;1;1229;27;5;949;62;117;770;566;;43;4;;;;;;;;;;;;;;;;;0;;;;;;;;1.04;0;;2.57;1.58;;1;1.99
PALIA;2023;420000226;CH DU FOREZ SITE DE MONTBRISON;420013831;0;;;;;0;;;;;;;1;2593;15;11;1020;265;378;377;722;0;107;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.86;;0.05;2.57;;0.14;1.45;1.41
PALIA;2023;420000234;CH DE FIRMINY;420780652;1;5;;;5;0;;;;;;;1;1106;17;2;165;0;60;105;298;0;39;4;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;0.5;1.17
PALIA;2023;420000242;CH GEORGES CLAUDINON;420780660;1;8;8;0;41;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;420009599;CH DU GIER - SITE PINAY GERIATRIE;420002495;1;3;0;0;51;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;;0;;;;;;;;;;;;;;;;
PALIA;2023;420010241;INSTITUT DE CANCERO ET HEMATO - CHU42;420784878;1;6;;;34;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;420011413;HOPITAL PRIVE DE LA LOIRE;420011405;1;5;;;120;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;2.5;;0.15;4.73;;4.73;0.15;;;;;;;;;;;;;;;;;
PALIA;2023;420780546;USLD SAINTE ELISABETH;420000168;1;5;0;0;12;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;420780637;CH DU GIER - MCO;420002495;0;;;;;0;;;;;;;1;957;7;0;762;0;15;0;143;0;288;42;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.91;;;0.42;0.5
PALIA;2023;420782096;CENTRE MEDICAL MFL SSAM DES 7 COLLINES;420787061;1;4;4;;18;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;420782567;HOPITAL DE LA CHARITE - CHU42;420784878;1;3;;;42;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;420785354;HOPITAL NORD - CHU42;420784878;1;9;;;182;1;1;12;363;;;;1;1232;40;9;225;60;132;33;1479;;163;62;;;1;13;;12;1;4;0.8;;0.41;11.3;;10.82;0.5;0.97;;;1;2;;1;1;1;2;;0.4;2.33;;0.5;0.5;0.62
PALIA;2023;430000117;CH EMILE ROUX LE PUY;430000018;1;4;0;0;73;1;1;8;122;0;0;0;1;2048;40;11;57;8;11;3;527;1;67;139;0;0;0;0;0;0;0;0;0.62;0.5;0.21;6.23;0.8;5.98;0.37;1.65;0;0;0;0;0;0;0;0;1.6;1.6;0.4;2;1;0;0.5;1.14
PALIA;2023;430000190;CH DE BRIOUDE;430000034;1;3;0;0;49;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;430000216;CENTRE MEDICAL D'OUSSOULX;750811820;1;6;6;0;20;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;430000299;CH DE CRAPONNE SUR ARZON;430000059;1;3;;;34;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;430000307;CH PIERRE GALLICE DE LANGEAC;430000067;1;4;0;0;29;0;;;;;;;1;;;;;;;;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;0.3;0.2;0.2;0.64;0.07;1.37;0.2;0.2
PALIA;2023;430000356;CH D' YSSINGEAUX;430000091;1;2;;;42;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;440000016;CH DE SAINT NAZAIRE;440000057;1;9;0;0;14;1;1;11;335;0;0;;1;538;;;273;184;11;78;408;;;;;;;;;;;;2.08;2.08;0.78;10.78;;9.63;1.01;3.13;;;;;;;;;0.53;0.53;0.2;1.06;;;0.65;1.24
PALIA;2023;440000271;CHU DE NANTES SITE HOTEL DIEU HME;440000289;1;14;;2;217;0;;;;;;;1;4033;130;39;492;189;264;40;1308;64;194;848;;;;;;;;;2.28;;;;;;;;;;;;;;;;1;;0.8;2.9;;0;1.25;1.45
PALIA;2023;440000396;CH ERDRE ET LOIRE;440053643;1;5;0;;47;0;;;;;;;1;590;18;18;71;0;35;20;780;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0.73;;;0.58;;0.75;0.6;
PALIA;2023;440000453;CHU DE NANTES SITE HOPITAL BELLIER;440000289;1;7;4;;100;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;440000503;CH CNP SITE CHATEAUBRIANT;440000313;1;6;4;;134;0;;;;;;;1;893;10;5;147;51;78;18;971;;201;7;;;;;;;;;;;;;;;;;;;;;;;;;1.3;;;0.9;0.9;;1;0.67
PALIA;2023;440000552;CH SEVRE ET LOIRE- LOROUX BOTTEREAU;440042141;1;6;6;0;43;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;440000560;CH LVO SITE DE MACHECOUL;850009010;1;5;5;;18;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;0;0
PALIA;2023;440000644;CH BEL AIR;440000347;1;3;;;16;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;440000677;CH CNP SITE NOZAY;440000313;0;;;;;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.05;;;;;;;
PALIA;2023;440000693;SSR JULES VERNE;440053411;1;4;4;;60;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;440000883;CH SEVRE ET LOIRE - VERTOU;440042141;1;4;2;0;79;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;440001113;ICO - SITE GAUDUCHEAU;490017258;1;12;;;214;0;;;;;;;1;1068;;;;;;;455;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.6;;;0.2;;;0.3;
PALIA;2023;440001253;HIC DE LA PRESQU'ILE-SITE DE GUERANDE;440028538;1;6;0;0;100;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;440001287;HIC PAYS DE RETZ - PORNIC;440041531;1;6;;;87;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;440002459;SSR LE BODIO;440018661;1;6;6;0;60;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;440017598;CHU DE NANTES SITE LAENNEC;440000289;1;4;;;124;1;1;10;283;;;;0;;;;;;;;;;;;;;;;;;;;1.06;;1.2;10.19;;10.19;0.16;0.45;;;;;;;;;;;;;;;;
PALIA;2023;440024669;SSR LE BOIS RIGNOUX;440042844;1;10;10;;71;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;440033819;SANTE ATLANTIQUE;440006344;1;4;;;101;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;440041580;HOPITAL PRIVE DU CONFLUENT;440041572;1;16;;;233;0;;;;;;;1;848;0;1;0;;;;274;;61;17;;;;;;;;;;;;;;;;;;;;;;;;;0.51;;;0.9;;;0.92;
PALIA;2023;440050433;CLINIQUE MUTUALISTE DE L'ESTUAIRE;440053429;1;16;6;0;239;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;440055945;MAISON DE NICODEME;220020739;0;;;;;1;1;18;368;;;;0;;;;;;;;;;;;;;;;;;;;3.7;3;;15.61;;15.35;1;4.6;;;;;;;;;;;;;;;;
PALIA;2023;450000047;CH DEZARNAULDS - GIEN;450000096;1;6;3;;78;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;450000062;CH AGGLOMERATION MONTARGOISE;450000104;1;10;4;;162;0;;;;;;;1;2222;1;;76;61;15;;543;;78;6;;;;;;;;;;;;;;;;;;;;;;;;;0.5;;0.5;1.76;;;0.93;0.5
PALIA;2023;450000070;CH PITHIVIERS;450000112;1;5;2;;76;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;450000245;CLINIQUE L'ARCHETTE;450000542;1;5;;;4;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;450000260;CH SULLY-SUR-LOIRE;450000161;1;3;0;0;33;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;450000286;MRC LES BUISSONNETS;920030269;1;4;4;;98;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;450000294;ORELIANCE - REINE BLANCHE;450000591;1;8;;;274;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;450002613;CHR ORLÉANS - HÔPITAL DE LA SOURCE;450000088;1;37;6;;682;1;1;12;242;;;4;1;2388;18;7;433;26;99;317;917;0;32;70;;;;;;;;;2.6;2.6;0.8;8.9;;10.1;1;0.5;;;;;;;;;1.7;1.7;0.1;2;2;;0.6;0.5
PALIA;2023;450014956;MRC LES SABLONS;450000849;1;6;6;0;39;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;460000045;CH FIGEAC SITE MARTIN MALVY;460780083;1;2;0;0;110;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;460000052;CH ST JACQUES ST CERE;460780091;1;4;2;;91;0;;;;;;;1;1039;16;4;1322;;367;518;287;4;43;18;;;;;;;;;0.3;0.3;;2;2;1;0.58;;;;;;;;;;;;;;;;;
PALIA;2023;460000102;CH JEAN COULON GOURDON;460780208;1;5;3;0;11;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;460000110;CH JEAN ROUGIER CAHORS;460780216;1;4;;;52;0;;;;;;;1;1164;;;9;6;3;;220;4;105;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0.5;0.3;0
PALIA;2023;460006083;CSSR NOTRE DAME BRETENOUX;460785090;1;1;1;0;10;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;470000027;CLINIQUE ESQUIROL-SAINT-HILAIRE;470014069;1;5;0;0;106;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;470000423;CH AGEN NERAC - HOPITAL SAINT-ESPRIT;470016171;0;;;;;1;1;6;194;;;;1;1104;19;1;1797;;110;1488;510;;84;;0;;0;0;;0;0;0;1.14;;0.5;7.36;;5.97;0.5;2.98;0;;0;0;;0;0;0;0.65;;0;3.03;;0;0.5;1.04
PALIA;2023;470000431;CH VILLENEUVE -POLE SANTE VILLENEUVOIS;470000324;1;8;0;0;186;0;;;;;;;1;843;14;3;402;23;54;325;334;10;29;19;;;;;;;;;;;;;;;;;;;;;;;;;0.1;;;2;;;1.2;1.36
PALIA;2023;470000480;CENTRE HOSPITALIER DE MARMANDE - CHIC;470001660;1;5;0;0;95;0;;;;;;;1;445;9;3;433;1;53;379;464;0;14;46;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;1;1;;1;3.64
PALIA;2023;470000522;CH AGEN NERAC - SITE DE NERAC;470016171;1;5;0;0;1436;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;470000571;CENTRE HOSPITALIER DE FUMEL;470000407;1;5;5;0;61;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;480000017;HOPITAL LOZERE SITE VALLEE DU LOT;480780097;1;5;0;0;134;0;;;;;;;1;794;24;5;401;249;151;1;392;;56;46;;;;;;;;;;;;;;;;;;;;;;;;;;;0.16;1;;;0.5;0.97
PALIA;2023;480000041;CH DE FLORAC TROIS RIVIERES;480780139;1;2;0;0;13;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;490000049;CHR ANGERS SITE LARREY;490000031;1;23;15;0;263;1;1;10;263;0;0;;1;297;49;33;91;8;28;55;642;0;174;144;;;;;;;;;3.59;;;9.71;;9.58;0.58;0.4;;;;;;;;;0.67;;1;2.53;;0.5;2;1.5
PALIA;2023;490000155;ICO - SITE PAUL PAPIN;490017258;1;14;;;116;0;;;;;;;1;573;;;;;;;195;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.77;0.77;;0.75;;;;
PALIA;2023;490000239;ESBV-SITE DE BAUGE;490015765;1;2;2;;23;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;490000254;ESBV-SITE DE BEAUFORT;490015765;1;3;1;;42;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;490000262;CLINIQUE SAINT JOSEPH;490000171;1;3;;;82;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;490000320;HOPITAL CORNICHE ANGEVINE À CHALONNES;490000395;1;2;0;0;40;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;490000494;CH LAYON-AUBANCE MARTIGNE BRIAND;490000429;1;2;2;;22;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;490000569;CH CNP SITE POUANCE;440000313;1;4;4;0;138;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.05;;;;;;;
PALIA;2023;490000601;SSR LES RECOLLETS;750052037;1;3;3;0;92;0;;;;;;;1;8;6;2;394;10;22;362;180;0;73;501;;;;;;;;;;;;;;;;;0;;;;;;;;0.3;0.3;0.2;1.5;1.5;0;0.7;1
PALIA;2023;490000635;CH DE CHOLET;490000676;1;10;;;59;0;;;;;;;1;1894;70;11;99;14;4;81;350;;;;;;;;;;;;0.3;;;;;;;;;;;;;;;;0.4;;0.01;1.23;;;0.69;0.59
PALIA;2023;490000643;CSSR LES EUMENIDES - SITE ANGERS;440042844;1;2;2;;24;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;490001765;CH DE SAUMUR;490528452;1;7;4;0;95;0;;;;;;;1;606;5;3;10;6;4;;295;;229;17;;;;;;;;;;;;;;;;;;;;;;;;;0.8;0.8;;0.5;0.5;;0.8;0.5
PALIA;2023;490004256;HOPITAL PRIVE ST MARTIN;490020773;1;5;0;0;27;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;490009248;SSR SAINT CLAUDE;490535168;1;6;6;0;55;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;490020245;CH HAUT ANJOU SITE SEGRE;530000025;1;2;2;0;31;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;490534922;SSR ARCOLE;490000890;1;6;6;;49;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;490543675;SSR ANJOU;490009529;1;5;5;0;911;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;500000021;CHAG - SITE AVRANCHES;500000054;0;;;;;0;;;;;;;1;1832;1;2;43;37;;43;456;;10;26;;;;;;;;;;;;;;;;;;;;;;;;;0.1;0.1;;0.58;;0.01;;0.42
PALIA;2023;500000146;HOPITAL PRIVE DE LA BAIE;500000500;1;7;7;;252;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;500000187;CHPC - SITE CHERBOURG;500000013;1;12;;;93;0;;;;;;;1;2730;27;5;2628;43;422;1920;820;;126;69;;;;;;;;;;;;;;;;;;;;;;;;;0.6;;;2;;;0.5;1.25
PALIA;2023;500000195;CENTRE HOSPITALIER DE CARENTAN;500000039;1;3;;;52;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;500000260;CHAG - SITE GRANVILLE;500000054;0;;;;;1;1;10;164;;;;1;1832;1;2;43;;;43;456;;10;26;;;;;;;;;1.07;0.9;0.4;7.9;;8.17;0.8;2.99;;;;;;;;;0.1;0.1;;0.58;;0.01;;0.42
PALIA;2023;500000302;HOPITAL LOCAL - MORTAIN;500000062;1;3;3;0;45;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;500000435;HOPITAL SAINT JAMES;500000104;1;5;5;0;45;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;500000450;CH MEMORIAL - SAINT-LO;500000112;1;7;0;0;147;0;;;;;;;1;2351;8;0;229;26;71;132;609;0;61;13;;;;;;;;;;;;;;;;;;;;;;;;;0.4;0.4;;1;1;;0.5;0.3
PALIA;2023;500000468;CHPC - SITE VALOGNES;500000013;1;4;0;0;23;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;500000476;HOPITAL LOCAL - VILLEDIEU LES POELES;500000138;1;4;;;61;0;;;;;;;0;;;;;;;;;;;;0;;;;;;;;0;;;;;;;;0;;;;;;;;0;;;;;;;
PALIA;2023;500000591;CENTRE HOSPITALIER DE COUTANCES;500000393;0;;;;;0;;;;;;;1;393;15;1;185;29;77;79;406;0;35;9;;;;;;;;;;;;;;;;;;;;;;;;;0.4;0.4;;1;1;;0.5;0.3
