FI;PERSO;ETP_PU;ETP_PH;ETP_AS;ETP_HU;ETP_PC;ETP_PC_EXT;ETP_PC_PA_EXT;ETP_PA;ETP_PA_EXT;ETP_AUTRES;BOR;AN;RS;FI_EJ;EFFSALPLH;EFFSALPLF;EFFSALPAH;EFFSALPAF;EFFLIBPLH;EFFLIBPLF;EFFLIBPAH;EFFLIBPAF;ETPSALH;ETPSALF;ETPSAL_TOT_PUBLIC;EFFSAL;ETPSAL;EFFLIB;cf_at;cf_au
750806226;M2100;;;;;;;;;;;Q20;2023;HOSPITALISATION A DOMICILE APHP PARIS;750712184;0;0;0;0;;;;;0.01;0;;0;0.01;;;
750806226;M2140;;;;;;;;;;;Q20;2023;HOSPITALISATION A DOMICILE APHP PARIS;750712184;0;0;0;0;;;;;0.01;0.01;;0;0.02;;;
750806226;M3011;;;;;;;;;;;Q20;2023;HOSPITALISATION A DOMICILE APHP PARIS;750712184;0;0;0;0;;;;;0.06;0.02;;0;0.08;;;
750806226;M3020;;;;;;;;;;;Q20;2023;HOSPITALISATION A DOMICILE APHP PARIS;750712184;0;0;0;0;;;;;0;0.01;;0;0.01;;;
750806226;M3040;;;;;;;;;;;Q20;2023;HOSPITALISATION A DOMICILE APHP PARIS;750712184;0;0;0;0;;;;;0.12;0.32;;0;0.44;;;
750806226;M3050;;;;;;;;;;;Q20;2023;HOSPITALISATION A DOMICILE APHP PARIS;750712184;6;5;0;0;;;;;4.71;4.7;;11;9.41;;;
750806226;M3070;;;;;;;;;;;Q20;2023;HOSPITALISATION A DOMICILE APHP PARIS;750712184;0;1;0;0;;;;;0.19;0.95;;1;1.14;;;
750806226;M9999;0.05;19.14;0.48;0.02;4.71;0.05;3.27;0.32;1.05;-7.10543E-15;Q20;2023;HOSPITALISATION A DOMICILE APHP PARIS;750712184;11;17;3;4;;;;;11.32;17.77;29.08;35;29.09;;0.4010932696;0.0505637171
750808578;M1010;;;;;;;;;;;Q20;2023;SSR INSTITUT NATIONAL DES INVALIDES;750813032;;;1;1;;;;;0.1;0.8;;2;0.9;;;
750808578;M1040;;;;;;;;;;;Q20;2023;SSR INSTITUT NATIONAL DES INVALIDES;750813032;;;1;;;;;;0.1;;;1;0.1;;;
750808578;M1050;;;;;;;;;;;Q20;2023;SSR INSTITUT NATIONAL DES INVALIDES;750813032;;;;1;;;;;;0.2;;1;0.2;;;
750808578;M1070;;;;;;;;;;;Q20;2023;SSR INSTITUT NATIONAL DES INVALIDES;750813032;;;1;;;;;;0.2;;;1;0.2;;;
750808578;M1160;;;;;;;;;;;Q20;2023;SSR INSTITUT NATIONAL DES INVALIDES;750813032;;;1;1;;;;;0.3;0.6;;2;0.9;;;
750808578;M1180;;;;;;;;;;;Q20;2023;SSR INSTITUT NATIONAL DES INVALIDES;750813032;2;1;;1;;;;;2;1.5;;4;3.5;;;
750808578;M1200;;;;;;;;;;;Q20;2023;SSR INSTITUT NATIONAL DES INVALIDES;750813032;;;;2;;;;;;0.9;;2;0.9;;;
750808578;M1320;;;;;;;;;;;Q20;2023;SSR INSTITUT NATIONAL DES INVALIDES;750813032;;;1;;;;;;0.6;;;1;0.6;;;
750808578;M2030;;;;;;;;;;;Q20;2023;SSR INSTITUT NATIONAL DES INVALIDES;750813032;;;1;;;;;;0.2;;;1;0.2;;;
750808578;M2070;;;;;;;;;;;Q20;2023;SSR INSTITUT NATIONAL DES INVALIDES;750813032;;;1;;;;;;0.2;;;1;0.2;;;
750808578;M3020;;;;;;;;;;;Q20;2023;SSR INSTITUT NATIONAL DES INVALIDES;750813032;;1;;;;;;;;1;;1;1;;;
750808578;M3030;;;;;;;;;;;Q20;2023;SSR INSTITUT NATIONAL DES INVALIDES;750813032;1;;1;2;;;;;1.4;0.4;;4;1.8;;;
750808578;M3050;;;;;;;;;;;Q20;2023;SSR INSTITUT NATIONAL DES INVALIDES;750813032;1;;;;;;;;1;;;1;1;;;
750808578;M9999;;3;;;8.5;;;;;0;Q20;2023;SSR INSTITUT NATIONAL DES INVALIDES;750813032;4;2;8;8;;;;;6.1;5.4;11.5;22;11.5;;;
750813016;M3020;;;;;;;;;;;Q20;2023;CMP EPE IDF;750001711;;;;;;;;1;;;;;;1;;
750813016;M9999;;;;;;;;;;;Q20;2023;CMP EPE IDF;750001711;;;;;;;;1;;;;;;1;;
750814824;M1110;;;;;;;;;;;Q20;2023;CTRE NEPHRO B BRAUN BUTTES CHAUMONT;920040862;;;;;;;2;;;;;;;2;;
750814824;M1200;;;;;;;;;;;Q20;2023;CTRE NEPHRO B BRAUN BUTTES CHAUMONT;920040862;;;;;;;;1;;;;;;1;;
750814824;M3050;;;;;;;;;;;Q20;2023;CTRE NEPHRO B BRAUN BUTTES CHAUMONT;920040862;1;;;;;;;;0.5;;;1;0.5;;;
750814824;M9999;;;;;;;;;;;Q20;2023;CTRE NEPHRO B BRAUN BUTTES CHAUMONT;920040862;1;;;;;;2;1;0.5;;;1;0.5;3;;
750825184;M1180;;;;;;;;;;;Q20;2023;CENTRE DE REDUCATION LA CHATAIGNERAIE;950000760;2;2;1;1;;;;;2.63;2.67;;6;5.3;;;
750825184;M1190;;;;;;;;;;;Q20;2023;CENTRE DE REDUCATION LA CHATAIGNERAIE;950000760;;;;1;;;;;;0.89;;1;0.89;;;
750825184;M9999;;;;;;;;;;;Q20;2023;CENTRE DE REDUCATION LA CHATAIGNERAIE;950000760;2;2;1;2;;;;;2.63;3.56;;7;6.19;;;
750826141;M3020;;;;;;;;;;;Q20;2023;HOPITAL DE JOUR CENTRE ETIENNE MARCEL;750825960;;;1;2;;;;;0.7;1;;3;1.7;;;
750826141;M9999;;;;;;;;;;;Q20;2023;HOPITAL DE JOUR CENTRE ETIENNE MARCEL;750825960;;;1;2;;;;;0.7;1;;3;1.7;;;
750827214;M3020;;;;;;;;;;;Q20;2023;CMP POPINCOURT;750815607;;;;0;;;;;;0.33;;0;0.33;;;
750827214;M9999;;;;;;;;;;;Q20;2023;CMP POPINCOURT;750815607;;;;0;;;;;;0.33;;0;0.33;;;
750829053;M1110;;;;;;;;;;;Q20;2023;CENTRE D AUTODIALYSE CLINIQUE ALMA;750000655;;;;;1;2;;;;;;;;3;;
750829053;M3050;;;;;;;;;;;Q20;2023;CENTRE D AUTODIALYSE CLINIQUE ALMA;750000655;;1;;;;;;;;0.1;;1;0.1;;;
750829053;M9999;;;;;;;;;;;Q20;2023;CENTRE D AUTODIALYSE CLINIQUE ALMA;750000655;;1;;;1;2;;;;0.1;;1;0.1;3;;
750831067;M1110;;;;;;;;;;;Q20;2023;CENTRE DIAVERUM PARIS MONT LOUIS;690049846;;;;;;;;2;;;;;;2;;
750831067;M9999;;;;;;;;;;;Q20;2023;CENTRE DIAVERUM PARIS MONT LOUIS;690049846;;;;;;;;2;;;;;;2;;
760000018;M1010;;;;;;;;;;;Q20;2023;CH DIEPPE;760780023;;3;2;1;;;1;;0.3;2.1;;6;2.4;1;;
760000018;M1030;;;;;;;;;;;Q20;2023;CH DIEPPE;760780023;4;4;;1;;;;;2.5;2.99;;9;5.49;;;
760000018;M1031;;;;;;;;;;;Q20;2023;CH DIEPPE;760780023;5;2;;;;;;;5;2;;7;7;;;
760000018;M1040;;;;;;;;;;;Q20;2023;CH DIEPPE;760780023;4;;;1;;;;;3.02;0.33;;5;3.35;;;
760000018;M1050;;;;;;;;;;;Q20;2023;CH DIEPPE;760780023;;;;1;;;;;;0.5;;1;0.5;;;
760000018;M1070;;;;;;;;;;;Q20;2023;CH DIEPPE;760780023;;1;;1;;;;;;2.47;;2;2.47;;;
760000018;M1090;;;;;;;;;;;Q20;2023;CH DIEPPE;760780023;2;2;;;;;;;2;2.26;;4;4.26;;;
760000018;M1100;;;;;;;;;;;Q20;2023;CH DIEPPE;760780023;6;3;2;2;;;;;6.42;4.01;;13;10.43;;;
760000018;M1110;;;;;;;;;;;Q20;2023;CH DIEPPE;760780023;3;1;;1;;;;;2.21;1.66;;5;3.87;;;
760000018;M1120;;;;;;;;;;;Q20;2023;CH DIEPPE;760780023;2;4;;;;;;;1.6;2.73;;6;4.33;;;
760000018;M1140;;;;;;;;;;;Q20;2023;CH DIEPPE;760780023;1;7;;2;;;;;1.2;6.32;;10;7.52;;;
760000018;M1150;;;;;;;;;;;Q20;2023;CH DIEPPE;760780023;1;2;2;;;;1;;3;2.3;;5;5.3;1;;
760000018;M1160;;;;;;;;;;;Q20;2023;CH DIEPPE;760780023;3;1;1;;;;1;1;2.12;0.08;;5;2.2;2;;
760000018;M1180;;;;;;;;;;;Q20;2023;CH DIEPPE;760780023;3;4;;2;;;;;2.06;3.64;;9;5.7;;;
760000018;M1190;;;;;;;;;;;Q20;2023;CH DIEPPE;760780023;2;2;1;1;;;;;2.4;2.09;;6;4.49;;;
760000018;M1200;;;;;;;;;;;Q20;2023;CH DIEPPE;760780023;;;;1;;;;;;0.65;;1;0.65;;;
760000018;M1320;;;;;;;;;;;Q20;2023;CH DIEPPE;760780023;3;4;;;;;;;2.48;5.47;;7;7.95;;;
760000018;M1330;;;;;;;;;;;Q20;2023;CH DIEPPE;760780023;1;;1;1;;;;;1.35;0.2;;3;1.55;;;
760000018;M1340;;;;;;;;;;;Q20;2023;CH DIEPPE;760780023;9;3;4;4;;;;;6.24;4.25;;20;10.49;;;
760000018;M2010;;;;;;;;;;;Q20;2023;CH DIEPPE;760780023;2;;1;;;;;;2.63;;;3;2.63;;;
760000018;M2030;;;;;;;;;;;Q20;2023;CH DIEPPE;760780023;3;1;;;;;;;2.67;0.9;;4;3.57;;;
760000018;M2050;;;;;;;;;;;Q20;2023;CH DIEPPE;760780023;2;2;;1;;;;;2.38;2.3;;5;4.68;;;
760000018;M2070;;;;;;;;;;;Q20;2023;CH DIEPPE;760780023;;;;;;;;;0.03;;;;0.03;;;
760000018;M2080;;;;;;;;;;;Q20;2023;CH DIEPPE;760780023;2;2;1;3;;;;;1.83;3.07;;8;4.9;;;
760000018;M2100;;;;;;;;;;;Q20;2023;CH DIEPPE;760780023;1;;1;;;;;;1.5;;;2;1.5;;;
760000018;M2120;;;;;;;;;;;Q20;2023;CH DIEPPE;760780023;1;3;;;;;;;1;3.26;;4;4.26;;;
760000018;M3011;;;;;;;;;;;Q20;2023;CH DIEPPE;760780023;;4;;2;;;;;;5.4;;6;5.4;;;
760000018;M3020;;;;;;;;;;;Q20;2023;CH DIEPPE;760780023;6;6;4;2;;;;;8.53;7.9;;18;16.43;;;
760000018;M3040;;;;;;;;;;;Q20;2023;CH DIEPPE;760780023;1;;;1;;;;;1;0.9;;2;1.9;;;
760000018;M3050;;;;;;;;;;;Q20;2023;CH DIEPPE;760780023;3;5;;1;;;;;2.9;5.08;;9;7.98;;;
760000018;M3070;;;;;;;;;;;Q20;2023;CH DIEPPE;760780023;;;;1;;;;;;0.9;;1;0.9;;;
760000018;M9999;;101.95;7.68;;19.65;;3.17;6.78;4.9;2.842171E-14;Q20;2023;CH DIEPPE;760780023;70;66;20;30;;;3;1;68.37;75.76;144.13;186;144.13;4;;
760000026;M1010;;;;;;;;;;;Q20;2023;HL SAINT-VALERY-EN-CAUX;760780031;;;;1;;;;;;0.2;;1;0.2;;;
760000026;M3050;;;;;;;;;;;Q20;2023;HL SAINT-VALERY-EN-CAUX;760780031;;;;1;;;;;;0.6;;1;0.6;;;
760000026;M3070;;;;;;;;;;;Q20;2023;HL SAINT-VALERY-EN-CAUX;760780031;;;;;;;6;4;;;;;;10;;
760000026;M9999;;0.2;;;;;;;;0.6;Q20;2023;HL SAINT-VALERY-EN-CAUX;760780031;;;;2;;;6;4;;0.8;0.8;2;0.8;10;;
760000034;M1320;;;;;;;;;;;Q20;2023;HL GOURNAY-EN-BRAY;760780049;1;1;1;;;;;;1.1;1;;3;2.1;;;
760000034;M3050;;;;;;;;;;;Q20;2023;HL GOURNAY-EN-BRAY;760780049;;;;1;;;;;;0.4;;1;0.4;;;
760000034;M9999;;1.4;;;;0.1;;1;;0;Q20;2023;HL GOURNAY-EN-BRAY;760780049;1;1;1;1;;;;;1.1;1.4;2.5;4;2.5;;;
760000042;M1010;;;;;;;;;;;Q20;2023;CH EU;760780056;0;0;14;1;0;0;0;0;1.42;0.18;;15;1.6;0;;
760000042;M1340;;;;;;;;;;;Q20;2023;CH EU;760780056;0;0;1;0;0;0;0;0;0.82;;;1;0.82;0;;
760000042;M2080;;;;;;;;;;;Q20;2023;CH EU;760780056;0;0;2;0;0;0;0;0;0.5;;;2;0.5;0;;
760000042;M3050;;;;;;;;;;;Q20;2023;CH EU;760780056;0;0;0;0;0;0;0;0;;0.75;;0;0.75;0;;
760000042;M9999;;1.37;;;2.3;;;;;0;Q20;2023;CH EU;760780056;0;0;17;1;0;0;0;0;2.74;0.93;3.67;18;3.67;0;;
760000059;M1010;;;;;;;;;;;Q20;2023;CH NEUFCHATEL-EN-BRAY;760780064;;;;;;;0;1;;;;;;1;;
760000059;M1200;;;;;;;;;;;Q20;2023;CH NEUFCHATEL-EN-BRAY;760780064;;;1;;;;;;0.1;;;1;0.1;;;
760000059;M1320;;;;;;;;;;;Q20;2023;CH NEUFCHATEL-EN-BRAY;760780064;1;;;;;;;;0.9;;;1;0.9;;;
760000059;M3050;;;;;;;;;;;Q20;2023;CH NEUFCHATEL-EN-BRAY;760780064;1;;;1;;;;;0.46;0.16;;2;0.62;;;
760000059;M9999;;1.46;;;0.16;;;;;0;Q20;2023;CH NEUFCHATEL-EN-BRAY;760780064;2;;1;1;;;0;1;1.46;0.16;1.62;4;1.62;1;;
760000133;M1010;;;;;;;;;;;Q20;2023;CH HOPITAL PASTEUR VALLERY RADOT;760780213;2;0;0;1;;;;;2;0.16;;3;2.16;;;
760000133;M1320;;;;;;;;;;;Q20;2023;CH HOPITAL PASTEUR VALLERY RADOT;760780213;1;0;0;1;;;;;0.6;0.1;;2;0.7;;;
760000133;M3050;;;;;;;;;;;Q20;2023;CH HOPITAL PASTEUR VALLERY RADOT;760780213;0;2;;;;;;;;2;;2;2;;;
760000133;M9999;;4.6;;;0.16;;;;;0.1;Q20;2023;CH HOPITAL PASTEUR VALLERY RADOT;760780213;3;2;0;2;;;;;2.6;2.26;4.86;7;4.86;;;
760000141;M1010;;;;;;;;;;;Q20;2023;HOPITAL SAINT JULIEN CHU ROUEN;760780239;2;5;;1;;;;;2;4.89;;8;6.89;;;
760000141;M1040;;;;;;;;;;;Q20;2023;HOPITAL SAINT JULIEN CHU ROUEN;760780239;;;;;;;;;;0.04;;;0.04;;;
760000141;M1100;;;;;;;;;;;Q20;2023;HOPITAL SAINT JULIEN CHU ROUEN;760780239;1;1;;1;;;;;1.33;1.5;;3;2.83;;;
760000141;M1120;;;;;;;;;;;Q20;2023;HOPITAL SAINT JULIEN CHU ROUEN;760780239;1;;;;;;;;1;;;1;1;;;
760000141;M1150;;;;;;;;;;;Q20;2023;HOPITAL SAINT JULIEN CHU ROUEN;760780239;1;1;;;;;;;1;1;;2;2;;;
760000141;M1160;;;;;;;;;;;Q20;2023;HOPITAL SAINT JULIEN CHU ROUEN;760780239;;;1;1;;;;;0.2;0.18;;2;0.38;;;
760000141;M1320;;;;;;;;;;;Q20;2023;HOPITAL SAINT JULIEN CHU ROUEN;760780239;;1;;;;;;;;0.1;;1;0.1;;;
760000141;M2010;;;;;;;;;;;Q20;2023;HOPITAL SAINT JULIEN CHU ROUEN;760780239;;;1;;;;;;0.5;;;1;0.5;;;
760000141;M2020;;;;;;;;;;;Q20;2023;HOPITAL SAINT JULIEN CHU ROUEN;760780239;5;4;1;4;;;;;4.05;1.39;;14;5.44;;;
760000141;M3020;;;;;;;;;;;Q20;2023;HOPITAL SAINT JULIEN CHU ROUEN;760780239;1;1;;;;;;;0.9;0.9;;2;1.8;;;
760000141;M9999;0.67;13.29;1;1.16;2.52;;;1;;1.34;Q20;2023;HOPITAL SAINT JULIEN CHU ROUEN;760780239;11;13;3;7;;;;;10.98;10;20.98;34;20.98;;;
760000158;M1010;;;;;;;;;;;Q20;2023;HOPITAL CHARLES NICOLLE CHU ROUEN;760780239;32;32;30;26;;;;;41.64;37.79;;120;79.43;;;
760000158;M1020;;;;;;;;;;;Q20;2023;HOPITAL CHARLES NICOLLE CHU ROUEN;760780239;8;7;2;6;;;;;5.98;8.3;;23;14.28;;;
760000158;M1030;;;;;;;;;;;Q20;2023;HOPITAL CHARLES NICOLLE CHU ROUEN;760780239;28;35;4;13;;;;;29.63;34.25;;80;63.88;;;
760000158;M1031;;;;;;;;;;;Q20;2023;HOPITAL CHARLES NICOLLE CHU ROUEN;760780239;;2;;;;;;;;1.16;;2;1.16;;;
760000158;M1040;;;;;;;;;;;Q20;2023;HOPITAL CHARLES NICOLLE CHU ROUEN;760780239;12;7;7;4;;;;1;9.36;6.43;;30;15.79;1;;
760000158;M1050;;;;;;;;;;;Q20;2023;HOPITAL CHARLES NICOLLE CHU ROUEN;760780239;5;6;2;9;;;;;4.39;8.6;;22;12.99;;;
760000158;M1070;;;;;;;;;;;Q20;2023;HOPITAL CHARLES NICOLLE CHU ROUEN;760780239;;1;;1;;;;;;1.87;;2;1.87;;;
760000158;M1090;;;;;;;;;;;Q20;2023;HOPITAL CHARLES NICOLLE CHU ROUEN;760780239;11;10;3;4;;;1;;6.24;8.49;;28;14.73;1;;
760000158;M1100;;;;;;;;;;;Q20;2023;HOPITAL CHARLES NICOLLE CHU ROUEN;760780239;10;10;;4;;;;;6.5;11.5;;24;18;;;
760000158;M1110;;;;;;;;;;;Q20;2023;HOPITAL CHARLES NICOLLE CHU ROUEN;760780239;2;1;;;;;;;0.83;1;;3;1.83;;;
760000158;M1120;;;;;;;;;;;Q20;2023;HOPITAL CHARLES NICOLLE CHU ROUEN;760780239;11;11;4;13;;;;;8.65;12.25;;39;20.9;;;
760000158;M1140;;;;;;;;;;;Q20;2023;HOPITAL CHARLES NICOLLE CHU ROUEN;760780239;15;36;1;10;;;;;12.16;37.54;;62;49.7;;;
760000158;M1150;;;;;;;;;;;Q20;2023;HOPITAL CHARLES NICOLLE CHU ROUEN;760780239;17;12;2;5;;;;;13.69;11.42;;36;25.11;;;
760000158;M1160;;;;;;;;;;;Q20;2023;HOPITAL CHARLES NICOLLE CHU ROUEN;760780239;11;10;6;4;;;;;10.09;11.17;;31;21.26;;;
760000158;M1180;;;;;;;;;;;Q20;2023;HOPITAL CHARLES NICOLLE CHU ROUEN;760780239;3;2;;;;;;;1.75;1.33;;5;3.08;;;
760000158;M1190;;;;;;;;;;;Q20;2023;HOPITAL CHARLES NICOLLE CHU ROUEN;760780239;5;4;2;5;;;;;3.88;3.81;;16;7.69;;;
760000158;M1200;;;;;;;;;;;Q20;2023;HOPITAL CHARLES NICOLLE CHU ROUEN;760780239;4;2;;2;;;;;2;2.3;;8;4.3;;;
760000158;M1310;;;;;;;;;;;Q20;2023;HOPITAL CHARLES NICOLLE CHU ROUEN;760780239;1;2;;1;;;;;0.5;2.8;;4;3.3;;;
760000158;M1320;;;;;;;;;;;Q20;2023;HOPITAL CHARLES NICOLLE CHU ROUEN;760780239;3;3;;;;;;;2.16;1.16;;6;3.32;;;
760000158;M1330;;;;;;;;;;;Q20;2023;HOPITAL CHARLES NICOLLE CHU ROUEN;760780239;1;1;;;;;;;0.58;0.08;;2;0.66;;;
760000158;M1340;;;;;;;;;;;Q20;2023;HOPITAL CHARLES NICOLLE CHU ROUEN;760780239;14;7;4;3;;;;;15.32;5.64;;28;20.96;;;
760000158;M2010;;;;;;;;;;;Q20;2023;HOPITAL CHARLES NICOLLE CHU ROUEN;760780239;23;10;3;1;;;;;21.41;8.15;;37;29.56;;;
760000158;M2020;;;;;;;;;;;Q20;2023;HOPITAL CHARLES NICOLLE CHU ROUEN;760780239;1;2;4;3;;;;;1.1;2.02;;10;3.12;;;
760000158;M2030;;;;;;;;;;;Q20;2023;HOPITAL CHARLES NICOLLE CHU ROUEN;760780239;6;1;3;;;;;;5.08;0.16;;10;5.24;;;
760000158;M2040;;;;;;;;;;;Q20;2023;HOPITAL CHARLES NICOLLE CHU ROUEN;760780239;2;1;;2;;;;;1.08;1.24;;5;2.32;;;
760000158;M2050;;;;;;;;;;;Q20;2023;HOPITAL CHARLES NICOLLE CHU ROUEN;760780239;5;7;1;2;;;;;5.14;5.98;;15;11.12;;;
760000158;M2060;;;;;;;;;;;Q20;2023;HOPITAL CHARLES NICOLLE CHU ROUEN;760780239;5;3;;;;;;;3.89;2.92;;8;6.81;;;
760000158;M2070;;;;;;;;;;;Q20;2023;HOPITAL CHARLES NICOLLE CHU ROUEN;760780239;4;5;5;8;;;;;4.5;4.42;;22;8.92;;;
760000158;M2080;;;;;;;;;;;Q20;2023;HOPITAL CHARLES NICOLLE CHU ROUEN;760780239;4;3;3;2;;;;;2.66;3.87;;12;6.53;;;
760000158;M2100;;;;;;;;;;;Q20;2023;HOPITAL CHARLES NICOLLE CHU ROUEN;760780239;5;2;;;;;;;3.08;1.16;;7;4.24;;;
760000158;M2120;;;;;;;;;;;Q20;2023;HOPITAL CHARLES NICOLLE CHU ROUEN;760780239;1;2;;;;;;;0.5;0.16;;3;0.66;;;
760000158;M2130;;;;;;;;;;;Q20;2023;HOPITAL CHARLES NICOLLE CHU ROUEN;760780239;2;1;;1;;;;;1.5;0.77;;4;2.27;;;
760000158;M2140;;;;;;;;;;;Q20;2023;HOPITAL CHARLES NICOLLE CHU ROUEN;760780239;3;3;2;;;;;;2.7;2;;8;4.7;;;
760000158;M2150;;;;;;;;;;;Q20;2023;HOPITAL CHARLES NICOLLE CHU ROUEN;760780239;2;2;;1;;;;;2;1.4;;5;3.4;;;
760000158;M3011;;;;;;;;;;;Q20;2023;HOPITAL CHARLES NICOLLE CHU ROUEN;760780239;6;11;1;3;;;;;2.78;10.53;;21;13.31;;;
760000158;M3012;;;;;;;;;;;Q20;2023;HOPITAL CHARLES NICOLLE CHU ROUEN;760780239;17;26;;12;;;;;7.24;30.01;;55;37.25;;;
760000158;M3020;;;;;;;;;;;Q20;2023;HOPITAL CHARLES NICOLLE CHU ROUEN;760780239;3;9;;2;;;;;2.44;4.01;;14;6.45;;;
760000158;M3040;;;;;;;;;;;Q20;2023;HOPITAL CHARLES NICOLLE CHU ROUEN;760780239;6;2;;1;;;;;4.62;2.03;;9;6.65;;;
760000158;M3050;;;;;;;;;;;Q20;2023;HOPITAL CHARLES NICOLLE CHU ROUEN;760780239;9;14;2;4;;;;;11.74;18.01;;29;29.75;;;
760000158;M3060;;;;;;;;;;;Q20;2023;HOPITAL CHARLES NICOLLE CHU ROUEN;760780239;;;;3;;;;;;1.4;;3;1.4;;;
760000158;M9999;53.89;315.08;59.97;38.58;57.48;;;3.37;;39.57;Q20;2023;HOPITAL CHARLES NICOLLE CHU ROUEN;760780239;297;305;91;155;;;1;1;258.81;309.13;567.94;848;567.94;2;;
760000166;M1010;;;;;;;;;;;Q20;2023;CRLCC HENRI BECQUEREL ROUEN;760780247;0;2;0;3;0;0;0;0;0;3.8;;5;3.8;0;;
760000166;M1020;;;;;;;;;;;Q20;2023;CRLCC HENRI BECQUEREL ROUEN;760780247;0;4;2;0;0;0;0;0;1.5;4;;6;5.5;0;;
760000166;M1030;;;;;;;;;;;Q20;2023;CRLCC HENRI BECQUEREL ROUEN;760780247;1;2;0;4;0;0;0;0;1;5.5;;7;6.5;0;;
760000166;M1130;;;;;;;;;;;Q20;2023;CRLCC HENRI BECQUEREL ROUEN;760780247;4;5;2;4;0;0;0;0;5.5;7.35;;15;12.85;0;;
760000166;M1160;;;;;;;;;;;Q20;2023;CRLCC HENRI BECQUEREL ROUEN;760780247;3;2;1;2;0;0;0;0;3.6;1.8;;8;5.4;0;;
760000166;M1170;;;;;;;;;;;Q20;2023;CRLCC HENRI BECQUEREL ROUEN;760780247;6;2;0;1;0;0;0;0;7;2.6;;9;9.6;0;;
760000166;M1200;;;;;;;;;;;Q20;2023;CRLCC HENRI BECQUEREL ROUEN;760780247;0;1;0;2;0;0;0;0;0;2.3;;3;2.3;0;;
760000166;M1210;;;;;;;;;;;Q20;2023;CRLCC HENRI BECQUEREL ROUEN;760780247;7;3;1;2;0;0;0;0;7.4;3.5;;13;10.9;0;;
760000166;M1330;;;;;;;;;;;Q20;2023;CRLCC HENRI BECQUEREL ROUEN;760780247;6;4;2;6;0;0;0;0;7.5;7;;18;14.5;0;;
760000166;M2010;;;;;;;;;;;Q20;2023;CRLCC HENRI BECQUEREL ROUEN;760780247;3;4;0;0;0;0;0;0;3;3.8;;7;6.8;0;;
760000166;M2040;;;;;;;;;;;Q20;2023;CRLCC HENRI BECQUEREL ROUEN;760780247;0;0;0;2;0;0;0;0;0;1;;2;1;0;;
760000166;M2080;;;;;;;;;;;Q20;2023;CRLCC HENRI BECQUEREL ROUEN;760780247;2;3;1;0;0;0;0;0;2.8;3.2;;6;6;0;;
760000166;M3011;;;;;;;;;;;Q20;2023;CRLCC HENRI BECQUEREL ROUEN;760780247;0;1;1;1;;;;;0.9;1.9;;3;2.8;;;
760000166;M3012;;;;;;;;;;;Q20;2023;CRLCC HENRI BECQUEREL ROUEN;760780247;1;2;0;1;0;0;0;0;1;2.8;;4;3.8;0;;
760000166;M3020;;;;;;;;;;;Q20;2023;CRLCC HENRI BECQUEREL ROUEN;760780247;0;0;0;1;0;0;0;0;0;0.2;;1;0.2;0;;
760000166;M3040;;;;;;;;;;;Q20;2023;CRLCC HENRI BECQUEREL ROUEN;760780247;1;0;0;1;0;0;0;0;1;0.9;;2;1.9;0;;
760000166;M3050;;;;;;;;;;;Q20;2023;CRLCC HENRI BECQUEREL ROUEN;760780247;7;1;0;1;0;0;0;0;7;1.9;;9;8.9;0;;
760000166;M3060;;;;;;;;;;;Q20;2023;CRLCC HENRI BECQUEREL ROUEN;760780247;0;0;1;1;0;0;0;0;0.8;0.65;;2;1.45;0;;
760000166;M3070;;;;;;;;;;;Q20;2023;CRLCC HENRI BECQUEREL ROUEN;760780247;1;2;0;4;;;;;2;3;;7;5;;;
760000166;M9999;;;;;;;;;;;Q20;2023;CRLCC HENRI BECQUEREL ROUEN;760780247;42;38;11;36;0;0;0;0;52;57.2;6;127;109.2;0;;
760000174;M1010;;;;;;;;;;;Q20;2023;HL YVETOT;760780254;2;1;;;;;;;2;1;;3;3;;;
760000174;M3050;;;;;;;;;;;Q20;2023;HL YVETOT;760780254;1;;1;;;;;;1.2;;;2;1.2;;;
760000174;M9999;0.2;1;;;1;2;;;;0;Q20;2023;HL YVETOT;760780254;3;1;1;;;;;;3.2;1;4.2;5;4.2;;;
760000182;M1030;;;;;;;;;;;Q20;2023;CH DU BELVEDERE MONT-SAINT-AIGNAN;760780262;4;1;3;1;0;0;0;0;3.7;1.72;;9;5.42;0;;
760000182;M1070;;;;;;;;;;;Q20;2023;CH DU BELVEDERE MONT-SAINT-AIGNAN;760780262;0;1;0;0;0;0;0;0;0;1.12;;1;1.12;0;;
760000182;M1140;;;;;;;;;;;Q20;2023;CH DU BELVEDERE MONT-SAINT-AIGNAN;760780262;0;6;0;2;0;0;0;0;0;6.07;;8;6.07;0;;
760000182;M1160;;;;;;;;;;;Q20;2023;CH DU BELVEDERE MONT-SAINT-AIGNAN;760780262;0;0;0;1;0;0;0;0;0;0.93;;1;0.93;0;;
760000182;M2040;;;;;;;;;;;Q20;2023;CH DU BELVEDERE MONT-SAINT-AIGNAN;760780262;0;2;0;1;0;0;0;0;0.84;2.1;;3;2.94;0;;
760000182;M2050;;;;;;;;;;;Q20;2023;CH DU BELVEDERE MONT-SAINT-AIGNAN;760780262;2;4;0;1;0;0;0;0;2;4.06;;7;6.06;0;;
760000182;M3020;;;;;;;;;;;Q20;2023;CH DU BELVEDERE MONT-SAINT-AIGNAN;760780262;0;0;1;0;0;0;0;0;0.3;0;;1;0.3;0;;
